LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,11,0,0,0,0,3,5,0,14,19,0,0,0,0,0,0,0,0,0,115,135,17,3,268,110,8,37,432,129,102,22,0,260,95,10,66,433,6,0,0,0,4,5,0,3,20,0,0,0,0,0,0,0,0,0,6,0,0,0,4,12,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,5,4,3,0,0,6,3,3,5,22,0,0,0,0,0,0,0,0,0,136,109,23,0
LGA54170,0,0,20,31,3,20,76,473,138,120,26,756,885,111,175,1923,40,3,3,0,50,106,3,25,187,0,0,0,0,0,0,0,6,6,7,3,0,0,7,4,0,4,14,49,8,3,0,53,111,3,39,209,5,0,0,0,6,7,0,3,10,14790,22117,5231,574,42719,8852,1436,1533,54529,13901,21332,4546,436,40215,6682,997,1465,49362,785,432,374,38,1625,1490,82,151,3343,421,248,140,16,830,325,91,82,1327,1199,683,515,62,2452,1819,173,230,4673,112,15,25,3,156,339,12,41,554,118,33,31,12,189,133,44,35,398,96,30,16,21,161,142,46,24,376,0,0,0,0,3,7,0,0,11,330,76,71,34,514,626,98,100,1333,37,7,3,0,43,103,3,17,166,3,0,0,0,3,0,0,3,12,3,8,3,0,16,0,7,0,17,42,15,4,0,64,106,8,24,196,15,15,3,0,38,23,3,4,65,15497,22118,5142,537
LGA54200,0,0,3,3,0,0,3,55,8,21,0,83,146,3,11,237,23,3,4,0,31,37,0,55,126,0,0,0,0,0,0,0,8,7,3,0,0,0,3,0,0,0,6,29,3,3,0,38,39,0,61,137,3,0,0,0,3,0,0,0,4,5838,6759,2025,178,14803,3578,489,809,19682,5676,7100,2057,191,15025,3385,459,854,19727,223,82,74,11,389,545,23,70,1030,11,3,7,0,18,26,3,9,53,238,87,79,11,408,568,29,75,1085,8,0,0,0,7,38,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,38,0,4,53,18,3,0,0,16,41,3,69,125,5,3,0,0,8,0,0,7,12,4,20,3,0,27,8,0,4,36,25,21,4,0,54,51,3,73,184,11,14,3,0,32,10,8,6,56,5950,7221,2150,201
LGA54280,0,0,0,0,0,0,3,146,107,66,8,325,262,46,157,789,64,13,4,0,86,157,6,172,418,0,0,0,0,0,0,0,79,84,4,0,4,0,10,3,3,8,23,74,21,8,0,98,160,6,257,524,7,5,3,0,17,12,0,5,43,2572,3549,972,113,7204,2197,470,1493,11367,2031,3255,773,85,6143,1520,314,687,8663,301,252,142,20,713,592,60,222,1584,41,39,15,5,109,69,17,50,235,349,294,160,22,823,659,70,269,1822,36,17,11,5,64,119,16,36,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,11,5,64,119,16,36,233,30,4,6,0,39,112,0,266,421,0,0,0,0,0,3,0,41,50,3,10,0,0,9,3,0,3,15,34,12,4,0,51,114,0,315,486,12,6,6,0,23,30,0,69,118,2455,3580,949,109
LGA54310,0,0,0,0,0,0,0,73,34,13,3,117,141,10,189,456,169,44,7,0,222,95,11,550,872,3,0,0,0,6,3,0,45,56,0,0,0,0,0,3,3,7,11,175,45,7,0,223,107,12,602,945,6,6,0,0,12,11,0,40,65,1457,2243,361,49,4110,922,253,2119,7406,1270,2475,394,49,4186,743,186,671,5784,151,107,74,15,348,271,26,131,777,16,14,6,0,34,27,0,18,79,166,123,78,16,383,304,26,153,863,39,9,7,3,62,70,3,75,216,0,0,0,0,0,22,0,8,28,18,4,0,0,19,30,3,66,115,0,0,0,0,0,0,0,0,0,56,11,11,3,81,120,5,146,355,35,4,3,0,45,43,0,380,471,4,0,0,0,9,8,0,20,39,0,0,0,0,3,3,3,3,7,39,11,3,0,52,58,5,404,512,7,9,7,0,20,11,0,33,61,1539,2629,491,69
LGA54340,0,0,0,0,0,0,0,8,16,0,0,29,41,3,3,75,3,0,0,0,3,0,0,3,7,0,0,0,0,0,3,0,0,3,4,3,0,0,4,0,0,0,8,3,3,0,0,4,3,0,3,15,0,0,0,0,0,0,0,0,0,421,463,148,20,1051,414,46,68,1581,394,348,126,20,893,326,54,167,1439,16,14,8,3,48,45,3,20,117,0,0,0,0,0,0,0,0,0,16,14,8,3,48,45,3,20,117,3,0,0,0,4,10,3,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,3,8,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,10,0,0,0,14,420,372,140,21
LGA54410,0,0,0,0,0,0,0,3,0,3,3,7,16,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,138,127,36,3,304,121,8,12,449,149,113,40,3,301,107,4,45,459,0,0,3,0,5,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,3,7,3,3,3,0,4,5,0,0,10,156,115,47,4
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,76,68,7,0,154,47,0,7,213,53,70,12,0,131,43,0,36,209,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,6,0,0,0,0,0,0,0,0,0,55,75,12,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,18,4,0,0,0,4,10,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,0,3,12,0,0,0,0,0,0,0,0,0,255,219,68,4,549,189,14,23,767,249,204,55,3,510,186,7,52,755,5,0,0,0,7,9,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,7,9,0,0,14,0,0,3,0,4,22,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,22,0,3,26,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,0,3,0,0,0,3,252,211,56,3
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,16,16,0,0,0,0,0,0,0,3,3,121,96,17,3,234,97,3,27,362,98,87,20,3,210,74,6,23,311,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,8,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,0,0,19,0,0,0,0,0,3,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,13,0,0,0,0,3,0,0,0,3,102,89,21,3
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,48,14,0,115,52,6,11,184,59,44,18,0,120,52,3,14,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44,18,0
LGA54760,0,0,0,0,0,0,0,0,0,3,0,5,5,3,0,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,108,102,12,4,228,91,5,9,329,102,83,7,3,200,74,0,25,301,0,0,0,0,3,9,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,106,83,11,3
LGA54830,0,0,0,0,0,0,0,61,29,51,4,151,245,22,50,470,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,0,0,0,0,0,3,0,3,3,2527,3363,1415,129,7435,2215,340,660,10647,2942,4427,1632,157,9161,2116,367,746,12392,142,94,59,12,302,253,11,40,617,17,21,25,3,63,49,3,12,131,153,117,85,12,369,304,16,54,745,44,17,29,3,93,192,15,63,375,29,21,14,0,61,63,10,30,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,36,48,3,156,257,25,96,539,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,9,17,23,14,0,52,15,3,30,94,12,28,14,0,57,15,3,40,105,11,18,0,0,28,10,4,0,39,3202,4619,1778,176
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,3,8,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,7,0,15,24,0,0,0,0,0,0,0,0,0,184,154,22,5,367,169,8,32,576,130,138,25,0,295,133,14,47,481,0,0,0,0,3,13,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,14,0,0,0,0,4,3,0,0,13,138,135,25,0
LGA54970,0,0,0,0,0,0,0,3,3,5,0,11,8,0,3,21,11,0,0,0,11,11,0,25,45,0,0,0,0,0,0,0,6,5,3,0,0,0,3,0,0,0,3,12,0,0,0,12,11,0,33,55,0,0,0,0,0,0,0,12,17,50,43,25,0,128,76,6,78,282,42,39,29,0,108,41,3,44,194,0,0,0,0,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,23,35,6,0,0,0,6,3,0,0,4,48,39,28,0
LGA55040,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,9,7,0,0,0,7,18,0,53,84,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,10,0,0,0,8,19,0,60,91,0,0,0,0,0,0,0,0,4,96,143,32,3,272,105,9,147,536,67,80,32,0,178,73,5,71,324,0,0,0,0,0,16,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,8,0,45,62,0,0,0,0,0,3,0,8,13,3,0,0,0,7,0,0,3,14,12,0,0,0,18,10,0,55,80,0,3,0,0,4,6,0,6,16,80,88,34,0
LGA55110,0,0,4,5,0,0,7,466,120,138,10,731,721,62,159,1678,98,3,18,3,123,182,4,31,336,0,3,0,0,3,0,0,37,35,0,3,3,0,7,0,0,0,9,101,11,20,3,129,182,4,64,381,10,4,0,0,12,0,0,0,13,8867,6965,3053,206,19098,6601,763,1356,27815,8191,7781,3015,208,19196,5008,674,1307,26181,911,197,273,14,1386,1622,87,202,3304,305,131,120,8,565,342,45,74,1032,1213,329,386,20,1956,1965,129,280,4335,270,20,30,5,327,519,21,77,941,70,15,9,0,89,47,9,9,151,101,35,13,0,153,85,7,34,282,0,0,0,0,0,0,0,0,3,442,71,51,9,570,647,34,120,1377,59,5,0,0,70,128,3,67,275,0,0,5,0,5,9,0,43,53,3,3,0,0,9,0,0,0,6,66,7,8,4,83,142,3,114,340,23,7,6,0,39,27,3,0,68,9934,8200,3467,237
LGA55180,0,0,0,0,0,0,0,23,8,12,0,48,127,4,12,192,3,3,0,0,7,6,0,45,56,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,5,3,0,0,10,9,0,71,83,3,0,0,0,3,7,0,3,11,1115,991,348,23,2479,935,69,230,3708,1111,878,305,30,2324,808,62,306,3498,10,4,14,0,34,83,5,21,141,0,0,0,0,0,0,0,0,3,10,4,18,0,31,78,5,22,140,17,4,5,0,25,81,4,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,5,0,25,81,4,13,119,11,3,0,0,12,9,0,27,46,7,5,0,0,8,0,0,3,11,4,0,0,0,4,3,0,0,4,15,7,0,0,19,9,0,29,63,6,3,4,0,14,10,0,3,29,1155,894,335,31
LGA55250,0,0,0,0,0,0,0,3,0,0,0,3,5,0,5,22,3,0,0,0,3,4,0,25,34,0,0,0,0,0,0,0,7,7,5,0,0,0,5,0,0,0,4,8,0,0,0,9,10,0,37,47,4,0,0,0,7,10,0,22,37,74,71,40,3,187,103,13,111,416,47,34,34,3,119,44,13,48,217,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,16,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,16,0,6,34,3,0,0,0,3,4,0,18,21,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,19,24,5,0,0,0,4,5,0,21,33,54,39,37,3
LGA55320,0,0,0,3,0,0,3,576,199,167,38,978,1354,247,177,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,6,0,0,0,0,3,0,0,3,7,8,10,0,0,17,8,0,5,29,9640,12315,3221,544,25725,8455,1400,1263,36842,7678,11188,2560,384,21809,4577,777,920,28090,1292,801,613,70,2781,2679,235,367,6053,472,541,136,25,1166,362,71,67,1667,1758,1343,746,96,3944,3040,306,431,7725,140,53,35,11,234,534,27,88,881,72,8,13,3,96,130,7,54,280,113,26,6,0,138,106,4,31,285,0,0,0,0,0,3,0,0,3,315,81,49,15,465,782,35,176,1455,0,3,0,0,7,0,0,0,9,0,0,0,0,0,0,0,3,3,0,3,0,0,6,0,0,0,7,3,5,0,0,13,0,0,3,17,27,35,4,0,70,26,3,3,102,9785,12653,3369,493
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,17,21,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,14,22,3,0,0,0,4,0,0,6,14,16,19,12,3,49,29,0,35,110,13,15,9,4,39,26,0,12,78,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,19,23,3,0,3,0,3,3,0,8,16,15,18,9,4
LGA55460,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,17,0,0,0,0,0,10,0,26,41,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,26,45,0,0,0,0,0,0,0,0,6,366,346,99,17,827,363,28,95,1312,368,309,113,12,805,306,41,98,1244,3,0,4,0,10,39,0,8,55,0,0,0,0,0,0,0,0,0,3,0,4,0,10,39,0,8,55,0,0,0,0,0,9,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,11,0,0,0,0,4,3,0,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,31,42,3,3,0,0,9,4,0,3,12,378,314,117,9
LGA55530,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,11,19,0,0,0,0,0,0,0,0,0,54,49,19,4,129,56,0,18,200,58,53,14,0,117,44,3,12,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,56,60,0,0,0,0,4,3,0,9,11,56,50,14,0
LGA55600,0,0,0,0,0,0,0,0,0,3,0,6,20,0,8,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,3,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,3,274,288,82,3,649,219,29,36,931,252,255,78,7,588,230,22,91,935,0,0,0,0,3,12,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,21,32,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,3,0,0,10,11,0,21,35,0,3,0,0,3,3,0,8,11,257,262,81,7
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,14,0,0,0,0,0,0,0,0,0,79,89,30,0,198,90,5,29,326,68,66,32,6,170,90,3,25,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,3,73,64,32,6
