LGA_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
LGA50280,35,19,25,52,19,34,51,0,0,0,0,0,0,0,0,0,13,37,49,23,36,65,18,48,63,481,424,902,558,466,1020,668,621,1291,1548,1598,3144,1714,1687,3399,2103,2105,4212
LGA50350,49,21,41,62,26,33,61,0,0,0,0,0,0,0,0,0,22,45,72,34,50,85,44,47,93,541,511,1053,495,497,998,468,479,947,1875,1839,3718,1975,1928,3904,2068,2083,4157
LGA50420,235,112,172,281,165,227,393,3,8,13,0,4,4,8,5,13,136,201,340,221,257,478,274,340,618,2559,2168,4727,2400,1931,4330,2267,2278,4543,7884,7761,15643,8434,8257,16688,9097,9238,18331
LGA50490,118,68,121,187,111,160,272,8,3,8,0,3,4,3,7,8,72,118,196,122,184,302,224,255,480,1754,1522,3277,1881,1584,3464,2240,2022,4263,4286,4328,8615,5190,4996,10179,6295,6017,12310
LGA50560,4,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,3,4,0,3,3,4,4,9,62,57,119,51,50,96,111,114,226,202,175,373,178,165,342,227,239,469
LGA50630,0,0,3,5,3,13,15,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,3,15,18,55,55,110,335,88,420,89,66,154,203,207,407,514,241,759,260,252,511
LGA50770,4,0,3,9,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,3,9,0,0,5,41,36,77,46,41,85,75,71,150,163,178,342,177,196,370,215,228,446
LGA50840,13,4,3,5,3,8,15,0,0,0,0,0,0,0,0,0,7,11,16,7,3,18,7,13,18,121,148,271,94,98,195,209,210,418,492,531,1021,515,554,1069,599,666,1271
LGA50910,0,0,0,0,3,0,7,3,0,3,0,0,0,0,0,0,5,3,8,3,0,3,3,4,6,28,35,59,34,23,60,56,68,123,106,137,245,98,105,202,113,142,256
LGA50980,35,19,37,53,8,36,41,0,4,4,0,0,0,3,0,3,19,26,47,24,41,65,22,51,73,1285,1060,2347,1131,860,1994,1192,1076,2269,2465,2364,4832,2587,2555,5137,2826,2879,5710
LGA51080,3,0,3,4,3,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,8,8,79,77,153,55,45,99,83,70,154,204,161,363,158,168,327,177,179,352
LGA51120,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,7,35,25,62,32,44,68,44,38,79,124,109,236,122,128,247,114,123,243
LGA51190,99,41,81,131,48,69,119,3,0,3,0,0,0,0,3,3,42,81,116,68,108,176,72,110,185,1609,1311,2922,1651,1292,2945,1625,1318,2946,4365,4246,8608,4279,4260,8539,4410,4363,8774
LGA51260,71,40,75,115,43,80,122,0,0,3,0,3,3,3,0,3,34,58,93,47,88,140,74,119,199,950,962,1912,984,950,1935,1465,1477,2934,3633,3707,7340,4104,4207,8318,5197,5507,10703
LGA51310,82,29,69,103,36,86,124,4,0,4,0,0,0,0,0,0,44,65,109,46,90,131,55,102,153,884,833,1710,605,653,1254,742,707,1443,3945,3924,7867,4096,4053,8148,4606,4489,9091
LGA51330,292,157,263,425,190,266,462,5,7,15,13,3,16,4,3,7,182,308,483,300,389,695,447,462,911,3105,2736,5844,2818,2400,5216,2485,2297,4780,13340,12981,26324,14563,14052,28611,15755,14841,30588
LGA51400,34,23,38,69,28,58,83,0,0,0,0,0,0,0,0,0,17,34,47,31,47,78,45,74,118,322,282,603,532,519,1054,566,530,1102,1655,1676,3331,2433,2524,4960,2747,2988,5734
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46,31,81,29,28,59,21,26,48,128,106,232,61,72,134,74,68,140
LGA51540,17,5,15,17,3,7,12,0,0,3,0,0,0,0,0,0,10,12,23,6,14,23,11,11,18,346,324,671,405,402,809,506,441,944,871,919,1794,887,936,1822,941,875,1822
LGA51610,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,9,22,31,45,43,23,65,104,101,209,115,112,231,145,154,296,240,273,511
LGA51680,5,4,10,14,0,18,18,0,0,0,0,0,0,0,0,0,0,9,14,12,13,28,4,20,28,128,136,262,141,120,267,280,257,538,563,587,1145,654,641,1290,858,870,1724
LGA51750,32,9,18,30,19,23,38,0,0,0,0,0,0,0,0,3,26,25,50,19,27,45,20,30,50,367,377,743,467,303,774,389,413,804,1642,1548,3188,1654,1505,3154,1849,1670,3518
LGA51820,265,141,282,422,189,324,514,5,8,8,7,4,13,4,7,10,248,225,474,384,349,734,316,453,769,3264,2910,6177,2955,2731,5686,3559,3502,7066,11609,11508,23115,13116,13311,26422,15470,16333,31802
LGA51890,28,3,9,17,7,18,27,0,0,0,0,0,0,0,0,0,8,21,30,11,10,19,9,17,26,455,439,889,470,291,765,442,467,913,1367,1359,2728,1333,1125,2460,1243,1285,2527
LGA51960,14,5,9,16,8,7,14,0,0,0,0,0,0,0,0,0,3,15,18,8,13,20,6,11,18,290,249,542,321,237,563,284,208,497,734,626,1358,692,661,1355,646,581,1233
LGA52030,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,4,45,32,75,43,27,73,50,37,92,170,116,285,100,121,227,111,104,216
LGA52100,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,42,33,76,30,31,60,69,55,124,142,130,270,103,102,203,165,142,306
LGA52170,22,5,31,34,6,17,26,0,0,0,0,0,0,0,0,0,9,15,28,6,35,38,17,21,40,528,428,959,367,384,750,269,257,522,1292,1282,2575,1244,1348,2588,1202,1218,2423
LGA52240,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,7,4,0,6,34,23,59,48,36,86,59,53,116,123,137,256,132,147,276,132,145,279
LGA52310,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,29,21,49,16,16,29,75,47,120,111,114,221,85,119,202,133,121,258
LGA52380,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,21,31,53,35,27,58,34,20,57,54,53,105,52,34,86,40,27,65
LGA52450,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,49,39,89,48,35,80,86,66,155,211,137,345,202,167,368,294,215,507
LGA52520,3,3,0,7,0,5,7,0,0,0,0,0,0,0,0,0,0,4,4,5,0,8,3,5,12,46,34,83,37,21,64,80,63,142,200,173,370,156,130,287,212,173,383
LGA52590,11,0,5,11,0,12,12,0,0,0,0,0,3,0,0,0,0,7,11,3,13,20,0,8,8,158,134,292,202,152,349,159,142,301,419,390,806,456,397,851,382,361,741
LGA52660,30,11,30,43,23,52,71,0,0,3,0,0,0,0,0,0,14,32,42,17,37,53,28,61,93,360,315,672,417,373,788,513,464,982,1585,1470,3051,1710,1742,3458,1930,2101,4032
LGA52730,16,3,8,11,3,7,15,0,0,0,0,0,4,0,0,0,5,18,22,7,15,19,5,17,26,162,162,328,185,165,345,318,331,644,653,666,1312,688,734,1418,860,881,1739
LGA52800,16,7,4,12,8,9,17,0,0,0,0,4,4,0,0,0,8,14,26,13,20,31,12,10,25,395,352,746,1937,462,2406,597,506,1103,1017,1055,2068,2617,1191,3805,1336,1281,2623
LGA52870,14,8,11,16,4,7,14,4,0,3,0,0,0,5,0,3,8,12,13,13,18,29,11,20,35,165,128,293,183,131,314,292,310,598,676,633,1311,696,674,1370,790,849,1633
LGA52940,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,8,0,0,0,22,17,40,18,11,24,25,34,57,85,74,164,81,64,142,81,89,170
LGA53010,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,5,5,21,16,32,19,18,31,39,38,72,59,60,125,58,71,129,77,87,161
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,49,136,133,59,190,77,61,138,163,116,282,200,138,337,119,115,235
LGA53150,23,12,14,32,13,21,36,0,0,0,0,0,0,0,0,0,7,16,27,16,21,37,17,19,36,321,289,613,220,198,423,262,269,530,1084,1109,2193,1093,1076,2166,1120,1284,2407
LGA53220,19,10,18,31,21,15,38,0,0,0,0,0,0,3,0,3,8,20,24,19,21,37,26,23,44,755,378,1132,1780,659,2437,1551,529,2080,1358,971,2328,2570,1376,3951,2295,1238,3541
LGA53290,41,13,34,50,10,21,30,0,0,0,0,0,0,0,0,0,14,29,44,18,48,66,14,34,45,573,473,1045,591,515,1111,919,865,1785,1958,2024,3982,1981,1988,3971,2269,2330,4599
LGA53360,5,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,5,0,0,0,118,74,198,132,85,215,148,143,287,287,259,551,332,288,621,388,388,777
LGA53430,104,36,64,104,49,90,145,3,3,3,0,3,3,3,0,4,54,89,145,52,86,137,75,124,197,1401,1139,2541,1051,966,2022,1312,1341,2655,3620,3728,7349,3534,3869,7406,3984,4453,8437
LGA53570,8,3,0,3,0,16,19,0,0,0,0,0,0,0,0,0,10,11,16,9,6,19,6,20,29,345,321,664,277,189,465,297,246,540,649,658,1308,662,604,1261,700,698,1391
LGA53640,3,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,4,3,40,37,78,49,31,81,84,51,134,174,160,342,180,162,346,171,154,328
LGA53710,5,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,3,3,24,33,60,30,35,68,54,59,109,110,132,246,116,128,237,137,152,289
LGA53780,358,175,334,506,239,409,652,6,5,12,8,5,10,6,6,17,171,310,477,311,464,772,460,632,1092,4290,3583,7873,5196,3998,9190,4649,3416,8066,14248,13805,28053,17237,16319,33560,19100,18180,37278
LGA53800,56,34,51,85,35,78,115,3,0,3,0,3,7,0,3,3,33,51,79,49,71,127,65,117,181,1981,1832,3809,1740,1364,3103,2034,1799,3833,5549,5554,11097,5519,5566,11090,5887,6191,12081
LGA53920,0,3,3,4,3,3,10,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,5,5,10,284,255,543,153,108,254,384,405,785,562,566,1129,598,552,1149,671,660,1330
LGA53990,57,16,53,71,26,51,75,0,0,3,3,0,5,0,0,0,26,48,74,28,67,92,31,73,108,808,784,1591,902,844,1746,1112,1076,2186,3162,3045,6211,3509,3486,6996,4081,4170,8248
LGA54060,7,3,9,11,3,3,7,0,0,0,0,0,0,0,0,0,4,9,7,6,9,13,3,3,7,143,118,261,149,114,261,162,142,303,436,399,829,497,450,949,485,455,942
LGA54130,5,3,5,3,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,3,5,5,0,3,3,64,34,97,46,29,79,84,68,152,168,140,311,144,118,263,168,150,312
LGA54170,515,207,344,556,219,398,614,10,11,24,7,5,7,8,5,14,256,437,694,321,449,766,333,547,876,4737,4346,9085,3918,3636,7548,3485,3207,6688,23305,23563,46867,22587,22959,45540,22891,23074,45964
LGA54200,177,58,137,199,94,196,297,3,3,4,9,0,9,4,3,9,85,159,244,96,177,271,150,264,415,1746,1712,3457,1835,1658,3488,1841,1775,3611,7270,7334,14604,7635,7673,15314,8243,8656,16895
LGA54280,91,34,76,111,39,82,119,0,0,0,3,4,4,4,0,3,38,76,109,46,91,137,55,109,163,2136,1823,3962,2368,1810,4177,1772,1483,3251,5214,4793,10010,5388,4937,10329,4915,4890,9811
LGA54310,48,33,44,79,27,61,85,0,3,3,0,3,3,5,0,5,18,34,53,46,54,96,32,67,98,1569,1120,2689,3308,1578,4886,1892,1068,2955,3324,2822,6140,5209,3339,8547,4200,3308,7505
LGA54340,54,4,5,12,3,9,6,0,0,0,0,0,0,0,0,0,32,27,57,11,13,17,3,7,12,300,282,580,164,156,319,307,289,594,748,717,1466,650,647,1295,689,658,1348
LGA54410,3,3,3,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,3,12,0,0,5,50,48,95,47,34,83,68,68,139,149,155,305,167,153,314,172,184,352
LGA54480,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,4,15,10,3,13,42,28,69,60,53,116,62,50,111,86,75,162
LGA54550,4,0,8,8,0,0,3,0,0,0,0,0,0,0,0,0,4,4,4,0,6,9,0,0,3,118,94,210,62,52,117,110,108,218,296,275,576,213,228,449,252,277,531
LGA54620,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,4,4,30,20,53,73,28,104,41,35,78,117,104,222,149,114,259,100,111,211
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,20,5,4,12,17,10,21,41,39,80,44,41,79,52,38,94
LGA54760,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,25,23,50,14,15,28,32,27,61,106,109,216,96,101,198,83,90,173
LGA54830,60,31,80,115,62,147,209,0,0,3,0,5,3,0,0,0,26,60,86,39,104,145,116,215,335,1973,1263,3231,2092,1337,3431,2586,1518,4100,4261,3537,7802,4988,4409,9396,6837,6032,12863
LGA54900,4,0,6,9,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,8,9,0,0,0,47,32,81,46,26,74,60,71,128,167,146,315,152,161,315,155,181,344
LGA54970,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,3,3,51,31,82,105,39,146,165,61,220,99,73,172,181,101,281,216,128,348
LGA55040,8,0,8,12,0,0,3,0,0,0,0,0,0,0,0,0,0,8,6,3,8,11,3,6,4,70,67,136,463,204,673,235,108,340,212,176,391,625,335,958,315,187,508
LGA55110,156,74,150,229,103,286,384,0,6,4,0,6,7,6,3,11,47,172,218,110,222,331,171,397,565,2731,2849,5582,2982,2789,5773,2980,2883,5858,7614,8139,15756,9335,9766,19096,10658,11401,22061
LGA55180,25,3,3,10,4,13,17,0,0,3,0,0,0,0,0,0,15,24,36,11,6,18,8,19,27,354,365,720,309,298,609,431,472,901,1367,1408,2776,1266,1283,2549,1299,1365,2662
LGA55250,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,143,150,290,178,129,302,153,112,259,226,237,459,257,213,475,214,164,374
LGA55320,308,120,239,359,158,257,418,9,12,14,3,3,8,3,5,10,163,261,423,183,325,507,233,384,614,3013,3230,6246,2635,2530,5167,2556,2722,5278,14570,15473,30039,14507,14918,29425,14973,15406,30386
LGA55390,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,17,33,13,12,22,53,17,71,31,36,65,42,45,90,78,42,126
LGA55460,12,7,9,10,3,3,3,0,0,0,0,0,0,0,0,0,0,10,10,54,12,62,69,4,80,144,124,265,118,109,233,145,138,280,454,452,908,500,447,946,537,457,991
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,33,24,19,40,25,20,48,73,58,133,69,60,123,72,52,118
LGA55600,3,0,3,4,6,3,9,0,0,0,0,0,0,0,0,0,0,7,9,0,8,8,6,3,9,82,88,168,89,87,179,136,134,267,348,349,705,311,360,670,356,367,724
LGA55670,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,41,38,79,54,31,83,34,36,75,171,136,302,176,134,314,137,110,246
LGA55740,47,14,18,34,9,23,35,0,0,0,0,0,0,0,0,0,23,40,64,21,26,45,19,34,51,392,429,823,305,332,629,368,383,750,1273,1780,3047,1204,1741,2939,1385,1756,3144
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,49,35,82,60,24,88,69,51,118,81,75,156,109,73,179,98,78,180
LGA55880,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,20,13,33,12,3,17,28,22,47,79,67,137,65,52,111,70,64,132
LGA55950,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,9,17,26,12,11,23,29,18,49,54,74,127,54,42,97,68,50,126
LGA56090,142,38,92,133,43,106,144,3,0,4,0,3,3,0,0,0,64,140,204,60,129,191,72,146,216,2153,1144,3295,2604,1178,3787,3014,1075,4089,6294,5355,11651,6613,5371,11990,6975,5247,12223
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,7,6,11,34,15,43,18,17,35,17,20,34,33,32,63
LGA56230,27,4,30,37,10,41,59,0,3,3,0,0,0,0,0,0,6,35,39,6,39,51,22,62,88,637,525,1164,611,514,1126,801,699,1500,1709,1712,3416,1898,1888,3780,2324,2480,4807
LGA56300,5,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,5,6,3,5,9,0,3,3,34,44,81,41,33,72,68,66,133,137,139,275,154,121,274,156,152,301
LGA56370,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,4,0,29,22,54,31,26,57,27,32,61,114,90,206,87,92,176,78,97,173
LGA56460,12,0,3,4,4,10,15,0,0,0,0,0,0,0,0,0,3,9,14,8,5,14,6,12,19,139,175,314,194,164,361,335,322,656,754,835,1594,789,797,1580,822,888,1713
LGA56580,70,24,50,74,31,50,80,0,0,0,0,0,0,0,0,0,36,59,90,32,73,103,32,62,96,814,967,1781,530,519,1051,530,515,1045,3830,3881,7711,3744,3647,7392,3935,3651,7587
LGA56620,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,59,81,138,63,47,112,181,180,364,166,205,370,227,184,408,332,314,650
LGA56730,26,12,26,39,19,33,49,0,0,0,3,3,4,0,0,0,14,18,35,19,34,57,27,41,70,512,491,1002,578,524,1105,1012,532,1543,1504,1518,3020,1586,1615,3195,1976,1614,3589
LGA56790,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,6,4,0,4,3,3,9,150,150,303,135,100,231,212,180,392,428,419,848,408,372,778,435,446,882
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,13,5,13,13,8,21,30,35,66,36,32,74,39,32,64
LGA56930,6,0,9,7,0,12,9,0,0,0,0,0,0,0,0,0,0,8,5,3,9,8,4,12,15,70,71,142,67,70,138,48,62,114,264,443,705,279,371,654,248,432,682
LGA57000,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,16,20,34,68,14,86,48,24,70,58,75,134,127,65,192,86,56,147
LGA57080,70,55,77,130,90,160,248,0,3,3,0,3,3,0,0,0,66,81,143,117,139,254,196,265,461,1740,1073,2809,1629,1120,2756,1919,1674,3595,2856,2130,4994,3104,2573,5677,4045,4085,8127
LGA57140,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,59,64,126,39,44,84,67,66,138,146,171,318,143,150,293,155,156,311
LGA57210,9,3,7,8,0,6,7,0,0,3,0,0,0,0,0,0,4,8,15,9,12,21,10,14,22,209,201,412,257,158,409,322,243,570,648,691,1342,715,659,1381,781,666,1446
LGA57280,22,18,26,46,18,51,66,0,0,0,3,3,6,0,0,0,15,21,36,25,28,61,20,67,89,1780,1503,3283,1920,1250,3167,1280,1063,2347,2766,2506,5275,3068,2422,5492,2593,2535,5130
LGA57350,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,7,7,39,34,76,26,18,42,70,64,127,134,133,269,96,108,201,135,129,265
LGA57420,6,0,4,3,0,3,5,0,0,3,0,0,0,0,0,0,3,4,8,0,3,9,3,9,9,84,52,132,97,71,173,121,107,228,225,173,396,277,251,532,251,208,462
LGA57490,259,123,273,396,178,457,629,3,3,10,3,9,12,11,9,16,116,231,348,203,377,577,292,620,914,4082,3818,7902,4043,3459,7499,5232,4731,9960,13253,13517,26770,15384,15772,31157,19370,20105,39476
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,15,4,18,13,4,19,15,14,24,16,13,31,14,6,21
LGA57700,41,15,50,62,31,68,97,0,0,0,0,3,3,3,0,3,18,48,66,27,61,93,54,101,155,590,320,912,777,451,1227,1257,826,2084,2106,1917,4029,2779,2636,5416,4275,4013,8294
LGA57770,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,73,64,143,27,19,46,57,45,97,125,121,248,86,67,147,117,102,221
LGA57840,175,61,129,188,81,151,227,0,0,3,0,0,0,4,4,8,105,168,273,108,175,281,139,193,330,1865,1752,3617,1570,1478,3049,1467,1542,3007,6781,6408,13192,6702,6534,13237,7029,6879,13906
LGA57910,742,361,561,921,443,805,1248,7,17,28,15,11,35,14,16,29,402,692,1093,627,845,1471,828,1212,2038,8041,7671,15713,8120,7359,15482,7308,7743,15047,26036,26890,52922,28788,29097,57883,30553,32194,62752
LGA57980,73,42,48,90,40,63,102,0,0,0,0,0,0,0,0,0,41,58,105,49,77,126,65,92,149,857,720,1576,638,632,1264,662,719,1381,2925,2968,5897,2923,3106,6033,3439,3481,6921
LGA58050,329,137,330,471,236,492,727,10,3,11,4,11,13,9,10,23,161,311,478,209,435,642,406,704,1113,4291,4114,8407,4170,4010,8179,4854,5179,10031,15271,15059,30336,16835,16949,33786,20744,21613,42360
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,3,4,19,10,34,19,16,33,31,31,61,51,56,106,67,56,124,79,63,140
LGA58260,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,20,12,32,22,30,55,22,30,53,68,60,131,68,79,149,81,79,161
LGA58330,10,11,15,23,3,20,22,0,0,0,0,0,0,0,0,0,0,16,14,13,20,30,8,23,29,189,137,329,218,186,404,237,227,460,616,563,1180,594,634,1226,547,600,1149
LGA58400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,13,26,14,11,23,38,30,63,61,51,107,45,30,73,52,46,100
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,65,26,10,37,27,16,43,58,51,106,43,34,79,56,51,109
LGA58510,129,58,106,170,106,145,248,0,3,3,0,0,3,3,0,3,87,123,207,112,193,305,196,229,426,1643,1582,3227,1656,1481,3137,1704,1731,3436,4670,4767,9433,5263,5291,10556,5635,5843,11477
LGA58540,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,32,28,64,41,29,70,62,26,94,122,109,233,114,95,205,120,116,237
LGA58570,129,79,126,204,88,133,215,3,4,4,3,0,0,0,3,3,104,139,239,168,204,373,164,292,459,1752,1394,3147,1533,1203,2733,1512,1358,2869,4345,4308,8656,4671,4616,9286,4957,5124,10077
LGA58610,5,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,3,3,4,0,3,7,0,5,5,78,87,166,62,60,119,96,111,207,240,254,492,211,236,452,242,274,513
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,40,14,10,21,31,27,54,52,48,97,53,54,100,60,56,122
LGA58760,401,230,416,641,313,694,1012,8,7,17,9,0,12,9,13,19,206,387,589,363,563,928,573,1021,1592,4729,4416,9148,5556,5182,10742,6213,6234,12452,17754,17910,35669,24006,24554,48564,29978,31031,61006
LGA58820,8,3,3,9,0,6,6,0,0,0,0,0,0,0,0,0,3,9,10,3,9,12,0,20,19,134,137,271,125,112,235,244,260,502,487,484,972,472,475,946,604,641,1244
LGA58890,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,30,30,61,19,30,48,33,33,65,120,106,225,96,105,196,92,102,185
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,17,14,9,21,30,14,46,27,31,64,37,21,58,51,37,85
LGA59100,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,14,18,24,27,20,45,37,32,72,77,87,162,81,97,175,97,95,187
LGA59170,0,0,5,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,8,8,30,37,60,19,29,49,50,39,92,101,116,217,95,103,194,120,115,239
LGA59250,0,3,0,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,56,25,86,110,44,151,108,31,140,102,70,171,189,85,268,147,68,221
LGA59310,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,9,0,3,3,6,6,15,35,28,57,57,49,104,44,25,67,170,167,337,169,173,341,158,158,312
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,30,5,3,10,14,11,24,62,55,109,50,57,107,47,47,98
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,29,22,24,49,45,34,75,71,82,151,61,73,132,64,66,129
LGA59340,14,9,15,23,8,30,38,0,0,0,0,0,0,0,0,3,5,20,27,21,21,40,13,35,53,621,531,1157,540,413,961,508,517,1030,1244,1128,2375,1220,1208,2425,1115,1249,2362
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,19,13,35,47,20,71,43,26,73,37,43,76,74,43,116,64,36,104
LGA59360,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,0,3,0,0,0,77,40,122,136,64,197,115,69,188,200,172,370,261,198,456,182,133,314
LGA59370,3,0,3,3,3,6,11,0,0,0,0,0,0,0,0,0,3,4,9,0,10,10,7,7,12,119,106,231,157,119,273,220,206,435,426,364,798,435,415,854,499,488,992
