LGA_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
LGA33610,3,5,3,0,3,5,0,0,0,20,776,346,443,481,546,431,375,179,51,3635,0,0,0,0,0,0,0,0,0,0,38,8,12,13,9,12,3,0,0,101,0,0,0,0,0,0,0,0,0,3,719,309,384,456,362,264,200,101,33,2836,0,0,0,0,3,3,0,0,0,10,0,0,0,4,4,0,3,0,0,12,9,3,3,4,6,3,0,0,0,31,0,0,3,0,0,3,0,0,0,6,42,31,25,23,20,14,6,6,3,172,0,0,3,0,0,0,0,0,0,3,5,0,4,4,0,4,3,0,0,18,14,12,19,3,14,11,0,0,0,65,33,30,57,78,105,89,57,44,14,512,4,3,3,4,3,3,0,0,0,27,14,3,4,5,7,7,0,0,0,31,76,59,68,87,88,62,45,21,5,514,22,17,15,11,19,0,0,5,3,82,3,0,7,0,3,0,0,0,0,8
LGA33620,19,12,28,26,53,33,18,0,0,188,1286,614,684,1106,1305,1551,962,543,180,8250,0,0,0,0,0,0,0,0,0,0,137,81,60,94,96,97,67,34,8,678,30,18,10,8,4,9,10,5,0,92,1560,777,699,1080,1102,1068,690,365,72,7410,20,14,9,15,27,24,23,28,9,164,5,7,6,9,5,13,9,7,0,60,128,34,55,60,70,70,29,24,6,479,48,23,15,24,13,12,11,3,0,158,140,78,73,109,127,135,107,49,13,829,0,0,0,0,0,3,0,0,0,3,66,34,21,36,53,36,39,7,6,301,141,79,45,82,73,52,34,18,4,537,120,69,73,158,247,345,254,137,44,1447,58,15,24,29,28,41,30,16,3,246,32,21,15,25,30,35,18,14,3,180,818,453,393,675,796,847,566,373,122,5035,236,122,92,136,129,106,51,26,15,908,16,9,4,8,10,13,11,8,0,78
LGA33800,5,0,4,5,8,4,0,0,0,32,356,185,172,242,287,351,259,162,39,2048,0,0,0,0,0,0,0,0,0,0,33,7,15,22,18,13,16,3,0,126,0,0,0,0,0,0,0,0,0,0,1149,576,445,752,779,687,635,496,118,5630,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,10,3,0,23,15,15,4,10,15,8,11,5,0,82,7,3,0,3,0,0,0,0,0,15,50,13,15,22,20,20,16,11,3,168,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,32,23,7,20,29,22,8,6,0,148,8,8,12,24,39,60,33,32,5,219,0,0,3,5,6,9,4,0,0,34,0,3,0,3,0,3,3,0,0,12,153,74,90,148,167,139,144,84,21,1021,29,20,12,17,32,9,11,0,0,130,5,3,0,6,3,0,0,0,0,21
LGA33830,0,0,0,0,0,0,0,0,0,0,3,3,3,4,10,3,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,192,119,110,84,68,46,18,12,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,351,240,278,315,275,124,53,14,9,1662,5277,3258,3556,4366,4007,3213,1970,1144,408,27194,0,0,0,0,0,0,0,0,0,0,767,511,463,549,496,449,209,159,56,3641,66,44,31,19,20,20,13,3,3,221,7256,4648,3997,4719,3851,2987,1710,926,262,30369,131,102,61,115,98,92,66,36,15,709,91,65,72,89,95,71,41,19,3,537,142,128,119,122,100,80,58,33,9,783,701,321,239,211,159,92,49,23,3,1805,737,533,510,609,575,457,326,227,86,4057,0,0,0,0,0,0,0,0,0,4,135,125,65,97,86,68,58,25,19,668,792,499,381,445,404,250,117,46,10,2941,591,495,504,761,976,719,512,292,106,4951,209,148,115,149,151,131,88,65,29,1077,166,91,85,76,59,54,25,24,9,583,1976,1412,1212,1564,1734,1394,896,678,229,11121,765,492,389,449,385,175,108,52,15,2832,190,95,74,120,98,78,79,36,12,789
LGA33980,13,4,12,10,18,5,0,0,0,59,831,475,619,742,653,435,169,91,18,4024,0,0,0,0,0,0,0,0,0,0,42,22,29,36,23,10,0,0,0,161,0,0,3,3,0,0,0,0,0,3,1469,699,978,869,646,362,96,41,16,5185,3,0,0,0,5,0,0,0,0,15,7,3,8,9,9,9,3,0,0,45,21,3,16,15,5,5,0,0,0,66,6,4,3,8,9,0,0,0,0,26,61,29,57,48,47,25,13,0,0,283,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,14,91,31,32,38,38,14,6,3,0,250,59,35,77,153,167,102,24,10,5,636,14,10,6,14,11,11,9,0,0,68,3,3,4,7,10,6,0,0,0,28,382,208,343,380,322,205,66,30,4,1947,99,52,44,50,41,33,6,3,0,332,6,3,3,3,4,3,0,0,0,25
LGA34420,0,0,0,0,0,0,0,0,0,0,222,136,113,133,72,57,17,10,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,24,10,18,23,30,17,5,0,0,137,976,565,528,864,1054,1053,664,372,96,6173,0,0,0,0,0,0,0,0,0,0,128,59,56,79,72,67,32,22,14,525,11,7,3,8,4,0,3,3,0,37,1900,952,633,1119,1010,755,551,249,65,7234,0,0,3,3,7,3,4,3,0,24,7,5,7,6,6,3,0,0,0,40,16,7,17,16,10,22,22,0,6,116,3,3,6,0,6,0,3,0,0,30,45,22,34,58,68,39,42,15,3,325,3,0,0,0,0,0,0,0,0,4,16,9,5,11,14,18,7,7,0,88,64,44,26,29,28,23,14,3,0,233,101,48,80,178,300,290,176,112,25,1313,11,20,0,14,21,16,3,10,0,110,12,8,3,14,12,20,6,11,9,102,438,248,171,395,433,416,289,143,39,2584,130,64,49,60,74,53,29,10,0,476,14,11,0,11,12,8,8,0,0,69
LGA34570,0,0,0,0,0,0,0,0,0,0,139,83,64,67,49,30,4,7,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,33,21,39,34,30,21,3,0,0,183,1003,619,519,864,897,841,520,264,80,5609,0,0,0,0,0,0,0,0,0,0,208,96,69,156,119,137,71,47,14,919,3,3,0,5,3,0,3,0,0,23,1444,836,647,948,885,810,447,193,66,6289,89,35,37,53,51,36,46,15,3,363,4,6,4,13,3,7,9,0,0,46,75,29,20,43,49,21,21,14,0,279,20,5,13,7,8,15,13,3,0,88,586,332,272,364,328,304,235,136,47,2616,0,0,0,0,0,0,0,0,0,0,3,3,5,3,13,15,0,4,3,50,65,31,20,41,43,25,16,5,0,246,76,57,63,138,203,186,103,60,16,898,34,21,22,24,21,34,10,6,0,174,48,22,20,20,28,28,15,8,3,188,387,299,179,328,348,369,241,98,38,2278,196,103,59,118,120,96,44,16,11,760,132,73,81,76,74,82,57,34,7,616
LGA34590,664,581,496,598,511,254,98,41,12,3250,8618,6132,6110,7853,7699,7044,3399,1772,555,49188,0,3,0,0,5,0,0,0,0,9,1159,778,715,776,788,606,261,150,41,5271,45,31,15,26,39,34,18,5,3,220,11533,8035,6903,7867,7351,5847,2594,1215,314,51660,105,73,78,75,104,78,31,15,5,566,460,365,336,389,436,283,165,64,11,2513,362,324,230,319,322,202,139,67,33,1998,1025,540,386,359,272,163,51,26,10,2829,948,702,597,668,738,586,399,239,82,4951,15,23,10,4,14,10,0,0,0,80,364,243,139,189,188,124,73,39,3,1367,1584,1060,772,825,881,535,255,102,16,6033,1028,684,855,1368,1718,1499,763,416,109,8433,213,134,96,143,157,134,60,35,8,980,526,291,259,268,242,196,116,67,8,1967,2900,2238,1717,2149,2424,1962,808,423,145,14772,1822,1092,966,974,810,492,181,70,20,6429,229,121,105,123,108,61,38,18,5,808
LGA34710,0,3,0,0,0,0,0,0,0,3,168,139,122,154,170,118,93,58,17,1044,0,0,0,0,0,0,0,0,0,0,42,18,13,22,9,8,0,3,0,121,0,0,0,0,0,0,0,0,0,0,311,181,166,181,159,99,63,55,4,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,11,8,5,0,0,0,0,38,3,0,3,0,0,0,0,0,0,5,11,6,9,3,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,12,12,3,3,0,0,0,67,5,10,18,21,22,16,15,8,3,114,10,11,8,3,3,9,3,0,0,46,0,0,0,0,0,0,0,0,0,0,76,42,40,67,53,40,33,23,9,377,5,3,12,11,4,9,3,0,0,46,3,0,0,0,6,0,0,0,0,13
LGA34770,35,36,58,69,73,34,3,0,0,305,3525,2288,2217,3043,3171,2473,1512,962,359,19545,0,0,0,0,0,0,0,0,0,0,164,103,124,153,139,112,50,18,12,887,0,5,3,0,7,3,0,0,0,19,6805,3992,3533,4449,3991,2770,1683,912,250,28389,9,11,15,5,23,20,8,4,3,101,23,19,20,36,25,16,17,5,4,168,125,77,69,84,86,60,29,10,3,542,26,21,13,25,8,12,3,5,0,114,298,188,212,251,247,196,118,60,19,1576,0,0,0,0,0,0,0,0,0,3,21,17,22,20,26,19,11,6,3,138,373,244,169,234,167,113,37,27,3,1381,264,169,310,547,775,692,382,290,85,3507,54,32,28,40,45,51,23,7,3,283,131,120,86,106,123,79,40,32,15,729,1610,1196,1348,1675,1872,1413,824,568,166,10666,407,250,188,252,190,115,70,24,6,1511,124,52,71,68,50,42,44,15,5,475
LGA34800,0,0,0,0,0,0,0,0,0,3,31,22,29,35,54,35,12,10,9,237,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,45,38,52,37,32,39,16,12,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,8,12,0,3,3,0,36,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,5,17,14,15,10,6,0,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,18,22,4,3,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,4,4,3,3,8,3,0,0,0,21,786,433,496,580,596,500,353,233,60,4040,0,0,0,0,0,0,0,0,0,0,9,11,16,13,5,3,7,3,0,68,0,0,0,0,0,0,0,0,0,3,850,436,443,482,390,319,176,112,26,3234,16,7,8,19,5,18,9,0,0,89,0,3,0,3,0,3,0,0,0,8,12,9,5,12,17,4,5,3,0,69,5,0,0,6,3,0,0,0,0,13,46,22,30,34,28,12,10,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,23,25,18,16,17,4,0,0,141,64,30,77,104,124,103,76,39,18,636,31,15,19,17,5,7,9,3,0,106,3,0,0,4,4,12,4,0,0,27,206,110,136,180,154,122,87,37,12,1042,30,17,14,11,20,11,6,0,0,117,0,0,0,3,0,3,0,0,0,10
LGA34880,16,4,16,32,44,38,8,3,0,160,378,199,261,395,449,499,290,192,32,2697,0,0,0,0,0,0,0,0,0,0,35,21,18,36,28,28,14,3,6,184,0,0,0,4,3,0,0,0,0,6,1216,525,507,782,684,675,587,315,57,5351,24,9,3,10,5,3,4,0,0,62,0,4,3,8,9,4,9,4,0,42,34,15,20,17,20,27,13,5,0,139,4,3,0,4,4,4,0,0,0,21,23,9,9,24,32,35,28,11,0,166,0,0,0,0,0,0,0,0,0,0,3,6,3,7,10,7,3,0,0,42,56,28,24,28,38,26,4,8,3,207,49,11,48,80,115,136,65,47,18,563,5,0,0,7,3,7,0,0,0,27,144,90,85,46,77,33,20,7,4,500,185,79,76,142,135,179,95,51,30,969,81,26,27,48,45,47,22,12,0,304,0,0,3,0,3,3,5,0,0,17
LGA35010,230,207,281,328,312,201,57,18,6,1638,11885,6889,7423,10983,10387,10439,6368,4199,1365,69932,3,0,0,0,3,3,3,0,0,15,1926,1280,1052,1302,1154,946,527,329,117,8632,141,94,73,86,92,69,70,57,16,695,16612,9929,8742,11535,10245,8442,4737,2647,684,73565,114,114,58,83,123,81,70,35,19,698,340,163,147,237,171,139,105,48,9,1364,469,302,301,326,321,281,161,120,30,2323,414,202,201,158,141,114,62,20,8,1314,1341,722,674,892,831,682,451,270,68,5922,24,6,5,8,6,3,0,0,0,59,216,121,127,169,139,119,85,31,19,1024,1361,761,551,765,738,480,233,117,14,5017,1148,833,1011,1761,2373,2434,1573,999,322,12464,251,179,150,209,217,184,171,99,29,1477,328,164,168,197,170,127,88,44,15,1308,4145,2803,2321,3459,3784,3592,2113,1354,443,24010,1919,1111,847,1104,981,659,255,144,44,7058,251,118,137,131,121,134,77,74,29,1071
LGA35250,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,6,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,9,11,3,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,15,24,30,22,14,8,3,3,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,74,103,93,46,34,20,4,0,584,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA35300,9,4,15,13,8,8,0,0,0,57,517,382,485,515,434,340,166,62,15,2923,0,0,0,0,0,0,0,0,0,0,175,66,79,63,51,37,14,11,5,496,9,3,3,5,3,3,0,0,0,30,1480,849,908,826,614,418,203,100,16,5412,0,0,4,3,0,0,0,0,0,13,4,6,12,8,22,6,5,13,0,77,38,11,15,20,13,6,3,0,0,103,12,5,13,8,5,5,0,0,0,57,75,47,69,65,47,55,39,19,4,407,5,0,3,0,0,0,0,0,0,6,44,16,12,16,4,0,4,0,0,104,81,61,44,46,35,14,3,0,0,293,54,43,86,112,134,95,35,16,3,575,17,11,16,8,12,12,3,0,0,77,22,7,13,3,9,5,0,0,0,63,229,140,193,238,178,132,57,29,13,1207,63,37,48,40,26,13,3,0,0,231,3,0,8,3,0,5,0,0,0,20
LGA35600,3,0,3,6,0,0,0,0,0,18,264,139,149,244,212,156,138,75,33,1406,0,0,0,0,0,0,0,0,0,0,9,0,14,0,3,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,400,193,207,223,210,139,81,84,33,1582,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,3,7,0,0,24,0,0,0,0,0,0,0,0,0,3,14,3,4,8,5,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,17,9,6,11,7,4,4,0,0,58,16,10,28,41,50,37,23,18,4,236,3,0,3,4,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,42,24,22,29,28,24,15,3,4,192,5,3,3,11,3,3,0,0,0,31,0,0,0,0,0,3,3,0,0,9
LGA35670,0,0,0,0,0,0,0,0,0,0,23,15,16,20,7,7,6,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,3,10,6,3,0,0,0,57,7,9,0,0,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,11,122,65,55,50,43,25,12,0,3,364,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,17
LGA35740,60,42,51,97,121,60,23,4,0,450,1429,681,737,1379,1573,1829,1341,854,299,10116,0,0,0,0,0,0,0,0,0,0,70,37,36,65,96,92,47,25,19,491,3,4,3,3,3,0,4,6,0,21,1623,846,731,1364,1357,1215,735,432,102,8410,0,3,0,3,6,7,17,4,0,37,18,12,21,28,30,27,15,14,0,163,65,58,26,62,51,38,32,14,8,360,9,0,4,5,4,5,9,0,0,37,170,104,65,118,131,113,88,58,7,843,0,0,0,0,0,0,0,0,0,3,28,10,8,14,13,11,4,6,0,97,153,84,57,90,74,80,33,15,3,590,97,60,72,192,270,345,272,195,51,1562,17,16,6,17,19,11,19,5,10,121,42,15,22,27,17,17,9,3,5,146,388,232,183,362,448,448,370,229,87,2751,211,148,91,134,159,102,55,24,9,937,5,0,3,4,3,0,7,3,0,35
LGA35760,8,6,0,9,0,0,3,0,0,28,535,248,274,381,458,497,353,231,84,3066,0,0,0,0,0,0,0,0,0,0,49,32,17,26,24,38,26,10,4,221,0,0,0,3,0,14,9,0,0,31,322,162,177,222,263,231,123,60,21,1576,7,0,3,6,6,6,0,0,4,32,3,0,0,3,0,0,0,0,0,11,23,4,11,10,12,18,16,11,4,94,6,3,3,0,5,3,0,0,0,17,44,27,14,32,33,54,32,19,10,265,0,0,0,0,0,0,0,0,0,0,9,13,3,13,11,7,3,0,3,60,29,22,21,16,28,22,7,4,3,148,66,36,41,68,100,108,98,55,13,588,4,0,3,0,0,4,4,0,0,17,3,4,3,6,5,11,14,4,3,52,174,92,75,136,148,151,124,68,30,989,38,17,15,19,19,29,19,11,3,162,37,7,14,24,14,26,20,15,3,162
LGA35780,0,0,0,0,0,0,0,0,0,0,346,143,115,95,85,53,24,19,3,884,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,6,10,11,12,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,7,3,6,0,0,0,0,54,7,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,19,164,80,50,53,32,16,6,5,0,395,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,19,8,8,7,6,4,0,0,0,60,16,7,3,10,0,0,0,0,0,42,6,3,4,0,3,0,0,0,0,16
LGA35790,0,0,0,0,0,0,0,0,0,0,155,75,67,78,53,22,7,0,0,455,0,0,0,0,0,0,0,0,0,0,31,12,3,14,7,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,323,159,125,118,73,28,14,9,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,51,43,32,18,10,3,0,0,225,7,0,3,0,3,0,0,0,0,20,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
