LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA34420,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,206,121,117,111,108,81,27,5,7,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,35,24,20,12,15,10,3,0,0,125,8,4,14,0,0,0,0,0,0,35,254,153,154,133,119,95,35,5,7,944
LGA34530,266,155,98,137,138,111,62,37,9,1013,9,10,4,7,10,12,12,3,0,63,3933,2362,1839,2577,3478,3617,2761,1414,490,22466,4,4,6,12,4,3,0,0,0,36,3,0,4,3,3,0,3,0,0,20,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,18,17,10,16,21,20,11,0,0,106,18,16,12,16,21,23,18,0,0,120,2270,1267,1271,1169,1145,1044,612,224,84,9092,589,492,556,656,658,578,430,225,130,4320,6856,4175,3717,4481,5354,5298,3828,1868,694,36272
LGA34570,4,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,188,100,80,65,73,40,22,8,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,12,6,20,6,8,9,3,0,0,55,25,23,11,9,3,3,0,0,0,86,224,124,110,87,85,54,26,10,0,712
LGA34580,350,229,191,181,201,171,121,48,34,1532,126,73,66,72,63,64,79,38,15,595,4392,2785,2297,2874,3617,3408,2956,1331,455,24103,25,19,71,32,6,10,0,0,0,155,113,53,103,67,29,8,9,4,0,380,0,0,0,0,5,3,7,0,0,9,0,0,0,0,0,0,0,0,0,3,9,15,31,5,0,0,0,0,0,69,19,25,20,25,28,17,9,4,0,153,34,39,53,34,28,24,11,4,0,221,2269,1786,1476,1002,1118,787,530,163,55,9183,693,580,589,542,597,545,419,202,75,4238,7548,5316,4650,4595,5435,4809,3945,1717,587,38609
LGA34590,3339,1927,1900,1700,1501,1146,693,246,77,12527,193,132,106,115,134,113,62,33,3,886,32469,20241,19031,22008,23472,21832,17010,7155,2546,165762,618,300,682,520,270,191,72,40,9,2706,2825,1545,1655,1282,701,373,157,33,18,8598,25,30,25,18,31,25,24,10,0,186,4,11,5,9,4,0,0,0,0,31,312,197,563,185,65,66,19,5,3,1408,249,264,236,258,224,167,73,25,7,1498,564,465,801,444,285,232,95,35,11,2941,24529,15114,15479,12269,9716,6569,3669,1243,397,88977,6567,4110,4217,3864,3756,3150,2193,948,324,29132,68537,42477,42713,41352,38980,32961,23460,9550,3357,303386
LGA34710,13,12,12,4,12,8,6,3,0,80,0,0,0,0,0,0,0,0,0,3,455,297,279,297,402,395,247,152,61,2581,3,0,3,3,0,4,0,0,0,12,3,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,0,11,153,120,104,68,68,67,29,15,4,628,75,41,48,43,50,61,39,19,11,400,694,470,445,420,520,527,317,182,76,3660
LGA34770,807,391,474,417,392,326,180,70,13,3068,90,64,43,70,71,44,45,30,8,459,14205,8076,8447,9664,11393,10364,6878,3650,1344,74024,143,34,179,104,48,23,5,3,0,534,70,33,61,55,39,25,10,6,3,310,3,0,3,3,3,3,0,0,0,25,0,0,3,0,0,0,0,0,0,3,35,10,77,23,0,3,0,0,0,152,48,32,49,48,44,15,10,0,0,256,85,43,131,70,48,19,9,0,0,407,7339,4438,4856,3604,3391,2356,1134,413,144,27679,1795,1254,1667,1630,1888,1530,878,436,155,11236,23765,13967,15483,15281,16946,14415,8952,4517,1645,114969
LGA34800,4,4,3,8,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,94,36,68,90,86,87,53,17,9,548,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,34,26,44,20,19,18,5,3,0,158,12,7,7,16,14,13,10,4,0,82,136,70,124,130,118,123,72,25,9,796
LGA34830,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,30,16,14,23,26,7,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,25,9,12,19,7,7,0,135,10,4,0,0,0,0,3,0,0,15,86,55,43,28,33,44,12,5,0,310
LGA34860,82,28,57,24,35,23,18,8,0,275,0,0,0,0,0,0,0,0,0,8,1822,851,1131,1111,1239,1144,827,500,185,8812,10,0,26,4,3,3,0,0,0,50,5,3,13,0,0,0,0,0,0,20,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,14,0,27,11,0,0,0,0,0,51,4,3,3,3,4,4,0,3,0,19,15,3,29,16,6,3,0,3,0,74,573,401,408,275,239,157,81,24,11,2175,317,163,244,201,193,170,120,62,27,1503,2758,1419,1858,1614,1683,1492,1027,589,225,12666
LGA34880,138,57,65,63,63,56,39,22,5,508,4,3,0,3,3,3,3,3,0,22,2058,1093,944,1280,1738,1772,1590,877,287,11644,7,3,15,11,5,4,0,0,0,42,42,17,29,21,20,9,6,8,3,147,6,4,0,0,5,3,0,0,0,10,4,0,3,7,0,0,0,0,0,15,13,0,4,9,0,0,3,0,0,35,14,8,10,13,13,20,7,0,0,94,36,13,19,26,13,23,12,0,0,143,1233,677,708,747,772,804,488,200,39,5666,480,520,594,511,520,465,355,173,49,3659,3873,2355,2339,2635,3100,3117,2489,1267,379,21557
LGA35010,3898,2193,1868,2046,1978,1501,1017,372,120,14993,249,149,126,172,161,141,143,74,59,1262,44433,26555,23240,31249,36197,33085,29528,13964,4911,243164,668,266,620,625,317,212,111,36,8,2856,300,112,204,203,100,71,31,14,3,1036,47,21,23,37,43,35,40,8,5,256,12,11,4,7,17,6,0,0,0,57,191,55,276,120,27,23,21,4,0,715,215,201,251,340,285,209,100,30,3,1642,418,269,530,470,327,239,125,37,3,2413,35352,21216,21626,19198,15449,10680,6657,2386,851,133423,7304,4486,5057,5087,4812,4318,3688,2044,1561,38361,89132,53306,52002,57623,57823,49090,40430,18548,7364,425302
LGA35250,6,0,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,97,84,68,61,66,42,35,5,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15,23,10,13,3,5,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15,23,10,13,3,5,0,0,118,159,75,77,53,45,21,7,7,0,438,32,12,23,20,12,12,7,3,0,121,347,183,182,146,134,77,47,17,0,1143
LGA35300,101,53,95,54,64,30,13,3,0,414,0,0,0,6,3,0,3,0,0,9,2318,1238,1653,1494,1577,1104,618,264,60,10309,34,10,52,36,9,12,3,0,0,146,25,5,22,20,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,3,4,0,0,3,7,0,0,0,0,15,5,7,7,3,0,0,0,0,0,27,6,6,9,9,3,3,0,0,0,31,18,16,19,18,11,3,3,0,0,72,1443,888,1237,680,542,306,136,36,9,5281,629,354,511,338,383,284,137,36,12,2680,4479,2517,3526,2596,2532,1708,902,335,80,18671
LGA35600,23,4,8,4,6,10,3,0,0,62,0,0,0,0,0,0,8,3,0,13,587,312,334,367,464,504,302,175,85,3135,4,0,0,4,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,216,124,118,84,68,56,21,15,3,700,87,48,56,31,54,42,41,24,11,402,905,494,533,496,598,601,364,221,102,4307
LGA35670,12,3,8,4,9,9,0,0,0,42,0,0,0,0,0,0,0,0,0,0,112,69,57,58,58,45,17,7,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,74,63,49,54,18,9,3,0,414,27,40,11,9,8,9,3,3,0,111,288,180,136,120,124,70,28,10,0,957
LGA35740,242,137,114,155,194,195,148,80,12,1272,8,4,4,6,4,3,6,9,0,43,3517,1969,1445,2568,3968,4569,4753,2432,903,26123,22,10,39,14,14,17,9,0,3,121,3,9,0,9,10,0,0,0,0,32,0,0,0,7,8,12,12,14,0,49,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,0,16,29,21,14,40,48,36,25,13,0,224,30,20,22,44,50,40,25,13,0,243,4065,2200,1951,2725,2944,2833,2018,712,236,19679,700,414,357,632,816,849,766,379,234,5151,8443,4684,3887,6144,7959,8442,7647,3565,1373,52149
LGA35760,56,29,29,26,31,38,31,15,3,264,16,7,6,9,19,12,21,11,4,103,1064,537,507,683,967,1077,1044,575,240,6699,0,4,26,6,0,3,0,0,0,37,4,0,11,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,4,0,6,0,3,3,0,28,9,3,5,0,8,3,3,3,0,35,536,307,338,243,290,241,193,67,17,2221,232,129,156,149,191,199,198,121,36,1420,1856,982,1051,1091,1467,1525,1442,772,292,10478
LGA35780,41,24,11,13,6,9,0,0,0,104,0,0,0,0,0,0,0,0,0,6,865,421,314,236,212,157,65,12,6,2282,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,15,97,30,57,35,37,26,12,0,0,294,69,33,27,27,28,14,6,0,0,208,1026,493,401,307,277,190,82,13,6,2796
LGA35790,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,702,410,294,229,273,179,66,10,0,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,3,3,3,3,0,0,13,53,33,36,26,26,13,3,3,0,191,23,11,12,6,17,0,0,0,0,73,780,448,347,268,325,199,69,8,0,2446
LGA35800,3,3,3,0,3,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,209,91,126,110,182,215,153,75,16,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,71,43,40,34,28,52,22,9,3,298,37,14,15,19,15,24,20,6,7,163,312,145,176,164,234,294,198,89,29,1640
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,89,82,100,93,54,36,11,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,25,17,17,19,9,11,0,0,0,96,11,3,3,5,3,0,0,0,0,31,201,110,100,122,109,64,41,9,0,749
LGA36150,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,112,54,78,60,114,92,45,19,9,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,38,17,21,9,14,0,0,168,4,3,6,6,11,10,9,3,0,58,167,80,122,78,143,112,73,26,9,813
LGA36250,945,526,464,557,645,541,397,192,48,4321,91,49,32,59,54,71,47,29,12,449,14473,9504,7530,10460,13475,13524,11203,5711,2249,88137,141,65,141,119,90,54,16,15,0,633,88,75,77,59,51,34,23,9,0,406,16,3,3,15,16,20,15,7,7,106,8,0,4,0,8,0,0,0,0,22,79,37,96,56,11,9,10,0,3,301,68,53,62,96,78,61,45,15,3,478,150,88,162,156,95,77,52,17,3,800,10795,6904,6489,6090,5734,4436,2705,997,372,44527,1811,1145,1208,1295,1475,1517,1232,779,642,11102,27608,17927,15769,18459,21188,19872,15357,7557,3279,147010
LGA36300,3,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,105,61,99,52,77,97,50,35,8,587,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,33,25,26,15,19,5,6,0,0,135,8,10,14,12,8,8,7,3,0,65,146,99,140,81,110,107,63,36,8,791
LGA36370,551,375,312,286,273,218,99,48,11,2180,12,7,15,3,7,16,7,9,3,74,9779,6203,6031,6001,7181,6827,4995,3171,1289,51480,137,48,167,152,65,16,15,7,0,601,116,68,131,94,46,5,4,0,0,475,3,0,3,3,3,0,3,0,0,20,20,7,8,3,5,0,0,0,0,47,38,6,76,17,7,3,3,0,0,145,44,37,65,33,47,19,10,3,4,258,104,50,148,56,55,24,10,3,4,450,4976,3467,3368,2201,1836,1391,771,298,106,18419,1327,1049,1101,877,1066,955,603,404,206,7597,16578,10958,11087,9543,10348,9284,6434,3889,1609,79726
LGA36510,276,144,106,151,204,206,139,61,6,1294,14,4,3,9,7,13,13,3,4,65,3941,2247,1766,2767,3635,3820,3441,1792,646,24058,8,4,17,11,4,12,0,0,0,63,0,0,3,5,3,3,0,4,0,25,7,0,0,4,0,3,11,3,0,31,6,3,0,4,3,0,0,0,0,22,4,3,9,7,0,0,0,0,0,21,28,27,22,33,37,24,18,8,0,195,39,32,27,44,43,24,18,8,0,239,2792,1416,1203,1496,1561,1236,882,304,74,10957,742,480,462,532,655,662,555,253,85,4427,7583,4212,3505,4909,5967,5791,4940,2359,804,40072
LGA36580,175,70,59,78,82,99,66,33,13,669,29,32,12,32,43,32,29,22,6,229,2582,1351,1240,1758,2088,2481,2128,924,286,14837,5,4,4,5,3,3,0,0,0,21,8,8,22,0,10,0,0,0,0,42,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,12,5,12,14,5,19,18,6,3,0,87,13,14,22,7,19,23,8,3,0,100,1826,944,894,729,867,723,517,154,25,6679,563,281,236,304,348,435,350,147,27,2690,5026,2627,2439,2836,3375,3711,3015,1221,346,24597
LGA36630,268,128,117,145,160,172,177,61,13,1241,29,13,6,18,19,9,23,11,0,127,3363,1721,1522,2108,2720,3238,3287,1565,565,20092,9,0,17,4,3,5,0,0,0,44,7,3,7,7,4,3,4,0,0,22,0,3,0,0,4,3,3,0,0,18,0,3,0,0,0,0,3,0,0,8,0,0,4,0,3,0,3,0,0,12,22,6,21,17,27,28,14,10,3,142,21,10,32,17,33,27,14,6,3,162,2138,1219,1033,876,989,904,719,280,58,8220,573,355,335,391,470,467,495,264,93,3440,6126,3334,2962,3454,4249,4663,4548,2129,715,32186
LGA36660,225,99,104,108,127,168,144,62,11,1057,18,11,0,8,10,7,11,0,0,60,4057,2333,1869,2403,3196,3632,3456,1907,701,23559,14,5,29,6,10,8,5,0,0,78,13,3,14,10,0,4,0,3,0,47,3,0,0,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,0,5,3,0,9,5,0,0,0,0,0,20,10,13,22,16,26,18,16,4,0,136,14,11,26,24,30,21,24,4,0,163,2003,1167,918,861,898,969,756,263,103,7941,475,307,303,330,390,513,480,248,100,3144,6609,3841,3175,3657,4560,5186,4735,2441,902,35110
LGA36720,2242,1293,1189,1289,1399,1307,908,387,165,10176,73,19,26,53,60,69,41,37,19,396,24763,14940,12310,18032,23523,23937,23539,13868,5732,160638,227,94,374,225,76,60,28,14,0,1103,147,76,148,123,50,20,22,7,3,594,35,21,22,42,40,44,46,12,7,259,9,0,3,0,3,7,0,0,0,30,80,31,184,48,12,6,4,3,0,366,89,87,124,179,166,145,88,18,5,905,179,118,317,229,185,155,87,23,5,1301,23228,14391,14510,14492,13010,10393,6824,2680,991,100512,4324,3008,2991,3317,3608,3518,3046,1672,965,26446,53380,33017,31195,37079,41119,38678,33866,18330,7706,294367
LGA36820,155,81,56,76,104,107,86,46,9,734,3,3,0,0,5,3,6,0,0,26,2289,1198,996,1396,1965,2360,2288,1201,427,14122,4,8,14,5,3,4,3,0,0,41,3,0,0,3,5,3,0,0,0,20,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,0,0,0,0,13,9,9,14,17,18,22,10,4,6,116,12,12,25,15,24,23,10,4,6,132,1694,915,804,808,986,1054,785,310,88,7435,481,288,214,266,393,492,396,236,109,2882,4509,2441,2076,2513,3422,3989,3505,1755,622,24827
LGA36910,1878,1046,988,921,882,791,533,262,84,7393,34,37,29,31,62,49,46,17,8,319,20753,12415,11211,12452,14553,14383,12275,7230,2909,108187,223,249,441,176,65,41,23,8,0,1228,573,280,319,254,101,43,18,0,0,1595,12,4,5,11,8,13,3,3,0,59,11,8,3,6,4,0,0,0,0,33,55,29,121,38,9,10,3,0,0,267,70,81,78,84,108,63,39,8,5,526,138,113,195,129,120,70,39,11,5,824,8103,5719,5577,4097,3591,2978,1780,705,254,32807,2574,1917,1805,1647,1829,1832,1589,970,629,14792,32590,20847,19795,19030,20471,19490,15810,8947,3802,160779
LGA36950,33,31,19,17,11,10,8,0,0,132,4,0,0,0,0,0,3,0,0,10,710,381,321,310,247,247,88,34,17,2363,3,3,3,4,0,0,0,0,0,10,0,0,0,4,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,0,0,6,3,3,0,0,27,8,8,7,0,6,4,3,0,0,35,154,61,98,89,61,51,13,4,0,526,109,128,182,71,79,54,22,5,0,648,984,578,621,485,396,356,132,46,14,3610
LGA36960,202,75,106,50,59,31,27,6,0,558,0,0,0,0,0,0,0,0,0,0,1231,539,515,378,348,292,129,49,10,3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,13,82,21,29,28,20,10,13,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,80,21,30,28,20,10,13,0,0,213,125,46,66,44,31,25,7,4,0,340,122,151,88,42,24,23,13,0,0,464,1561,758,699,492,422,353,165,51,6,4514
LGA37010,1027,765,700,584,576,399,234,77,24,4379,47,26,27,32,40,24,15,14,4,234,20915,14678,13179,14157,15652,13798,9934,4931,1775,109029,214,142,250,219,102,57,25,8,4,1015,325,169,179,148,70,40,22,6,4,963,9,8,16,13,9,11,12,6,0,79,19,9,6,5,9,8,3,0,0,66,42,50,100,24,17,11,3,5,0,255,67,78,132,106,93,52,25,5,0,561,136,134,240,137,120,67,29,13,0,882,12820,10359,10277,7284,5764,4225,2201,740,261,53935,3086,3281,3265,2601,2484,2139,1461,696,257,19266,37707,29000,27731,24836,24477,20507,13761,6417,2305,186757
LGA37300,29,10,16,20,9,3,0,0,0,87,0,0,0,0,0,0,0,0,0,3,576,242,355,387,383,192,54,4,0,2187,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,17,3,0,3,7,7,0,0,0,0,17,340,138,261,192,131,78,15,3,0,1156,110,49,82,96,79,47,18,5,0,480,1039,443,710,695,608,316,84,9,3,3905
LGA37310,294,125,127,146,137,93,60,42,9,1032,11,3,3,3,7,8,3,0,0,40,4810,2549,2526,2915,3238,2855,2309,1247,483,22935,37,12,40,26,5,4,7,0,0,123,19,0,16,18,4,0,0,0,0,60,0,0,3,0,3,0,0,3,0,9,0,0,4,0,0,0,0,0,0,3,19,3,31,5,0,3,0,0,0,66,17,11,15,11,12,10,3,0,0,72,35,18,51,20,12,8,6,0,0,142,1675,953,949,694,649,493,278,94,45,5824,783,465,530,553,582,547,447,227,67,4208,7390,4008,4137,4249,4507,3923,3055,1577,599,33444
LGA37340,207,85,132,107,102,87,49,22,4,804,13,4,0,3,8,3,3,0,0,41,3076,1645,2055,2341,2784,3031,2150,971,325,18379,14,19,22,15,12,3,3,0,0,83,18,11,16,12,5,4,0,0,0,68,0,0,4,0,6,4,5,0,0,22,0,0,0,0,0,0,0,0,0,4,10,0,14,7,0,0,3,0,0,37,6,3,7,12,8,5,0,0,0,53,15,5,25,21,10,7,3,0,0,87,2201,1407,1990,1359,1097,903,541,152,49,9692,744,669,985,679,639,607,450,171,69,5030,6119,3812,5211,4505,4619,4598,3178,1304,440,33778
LGA37400,0,3,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,114,64,68,77,119,130,110,58,19,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,6,0,0,4,0,0,0,0,0,12,48,25,44,22,21,25,17,8,3,218,17,10,17,10,17,20,29,6,5,131,182,106,130,112,160,175,155,73,32,1134
LGA37550,7,3,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,245,120,77,93,87,46,24,4,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,63,46,38,12,17,13,5,0,0,189,14,28,7,7,5,9,7,0,0,73,322,196,120,104,105,72,29,4,0,962
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,40,46,31,33,31,13,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,4,0,0,0,20,0,3,7,0,3,0,0,0,0,14,64,43,52,33,39,35,10,0,0,282
