LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA57280,92,345,303,3079,157,3977,3,9,3,446,16,471,58,0,4,30,0,93,31,8,0,4,4,47,66,22,13,39,0,136,756,242,223,1427,74,2713,111,0,19,3,3,133,13,0,0,12,0,26,89,24,18,173,3,307,19,4,5,10,0,42,12,4,0,0,0,16,65,10,0,3,0,82,162,60,47,432,27,725,41,28,10,107,3,190,7,0,0,0,0,11,12,0,0,0,0,12,16,6,0,3,0,27,3,3,0,0,0,9,125,21,18,0,4,167,113,28,13,3,4,156,19,10,3,14,0,41,0,0,0,0,0,8,206,48,39,374,19,686,24,0,0,8,4,37,67,3,0,0,4,73,18,0,0,17,0,36,24,3,0,0,0,26,3,0,0,0,0,3,8,0,0,0,0,8,26,0,0,19,0,41,536,67,55,120,35,808,78,25,5,237,3114,3466,2319,589,481,5169,3398,11960,66,480
LGA57350,7,42,27,419,14,512,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,17,75,43,31,255,6,411,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,58,0,83,5,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,9,8,12,45,0,75,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,6,5,11,0,24,3,0,0,33,42,81,121,69,54,707,63,1019,3,50
LGA57420,21,90,62,697,22,889,0,0,0,8,0,8,3,0,0,0,0,7,3,3,0,4,0,8,12,8,0,5,0,23,176,76,49,425,24,749,7,0,0,0,0,7,3,0,0,0,0,8,19,3,3,47,0,71,0,3,3,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,42,7,3,108,3,166,17,4,0,32,0,54,10,0,0,0,0,10,5,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,19,12,7,4,0,0,27,7,3,0,0,0,12,3,0,0,0,0,4,52,30,19,98,3,200,3,0,0,0,0,5,12,0,3,0,0,22,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,7,0,21,59,6,6,8,0,74,10,0,4,20,114,140,406,155,102,1129,152,1952,6,89
LGA57490,766,4612,3448,21601,897,31324,10,14,3,86,0,109,302,16,23,51,11,404,256,41,23,78,10,415,1069,314,199,383,39,2002,19133,4026,3364,11775,1001,39304,267,13,42,5,13,336,162,18,21,92,6,294,821,248,215,1061,46,2387,85,32,11,66,6,202,81,22,19,27,6,159,262,47,24,17,5,353,2240,522,372,3050,159,6340,772,326,146,879,59,2181,8,0,3,0,0,14,22,3,0,3,0,27,37,9,4,9,3,58,81,28,11,31,5,156,734,94,65,13,53,952,657,170,130,39,19,1015,240,31,32,86,7,403,71,10,8,31,0,116,3465,780,575,2475,177,7476,422,54,5,70,7,560,477,34,31,5,16,571,154,30,14,72,4,277,24,15,0,5,0,44,16,0,3,0,0,20,28,0,0,0,0,28,697,92,61,129,16,1005,2462,423,323,412,121,3746,609,166,134,1000,5392,7304,30707,7335,5622,33150,7493,84306,952,5284
LGA57630,0,8,3,31,4,45,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,0,0,3,18,21,25,9,3,62,23,117,0,11
LGA57700,98,751,549,3725,156,5278,0,0,0,10,0,13,26,3,0,8,3,40,24,5,6,20,3,51,324,98,54,180,14,665,2439,659,551,2073,135,5861,6,0,5,0,3,18,36,0,4,13,0,52,119,37,29,192,8,382,9,4,0,9,0,29,9,5,0,3,3,27,34,10,0,4,0,41,282,73,64,513,25,955,196,68,46,178,10,507,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,7,0,3,0,20,44,0,5,0,0,49,98,28,15,4,7,153,36,6,9,21,0,74,5,0,0,3,0,8,398,99,74,437,27,1045,21,3,0,7,3,28,39,0,6,3,0,45,15,5,0,10,0,28,5,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,5,83,19,10,23,8,139,295,77,45,74,15,503,73,31,26,138,556,829,4002,1213,922,5876,872,12893,158,950
LGA57770,0,48,27,296,3,372,0,0,0,12,0,12,0,0,0,0,0,3,0,0,0,0,0,4,21,4,0,0,0,31,100,27,27,132,16,303,0,0,0,0,0,4,0,0,0,0,3,3,3,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,4,43,4,75,3,3,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,3,0,12,4,0,0,3,0,11,0,0,0,0,0,0,9,6,5,18,0,50,0,0,0,3,0,3,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,13,3,0,8,0,21,0,0,3,17,110,134,164,62,39,455,137,855,6,37
LGA57840,261,1716,1308,8692,309,12291,3,3,3,63,7,74,2887,43,50,41,43,3070,135,36,16,82,3,266,327,111,53,109,15,614,4652,1403,1059,5446,234,12793,140,0,28,3,6,177,186,11,19,64,3,283,346,90,59,465,18,979,177,38,23,84,5,334,62,12,7,22,0,96,728,19,15,12,14,796,917,276,181,1897,70,3348,733,225,87,557,28,1634,166,3,3,3,0,176,58,5,3,9,0,76,36,0,0,11,0,53,39,10,4,13,0,64,57,13,7,8,0,91,255,68,51,19,8,398,307,39,16,60,3,423,53,3,5,21,3,90,1040,306,232,1355,63,2986,84,4,8,26,0,125,270,18,17,4,0,307,88,16,17,36,3,158,136,9,3,3,0,148,50,4,3,0,3,57,99,0,3,0,3,105,182,34,25,84,3,329,2923,243,238,213,72,3693,264,63,23,287,2860,3503,15123,2905,2136,14603,3593,38361,254,1615
LGA57910,1648,7841,5320,36423,1357,52588,11,9,11,244,33,312,5530,102,169,138,124,6064,1439,288,94,457,53,2319,1797,481,288,505,42,3119,20493,6238,4443,21807,1240,54232,652,13,102,4,7,781,619,66,62,199,25,970,1954,411,306,1869,93,4623,1969,425,182,733,70,3385,386,62,27,52,3,529,2383,85,65,50,40,2620,4119,1248,836,7966,309,14474,9286,2100,755,3846,334,16317,156,3,3,5,8,181,167,17,11,20,3,218,2617,219,108,391,70,3398,193,51,23,55,11,332,617,69,51,19,35,790,1078,269,187,42,40,1617,1631,167,130,244,33,2200,423,49,25,66,9,573,4541,1260,934,5195,225,12155,1149,107,25,143,25,1446,1922,87,79,19,28,2135,496,46,48,113,12,713,333,22,29,17,19,417,136,14,3,8,4,162,2613,14,26,15,98,2766,666,140,85,321,19,1234,13853,1257,929,1037,485,17556,2184,294,220,1543,10602,14842,75413,14531,9421,62313,14427,176110,1801,8065
LGA57980,127,886,610,3524,91,5231,0,3,0,7,0,12,938,15,24,19,22,1018,50,16,9,45,3,120,188,40,28,40,6,302,2165,679,485,2316,95,5743,51,0,9,0,0,61,115,15,13,31,3,177,251,48,38,225,5,575,78,20,12,54,0,167,41,0,3,8,4,52,229,14,15,3,3,258,479,156,108,957,30,1719,265,76,38,155,5,538,29,0,5,0,0,34,14,3,4,11,0,28,12,0,0,3,0,17,11,4,0,4,0,18,22,3,0,0,0,32,95,18,23,0,0,138,148,19,19,26,7,213,56,3,4,9,0,77,550,146,120,668,23,1502,69,7,3,10,0,90,131,21,11,0,3,162,31,3,4,12,0,58,68,10,4,0,0,85,3,0,0,0,0,3,48,0,3,3,0,53,85,17,12,44,0,167,1236,127,111,119,15,1608,102,10,13,102,1297,1526,6351,1401,994,6091,1540,16380,129,843
LGA58050,1032,4680,3362,23116,924,33111,9,21,13,359,21,427,1900,50,78,88,60,2178,839,147,75,246,23,1334,900,280,167,358,47,1749,12624,3767,2918,12787,842,32935,668,15,61,9,28,777,312,43,33,96,11,494,862,231,163,982,83,2322,249,86,34,185,18,570,172,29,9,18,3,233,1288,84,50,52,28,1493,1894,565,343,3260,171,6238,2391,727,351,1681,119,5274,26,0,0,0,0,28,85,12,9,4,4,111,255,46,24,52,9,389,171,62,20,44,12,314,654,67,26,25,31,804,739,266,126,33,32,1194,768,89,57,196,28,1135,100,4,18,18,6,145,2680,769,497,2698,169,6809,546,70,38,91,16,766,589,37,38,11,10,682,224,25,14,69,9,337,269,15,12,8,7,316,18,0,0,0,0,16,1618,23,16,4,51,1711,328,69,52,122,10,580,6117,612,452,533,251,7963,1166,173,147,1128,5651,8269,35153,7939,5618,36539,8027,93276,1124,5029
LGA58190,4,11,17,176,3,198,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,30,16,15,105,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,30,0,38,0,3,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,24,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,6,16,29,48,21,24,277,26,389,0,12
LGA58260,3,19,24,277,4,334,0,0,0,8,0,8,3,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,7,46,21,20,178,0,266,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,38,0,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,3,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,8,3,7,26,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,16,3,0,0,21,16,38,110,35,33,458,28,665,3,18
LGA58330,18,218,166,1358,34,1795,0,0,0,8,0,8,3,0,0,0,0,3,3,0,0,3,0,8,58,13,6,9,0,84,641,196,144,774,47,1800,0,0,0,0,0,4,8,0,3,9,0,18,48,11,8,52,5,123,3,3,0,5,0,13,4,3,3,0,0,9,10,0,0,4,0,17,84,25,23,236,11,377,44,13,9,49,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10,11,0,0,0,0,20,38,10,3,0,0,53,16,3,9,9,0,34,3,0,0,0,0,10,101,42,28,206,3,386,0,0,0,3,0,7,14,7,0,0,0,24,6,0,0,3,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,3,0,9,0,34,98,18,8,31,9,163,16,6,0,56,216,307,1047,355,246,2161,302,4110,20,234
LGA58400,0,23,7,160,3,200,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,47,16,14,81,0,158,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,17,0,24,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,9,3,28,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,3,3,12,18,37,69,32,24,246,24,392,0,17
LGA58470,0,7,0,44,0,55,0,0,0,144,5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,35,37,18,10,0,213,41,288,0,5
LGA58510,238,1267,884,5486,204,8077,3,5,5,50,7,60,1764,27,39,28,29,1884,95,22,3,40,0,163,311,91,59,71,12,545,3515,1068,746,3457,199,8986,136,3,13,0,13,165,95,10,6,34,6,161,288,85,43,306,15,734,63,14,15,48,0,137,53,16,3,5,0,73,464,15,14,8,5,508,719,205,130,1148,45,2246,862,184,82,330,33,1492,165,0,3,0,3,178,41,11,3,5,0,58,13,0,0,14,0,29,35,9,7,14,0,68,98,12,4,6,10,123,189,54,31,5,16,293,210,22,16,51,9,301,45,5,5,11,3,77,823,235,165,939,48,2204,89,6,7,14,0,116,128,18,13,8,3,167,58,12,6,21,0,95,128,9,4,3,0,143,43,0,0,0,3,45,127,0,3,0,4,130,112,28,18,60,0,220,2595,170,158,165,89,3177,275,49,31,211,2621,3190,11816,2205,1492,9228,3217,27959,237,1290
LGA58540,4,20,35,384,18,462,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,3,0,15,81,21,34,240,6,386,3,0,0,0,0,3,0,0,0,0,0,3,8,0,0,19,0,29,3,0,0,3,0,5,3,0,0,0,0,3,0,0,0,0,0,0,17,3,3,76,3,107,3,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,22,7,8,58,0,93,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,9,0,19,4,0,0,5,41,54,141,41,58,603,63,905,7,35
LGA58570,231,1286,843,5141,173,7672,0,4,0,15,0,18,1156,27,28,24,18,1252,145,37,7,77,3,268,266,89,52,85,13,500,2989,1010,684,3277,118,8085,73,0,18,4,0,94,123,21,11,50,3,209,334,88,47,319,18,809,419,66,35,128,16,664,56,5,5,4,3,80,280,27,16,11,7,344,852,238,158,1455,38,2740,2024,340,114,569,70,3117,115,0,3,0,3,123,26,3,4,8,0,40,302,24,9,34,13,372,40,15,3,9,0,58,65,9,5,0,4,84,185,48,26,4,5,271,226,36,24,45,3,340,51,5,4,13,3,80,803,209,162,961,36,2165,148,19,4,34,0,203,154,13,10,4,3,180,71,8,9,18,0,106,52,3,0,0,0,57,24,3,0,0,3,29,465,0,3,3,7,480,96,30,15,64,3,203,1754,218,159,175,34,2338,190,50,21,159,2678,3094,11647,2358,1464,9087,3170,27733,277,1412
LGA58610,9,75,88,709,19,902,0,0,0,13,0,13,3,0,0,0,0,7,0,0,0,0,0,0,14,5,7,5,0,33,178,65,79,421,14,763,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,36,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4,80,4,117,17,8,3,18,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,28,4,0,0,0,37,15,3,3,0,0,21,3,0,0,4,0,5,0,0,0,0,0,3,55,14,20,81,3,160,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,12,19,4,8,13,3,50,6,4,4,31,111,152,323,131,138,1099,148,1842,17,89
LGA58680,0,8,7,148,3,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,27,5,13,77,3,126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,23,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,3,0,9,0,0,0,3,33,35,49,15,17,234,43,354,0,17
LGA58760,1406,5263,3929,23023,1005,34635,0,23,9,270,30,333,1596,55,47,93,53,1845,517,90,41,154,8,815,1044,277,195,326,38,1877,22455,4167,3530,12228,1155,43535,556,21,53,0,17,644,376,44,34,99,15,577,1077,260,175,935,64,2509,455,113,67,256,28,914,228,30,7,15,3,284,1115,65,50,37,22,1282,3205,573,494,3305,185,7757,2420,885,365,1819,108,5593,47,0,0,0,4,54,121,28,7,15,11,178,1196,127,72,132,35,1560,148,49,16,61,7,270,851,69,51,16,39,1033,839,244,149,42,43,1307,733,50,59,116,13,970,128,11,18,24,6,180,4120,719,555,2484,214,8094,645,49,40,84,12,819,1062,45,43,10,20,1182,361,23,21,83,28,508,177,20,9,5,5,207,35,12,3,3,0,45,2695,27,29,20,106,2870,821,85,70,164,24,1157,7495,655,451,546,330,9474,1616,226,160,1074,5659,8745,50932,8723,6548,36189,8545,110941,1731,6594
LGA58820,22,153,112,1125,43,1451,0,0,0,3,0,3,0,0,0,8,0,7,7,0,0,0,0,7,19,4,6,8,0,31,387,155,128,756,44,1458,7,0,0,0,0,7,3,0,0,0,0,4,25,6,5,66,4,106,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,25,15,158,9,249,207,47,23,140,3,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,18,15,3,0,0,37,12,0,0,4,0,15,3,0,0,0,0,3,86,34,23,167,7,314,0,0,0,0,0,0,5,4,0,0,0,8,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,0,12,31,3,13,23,3,71,17,3,5,58,164,249,792,284,210,1907,255,3448,11,147
LGA58890,0,40,29,380,5,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,0,0,0,12,57,32,20,243,3,358,3,0,0,0,0,3,0,0,0,0,0,4,7,0,0,38,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,40,3,63,3,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,3,0,4,3,0,0,0,0,3,0,0,0,0,0,0,17,6,7,30,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,4,0,13,27,51,99,64,42,605,42,856,0,32
LGA59030,0,5,3,100,4,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,5,75,4,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,15,3,0,3,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,10,28,11,7,157,12,210,5,10
