LGA_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
LGA51400,484,175,181,241,172,146,52,25,6,1484,4024,1793,1612,2446,2145,1492,789,277,58,14637,23,12,16,24,38,7,9,3,0,130,540,313,172,393,616,510,401,160,45,3151,0,0,0,0,0,0,0,0,0,0,89,39,31,62,54,41,31,4,3,356,0,0,0,0,0,0,0,0,0,0,758,450,320,490,506,349,223,76,19,3196,7,3,5,0,8,5,3,0,0,30,10,7,12,9,8,11,6,0,0,66,13,3,12,7,7,16,10,4,0,79,38,20,7,13,13,6,4,0,0,103,16,11,0,7,18,11,18,3,0,92,3,0,0,0,0,0,0,0,0,3,12,11,0,8,18,7,7,0,0,64,49,20,22,30,12,14,8,0,0,157,86,41,24,54,71,76,57,27,0,433,0,0,0,0,3,8,4,4,0,21,13,5,8,3,15,5,8,3,0,64,49,36,33,54,77,102,88,35,4,467
LGA51470,17,7,18,8,7,7,8,0,0,77,108,47,67,54,94,93,53,18,4,547,0,0,0,0,0,0,0,0,0,0,12,8,8,19,15,30,16,8,3,116,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,25,5,15,13,13,14,6,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,3,3,0,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,11,5,3,3,7,6,3,3,3,42
LGA51540,209,96,122,148,119,125,55,23,12,906,1306,556,722,875,838,768,481,185,44,5786,28,12,26,24,28,18,5,0,0,145,60,33,35,64,138,138,114,55,19,666,0,0,0,0,0,0,0,0,0,0,6,3,7,6,7,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,279,164,163,165,229,178,146,42,10,1367,29,8,6,12,11,10,11,3,0,96,0,4,0,0,4,5,0,3,0,16,9,0,7,3,5,4,0,7,0,50,0,3,0,0,0,0,0,0,0,6,3,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,20,7,13,3,4,3,3,3,3,0,41,5,0,8,9,13,26,18,8,9,99,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,7,0,0,10,16,6,12,5,18,27,11,11,3,108
LGA51610,24,18,11,18,16,22,14,6,0,134,259,98,114,168,173,209,110,37,3,1173,0,0,0,0,3,3,0,0,0,8,48,19,22,36,84,50,57,20,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,97,39,24,45,53,38,24,12,7,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,3,0,0,0,7,8,0,0,3,3,3,10,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,5,3,3,4,9,11,7,3,0,46
LGA51680,116,55,35,68,82,56,32,10,3,454,976,500,305,660,795,624,415,127,25,4427,0,4,0,12,8,11,0,0,0,40,162,128,68,142,231,213,188,81,18,1225,0,0,0,0,0,0,0,0,0,0,8,5,4,3,7,10,10,0,0,59,0,0,0,0,0,0,0,0,0,0,224,104,98,145,172,135,84,49,5,1020,0,0,0,0,0,3,3,4,0,12,0,3,0,0,0,0,3,0,0,10,0,0,0,5,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,12,8,0,0,32,11,8,7,6,10,3,6,0,0,41,3,4,4,4,23,24,22,5,0,84,0,4,0,0,0,3,10,0,0,21,3,0,0,3,0,3,6,0,0,22,26,13,8,20,17,33,17,13,0,151
LGA51750,181,225,130,96,120,91,86,52,73,1051,1458,1503,1019,1008,1243,1135,928,600,389,9279,16,15,17,12,22,20,6,7,0,117,262,208,101,177,268,307,358,279,191,2154,0,0,0,0,0,0,0,0,0,0,22,10,5,13,12,7,3,4,4,79,0,0,0,0,0,0,0,0,0,0,367,254,202,201,277,211,190,131,66,1897,0,7,0,3,5,0,3,0,3,22,20,7,10,13,24,12,8,3,9,94,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,7,3,3,0,32,0,0,0,0,0,0,0,0,0,0,4,0,7,5,8,5,0,0,0,28,12,7,9,3,4,3,8,0,0,40,15,19,11,16,31,35,45,38,25,227,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,14,49,43,23,23,60,51,64,52,29,383
LGA51820,1677,1037,1248,1127,886,618,333,210,73,7211,18753,12061,14098,14576,12049,8993,5238,2977,939,89685,263,202,355,418,268,225,107,24,9,1871,1477,1052,939,1635,2141,2023,1631,875,322,12098,0,0,0,0,0,0,0,0,0,0,346,215,194,250,232,174,113,62,11,1597,21,13,7,13,9,3,0,12,4,83,6303,3800,4065,4607,4369,3298,2323,1397,441,30597,23,27,26,21,26,17,22,4,3,167,171,119,173,167,168,141,83,36,15,1078,59,26,38,49,36,41,36,17,7,296,27,19,9,22,22,11,15,3,3,130,32,25,20,36,41,23,27,12,6,222,26,10,10,19,7,3,0,0,0,74,98,50,86,90,103,100,51,32,9,625,362,210,209,235,193,135,63,14,9,1427,186,106,166,186,299,332,247,145,42,1694,14,8,5,4,24,25,21,14,3,121,20,13,23,19,22,12,8,12,3,138,254,172,197,196,238,286,200,111,59,1716
LGA51890,200,138,168,148,158,122,46,45,10,1031,1769,1137,1078,1284,1381,1256,669,404,144,9126,8,4,9,9,5,4,0,0,0,46,202,158,115,159,287,313,305,122,23,1685,0,0,0,0,0,0,0,0,0,0,22,12,16,14,15,32,20,5,3,137,0,0,0,0,0,0,0,0,0,0,343,215,205,208,274,278,195,101,36,1860,4,3,0,9,10,13,11,8,3,58,0,0,0,0,0,0,0,0,0,8,6,3,3,3,4,11,3,7,3,48,4,0,3,3,0,0,0,0,0,14,4,0,0,0,3,3,0,4,0,18,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,17,4,9,0,37,0,3,0,3,4,4,3,3,0,22,6,3,7,6,9,37,26,6,3,102,0,3,0,3,12,16,4,6,0,45,0,0,0,0,3,3,4,0,0,15,43,24,19,39,37,71,72,22,18,352
LGA51960,185,104,135,109,78,61,29,0,0,714,1000,576,651,641,504,409,156,42,10,4000,9,6,0,10,7,3,0,0,0,39,85,30,38,60,95,94,46,8,0,462,0,0,0,0,0,0,0,0,0,0,17,6,11,5,5,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,102,84,86,82,105,68,46,14,3,596,19,8,10,5,12,9,4,0,0,66,0,0,0,0,0,3,3,0,0,11,3,0,3,6,6,3,0,0,0,27,0,4,0,0,3,0,0,0,0,10,0,3,0,0,3,5,0,3,0,15,0,0,0,0,0,0,0,0,0,0,4,8,3,0,3,5,7,0,0,26,0,0,4,0,0,7,4,0,0,19,4,0,0,9,9,19,10,8,0,60,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,8,6,16,13,8,15,18,10,0,0,82
LGA52030,12,11,3,8,20,16,17,4,0,95,186,76,93,146,173,186,137,60,3,1065,0,0,0,0,0,0,0,0,0,4,29,11,9,26,30,70,62,24,4,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,15,13,15,17,31,41,29,4,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,11,4,5,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,0,3,10,18,17,8,0,58
LGA52100,11,0,13,9,14,10,11,5,0,70,190,64,120,124,162,170,122,74,34,1063,0,0,0,0,3,0,0,0,0,7,42,10,22,30,48,51,41,24,14,291,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,25,12,20,19,17,29,13,11,4,170,3,3,0,0,3,5,0,3,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5,5,14,22,16,14,3,101
LGA52170,177,118,181,107,114,123,66,45,64,987,1326,964,1044,927,1067,1094,646,338,197,7605,3,9,4,7,15,18,9,3,0,69,293,155,123,142,265,239,272,147,81,1717,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,4,3,0,4,29,0,0,0,0,0,0,0,0,0,0,278,197,185,153,231,197,142,59,33,1478,0,0,0,0,3,0,0,0,0,8,24,13,11,6,15,14,9,6,3,94,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,7,3,3,8,35,11,0,0,4,3,4,0,0,0,34,14,8,5,13,21,28,29,15,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,11,15,43,39,35,25,7,232
LGA52240,27,17,21,18,23,13,12,4,0,131,231,89,118,154,158,157,108,51,10,1081,3,0,0,0,3,0,0,0,0,6,20,16,13,28,33,60,55,32,3,265,0,0,0,0,0,0,0,0,0,0,20,3,11,9,6,14,9,7,0,83,0,0,0,0,0,0,0,0,0,0,28,3,22,30,21,21,14,11,0,149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,7,3,3,0,3,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,3,13,0,0,0,19
LGA52310,17,12,15,16,10,15,5,0,0,83,183,72,67,123,140,147,99,32,6,871,0,0,0,3,0,0,0,0,0,7,22,3,10,17,31,35,31,17,6,171,0,0,0,0,0,0,0,0,0,0,13,0,4,10,4,7,9,3,0,48,0,0,0,0,0,0,0,0,0,0,31,10,9,21,11,14,12,4,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,6,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,3,9,7,7,6,0,35
LGA52380,11,7,4,6,4,11,3,3,0,57,47,26,20,23,48,73,32,4,0,272,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,12,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA52450,32,18,14,12,9,11,7,4,3,101,250,200,150,147,181,176,103,65,29,1311,0,0,0,0,0,0,0,0,0,3,43,16,24,35,40,52,51,36,10,309,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,28,16,23,9,9,8,0,3,0,97,49,41,26,40,31,31,9,4,11,252,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,7,4,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,17,4,11,15,12,17,7,12,4,103
LGA52520,11,16,13,11,20,12,12,5,0,92,249,149,174,144,223,149,97,67,13,1266,0,3,0,0,3,0,0,0,0,12,51,13,28,39,40,42,31,16,8,277,0,0,0,0,0,0,0,0,0,0,13,3,14,3,9,7,0,6,0,58,17,27,23,7,11,13,0,0,4,90,39,22,32,44,29,32,17,9,0,224,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,3,0,0,3,3,4,0,0,11,0,0,3,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,9,18,20,6,17,9,81
LGA52590,74,49,51,65,54,67,54,30,3,440,613,225,365,429,477,525,348,177,38,3185,7,4,3,5,7,4,0,0,0,35,74,32,40,71,107,164,182,76,14,767,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,7,4,0,27,0,0,0,0,0,0,0,0,0,0,66,34,56,53,87,82,65,36,8,492,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,5,3,0,4,3,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,5,0,18,0,0,0,0,0,0,3,0,0,6,5,0,6,3,8,20,22,4,0,73,0,0,0,4,0,3,0,3,0,6,4,0,0,3,0,0,0,3,0,15,16,6,8,11,23,19,35,24,0,139
LGA52660,255,164,152,156,159,107,61,24,15,1090,2854,1600,1634,1780,1710,1314,815,492,199,12404,19,4,23,23,21,13,8,3,0,109,300,238,182,299,447,471,370,280,110,2696,0,0,0,0,0,0,0,0,0,0,78,29,27,42,30,34,39,9,7,292,0,0,0,0,0,0,0,0,0,0,668,355,379,382,418,287,225,130,50,2904,10,5,3,8,0,10,4,6,0,43,3,0,3,4,4,3,4,0,0,26,14,6,17,10,11,15,9,4,0,77,21,11,11,3,10,5,0,0,0,64,3,8,0,3,3,3,8,5,0,44,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,14,18,6,4,65,44,12,7,24,16,12,6,6,3,132,16,12,9,17,39,50,41,20,4,202,0,3,3,0,0,3,10,0,0,19,4,0,6,3,0,4,5,5,3,37,40,32,28,34,70,79,76,51,14,419
LGA52730,136,45,48,66,92,68,40,24,7,528,1002,444,386,637,866,837,632,297,102,5194,12,12,3,14,8,20,10,4,0,85,56,33,10,48,125,167,258,125,42,870,0,0,0,0,0,0,0,0,0,0,6,10,5,5,4,10,16,14,3,68,0,0,0,0,0,0,0,0,0,0,76,47,45,72,92,89,87,39,9,563,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,4,3,0,0,11,16,11,5,16,14,11,4,5,0,67,4,0,0,0,0,3,0,0,0,12,0,0,0,3,3,10,5,4,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,15,0,0,0,0,0,0,7,0,0,7,6,0,4,4,18,14,20,17,3,86,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,5,0,0,17,9,0,5,9,21,43,37,26,11,160
LGA52800,435,452,870,517,261,130,44,24,8,2749,1941,1316,1810,1329,996,655,227,120,34,8434,3,0,9,4,6,6,0,0,0,36,40,29,50,54,63,97,45,15,3,389,0,0,0,0,0,0,0,0,0,0,12,4,13,8,10,12,9,0,0,65,0,0,0,0,0,0,0,0,0,0,292,164,204,178,205,150,64,16,9,1277,0,6,3,0,4,3,4,3,0,25,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,5,0,0,0,13,0,0,0,3,3,0,0,0,0,4,0,0,3,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,341,202,194,148,145,81,31,21,4,1166,47,25,30,16,11,16,6,4,0,156,3,8,6,4,17,28,9,3,0,80,0,0,0,0,0,3,0,0,0,3,28,15,8,8,0,4,3,0,0,59,48,33,37,29,36,49,24,12,3,270
LGA52870,88,30,53,65,79,76,45,14,6,466,1042,471,431,723,877,917,567,220,77,5322,4,4,8,8,9,13,6,0,0,61,104,52,66,95,170,249,236,91,31,1101,0,0,0,0,0,0,0,0,0,0,13,4,8,5,9,12,8,0,0,59,0,0,0,0,0,0,0,0,0,0,246,95,97,130,154,166,124,62,21,1094,14,3,0,5,3,0,4,0,0,28,0,0,0,0,0,4,0,0,0,10,20,0,3,10,10,11,16,4,0,74,0,0,0,0,0,0,0,0,0,3,9,0,0,3,6,4,0,4,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,23,0,4,0,0,0,12,4,3,0,26,8,0,0,12,10,24,24,13,3,98,0,0,0,3,0,3,3,0,0,9,5,3,4,3,10,10,3,4,0,41,26,18,6,11,35,63,51,13,11,229
LGA52940,8,5,5,4,4,3,3,7,0,54,159,30,85,87,77,122,66,34,21,676,0,0,0,0,0,0,0,0,0,0,26,13,9,17,26,37,24,19,5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,11,5,4,12,15,10,11,3,3,79,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,5,5,4,10,21,17,9,0,73
LGA53010,7,3,8,0,3,5,8,0,0,34,119,34,87,86,103,82,62,25,9,603,0,0,0,0,0,0,0,0,0,0,7,3,12,17,15,26,24,6,4,108,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,30,8,21,19,16,13,14,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,7,9,14,7,7,3,50
LGA53080,56,38,46,33,32,27,16,3,3,256,219,123,190,175,169,134,100,22,6,1143,0,0,3,4,3,3,0,0,0,7,4,0,12,7,14,17,14,7,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,32,8,18,9,32,20,20,7,0,153,7,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,13,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,16
LGA53150,106,80,76,100,105,69,36,27,16,610,1300,811,652,1005,1183,964,503,347,155,6932,10,6,9,14,17,19,8,0,0,80,124,76,45,115,201,187,139,88,34,1001,0,0,0,0,0,0,0,0,0,0,20,3,12,14,6,9,7,7,0,83,0,0,0,0,0,0,0,0,0,0,445,234,137,237,357,224,171,125,52,1978,0,0,0,0,0,3,0,0,3,9,0,4,4,3,3,10,4,0,0,28,0,3,0,3,9,11,4,5,0,35,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,7,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,21,6,0,8,0,0,3,3,0,0,24,0,3,3,5,18,32,34,17,7,121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,31,20,0,18,35,42,23,17,3,185
