LGA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,13,11,8,7,7,0,0,67,14,16,23,26,23,12,4,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8,0,3,3,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,18,4,8,11,13,4,9,0,0,0,49
LGA34580,14,42,69,74,48,42,36,12,0,338,5,8,10,3,3,4,3,6,0,33,3,3,31,19,31,34,22,3,3,144,176,172,355,307,323,275,267,143,36,2057,303,610,1451,1456,1550,1378,1021,407,87,8265,0,3,21,26,23,7,5,4,0,84,3,0,12,11,13,4,0,0,0,38,0,5,10,19,11,5,13,3,0,68,0,0,0,4,4,3,0,0,0,14,5,36,43,48,16,11,4,3,0,175,3,17,80,155,172,111,61,21,3,621,0,20,76,131,149,97,33,10,3,516,46,83,161,188,125,76,17,12,3,709,8,63,108,139,102,63,14,3,0,512,0,5,16,15,17,5,6,0,0,74,28,42,74,74,43,38,10,0,0,304,0,0,0,0,0,0,0,0,0,4,0,0,15,6,11,4,0,0,0,33,114,55,107,177,159,189,172,162,57,1199,210,339,723,999,830,610,344,224,76,4347
LGA34590,132,255,543,537,415,270,206,60,18,2424,28,24,22,26,18,25,22,19,0,183,21,50,182,210,235,159,91,35,10,998,1011,917,1792,1742,1659,1329,1076,595,204,10330,2352,4962,13092,13022,11528,9490,6500,2413,632,63985,0,97,184,146,106,63,8,4,0,602,22,55,167,112,70,10,3,0,0,436,7,63,169,216,188,126,71,47,12,891,6,35,63,61,27,14,9,3,0,217,23,56,117,103,52,36,3,0,0,398,19,254,828,1131,1219,698,233,92,27,4496,15,208,886,1030,1099,591,149,59,13,4055,322,1222,2409,1839,1433,767,219,89,18,8316,109,690,1450,1111,952,475,83,31,3,4904,32,188,299,197,141,66,36,16,4,981,219,488,922,671,396,301,86,30,6,3118,6,10,17,8,8,13,3,0,0,76,9,42,96,85,104,46,18,3,3,405,1183,720,1378,1635,1473,1278,952,807,371,9800,1965,4119,8984,8355,7262,4480,1875,1174,466,38687
LGA34710,5,0,8,10,3,5,4,0,0,45,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,10,15,13,23,23,32,38,28,25,15,208,30,62,136,138,131,160,81,39,18,795,0,0,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,21,19,9,0,0,0,0,0,69,0,15,35,28,24,16,12,3,0,139,0,7,40,34,26,11,7,3,0,122,11,34,20,25,18,5,0,3,0,121,3,6,18,15,6,3,3,0,0,60,0,3,7,0,0,0,0,0,0,11,0,12,12,12,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,16,7,15,30,16,18,22,25,19,172,47,110,173,161,115,53,44,43,22,759
LGA34770,22,79,187,203,184,117,80,27,9,894,15,0,9,6,4,10,8,9,3,58,3,18,39,67,98,58,20,19,3,330,357,373,912,1016,1165,942,555,364,135,5815,621,1847,5627,5709,5868,4788,2540,1085,302,28387,3,35,81,74,58,23,10,0,0,289,3,11,35,35,15,8,0,0,0,111,3,27,79,82,47,37,30,17,4,324,0,18,13,21,10,7,0,0,0,65,4,34,68,55,28,5,0,0,0,199,6,107,326,528,630,299,144,57,22,2121,6,132,478,594,542,244,114,47,4,2157,113,449,785,596,433,166,68,27,4,2643,26,170,399,364,343,148,32,10,3,1489,4,48,86,58,42,26,8,5,4,278,73,210,400,321,176,107,24,14,9,1323,6,3,0,3,3,3,0,0,0,24,4,0,35,33,25,19,10,5,0,122,452,266,476,690,619,542,511,499,217,4262,690,1511,3264,3457,2968,1622,954,676,262,15416
LGA34800,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,10,11,8,9,0,0,44,0,16,54,47,35,30,16,3,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,16,0,0,3,3,6,4,0,0,0,19,0,0,5,0,0,3,0,0,0,6,0,6,10,0,0,0,0,0,0,16,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,11,4,3,0,41,0,26,33,8,16,15,10,6,0,121
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,12,7,5,12,9,13,13,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,10,0,4,11,3,7,3,0,4,0,26
LGA34860,5,11,35,20,19,12,3,0,0,108,0,0,0,0,0,3,0,0,0,10,0,3,5,9,9,3,3,0,0,36,47,28,144,100,104,100,76,43,21,662,88,192,707,521,473,398,211,91,28,2697,0,0,11,0,5,0,0,0,0,20,0,0,3,0,3,0,0,0,0,5,0,0,3,3,8,0,0,0,0,21,0,0,0,4,3,0,0,0,0,9,3,24,27,9,3,0,0,0,0,73,0,30,61,94,76,46,24,9,4,340,0,39,85,68,62,39,12,0,0,302,9,68,100,65,41,13,3,4,0,303,3,32,48,54,30,16,5,0,0,193,0,0,9,10,4,3,3,0,0,27,13,15,31,25,15,7,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,12,35,26,43,54,59,52,55,51,28,403,62,233,432,383,307,181,99,74,30,1802
LGA34880,0,9,37,41,35,26,16,6,0,179,3,0,0,0,4,0,0,0,3,13,4,3,0,13,19,5,12,0,0,56,147,246,456,356,293,266,219,113,32,2129,180,419,940,1001,1047,994,748,319,77,5729,0,0,8,13,8,5,0,3,0,40,0,0,6,5,0,3,0,0,0,17,0,3,5,12,13,7,12,0,0,53,0,0,0,3,0,3,0,0,0,11,0,9,27,27,11,8,3,0,0,90,4,9,49,102,116,73,26,19,6,407,0,14,56,84,101,61,36,10,0,360,7,37,126,106,96,63,17,3,0,452,3,19,49,57,71,44,12,0,0,256,0,4,17,24,9,10,0,6,3,80,7,21,49,53,27,17,4,3,0,186,0,0,0,0,0,0,0,0,0,0,0,3,6,9,8,3,3,0,0,33,90,42,87,139,142,141,123,79,29,866,127,159,489,640,600,437,241,125,38,2854
LGA35010,195,380,817,856,657,425,329,104,24,3786,23,32,35,20,15,18,33,27,10,220,24,52,222,306,284,240,157,66,26,1380,1058,1094,2237,2243,2171,1815,1845,1183,711,14362,2729,6190,16871,19828,18819,15248,11706,5044,1616,98055,3,88,275,264,185,83,32,11,3,943,21,72,164,190,138,52,9,0,0,645,6,42,223,234,207,133,126,61,30,1059,6,32,76,79,49,29,7,4,0,275,12,77,201,172,79,33,12,6,0,585,42,319,1346,2105,2024,1368,599,271,83,8150,10,256,1271,1638,1750,1125,388,151,39,6625,405,1336,3001,2865,1952,1146,403,201,64,11371,165,804,1791,1602,1396,826,187,65,16,6844,42,164,421,343,195,141,79,49,6,1444,241,557,1131,970,625,409,146,68,18,4161,3,7,8,14,11,17,4,8,3,81,6,47,128,138,119,76,28,13,3,561,1106,583,1203,1637,1516,1513,1521,1794,994,11860,2069,4385,11238,12245,10247,6952,3529,2700,1258,54609
LGA35250,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,6,29,11,15,13,6,4,0,97,20,11,52,37,30,20,9,4,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,3,4,7,0,0,0,0,16,0,0,4,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,9,3,0,0,0,0,25,4,8,19,16,11,5,0,0,0,57
LGA35300,3,10,37,30,26,18,5,0,0,142,0,0,3,0,0,0,4,3,0,10,3,4,15,6,13,8,3,0,0,62,95,108,273,159,199,153,79,26,7,1094,137,384,1305,956,897,604,253,76,9,4622,0,6,27,8,5,0,0,0,0,41,0,7,3,4,0,0,0,0,0,19,0,11,28,17,10,9,6,0,0,80,0,0,3,3,0,0,0,0,0,12,6,10,21,4,6,3,0,0,0,44,0,42,106,94,86,32,13,3,0,383,3,54,155,96,53,40,7,3,0,411,25,93,166,118,60,23,0,3,0,499,3,37,94,67,45,30,4,0,0,281,0,11,15,6,0,5,0,0,0,45,8,17,58,38,18,8,0,0,0,152,0,0,0,3,0,0,0,0,0,5,0,0,5,3,4,0,0,0,0,20,120,126,250,212,190,109,78,48,29,1145,160,412,935,676,491,262,109,62,31,3131
LGA35600,0,9,8,15,5,8,4,0,0,41,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,0,0,0,0,9,18,18,25,30,31,29,23,15,8,198,36,56,153,144,134,135,58,39,9,749,0,0,9,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,6,7,0,3,0,0,0,31,0,8,30,42,41,21,4,3,0,147,0,18,43,27,19,4,5,4,0,127,8,15,32,30,12,3,0,0,3,107,0,3,7,15,9,8,0,0,0,51,0,3,4,3,3,0,0,0,0,13,4,3,11,12,4,0,0,0,0,30,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,23,9,25,32,25,23,23,30,21,204,36,60,177,185,111,65,34,38,27,742
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,5,0,0,0,25,5,10,18,20,22,13,10,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,9,6,0,0,0,0,28,7,8,16,20,16,3,0,0,0,68
LGA35740,7,40,132,183,156,92,58,27,7,710,3,0,3,3,0,3,3,3,4,17,3,6,11,23,36,40,27,19,4,170,103,76,163,287,313,320,355,201,106,1934,245,450,1299,2180,2687,2843,2607,1167,345,13823,0,3,20,34,25,15,11,5,3,128,0,3,14,22,11,15,3,0,0,64,0,3,14,28,19,24,25,13,3,131,0,11,30,41,16,12,4,3,0,124,3,12,36,35,26,4,8,5,0,129,3,26,166,343,399,288,166,88,14,1494,0,16,136,302,342,278,143,44,16,1279,33,101,252,413,365,315,135,65,18,1708,17,66,196,263,263,173,67,14,3,1062,8,22,86,134,89,62,41,21,0,454,32,84,186,246,154,116,28,18,7,875,0,0,4,0,4,3,0,3,0,18,0,3,17,30,38,26,10,0,0,127,186,87,175,323,320,302,284,357,255,2288,282,431,1355,2220,2083,1632,918,630,319,9869
LGA35760,4,6,16,13,15,9,9,3,0,85,0,0,4,0,0,0,0,0,0,8,0,0,3,3,8,7,4,0,0,28,48,29,100,74,125,111,117,99,25,735,87,116,340,299,397,371,297,179,45,2135,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,3,8,6,8,6,0,3,0,30,0,0,0,0,0,0,0,0,0,0,3,15,18,13,3,0,3,0,0,51,0,10,29,43,74,38,37,9,0,232,0,21,40,60,60,31,19,8,3,242,10,36,63,40,37,18,4,4,0,206,3,15,31,35,39,14,11,3,0,151,0,0,0,6,0,3,0,0,0,9,3,19,20,24,16,8,0,0,0,86,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,13,29,15,29,34,42,60,74,77,48,409,48,129,250,267,269,190,148,95,53,1456
LGA35780,0,0,0,8,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,15,23,23,21,10,3,5,0,103,28,44,103,80,83,62,16,5,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,7,0,0,0,31,0,0,4,8,4,0,0,0,0,19,3,15,20,12,3,0,0,0,0,53,0,3,19,14,8,0,0,0,0,46,0,0,0,3,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,19,14,21,10,15,11,8,4,0,89,23,32,70,63,46,23,12,4,0,266
LGA35790,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,11,12,9,13,3,0,0,0,65,19,24,49,48,73,26,10,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,0,12,0,6,10,7,8,0,0,0,0,22,0,3,3,6,4,0,0,0,0,11,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,17,14,22,16,5,0,0,0,87,15,30,33,40,33,5,6,0,0,162
LGA35800,0,0,0,7,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,0,5,17,6,22,18,5,3,79,11,12,46,53,48,66,40,20,3,294,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,3,0,0,0,14,0,4,5,11,18,9,6,0,0,48,0,4,15,12,10,4,5,0,0,56,0,4,7,8,12,0,0,0,0,35,0,3,8,8,6,10,0,0,0,29,0,0,0,0,0,3,0,0,0,4,3,3,3,8,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,18,11,8,8,4,9,0,71,14,33,60,64,49,36,19,13,0,291
LGA36070,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,3,4,0,4,0,0,26,9,6,17,22,25,6,5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,6,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,12,3,3,15,7,6,8,0,0,0,47
LGA36150,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,5,9,0,0,34,3,8,37,19,25,18,19,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,11,0,0,11,3,6,5,6,0,0,32,0,3,3,5,3,3,0,0,0,23,3,3,8,9,0,0,0,0,0,21,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,4,4,9,4,0,32,5,18,39,40,14,11,13,6,0,148
LGA36250,65,108,223,286,244,165,120,42,11,1262,9,6,8,0,4,8,7,9,8,61,3,18,62,98,108,74,62,24,13,468,234,199,455,546,618,625,530,406,267,3879,823,2038,5374,6371,7103,6579,4746,2193,793,36014,0,41,77,97,89,42,22,0,3,369,5,20,43,68,52,31,5,0,0,218,10,20,54,113,86,75,64,28,16,468,3,22,35,41,36,13,5,0,0,168,5,17,75,53,48,20,6,0,0,235,11,132,452,873,902,554,283,144,53,3399,4,91,404,610,802,476,189,93,27,2693,158,490,1047,1210,1037,569,228,139,31,4897,61,299,628,624,630,369,91,44,10,2760,33,105,175,160,103,63,57,15,13,735,128,287,481,506,308,187,54,31,8,1991,3,3,7,11,10,3,3,3,0,50,7,15,53,68,55,28,17,3,0,250,411,221,377,638,645,589,564,716,378,4530,840,1768,3911,5073,4808,3027,1584,1220,535,22761
LGA36300,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,7,12,3,4,3,3,3,0,38,8,16,36,25,28,21,12,0,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,4,6,8,4,0,0,0,24,0,3,8,5,3,0,0,0,0,22,0,0,4,4,4,0,0,0,0,13,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,4,3,3,0,9,0,37,8,14,21,30,16,12,3,10,0,113
LGA36370,20,81,180,151,107,86,58,28,7,729,12,3,6,4,4,8,3,8,3,60,13,13,49,57,54,34,26,12,0,252,255,249,579,496,611,535,365,295,166,3546,543,1253,3679,3146,3194,2826,1617,844,285,17393,3,35,60,49,37,15,4,0,0,203,10,16,30,24,27,8,0,0,0,117,0,23,63,38,25,17,16,8,5,190,0,0,3,5,3,3,0,0,0,21,11,16,56,27,17,3,3,0,0,135,6,133,264,388,455,243,111,53,19,1671,0,90,339,325,359,184,78,32,9,1420,104,331,523,399,312,137,56,31,3,1892,19,113,318,249,252,128,22,13,7,1124,3,30,67,48,32,9,11,3,0,203,56,116,223,153,76,44,5,8,3,686,0,0,3,4,4,4,3,0,0,25,0,0,26,27,22,19,6,4,3,105,335,188,326,443,408,363,510,591,365,3525,549,1088,2308,2182,2028,1174,815,757,408,11319
LGA36510,11,30,63,68,80,52,48,10,3,369,3,0,8,0,0,3,4,3,0,19,0,3,15,29,39,24,21,7,0,131,178,108,247,270,311,315,293,164,60,1943,287,410,1149,1608,1886,1788,1410,606,149,9311,0,5,27,22,14,14,3,0,0,88,3,4,7,12,14,0,3,0,0,40,0,9,21,39,19,16,9,5,3,115,0,4,6,3,7,3,3,0,0,37,5,17,30,33,18,10,3,0,0,114,6,17,104,178,224,170,98,39,9,844,0,11,116,192,209,171,77,23,13,809,40,79,161,218,187,130,66,25,13,917,10,48,120,164,153,123,44,12,3,678,0,13,38,46,29,31,19,3,0,178,31,49,117,112,71,56,8,8,3,447,0,3,0,0,0,0,0,0,0,5,4,3,9,19,13,7,3,0,0,62,127,31,117,149,158,168,163,182,93,1190,229,289,868,1191,1118,913,497,300,127,5530
LGA36580,7,15,44,44,35,38,26,9,0,223,0,0,3,3,0,5,0,0,0,17,0,0,3,9,15,20,16,3,0,74,125,53,103,171,206,235,184,96,25,1202,220,241,729,863,1004,1066,833,320,56,5318,0,3,11,7,9,5,0,0,0,35,0,0,7,11,7,3,0,0,0,24,0,3,11,12,15,7,7,7,0,54,0,0,0,0,4,3,0,0,0,10,0,12,21,22,8,3,0,0,0,70,0,8,39,89,119,86,39,12,3,398,0,18,44,92,95,67,31,11,3,358,17,38,82,103,86,49,21,11,0,416,0,21,58,80,80,45,15,3,4,307,0,0,14,19,16,14,8,0,0,74,12,18,61,37,36,30,6,4,0,209,0,0,0,4,0,0,0,0,0,7,0,0,3,7,11,4,0,0,0,32,59,29,63,95,92,111,125,90,42,708,100,153,414,574,583,425,250,135,52,2700
