LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,10,11,4,0,3,6,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,3,3,4,20,30,25,11,9,20,24,145,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,7,11,7,3,4,3,0,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,0,0,0,3,0,0,5,22,32,27,21,13,20,28,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,8,13,9,0,13,3,0,48,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,4,0,0,4,3,8,8,30,40,36,30,35,21,66,288,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,21,0,0,4,0,0,3,4,0,5,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,11,0,7,5,7,0,0,0,0,0,5,38,0,0,0,0,0,0,0,0
LGA52660,0,0,0,0,0,0,3,12,81,101,72,24,34,12,23,373,0,3,0,0,0,0,8,6,17,15,8,0,0,0,4,67,0,0,0,0,0,0,0,0,5,7,7,0,3,3,6,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,3,3,0,3,0,10,10,15,8,8,3,0,0,12,80,0,0,0,0,0,0,0,0,0,3,5,0,0,0,175,181,5,4,3,0,6,3,26,40,189,287,281,227,213,132,283,1707,0,0,0,0,0,6,6,7,38,27,27,3,11,0,22,147,0,0,10,9,17,28,27,33,28,11,3,0,0,0,19,178,0,0,0,0,0,4,6,0,3,0,0,0,3,0,3,23,3,0,4,7,4,3,3,0,0,0,0,0,0,0,3,35,10,0,11,9,22,32,20,8,19,11,3,3,0,0,8,158,0,0,0,0,0,0,0,0
LGA52730,0,0,0,0,0,3,0,8,18,16,16,0,4,3,6,82,0,0,0,0,0,0,3,9,19,6,4,0,3,0,0,48,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,4,4,7,0,0,0,3,0,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,5,0,4,10,16,32,96,75,65,49,41,29,114,545,0,0,0,0,0,3,3,3,8,7,4,0,4,0,7,36,0,0,0,0,8,17,12,7,12,0,0,0,0,0,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,4,4,0,0,0,0,0,0,0,3,17,0,0,3,3,5,14,11,12,4,0,3,0,0,0,10,70,0,0,0,0,0,0,0,0
LGA52800,0,0,0,0,0,9,5,9,27,10,19,0,11,0,14,114,0,0,3,0,0,7,3,9,12,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,3,11,4,52,18,44,27,31,9,3,0,0,0,38,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,0,6,8,4,56,34,53,49,87,49,63,37,53,28,129,659,0,0,3,0,0,3,3,4,17,14,7,3,7,0,14,72,0,0,0,3,0,9,3,3,8,3,0,0,0,0,0,29,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,10,0,3,14,7,0,3,7,0,0,0,0,0,0,0,4,39,0,13,46,34,26,26,33,16,21,6,6,3,0,0,38,263,0,0,0,0,0,0,0,0
LGA52870,0,0,0,0,0,0,5,9,16,33,20,4,15,6,20,135,0,0,0,0,0,0,10,3,13,3,3,0,0,0,3,36,0,0,0,0,0,0,4,0,7,0,3,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,4,12,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,0,0,0,0,9,7,21,22,81,95,73,47,62,47,119,579,0,0,0,0,0,0,4,3,4,8,0,0,0,0,3,30,0,0,0,0,3,4,13,7,6,5,0,0,0,0,4,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,21,0,3,3,7,3,5,17,7,10,0,0,0,0,0,13,67,0,0,0,0,0,0,0,0
LGA52940,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,3,15,14,10,0,3,5,13,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,4,14,10,10,0,4,5,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,3,4,0,4,0,0,0,14,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,6,16,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,4,16,22,7,43,57,10,166,0,0,0,0,0,0,0,3,6,11,4,0,7,11,3,53,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,10,3,0,0,0,3,3,3,3,8,6,3,0,3,6,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,7,3,0,0,3,3,7,7,39,64,75,59,176,366,142,949,0,0,0,0,0,0,0,3,14,16,20,3,10,3,8,73,0,0,0,3,3,6,10,11,9,12,4,0,3,0,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,7,3,3,0,3,4,8,5,3,9,3,4,0,7,10,60,0,0,0,0,0,0,0,0
LGA53220,0,0,0,0,0,0,0,3,15,15,52,7,39,14,12,151,0,0,0,0,3,0,4,0,4,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,15,4,17,5,7,0,4,0,0,0,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,23,8,20,10,47,40,103,82,107,138,97,682,0,0,0,0,0,0,0,0,8,15,11,0,5,0,8,52,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,16,0,0,10,4,10,6,9,0,9,3,0,0,0,0,18,66,0,0,0,0,0,0,0,0
LGA53290,0,0,0,0,0,5,4,13,70,68,48,11,20,11,25,268,0,0,0,0,3,0,3,6,14,5,6,0,3,0,0,46,0,0,0,0,0,3,0,0,3,3,6,0,3,0,3,22,0,0,0,0,0,0,0,0,3,3,4,3,3,0,4,23,0,0,3,0,0,0,8,3,15,7,3,3,0,4,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,141,3,5,8,0,4,13,18,47,201,214,217,180,164,132,283,1476,0,0,0,0,0,8,8,9,35,22,20,3,5,3,14,129,0,3,6,10,10,20,19,15,30,13,0,0,0,0,10,127,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,4,0,0,5,0,0,0,0,0,0,20,4,4,13,10,16,20,29,20,29,10,0,3,3,3,16,177,0,0,0,0,0,3,0,0
LGA53360,0,0,0,0,0,0,0,3,5,15,5,4,3,4,3,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,0,0,0,0,3,0,0,3,33,44,47,42,34,31,49,286,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,21,0,0,0,3,0,3,3,0,0,3,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
LGA53430,0,0,0,0,0,0,8,6,50,78,103,33,107,77,24,488,0,0,6,3,3,6,4,7,21,14,10,12,16,10,17,130,0,0,0,0,0,0,0,0,3,10,6,0,3,3,10,33,0,0,0,0,0,0,0,0,0,3,0,5,7,7,3,23,8,6,4,3,9,10,15,16,37,28,15,8,8,21,21,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,227,13,3,11,9,12,15,36,38,186,284,339,303,467,612,410,2736,0,0,3,0,0,3,16,15,72,61,68,18,21,19,46,341,3,0,8,7,25,33,39,37,67,20,19,8,7,4,40,306,0,0,0,0,3,0,0,0,5,4,0,3,3,0,3,28,0,0,9,5,13,14,9,9,3,0,0,0,0,3,10,65,7,7,21,30,37,56,36,41,75,29,12,5,4,4,65,423,0,0,0,0,0,0,0,0
LGA53570,0,0,0,0,0,0,3,10,21,13,12,3,6,4,12,84,0,0,0,0,0,3,0,3,5,3,7,3,0,0,4,27,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,13,3,3,0,0,0,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,7,9,10,22,71,63,67,37,38,33,127,482,0,0,0,0,0,0,3,4,9,6,3,3,0,3,10,40,0,0,0,0,4,5,10,7,7,0,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,5,3,3,12,0,5,3,0,3,0,0,0,8,53,0,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,3,0,10,10,3,3,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,3,4,4,9,16,16,17,9,6,21,23,128,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,5,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,9,16,15,6,13,7,9,17,101,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0
LGA53780,3,0,6,3,18,41,121,240,947,844,745,224,289,145,209,3838,0,3,17,17,45,64,77,106,274,124,101,36,43,26,64,1012,4,0,0,3,0,4,8,25,34,44,26,12,21,7,28,219,3,0,0,0,0,0,0,3,13,22,22,24,12,6,31,133,94,19,34,21,123,86,125,126,321,193,115,52,39,31,166,1539,0,0,0,0,0,0,0,3,3,5,4,0,8,4,1131,1159,114,34,68,55,192,217,369,603,2296,2427,2535,1671,1756,1127,2103,15563,0,0,4,3,11,26,67,119,399,267,219,100,77,28,146,1469,3,7,28,38,72,123,136,136,203,97,54,15,20,7,82,1024,0,0,0,0,8,9,9,16,16,12,11,3,8,3,21,112,30,4,36,32,42,67,39,23,39,7,8,8,3,0,41,390,145,31,98,86,168,226,225,196,285,125,65,26,14,12,148,1861,0,0,0,3,0,0,0,5
LGA53800,3,0,0,0,3,6,17,28,153,164,145,49,58,39,52,729,3,0,0,3,4,13,9,14,50,24,12,11,8,3,12,162,0,0,0,0,0,0,0,8,5,12,21,0,6,3,7,63,0,0,0,0,0,0,0,0,3,3,0,5,4,3,8,38,6,0,13,9,17,21,40,24,51,27,21,7,8,5,42,297,0,0,0,0,0,0,0,0,3,0,4,0,0,0,512,521,17,4,12,8,29,44,74,97,450,557,606,448,501,364,840,4048,0,0,3,0,3,6,25,37,132,112,76,16,20,6,57,492,0,0,10,23,25,73,55,47,68,32,16,8,0,0,33,397,0,0,0,3,3,3,3,4,5,6,0,0,4,0,10,53,4,3,9,23,17,23,17,11,9,3,3,0,0,0,11,147,24,12,39,44,61,105,84,54,96,22,12,3,4,5,97,670,0,0,0,0,3,0,0,0
LGA53920,0,0,0,0,0,6,0,8,3,0,3,0,0,0,3,23,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,19,12,7,13,7,3,0,0,0,0,19,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,4,6,0,28,14,11,30,18,14,16,4,4,4,51,209,0,0,0,0,0,3,0,3,3,9,7,0,0,0,5,29,0,0,3,3,0,0,0,3,5,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,13,0,3,17,13,11,17,16,7,11,3,0,0,0,0,17,117,0,3,0,0,0,0,0,0
LGA53990,0,0,0,0,3,3,12,37,136,172,167,45,68,28,39,704,0,0,0,3,0,0,9,15,31,17,13,8,5,8,9,139,0,0,0,0,0,0,0,5,11,18,18,4,9,5,5,73,0,0,0,0,0,0,0,0,0,3,3,3,0,5,10,25,9,3,7,3,14,7,23,17,20,34,20,7,7,3,23,191,0,0,0,0,0,0,3,0,5,0,0,0,3,0,382,396,8,7,7,5,21,21,50,87,308,512,567,381,432,288,640,3344,0,0,0,0,0,3,14,23,50,40,43,10,7,6,22,232,0,0,4,9,17,41,53,35,45,17,12,0,0,4,32,273,0,0,0,0,0,7,0,0,7,3,3,0,0,0,7,31,3,0,5,7,13,12,8,0,10,4,0,0,0,0,5,69,14,4,18,11,38,37,37,34,37,30,0,0,0,0,33,295,0,0,0,0,0,0,4,0
LGA54060,0,0,0,0,0,0,0,0,13,11,15,4,7,3,3,57,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,4,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,58,4,0,0,0,0,12,9,10,44,35,46,33,30,26,96,340,0,0,0,0,0,3,0,3,6,4,3,0,0,0,4,20,0,0,0,0,3,8,0,4,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,6,3,12,10,0,5,3,0,0,0,0,5,48,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,3,20,19,16,8,4,7,13,111,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,10,0,0,3,10,13,28,76,482,726,901,320,812,624,239,4241,4,4,8,7,24,32,50,60,177,146,129,89,77,90,96,990,0,0,0,0,0,3,8,10,31,37,39,20,34,39,34,255,0,0,0,0,0,0,0,0,7,20,12,26,31,39,46,173,50,15,21,10,37,42,60,84,236,157,126,64,84,57,140,1175,0,0,0,0,0,0,0,0,6,6,3,3,3,3,1816,1838,71,27,35,29,71,107,167,288,1423,2206,3062,2855,4056,4396,3458,22247,0,0,4,0,3,32,54,104,372,368,350,162,134,79,244,1917,0,17,23,37,72,154,167,220,323,155,81,37,22,13,125,1445,0,3,3,9,4,10,14,13,25,17,16,3,4,8,20,148,24,4,25,21,38,33,23,20,23,15,15,3,10,4,31,278,79,21,49,74,111,133,165,139,259,141,78,43,26,14,147,1477,0,0,0,0,0,0,0,0
