LGA_CODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
LGA54830,0,0,0,0,0,0,12,18,39,14,69,94,143,223,204,203,332,164,123,42,21,15,173,1855,104,43,100,120,318,344,653,597,1553,1418,1414,890,752,374,1204,9885
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,0,0,0,0,5,25,4,0,3,0,3,0,24,22,35,39,45,28,17,29,51,302
LGA54970,0,0,0,0,0,0,0,0,0,0,4,6,3,0,7,7,0,3,0,0,0,0,5,33,0,5,4,6,16,7,18,11,14,18,6,5,3,3,15,124
LGA55040,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,3,8,0,0,4,0,4,38,0,0,4,5,5,3,3,8,24,32,30,12,33,16,37,206
LGA55110,0,3,0,0,0,0,20,31,89,41,114,171,263,470,417,363,587,314,179,69,77,28,388,3567,281,148,229,259,809,816,2340,1470,3407,2313,2232,1483,1658,1348,3186,21972
LGA55180,0,0,0,0,0,0,5,4,12,3,20,26,28,44,34,36,50,26,13,8,7,0,45,344,31,15,24,37,103,84,234,176,419,321,273,159,135,76,332,2408
LGA55250,0,0,0,0,0,0,0,0,0,0,3,3,0,10,4,3,5,0,0,0,0,0,9,40,0,0,3,3,3,12,10,13,17,18,16,4,8,4,24,136
LGA55320,0,0,0,0,0,0,18,20,96,36,84,90,137,214,249,271,649,486,356,137,154,95,396,3440,323,149,195,151,506,505,1208,1126,3134,2500,2825,2285,3433,4704,3220,26272
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,3,14,0,0,0,0,11,9,10,6,14,3,0,3,4,0,7,64
LGA55460,0,0,0,0,0,0,5,5,3,0,7,6,11,13,5,14,17,5,4,0,5,3,30,119,10,7,4,8,25,26,57,48,126,102,103,66,65,56,116,820
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,12,0,0,3,0,3,0,16,8,24,12,9,11,4,9,34,125
LGA55600,0,0,0,0,0,0,0,0,0,0,5,7,5,12,16,3,16,11,6,0,0,0,7,82,4,3,8,7,27,19,47,21,93,98,85,54,42,25,82,605
LGA55670,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,5,5,4,4,0,0,0,0,27,3,0,3,0,10,3,11,12,28,16,18,10,12,9,22,168
LGA55740,0,0,0,0,0,0,0,3,17,6,8,3,11,10,24,24,33,31,19,7,25,16,39,269,27,11,12,9,26,36,71,64,187,171,173,155,275,628,277,2122
LGA55810,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,12,3,0,18,15,7,5,4,0,13,86
LGA55880,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,10,3,0,0,3,10,9,10,5,30,22,13,8,10,8,16,142
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,3,5,3,0,0,5,18,9,22,22,20,16,8,10,23,154
LGA56090,0,0,0,0,0,0,9,7,30,15,37,28,59,102,115,137,248,173,127,40,31,22,201,1373,95,45,78,56,254,239,649,530,1370,1171,1353,962,1040,956,1451,10252
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,8,0,0,0,0,5,28
LGA56230,0,0,0,0,0,0,7,7,21,13,35,42,60,71,86,73,103,64,24,9,4,0,78,679,53,38,57,51,191,146,467,301,651,443,485,331,341,280,725,4572
LGA56300,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,9,11,0,0,0,0,0,3,44,3,0,0,10,25,15,46,26,63,45,23,21,16,7,40,352
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,16,0,0,0,0,7,3,17,15,34,23,25,17,13,19,29,218
LGA56460,0,0,0,0,0,0,0,6,3,0,4,8,19,20,40,22,38,21,11,7,4,0,28,230,4,3,7,12,49,37,106,83,203,151,152,87,83,65,176,1230
LGA56580,0,0,0,0,0,0,0,0,23,5,9,7,10,20,41,35,71,61,45,31,54,50,77,550,63,15,28,16,42,42,138,134,407,337,408,335,750,1964,758,5427
LGA56620,0,0,0,0,0,0,24,23,0,3,19,3,8,3,6,4,7,0,0,0,0,0,45,104,0,7,20,3,45,20,31,31,30,11,13,0,5,9,137,371
LGA56730,0,0,0,0,0,0,4,7,9,3,20,21,36,55,45,58,86,31,32,14,10,9,61,491,18,17,34,31,103,107,283,176,401,301,307,205,218,108,390,2693
LGA56790,0,0,0,0,0,0,0,0,0,0,8,7,9,9,9,8,19,6,3,0,0,0,10,86,18,5,11,6,50,37,105,50,153,84,86,40,38,43,133,864
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,7,3,13,6,7,0,3,4,14,62
LGA56930,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,3,4,0,0,4,3,41,7,0,0,3,0,3,6,3,21,17,17,23,45,168,64,380
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,0,0,0,0,6,3,3,25,9,13,8,6,14,17,109
LGA57080,0,0,0,0,0,0,0,0,20,12,12,11,15,10,26,15,44,38,29,12,15,20,33,309,85,29,39,21,62,71,142,147,437,465,530,361,608,711,521,4214
LGA57140,0,0,0,0,0,0,0,0,0,0,3,3,6,3,7,8,3,0,0,0,0,0,6,48,3,8,3,3,18,11,39,25,34,30,23,15,21,7,51,300
LGA57210,0,0,0,0,0,0,0,3,0,0,10,15,16,25,28,19,30,15,5,6,3,0,18,187,12,12,18,17,69,57,147,95,260,154,118,89,54,46,179,1335
LGA57280,0,0,0,0,0,0,9,9,8,5,24,29,23,22,28,20,51,45,40,15,27,13,42,379,24,7,25,30,40,35,60,50,160,266,388,274,640,745,408,3136
LGA57350,0,0,0,0,0,0,0,0,0,0,0,3,6,14,7,4,5,0,0,0,0,0,0,42,3,4,0,3,8,16,41,19,38,22,21,10,12,14,40,253
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,3,3,0,0,0,0,0,8,39,8,0,6,0,21,19,39,23,62,42,46,27,29,31,64,406
LGA57490,0,0,0,0,0,0,35,45,153,46,183,220,372,643,550,514,984,535,316,141,114,56,545,5368,381,156,305,289,896,1021,2205,1699,4400,4067,4368,2859,3108,2162,5038,32961
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,19
LGA57700,0,0,0,0,0,0,8,12,25,9,27,46,45,68,70,73,178,112,71,29,17,12,103,875,86,32,59,63,137,141,346,322,990,1076,1094,716,713,517,989,7280
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,3,16,0,0,0,0,3,0,29,15,44,27,27,14,11,5,31,218
LGA57840,0,0,0,0,0,0,11,20,45,12,41,40,45,95,91,112,238,142,113,51,58,48,142,1280,170,58,85,64,171,191,393,441,1076,903,1075,839,1362,2167,1159,10147
LGA57910,7,0,0,0,0,0,63,81,156,88,218,252,392,652,670,709,1508,920,640,259,307,142,903,7811,645,284,444,392,1270,1347,3202,2756,7336,5814,6242,4464,6156,7076,6181,53602
LGA57980,0,0,0,0,0,0,0,3,24,5,12,12,16,32,20,34,90,62,68,24,40,31,51,512,69,16,29,30,61,79,133,136,457,389,469,352,647,1074,483,4417
LGA58050,4,0,0,0,0,0,51,66,133,65,193,250,357,592,515,607,1185,712,412,200,155,61,651,6094,408,169,297,327,897,1036,2049,1871,5226,4956,5088,3201,3306,2020,4447,35302
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,3,12,16,11,9,3,3,5,11,90
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,3,22,5,3,0,0,9,3,16,13,30,24,11,7,10,4,18,152
LGA58330,0,0,0,0,0,0,0,3,0,0,5,9,5,17,13,15,23,10,12,3,6,3,30,146,20,13,8,8,46,47,126,92,185,138,121,99,82,65,214,1265
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,3,5,0,15,10,5,7,4,5,14,80
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,20,0,0,0,0,3,3,3,3,4,3,3,4,0,0,17,44
LGA58510,0,0,0,0,0,0,7,9,28,9,32,38,51,67,85,108,201,133,82,35,31,14,105,1035,114,39,59,64,188,184,423,428,1040,897,982,707,1019,901,867,7915
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,5,20,0,5,0,0,8,7,21,10,39,30,30,13,22,12,30,235
LGA58570,0,0,0,0,0,0,0,3,16,8,18,23,49,43,72,70,157,104,95,36,41,27,87,847,80,32,41,42,151,128,308,275,705,658,934,703,1183,1696,835,7764
LGA58610,0,0,0,0,0,0,0,0,4,0,3,3,12,7,9,8,11,0,0,0,0,0,3,73,3,3,3,8,29,11,55,48,80,56,55,26,17,17,59,473
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,8,0,13,8,14,24,11,10,9,15,18,127
LGA58760,3,4,3,0,0,0,52,82,193,77,262,311,482,807,772,810,1537,925,584,240,169,62,836,8066,586,243,493,429,1194,1431,2894,2532,7036,6625,7242,4865,5000,3182,6477,50233
LGA58820,0,0,0,0,0,0,3,3,3,3,8,3,11,15,24,14,23,9,9,7,0,3,28,167,16,12,16,4,54,36,95,65,143,106,98,89,84,56,202,1078
LGA58890,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,7,20,0,4,0,3,15,9,17,9,52,23,19,10,11,8,24,217
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,6,0,4,8,16,3,5,10,4,60
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,0,3,15,0,3,0,3,3,5,27,8,40,24,19,8,10,13,20,187
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,3,0,0,0,0,0,24,0,0,3,3,5,10,15,13,41,39,33,29,35,9,33,266
LGA59250,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,4,0,0,0,0,0,0,25,0,0,5,3,12,4,9,12,6,8,0,0,0,3,10,69
LGA59310,0,0,0,0,0,0,0,0,0,3,3,3,10,5,4,3,3,4,0,0,0,0,6,43,3,4,4,3,22,15,29,20,54,47,37,27,22,22,61,359
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,5,15,10,16,21,14,4,8,8,16,110
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,0,0,0,9,6,14,10,15,13,8,10,3,5,19,116
LGA59340,0,0,0,0,0,0,16,16,8,0,13,17,32,24,21,35,53,21,17,6,6,3,76,327,16,4,24,21,62,45,79,77,179,155,187,153,182,120,249,1538
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,3,0,3,0,3,0,13,0,0,0,7,31
LGA59360,0,0,0,0,0,0,3,3,0,0,3,0,6,7,0,5,7,3,3,0,0,0,11,44,3,0,4,0,9,15,20,13,28,21,34,15,29,18,54,266
LGA59370,0,0,0,0,0,0,3,0,0,3,7,0,10,16,26,16,20,15,7,0,3,0,12,136,5,12,3,8,36,34,122,75,160,116,105,52,51,37,137,947
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,0,0,0,0,0,3,0,0,11,17,22,27,33,21,33,14,5,0,0,0,42,223,13,18,16,28,108,105,273,164,325,130,101,55,30,26,223,1610
LGA60410,0,0,0,0,0,0,9,12,6,9,35,88,99,178,159,145,202,53,32,9,14,0,116,1138,29,23,52,88,179,226,460,369,861,621,520,246,204,70,471,4415
LGA60610,0,0,0,0,0,0,12,14,13,8,30,74,92,126,123,130,188,75,39,11,5,6,112,1029,34,28,37,77,233,216,595,406,995,663,490,300,223,141,523,4966
LGA60810,3,0,0,0,0,0,8,14,7,5,27,50,77,112,126,122,177,79,21,8,7,0,121,934,38,24,51,55,265,228,707,530,1105,763,600,348,290,164,690,5851
LGA61010,0,0,0,0,0,0,3,3,0,0,4,3,5,13,8,8,9,3,3,0,0,0,5,68,3,8,6,3,39,27,84,49,120,58,34,17,15,14,69,545
LGA61210,0,0,0,0,0,0,9,6,0,0,10,15,24,40,35,34,40,26,17,4,0,0,48,286,6,13,20,25,69,92,232,143,403,310,239,121,83,43,245,2038
LGA61410,4,0,0,0,0,0,14,24,20,13,60,93,155,288,280,326,528,286,152,46,29,16,328,2630,87,42,102,104,375,487,1125,1072,2598,2025,1903,1320,1257,755,1534,14802
LGA61510,0,0,0,0,0,0,3,4,4,4,22,22,40,70,55,69,92,32,21,0,5,4,58,497,8,17,25,36,113,130,301,249,551,379,273,132,100,49,303,2666
LGA61610,0,0,0,0,0,0,12,16,12,12,42,62,119,199,191,171,232,101,41,15,10,8,155,1374,39,25,54,70,312,328,807,574,1325,803,624,325,295,146,683,6409
LGA61810,0,0,0,0,0,0,0,0,4,3,9,17,28,39,28,26,39,15,4,0,3,0,27,238,15,13,17,25,95,95,273,150,345,225,137,67,62,30,200,1741
LGA62010,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,6,9,0,0,0,0,0,3,22,4,0,5,0,9,5,18,27,51,30,24,17,13,8,33,241
LGA62210,0,0,0,0,0,0,0,3,7,3,11,30,32,48,44,24,57,13,3,8,3,3,38,327,16,7,15,35,106,96,266,168,318,193,147,89,54,36,208,1762
LGA62410,0,0,0,0,0,0,3,3,0,0,5,4,18,26,19,23,14,4,6,3,3,0,25,141,7,11,12,14,60,59,176,135,225,124,92,36,26,32,152,1158
LGA62610,0,0,0,0,0,0,25,38,20,14,90,136,220,387,391,347,546,263,110,34,36,7,298,2888,88,41,129,155,460,605,1243,1001,2316,1648,1345,743,522,183,1135,11614
LGA62810,0,0,0,0,0,0,3,7,34,4,34,41,86,123,129,159,345,235,154,57,42,31,177,1647,117,40,86,76,238,283,579,597,1737,1387,1442,1082,1424,1452,1238,11772
LGA63010,0,0,0,0,0,0,5,10,4,3,21,44,61,79,76,65,104,61,15,4,0,0,79,621,40,37,42,60,225,204,514,412,868,588,461,217,154,100,491,4412
LGA63210,0,0,0,0,0,0,0,0,4,0,6,12,20,30,28,23,47,18,7,3,0,0,26,221,14,11,12,24,98,71,215,141,367,197,149,82,45,37,209,1680
LGA63410,0,0,0,0,0,0,3,3,0,0,0,0,5,4,4,0,12,0,5,0,0,0,7,40,0,3,4,0,15,9,25,24,76,45,59,28,32,12,50,382
LGA63610,0,0,0,0,0,0,5,10,12,9,40,49,77,175,163,170,350,173,101,26,17,5,164,1536,56,36,69,60,228,306,717,629,1780,1391,1349,837,884,511,1011,9874
LGA63810,0,0,0,0,0,0,10,6,7,3,12,19,28,63,68,38,81,37,13,7,3,0,53,424,14,19,28,24,114,123,384,238,580,414,305,179,144,76,344,2960
LGA64010,0,0,0,0,0,0,22,37,30,22,120,177,232,449,429,368,592,266,147,42,34,24,346,3279,106,57,184,220,630,748,1648,1260,3053,2108,1757,1034,894,631,1616,15965
LGA64210,5,0,0,0,0,0,3,10,7,4,17,20,55,103,91,93,130,64,37,9,7,0,87,726,30,25,45,30,192,197,621,398,1004,697,587,361,278,125,584,5185
LGA64610,0,0,0,0,0,0,0,10,5,0,13,26,39,65,65,47,79,34,12,5,3,3,60,470,26,13,28,36,138,134,397,287,682,480,349,234,151,75,410,3433
LGA64810,0,0,0,0,0,0,3,8,9,3,12,31,49,97,85,89,142,82,24,13,12,3,67,724,23,18,34,43,128,176,395,308,782,577,483,247,191,70,413,3883
LGA65010,0,0,0,0,0,0,4,7,3,5,10,7,25,30,47,37,48,10,14,0,0,0,31,261,10,14,21,14,79,76,201,128,331,233,164,82,64,43,196,1652
LGA65210,0,0,0,0,0,0,0,0,0,3,7,0,9,8,11,10,10,9,3,0,0,0,19,82,4,4,7,6,45,28,107,67,117,59,46,15,8,13,103,613
LGA65410,0,0,0,0,0,0,4,7,3,6,18,24,45,70,85,88,94,36,16,6,3,8,72,570,27,20,49,35,150,164,499,342,684,423,383,224,151,94,428,3668
LGA65610,0,0,0,0,0,0,7,9,0,3,4,17,17,33,16,23,17,9,4,3,0,0,32,175,5,11,10,20,69,58,108,70,175,120,108,58,58,21,147,1038
LGA65810,0,0,0,0,0,0,4,4,7,3,27,50,45,115,119,84,151,80,36,6,12,3,94,842,43,32,45,65,204,224,712,488,1121,830,705,478,349,246,675,6215
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,0,0,0,0,0,0,17,23,18,11,27,25,47,56,73,75,175,130,90,30,38,19,121,928,40,18,39,37,105,95,161,184,536,664,878,670,766,515,829,5537
LGA70420,0,0,0,0,0,0,11,12,3,15,48,18,35,25,18,35,37,23,10,4,6,0,49,318,10,40,84,21,176,69,75,111,170,113,91,72,62,31,184,1314
LGA70540,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,3,3,4,8,0,5,0,0,0,0,0,0,34
LGA70620,0,0,0,0,0,0,0,3,0,4,39,4,28,21,13,14,31,8,3,0,0,0,16,190,4,6,51,9,141,51,85,90,125,51,31,19,25,10,67,772
LGA70700,0,0,0,0,0,0,8,8,3,3,3,7,4,8,7,7,10,3,4,0,0,0,18,72,6,3,3,4,10,12,20,21,49,25,29,15,18,3,48,271
LGA71000,0,0,0,0,0,0,36,46,33,23,51,83,114,163,163,183,442,355,275,141,123,68,370,2584,136,57,92,103,273,286,539,579,1912,2044,2545,1972,2811,2721,2292,18367
LGA71300,0,0,0,0,0,0,43,54,8,27,129,28,47,37,42,31,66,27,11,3,0,4,201,650,17,67,164,37,243,102,132,143,183,85,49,36,24,5,581,1867
LGA72200,0,0,0,0,0,0,7,14,3,0,14,16,12,13,21,23,66,32,12,12,9,0,56,298,9,13,32,17,52,35,69,82,219,224,272,238,213,129,342,1946
LGA72300,0,0,0,0,0,0,10,12,6,4,9,15,25,29,45,58,134,72,60,26,32,13,76,614,40,15,29,22,94,59,147,173,527,504,688,530,814,727,689,5059
LGA72330,0,0,0,0,0,0,4,7,3,22,68,19,32,23,26,20,27,11,9,0,3,0,59,309,4,64,113,25,142,73,90,73,109,44,30,24,30,11,175,1011
LGA72800,0,0,0,0,0,0,18,22,27,13,33,56,77,99,109,137,247,197,141,56,50,22,138,1398,61,26,41,66,127,150,244,259,820,999,1288,976,1423,1063,1009,8542
LGA73600,0,0,0,0,0,0,3,10,3,19,66,31,33,23,17,23,33,13,3,0,0,0,58,321,9,69,111,48,194,85,102,112,150,74,46,28,22,18,234,1306
LGA74050,0,0,0,0,0,0,0,0,4,18,23,11,9,18,13,10,17,5,0,0,0,3,16,149,8,50,66,18,51,49,52,43,83,23,20,11,13,18,44,546
LGA74550,0,0,0,0,0,0,5,3,11,3,20,3,6,18,13,13,8,6,0,0,0,0,26,126,26,18,29,5,51,34,49,42,46,34,38,28,12,9,105,525
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,13,0,0,0,0,5,3,3,8,17,17,16,8,11,16,24,130
LGA74660,0,0,0,0,0,0,11,11,4,8,53,14,29,13,18,20,26,16,3,3,3,0,53,263,14,50,106,32,154,82,101,114,116,68,64,54,59,34,228,1267
LGA74680,0,0,0,0,0,0,0,4,3,18,45,8,18,24,13,12,17,3,0,0,0,0,9,161,5,36,88,17,81,70,58,51,60,26,17,11,9,7,53,590
LGA79399,0,0,0,0,0,0,19,21,3,0,0,4,3,8,10,9,18,32,13,3,4,4,31,150,10,0,8,4,25,20,37,25,114,149,217,147,226,206,222,1420
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,8,3,4,0,0,0,49,88,157,95,298,413,584,858,885,934,2425,2252,1810,794,803,392,1429,14129,689,295,496,539,1388,1520,3108,3367,10967,10935,13230,11185,16425,16780,9655,100569
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,0,0,0,0,4,4,3,3,3,8,3,10,9,17,25,15,14,3,4,0,30,145,5,7,11,8,25,27,61,67,203,135,118,76,65,53,144,1014
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
