LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA35800,0,0,0,0,0,0,0,0,0,0,3,3,13,0,10,0,33,15,72,85,6,79,21,275,0,12,13,0,20,21,66,0,19,3,0,3,0,31,0,28,17,3,16,0,66,3,0,21,0,8,0,33,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,0,23,8,71,70,9,52,20,230
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,45,18,0,165,0,58,0,3,10,3,77,0,32,0,4,0,0,35,0,55,0,11,6,0,67,0,13,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,16,0,164,3,21,26,3,217
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,13,6,25,38,7,55,34,160,0,0,3,0,16,9,34,0,0,4,0,0,0,3,0,10,15,4,8,0,43,0,0,11,0,3,0,15,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,3,9,42,4,47,11,115
LGA36250,0,0,28,46,0,19,0,4,4,67,99,109,98,20,32,24,376,6872,1473,2945,331,321,216,12153,11,91,160,10,19,103,384,3,113,10,16,7,0,148,16,553,63,34,14,3,682,73,297,154,121,40,6,689,168,97,149,11,7,6,431,394,90,233,73,35,3,833,792,69,466,29,23,7,1378,3138,57,933,13,39,11,4194,2442,4,384,9,11,12,2860,498,0,96,0,3,0,599,152,0,25,0,0,0,180,58,0,17,0,0,0,75,32,0,9,0,0,0,45,54,0,12,0,3,0,66,130,83,121,22,29,28,406,7961,1437,2836,329,235,189,12988
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,20,0,13,36,0,49,22,117,0,4,5,0,31,9,55,0,0,0,0,0,0,7,0,7,3,0,8,0,20,9,3,10,0,3,0,21,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,20,22,23,0,48,9,115
LGA36370,0,0,3,21,0,4,0,12,0,32,96,78,102,28,68,22,390,4793,1217,2195,291,458,231,9183,13,101,163,30,64,120,479,10,115,26,17,4,3,170,54,340,152,34,18,4,599,312,219,216,52,42,8,834,481,99,278,64,39,13,968,1197,85,520,32,72,14,1924,2194,53,578,8,53,14,2906,969,14,260,9,27,10,1285,123,5,41,0,3,0,175,32,0,7,0,4,0,50,10,0,9,3,3,0,23,3,3,3,0,0,0,16,0,0,3,0,0,0,4,8,0,3,0,4,0,10,93,76,81,18,52,18,332,5490,1100,2334,270,395,199,9784
LGA36510,0,0,0,9,0,9,0,3,0,21,30,5,45,3,32,13,129,1539,139,1068,47,264,201,3253,3,11,102,0,62,109,284,0,11,11,0,7,0,27,17,50,44,5,31,0,146,74,22,111,0,15,3,227,106,10,128,8,3,3,260,255,28,182,20,11,3,506,629,10,218,3,30,4,897,528,0,137,0,8,3,684,142,0,52,0,4,0,197,51,0,10,0,0,0,66,20,0,4,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,5,0,0,0,17,29,13,54,0,33,3,125,1871,152,1070,40,207,131,3473
LGA36580,0,0,0,6,0,5,0,0,0,8,18,0,32,0,19,3,78,867,22,633,15,216,81,1838,5,0,58,0,28,71,163,0,0,3,0,12,0,15,7,5,46,0,15,0,67,53,3,101,5,24,0,185,78,3,90,4,34,5,206,282,0,136,4,28,5,450,674,0,138,0,23,4,834,147,0,45,0,5,0,203,16,0,11,0,3,0,33,3,0,3,0,0,0,13,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,27,6,22,0,14,3,75,1301,20,650,19,178,90,2253
LGA36630,0,0,0,7,0,6,0,0,0,15,31,23,28,0,30,16,128,1859,248,786,49,231,141,3323,4,24,116,5,75,100,320,6,21,14,11,14,0,76,62,76,92,24,31,3,282,359,45,183,14,29,8,636,373,21,170,9,10,4,584,671,8,149,11,25,5,875,442,0,87,3,10,3,547,102,0,12,0,3,0,116,8,0,3,0,0,0,6,3,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,11,31,14,41,3,27,3,111,2059,211,869,76,225,133,3573
LGA36660,0,0,3,3,0,5,0,0,0,13,39,11,36,3,21,13,117,1913,197,1086,62,257,152,3675,8,14,104,0,59,100,288,0,23,6,3,13,3,48,52,79,110,27,37,3,304,260,53,199,25,41,12,593,275,15,190,4,19,3,506,819,3,248,3,29,6,1109,563,0,113,0,17,3,693,107,0,40,0,3,0,151,11,0,0,0,3,0,12,3,0,3,0,0,0,7,0,0,3,0,3,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,0,10,21,8,47,5,36,4,122,2117,189,1068,73,270,129,3851
LGA36720,4,0,28,84,0,46,0,5,0,140,236,158,267,35,103,53,852,17575,2249,7644,328,1264,579,29640,31,109,391,25,74,348,983,7,225,29,41,28,3,331,53,836,218,72,54,14,1255,160,419,353,83,141,15,1166,246,136,382,22,102,13,894,902,173,720,33,182,22,2035,4392,168,1609,41,199,31,6436,8163,67,2155,26,156,41,10612,4744,3,839,5,57,20,5658,1298,4,230,0,24,3,1558,427,0,85,5,8,3,518,142,0,36,0,5,0,190,61,3,23,0,13,0,94,73,0,41,0,11,0,129,258,135,255,31,108,56,844,20948,2275,7365,372,1154,573,32695
LGA36820,0,0,0,0,0,5,0,0,0,5,21,14,37,3,38,14,120,863,254,978,74,307,149,2628,5,18,80,3,51,82,236,3,22,10,3,8,0,42,12,60,66,31,19,11,199,60,73,145,21,30,12,339,100,25,158,9,31,3,318,284,13,193,6,22,3,524,354,9,211,3,24,9,610,157,0,50,0,9,0,217,9,0,11,0,0,0,23,0,0,0,0,3,0,5,0,0,3,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,8,16,18,49,5,32,5,127,998,232,969,80,255,129,2661
LGA36910,0,0,5,29,0,27,0,3,0,61,164,104,152,36,98,41,597,9787,1442,4148,327,936,421,17062,25,66,272,27,157,223,767,12,118,38,24,24,4,223,116,470,283,34,72,11,983,629,262,419,74,98,21,1492,850,117,504,28,56,12,1570,2433,121,766,26,168,6,3519,4584,63,964,24,157,26,5816,2552,8,433,3,25,13,3041,398,0,74,0,13,0,490,70,3,18,0,3,0,90,15,4,11,0,0,0,30,0,0,5,0,0,0,16,3,0,0,0,0,0,6,8,0,4,0,4,0,17,138,93,144,23,97,26,524,11834,1333,3934,261,879,340,18583
LGA36950,0,0,0,0,0,0,0,0,0,3,0,17,14,0,32,3,72,9,279,55,39,270,28,674,0,44,10,3,135,21,210,0,14,0,0,3,0,19,0,27,3,10,26,0,68,0,24,7,3,21,0,51,0,17,4,3,3,0,32,0,34,9,25,6,0,75,0,81,3,3,4,4,96,0,16,6,3,8,0,37,0,6,12,0,0,0,19,0,0,3,0,3,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,0,6,0,29,9,3,28,0,75,9,283,72,57,245,33,692
LGA36960,0,0,0,0,0,0,0,0,0,0,0,22,3,19,10,0,47,0,553,5,240,71,13,878,0,139,3,15,50,10,227,0,87,0,4,5,0,97,0,276,0,22,3,0,295,0,228,0,14,0,5,243,0,5,0,0,0,0,5,0,5,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,3,5,11,0,64,0,781,6,63,72,18,942
LGA37010,0,0,20,65,0,43,0,7,0,120,198,208,174,27,132,30,773,13064,2925,4674,282,2030,359,23348,31,161,217,9,52,175,641,11,239,24,16,4,0,281,96,811,206,45,40,13,1211,484,557,360,84,63,20,1571,898,232,418,13,92,10,1662,2613,282,808,26,999,24,4748,5678,178,1426,24,335,25,7667,4737,31,858,25,111,22,5782,772,0,193,0,47,3,1017,217,6,63,0,12,0,297,44,3,31,0,15,0,99,22,3,9,3,4,0,42,9,0,14,0,4,0,27,40,3,23,0,3,0,75,200,146,155,34,84,42,665,15855,2655,4804,278,1869,334,25791
LGA37300,0,0,0,0,0,4,0,3,0,4,21,3,3,0,44,0,70,162,16,49,3,403,26,658,8,25,3,0,143,9,191,0,0,0,0,4,0,5,0,0,3,0,8,0,13,5,0,0,0,13,0,14,3,0,0,0,7,0,10,0,0,0,0,16,0,20,11,0,3,0,27,0,39,16,0,3,0,15,0,31,46,0,4,0,22,0,74,52,0,4,0,30,3,91,59,0,8,0,20,0,83,46,0,4,0,7,0,55,25,0,0,0,4,0,26,0,0,0,0,3,0,4,20,0,6,0,36,0,59,285,29,45,0,359,18,726
LGA37310,0,0,0,4,0,3,0,4,0,16,52,17,71,7,95,13,249,1406,234,999,96,590,295,3615,9,10,172,5,215,159,571,3,19,15,0,36,3,77,70,96,117,23,76,3,381,386,60,172,27,51,8,698,354,19,181,13,41,9,624,607,14,187,4,37,3,848,514,0,114,0,18,4,651,111,0,47,0,5,4,175,9,0,9,0,0,0,20,4,0,0,0,0,0,7,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,3,0,15,52,5,49,7,79,9,200,2135,225,1060,81,560,199,4259
LGA37340,3,0,6,37,0,35,0,14,0,95,63,26,59,10,114,11,283,2094,346,1056,134,651,163,4443,6,20,68,3,103,70,275,3,29,8,3,21,0,62,35,103,70,19,33,3,270,140,80,109,58,31,6,426,196,23,87,10,31,5,355,457,29,153,23,55,6,724,718,10,185,6,40,3,958,592,0,138,0,26,6,756,157,0,50,0,7,0,212,37,0,15,0,9,0,59,10,0,3,0,10,0,24,11,0,5,0,10,0,17,3,0,3,0,8,0,9,5,0,13,0,8,0,27,43,12,45,8,55,5,170,2408,302,950,133,439,115,4349
LGA37400,0,0,0,0,0,0,0,0,0,0,0,4,3,0,14,0,22,9,43,59,3,53,29,187,0,13,12,0,20,19,60,0,5,0,0,0,0,10,0,6,6,0,10,0,27,0,0,18,5,3,0,31,0,0,6,0,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,10,3,36,53,10,46,20,167
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,160,6,22,24,3,213,0,31,0,0,14,0,51,0,19,0,0,0,0,21,0,104,0,0,3,3,113,0,45,0,0,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,210,0,9,18,3,238
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,6,0,69,0,7,0,3,10,0,19,0,12,0,3,0,0,13,0,29,0,10,0,0,35,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,16,10,0,75
LGA37600,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,286,4,53,14,14,370,0,10,3,0,17,3,28,0,26,0,4,0,0,29,0,135,0,6,0,0,143,0,159,0,17,3,0,178,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,336,5,32,20,3,400
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,3,0,29,28,0,18,0,3,0,51,44,24,63,8,16,13,168,2721,515,1307,324,230,76,5173,18,49,78,13,7,17,190,0,106,3,7,0,0,120,11,143,23,59,3,0,235,67,68,56,85,7,0,280,50,17,52,30,3,0,152,156,38,66,26,0,0,283,573,23,212,23,14,7,846,1180,12,319,8,20,6,1539,717,3,183,7,19,4,932,211,0,64,4,14,3,298,85,0,33,0,5,0,123,39,0,14,0,3,0,58,24,0,9,0,0,0,34,24,0,20,0,5,0,53,44,31,54,14,6,12,149,3188,495,1194,268,104,48,5306
LGA40120,0,0,4,3,0,3,0,0,0,9,4,4,31,13,7,6,63,648,60,713,60,88,77,1645,3,8,79,0,15,34,139,0,3,5,6,0,0,15,4,16,34,17,12,0,82,21,5,48,9,5,0,93,13,0,60,10,9,0,88,58,12,69,4,11,3,152,225,3,161,0,10,3,404,231,0,110,3,0,0,342,80,0,35,0,0,0,114,39,0,14,0,0,0,49,17,0,3,0,0,0,23,11,0,0,0,0,0,10,3,0,0,0,0,0,6,5,0,5,0,0,0,11,11,0,26,4,10,5,62,705,48,656,56,67,51,1584
LGA40220,0,0,0,5,0,10,0,0,0,13,13,13,20,4,15,0,63,922,164,721,82,108,64,2064,3,5,59,7,15,50,145,0,25,7,6,3,0,45,9,55,41,9,24,0,133,49,42,108,18,18,3,233,70,12,99,14,10,0,200,320,10,167,6,6,6,510,445,4,170,0,16,3,635,111,0,34,0,3,3,159,11,0,9,0,0,0,24,7,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,11,7,22,3,12,7,65,1035,168,728,66,103,68,2163
LGA40250,0,0,0,0,0,0,0,0,0,0,0,22,0,3,19,0,49,0,190,3,155,114,17,479,0,91,0,15,67,35,206,0,167,0,35,3,0,207,0,6,0,3,0,0,14,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7,17,0,59,0,308,3,64,89,37,494
LGA40310,0,0,3,3,0,6,0,0,4,12,10,0,15,12,15,5,59,749,125,530,117,120,60,1704,0,4,40,4,23,50,122,0,7,3,14,5,0,30,10,36,29,27,21,3,116,36,32,57,34,14,3,176,74,9,79,12,6,0,186,196,13,128,6,11,3,353,362,8,146,0,7,4,528,131,0,31,0,0,0,165,14,0,4,0,3,0,15,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,18,10,19,14,13,3,74,832,122,541,117,102,61,1774
LGA40430,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,13,71,4,97,3,18,17,208,0,0,33,0,3,3,37,0,3,9,0,0,0,10,11,0,15,0,3,0,27,20,0,30,0,3,0,56,18,0,19,0,0,0,35,20,0,4,0,0,0,24,6,0,5,0,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,76,4,113,0,15,6,213
LGA40520,0,0,0,3,0,0,0,0,0,3,12,21,10,3,9,0,58,522,316,316,31,125,41,1355,4,11,30,9,11,32,95,0,44,6,6,4,0,67,28,86,60,3,26,0,205,202,64,115,12,25,7,428,97,15,54,4,9,0,179,143,5,29,0,4,0,184,52,0,13,0,0,0,64,15,0,3,0,0,0,23,3,0,0,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,23,20,0,16,3,64,555,247,336,34,110,42,1331
LGA40700,0,0,11,16,0,13,0,0,0,34,26,19,44,9,11,4,114,1985,158,1289,70,58,92,3656,5,16,90,8,6,57,177,4,30,5,16,0,0,58,9,66,48,13,9,4,155,39,16,83,11,4,0,149,50,3,58,0,0,0,121,284,9,147,4,6,0,454,696,0,290,3,18,3,1012,491,0,226,0,14,8,736,331,0,122,0,0,0,459,135,0,57,0,0,0,195,72,0,17,0,0,0,95,36,0,10,0,0,0,50,18,0,0,0,0,0,25,28,0,9,0,0,0,41,34,10,28,11,7,7,101,2244,153,1197,74,77,78,3818
LGA40910,0,0,0,8,0,10,0,0,0,15,33,54,52,27,5,16,184,1996,802,1581,223,156,107,4869,11,38,92,15,3,51,207,0,137,0,21,3,7,165,10,249,72,42,17,5,400,43,101,97,42,10,3,302,68,31,97,19,11,0,229,337,46,227,14,27,6,661,884,29,455,9,42,16,1428,779,18,329,6,19,3,1154,173,0,58,3,0,3,241,36,0,20,0,4,0,59,8,0,7,0,0,0,18,3,0,3,0,0,0,5,3,0,0,0,0,0,4,7,0,0,0,0,0,10,36,38,63,19,7,6,179,2399,697,1524,191,147,92,5057
LGA41010,0,0,0,0,0,0,0,0,0,0,3,8,8,5,15,0,39,97,140,128,52,90,20,532,0,12,15,11,17,13,74,0,37,3,7,3,0,48,5,17,20,5,14,0,60,8,18,19,10,11,0,73,14,11,21,0,9,0,48,30,8,26,3,5,3,87,44,7,16,0,3,0,73,12,0,4,0,0,0,20,3,0,7,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,3,4,3,32,10,39,6,97,121,124,162,55,118,24,594
LGA41060,0,0,11,18,0,16,0,8,0,35,62,255,113,39,33,23,532,4495,3843,3903,467,450,256,13415,14,247,176,21,13,112,579,16,626,19,83,8,12,771,42,1168,135,83,23,10,1461,118,525,251,117,26,6,1050,195,182,259,33,32,6,709,845,247,644,39,83,12,1872,1843,252,1081,51,106,14,3353,2068,60,875,10,62,12,3082,542,4,198,0,3,7,758,180,7,55,0,3,3,251,70,3,24,3,0,0,99,29,6,10,0,0,0,38,15,0,6,0,0,0,27,12,4,7,0,0,0,30,93,168,108,47,34,26,481,6085,3504,3854,496,400,222,14557
LGA41140,0,0,0,3,0,3,0,0,0,3,5,12,18,0,15,0,48,294,111,268,35,96,42,846,0,3,30,0,11,31,77,0,19,3,0,3,0,29,13,35,19,18,6,3,96,38,16,39,18,21,3,128,37,16,48,3,9,0,113,115,8,48,3,13,0,174,82,4,37,3,0,0,129,25,0,6,0,0,0,39,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,6,12,3,9,0,43,308,114,253,44,77,37,839
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,16,7,22,86,3,35,13,169,0,0,15,0,7,12,40,0,5,0,0,3,0,3,0,8,12,0,3,0,19,6,8,21,3,5,0,43,3,0,16,0,0,0,19,0,0,3,0,7,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,9,0,3,0,12,15,17,76,9,31,16,168
LGA41330,0,0,0,0,0,0,0,0,0,0,0,3,9,0,10,0,18,76,44,71,7,56,14,271,0,0,15,0,8,13,39,0,0,3,0,6,0,14,21,16,21,0,10,0,61,29,6,18,4,3,0,61,11,3,13,0,0,0,25,5,4,4,0,0,0,16,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,7,6,3,34,73,42,82,18,36,14,265
LGA41560,0,0,0,3,0,0,0,0,0,3,20,22,14,0,10,0,67,578,252,394,60,89,33,1411,4,7,39,8,8,32,97,0,65,3,3,0,3,76,17,57,52,12,11,0,152,92,55,81,11,12,3,253,81,21,63,3,12,3,179,321,12,97,3,14,9,455,197,3,49,0,3,0,262,37,0,12,0,0,0,51,3,0,0,0,0,0,5,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,15,16,0,16,3,61,771,237,412,47,89,59,1608
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,14,3,16,64,0,25,21,123,0,0,9,0,5,17,35,0,3,0,0,0,0,5,0,0,16,0,0,0,15,0,0,9,0,0,0,10,0,0,8,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,10,0,8,47,0,28,17,98
LGA41830,0,0,0,0,0,5,0,0,0,7,0,3,0,0,9,0,12,29,37,44,4,36,11,156,0,5,10,13,6,12,39,0,11,0,0,0,0,11,0,11,11,3,4,0,32,11,11,17,0,3,0,40,11,0,7,0,3,0,19,15,0,4,0,0,0,21,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,13,41,33,55,17,29,10,194
