LGA_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
LGA37340,11,0,7,5,3,6,3,0,0,0,4,3,40,8,4,15,3,0,0,4,4,0,0,0,3,42,65,11,90,33,5,5,3,0,0,0,4,18,238,61,30,134,51,20,4,10,3,0,0,4,14,321,12,9,37,15,3,7,5,9,3,0,3,7,109,60,15,132,127,43,45,28,9,4,0,4,23,515,27,4,62,86,36,25,12,4,3,3,11,20,290,38,8,36,74,28,36,26,17,3,0,12,17,294,55,15,78,132,59,80,52,22,12,5,17,18,555,26,6,31,72,34,45,31,17,6,6,20,16,311,49,3,33,82,35,43,50,43,4,0,24,23,396,18,4,15,18,11,14,29,19,8,3,21,13,171,15,0,12,7,6,8,17,15,3,4,30,11,134,8,0,0,4,0,8,6,15,5,0,22,4,84,3,0,0,0,0,0,5,4,3,0,27,6,49,34,6,37,41,32
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,17,0,4,0,0,0,0,0,0,0,0,3,21,11,3,4,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,4,14,8,7,0,0,0,0,0,0,0,0,3,26,10,0,8,0,0,0,0,0,0,0,0,3,18,3,0,0,0,0,0,0,0,0,0,0,0,10,8,3,6,3,0,0,0,0,0,0,0,4,17,5,4,6,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
LGA37550,4,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,0,0,0,0,0,0,0,0,0,14,17,3,3,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,0,14,11,4,0,0,0,0,0,0,0,0,0,0,16,4,0,6,4,0,0,0,0,0,0,0,4,16,7,4,3,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,3,16,8,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,0,0,0,6,8,7,3,0,0,0,0,0,0,0,0,0,18,15,18,4,0,0,0,0,0,0,0,0,4,44,14,21,0,0,0,0,0,0,0,0,0,5,38,20,19,4,0,0,0,0,0,0,0,0,4,41,24,40,6,0,0,0,0,0,0,0,0,6,76,6,20,0,0,0,0,0,0,0,0,0,4,35,14,29,7,0,0,0,0,0,0,0,0,0,46,3,6,3,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,14,0,10,63,27,31,85,57,14,3,5,18,332,30,12,8,16,4,12,17,13,5,0,5,4,125,200,35,36,27,11,13,13,14,7,0,10,26,401,87,31,39,38,19,16,13,11,3,0,5,10,269,6,3,11,6,4,7,6,0,4,0,0,3,57,38,16,44,54,36,37,38,13,3,3,5,10,300,17,7,30,57,27,44,24,19,0,0,7,6,233,15,3,18,46,36,48,41,12,11,0,9,6,254,4,3,10,61,49,104,101,30,4,3,7,10,387,3,0,10,18,29,53,68,30,11,0,7,11,243,0,0,6,19,32,70,107,35,3,0,4,4,293,3,0,0,12,20,42,59,34,4,0,0,3,176,9,0,0,8,10,20,80,43,13,12,12,10,208,3,0,0,0,3,7,15,32,8,4,3,0,82,0,0,0,0,0,0,0,12,3,0,5,0,24,4,6,15,22,21
LGA40120,5,0,4,0,0,0,5,0,0,0,0,0,16,8,0,4,4,3,6,0,0,0,0,0,3,23,32,15,13,14,4,5,0,0,0,0,0,0,92,34,13,38,36,9,9,3,0,0,0,0,3,143,7,0,12,10,4,3,4,0,0,0,0,3,40,35,11,44,79,31,32,4,4,3,0,0,13,260,21,5,28,49,24,21,3,3,0,0,3,0,150,10,0,21,34,31,17,10,7,0,0,0,0,138,23,5,16,49,41,37,14,5,0,0,0,3,198,7,3,15,20,24,17,17,3,0,0,0,3,108,12,0,14,23,28,28,22,11,0,0,0,3,144,7,0,3,7,7,13,8,8,0,0,0,3,51,0,0,0,6,4,5,10,4,10,0,0,0,45,0,0,0,0,0,3,4,4,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,3,8,8,0,13,32,22
LGA40220,3,0,0,11,3,0,0,0,0,0,0,0,20,11,0,4,8,0,3,0,0,0,0,0,3,25,58,14,34,30,4,6,0,0,0,0,0,5,160,39,24,68,99,5,20,0,0,0,0,0,8,263,13,0,34,37,3,0,0,0,0,0,0,3,90,20,13,87,131,33,6,0,0,0,0,0,9,297,15,3,21,93,15,3,0,0,0,0,0,6,163,21,4,10,58,17,3,0,5,0,0,0,5,122,26,13,27,74,24,16,3,0,0,0,7,8,193,9,0,4,25,6,9,6,0,0,0,0,0,58,5,0,6,23,15,9,0,0,0,0,0,8,66,6,0,0,4,5,4,0,0,0,0,0,0,25,0,0,0,6,0,7,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,35,13
LGA40250,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,3,18,26,0,0,0,0,0,0,0,0,0,0,0,29,48,0,0,0,0,0,0,0,0,0,0,6,59,26,0,0,0,0,0,0,0,0,0,0,5,26,34,3,0,0,0,0,0,0,0,0,0,9,48,72,0,0,0,0,0,0,0,0,0,0,10,81,27,0,0,0,0,0,0,0,0,0,0,3,37,28,3,3,0,0,0,0,0,0,0,0,6,33,20,3,0,0,0,0,0,0,0,0,0,3,25,12,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0
LGA40310,4,0,3,0,0,0,0,0,0,0,0,4,17,8,3,14,7,3,0,0,0,0,0,0,0,31,42,7,21,15,3,4,0,0,0,0,0,6,92,40,11,50,47,4,11,3,0,0,0,3,9,170,7,3,16,14,4,0,0,0,0,0,0,3,54,23,11,51,97,19,4,3,0,0,0,3,8,225,15,6,32,61,20,7,4,0,0,0,0,3,156,14,3,18,65,20,15,3,0,0,0,0,0,139,16,7,30,93,30,20,6,0,0,0,0,5,209,10,0,16,39,23,8,0,0,4,0,0,7,116,8,3,15,20,18,19,8,0,0,0,0,0,96,8,0,3,11,12,5,0,0,0,0,0,0,38,5,0,0,3,0,6,6,3,0,0,0,0,31,3,0,0,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,15,28,18
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,4,12,3,0,0,0,0,0,0,0,0,23,8,10,18,0,0,0,0,0,0,0,0,3,39,0,4,4,0,0,0,0,0,0,0,0,4,18,7,3,12,9,0,0,0,0,0,0,0,0,29,5,0,4,0,0,0,0,0,0,0,0,0,12,8,0,6,0,0,0,0,0,0,0,0,0,16,10,0,5,0,0,0,0,0,3,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0
LGA40520,3,4,3,0,0,0,0,0,0,0,0,0,12,6,0,11,3,0,3,0,0,0,0,0,0,28,89,13,45,13,3,0,0,0,0,0,7,8,171,48,19,75,14,0,0,0,0,0,0,3,4,167,12,5,37,10,0,0,0,0,0,0,3,0,65,22,17,114,47,7,3,0,0,0,0,0,6,220,15,3,59,23,0,0,0,0,0,0,0,6,110,15,7,46,41,0,0,0,0,0,0,0,4,113,8,13,66,42,0,0,0,0,0,0,0,3,139,6,5,14,20,3,3,0,0,0,0,0,3,51,9,4,18,23,0,3,0,0,0,0,0,0,65,8,0,9,3,0,0,0,0,0,0,0,0,19,5,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,19,0
LGA40700,5,0,15,16,15,9,16,9,0,3,0,3,99,13,3,9,13,0,9,3,3,3,0,0,0,50,83,13,41,34,11,12,5,3,0,0,3,12,219,82,10,79,86,43,22,10,3,0,0,0,14,357,5,0,16,15,12,8,9,0,3,0,0,0,71,35,9,68,112,51,42,27,4,0,0,3,10,367,12,7,47,111,54,43,22,7,0,7,0,4,307,12,0,24,85,47,49,27,16,0,0,0,3,269,22,3,36,98,70,80,65,27,11,0,4,12,420,14,3,11,38,43,46,43,23,7,0,3,0,233,10,0,11,48,41,55,70,36,11,0,3,4,301,5,0,8,24,15,24,29,22,11,3,3,6,147,9,0,3,11,8,24,30,37,25,8,9,4,166,0,0,0,0,0,8,23,26,13,10,8,0,83,3,0,0,0,0,0,4,8,3,3,0,0,22,11,0,9,26,31
LGA40910,13,0,15,25,7,9,9,4,0,0,0,13,97,29,14,16,21,12,14,3,3,0,0,0,6,117,201,54,73,68,27,20,13,0,0,3,4,14,469,155,70,108,118,26,29,10,0,0,0,9,14,525,23,15,60,44,19,4,5,3,0,0,0,7,182,50,24,118,226,117,83,18,0,0,0,0,19,666,15,8,69,141,66,48,15,6,0,0,0,3,363,20,4,38,126,66,44,17,3,0,0,0,5,324,23,9,49,158,99,102,28,10,3,0,3,10,489,13,0,19,55,58,66,20,3,0,0,0,0,226,16,0,17,53,72,78,39,10,0,0,0,3,287,0,0,3,24,15,33,17,9,0,0,0,3,108,6,0,3,13,6,8,11,4,0,0,0,0,52,5,0,3,3,3,10,11,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,18,4,28,85,59
LGA41010,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,0,0,0,0,0,0,0,0,12,29,4,10,0,0,0,0,0,0,0,0,3,46,19,7,9,3,0,0,0,0,0,0,0,0,34,8,8,6,3,0,0,0,0,0,0,0,0,30,13,7,25,5,3,0,0,0,0,0,0,5,63,9,3,17,7,0,0,0,0,0,0,0,0,39,15,13,19,10,0,0,0,0,0,0,3,5,63,10,7,11,15,4,0,0,3,0,0,0,3,58,18,7,5,4,4,0,0,0,0,0,0,3,43,10,4,8,9,0,0,0,0,0,0,0,3,28,4,0,3,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,12,0
LGA41060,30,15,18,42,13,18,14,0,0,0,5,17,169,112,45,52,30,23,11,5,3,0,0,8,18,304,961,193,221,127,43,25,5,3,5,5,39,99,1718,537,253,313,215,87,56,7,5,3,0,24,68,1561,69,65,271,96,32,28,7,0,0,0,0,21,584,165,107,478,504,182,120,44,7,5,0,11,50,1664,53,34,246,432,149,108,34,9,0,0,3,17,1079,41,29,167,340,151,139,36,4,3,3,0,17,932,49,22,173,418,241,244,84,14,10,0,3,22,1279,18,6,57,190,127,138,56,19,7,0,0,3,617,25,4,39,178,126,184,86,30,11,0,3,13,703,14,0,12,49,61,84,49,11,4,0,3,3,297,3,0,14,21,11,37,57,18,10,3,7,6,183,4,0,0,8,5,18,18,16,3,0,3,0,76,0,0,0,3,0,3,4,3,3,0,0,0,23,63,48,104,163,113
LGA41140,6,0,5,0,0,0,0,0,0,0,0,0,9,3,3,5,3,0,0,0,0,0,0,0,7,17,47,3,8,7,0,0,0,0,0,0,0,3,70,36,12,37,15,0,0,0,0,0,0,0,3,94,8,4,15,12,0,0,0,0,0,0,0,0,35,27,7,45,29,3,0,0,0,0,0,0,3,114,22,3,27,23,0,0,0,0,0,0,0,0,79,9,3,19,19,3,0,0,0,0,0,0,0,54,15,3,24,34,3,4,4,0,0,0,0,4,92,4,3,11,12,0,5,0,0,0,0,0,0,42,11,0,4,16,10,0,0,0,0,0,0,3,44,3,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,18,0
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,7,8,8,3,3,0,0,0,0,0,0,0,0,24,8,0,3,0,0,0,0,0,0,0,0,0,5,10,0,0,4,0,0,0,0,0,0,0,3,14,6,0,0,3,0,0,0,0,0,0,0,0,11,9,3,9,0,0,0,0,0,0,0,0,0,23,15,3,5,0,0,0,0,0,0,0,0,3,26,8,0,3,0,0,0,0,0,0,0,0,4,14,3,0,6,6,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0
LGA41330,9,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,4,6,8,5,3,0,0,0,0,0,0,0,0,3,27,10,3,7,0,0,0,0,0,0,0,0,4,22,0,3,9,0,0,0,0,0,0,0,0,3,14,11,3,10,3,0,0,0,0,0,0,0,0,23,0,3,6,0,0,0,0,0,0,0,0,0,10,7,0,8,8,0,0,0,0,0,0,0,0,24,8,6,12,0,0,0,0,0,0,0,0,0,25,8,3,4,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,5,0
LGA41560,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,3,0,0,0,0,0,0,0,3,24,75,14,52,15,0,0,0,0,0,0,5,8,162,57,8,60,19,0,0,0,0,0,0,0,7,155,9,3,49,7,0,0,0,0,0,0,0,0,77,31,11,87,58,0,0,0,0,0,0,0,7,201,13,3,47,26,0,0,0,0,0,0,0,0,97,14,0,35,25,0,0,0,0,0,0,0,5,82,12,4,41,40,11,3,0,0,0,0,0,0,122,3,0,9,12,3,0,0,0,0,0,0,3,35,0,3,6,21,10,4,0,0,0,0,0,0,49,3,0,0,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,22,18,3
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,18,6,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,11,8,0,4,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,9,7,0,4,3,4,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,9,3,0,0,0,0,0,0,0,0,13,4,0,9,0,0,0,0,0,0,0,0,3,12,3,7,4,0,0,0,0,0,0,0,0,0,9,0,3,8,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,0,0,0,0,0,0,0,0,3,19,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,10,4,0,4,4,0,0,0,0,0,0,0,0,12,4,0,3,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
LGA42030,0,0,4,3,3,0,0,0,0,0,0,0,15,15,0,11,9,4,0,0,0,0,0,0,0,45,117,20,25,34,7,3,0,0,0,0,0,8,227,67,38,58,80,8,6,0,0,0,0,3,13,274,9,11,51,25,7,3,0,0,0,0,0,3,116,19,27,79,136,32,20,0,0,0,0,0,8,326,7,9,28,71,29,18,3,0,0,0,0,5,166,6,10,17,80,24,14,0,0,3,0,3,0,166,5,0,19,79,50,39,3,0,0,0,0,3,207,5,0,4,26,19,19,0,0,0,0,0,5,86,0,0,3,24,17,29,5,0,0,0,0,0,86,0,0,3,6,11,8,0,0,0,0,0,0,37,0,0,0,4,6,5,0,0,0,0,0,3,16,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,17,37,23
LGA42110,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,24,3,9,3,0,0,0,0,0,0,0,4,35,20,4,14,8,0,0,0,0,0,0,0,0,47,6,0,9,0,0,0,0,0,0,0,0,0,27,18,3,20,3,0,0,0,0,0,0,0,3,53,11,4,13,0,0,0,0,0,0,0,0,0,25,13,4,6,4,0,0,0,0,0,0,0,0,29,7,0,16,3,0,0,0,0,0,0,3,0,35,3,0,7,3,0,0,0,0,0,0,0,0,14,7,0,0,3,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,3,0
