LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA53780,1701,549,262,9465,4468,3408,4383,2101,1324,15680,109,42,61,26,28,264,9651,5935,6191,2691,1635,26099,0,0,0,0,0,0,13,0,0,0,0,22,156,19,11,3,3,188,336,152,60,19,13,579,21,11,15,9,3,64,12,0,3,4,0,18,535,190,87,36,22,868,0,0,0,0,0,7,14,0,0,0,0,15,112,25,7,3,0,141,219,94,60,11,4,388,15,9,11,8,3,38,0,4,3,0,0,6,362,128,78,25,5,598,7,0,0,0,0,7,12,0,0,0,0,12,3,0,0,0,0,7,8,4,5,0,0,18,3,0,3,0,0,5,3,0,0,0,0,3,30,11,10,0,0,49,5,0,0,0,0,6,10588,6259,6364,2754,1661,27621,8,4,3,0,6,20,25,5,6,8,4,57,377,96,49,12,13,546,4201,2337,1782,637,322,9283,4617,3760,4617,2450,1625,17066,133,61,52,34,41,329,9366,6265,6507,3142
LGA53800,680,230,117,3793,1479,881,1143,610,339,4454,48,14,22,8,14,96,3793,1847,1883,867,472,8865,0,0,0,0,0,0,6,0,0,0,0,11,107,13,10,3,3,136,70,35,23,8,8,138,3,8,3,0,0,12,7,0,3,3,0,11,191,61,40,11,6,318,0,0,0,0,0,0,8,0,0,0,0,8,95,22,9,0,0,126,79,25,8,3,0,118,3,5,3,3,0,9,6,0,0,0,0,4,184,48,24,5,3,268,8,0,0,0,0,10,49,4,0,0,0,55,19,8,0,3,0,31,3,3,0,0,0,12,5,0,0,0,0,3,5,3,0,0,0,4,90,12,3,4,0,117,0,0,0,0,0,0,4268,1972,1949,885,486,9567,3,0,0,4,0,7,36,10,3,0,0,48,289,69,32,7,3,399,1814,732,562,195,85,3401,1802,1025,1262,607,303,4998,76,14,13,15,15,128,4017,1849,1880,822
LGA53920,42,30,110,279,10,13,7,9,53,102,3,0,0,4,3,10,101,70,64,50,181,469,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,13,8,0,0,0,0,13,4,0,0,0,0,3,3,3,0,0,0,6,0,0,0,3,3,4,0,0,0,0,0,0,19,10,0,6,6,43,4,3,0,0,3,13,136,81,68,61,187,538,3,0,0,0,0,3,5,3,3,0,0,16,14,4,9,3,7,43,57,40,48,30,66,241,20,12,8,10,31,85,3,6,0,0,0,12,98,61,78,52
LGA53990,294,92,34,1773,1400,844,1066,523,200,4034,33,4,10,4,0,57,2589,1251,1391,620,239,6092,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,31,29,4,0,0,0,44,3,0,3,0,0,9,0,0,0,0,0,0,62,15,3,4,3,86,0,0,0,0,0,0,0,0,0,0,0,4,17,3,12,0,0,26,14,12,3,0,0,35,5,0,0,0,0,3,3,0,0,0,0,3,37,23,17,0,0,79,5,0,0,0,0,5,15,0,0,0,0,15,11,3,0,0,0,15,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,11,38,7,0,0,0,47,6,0,0,0,0,6,2742,1286,1414,623,243,6309,3,0,0,0,0,3,17,0,0,0,0,21,127,39,17,5,3,194,1020,365,295,80,25,1784,1686,934,1254,583,271,4726,41,16,12,4,0,75,2889,1355,1573,675
LGA54060,71,21,4,419,171,75,86,66,19,426,4,0,3,0,0,7,472,164,173,94,23,921,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,5,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,9,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,24,0,0,0,0,0,0,510,164,177,98,27,978,0,0,0,0,0,0,7,0,0,0,0,4,39,4,4,0,0,46,267,73,57,18,3,405,210,84,89,56,19,463,5,3,0,0,0,4,525,160,147,73
LGA54130,27,13,0,118,54,27,27,15,3,123,0,0,0,0,0,0,113,54,57,28,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,124,57,57,28,3,268,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,23,62,21,22,7,0,109,63,17,20,19,3,131,0,0,0,0,0,3,139,47,46,31
LGA54170,1940,370,91,10749,9044,6184,8905,3683,1203,29013,113,38,31,16,10,205,15288,8853,10912,4083,1304,40444,0,0,0,0,0,0,12,3,0,0,0,18,148,16,3,3,0,171,658,237,108,18,0,1021,102,52,54,20,12,231,12,4,0,0,0,16,930,307,169,41,9,1462,0,0,0,0,0,0,51,4,0,0,0,54,266,39,14,3,0,314,212,71,27,12,0,321,16,14,7,8,3,48,9,0,0,0,0,5,549,128,55,20,3,756,0,0,0,0,0,0,15,0,0,0,0,15,27,0,0,0,0,30,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,50,4,3,0,0,53,5,0,0,0,0,6,16816,9292,11145,4141,1320,42719,3,3,0,0,0,9,31,9,6,3,0,52,306,68,41,11,3,423,5267,2369,1895,362,72,9971,9634,6166,8852,3681,1130,29462,177,61,45,12,9,308,15414,8682,10837,4070
LGA54200,866,195,60,4797,3066,1873,2253,1155,536,8885,67,23,16,6,3,119,6154,3021,3168,1364,599,14309,0,0,0,0,0,0,10,0,0,0,0,12,76,8,3,0,0,88,118,43,17,3,3,184,32,15,24,13,3,90,5,0,0,0,0,5,241,66,41,22,9,378,0,0,0,0,0,0,3,0,0,0,0,5,23,3,3,0,0,26,35,6,0,0,0,37,0,0,0,0,0,3,3,0,0,0,0,5,67,13,3,3,0,83,3,0,0,0,0,6,3,0,0,0,0,3,17,0,0,0,0,17,3,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,4,32,0,0,0,0,38,3,0,0,0,0,3,6496,3098,3208,1387,606,14803,7,0,0,0,0,14,34,3,0,4,0,42,368,64,29,8,0,472,2573,1074,855,212,77,4795,3305,1935,2492,1245,570,9553,89,30,16,10,7,156,6380,3107,3402,1484
LGA54280,543,170,92,2642,809,625,881,535,272,3126,41,16,16,11,7,96,2331,1326,1479,738,380,6248,0,0,0,0,0,4,19,4,0,3,0,26,64,34,11,4,3,126,146,93,52,18,14,318,8,5,5,5,11,43,11,0,3,0,0,11,245,138,76,33,30,525,0,0,0,0,0,0,28,3,0,0,0,29,60,28,14,5,0,105,74,40,32,13,3,155,8,9,4,6,0,22,8,0,0,0,0,10,176,77,44,23,3,325,15,0,0,0,0,22,42,3,0,0,0,44,9,7,0,3,0,14,10,3,3,0,0,10,3,0,0,0,0,7,0,3,0,0,0,3,73,13,7,3,3,98,6,3,3,0,0,17,2831,1559,1609,788,413,7204,0,0,0,0,0,3,19,0,3,0,0,26,171,52,21,10,3,261,1137,584,545,163,84,2508,906,682,897,521,271,3284,27,11,6,5,4,64,2267,1335,1473,698
LGA54310,428,114,71,1555,326,303,574,298,156,1649,10,6,12,6,5,41,1000,682,1022,419,246,3364,0,0,0,0,0,0,22,0,0,0,0,24,85,27,9,4,0,129,77,72,29,9,4,199,7,3,12,0,7,30,6,3,3,0,0,11,200,110,52,15,14,392,0,0,0,0,0,0,14,5,0,0,0,23,39,10,3,0,0,56,14,8,3,0,4,27,3,4,3,0,0,7,0,0,0,0,0,0,73,26,12,6,3,117,31,4,3,3,0,44,99,8,8,0,0,110,6,8,7,0,0,25,14,0,0,0,0,18,7,0,0,0,0,9,14,0,0,0,0,14,176,22,20,4,7,223,4,3,3,3,0,12,1454,838,1103,447,266,4110,4,3,0,0,0,10,15,4,0,0,0,18,89,33,16,4,0,133,712,415,378,114,64,1685,498,439,747,418,188,2294,14,11,13,6,3,39,1327,903,1157,541
LGA54340,90,50,25,514,119,61,72,66,49,371,8,0,0,3,6,19,456,174,167,118,81,993,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,12,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,3,21,0,0,0,0,0,0,3,0,0,0,0,3,7,3,11,0,0,20,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,473,186,181,125,87,1051,0,0,0,0,0,0,4,0,0,0,0,8,56,12,12,0,0,81,232,81,71,37,18,445,142,64,71,41,41,359,7,3,0,3,0,11,439,162,150,75
LGA54410,30,13,3,141,40,20,18,18,13,108,3,0,0,0,0,4,143,46,58,27,17,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,150,49,62,27,17,304,0,0,0,0,0,0,6,0,0,0,0,6,25,3,0,0,0,31,75,28,14,6,10,134,44,20,28,17,10,119,7,0,0,0,0,10,161,54,42,25
LGA54480,8,7,0,66,32,9,20,14,0,83,0,0,0,0,0,0,72,17,34,21,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,79,17,34,25,0,154,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,32,11,12,3,0,62,19,15,20,12,3,68,0,0,0,0,0,3,51,31,29,15
LGA54550,41,15,5,241,99,40,62,22,12,235,3,0,0,0,0,3,283,93,102,35,16,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,292,95,107,37,18,549,0,0,0,0,0,0,3,0,0,0,0,4,22,3,3,0,0,31,133,46,43,13,3,236,101,32,61,30,5,229,5,0,0,0,3,7,269,76,106,42
LGA54620,20,6,5,104,54,10,24,11,3,105,0,0,0,0,0,0,119,33,49,25,12,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,119,32,49,25,12,234,0,0,0,0,0,0,3,0,0,0,0,3,17,3,0,0,0,25,46,19,16,7,5,93,41,22,15,14,5,91,4,0,0,0,0,3,107,53,31,17
LGA54690,13,4,0,57,18,13,7,7,7,46,0,0,0,0,0,0,62,24,21,7,7,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,24,21,7,7,115,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,18,31,12,5,0,0,47,18,11,12,8,4,44,0,0,0,0,0,0,65,18,13,12
LGA54760,17,7,0,96,36,23,22,18,5,100,0,0,0,0,0,0,111,45,39,17,10,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,46,39,17,11,228,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,3,0,11,55,18,15,7,0,87,38,17,18,14,3,95,0,0,0,0,0,0,107,30,37,26
LGA54830,416,138,65,2623,1237,873,1042,506,324,3988,34,18,17,17,4,93,2812,1641,1495,662,396,7005,0,0,0,0,0,0,5,0,0,0,0,5,28,6,0,0,0,39,40,22,17,5,3,87,39,27,45,24,14,147,0,4,0,0,0,3,116,57,61,27,15,277,0,0,0,0,0,0,0,0,0,0,0,0,87,28,7,8,0,123,19,4,3,0,0,26,0,0,0,0,0,0,0,3,0,0,0,3,102,33,14,8,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030,1733,1565,692,415,7435,0,0,0,0,0,4,12,4,3,3,0,20,201,54,25,12,0,284,1609,849,549,181,71,3261,1553,1286,1485,707,432,5459,64,21,24,10,10,128,3434,2219,2088,905
LGA54900,21,17,6,171,71,19,39,17,3,155,3,0,0,0,0,3,189,55,60,31,12,348,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,202,57,63,32,12,367,0,0,0,0,0,0,0,0,0,0,0,0,16,7,5,0,0,23,62,28,16,9,6,128,56,30,40,12,10,146,3,0,0,0,0,3,139,63,55,21
LGA54970,4,4,6,47,15,10,5,6,7,40,0,0,0,0,0,0,39,22,11,12,19,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,58,28,11,10,19,128,0,0,0,0,0,0,4,3,0,0,0,4,5,4,0,0,3,13,24,6,13,3,5,53,6,3,8,8,5,35,0,0,0,0,0,5,44,17,19,11
LGA55040,42,8,9,146,13,14,25,20,17,85,0,0,3,0,0,5,85,42,67,35,25,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,3,0,0,4,0,0,0,0,0,0,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,105,39,71,35,26,272,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,16,49,25,15,4,3,92,13,11,20,18,12,64,3,0,0,0,0,4,73,40,30,17
LGA55110,665,160,60,5057,4264,2129,2628,1173,531,10724,90,25,25,15,5,158,8211,3231,3357,1361,595,16756,3,0,0,0,0,3,26,0,3,0,0,23,460,24,5,0,0,491,573,135,76,15,7,811,63,17,19,8,6,112,23,0,3,0,0,27,1147,180,108,22,7,1464,0,0,0,0,0,0,18,0,0,0,0,20,188,28,4,0,0,224,310,78,34,9,3,439,19,9,3,0,4,38,5,3,0,0,0,10,552,121,50,14,5,731,3,0,0,0,0,6,14,0,0,0,0,20,57,3,0,0,0,55,35,3,7,0,0,39,3,0,0,0,0,3,3,0,0,0,0,5,119,7,3,3,0,129,10,0,0,0,0,12,10028,3538,3522,1398,609,19098,6,3,3,3,0,11,43,7,6,3,0,54,583,85,35,9,5,711,3490,1102,664,164,62,5486,4967,2595,3097,1374,657,12694,126,45,28,16,10,229,9209,3843,3830,1565
LGA55180,191,79,15,1107,412,181,206,149,73,1018,12,3,5,0,0,20,1223,444,423,226,96,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,27,6,3,0,0,33,8,3,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,38,9,3,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,10,3,0,0,0,0,3,1269,456,430,229,93,2479,6,0,0,0,0,6,25,3,0,0,0,23,177,30,16,8,0,231,623,184,170,55,22,1048,393,201,191,119,70,981,22,5,6,3,0,32,1235,420,388,184
LGA55250,14,12,18,94,17,3,5,4,7,45,3,0,0,0,0,9,67,28,19,18,26,161,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,9,4,0,0,0,0,7,83,38,20,18,26,187,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,16,25,8,9,4,5,61,17,4,3,3,10,33,0,0,3,0,0,8,55,16,20,16
LGA55320,1531,305,58,7559,4314,2912,4153,1905,664,13951,61,19,14,12,4,111,9090,4827,5780,2235,729,22653,0,0,0,0,0,0,24,3,0,0,0,29,464,90,20,8,0,586,681,254,140,25,8,1105,121,70,101,38,10,344,11,4,0,0,0,15,1302,417,267,71,18,2075,0,3,0,0,0,3,53,3,0,0,0,59,375,67,19,3,0,463,234,106,56,15,4,408,15,3,12,0,0,40,7,3,0,0,0,8,689,179,89,17,3,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,0,17,11086,5421,6138,2327,753,25725,3,6,0,3,3,13,36,4,3,3,0,45,516,117,73,12,8,723,3354,1535,1353,242,65,6547,4598,3030,4147,1861,676,14316,94,34,21,15,11,172,8599,4725,5593,2137
