LGA_CODE_2016,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_CF_T,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_CF_T,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_CF_T,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_CF_T,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_CF_T,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_CF_T,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_CF_T,C16_4000m_CF_1C,C16_4000m_CF_2C,C16_4000m_CF_3C,C16_4000m_Cou_fa_4mo_ch,C16_4000m_CF_T,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_CF_T,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_CF_T,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_CF_T
LGA27350,45,39,12,9,111,67,45,5,5,122,203,120,36,15,371,214,165,33,7,417,297,254,35,13,594,249,232,48,6,543,441,431,83,7,961,749,848,220,39,1860,261,262,85,29,640,21,18,11,7,53,2682,2496,602,149,5931
LGA27450,107,87,53,10,263,221,226,89,30,574,990,1094,426,146,2650,1126,1424,515,188,3257,1138,1475,550,155,3316,870,1075,436,95,2476,730,1070,411,78,2296,427,772,366,102,1666,774,982,426,189,2366,100,116,36,20,272,6639,8440,3373,1056,19503
LGA27630,12,14,3,0,24,10,17,3,0,29,54,51,18,14,139,31,29,28,17,97,23,32,14,4,68,17,11,10,0,37,13,12,8,0,28,7,4,4,0,21,22,29,15,5,71,3,3,8,0,11,207,212,115,47,578
LGA29399,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,15,3,3,27
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,6,5,0,3,13,7,6,4,0,12,8,13,3,3,21,3,0,0,0,7,3,0,0,0,5,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,39,32,11,27,109
LGA30300,8,0,4,0,13,17,8,3,0,23,21,22,19,7,60,18,43,19,9,88,20,22,18,0,61,11,18,10,4,38,14,15,8,3,39,10,5,4,0,20,22,21,21,10,74,5,3,3,0,12,152,164,97,36,456
LGA30370,15,8,6,0,32,17,18,10,5,45,62,71,34,20,186,69,91,53,30,240,76,111,57,32,272,51,100,39,9,203,77,85,38,15,214,53,73,20,9,159,82,102,41,30,251,15,14,0,0,33,539,683,308,150,1676
LGA30410,0,3,4,0,4,9,3,5,0,20,11,29,9,0,49,14,12,8,3,38,12,12,6,3,31,11,13,6,0,28,7,14,4,3,31,4,6,0,0,13,18,25,13,8,63,0,0,0,0,3,104,122,55,23,296
LGA30450,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,6,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,11,6,4,0,22
LGA30760,3,3,0,0,10,7,5,0,0,7,11,18,12,3,39,9,7,6,3,24,11,4,0,0,16,6,5,3,0,20,5,6,7,0,17,3,0,0,0,6,10,12,4,5,38,3,0,0,0,3,76,68,34,11,186
LGA30900,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,5,0,0,3,0,0,0,0,0,13,7,0,5,21
LGA31000,1015,717,251,120,2096,1615,1219,400,160,3394,5771,4483,1487,636,12376,6117,5895,1904,668,14584,6874,7590,2268,655,17388,5504,6868,2105,466,14944,7444,10074,3263,717,21499,7364,12516,4817,1089,25784,4809,5984,2416,906,14117,344,373,145,68,924,48529,56882,19468,5722,130602
LGA31750,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,19,7,5,0,31
LGA31820,142,120,31,28,324,184,153,89,40,473,675,576,285,124,1662,558,540,244,110,1462,402,525,169,74,1174,265,307,119,38,728,246,330,115,35,722,135,176,60,15,389,398,436,181,98,1109,53,25,18,9,100,3201,3325,1367,599,8489
LGA31900,18,12,15,0,36,27,26,11,9,66,110,103,49,22,277,121,121,58,12,320,117,133,49,18,313,71,92,37,8,198,76,77,36,8,192,49,46,19,3,118,85,91,44,8,228,6,9,9,0,21,693,722,335,90,1842
LGA31950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,3,0,10,3,0,0,0,3,9,9,4,3,30
LGA32080,184,122,35,30,372,253,226,79,58,614,916,852,344,173,2282,918,1027,397,192,2524,946,1090,353,133,2515,627,810,240,68,1746,643,789,270,79,1779,388,513,174,62,1135,840,857,363,177,2245,47,58,32,16,159,6019,6496,2360,1018,15895
LGA32250,0,4,0,0,5,0,0,0,0,0,5,6,0,0,18,3,9,3,0,13,7,11,5,0,25,4,3,3,3,10,0,10,0,0,12,3,3,0,0,5,7,8,6,6,31,3,0,9,0,14,47,54,21,19,138
LGA32260,47,24,22,4,99,59,56,29,8,148,228,183,69,47,519,172,189,71,37,471,138,138,61,21,359,90,75,31,8,213,74,86,19,9,185,48,56,21,4,125,113,142,69,45,371,10,19,3,0,39,1038,990,407,206,2646
LGA32270,18,15,6,0,41,25,26,13,7,72,110,115,69,34,333,140,172,91,34,434,155,238,112,48,548,105,168,79,26,378,157,202,70,22,457,138,212,89,30,468,175,184,128,47,533,10,16,7,8,37,1057,1372,673,273,3368
LGA32310,18,12,5,4,32,15,16,12,3,45,46,57,36,19,156,47,54,23,14,143,47,63,29,4,136,27,63,13,18,121,30,36,15,9,94,21,29,8,3,56,85,91,43,23,247,12,7,0,3,18,370,437,182,103,1099
LGA32330,4,4,0,4,13,7,4,3,4,13,5,7,3,9,17,5,6,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,16,23,16,24,79
LGA32450,0,0,0,0,0,0,5,4,0,9,12,6,13,7,29,11,9,3,4,25,22,11,11,4,48,8,8,8,3,26,26,15,7,0,44,8,11,3,6,31,17,15,5,4,37,3,0,0,0,7,118,82,57,23,273
LGA32500,0,3,0,0,4,9,10,4,0,25,28,22,11,3,56,16,19,5,0,39,10,15,13,3,33,5,15,3,3,22,10,17,7,0,29,0,3,0,0,7,19,19,14,10,52,3,0,0,0,3,95,130,54,22,295
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,10,5,5,0,19
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,9,8,6,0,31
LGA32770,7,6,0,4,18,5,0,3,6,13,7,6,10,16,43,5,0,4,9,18,0,0,0,3,5,0,3,3,0,3,0,3,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,41,28,37,47,159
LGA32810,3,7,4,0,15,22,20,9,0,51,69,67,18,9,166,61,74,19,11,168,55,77,13,0,152,23,36,9,3,72,23,28,17,0,71,16,23,12,0,45,53,65,24,6,146,7,3,6,0,12,350,414,128,41,923
LGA33100,0,3,0,0,5,3,0,0,0,3,3,4,4,0,15,3,4,0,0,8,4,3,0,0,6,3,0,0,0,6,0,3,0,0,4,0,4,0,0,4,8,3,7,0,18,0,0,0,0,3,28,26,15,7,81
LGA33200,0,0,0,0,3,0,3,0,0,5,11,11,3,0,31,13,13,6,0,25,4,5,4,0,16,3,4,4,0,12,7,0,0,0,7,3,3,4,0,7,6,15,7,3,26,0,0,0,0,4,50,59,32,7,143
LGA33220,188,118,62,24,385,247,195,99,46,582,760,596,321,129,1806,522,522,218,117,1377,414,510,191,59,1173,266,300,105,28,694,235,290,82,28,632,125,134,61,18,339,417,380,212,75,1080,41,30,19,6,100,3372,3188,1412,574,8549
LGA33360,54,42,22,12,133,75,61,31,15,181,301,266,101,52,716,321,381,135,62,898,392,521,218,77,1212,268,403,158,36,869,341,465,178,41,1027,314,408,168,46,927,393,426,182,77,1074,27,35,13,0,75,2580,3080,1231,444,7340
LGA33430,540,401,142,48,1129,925,781,267,90,2067,3638,3337,1170,426,8580,3685,4094,1364,473,9618,3753,4202,1316,357,9633,2649,3264,987,278,7181,2538,3608,1058,290,7498,1795,2785,1049,318,5944,2593,2862,1117,395,6968,205,241,80,35,563,23147,26208,8754,2793,60903
LGA33610,13,6,0,3,25,18,21,6,0,42,69,82,40,13,209,57,68,51,19,189,65,72,32,7,175,32,41,20,8,107,23,35,15,3,79,29,15,10,3,60,34,55,29,12,141,4,3,0,0,10,365,417,222,77,1081
LGA33620,104,65,27,11,207,120,88,65,19,291,397,316,167,85,961,271,308,144,62,791,208,230,84,39,563,124,168,62,27,379,92,128,44,14,276,63,61,32,15,170,191,226,129,70,618,20,23,6,7,56,1671,1667,795,381,4514
LGA33800,8,10,0,0,17,15,18,8,0,45,76,64,41,9,185,69,63,39,14,177,69,81,23,3,173,50,46,15,3,111,45,35,9,0,92,28,19,10,0,61,52,56,26,6,141,9,5,0,0,18,422,412,174,45,1061
LGA33830,8,3,3,6,18,3,3,0,0,10,7,5,3,0,20,0,0,0,0,9,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,15,0,0,0,0,0,31,27,20,10,90
LGA33960,236,129,68,51,482,365,289,165,115,929,1410,1344,653,408,3821,1345,1540,655,407,3944,1421,1615,570,289,3892,947,1124,387,162,2617,873,1152,409,121,2548,366,599,235,85,1289,814,957,446,297,2514,93,65,28,26,219,8110,9006,3694,2062,22872
LGA33980,10,4,3,3,18,10,10,3,0,26,78,72,28,15,194,62,108,57,21,254,129,189,92,29,449,81,145,66,20,312,130,156,66,22,374,134,175,124,30,461,83,130,74,30,314,9,11,3,3,31,743,1029,524,179,2468
LGA34420,3,3,0,0,8,3,4,3,3,14,7,6,0,0,16,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,24,29,13,6,79
LGA34530,28,22,16,8,70,46,30,21,10,107,179,162,69,35,438,179,211,97,43,532,209,217,96,25,539,131,196,67,21,417,191,215,95,16,512,102,157,54,28,334,282,306,134,57,783,16,10,3,3,32,1407,1550,664,253,3871
LGA34570,0,0,0,0,3,0,0,0,3,3,6,6,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,8,14,3,0,0,3,12,15,15,5,21,58
LGA34580,55,29,14,17,111,78,61,30,28,199,250,228,139,68,684,256,265,135,67,723,226,226,102,42,600,144,166,64,31,406,116,150,59,19,352,54,65,44,11,172,173,166,111,60,513,29,12,10,8,59,1428,1422,720,367,3943
LGA34590,358,289,147,92,886,654,494,259,189,1594,2266,2095,1022,641,6026,2231,2506,990,628,6357,2187,2516,918,410,6032,1459,1790,631,256,4133,1322,1754,588,188,3843,651,892,377,167,2089,1280,1499,689,452,3917,147,152,49,44,397,13065,14390,5893,3274,36617
LGA34710,3,0,3,0,10,3,3,0,0,7,20,15,13,8,47,33,16,8,3,63,17,11,13,3,45,14,11,10,3,42,7,19,12,3,41,4,7,11,0,21,24,18,13,10,65,9,0,0,0,12,140,113,70,33,355
LGA34770,94,54,17,14,188,159,127,47,28,351,556,541,243,95,1441,658,752,291,115,1816,690,823,360,99,1968,518,670,279,64,1528,583,709,267,66,1624,421,564,228,66,1278,873,1026,447,157,2500,68,57,22,14,160,4761,5411,2240,731,13150
LGA34800,0,0,0,0,3,0,0,3,0,3,0,5,0,0,15,7,3,3,0,14,3,3,0,0,3,3,0,0,0,3,3,3,0,0,9,4,3,0,0,5,8,11,5,0,19,0,0,0,0,0,30,30,20,6,78
LGA34830,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,4,7,8,7,26
LGA34860,13,9,7,0,35,16,21,10,8,53,68,70,34,11,182,82,64,39,20,207,78,82,34,13,199,47,61,31,9,145,44,67,24,6,142,33,37,22,3,94,74,132,52,17,273,4,9,8,0,21,479,565,271,92,1396
LGA34880,35,25,15,3,76,37,35,14,7,98,130,122,64,30,342,123,134,54,31,336,97,113,37,11,264,64,89,33,6,195,49,64,32,5,149,34,30,3,3,72,93,152,60,34,336,7,4,3,0,21,703,798,335,149,1983
LGA35010,383,266,114,70,836,696,556,241,147,1640,2771,2562,1076,548,6946,2992,3485,1424,560,8468,3114,3608,1376,507,8603,2089,2875,1011,295,6265,2160,3106,1087,308,6658,1278,2197,812,244,4532,1934,2357,966,429,5687,190,172,69,44,478,18066,21567,8307,3237,51175
LGA35250,3,6,0,0,9,3,0,4,3,13,5,3,0,4,14,0,3,0,3,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,3,0,0,0,5,16,0,5,3,4,9,21,30,14,22,95
LGA35300,8,3,10,4,27,11,7,10,4,30,57,35,18,13,118,77,71,29,14,196,120,105,62,28,318,95,123,62,16,294,145,175,65,13,399,129,133,53,22,337,70,79,48,28,220,14,14,3,7,28,738,755,351,153,1999
LGA35600,4,6,7,0,16,9,6,4,4,27,27,32,11,0,70,29,20,3,10,61,25,28,3,3,59,14,21,5,5,46,8,15,5,0,35,8,12,4,0,19,19,27,11,4,62,8,0,0,0,11,163,172,65,36,432
LGA35670,0,3,0,4,12,0,3,0,9,15,3,6,3,5,16,0,0,4,3,13,0,3,0,3,9,0,0,0,3,5,0,3,0,0,3,3,0,0,0,6,3,0,0,0,4,0,0,0,0,0,32,33,19,24,104
LGA35740,49,42,14,0,113,98,80,35,11,224,347,333,134,29,839,317,358,109,39,827,272,321,96,21,706,172,218,71,16,475,171,257,65,15,509,127,164,67,17,381,301,311,138,51,800,18,16,9,0,50,1945,2171,762,206,5079
LGA35760,20,11,8,0,40,31,21,12,5,64,73,64,32,20,178,47,56,25,14,143,51,37,27,9,119,12,26,13,3,58,16,25,9,0,46,13,10,9,3,37,46,55,27,17,139,9,7,3,8,18,334,326,184,71,919
LGA35780,8,9,8,3,29,5,10,3,13,33,13,21,16,24,77,5,9,6,11,31,6,9,6,12,34,0,4,0,0,9,0,10,0,5,14,0,0,0,3,3,7,0,3,7,16,0,0,0,0,0,63,83,46,82,281
LGA35790,4,3,3,3,17,9,10,14,10,34,13,8,5,15,36,10,7,7,8,31,3,3,3,5,19,4,0,0,4,7,0,0,0,0,9,0,3,0,0,3,0,0,5,3,11,3,0,0,0,3,55,47,45,62,206
LGA35800,0,0,0,0,0,0,0,0,0,3,9,9,0,0,24,6,7,3,0,17,0,8,0,0,10,4,0,0,0,5,4,3,0,0,8,5,0,0,0,5,3,8,3,3,20,0,0,0,0,0,46,38,11,11,110
LGA36070,6,0,0,0,8,0,3,0,0,4,11,8,4,0,22,3,0,4,0,3,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,21,16,3,72
LGA36150,0,3,0,0,6,0,3,0,0,3,9,0,4,0,13,5,6,5,0,9,8,4,4,0,14,0,0,4,0,4,9,4,0,0,5,0,0,0,0,3,6,9,5,0,19,0,0,0,0,0,30,27,20,4,77
LGA36250,101,72,20,16,215,190,131,46,24,398,838,679,313,134,1957,900,1137,399,159,2599,1101,1359,442,131,3038,879,1119,386,87,2472,972,1308,421,96,2794,630,1074,362,120,2188,756,892,382,121,2160,63,64,26,13,165,6564,7925,2835,921,18243
LGA36300,0,0,0,0,0,0,3,0,0,3,4,4,10,0,16,0,0,0,0,7,0,4,0,0,5,0,0,3,0,5,0,3,0,0,3,0,0,0,0,3,10,8,4,0,19,0,0,0,0,0,19,34,20,0,69
LGA36370,96,56,27,17,187,139,115,48,35,336,435,403,200,80,1116,467,556,203,102,1327,491,570,220,69,1352,340,421,164,56,984,322,410,142,42,915,199,237,89,37,569,399,506,203,103,1211,38,16,7,6,68,3021,3373,1323,564,8283
LGA36510,33,32,16,5,84,73,72,29,19,195,295,268,102,56,725,245,289,115,52,700,233,281,128,27,673,137,179,69,36,427,172,209,80,34,491,69,98,45,18,232,194,210,100,60,566,24,19,15,5,58,1546,1711,721,329,4296
LGA36580,53,31,11,3,106,59,51,24,21,155,190,137,93,43,466,159,173,84,38,459,134,162,60,20,380,66,91,45,14,220,52,68,26,16,159,32,32,18,7,85,112,129,66,33,346,21,10,10,7,42,921,923,443,204,2500
LGA36630,65,38,33,15,145,68,43,37,25,173,214,192,114,59,590,157,179,76,41,457,137,139,70,29,377,65,111,42,16,232,74,85,44,8,220,37,44,28,7,116,143,131,66,34,381,21,11,4,0,45,1047,1029,536,271,2879
LGA36660,57,44,11,13,132,76,68,39,15,204,257,283,128,94,762,230,237,113,56,635,195,155,83,41,473,88,104,47,19,254,83,81,33,12,212,33,40,21,11,104,170,168,82,49,469,18,16,7,4,41,1249,1248,584,327,3415
LGA36720,289,196,73,29,587,494,428,161,78,1162,1967,1922,699,248,4832,1836,2229,852,264,5184,1808,2293,733,206,5040,1219,1649,492,136,3498,1140,1710,581,140,3566,717,1237,462,140,2561,1448,1723,746,263,4170,114,118,34,23,292,11402,13788,4933,1544,31668
LGA36820,34,23,7,5,72,40,52,19,13,123,137,133,77,30,383,127,144,66,25,359,95,139,42,30,307,71,75,31,14,192,58,61,28,9,160,41,48,24,9,128,125,123,78,36,350,14,9,5,3,33,792,843,388,174,2192
LGA36910,161,108,80,37,378,263,217,118,58,653,970,940,441,222,2575,982,1100,519,260,2860,918,1095,524,190,2730,676,812,352,132,1976,648,795,324,106,1866,427,515,281,98,1327,677,764,382,217,2043,51,47,22,14,132,5975,6519,3109,1386,16993
LGA36950,3,6,0,0,8,5,3,0,0,7,13,9,3,10,27,13,8,10,15,40,12,14,10,8,44,14,18,4,8,37,11,16,12,6,38,8,8,4,6,25,10,20,17,13,52,12,6,6,8,25,87,99,61,76,325
LGA36960,8,14,8,6,36,22,24,15,7,67,26,34,23,24,104,18,21,6,15,63,10,7,6,3,32,3,0,0,5,15,0,0,0,0,5,0,0,0,0,7,10,12,8,22,58,3,0,3,0,5,133,136,86,97,450
LGA37010,152,116,47,36,356,250,198,96,59,599,980,852,417,187,2436,1118,1229,456,207,3012,1215,1233,488,188,3123,962,1078,399,114,2556,889,1185,432,104,2612,530,754,293,68,1647,979,1180,543,202,2908,73,79,29,20,196,7349,8052,3268,1237,19900
LGA37300,0,0,0,0,0,0,0,0,0,0,3,11,0,0,19,16,19,9,3,48,26,33,8,11,81,27,35,15,0,86,31,48,20,11,101,28,46,11,3,87,23,27,12,16,75,0,3,3,0,7,155,224,81,50,518
LGA37310,35,20,20,16,87,44,53,21,14,130,210,187,120,59,571,162,209,108,50,529,181,210,110,40,547,97,162,73,29,352,112,121,56,12,304,76,94,43,13,216,155,196,110,56,516,16,12,11,3,41,1122,1310,705,293,3429
LGA37340,38,18,6,7,71,63,29,21,5,121,180,165,72,20,443,177,198,85,22,485,156,203,61,22,438,115,132,57,9,313,117,120,51,15,306,54,82,42,6,191,174,231,102,31,534,14,10,4,0,31,1129,1219,513,151,3016
LGA37400,0,0,0,0,3,3,4,0,0,6,9,6,0,0,17,3,3,3,3,13,9,8,3,0,12,4,3,0,0,5,0,4,0,0,3,3,0,0,0,3,9,8,5,0,23,0,0,0,0,0,36,30,21,6,94
LGA37550,3,0,0,0,4,6,0,0,0,6,0,4,0,9,14,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,5,17,7,12,18,57
LGA37570,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,17,5,0,3,29
LGA37600,12,5,3,0,23,8,8,7,11,37,10,10,10,26,59,7,3,3,18,29,0,0,3,4,16,0,0,0,4,4,0,0,0,0,7,0,3,0,0,3,4,3,3,16,22,0,0,0,0,0,62,45,36,80,223
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,14,3,0,0,23,18,8,4,0,29,42,30,4,0,79,38,17,8,3,66,73,31,10,4,118,33,24,7,5,61,62,31,6,0,105,80,74,23,3,176,63,39,16,0,120,3,0,0,0,5,468,287,71,11,833
LGA40120,21,20,8,0,54,37,35,13,3,86,203,198,75,26,507,209,259,91,35,594,256,332,119,43,754,237,339,100,20,698,259,406,139,40,836,234,415,180,44,873,234,340,135,50,761,12,15,6,3,31,1745,2380,871,269,5268
LGA40220,32,23,7,3,64,53,47,19,10,128,179,202,71,28,485,130,194,76,28,424,131,168,55,10,369,81,81,37,10,210,62,80,30,12,190,39,45,7,3,95,130,152,62,22,371,8,8,5,0,21,879,1022,388,136,2420
LGA40250,6,7,3,4,23,22,8,5,0,37,13,8,8,4,32,4,0,0,0,9,4,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,11,4,3,24,3,8,5,5,15,93,61,45,27,222
LGA40310,25,10,8,0,41,46,31,6,5,91,130,153,88,24,389,166,220,94,18,507,159,215,81,25,479,106,148,57,16,328,99,114,51,12,285,66,96,31,10,206,111,139,64,24,336,5,3,4,3,12,943,1164,495,141,2740
LGA40430,0,0,3,0,5,5,5,0,0,17,20,12,11,0,36,11,12,3,0,25,7,8,3,0,27,3,8,8,0,24,11,6,6,0,22,4,7,0,0,15,13,12,6,3,32,0,0,0,0,5,73,81,43,13,211
LGA40520,14,17,4,0,37,21,18,6,3,49,75,81,38,13,204,69,65,40,6,176,56,64,29,10,162,44,31,15,7,97,16,31,12,3,59,16,24,0,0,38,48,39,28,13,124,10,4,3,0,15,380,377,182,54,994
LGA40700,23,21,7,0,57,56,52,20,4,134,156,174,32,10,374,191,214,66,13,482,209,247,69,17,549,168,251,89,7,509,258,485,132,23,903,400,833,365,61,1668,278,331,142,44,808,12,12,6,0,32,1842,2699,941,188,5674
LGA40910,79,54,19,0,153,116,104,26,11,254,401,324,109,26,863,370,409,107,27,919,356,482,154,23,1016,256,389,88,20,746,270,447,119,23,862,140,289,93,16,544,249,287,120,44,700,23,17,0,0,42,2361,2900,875,203,6335
LGA41010,3,3,0,0,8,0,3,0,4,12,15,17,6,4,44,13,16,11,0,39,21,23,11,0,49,16,18,5,5,38,18,12,3,0,33,3,7,0,0,16,20,29,12,12,73,9,0,4,0,13,116,134,60,23,334
LGA41060,139,105,39,17,297,221,173,54,22,467,791,639,190,70,1689,685,794,225,65,1767,697,867,221,52,1839,528,772,208,37,1541,540,826,215,27,1613,364,578,180,49,1171,492,610,237,71,1414,34,54,24,8,115,4671,5578,1650,455,12359
LGA41140,9,11,3,3,18,15,10,9,0,31,47,55,43,5,155,56,55,39,12,153,44,47,28,6,130,28,27,15,3,82,33,34,14,0,86,13,19,5,6,38,41,53,20,11,123,3,0,5,0,5,298,329,186,50,866
LGA41190,0,0,0,0,3,3,4,3,0,13,12,14,8,0,30,16,18,7,3,46,3,6,10,0,22,0,9,4,0,11,3,3,4,0,17,3,4,4,3,9,5,6,3,3,17,0,0,0,0,0,56,69,38,13,178
LGA41330,3,0,0,0,3,0,3,0,0,6,16,0,3,0,17,4,12,0,0,20,3,7,0,0,14,8,3,3,0,10,0,5,0,0,11,0,3,0,0,3,6,3,0,0,17,3,0,0,0,3,54,35,17,10,113
LGA41560,18,23,5,4,50,37,15,21,11,84,112,97,24,16,245,69,68,37,9,181,38,76,24,6,147,39,35,18,3,95,32,25,17,3,73,22,22,5,3,51,62,63,38,10,173,7,4,0,0,14,442,460,191,71,1169
LGA41750,8,4,0,0,12,0,3,0,0,8,6,9,6,3,27,0,7,3,0,11,0,8,0,0,9,0,0,3,0,3,7,0,0,0,10,0,3,0,0,4,6,3,0,0,20,0,0,0,0,0,38,42,22,11,111
LGA41830,0,0,0,0,0,3,3,0,0,5,12,7,5,3,21,6,5,3,0,10,5,5,3,0,21,3,5,0,0,6,7,3,0,0,16,3,4,3,0,13,16,17,6,5,39,0,0,0,3,4,55,52,23,13,139
LGA41960,0,0,0,0,3,0,0,0,0,3,11,12,4,0,29,4,4,3,3,9,3,6,7,0,20,3,9,0,0,13,0,4,0,0,10,0,3,0,0,7,5,3,8,0,19,0,0,0,0,3,34,48,22,7,114
LGA42030,19,19,9,0,45,37,22,12,4,75,154,140,53,21,375,162,204,62,31,464,138,143,54,27,362,131,111,34,8,290,88,132,47,7,280,33,60,33,7,134,105,136,43,21,304,7,6,0,0,16,905,999,350,137,2389
LGA42110,9,7,6,0,22,8,8,8,0,23,31,35,19,9,93,17,31,11,3,58,9,18,12,3,40,9,11,5,4,21,4,9,0,0,17,11,5,3,0,15,18,26,9,9,62,0,0,0,0,3,117,151,81,40,388
LGA42250,3,7,3,0,14,11,14,5,4,36,51,82,22,6,163,48,76,38,9,178,51,76,33,11,162,41,42,16,8,107,34,49,16,3,107,16,31,13,3,65,37,45,26,8,117,7,3,3,0,14,305,445,176,57,977
LGA42600,25,19,8,0,53,29,16,3,0,51,138,93,24,7,266,163,153,49,6,369,186,207,64,14,463,158,228,62,9,460,207,307,91,19,625,204,312,113,19,644,177,209,82,8,473,4,6,0,0,13,1319,1572,503,88,3485
LGA42750,3,3,3,0,13,8,5,9,3,22,32,36,19,4,91,35,27,17,3,83,19,14,15,5,50,14,11,9,0,32,8,10,4,0,19,6,0,5,0,12,19,12,13,3,56,0,3,0,0,3,166,131,86,21,408
LGA43080,3,0,0,0,3,3,10,0,0,10,17,10,8,0,32,8,4,4,0,15,4,3,0,3,15,0,3,0,0,3,3,0,3,0,6,0,0,0,3,6,0,6,0,0,12,0,0,0,0,0,40,43,23,10,111
