LGA_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
LGA40220,6,58,73,19,27,67,244,11,21,22,10,11,0,81,93,40,157,13,20,3,331,387,21,208,4,22,4,642,85,0,60,0,6,0,148,54,0,13,18,3,5,92,8,0,11,0,4,0,17,3,0,3,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,9,14,5,29,4,9,3,66,653,156,585,65,107,84,1648,3,28,62,9,29,52,183,0,51,7,18,7,0,88,22,42,79,17,17,5,171,139,17,168,24,15,4,371,159,7,122,6,13,0,311,312,3,142,3,7,3,476,218,3,88,0,5,0,313,43,3,17,0,4,0,65,3,0,3,0,0,0,8,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40250,0,65,4,204,64,21,353,0,0,0,12,0,0,12,0,0,0,7,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,30,9,0,51,0,79,3,259,71,21,434,0,113,0,145,89,15,361,0,18,0,4,0,0,19,0,35,0,9,0,0,42,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,3,41,43,44,46,59,228,3,18,18,7,11,0,55,55,66,93,31,46,0,290,309,15,150,3,20,0,504,134,3,48,3,0,0,191,103,0,22,0,4,0,132,32,0,6,0,4,0,39,5,0,5,0,0,0,10,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,11,7,16,9,14,0,61,654,154,421,95,144,66,1530,0,11,41,21,25,39,139,0,30,12,27,5,0,73,13,38,59,31,29,3,172,112,33,109,16,18,3,292,116,8,80,0,5,3,213,275,8,105,6,13,4,409,180,0,76,0,10,0,264,44,0,10,0,0,0,60,7,0,3,0,0,0,9,0,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
LGA40430,0,3,22,0,9,13,51,3,3,15,5,0,0,29,29,0,35,0,13,0,77,13,0,7,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,48,10,91,4,21,21,197,0,0,15,0,3,14,30,0,0,5,0,5,0,11,16,3,35,3,3,0,57,29,0,22,0,0,0,55,12,0,3,0,3,0,16,12,0,0,0,0,0,16,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,3,126,48,15,25,45,266,12,37,20,0,22,0,98,210,103,151,13,44,6,534,167,14,62,3,14,4,272,17,3,4,0,3,0,26,11,0,3,0,3,0,19,8,0,3,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,5,19,12,3,8,4,58,440,320,317,33,119,68,1296,3,56,36,14,23,33,166,8,83,6,9,9,0,109,103,95,117,3,39,3,362,267,44,100,11,24,7,449,46,4,25,0,9,0,83,54,4,6,0,3,0,69,36,0,5,0,0,0,37,3,3,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0
LGA40700,5,98,89,49,6,91,343,9,17,25,3,0,0,51,137,33,200,5,14,0,390,397,5,300,0,16,3,728,260,0,169,0,3,0,440,281,6,178,3,8,8,476,284,0,141,3,0,3,431,161,0,86,0,10,3,264,60,0,24,0,0,0,95,34,0,10,0,0,0,44,14,0,6,0,0,0,23,8,0,0,0,0,0,6,0,0,3,0,0,0,3,7,6,4,0,0,4,23,18,17,54,15,8,7,115,1681,177,1303,77,72,115,3420,11,21,69,16,9,78,198,3,67,17,18,0,0,103,18,21,63,15,0,0,130,80,12,130,5,7,3,236,117,7,124,0,4,0,250,357,0,232,3,6,4,601,552,4,292,4,4,0,858,398,0,173,4,6,3,585,225,0,73,0,3,0,303,102,0,33,0,3,0,137,39,0,17,0,0,0,61,27,0,11,0,0,0,33,7,0,3,0
LGA40910,6,325,96,89,7,68,598,7,96,24,67,7,5,199,182,157,238,35,24,7,633,476,88,554,4,36,13,1178,293,13,312,3,31,9,665,354,11,232,0,16,6,618,166,0,79,3,7,0,248,36,3,30,0,0,0,66,6,0,5,0,0,0,13,0,3,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,25,22,37,45,16,3,5,129,1558,745,1615,212,132,119,4380,5,101,79,30,6,62,286,0,296,16,55,0,3,365,34,186,90,58,13,3,383,99,74,161,23,14,6,376,122,20,155,4,27,3,332,438,34,344,7,27,4,854,762,28,457,12,45,11,1312,425,0,177,4,12,3,622,68,3,28,0,3,0,108,11,6,8,0,0,0,26,4,0,3,0,0,0,7,0,0,3,0,0,0,5,0,0,0,0
LGA41010,0,37,24,51,27,21,155,7,27,15,5,8,0,69,17,49,35,0,22,3,121,21,8,33,0,6,0,80,4,0,13,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,7,4,8,0,26,53,134,132,60,83,24,486,0,45,14,31,20,23,127,0,14,9,5,10,0,37,10,34,33,7,9,3,110,15,21,25,4,17,0,81,7,3,18,0,5,0,36,35,8,19,0,0,0,60,15,6,7,0,0,0,31,8,0,4,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41060,22,1638,199,184,26,186,2257,42,625,90,68,8,10,844,455,872,700,74,87,35,2229,1058,515,1104,33,115,27,2852,582,94,615,5,68,13,1381,675,37,543,26,53,13,1342,330,4,222,3,11,7,580,88,4,72,0,6,5,178,33,3,23,0,0,0,62,10,9,9,0,0,0,24,5,3,3,0,0,0,16,3,0,0,0,4,0,7,0,4,0,0,0,0,4,5,82,11,7,3,4,103,45,208,85,66,19,35,463,3338,4090,3680,481,411,335,12338,17,543,166,103,22,136,984,7,1165,31,94,8,12,1317,79,913,235,96,21,13,1361,274,429,488,54,69,22,1341,341,166,447,17,39,7,1016,941,217,808,23,95,12,2097,1481,119,993,21,105,16,2734,966,21,456,3,41,9,1490,183,0,83,0,8,5,286,83,3,33,4,3,0,125,39,0,8,0,4,0,50,8,9,9,0,6,0,40,3,4,3,0
LGA41140,0,59,39,22,33,36,193,3,11,11,4,8,3,47,49,35,97,11,27,0,217,114,11,51,0,16,3,195,13,0,9,0,3,0,22,16,0,0,0,0,0,15,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,11,0,9,0,25,192,131,235,38,93,42,736,0,23,30,3,25,39,118,0,28,14,11,0,0,53,18,29,36,14,20,0,115,61,19,80,6,19,0,187,55,3,34,0,3,0,93,86,0,33,0,3,0,123,55,0,15,0,0,0,69,8,0,0,0,3,0,16,0,0,0,0,3,0,4,0,0,3,0,4,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
LGA41190,0,5,35,3,11,26,76,0,10,3,0,8,0,17,0,6,21,0,9,0,31,0,0,10,0,3,0,14,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,13,0,21,87,8,41,29,185,0,5,31,0,15,18,67,0,13,3,0,4,0,16,0,3,11,3,3,0,23,3,0,19,0,0,0,29,0,0,6,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,4,8,28,5,12,26,83,5,5,8,4,7,0,35,18,7,33,6,9,0,75,3,6,5,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,4,0,16,43,31,78,19,41,23,229,0,0,17,3,18,17,59,8,7,3,0,9,0,37,34,14,21,0,15,0,86,19,7,19,0,5,0,54,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41560,0,110,54,12,26,38,245,7,26,28,8,3,3,70,122,69,206,14,30,3,443,129,5,99,3,11,3,250,18,0,11,0,3,0,35,6,0,0,0,0,0,13,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,8,10,23,9,3,7,3,47,291,243,421,38,92,55,1132,0,51,43,18,12,27,146,0,69,4,11,4,0,90,24,57,84,15,20,4,204,118,39,92,9,22,3,285,100,4,69,3,5,3,183,224,3,51,7,3,0,294,82,0,12,0,4,0,105,11,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0
LGA41750,0,7,18,0,10,11,51,0,0,3,0,0,0,6,0,5,22,0,3,0,24,0,0,4,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,14,0,13,48,0,31,16,109,0,8,24,0,6,18,50,0,4,3,0,4,0,9,0,3,13,0,4,0,17,3,0,7,0,3,0,13,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,0,9,7,4,6,6,39,0,3,7,0,4,0,22,4,17,16,0,3,0,44,3,0,3,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,3,5,0,0,0,9,18,35,43,4,22,6,129,0,3,6,7,10,11,31,0,3,0,0,0,0,7,3,12,11,0,13,0,47,10,8,7,0,9,0,34,10,0,5,0,0,0,13,3,3,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA41960,0,0,11,8,4,8,32,0,0,4,0,3,0,4,0,5,25,3,8,0,44,0,0,12,0,0,0,13,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,0,7,54,9,34,8,122,0,0,17,3,3,5,27,0,3,0,5,0,0,10,0,0,6,0,3,0,11,4,3,14,0,3,0,26,4,0,8,0,3,0,15,9,0,5,0,3,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,7,188,34,27,7,26,287,6,85,16,4,11,3,122,67,133,105,9,20,5,343,343,72,185,3,13,3,629,145,4,90,0,6,3,247,147,0,43,3,7,3,194,15,0,11,0,0,0,23,4,0,3,0,0,0,7,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,3,0,18,11,19,19,7,7,8,68,750,504,511,60,77,49,1943,3,70,23,25,4,23,150,0,139,0,21,3,3,163,15,113,44,10,19,0,195,85,62,103,11,27,4,288,124,16,104,3,35,0,281,334,16,170,0,14,3,537,347,0,103,0,4,3,459,44,0,17,0,3,0,61,0,0,3,0,0,0,4,0,3,0,0,0,0,4,0,0,3,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0
LGA42110,4,12,36,12,21,40,125,0,3,19,0,6,0,28,22,3,64,0,12,0,103,14,0,14,0,0,0,34,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,8,3,8,0,21,42,19,151,20,52,45,329,0,11,43,0,11,36,97,0,5,7,7,3,0,26,9,3,43,3,13,3,72,23,3,34,7,4,0,67,8,0,16,0,0,0,28,9,0,5,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42250,0,0,40,0,27,43,115,12,0,12,0,3,0,27,25,0,44,0,18,0,92,41,0,18,0,3,0,62,6,0,7,0,3,0,14,6,0,3,0,0,0,9,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,4,0,15,90,0,145,0,57,43,337,0,0,37,0,27,37,103,0,0,6,0,4,0,10,23,0,40,0,11,0,81,36,0,33,0,8,0,70,27,0,6,0,4,0,39,15,0,15,0,0,0,30,9,0,4,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42600,14,157,76,123,11,89,466,10,62,36,64,0,4,178,230,71,262,29,16,6,606,701,19,428,5,20,6,1191,256,15,199,3,8,0,480,392,3,245,0,14,3,656,297,0,141,0,7,0,443,152,0,72,0,4,0,226,63,0,20,0,3,0,91,22,0,14,0,4,0,38,13,0,3,0,0,0,23,10,0,5,0,0,0,14,0,0,3,0,0,0,3,12,9,5,0,0,0,20,40,17,42,17,7,5,121,2194,348,1547,251,97,123,4556,7,40,84,30,10,66,238,0,90,5,61,8,8,176,40,72,83,74,10,3,282,185,30,168,18,18,6,426,206,18,156,8,6,6,394,527,7,266,0,7,9,820,679,4,355,6,13,4,1070,443,0,201,4,14,0,665,206,0,41,0,0,0,249,83,0,25,0,0,0,102,40,0,12,0,3,0,52,18,0,8,0,0,0,23,8,0,4,0
LGA42750,5,14,31,10,17,36,105,6,7,23,3,10,0,45,49,34,56,0,13,0,156,35,3,32,0,5,0,80,6,0,4,0,0,0,15,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,11,0,25,110,58,184,7,64,34,464,0,9,32,6,14,23,80,0,9,15,4,6,0,33,19,5,34,4,14,0,81,54,7,48,0,14,0,117,33,0,32,0,3,0,72,28,0,15,0,3,0,50,8,0,4,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43080,0,3,19,0,12,15,49,0,3,3,0,4,0,14,0,4,10,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,39,4,22,15,79,0,0,14,0,10,16,40,0,0,0,0,3,0,11,0,3,20,0,5,0,28,3,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,0,6,19,3,11,18,55,0,3,10,0,3,0,19,0,0,20,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55,3,15,23,100,0,6,12,3,7,9,40,0,0,3,0,3,0,8,0,0,23,0,0,0,26,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,8,7,20,0,33,30,96,0,4,6,5,7,0,16,31,5,38,3,8,3,92,15,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,49,20,85,9,56,34,251,0,0,13,0,32,17,71,0,4,5,0,0,0,8,15,9,23,6,7,0,60,33,5,25,0,5,0,69,10,0,9,0,0,0,20,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43650,0,13,44,10,22,20,107,0,4,12,0,3,0,19,32,22,62,3,18,0,139,77,3,71,0,14,0,170,25,0,14,0,0,0,39,29,0,13,0,0,0,37,11,0,0,0,0,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,0,7,0,7,3,22,182,49,220,14,71,23,556,0,6,41,0,11,25,82,3,11,4,3,4,0,22,7,4,40,0,13,0,69,46,13,58,3,11,0,133,47,3,51,0,11,0,116,62,0,29,0,17,0,108,47,3,34,0,7,0,85,48,0,7,0,3,0,61,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43710,0,4,33,3,20,40,92,0,7,14,0,6,0,29,7,17,53,7,5,0,86,12,0,29,0,0,0,40,6,0,6,0,0,0,15,4,0,8,0,0,0,13,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,19,33,22,158,8,47,41,313,0,3,39,0,24,26,87,0,3,7,0,0,0,13,3,4,49,4,17,3,69,13,0,47,0,4,4,69,7,0,15,0,3,0,24,9,0,6,0,3,0,11,18,0,13,0,0,0,26,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
