LGA_NAME16	Year	LabourForceStatus	adults
Wollongong (C)	2011	Not in the labour force	60289
Wollongong (C)	2011	Unemployed (looking for work)	6199
Wollongong (C)	2016		8884
Wollongong (C)	2016	Employed (away from work)	4750
Wollongong (C)	2016	Employed (full-time)	52444
Wollongong (C)	2016	Employed (part-time)	31062
Wollongong (C)	2016	Not in the labour force	63180
Wollongong (C)	2016	Unemployed (looking for work)	6753
Woollahra (A)	2006		5545
Woollahra (A)	2006	Employed (away from work)	1414
Woollahra (A)	2006	Employed (full-time)	17254
Woollahra (A)	2006	Employed (part-time)	6519
Woollahra (A)	2006	Not in the labour force	11455
Woollahra (A)	2006	Unemployed (looking for work)	709
Woollahra (A)	2011		4718
Woollahra (A)	2011	Employed (away from work)	1371
Woollahra (A)	2011	Employed (full-time)	18191
Woollahra (A)	2011	Employed (part-time)	6985
Woollahra (A)	2011	Not in the labour force	11829
Woollahra (A)	2011	Unemployed (looking for work)	1013
Woollahra (A)	2016		4267
Woollahra (A)	2016	Employed (away from work)	1145
Woollahra (A)	2016	Employed (full-time)	19238
Woollahra (A)	2016	Employed (part-time)	7624
Woollahra (A)	2016	Not in the labour force	12525
Woollahra (A)	2016	Unemployed (looking for work)	965
Yass Valley (A)	2006		369
Yass Valley (A)	2006	Employed (away from work)	441
Yass Valley (A)	2006	Employed (full-time)	4363
Yass Valley (A)	2006	Employed (part-time)	1949
Yass Valley (A)	2006	Not in the labour force	2896
Yass Valley (A)	2006	Unemployed (looking for work)	179
Yass Valley (A)	2011		618
Yass Valley (A)	2011	Employed (away from work)	512
Yass Valley (A)	2011	Employed (full-time)	5022
Yass Valley (A)	2011	Employed (part-time)	2230
Yass Valley (A)	2011	Not in the labour force	3131
Yass Valley (A)	2011	Unemployed (looking for work)	191
Yass Valley (A)	2016		963
Yass Valley (A)	2016	Employed (away from work)	552
Yass Valley (A)	2016	Employed (full-time)	5119
Yass Valley (A)	2016	Employed (part-time)	2405
Yass Valley (A)	2016	Not in the labour force	3463
Yass Valley (A)	2016	Unemployed (looking for work)	242
Unincorporated NSW	2006		26
Unincorporated NSW	2006	Employed (away from work)	54
Unincorporated NSW	2006	Employed (full-time)	490
Unincorporated NSW	2006	Employed (part-time)	129
Unincorporated NSW	2006	Not in the labour force	172
Unincorporated NSW	2006	Unemployed (looking for work)	9
Unincorporated NSW	2011		25
Unincorporated NSW	2011	Employed (away from work)	47
Unincorporated NSW	2011	Employed (full-time)	462
Unincorporated NSW	2011	Employed (part-time)	143
Unincorporated NSW	2011	Not in the labour force	182
Unincorporated NSW	2011	Unemployed (looking for work)	13
Unincorporated NSW	2016		90
Unincorporated NSW	2016	Employed (away from work)	56
Unincorporated NSW	2016	Employed (full-time)	400
Unincorporated NSW	2016	Employed (part-time)	140
Unincorporated NSW	2016	Not in the labour force	173
Unincorporated NSW	2016	Unemployed (looking for work)	10
No usual address (NSW)	2006		1079
No usual address (NSW)	2006	Employed (away from work)	359
No usual address (NSW)	2006	Employed (full-time)	2209
No usual address (NSW)	2006	Employed (part-time)	926
No usual address (NSW)	2006	Not in the labour force	3723
No usual address (NSW)	2006	Unemployed (looking for work)	921
No usual address (NSW)	2011		2636
No usual address (NSW)	2011	Employed (away from work)	365
No usual address (NSW)	2011	Employed (full-time)	2284
No usual address (NSW)	2011	Employed (part-time)	1002
No usual address (NSW)	2011	Not in the labour force	4386
No usual address (NSW)	2011	Unemployed (looking for work)	1066
No usual address (NSW)	2016		3217
No usual address (NSW)	2016	Employed (away from work)	301
No usual address (NSW)	2016	Employed (full-time)	1977
No usual address (NSW)	2016	Employed (part-time)	1047
No usual address (NSW)	2016	Not in the labour force	4062
No usual address (NSW)	2016	Unemployed (looking for work)	941
Migratory - Offshore - Shipping (NSW)	2006		23
Migratory - Offshore - Shipping (NSW)	2006	Employed (away from work)	3
Migratory - Offshore - Shipping (NSW)	2006	Employed (full-time)	39
Migratory - Offshore - Shipping (NSW)	2006	Employed (part-time)	0
Migratory - Offshore - Shipping (NSW)	2006	Not in the labour force	3
Migratory - Offshore - Shipping (NSW)	2006	Unemployed (looking for work)	0
Migratory - Offshore - Shipping (NSW)	2011		16
Migratory - Offshore - Shipping (NSW)	2011	Employed (away from work)	7
Migratory - Offshore - Shipping (NSW)	2011	Employed (full-time)	19
Migratory - Offshore - Shipping (NSW)	2011	Employed (part-time)	3
Migratory - Offshore - Shipping (NSW)	2011	Not in the labour force	65
Migratory - Offshore - Shipping (NSW)	2011	Unemployed (looking for work)	0
Migratory - Offshore - Shipping (NSW)	2016		63
Migratory - Offshore - Shipping (NSW)	2016	Employed (away from work)	49
Migratory - Offshore - Shipping (NSW)	2016	Employed (full-time)	48
Migratory - Offshore - Shipping (NSW)	2016	Employed (part-time)	25
Migratory - Offshore - Shipping (NSW)	2016	Not in the labour force	185
Migratory - Offshore - Shipping (NSW)	2016	Unemployed (looking for work)	4
Alpine (S)	2006		523
Alpine (S)	2006	Employed (away from work)	398
Alpine (S)	2006	Employed (full-time)	3083
Alpine (S)	2006	Employed (part-time)	1845
Alpine (S)	2006	Not in the labour force	3711
Alpine (S)	2006	Unemployed (looking for work)	262
Alpine (S)	2011		455
Alpine (S)	2011	Employed (away from work)	355
Alpine (S)	2011	Employed (full-time)	3010
Alpine (S)	2011	Employed (part-time)	1978
Alpine (S)	2011	Not in the labour force	3797
Alpine (S)	2011	Unemployed (looking for work)	260
Alpine (S)	2016		868
Alpine (S)	2016	Employed (away from work)	400
Alpine (S)	2016	Employed (full-time)	3005
Alpine (S)	2016	Employed (part-time)	2088
Alpine (S)	2016	Not in the labour force	3807
Alpine (S)	2016	Unemployed (looking for work)	216
Ararat (RC)	2006		371
Ararat (RC)	2006	Employed (away from work)	320
Ararat (RC)	2006	Employed (full-time)	2944
Ararat (RC)	2006	Employed (part-time)	1437
Ararat (RC)	2006	Not in the labour force	3787
Ararat (RC)	2006	Unemployed (looking for work)	298
Ararat (RC)	2011		420
Ararat (RC)	2011	Employed (away from work)	335
Ararat (RC)	2011	Employed (full-time)	2870
Ararat (RC)	2011	Employed (part-time)	1578
Ararat (RC)	2011	Not in the labour force	3819
Ararat (RC)	2011	Unemployed (looking for work)	184
Ararat (RC)	2016		665
Ararat (RC)	2016	Employed (away from work)	316
Ararat (RC)	2016	Employed (full-time)	2726
Ararat (RC)	2016	Employed (part-time)	1676
Ararat (RC)	2016	Not in the labour force	4158
Ararat (RC)	2016	Unemployed (looking for work)	257
Ballarat (C)	2006		3781
Ballarat (C)	2006	Employed (away from work)	2377
Ballarat (C)	2006	Employed (full-time)	22748
Ballarat (C)	2006	Employed (part-time)	12418
Ballarat (C)	2006	Not in the labour force	24428
Ballarat (C)	2006	Unemployed (looking for work)	2562
Ballarat (C)	2011		3830
Ballarat (C)	2011	Employed (away from work)	2669
Ballarat (C)	2011	Employed (full-time)	25109
Ballarat (C)	2011	Employed (part-time)	14510
Ballarat (C)	2011	Not in the labour force	26605
Ballarat (C)	2011	Unemployed (looking for work)	2614
Ballarat (C)	2016		5111
Ballarat (C)	2016	Employed (away from work)	2571
Ballarat (C)	2016	Employed (full-time)	25472
Ballarat (C)	2016	Employed (part-time)	16673
Ballarat (C)	2016	Not in the labour force	28977
Ballarat (C)	2016	Unemployed (looking for work)	3415
Banyule (C)	2006		4638
Banyule (C)	2006	Employed (away from work)	3469
Banyule (C)	2006	Employed (full-time)	35346
Banyule (C)	2006	Employed (part-time)	17314
Banyule (C)	2006	Not in the labour force	31180
Banyule (C)	2006	Unemployed (looking for work)	2476
Banyule (C)	2011		3895
Banyule (C)	2011	Employed (away from work)	3522
Banyule (C)	2011	Employed (full-time)	36013
Banyule (C)	2011	Employed (part-time)	19130
Banyule (C)	2011	Not in the labour force	31958
Banyule (C)	2011	Unemployed (looking for work)	2715
Banyule (C)	2016		4885
Banyule (C)	2016	Employed (away from work)	2846
Banyule (C)	2016	Employed (full-time)	35554
Banyule (C)	2016	Employed (part-time)	20514
Banyule (C)	2016	Not in the labour force	32622
Banyule (C)	2016	Unemployed (looking for work)	3429
Bass Coast (S)	2006		1806
Bass Coast (S)	2006	Employed (away from work)	750
Bass Coast (S)	2006	Employed (full-time)	5495
Bass Coast (S)	2006	Employed (part-time)	3728
Bass Coast (S)	2006	Not in the labour force	9506
Bass Coast (S)	2006	Unemployed (looking for work)	650
Bass Coast (S)	2011		1613
Bass Coast (S)	2011	Employed (away from work)	863
Bass Coast (S)	2011	Employed (full-time)	6899
Bass Coast (S)	2011	Employed (part-time)	4379
Bass Coast (S)	2011	Not in the labour force	10215
Bass Coast (S)	2011	Unemployed (looking for work)	600
Bass Coast (S)	2016		2084
Bass Coast (S)	2016	Employed (away from work)	988
Bass Coast (S)	2016	Employed (full-time)	6292
Bass Coast (S)	2016	Employed (part-time)	5259
Bass Coast (S)	2016	Not in the labour force	11979
Bass Coast (S)	2016	Unemployed (looking for work)	857
Baw Baw (S)	2006		1409
Baw Baw (S)	2006	Employed (away from work)	1170
Baw Baw (S)	2006	Employed (full-time)	10252
Baw Baw (S)	2006	Employed (part-time)	5420
Baw Baw (S)	2006	Not in the labour force	10124
Baw Baw (S)	2006	Unemployed (looking for work)	858
Baw Baw (S)	2011		1523
Baw Baw (S)	2011	Employed (away from work)	1346
Baw Baw (S)	2011	Employed (full-time)	11792
Baw Baw (S)	2011	Employed (part-time)	6671
Baw Baw (S)	2011	Not in the labour force	11925
Baw Baw (S)	2011	Unemployed (looking for work)	1029
Baw Baw (S)	2016		2739
Baw Baw (S)	2016	Employed (away from work)	1346
Baw Baw (S)	2016	Employed (full-time)	12364
Baw Baw (S)	2016	Employed (part-time)	7548
Baw Baw (S)	2016	Not in the labour force	13956
Baw Baw (S)	2016	Unemployed (looking for work)	1235
Bayside (C)	2006		4153
Bayside (C)	2006	Employed (away from work)	2505
Bayside (C)	2006	Employed (full-time)	25492
Bayside (C)	2006	Employed (part-time)	13733
Bayside (C)	2006	Not in the labour force	23604
Bayside (C)	2006	Unemployed (looking for work)	1408
Bayside (C)	2011		3470
Bayside (C)	2011	Employed (away from work)	2379
Bayside (C)	2011	Employed (full-time)	26225
Bayside (C)	2011	Employed (part-time)	15128
Bayside (C)	2011	Not in the labour force	24877
Bayside (C)	2011	Unemployed (looking for work)	1737
Bayside (C)	2016		4281
Bayside (C)	2016	Employed (away from work)	1989
Bayside (C)	2016	Employed (full-time)	27559
Bayside (C)	2016	Employed (part-time)	16443
Bayside (C)	2016	Not in the labour force	26182
Bayside (C)	2016	Unemployed (looking for work)	2215
Benalla (RC)	2006		432
Benalla (RC)	2006	Employed (away from work)	408
Benalla (RC)	2006	Employed (full-time)	3623
Benalla (RC)	2006	Employed (part-time)	1892
Benalla (RC)	2006	Not in the labour force	4145
Benalla (RC)	2006	Unemployed (looking for work)	357
Benalla (RC)	2011		438
Benalla (RC)	2011	Employed (away from work)	461
Benalla (RC)	2011	Employed (full-time)	3491
Benalla (RC)	2011	Employed (part-time)	2073
Benalla (RC)	2011	Not in the labour force	4498
Benalla (RC)	2011	Unemployed (looking for work)	307
Benalla (RC)	2016		929
Benalla (RC)	2016	Employed (away from work)	402
Benalla (RC)	2016	Employed (full-time)	3240
Benalla (RC)	2016	Employed (part-time)	2012
Benalla (RC)	2016	Not in the labour force	4784
Benalla (RC)	2016	Unemployed (looking for work)	319
Boroondara (C)	2006		6777
Boroondara (C)	2006	Employed (away from work)	4355
Boroondara (C)	2006	Employed (full-time)	47479
Boroondara (C)	2006	Employed (part-time)	25169
Boroondara (C)	2006	Not in the labour force	39693
Boroondara (C)	2006	Unemployed (looking for work)	3110
Boroondara (C)	2011		5607
Boroondara (C)	2011	Employed (away from work)	4066
Boroondara (C)	2011	Employed (full-time)	49408
Boroondara (C)	2011	Employed (part-time)	26816
Boroondara (C)	2011	Not in the labour force	41757
Boroondara (C)	2011	Unemployed (looking for work)	3764
Boroondara (C)	2016		6838
Boroondara (C)	2016	Employed (away from work)	3507
Boroondara (C)	2016	Employed (full-time)	49766
Boroondara (C)	2016	Employed (part-time)	28984
Boroondara (C)	2016	Not in the labour force	44498
Boroondara (C)	2016	Unemployed (looking for work)	4837
Brimbank (C)	2006		8945
Brimbank (C)	2006	Employed (away from work)	5073
Brimbank (C)	2006	Employed (full-time)	44350
Brimbank (C)	2006	Employed (part-time)	18641
Brimbank (C)	2006	Not in the labour force	50050
Brimbank (C)	2006	Unemployed (looking for work)	6664
Brimbank (C)	2011		10383
Brimbank (C)	2011	Employed (away from work)	5481
Brimbank (C)	2011	Employed (full-time)	48146
Brimbank (C)	2011	Employed (part-time)	22746
Brimbank (C)	2011	Not in the labour force	54277
Brimbank (C)	2011	Unemployed (looking for work)	6897
Brimbank (C)	2016		10153
Brimbank (C)	2016	Employed (away from work)	4696
Brimbank (C)	2016	Employed (full-time)	48442
Brimbank (C)	2016	Employed (part-time)	26894
Brimbank (C)	2016	Not in the labour force	59015
Brimbank (C)	2016	Unemployed (looking for work)	9257
Buloke (S)	2006		253
Buloke (S)	2006	Employed (away from work)	202
Buloke (S)	2006	Employed (full-time)	1826
Buloke (S)	2006	Employed (part-time)	850
Buloke (S)	2006	Not in the labour force	2257
Buloke (S)	2006	Unemployed (looking for work)	96
Buloke (S)	2011		221
Buloke (S)	2011	Employed (away from work)	189
Buloke (S)	2011	Employed (full-time)	1721
Buloke (S)	2011	Employed (part-time)	811
Buloke (S)	2011	Not in the labour force	2174
Buloke (S)	2011	Unemployed (looking for work)	105
Buloke (S)	2016		534
Buloke (S)	2016	Employed (away from work)	158
Buloke (S)	2016	Employed (full-time)	1453
Buloke (S)	2016	Employed (part-time)	871
Buloke (S)	2016	Not in the labour force	2077
Buloke (S)	2016	Unemployed (looking for work)	113
Campaspe (S)	2006		1377
Campaspe (S)	2006	Employed (away from work)	1204
Campaspe (S)	2006	Employed (full-time)	9941
Campaspe (S)	2006	Employed (part-time)	4814
Campaspe (S)	2006	Not in the labour force	10311
Campaspe (S)	2006	Unemployed (looking for work)	785
Campaspe (S)	2011		1502
Campaspe (S)	2011	Employed (away from work)	1190
Campaspe (S)	2011	Employed (full-time)	9548
Campaspe (S)	2011	Employed (part-time)	5202
Campaspe (S)	2011	Not in the labour force	10934
Campaspe (S)	2011	Unemployed (looking for work)	747
Campaspe (S)	2016		2391
Campaspe (S)	2016	Employed (away from work)	1109
Campaspe (S)	2016	Employed (full-time)	9309
Campaspe (S)	2016	Employed (part-time)	5530
Campaspe (S)	2016	Not in the labour force	11261
Campaspe (S)	2016	Unemployed (looking for work)	824
Cardinia (S)	2006		2212
Cardinia (S)	2006	Employed (away from work)	1738
Cardinia (S)	2006	Employed (full-time)	17181
Cardinia (S)	2006	Employed (part-time)	8282
Cardinia (S)	2006	Not in the labour force	12423
Cardinia (S)	2006	Unemployed (looking for work)	1197
Cardinia (S)	2011		2462
Cardinia (S)	2011	Employed (away from work)	2050
Cardinia (S)	2011	Employed (full-time)	23296
Cardinia (S)	2011	Employed (part-time)	10911
Cardinia (S)	2011	Not in the labour force	16387
Cardinia (S)	2011	Unemployed (looking for work)	1741
Cardinia (S)	2016		4303
Cardinia (S)	2016	Employed (away from work)	2400
Cardinia (S)	2016	Employed (full-time)	28036
Cardinia (S)	2016	Employed (part-time)	14521
Cardinia (S)	2016	Not in the labour force	20541
Cardinia (S)	2016	Unemployed (looking for work)	2601
Casey (C)	2006		8776
Casey (C)	2006	Employed (away from work)	6445
Casey (C)	2006	Employed (full-time)	66848
Casey (C)	2006	Employed (part-time)	27380
Casey (C)	2006	Not in the labour force	47159
Casey (C)	2006	Unemployed (looking for work)	5688
Casey (C)	2011		8104
Casey (C)	2011	Employed (away from work)	7203
Casey (C)	2011	Employed (full-time)	78370
Casey (C)	2011	Employed (part-time)	33967
Casey (C)	2011	Not in the labour force	58657
Casey (C)	2011	Unemployed (looking for work)	7487
Casey (C)	2016		11942
Casey (C)	2016	Employed (away from work)	6982
Casey (C)	2016	Employed (full-time)	87660
Casey (C)	2016	Employed (part-time)	43279
Casey (C)	2016	Not in the labour force	70923
Casey (C)	2016	Unemployed (looking for work)	10663
Central Goldfields (S)	2006		475
Central Goldfields (S)	2006	Employed (away from work)	276
Central Goldfields (S)	2006	Employed (full-time)	2458
Central Goldfields (S)	2006	Employed (part-time)	1402
Central Goldfields (S)	2006	Not in the labour force	4999
Central Goldfields (S)	2006	Unemployed (looking for work)	454
Central Goldfields (S)	2011		503
Central Goldfields (S)	2011	Employed (away from work)	359
Central Goldfields (S)	2011	Employed (full-time)	2453
Central Goldfields (S)	2011	Employed (part-time)	1611
Central Goldfields (S)	2011	Not in the labour force	5175
Central Goldfields (S)	2011	Unemployed (looking for work)	319
Central Goldfields (S)	2016		769
Central Goldfields (S)	2016	Employed (away from work)	280
Central Goldfields (S)	2016	Employed (full-time)	2319
Central Goldfields (S)	2016	Employed (part-time)	1757
Central Goldfields (S)	2016	Not in the labour force	5434
Central Goldfields (S)	2016	Unemployed (looking for work)	423
Colac-Otway (S)	2006		794
Colac-Otway (S)	2006	Employed (away from work)	658
Colac-Otway (S)	2006	Employed (full-time)	5677
Colac-Otway (S)	2006	Employed (part-time)	3032
Colac-Otway (S)	2006	Not in the labour force	5605
Colac-Otway (S)	2006	Unemployed (looking for work)	449
Colac-Otway (S)	2011		770
Colac-Otway (S)	2011	Employed (away from work)	725
Colac-Otway (S)	2011	Employed (full-time)	5443
Colac-Otway (S)	2011	Employed (part-time)	3310
Colac-Otway (S)	2011	Not in the labour force	5885
Colac-Otway (S)	2011	Unemployed (looking for work)	358
Colac-Otway (S)	2016		1281
Colac-Otway (S)	2016	Employed (away from work)	652
Colac-Otway (S)	2016	Employed (full-time)	5263
Colac-Otway (S)	2016	Employed (part-time)	3629
Colac-Otway (S)	2016	Not in the labour force	6054
Colac-Otway (S)	2016	Unemployed (looking for work)	398
Corangamite (S)	2006		650
Corangamite (S)	2006	Employed (away from work)	522
Corangamite (S)	2006	Employed (full-time)	4782
Corangamite (S)	2006	Employed (part-time)	2231
Corangamite (S)	2006	Not in the labour force	4515
Corangamite (S)	2006	Unemployed (looking for work)	288
Corangamite (S)	2011		556
Corangamite (S)	2011	Employed (away from work)	532
Corangamite (S)	2011	Employed (full-time)	4555
Corangamite (S)	2011	Employed (part-time)	2481
Corangamite (S)	2011	Not in the labour force	4622
Corangamite (S)	2011	Unemployed (looking for work)	232
Corangamite (S)	2016		1062
Corangamite (S)	2016	Employed (away from work)	514
Corangamite (S)	2016	Employed (full-time)	4267
Corangamite (S)	2016	Employed (part-time)	2381
Corangamite (S)	2016	Not in the labour force	4605
Corangamite (S)	2016	Unemployed (looking for work)	296
Darebin (C)	2006		8773
Darebin (C)	2006	Employed (away from work)	3598
Darebin (C)	2006	Employed (full-time)	35669
Darebin (C)	2006	Employed (part-time)	16643
Darebin (C)	2006	Not in the labour force	38558
Darebin (C)	2006	Unemployed (looking for work)	3916
Darebin (C)	2011		7407
Darebin (C)	2011	Employed (away from work)	3965
Darebin (C)	2011	Employed (full-time)	39655
Darebin (C)	2011	Employed (part-time)	20190
Darebin (C)	2011	Not in the labour force	38822
Darebin (C)	2011	Unemployed (looking for work)	4187
Darebin (C)	2016		8810
Darebin (C)	2016	Employed (away from work)	3459
Darebin (C)	2016	Employed (full-time)	42425
Darebin (C)	2016	Employed (part-time)	24427
Darebin (C)	2016	Not in the labour force	38725
Darebin (C)	2016	Unemployed (looking for work)	5435
East Gippsland (S)	2006		1877
East Gippsland (S)	2006	Employed (away from work)	1292
East Gippsland (S)	2006	Employed (full-time)	8871
East Gippsland (S)	2006	Employed (part-time)	5708
East Gippsland (S)	2006	Not in the labour force	13871
East Gippsland (S)	2006	Unemployed (looking for work)	1047
East Gippsland (S)	2011		1708
East Gippsland (S)	2011	Employed (away from work)	1265
East Gippsland (S)	2011	Employed (full-time)	9355
East Gippsland (S)	2011	Employed (part-time)	6428
East Gippsland (S)	2011	Not in the labour force	15181
East Gippsland (S)	2011	Unemployed (looking for work)	994
East Gippsland (S)	2016		3438
East Gippsland (S)	2016	Employed (away from work)	1338
East Gippsland (S)	2016	Employed (full-time)	8910
East Gippsland (S)	2016	Employed (part-time)	6756
East Gippsland (S)	2016	Not in the labour force	16297
East Gippsland (S)	2016	Unemployed (looking for work)	1153
Frankston (C)	2006		6494
Frankston (C)	2006	Employed (away from work)	3426
Frankston (C)	2006	Employed (full-time)	34368
Frankston (C)	2006	Employed (part-time)	16378
Frankston (C)	2006	Not in the labour force	29603
Frankston (C)	2006	Unemployed (looking for work)	3454
Frankston (C)	2011		5563
Frankston (C)	2011	Employed (away from work)	3818
Frankston (C)	2011	Employed (full-time)	38123
Frankston (C)	2011	Employed (part-time)	18642
Frankston (C)	2011	Not in the labour force	32365
Frankston (C)	2011	Unemployed (looking for work)	3634
Frankston (C)	2016		7080
Frankston (C)	2016	Employed (away from work)	3336
Frankston (C)	2016	Employed (full-time)	39165
Frankston (C)	2016	Employed (part-time)	20908
Frankston (C)	2016	Not in the labour force	34260
Frankston (C)	2016	Unemployed (looking for work)	4365
Gannawarra (S)	2006		514
Gannawarra (S)	2006	Employed (away from work)	438
Gannawarra (S)	2006	Employed (full-time)	3069
Gannawarra (S)	2006	Employed (part-time)	1392
Gannawarra (S)	2006	Not in the labour force	3449
Gannawarra (S)	2006	Unemployed (looking for work)	217
Gannawarra (S)	2011		466
Gannawarra (S)	2011	Employed (away from work)	302
Gannawarra (S)	2011	Employed (full-time)	2654
Gannawarra (S)	2011	Employed (part-time)	1425
Gannawarra (S)	2011	Not in the labour force	3459
Gannawarra (S)	2011	Unemployed (looking for work)	180
Gannawarra (S)	2016		664
Gannawarra (S)	2016	Employed (away from work)	295
Gannawarra (S)	2016	Employed (full-time)	2536
Gannawarra (S)	2016	Employed (part-time)	1574
Gannawarra (S)	2016	Not in the labour force	3581
Gannawarra (S)	2016	Unemployed (looking for work)	220
Glen Eira (C)	2006		7624
Glen Eira (C)	2006	Employed (away from work)	3394
Glen Eira (C)	2006	Employed (full-time)	38162
Glen Eira (C)	2006	Employed (part-time)	18849
Glen Eira (C)	2006	Not in the labour force	31781
Glen Eira (C)	2006	Unemployed (looking for work)	2568
Glen Eira (C)	2011		5200
Glen Eira (C)	2011	Employed (away from work)	3604
Glen Eira (C)	2011	Employed (full-time)	41136
Glen Eira (C)	2011	Employed (part-time)	21311
Glen Eira (C)	2011	Not in the labour force	32903
Glen Eira (C)	2011	Unemployed (looking for work)	3218
Glen Eira (C)	2016		5723
Glen Eira (C)	2016	Employed (away from work)	3002
Glen Eira (C)	2016	Employed (full-time)	42863
Glen Eira (C)	2016	Employed (part-time)	23767
Glen Eira (C)	2016	Not in the labour force	35472
Glen Eira (C)	2016	Unemployed (looking for work)	4278
Glenelg (S)	2006		779
Glenelg (S)	2006	Employed (away from work)	824
Glenelg (S)	2006	Employed (full-time)	5321
Glenelg (S)	2006	Employed (part-time)	2755
Glenelg (S)	2006	Not in the labour force	5438
Glenelg (S)	2006	Unemployed (looking for work)	602
Glenelg (S)	2011		796
Glenelg (S)	2011	Employed (away from work)	717
Glenelg (S)	2011	Employed (full-time)	5081
Glenelg (S)	2011	Employed (part-time)	3004
Glenelg (S)	2011	Not in the labour force	5878
Glenelg (S)	2011	Unemployed (looking for work)	457
Glenelg (S)	2016		1382
Glenelg (S)	2016	Employed (away from work)	635
Glenelg (S)	2016	Employed (full-time)	4649
Glenelg (S)	2016	Employed (part-time)	3027
Glenelg (S)	2016	Not in the labour force	6158
Glenelg (S)	2016	Unemployed (looking for work)	526
Golden Plains (S)	2006		534
Golden Plains (S)	2006	Employed (away from work)	489
Golden Plains (S)	2006	Employed (full-time)	4729
Golden Plains (S)	2006	Employed (part-time)	2383
Golden Plains (S)	2006	Not in the labour force	3953
Golden Plains (S)	2006	Unemployed (looking for work)	412
Golden Plains (S)	2011		516
Golden Plains (S)	2011	Employed (away from work)	580
Golden Plains (S)	2011	Employed (full-time)	5460
Golden Plains (S)	2011	Employed (part-time)	2936
Golden Plains (S)	2011	Not in the labour force	4522
Golden Plains (S)	2011	Unemployed (looking for work)	412
Golden Plains (S)	2016		897
Golden Plains (S)	2016	Employed (away from work)	657
Golden Plains (S)	2016	Employed (full-time)	5981
Golden Plains (S)	2016	Employed (part-time)	3557
Golden Plains (S)	2016	Not in the labour force	5176
Golden Plains (S)	2016	Unemployed (looking for work)	501
Greater Bendigo (C)	2006		3868
Greater Bendigo (C)	2006	Employed (away from work)	2765
Greater Bendigo (C)	2006	Employed (full-time)	24510
Greater Bendigo (C)	2006	Employed (part-time)	13682
Greater Bendigo (C)	2006	Not in the labour force	26492
Greater Bendigo (C)	2006	Unemployed (looking for work)	2859
Greater Bendigo (C)	2011		4000
Greater Bendigo (C)	2011	Employed (away from work)	2981
Greater Bendigo (C)	2011	Employed (full-time)	26976
Greater Bendigo (C)	2011	Employed (part-time)	15790
Greater Bendigo (C)	2011	Not in the labour force	28663
Greater Bendigo (C)	2011	Unemployed (looking for work)	2500
Greater Bendigo (C)	2016		6208
Greater Bendigo (C)	2016	Employed (away from work)	3000
Greater Bendigo (C)	2016	Employed (full-time)	27652
Greater Bendigo (C)	2016	Employed (part-time)	18021
Greater Bendigo (C)	2016	Not in the labour force	31074
Greater Bendigo (C)	2016	Unemployed (looking for work)	3328
Greater Dandenong (C)	2006		7886
Greater Dandenong (C)	2006	Employed (away from work)	3586
Greater Dandenong (C)	2006	Employed (full-time)	31950
Greater Dandenong (C)	2006	Employed (part-time)	12427
Greater Dandenong (C)	2006	Not in the labour force	40879
Greater Dandenong (C)	2006	Unemployed (looking for work)	5001
Greater Dandenong (C)	2011		6705
Greater Dandenong (C)	2011	Employed (away from work)	3719
Greater Dandenong (C)	2011	Employed (full-time)	34355
Greater Dandenong (C)	2011	Employed (part-time)	15996
Greater Dandenong (C)	2011	Not in the labour force	44937
Greater Dandenong (C)	2011	Unemployed (looking for work)	5268
Greater Dandenong (C)	2016		7614
Greater Dandenong (C)	2016	Employed (away from work)	3308
Greater Dandenong (C)	2016	Employed (full-time)	37340
Greater Dandenong (C)	2016	Employed (part-time)	19657
Greater Dandenong (C)	2016	Not in the labour force	49783
Greater Dandenong (C)	2016	Unemployed (looking for work)	6897
Greater Geelong (C)	2006		8011
Greater Geelong (C)	2006	Employed (away from work)	5682
Greater Geelong (C)	2006	Employed (full-time)	51934
Greater Geelong (C)	2006	Employed (part-time)	28529
Greater Geelong (C)	2006	Not in the labour force	59360
Greater Geelong (C)	2006	Unemployed (looking for work)	5787
Greater Geelong (C)	2011		7721
Greater Geelong (C)	2011	Employed (away from work)	6068
Greater Geelong (C)	2011	Employed (full-time)	56375
Greater Geelong (C)	2011	Employed (part-time)	32956
Greater Geelong (C)	2011	Not in the labour force	63171
Greater Geelong (C)	2011	Unemployed (looking for work)	5632
Greater Geelong (C)	2016		11476
Greater Geelong (C)	2016	Employed (away from work)	5949
Greater Geelong (C)	2016	Employed (full-time)	58999
Greater Geelong (C)	2016	Employed (part-time)	38630
Greater Geelong (C)	2016	Not in the labour force	69055
Greater Geelong (C)	2016	Unemployed (looking for work)	7057
Greater Shepparton (C)	2006		2591
Greater Shepparton (C)	2006	Employed (away from work)	1901
Greater Shepparton (C)	2006	Employed (full-time)	16021
Greater Shepparton (C)	2006	Employed (part-time)	7597
Greater Shepparton (C)	2006	Not in the labour force	14668
Greater Shepparton (C)	2006	Unemployed (looking for work)	1643
Greater Shepparton (C)	2011		2645
Greater Shepparton (C)	2011	Employed (away from work)	1805
Greater Shepparton (C)	2011	Employed (full-time)	16434
Greater Shepparton (C)	2011	Employed (part-time)	8411
Greater Shepparton (C)	2011	Not in the labour force	16642
Greater Shepparton (C)	2011	Unemployed (looking for work)	1560
Greater Shepparton (C)	2016		4266
Greater Shepparton (C)	2016	Employed (away from work)	1714
