LGA_NAME16	Year	LabourForceStatus	Sex	adults
Wentworth (A)	2016	Employed (full-time)	M	1106
Wentworth (A)	2016	Employed (part-time)	F	611
Wentworth (A)	2016	Employed (part-time)	M	277
Wentworth (A)	2016	Not in the labour force	F	1033
Wentworth (A)	2016	Not in the labour force	M	899
Wentworth (A)	2016	Unemployed (looking for work)	F	70
Wentworth (A)	2016	Unemployed (looking for work)	M	106
Western Plains Regional (A)	2006		F	1270
Western Plains Regional (A)	2006		M	1259
Western Plains Regional (A)	2006	Employed (away from work)	F	687
Western Plains Regional (A)	2006	Employed (away from work)	M	765
Western Plains Regional (A)	2006	Employed (full-time)	F	4711
Western Plains Regional (A)	2006	Employed (full-time)	M	8154
Western Plains Regional (A)	2006	Employed (part-time)	F	4126
Western Plains Regional (A)	2006	Employed (part-time)	M	1582
Western Plains Regional (A)	2006	Not in the labour force	F	6996
Western Plains Regional (A)	2006	Not in the labour force	M	4313
Western Plains Regional (A)	2006	Unemployed (looking for work)	F	542
Western Plains Regional (A)	2006	Unemployed (looking for work)	M	691
Western Plains Regional (A)	2011		F	896
Western Plains Regional (A)	2011		M	969
Western Plains Regional (A)	2011	Employed (away from work)	F	666
Western Plains Regional (A)	2011	Employed (away from work)	M	582
Western Plains Regional (A)	2011	Employed (full-time)	F	5333
Western Plains Regional (A)	2011	Employed (full-time)	M	8670
Western Plains Regional (A)	2011	Employed (part-time)	F	4441
Western Plains Regional (A)	2011	Employed (part-time)	M	1733
Western Plains Regional (A)	2011	Not in the labour force	F	7200
Western Plains Regional (A)	2011	Not in the labour force	M	5131
Western Plains Regional (A)	2011	Unemployed (looking for work)	F	545
Western Plains Regional (A)	2011	Unemployed (looking for work)	M	673
Western Plains Regional (A)	2016		F	1628
Western Plains Regional (A)	2016		M	1554
Western Plains Regional (A)	2016	Employed (away from work)	F	664
Western Plains Regional (A)	2016	Employed (away from work)	M	539
Western Plains Regional (A)	2016	Employed (full-time)	F	5690
Western Plains Regional (A)	2016	Employed (full-time)	M	8868
Western Plains Regional (A)	2016	Employed (part-time)	F	4529
Western Plains Regional (A)	2016	Employed (part-time)	M	1856
Western Plains Regional (A)	2016	Not in the labour force	F	7321
Western Plains Regional (A)	2016	Not in the labour force	M	5672
Western Plains Regional (A)	2016	Unemployed (looking for work)	F	649
Western Plains Regional (A)	2016	Unemployed (looking for work)	M	733
Willoughby (C)	2006		F	1817
Willoughby (C)	2006		M	1819
Willoughby (C)	2006	Employed (away from work)	F	923
Willoughby (C)	2006	Employed (away from work)	M	789
Willoughby (C)	2006	Employed (full-time)	F	8546
Willoughby (C)	2006	Employed (full-time)	M	13141
Willoughby (C)	2006	Employed (part-time)	F	5652
Willoughby (C)	2006	Employed (part-time)	M	2847
Willoughby (C)	2006	Not in the labour force	F	9913
Willoughby (C)	2006	Not in the labour force	M	5488
Willoughby (C)	2006	Unemployed (looking for work)	F	581
Willoughby (C)	2006	Unemployed (looking for work)	M	587
Willoughby (C)	2011		F	1308
Willoughby (C)	2011		M	1353
Willoughby (C)	2011	Employed (away from work)	F	988
Willoughby (C)	2011	Employed (away from work)	M	747
Willoughby (C)	2011	Employed (full-time)	F	8837
Willoughby (C)	2011	Employed (full-time)	M	13746
Willoughby (C)	2011	Employed (part-time)	F	6214
Willoughby (C)	2011	Employed (part-time)	M	3124
Willoughby (C)	2011	Not in the labour force	F	10555
Willoughby (C)	2011	Not in the labour force	M	5987
Willoughby (C)	2011	Unemployed (looking for work)	F	818
Willoughby (C)	2011	Unemployed (looking for work)	M	819
Willoughby (C)	2016		F	1594
Willoughby (C)	2016		M	1422
Willoughby (C)	2016	Employed (away from work)	F	900
Willoughby (C)	2016	Employed (away from work)	M	604
Willoughby (C)	2016	Employed (full-time)	F	9742
Willoughby (C)	2016	Employed (full-time)	M	14591
Willoughby (C)	2016	Employed (part-time)	F	6854
Willoughby (C)	2016	Employed (part-time)	M	3619
Willoughby (C)	2016	Not in the labour force	F	11591
Willoughby (C)	2016	Not in the labour force	M	7036
Willoughby (C)	2016	Unemployed (looking for work)	F	970
Willoughby (C)	2016	Unemployed (looking for work)	M	975
Wingecarribee (A)	2006		F	1013
Wingecarribee (A)	2006		M	922
Wingecarribee (A)	2006	Employed (away from work)	F	508
Wingecarribee (A)	2006	Employed (away from work)	M	592
Wingecarribee (A)	2006	Employed (full-time)	F	3438
Wingecarribee (A)	2006	Employed (full-time)	M	7223
Wingecarribee (A)	2006	Employed (part-time)	F	4504
Wingecarribee (A)	2006	Employed (part-time)	M	1916
Wingecarribee (A)	2006	Not in the labour force	F	7818
Wingecarribee (A)	2006	Not in the labour force	M	4756
Wingecarribee (A)	2006	Unemployed (looking for work)	F	373
Wingecarribee (A)	2006	Unemployed (looking for work)	M	438
Wingecarribee (A)	2011		F	804
Wingecarribee (A)	2011		M	861
Wingecarribee (A)	2011	Employed (away from work)	F	584
Wingecarribee (A)	2011	Employed (away from work)	M	574
Wingecarribee (A)	2011	Employed (full-time)	F	3885
Wingecarribee (A)	2011	Employed (full-time)	M	7484
Wingecarribee (A)	2011	Employed (part-time)	F	4612
Wingecarribee (A)	2011	Employed (part-time)	M	2113
Wingecarribee (A)	2011	Not in the labour force	F	8539
Wingecarribee (A)	2011	Not in the labour force	M	5484
Wingecarribee (A)	2011	Unemployed (looking for work)	F	418
Wingecarribee (A)	2011	Unemployed (looking for work)	M	428
Wingecarribee (A)	2016		F	1382
Wingecarribee (A)	2016		M	1287
Wingecarribee (A)	2016	Employed (away from work)	F	516
Wingecarribee (A)	2016	Employed (away from work)	M	470
Wingecarribee (A)	2016	Employed (full-time)	F	4287
Wingecarribee (A)	2016	Employed (full-time)	M	7742
Wingecarribee (A)	2016	Employed (part-time)	F	5148
Wingecarribee (A)	2016	Employed (part-time)	M	2480
Wingecarribee (A)	2016	Not in the labour force	F	9114
Wingecarribee (A)	2016	Not in the labour force	M	6243
Wingecarribee (A)	2016	Unemployed (looking for work)	F	414
Wingecarribee (A)	2016	Unemployed (looking for work)	M	393
Wollondilly (A)	2006		F	735
Wollondilly (A)	2006		M	765
Wollondilly (A)	2006	Employed (away from work)	F	575
Wollondilly (A)	2006	Employed (away from work)	M	696
Wollondilly (A)	2006	Employed (full-time)	F	4092
Wollondilly (A)	2006	Employed (full-time)	M	8565
Wollondilly (A)	2006	Employed (part-time)	F	4066
Wollondilly (A)	2006	Employed (part-time)	M	1424
Wollondilly (A)	2006	Not in the labour force	F	5466
Wollondilly (A)	2006	Not in the labour force	M	3296
Wollondilly (A)	2006	Unemployed (looking for work)	F	440
Wollondilly (A)	2006	Unemployed (looking for work)	M	434
Wollondilly (A)	2011		F	693
Wollondilly (A)	2011		M	731
Wollondilly (A)	2011	Employed (away from work)	F	650
Wollondilly (A)	2011	Employed (away from work)	M	653
Wollondilly (A)	2011	Employed (full-time)	F	4574
Wollondilly (A)	2011	Employed (full-time)	M	9311
Wollondilly (A)	2011	Employed (part-time)	F	4576
Wollondilly (A)	2011	Employed (part-time)	M	1522
Wollondilly (A)	2011	Not in the labour force	F	5846
Wollondilly (A)	2011	Not in the labour force	M	3783
Wollondilly (A)	2011	Unemployed (looking for work)	F	476
Wollondilly (A)	2011	Unemployed (looking for work)	M	462
Wollondilly (A)	2016		F	1069
Wollondilly (A)	2016		M	1060
Wollondilly (A)	2016	Employed (away from work)	F	703
Wollondilly (A)	2016	Employed (away from work)	M	627
Wollondilly (A)	2016	Employed (full-time)	F	5389
Wollondilly (A)	2016	Employed (full-time)	M	10226
Wollondilly (A)	2016	Employed (part-time)	F	5207
Wollondilly (A)	2016	Employed (part-time)	M	1913
Wollondilly (A)	2016	Not in the labour force	F	6270
Wollondilly (A)	2016	Not in the labour force	M	4379
Wollondilly (A)	2016	Unemployed (looking for work)	F	542
Wollondilly (A)	2016	Unemployed (looking for work)	M	457
Wollongong (C)	2006		F	4294
Wollongong (C)	2006		M	4315
Wollongong (C)	2006	Employed (away from work)	F	2434
Wollongong (C)	2006	Employed (away from work)	M	2782
Wollongong (C)	2006	Employed (full-time)	F	15612
Wollongong (C)	2006	Employed (full-time)	M	31951
Wollongong (C)	2006	Employed (part-time)	F	17050
Wollongong (C)	2006	Employed (part-time)	M	7458
Wollongong (C)	2006	Not in the labour force	F	33744
Wollongong (C)	2006	Not in the labour force	M	22838
Wollongong (C)	2006	Unemployed (looking for work)	F	2749
Wollongong (C)	2006	Unemployed (looking for work)	M	3521
Wollongong (C)	2011		F	3498
Wollongong (C)	2011		M	3918
Wollongong (C)	2011	Employed (away from work)	F	2787
Wollongong (C)	2011	Employed (away from work)	M	2760
Wollongong (C)	2011	Employed (full-time)	F	16717
Wollongong (C)	2011	Employed (full-time)	M	33160
Wollongong (C)	2011	Employed (part-time)	F	19092
Wollongong (C)	2011	Employed (part-time)	M	8331
Wollongong (C)	2011	Not in the labour force	F	34989
Wollongong (C)	2011	Not in the labour force	M	25298
Wollongong (C)	2011	Unemployed (looking for work)	F	2721
Wollongong (C)	2011	Unemployed (looking for work)	M	3470
Wollongong (C)	2016		F	4462
Wollongong (C)	2016		M	4438
Wollongong (C)	2016	Employed (away from work)	F	2529
Wollongong (C)	2016	Employed (away from work)	M	2221
Wollongong (C)	2016	Employed (full-time)	F	18660
Wollongong (C)	2016	Employed (full-time)	M	33778
Wollongong (C)	2016	Employed (part-time)	F	21117
Wollongong (C)	2016	Employed (part-time)	M	9939
Wollongong (C)	2016	Not in the labour force	F	35449
Wollongong (C)	2016	Not in the labour force	M	27728
Wollongong (C)	2016	Unemployed (looking for work)	F	3049
Wollongong (C)	2016	Unemployed (looking for work)	M	3707
Woollahra (A)	2006		F	2890
Woollahra (A)	2006		M	2650
Woollahra (A)	2006	Employed (away from work)	F	752
Woollahra (A)	2006	Employed (away from work)	M	667
Woollahra (A)	2006	Employed (full-time)	F	7329
Woollahra (A)	2006	Employed (full-time)	M	9924
Woollahra (A)	2006	Employed (part-time)	F	4292
Woollahra (A)	2006	Employed (part-time)	M	2235
Woollahra (A)	2006	Not in the labour force	F	7602
Woollahra (A)	2006	Not in the labour force	M	3853
Woollahra (A)	2006	Unemployed (looking for work)	F	333
Woollahra (A)	2006	Unemployed (looking for work)	M	374
Woollahra (A)	2011		F	2410
Woollahra (A)	2011		M	2300
Woollahra (A)	2011	Employed (away from work)	F	793
Woollahra (A)	2011	Employed (away from work)	M	579
Woollahra (A)	2011	Employed (full-time)	F	7660
Woollahra (A)	2011	Employed (full-time)	M	10526
Woollahra (A)	2011	Employed (part-time)	F	4517
Woollahra (A)	2011	Employed (part-time)	M	2468
Woollahra (A)	2011	Not in the labour force	F	7725
Woollahra (A)	2011	Not in the labour force	M	4106
Woollahra (A)	2011	Unemployed (looking for work)	F	483
Woollahra (A)	2011	Unemployed (looking for work)	M	535
Woollahra (A)	2016		F	2330
Woollahra (A)	2016		M	1941
Woollahra (A)	2016	Employed (away from work)	F	712
Woollahra (A)	2016	Employed (away from work)	M	432
Woollahra (A)	2016	Employed (full-time)	F	8325
Woollahra (A)	2016	Employed (full-time)	M	10915
Woollahra (A)	2016	Employed (part-time)	F	4897
Woollahra (A)	2016	Employed (part-time)	M	2726
Woollahra (A)	2016	Not in the labour force	F	8010
Woollahra (A)	2016	Not in the labour force	M	4516
Woollahra (A)	2016	Unemployed (looking for work)	F	494
Woollahra (A)	2016	Unemployed (looking for work)	M	471
Yass Valley (A)	2006		F	180
Yass Valley (A)	2006		M	203
Yass Valley (A)	2006	Employed (away from work)	F	219
Yass Valley (A)	2006	Employed (away from work)	M	215
Yass Valley (A)	2006	Employed (full-time)	F	1516
Yass Valley (A)	2006	Employed (full-time)	M	2840
Yass Valley (A)	2006	Employed (part-time)	F	1381
Yass Valley (A)	2006	Employed (part-time)	M	568
Yass Valley (A)	2006	Not in the labour force	F	1802
Yass Valley (A)	2006	Not in the labour force	M	1090
Yass Valley (A)	2006	Unemployed (looking for work)	F	89
Yass Valley (A)	2006	Unemployed (looking for work)	M	95
Yass Valley (A)	2011		F	298
Yass Valley (A)	2011		M	319
Yass Valley (A)	2011	Employed (away from work)	F	274
Yass Valley (A)	2011	Employed (away from work)	M	238
Yass Valley (A)	2011	Employed (full-time)	F	1864
Yass Valley (A)	2011	Employed (full-time)	M	3156
Yass Valley (A)	2011	Employed (part-time)	F	1528
Yass Valley (A)	2011	Employed (part-time)	M	700
Yass Valley (A)	2011	Not in the labour force	F	1858
Yass Valley (A)	2011	Not in the labour force	M	1273
Yass Valley (A)	2011	Unemployed (looking for work)	F	97
Yass Valley (A)	2011	Unemployed (looking for work)	M	97
Yass Valley (A)	2016		F	506
Yass Valley (A)	2016		M	456
Yass Valley (A)	2016	Employed (away from work)	F	311
Yass Valley (A)	2016	Employed (away from work)	M	242
Yass Valley (A)	2016	Employed (full-time)	F	2001
Yass Valley (A)	2016	Employed (full-time)	M	3118
Yass Valley (A)	2016	Employed (part-time)	F	1646
Yass Valley (A)	2016	Employed (part-time)	M	759
Yass Valley (A)	2016	Not in the labour force	F	1979
Yass Valley (A)	2016	Not in the labour force	M	1482
Yass Valley (A)	2016	Unemployed (looking for work)	F	121
Yass Valley (A)	2016	Unemployed (looking for work)	M	124
Unincorporated NSW	2006		F	8
Unincorporated NSW	2006		M	16
Unincorporated NSW	2006	Employed (away from work)	F	30
Unincorporated NSW	2006	Employed (away from work)	M	26
Unincorporated NSW	2006	Employed (full-time)	F	173
Unincorporated NSW	2006	Employed (full-time)	M	316
Unincorporated NSW	2006	Employed (part-time)	F	78
Unincorporated NSW	2006	Employed (part-time)	M	48
Unincorporated NSW	2006	Not in the labour force	F	103
Unincorporated NSW	2006	Not in the labour force	M	66
Unincorporated NSW	2006	Unemployed (looking for work)	F	4
Unincorporated NSW	2006	Unemployed (looking for work)	M	8
Unincorporated NSW	2011		F	7
Unincorporated NSW	2011		M	12
Unincorporated NSW	2011	Employed (away from work)	F	25
Unincorporated NSW	2011	Employed (away from work)	M	22
Unincorporated NSW	2011	Employed (full-time)	F	163
Unincorporated NSW	2011	Employed (full-time)	M	305
Unincorporated NSW	2011	Employed (part-time)	F	91
Unincorporated NSW	2011	Employed (part-time)	M	48
Unincorporated NSW	2011	Not in the labour force	F	106
Unincorporated NSW	2011	Not in the labour force	M	76
Unincorporated NSW	2011	Unemployed (looking for work)	F	5
Unincorporated NSW	2011	Unemployed (looking for work)	M	6
Unincorporated NSW	2016		F	47
Unincorporated NSW	2016		M	51
Unincorporated NSW	2016	Employed (away from work)	F	29
Unincorporated NSW	2016	Employed (away from work)	M	28
Unincorporated NSW	2016	Employed (full-time)	F	144
Unincorporated NSW	2016	Employed (full-time)	M	259
Unincorporated NSW	2016	Employed (part-time)	F	82
Unincorporated NSW	2016	Employed (part-time)	M	52
Unincorporated NSW	2016	Not in the labour force	F	94
Unincorporated NSW	2016	Not in the labour force	M	76
Unincorporated NSW	2016	Unemployed (looking for work)	F	4
Unincorporated NSW	2016	Unemployed (looking for work)	M	0
No usual address (NSW)	2006		F	360
No usual address (NSW)	2006		M	707
No usual address (NSW)	2006	Employed (away from work)	F	122
No usual address (NSW)	2006	Employed (away from work)	M	237
No usual address (NSW)	2006	Employed (full-time)	F	707
No usual address (NSW)	2006	Employed (full-time)	M	1508
No usual address (NSW)	2006	Employed (part-time)	F	455
No usual address (NSW)	2006	Employed (part-time)	M	469
No usual address (NSW)	2006	Not in the labour force	F	1803
No usual address (NSW)	2006	Not in the labour force	M	1924
No usual address (NSW)	2006	Unemployed (looking for work)	F	324
No usual address (NSW)	2006	Unemployed (looking for work)	M	601
No usual address (NSW)	2011		F	764
No usual address (NSW)	2011		M	1866
No usual address (NSW)	2011	Employed (away from work)	F	156
No usual address (NSW)	2011	Employed (away from work)	M	216
No usual address (NSW)	2011	Employed (full-time)	F	761
No usual address (NSW)	2011	Employed (full-time)	M	1523
No usual address (NSW)	2011	Employed (part-time)	F	530
No usual address (NSW)	2011	Employed (part-time)	M	471
No usual address (NSW)	2011	Not in the labour force	F	2148
No usual address (NSW)	2011	Not in the labour force	M	2239
No usual address (NSW)	2011	Unemployed (looking for work)	F	420
No usual address (NSW)	2011	Unemployed (looking for work)	M	640
No usual address (NSW)	2016		F	1067
No usual address (NSW)	2016		M	2155
No usual address (NSW)	2016	Employed (away from work)	F	116
No usual address (NSW)	2016	Employed (away from work)	M	189
No usual address (NSW)	2016	Employed (full-time)	F	653
No usual address (NSW)	2016	Employed (full-time)	M	1322
No usual address (NSW)	2016	Employed (part-time)	F	520
No usual address (NSW)	2016	Employed (part-time)	M	531
No usual address (NSW)	2016	Not in the labour force	F	1876
No usual address (NSW)	2016	Not in the labour force	M	2178
No usual address (NSW)	2016	Unemployed (looking for work)	F	358
No usual address (NSW)	2016	Unemployed (looking for work)	M	583
Migratory - Offshore - Shipping (NSW)	2006		F	9
Migratory - Offshore - Shipping (NSW)	2006		M	7
Migratory - Offshore - Shipping (NSW)	2006	Employed (away from work)	F	0
Migratory - Offshore - Shipping (NSW)	2006	Employed (away from work)	M	3
Migratory - Offshore - Shipping (NSW)	2006	Employed (full-time)	F	5
Migratory - Offshore - Shipping (NSW)	2006	Employed (full-time)	M	38
Migratory - Offshore - Shipping (NSW)	2006	Employed (part-time)	F	3
Migratory - Offshore - Shipping (NSW)	2006	Employed (part-time)	M	0
Migratory - Offshore - Shipping (NSW)	2006	Not in the labour force	F	0
Migratory - Offshore - Shipping (NSW)	2006	Not in the labour force	M	3
Migratory - Offshore - Shipping (NSW)	2006	Unemployed (looking for work)	F	0
Migratory - Offshore - Shipping (NSW)	2006	Unemployed (looking for work)	M	0
Migratory - Offshore - Shipping (NSW)	2011		F	12
Migratory - Offshore - Shipping (NSW)	2011		M	4
Migratory - Offshore - Shipping (NSW)	2011	Employed (away from work)	F	4
Migratory - Offshore - Shipping (NSW)	2011	Employed (away from work)	M	5
Migratory - Offshore - Shipping (NSW)	2011	Employed (full-time)	F	3
Migratory - Offshore - Shipping (NSW)	2011	Employed (full-time)	M	16
Migratory - Offshore - Shipping (NSW)	2011	Employed (part-time)	F	0
Migratory - Offshore - Shipping (NSW)	2011	Employed (part-time)	M	0
Migratory - Offshore - Shipping (NSW)	2011	Not in the labour force	F	36
Migratory - Offshore - Shipping (NSW)	2011	Not in the labour force	M	26
Migratory - Offshore - Shipping (NSW)	2011	Unemployed (looking for work)	F	0
Migratory - Offshore - Shipping (NSW)	2011	Unemployed (looking for work)	M	0
Migratory - Offshore - Shipping (NSW)	2016		F	38
Migratory - Offshore - Shipping (NSW)	2016		M	23
Migratory - Offshore - Shipping (NSW)	2016	Employed (away from work)	F	26
Migratory - Offshore - Shipping (NSW)	2016	Employed (away from work)	M	22
Migratory - Offshore - Shipping (NSW)	2016	Employed (full-time)	F	25
Migratory - Offshore - Shipping (NSW)	2016	Employed (full-time)	M	28
Migratory - Offshore - Shipping (NSW)	2016	Employed (part-time)	F	18
Migratory - Offshore - Shipping (NSW)	2016	Employed (part-time)	M	7
Migratory - Offshore - Shipping (NSW)	2016	Not in the labour force	F	110
Migratory - Offshore - Shipping (NSW)	2016	Not in the labour force	M	77
Migratory - Offshore - Shipping (NSW)	2016	Unemployed (looking for work)	F	3
Migratory - Offshore - Shipping (NSW)	2016	Unemployed (looking for work)	M	0
Alpine (S)	2006		F	265
Alpine (S)	2006		M	267
Alpine (S)	2006	Employed (away from work)	F	182
Alpine (S)	2006	Employed (away from work)	M	219
Alpine (S)	2006	Employed (full-time)	F	1020
Alpine (S)	2006	Employed (full-time)	M	2063
Alpine (S)	2006	Employed (part-time)	F	1271
Alpine (S)	2006	Employed (part-time)	M	572
Alpine (S)	2006	Not in the labour force	F	2156
Alpine (S)	2006	Not in the labour force	M	1555
Alpine (S)	2006	Unemployed (looking for work)	F	107
Alpine (S)	2006	Unemployed (looking for work)	M	151
Alpine (S)	2011		F	214
Alpine (S)	2011		M	241
Alpine (S)	2011	Employed (away from work)	F	180
Alpine (S)	2011	Employed (away from work)	M	181
Alpine (S)	2011	Employed (full-time)	F	1006
Alpine (S)	2011	Employed (full-time)	M	1999
Alpine (S)	2011	Employed (part-time)	F	1347
Alpine (S)	2011	Employed (part-time)	M	626
Alpine (S)	2011	Not in the labour force	F	2151
Alpine (S)	2011	Not in the labour force	M	1649
Alpine (S)	2011	Unemployed (looking for work)	F	98
Alpine (S)	2011	Unemployed (looking for work)	M	163
Alpine (S)	2016		F	438
Alpine (S)	2016		M	421
Alpine (S)	2016	Employed (away from work)	F	199
Alpine (S)	2016	Employed (away from work)	M	192
Alpine (S)	2016	Employed (full-time)	F	1091
Alpine (S)	2016	Employed (full-time)	M	1917
Alpine (S)	2016	Employed (part-time)	F	1384
Alpine (S)	2016	Employed (part-time)	M	711
Alpine (S)	2016	Not in the labour force	F	2113
Alpine (S)	2016	Not in the labour force	M	1697
Alpine (S)	2016	Unemployed (looking for work)	F	82
Alpine (S)	2016	Unemployed (looking for work)	M	136
Ararat (RC)	2006		F	185
Ararat (RC)	2006		M	188
Ararat (RC)	2006	Employed (away from work)	F	147
Ararat (RC)	2006	Employed (away from work)	M	169
Ararat (RC)	2006	Employed (full-time)	F	992
Ararat (RC)	2006	Employed (full-time)	M	1954
Ararat (RC)	2006	Employed (part-time)	F	1029
Ararat (RC)	2006	Employed (part-time)	M	415
Ararat (RC)	2006	Not in the labour force	F	2015
Ararat (RC)	2006	Not in the labour force	M	1766
Ararat (RC)	2006	Unemployed (looking for work)	F	139
Ararat (RC)	2006	Unemployed (looking for work)	M	160
Ararat (RC)	2011		F	222
Ararat (RC)	2011		M	199
Ararat (RC)	2011	Employed (away from work)	F	153
Ararat (RC)	2011	Employed (away from work)	M	189
Ararat (RC)	2011	Employed (full-time)	F	943
Ararat (RC)	2011	Employed (full-time)	M	1924
Ararat (RC)	2011	Employed (part-time)	F	1090
Ararat (RC)	2011	Employed (part-time)	M	486
Ararat (RC)	2011	Not in the labour force	F	1998
Ararat (RC)	2011	Not in the labour force	M	1817
Ararat (RC)	2011	Unemployed (looking for work)	F	84
Ararat (RC)	2011	Unemployed (looking for work)	M	106
Ararat (RC)	2016		F	329
Ararat (RC)	2016		M	342
Ararat (RC)	2016	Employed (away from work)	F	168
Ararat (RC)	2016	Employed (away from work)	M	149
Ararat (RC)	2016	Employed (full-time)	F	943
Ararat (RC)	2016	Employed (full-time)	M	1779
Ararat (RC)	2016	Employed (part-time)	F	1101
Ararat (RC)	2016	Employed (part-time)	M	573
Ararat (RC)	2016	Not in the labour force	F	1924
Ararat (RC)	2016	Not in the labour force	M	2238
Ararat (RC)	2016	Unemployed (looking for work)	F	107
Ararat (RC)	2016	Unemployed (looking for work)	M	151
Ballarat (C)	2006		F	2006
Ballarat (C)	2006		M	1779
Ballarat (C)	2006	Employed (away from work)	F	1185
Ballarat (C)	2006	Employed (away from work)	M	1189
Ballarat (C)	2006	Employed (full-time)	F	7723
Ballarat (C)	2006	Employed (full-time)	M	15017
Ballarat (C)	2006	Employed (part-time)	F	8789
Ballarat (C)	2006	Employed (part-time)	M	3630
Ballarat (C)	2006	Not in the labour force	F	15051
Ballarat (C)	2006	Not in the labour force	M	9377
Ballarat (C)	2006	Unemployed (looking for work)	F	1213
Ballarat (C)	2006	Unemployed (looking for work)	M	1353
Ballarat (C)	2011		F	1972
Ballarat (C)	2011		M	1863
Ballarat (C)	2011	Employed (away from work)	F	1483
Ballarat (C)	2011	Employed (away from work)	M	1190
Ballarat (C)	2011	Employed (full-time)	F	8589
Ballarat (C)	2011	Employed (full-time)	M	16516
Ballarat (C)	2011	Employed (part-time)	F	10394
Ballarat (C)	2011	Employed (part-time)	M	4120
Ballarat (C)	2011	Not in the labour force	F	16041
Ballarat (C)	2011	Not in the labour force	M	10558
Ballarat (C)	2011	Unemployed (looking for work)	F	1222
Ballarat (C)	2011	Unemployed (looking for work)	M	1391
Ballarat (C)	2016		F	2689
Ballarat (C)	2016		M	2429
Ballarat (C)	2016	Employed (away from work)	F	1511
Ballarat (C)	2016	Employed (away from work)	M	1059
Ballarat (C)	2016	Employed (full-time)	F	8873
Ballarat (C)	2016	Employed (full-time)	M	16596
Ballarat (C)	2016	Employed (part-time)	F	11636
Ballarat (C)	2016	Employed (part-time)	M	5039
Ballarat (C)	2016	Not in the labour force	F	17047
Ballarat (C)	2016	Not in the labour force	M	11923
Ballarat (C)	2016	Unemployed (looking for work)	F	1573
Ballarat (C)	2016	Unemployed (looking for work)	M	1843
Banyule (C)	2006		F	2358
Banyule (C)	2006		M	2280
Banyule (C)	2006	Employed (away from work)	F	1744
Banyule (C)	2006	Employed (away from work)	M	1725
Banyule (C)	2006	Employed (full-time)	F	12631
Banyule (C)	2006	Employed (full-time)	M	22720
Banyule (C)	2006	Employed (part-time)	F	12197
Banyule (C)	2006	Employed (part-time)	M	5113
Banyule (C)	2006	Not in the labour force	F	19169
Banyule (C)	2006	Not in the labour force	M	12015
Banyule (C)	2006	Unemployed (looking for work)	F	1116
Banyule (C)	2006	Unemployed (looking for work)	M	1362
Banyule (C)	2011		F	1941
Banyule (C)	2011		M	1946
Banyule (C)	2011	Employed (away from work)	F	1912
Banyule (C)	2011	Employed (away from work)	M	1611
Banyule (C)	2011	Employed (full-time)	F	12988
Banyule (C)	2011	Employed (full-time)	M	23031
Banyule (C)	2011	Employed (part-time)	F	13258
Banyule (C)	2011	Employed (part-time)	M	5871
Banyule (C)	2011	Not in the labour force	F	19320
Banyule (C)	2011	Not in the labour force	M	12638
Banyule (C)	2011	Unemployed (looking for work)	F	1239
Banyule (C)	2011	Unemployed (looking for work)	M	1479
Banyule (C)	2016		F	2572
Banyule (C)	2016		M	2315
Banyule (C)	2016	Employed (away from work)	F	1670
Banyule (C)	2016	Employed (away from work)	M	1170
Banyule (C)	2016	Employed (full-time)	F	12770
Banyule (C)	2016	Employed (full-time)	M	22786
Banyule (C)	2016	Employed (part-time)	F	14064
Banyule (C)	2016	Employed (part-time)	M	6450
Banyule (C)	2016	Not in the labour force	F	19217
Banyule (C)	2016	Not in the labour force	M	13408
Banyule (C)	2016	Unemployed (looking for work)	F	1635
Banyule (C)	2016	Unemployed (looking for work)	M	1797
Bass Coast (S)	2006		F	905
Bass Coast (S)	2006		M	903
Bass Coast (S)	2006	Employed (away from work)	F	369
Bass Coast (S)	2006	Employed (away from work)	M	387
Bass Coast (S)	2006	Employed (full-time)	F	1755
Bass Coast (S)	2006	Employed (full-time)	M	3738
Bass Coast (S)	2006	Employed (part-time)	F	2558
Bass Coast (S)	2006	Employed (part-time)	M	1170
Bass Coast (S)	2006	Not in the labour force	F	5552
Bass Coast (S)	2006	Not in the labour force	M	3957
Bass Coast (S)	2006	Unemployed (looking for work)	F	281
Bass Coast (S)	2006	Unemployed (looking for work)	M	362
Bass Coast (S)	2011		F	851
Bass Coast (S)	2011		M	758
Bass Coast (S)	2011	Employed (away from work)	F	425
Bass Coast (S)	2011	Employed (away from work)	M	438
Bass Coast (S)	2011	Employed (full-time)	F	2152
Bass Coast (S)	2011	Employed (full-time)	M	4745
Bass Coast (S)	2011	Employed (part-time)	F	2945
Bass Coast (S)	2011	Employed (part-time)	M	1432
Bass Coast (S)	2011	Not in the labour force	F	5953
Bass Coast (S)	2011	Not in the labour force	M	4265
Bass Coast (S)	2011	Unemployed (looking for work)	F	271
Bass Coast (S)	2011	Unemployed (looking for work)	M	330
Bass Coast (S)	2016		F	1074
Bass Coast (S)	2016		M	1005
Bass Coast (S)	2016	Employed (away from work)	F	532
Bass Coast (S)	2016	Employed (away from work)	M	457
Bass Coast (S)	2016	Employed (full-time)	F	2061
Bass Coast (S)	2016	Employed (full-time)	M	4231
Bass Coast (S)	2016	Employed (part-time)	F	3468
Bass Coast (S)	2016	Employed (part-time)	M	1794
Bass Coast (S)	2016	Not in the labour force	F	6789
Bass Coast (S)	2016	Not in the labour force	M	5194
