SA3_CODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
70202,7,0,7,0,15,16,0,3,8,29,14,9,5,12,37,8,3,3,3,17,7,0,4,0,11,3,0,0,0,4,0,3,0,0,6,0,0,0,0,0,5,7,7,9,24,5,4,0,0,10,125,57,47,37,265
70203,27,27,5,3,64,24,18,4,15,61,35,26,4,23,88,15,12,10,4,34,4,3,0,0,11,6,3,0,0,4,3,0,0,0,7,3,3,0,0,7,23,25,14,13,78,16,6,3,9,34,356,226,99,81,765
70204,19,17,3,4,47,12,9,6,6,37,28,24,14,14,79,21,8,14,10,50,12,3,0,7,24,8,0,0,0,10,3,0,0,0,4,0,0,0,0,8,14,11,11,19,62,64,44,21,32,161,328,197,99,112,743
70205,23,19,6,6,53,28,9,3,11,54,53,21,6,11,97,22,19,9,3,47,9,5,0,3,20,8,3,0,0,12,3,3,0,0,7,3,0,0,0,5,33,21,15,20,90,17,19,3,3,43,353,207,93,77,726
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,129,80,25,12,248,145,75,19,13,255,419,168,47,23,668,332,155,41,16,541,260,128,33,5,429,119,44,11,4,180,83,58,18,3,163,38,22,11,3,76,130,134,40,23,321,29,14,4,3,50,2042,1101,337,147,3631
80103,4,0,0,0,7,3,0,0,0,3,7,0,0,0,7,5,3,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,29,4,0,0,34
80104,62,45,19,6,129,75,43,10,3,128,228,128,33,14,406,209,126,40,5,378,181,127,15,12,336,80,37,11,3,133,41,42,13,3,101,28,24,4,0,64,81,69,23,12,186,11,3,3,3,23,1153,752,207,80,2198
80105,69,17,11,3,96,74,16,0,3,90,140,47,8,4,206,142,55,11,4,214,101,59,7,4,168,37,15,0,4,64,36,28,8,0,74,21,15,3,0,43,64,30,11,4,108,3,3,0,3,9,893,337,79,34,1333
80106,31,18,3,3,52,34,10,4,3,52,72,43,11,3,122,75,31,10,0,114,71,38,9,0,121,25,15,0,0,40,49,28,5,3,78,27,18,0,0,54,39,32,5,0,78,8,0,0,0,8,503,260,58,21,841
80107,122,62,30,19,232,155,89,29,17,283,415,208,57,16,696,382,196,47,18,641,273,136,33,9,449,164,56,23,3,247,115,84,28,6,232,46,38,9,6,92,172,149,35,14,366,24,13,7,3,44,2174,1249,390,151,3962
80108,32,12,11,5,57,41,12,0,0,60,68,44,6,5,129,80,40,22,7,149,63,46,11,0,122,43,6,4,0,51,35,19,4,0,54,12,5,4,0,20,49,31,8,3,89,4,5,0,0,11,520,261,82,30,886
80109,42,14,8,0,65,34,14,9,7,63,117,46,12,5,180,121,45,12,3,181,91,55,11,0,157,47,20,0,0,68,44,22,7,0,82,14,16,3,0,39,64,45,11,3,117,8,5,0,0,9,682,322,87,28,1116
80110,0,0,0,0,6,3,0,0,0,3,5,6,3,0,15,12,4,3,0,20,12,8,0,0,22,0,0,0,0,4,7,7,0,0,15,0,5,0,0,3,0,6,0,0,8,0,0,0,0,0,59,44,8,0,112
80111,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,15
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,0,0,0,6,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,31,9,0,0,35
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
90103,0,0,0,3,4,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,4,0,3,12,14,14,5,5,37
90104,5,0,0,0,3,6,3,0,0,13,8,4,0,0,15,6,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,40,21,0,0,66
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
