SA3_CODE_2016,C16_OTT_DS_FUA,C16_OTT_DS_OD,C16_OTT_DS_NS_,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_FUA,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS_,C16_TT_NS_T,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_FUA,C16_Tot_DS_OD,C16_Tot_DS_NS_,C16_T_T
80103,0,0,0,3,60,3,21,39,0,118,343,21,92,155,15,627
80104,25,0,0,97,677,418,192,0,7,1293,15794,6636,2219,7,44,24697
80105,90,3,3,164,468,331,1020,66,13,1896,9025,3475,8421,71,103,21097
80106,28,0,0,99,277,143,461,6,4,895,5147,1492,5101,10,26,11771
80107,4,0,3,215,1136,319,174,0,4,1630,25937,4490,889,5,34,31355
80108,3,0,0,60,311,111,28,0,0,445,7207,1300,243,21,13,8781
80109,71,0,0,139,389,234,258,5,4,893,8664,2905,2327,9,18,13921
80110,0,0,0,14,38,34,82,0,0,156,735,452,678,0,0,1874
80111,0,0,0,3,17,0,3,0,0,20,176,0,3,4,0,185
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,3,0,0,6,15,10,30,3,0,59,215,103,147,4,12,478
90102,0,0,0,29,13,0,0,3,3,19,140,0,0,3,3,147
90103,0,3,0,6,18,0,0,3,0,22,92,0,4,7,3,102
90104,0,5,0,12,60,0,0,3,0,64,798,0,8,15,4,825
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
