SA3_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
31602,5,13,5,18,179,556,354,66,33,11,1253,15,0,3,9,8,8,101,389,307,74,44,14,966,3,0,0,0,5,0,25,185,178,49,28,3,481,7,0,6,3,3,0,19,113,132,64,42,5,393,0,0,0,0,0,3,4,30,69,48,51,0,212,8,0,8,12,6,9,75,248,208,72,31,17,704,3,8,22,6,6,15,45,52,14,7,3,42,221,225,87,388,295,186,425,1867,3473,1898,521,297,228,9888
31603,6,9,19,28,247,528,166,59,28,13,1120,17,0,4,12,7,16,140,348,155,54,30,11,797,11,0,0,3,0,5,42,156,85,27,29,3,373,6,0,0,0,0,12,18,101,95,53,42,8,334,3,0,0,0,0,0,4,18,43,22,44,3,152,9,5,13,9,5,21,108,242,138,45,33,20,633,10,8,20,7,4,18,29,41,16,3,7,44,213,233,95,406,285,233,628,2235,3065,1104,368,298,229,9182
31605,0,3,3,3,65,232,187,87,53,10,665,7,0,0,4,0,6,27,118,149,62,29,7,413,3,0,0,0,0,3,11,48,80,49,26,3,219,3,0,0,0,3,3,7,26,86,46,46,5,215,4,0,0,0,0,0,0,13,28,31,58,6,139,7,0,4,5,7,3,32,89,123,43,48,9,378,9,0,4,3,5,7,10,19,13,3,7,19,106,144,28,140,121,125,220,677,1363,1213,468,386,118,5013
31606,6,7,10,17,97,181,59,15,9,3,415,14,0,0,3,3,17,38,113,36,11,7,6,259,8,0,0,3,3,6,14,42,20,6,0,0,100,4,0,0,0,0,6,14,26,18,14,7,0,89,0,0,0,3,0,0,6,6,12,3,8,0,40,19,0,4,11,5,16,49,109,44,10,0,15,285,3,3,3,7,6,7,9,16,0,0,0,10,64,245,28,113,223,167,301,803,1079,335,68,52,102,3515
31607,0,6,5,25,79,206,66,6,3,8,426,11,0,0,4,4,9,43,138,61,17,3,7,290,8,0,3,0,0,3,21,52,32,9,3,4,135,0,0,0,3,4,5,5,27,26,4,4,0,83,0,0,0,0,0,0,3,9,8,3,4,4,38,6,0,3,5,4,14,38,80,43,6,5,11,230,8,3,11,5,12,21,14,7,3,0,0,25,103,125,54,204,258,232,472,712,1142,362,76,32,130,3794
31608,0,0,7,7,23,51,24,8,6,3,138,10,0,3,0,0,8,9,16,21,6,5,6,89,3,0,0,0,0,0,3,14,20,7,3,0,46,3,0,0,0,0,4,3,8,11,3,4,0,40,0,0,0,0,0,0,3,4,11,3,3,0,24,5,0,3,3,0,3,14,36,23,8,3,0,101,0,0,0,3,0,0,0,0,0,0,0,7,10,110,9,57,73,69,97,237,349,165,60,47,56,1329
31701,30,53,80,319,923,573,69,10,8,36,2147,34,0,16,31,36,162,596,482,77,13,3,21,1469,13,0,6,10,16,69,203,231,46,6,0,12,619,11,4,7,16,4,41,137,220,72,14,4,18,555,5,0,6,0,3,6,56,89,45,12,8,5,242,22,0,34,44,44,134,369,278,74,13,11,36,1057,20,10,25,42,47,61,63,20,4,3,10,61,357,470,211,869,1257,1349,3296,5834,3132,488,97,80,442,17526
31801,52,66,45,82,86,24,0,3,3,15,461,67,12,41,44,16,49,52,20,5,0,0,18,323,40,7,16,15,13,19,23,15,0,0,0,9,148,42,5,12,11,5,25,26,11,0,0,0,5,150,22,3,7,6,3,9,15,11,0,0,0,7,82,38,7,27,35,42,45,46,22,3,0,0,18,290,11,9,23,41,14,19,11,3,0,0,3,28,163,671,168,604,892,611,833,506,175,23,16,15,204,4718
31802,36,67,95,620,1256,1006,130,29,20,50,3353,27,0,29,42,39,326,754,957,152,36,25,34,2415,11,3,7,16,21,167,301,505,104,34,11,18,1198,22,0,10,20,21,64,184,358,150,43,11,16,903,5,0,3,6,8,19,71,125,94,41,29,11,414,34,6,61,70,83,346,616,653,166,47,26,71,2172,26,21,46,50,39,60,83,41,9,13,7,122,525,647,282,1205,1562,1666,4743,7659,5776,1017,297,239,663,25755
31901,19,24,37,197,418,159,19,0,3,19,928,23,0,9,17,24,80,230,111,21,0,3,8,522,13,0,0,10,8,30,74,68,9,0,0,9,214,18,4,7,10,9,25,57,49,12,3,4,4,200,5,0,0,3,3,7,26,23,12,0,0,3,87,24,5,19,29,22,108,205,92,7,3,3,33,549,10,10,39,37,45,57,49,11,3,0,4,64,336,426,153,605,974,984,2375,3167,957,124,24,59,342,10187
31902,43,48,60,118,88,14,0,5,3,18,466,52,8,31,35,42,69,69,17,0,0,3,14,340,13,7,9,3,4,22,32,13,0,0,0,10,127,23,4,17,13,9,21,22,12,0,0,0,12,135,9,3,3,9,9,5,11,11,0,0,3,4,61,34,5,23,27,29,71,54,20,0,0,4,9,272,17,11,40,40,25,25,8,3,0,3,0,22,191,615,210,660,949,793,1138,659,138,8,12,29,211,5410
31903,11,31,21,90,166,48,4,0,3,14,402,12,0,16,3,9,44,87,37,3,0,3,9,221,16,0,0,3,6,16,52,10,0,0,0,3,103,5,4,0,3,3,4,25,13,5,0,0,5,69,5,0,0,0,0,8,10,3,0,0,0,0,36,7,3,13,17,21,72,97,25,4,3,0,15,283,11,3,15,19,13,33,19,4,4,0,3,39,159,298,81,296,561,572,1405,1404,267,38,20,15,180,5131
31904,4,16,17,71,270,183,24,9,3,6,607,18,0,0,3,12,23,165,147,14,3,0,3,381,4,0,0,0,3,4,53,54,11,0,3,3,137,7,0,3,3,0,13,40,53,15,0,3,0,137,3,0,0,0,0,0,18,34,7,3,0,0,71,7,3,8,16,8,54,165,107,13,4,3,16,413,11,6,12,16,11,33,34,15,3,3,6,56,202,197,72,259,473,429,1239,2562,1187,158,35,41,205,6850
31905,5,21,15,102,114,29,0,4,3,15,319,6,0,9,11,17,21,69,27,0,0,4,7,173,0,0,4,0,6,9,25,12,0,0,0,3,71,5,0,3,6,3,5,16,5,0,0,0,0,46,4,0,3,5,3,6,5,3,3,0,13,3,57,4,0,7,17,22,82,72,12,4,0,3,17,252,13,3,24,33,11,33,13,3,0,0,3,39,170,252,42,328,629,517,1375,948,199,20,9,51,189,4567
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,4,18,8,24,111,219,91,23,19,7,538,9,0,0,4,0,16,63,223,123,22,26,10,493,3,0,0,3,0,5,31,87,56,9,12,3,207,3,0,4,3,0,3,28,89,108,42,44,3,327,0,0,0,0,0,4,3,33,48,26,35,3,155,5,0,3,6,5,17,38,86,71,27,31,15,304,4,6,17,4,7,8,24,42,30,10,13,19,185,190,120,235,280,152,283,844,1539,932,298,272,152,5302
40102,3,12,8,51,198,201,23,9,7,8,548,30,0,4,11,18,31,87,156,39,14,6,7,398,10,0,0,3,3,10,33,85,16,5,3,3,171,7,0,5,4,3,10,16,57,32,13,10,3,153,7,0,0,0,0,0,13,24,23,6,11,4,89,13,0,5,9,10,31,90,65,27,16,9,10,290,7,4,11,4,0,5,25,9,0,3,0,19,97,264,75,245,249,192,480,1305,1101,220,81,60,147,4418
40103,3,13,4,51,139,130,59,31,6,9,463,7,0,4,5,14,21,87,91,76,18,14,6,337,6,0,4,6,3,3,20,43,43,16,16,3,163,10,0,4,0,0,7,22,47,52,29,47,3,230,3,0,3,0,0,3,4,19,38,23,53,6,157,10,0,4,3,0,19,70,59,45,23,31,4,281,0,3,5,4,0,8,10,3,5,0,0,12,55,177,58,155,149,121,454,1008,736,455,195,203,94,3815
40104,9,11,8,64,201,201,36,9,3,9,566,10,0,3,7,9,35,130,180,32,3,5,4,418,3,0,0,0,3,5,44,89,25,3,0,0,177,4,0,3,3,3,4,23,73,29,3,0,6,158,3,0,0,3,0,0,7,22,15,14,0,0,67,5,0,11,13,16,24,61,79,20,0,3,14,251,5,5,10,5,4,10,18,5,0,0,0,22,90,210,165,400,296,229,661,1428,1156,241,59,32,176,5057
40105,14,18,8,81,186,150,65,17,11,5,569,11,0,5,9,10,41,108,183,63,30,16,6,491,8,0,0,4,4,8,45,64,44,4,6,0,185,10,0,0,3,3,13,28,74,60,33,26,6,253,4,0,0,0,4,0,11,30,46,39,44,0,178,11,0,13,17,7,37,67,96,49,20,22,9,348,5,7,10,6,0,9,5,7,0,4,0,26,82,228,223,404,284,204,789,1336,1078,455,188,168,158,5519
40106,5,13,15,54,102,127,22,4,8,3,375,8,0,8,5,5,29,74,125,47,15,4,6,323,0,0,0,0,0,11,31,45,24,6,5,0,126,0,0,0,0,0,8,26,54,37,8,17,0,156,0,0,0,0,0,3,4,18,20,14,20,3,94,3,0,4,4,10,19,54,74,28,11,12,10,227,6,3,9,4,0,0,0,10,7,0,3,17,59,148,111,232,187,127,505,799,750,269,82,76,86,3375
40107,6,14,15,66,185,160,74,10,10,11,559,10,0,3,9,8,33,114,152,70,33,11,0,437,9,0,3,3,5,11,39,66,51,17,9,6,224,6,0,3,3,5,4,27,91,65,26,35,5,279,3,0,0,0,0,0,11,28,35,26,56,3,163,3,0,5,3,10,28,70,93,52,23,29,6,317,3,7,16,12,3,14,13,10,5,0,3,17,89,169,96,233,260,190,603,1146,955,479,173,187,107,4605
40201,4,10,20,68,166,45,3,0,4,10,344,0,0,0,0,3,42,87,44,14,0,0,0,196,3,0,0,3,3,11,28,17,12,0,0,3,78,0,0,0,0,0,14,20,17,10,0,0,0,63,0,0,0,0,0,3,12,9,9,0,0,0,37,3,0,3,12,6,47,75,23,8,0,0,10,193,4,14,10,6,4,17,11,0,0,0,0,21,87,119,115,226,220,222,736,984,298,65,4,13,104,3104
40202,20,35,56,316,436,88,13,5,0,8,995,10,0,3,20,32,144,212,56,4,3,0,4,497,3,0,3,3,4,50,66,28,3,0,0,4,169,3,5,5,6,5,25,47,19,4,0,0,5,133,4,0,3,10,9,8,10,9,0,0,0,0,60,9,7,38,65,62,214,189,41,10,3,0,40,676,23,33,63,47,37,53,35,0,0,0,3,85,389,397,559,1177,1370,1360,3434,3065,473,65,27,36,392,12360
40203,21,31,37,135,336,355,36,3,3,16,999,20,0,11,12,17,77,175,299,17,0,4,11,636,4,0,4,14,3,21,82,125,18,0,0,4,274,6,3,6,14,4,16,62,121,18,3,5,8,265,3,0,3,4,3,3,24,38,17,5,0,3,100,13,8,34,31,14,78,164,165,30,11,9,20,577,10,22,34,31,8,16,9,14,3,0,0,61,214,316,382,967,851,504,1301,2428,2024,214,40,40,334,9390
40204,17,45,39,243,697,275,28,11,4,24,1416,19,0,12,6,29,99,378,237,47,4,4,11,847,3,0,0,6,13,37,131,109,25,6,3,5,344,3,3,3,3,3,18,86,76,18,7,7,9,236,4,0,6,0,3,8,23,29,9,3,3,5,97,15,10,38,45,41,138,316,120,21,12,5,46,804,12,33,52,30,33,43,45,10,4,3,0,88,353,457,607,1074,1135,913,2433,5121,1587,227,65,49,519,14183
40205,11,9,16,76,341,266,26,0,0,11,787,13,0,4,4,5,46,203,215,26,3,0,4,524,3,0,0,5,3,12,84,77,20,0,0,0,204,5,0,3,3,0,15,38,77,18,3,0,4,168,0,0,0,3,0,0,6,26,7,0,0,3,51,11,3,22,17,13,27,126,107,24,0,8,20,365,6,12,27,3,5,13,20,6,0,0,0,33,131,245,263,470,366,253,766,2466,1361,146,18,26,203,6575
40301,8,16,18,52,184,147,52,11,12,5,509,10,0,0,3,3,19,116,142,73,19,11,3,407,5,0,0,3,0,10,39,61,36,13,9,5,168,0,0,3,3,0,6,30,64,53,40,33,3,239,0,0,0,0,0,0,3,21,28,28,45,3,130,3,0,6,6,3,33,66,64,42,13,18,12,273,11,7,9,13,0,13,15,3,9,3,4,19,103,145,86,206,217,191,722,1194,890,375,155,159,138,4485
40302,16,25,30,108,366,517,77,11,10,22,1193,17,0,13,13,19,36,220,404,91,10,12,12,852,9,0,6,11,7,12,64,194,42,7,3,8,360,8,0,11,3,4,12,58,160,64,13,5,3,351,0,0,4,0,0,3,11,55,29,12,12,8,125,15,3,21,32,32,51,157,225,77,4,10,34,657,18,30,44,27,7,17,24,14,6,0,3,64,257,400,553,1153,935,509,1028,2554,2800,529,93,86,373,11014
40303,7,6,9,63,160,159,37,8,9,3,501,13,0,11,7,12,30,103,114,39,18,11,3,352,8,0,0,0,3,9,26,73,49,13,11,3,202,9,0,0,8,3,10,20,59,40,24,15,5,180,7,0,4,3,0,3,9,23,31,18,29,3,125,7,0,6,6,5,30,71,79,29,18,14,11,282,8,3,4,4,5,8,14,3,0,0,0,11,69,198,102,221,255,197,715,1044,963,311,135,117,133,4387
40304,12,33,45,165,731,434,39,5,11,14,1517,20,0,10,11,10,60,390,329,27,3,3,14,893,7,0,8,4,3,23,109,157,23,10,3,3,335,13,0,7,4,3,11,65,99,30,7,4,5,248,5,0,0,6,0,6,16,37,7,6,6,3,94,21,8,31,39,35,93,334,219,24,13,9,33,847,19,28,45,31,19,32,47,11,6,0,6,88,336,467,611,1048,1057,682,2289,5893,2435,217,70,69,444,15275
40401,25,29,44,151,458,555,92,17,15,19,1431,11,0,10,22,19,76,264,452,141,25,19,20,1068,19,0,3,4,17,25,109,203,76,31,19,6,502,13,3,7,6,0,12,51,176,99,32,27,11,440,0,3,6,4,3,3,24,66,52,32,37,3,232,13,13,37,61,38,79,202,292,92,22,21,39,901,17,55,80,32,20,18,31,33,12,3,3,92,398,569,764,1437,1019,662,1738,3231,3008,734,236,173,459,14044
40402,11,17,34,87,278,226,24,5,5,10,711,7,0,13,17,22,49,132,185,35,6,7,7,481,6,0,3,0,0,10,49,94,17,3,3,5,193,5,0,8,4,0,12,39,63,28,12,6,3,174,3,0,3,0,0,7,13,18,8,5,4,0,63,13,3,33,33,25,56,119,110,16,8,5,21,441,20,42,49,30,14,22,27,9,0,3,3,56,278,362,603,948,779,516,1152,1953,1276,196,64,53,302,8194
40403,21,26,46,181,304,302,59,26,10,18,1023,7,0,11,14,18,91,213,256,77,10,17,9,724,9,0,6,10,6,33,78,112,57,10,3,5,330,15,0,6,9,3,19,46,119,64,20,11,3,304,0,0,4,0,0,3,11,43,30,12,20,5,120,16,5,17,15,19,62,131,207,66,18,13,21,592,12,16,28,18,7,18,18,8,0,0,3,29,171,359,271,620,677,571,1644,2094,1798,525,116,95,278,9053
40501,4,23,27,52,88,40,3,0,3,6,262,15,0,10,16,9,34,76,19,4,3,0,5,178,12,0,4,4,0,8,30,18,0,0,0,0,81,8,0,4,0,7,3,24,23,3,0,3,3,74,4,0,0,0,0,0,9,7,3,0,0,0,31,8,3,4,6,7,29,46,19,0,0,0,5,126,0,3,6,3,3,13,4,0,0,0,0,14,48,202,50,171,260,282,509,643,210,20,6,13,108,2473
40502,16,25,22,45,32,5,0,0,4,8,190,34,0,18,15,23,24,11,5,0,0,0,11,137,11,0,3,3,8,12,4,0,0,0,0,0,45,5,0,3,6,7,6,5,3,0,0,3,4,50,5,0,3,0,0,3,4,6,0,0,0,0,23,16,3,14,15,24,27,18,3,0,0,3,7,119,0,6,3,10,7,4,8,0,0,0,0,14,48,294,86,272,373,305,352,175,48,6,4,17,87,2023
40503,29,59,33,47,19,4,0,0,0,4,223,13,0,14,20,22,29,24,3,0,0,0,3,132,7,0,3,14,11,11,10,3,0,0,0,0,59,3,4,3,9,3,12,7,3,0,0,0,0,48,3,0,3,7,3,3,3,6,0,0,0,4,35,15,0,24,45,13,29,13,5,0,0,0,12,164,8,10,25,25,8,3,7,0,0,0,0,30,116,287,216,541,874,323,361,158,45,7,0,13,133,2950
40504,14,22,24,54,43,8,0,0,0,13,196,15,0,8,14,12,27,30,5,3,4,3,0,116,3,0,0,4,6,12,12,4,0,0,0,0,43,3,0,4,7,3,9,3,9,0,0,0,0,44,4,0,0,0,3,0,9,3,0,0,0,0,20,7,3,10,12,21,41,25,3,0,0,3,6,138,3,11,19,24,4,21,10,0,0,0,4,18,116,248,141,287,419,319,636,300,63,12,9,23,106,2553
40601,56,107,68,134,129,37,3,10,5,33,661,37,4,29,60,57,77,100,41,6,5,11,30,457,25,3,10,22,27,36,56,22,4,0,4,9,215,31,6,25,36,11,23,35,25,9,0,8,23,221,5,3,11,8,3,4,21,17,5,0,14,12,111,27,15,47,58,42,72,70,32,8,0,0,14,393,43,52,53,53,18,16,18,0,0,0,0,71,324,787,531,1215,1529,780,983,907,277,53,32,65,426,7582
40602,59,88,49,56,48,18,3,0,4,28,452,65,21,68,77,50,43,47,18,6,3,9,29,431,41,3,28,45,28,25,25,13,0,0,4,15,219,40,5,34,57,33,19,28,21,3,3,0,16,270,9,5,20,41,16,14,14,4,3,0,3,4,128,45,42,28,48,29,34,26,16,5,0,0,30,297,41,27,31,23,14,5,0,3,0,0,3,39,195,639,417,663,855,410,427,301,117,20,9,32,324,4214
40701,20,26,19,65,126,40,8,3,9,11,336,15,0,4,9,8,30,80,21,0,3,8,8,198,15,0,0,4,4,10,37,11,0,0,3,0,86,8,3,4,0,3,10,23,17,6,0,3,3,74,4,0,3,0,0,3,3,9,0,0,4,0,30,14,3,6,21,16,68,90,19,3,0,0,17,265,9,3,7,15,12,27,15,5,5,0,4,27,134,327,86,340,555,450,1098,1243,270,39,9,41,159,4624
40702,50,134,103,152,93,20,0,0,3,30,659,49,5,36,47,42,96,48,15,3,0,3,9,363,28,3,11,24,16,27,34,17,0,0,0,4,173,16,3,15,28,15,35,19,9,3,0,4,3,154,12,0,3,11,9,8,8,3,3,3,0,3,67,29,6,44,54,58,79,45,11,0,0,3,23,351,16,23,66,32,16,16,5,4,0,0,0,41,219,643,331,1313,1605,940,1136,494,129,21,7,36,291,6937
40703,67,137,77,196,81,22,0,3,6,27,694,57,10,33,67,53,82,68,9,0,0,5,11,408,20,0,22,20,9,27,31,3,3,3,3,8,158,20,3,16,20,7,14,20,13,3,0,4,12,127,12,0,4,5,11,10,13,7,0,0,3,4,81,42,8,53,84,61,97,49,7,4,0,0,27,434,19,29,51,54,31,18,11,3,0,4,3,63,286,756,415,1188,1838,1026,1501,540,111,26,17,50,364,7830
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,12,14,15,28,93,268,77,3,7,17,573,24,3,0,8,19,14,58,207,70,7,6,11,427,14,0,3,3,6,4,19,108,53,8,8,10,234,10,3,3,0,3,0,21,72,50,9,5,13,190,8,0,0,0,3,10,13,40,31,13,17,3,134,22,0,12,15,14,22,60,182,94,12,7,16,447,11,3,19,18,12,12,14,20,3,3,9,34,147,337,49,383,372,231,338,882,1774,525,67,84,185,5227
50102,19,22,47,90,360,445,52,11,3,30,1116,26,3,9,20,23,82,206,358,55,4,9,13,791,20,0,7,10,13,22,95,201,36,11,0,3,419,18,3,3,11,10,17,77,182,53,8,3,9,393,9,0,4,4,9,9,28,75,41,16,4,6,203,27,0,35,34,38,63,192,262,45,11,6,37,744,16,7,36,34,10,27,34,14,4,0,6,44,239,473,97,665,742,578,1219,2716,2594,344,61,51,305,9832
50103,6,19,12,33,52,20,0,0,4,8,178,22,0,15,10,11,18,23,23,0,0,0,4,132,5,0,3,3,9,6,16,3,0,0,0,3,52,10,0,3,3,3,4,10,11,3,0,3,3,59,7,0,3,8,0,0,3,8,0,0,0,3,34,21,0,14,12,17,18,37,19,0,0,0,5,143,4,3,20,13,4,6,5,0,0,0,0,6,65,264,29,288,326,194,273,337,135,15,9,15,97,1976
50201,10,17,16,65,286,417,58,17,6,7,925,19,0,3,7,20,39,175,361,73,13,6,21,729,10,0,4,4,9,10,48,177,49,13,4,10,327,4,0,3,4,8,11,48,147,58,26,10,12,324,3,0,0,3,3,10,27,72,32,18,9,0,178,25,3,10,21,18,44,211,334,104,22,8,18,827,24,3,24,22,17,21,40,24,7,0,0,34,223,331,72,449,622,446,1062,2696,2893,544,128,85,235,9551
50301,7,10,7,34,79,130,109,62,85,15,579,17,0,9,7,12,15,61,104,108,77,113,13,542,12,0,3,0,3,15,21,58,47,42,85,11,293,23,0,5,3,6,17,21,61,114,96,388,15,752,31,0,3,3,0,10,10,32,76,93,578,7,850,22,0,6,10,8,25,38,68,76,106,233,21,614,8,0,14,9,3,0,25,13,6,7,25,18,121,304,53,245,177,131,385,680,940,832,657,1736,158,6282
50302,14,32,25,131,437,804,483,197,136,33,2333,38,3,14,25,16,85,286,746,666,272,202,33,2377,19,0,6,10,13,22,93,282,409,156,102,15,1117,38,3,10,10,5,24,91,335,581,398,423,34,1941,20,0,3,10,4,17,31,113,275,288,479,8,1246,21,4,27,22,15,50,133,314,361,240,246,40,1485,13,8,42,26,10,39,48,58,40,14,39,72,411,551,174,878,609,413,1241,2707,4266,3649,1883,1881,470,18717
50401,11,20,25,57,291,494,195,32,15,18,1190,20,0,5,11,10,31,156,438,225,58,10,13,977,15,0,8,3,5,11,57,219,167,29,10,5,524,11,0,6,0,4,13,43,192,160,53,18,11,514,10,0,0,6,3,3,18,54,106,51,16,10,272,21,4,23,28,24,36,87,268,182,40,19,35,767,10,8,43,9,7,14,21,25,6,0,3,36,180,359,149,598,417,387,704,1873,3086,1433,313,117,280,9714
50402,3,4,6,11,41,89,53,3,9,0,234,11,0,0,3,3,6,31,74,43,12,0,8,184,6,0,0,3,0,6,13,32,30,14,4,3,97,3,0,0,3,0,3,7,24,32,12,6,0,88,0,0,0,3,0,0,0,8,17,16,4,3,45,3,0,4,8,5,9,24,55,37,15,3,12,181,8,0,15,7,0,3,13,7,0,0,4,16,67,133,26,181,126,63,127,356,644,267,81,38,85,2120
50403,9,17,17,36,177,610,182,24,8,21,1139,28,0,6,20,10,30,122,459,163,36,15,20,911,9,0,6,0,5,6,41,228,124,25,13,13,470,13,0,5,8,0,13,36,162,120,46,16,14,423,9,0,0,0,4,3,15,62,65,28,20,4,200,19,3,17,27,17,34,108,310,138,27,14,26,749,14,8,34,13,18,3,22,20,11,5,3,43,189,388,90,541,451,289,437,1631,3708,1113,215,148,281,9299
50501,5,18,14,21,107,572,330,64,58,14,1224,28,3,5,4,13,15,68,470,374,131,73,10,1203,8,0,3,6,5,3,14,210,221,86,52,10,618,12,0,7,8,3,6,25,180,230,151,163,14,799,5,0,0,3,3,0,12,56,111,96,187,6,476,22,3,15,7,9,10,36,287,242,107,91,19,846,8,4,7,10,0,3,14,30,9,6,8,34,132,291,44,223,280,163,222,793,3523,2103,770,716,217,9346
50502,18,44,42,128,580,1231,412,116,79,39,2754,59,0,21,31,24,61,340,1121,514,173,124,42,2515,34,0,5,11,9,22,137,567,325,114,82,16,1322,34,0,18,15,10,31,101,407,388,222,249,25,1500,23,0,3,15,7,8,42,174,195,210,309,16,1006,52,8,48,58,37,68,260,664,387,153,171,61,1965,25,24,78,36,27,20,67,77,15,0,14,119,503,883,258,1643,1055,623,1224,4404,7714,3012,1153,1181,694,23843
50503,9,22,15,44,263,953,337,61,25,24,1807,23,0,8,6,7,25,175,765,386,97,24,14,1534,4,0,4,8,5,16,52,333,225,50,17,8,716,11,3,6,3,8,17,49,265,231,87,37,14,729,15,0,0,7,0,8,18,87,109,61,46,8,353,37,4,21,28,16,28,168,590,290,62,30,41,1303,18,9,24,19,4,8,31,65,16,4,0,60,259,434,75,548,507,298,465,2378,5946,2212,519,232,348,13975
50601,8,7,12,28,206,313,70,9,8,13,688,17,0,8,3,9,21,129,222,89,13,7,11,522,7,0,3,0,3,11,38,123,43,17,0,0,245,4,0,3,0,0,3,27,74,64,11,5,11,198,0,0,0,0,0,3,12,34,34,12,4,0,108,13,3,14,12,12,24,121,135,70,14,10,28,451,14,4,20,10,7,16,26,14,3,0,0,28,140,207,58,331,305,205,538,1878,1850,504,97,56,185,6219
