SA3_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
20606,3,0,144,291,0,77,0,9,0,376,162,65,88,16,12,17,358,9154,979,2111,123,114,198,12674,37,38,208,5,11,97,392,7,65,5,3,0,0,85,14,530,44,43,9,8,657,72,160,69,39,5,4,353,84,80,62,0,5,0,236,414,35,133,0,6,0,594,2010,46,283,3,8,8,2363,3755,46,444,0,15,7,4268,2405,0,289,0,12,5,2711,1442,3,216,0,11,3,1677,670,0,73,0,6,0,751,346,0,49,0,0,0,395,183,0,31,0,3,0,216,439,0,87,0,3,0,537,200,79,99,9,17,9,414,12077,1091,2109,108,115,150,15640
20607,0,0,149,126,0,37,0,0,0,168,174,205,99,20,17,24,545,9525,3387,2918,247,142,205,16428,23,174,169,16,15,87,487,8,211,13,14,0,0,253,25,1324,71,71,15,18,1538,80,593,93,73,15,4,854,86,313,60,77,3,0,538,423,273,149,41,8,3,896,1439,235,382,38,26,3,2128,3122,103,483,3,10,11,3736,3029,18,569,0,9,11,3632,2203,5,398,3,8,3,2618,1159,7,207,3,3,3,1379,590,4,95,0,3,3,699,314,0,65,0,3,0,385,372,0,72,0,0,3,449,219,176,113,32,14,20,578,13076,3443,2936,373,149,187,20169
20701,3,0,206,418,0,66,0,9,3,503,215,39,146,36,35,32,500,11742,555,3221,316,217,342,16392,34,23,345,24,32,220,681,9,24,15,25,0,3,70,44,218,83,34,8,0,393,137,59,152,62,5,0,418,205,50,126,30,13,4,428,481,22,198,30,25,6,751,1893,15,366,13,21,8,2324,4867,18,625,12,29,3,5550,2590,6,424,9,14,11,3053,1314,0,198,0,12,3,1530,805,0,131,0,3,0,941,507,3,66,4,6,0,591,339,0,46,0,4,0,385,678,0,113,0,3,3,804,245,39,181,35,22,28,551,14151,476,3078,281,198,288,18471
20702,0,0,12,35,0,8,0,0,0,44,81,6,99,11,15,4,214,3761,112,1173,60,92,118,5311,12,3,199,6,10,100,337,4,0,3,0,0,0,12,21,43,38,3,4,0,106,22,25,53,18,11,0,132,23,5,25,6,3,0,61,66,13,73,11,3,0,159,433,19,176,10,12,3,653,1967,3,307,7,26,12,2322,1355,0,192,4,9,5,1566,573,0,67,0,3,3,641,191,0,18,0,0,0,211,77,0,13,0,0,0,88,24,0,6,0,0,0,28,63,0,16,0,3,0,78,107,15,123,13,10,9,280,4925,138,1305,75,100,125,6667
20703,0,0,25,61,0,15,0,4,0,78,119,43,154,21,18,30,386,5619,681,2211,268,225,211,9223,26,34,236,11,19,103,431,3,29,15,25,0,4,73,47,226,117,40,23,4,464,109,106,147,59,40,7,461,260,60,104,45,27,0,498,314,59,158,32,15,0,572,1191,49,322,17,41,8,1630,3153,33,468,15,46,10,3716,1456,11,271,9,27,5,1782,560,0,104,3,10,0,680,249,0,59,0,10,0,317,74,0,34,0,5,0,113,32,0,8,0,4,0,44,81,0,29,0,5,3,111,137,37,166,23,34,25,420,7684,643,2235,269,294,174,11308
20801,0,0,179,398,0,98,0,7,0,511,94,66,73,10,5,12,264,4618,885,1527,100,95,180,7410,15,38,173,11,8,101,353,3,32,11,3,3,3,56,10,412,34,16,10,5,494,23,103,37,49,13,0,221,28,51,44,15,3,0,135,112,38,81,15,9,3,260,525,53,161,0,4,0,747,1281,21,232,3,6,4,1552,1085,7,215,3,7,0,1320,669,0,114,3,4,5,795,423,0,65,0,4,3,494,369,0,65,0,0,0,434,258,0,37,0,3,3,300,639,0,131,0,10,0,777,121,43,69,16,15,10,268,5551,802,1473,129,94,145,8194
20802,0,0,81,169,0,44,0,5,0,215,240,42,188,21,24,25,543,12083,529,3390,262,201,293,16757,26,26,316,18,8,203,604,3,18,12,26,0,3,73,45,233,97,42,13,3,428,110,84,206,66,15,0,484,206,42,134,12,3,3,409,1423,20,232,21,22,7,1726,2521,31,486,17,28,4,3075,4393,8,718,3,29,17,5170,2650,13,433,4,26,3,3123,1214,0,211,0,6,0,1428,684,0,126,0,3,0,811,343,0,81,0,0,3,433,174,0,35,0,0,0,208,253,0,61,0,3,0,324,237,46,177,25,25,27,538,14286,526,3323,239,191,275,18842
20803,0,0,21,51,0,17,0,5,3,81,121,57,94,9,25,18,322,6879,736,2004,127,282,193,10215,13,28,164,4,11,119,340,4,29,18,7,0,0,68,27,324,66,25,12,5,457,86,111,114,58,24,3,397,148,42,100,13,17,0,320,666,54,206,16,52,5,999,2033,29,381,12,30,7,2494,2893,31,393,3,15,13,3348,1334,5,184,4,6,3,1535,560,0,65,0,0,0,630,222,0,19,0,0,0,239,82,0,20,0,0,0,104,39,0,4,0,0,0,48,83,0,19,0,3,0,105,165,45,103,12,35,13,366,8374,701,1842,155,214,173,11460
20804,0,0,42,103,0,30,0,7,0,148,50,8,53,10,11,16,145,3507,107,833,96,77,78,4701,6,9,69,11,3,40,134,0,12,6,8,0,0,24,11,55,32,24,5,3,126,42,11,54,20,5,4,137,32,8,22,9,3,0,74,352,15,77,17,3,0,466,746,3,119,4,5,0,874,1404,5,169,5,3,0,1595,556,0,85,0,6,4,659,323,0,63,0,0,3,388,182,0,32,0,0,0,215,117,0,28,0,0,0,143,74,0,14,0,0,0,89,183,0,36,0,3,0,220,89,8,51,9,11,6,176,4103,123,861,105,63,62,5320
20901,0,0,12,48,0,11,0,4,0,70,111,128,126,27,25,9,435,6134,1723,1902,251,315,183,10516,17,79,175,10,7,100,390,9,58,12,27,6,3,111,30,544,73,46,17,5,723,36,189,99,52,18,3,402,40,114,107,20,10,5,297,266,136,167,33,60,8,667,2095,140,433,31,63,13,2773,2965,79,405,7,34,9,3506,1064,19,166,0,13,4,1261,264,7,52,0,3,5,321,96,5,24,0,0,0,128,44,0,12,0,0,0,58,14,0,4,0,0,0,20,71,0,26,0,0,0,95,105,101,108,22,20,14,373,7119,1471,1863,251,252,168,11127
20902,0,0,8,68,3,18,0,3,0,83,145,128,125,16,21,33,467,6659,1673,1922,119,288,198,10866,29,92,175,11,12,107,426,4,64,18,12,0,0,103,49,652,91,17,25,6,838,150,236,166,41,11,5,612,220,132,102,9,12,7,480,679,102,202,14,23,3,1024,3160,124,530,8,75,11,3905,3150,80,434,6,40,8,3717,766,8,138,3,13,5,933,148,3,52,0,7,0,211,55,0,15,0,0,0,75,28,0,6,0,0,0,42,7,0,7,0,0,0,13,71,3,17,0,3,0,103,158,129,106,22,27,25,464,8681,1637,2063,142,242,183,12947
20903,0,0,14,13,0,0,0,0,0,10,26,10,33,8,19,4,101,1106,124,579,66,66,78,2022,0,6,75,3,11,59,145,4,4,6,5,0,0,14,5,51,30,12,0,0,100,9,11,43,0,3,0,66,16,3,40,0,0,0,62,31,6,45,3,3,0,85,235,5,108,0,9,6,367,483,0,93,0,3,3,584,254,0,51,0,0,0,308,97,0,18,0,0,0,116,39,0,4,0,0,0,43,13,0,3,0,0,0,20,6,0,0,0,0,0,6,11,0,4,0,0,0,15,26,14,43,3,6,7,91,1229,103,553,25,41,72,2023
20904,0,0,4,85,0,14,0,3,3,109,187,47,129,7,44,23,447,7045,695,2080,102,354,223,10494,48,29,267,9,16,130,504,8,26,3,8,3,0,52,39,174,81,11,13,3,317,74,123,135,29,26,7,400,69,46,128,21,15,0,279,574,81,304,39,82,4,1075,6015,90,937,49,140,25,7248,4489,56,464,6,67,20,5106,465,6,90,0,12,4,579,82,3,29,0,4,3,124,29,0,14,3,0,0,45,29,3,8,5,5,0,52,10,0,5,0,0,0,19,87,0,16,0,3,0,105,267,41,162,12,31,29,549,12291,675,2644,185,416,233,16448
21001,0,0,4,20,0,8,0,0,0,27,49,10,39,0,4,8,113,2260,117,792,16,47,85,3322,8,3,100,0,4,56,169,3,3,5,0,0,0,12,6,44,23,0,0,0,79,19,15,39,8,0,0,83,26,16,25,3,0,0,71,108,11,67,0,3,0,189,792,10,196,0,12,0,1018,1269,4,181,0,12,7,1480,433,0,57,0,6,0,498,119,0,19,0,0,0,137,36,0,4,0,0,0,39,12,0,0,0,0,0,16,6,0,0,0,0,0,6,21,0,10,0,0,0,32,51,4,48,7,11,4,119,2914,112,777,19,47,71,3941
21002,0,0,0,0,0,3,0,0,0,3,7,0,22,0,10,3,33,551,50,392,41,69,47,1148,3,3,39,14,14,51,113,3,9,4,9,0,0,25,4,11,28,0,3,0,50,0,12,21,6,7,0,48,13,4,33,0,12,0,59,53,3,41,3,8,0,108,229,6,96,0,4,4,335,273,0,67,0,3,0,341,94,0,23,0,0,0,121,32,0,4,0,0,0,37,10,0,5,0,0,0,18,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,5,13,3,18,3,10,3,43,742,46,379,41,55,59,1321
21003,0,0,3,41,0,11,0,0,0,58,80,57,70,7,17,19,250,4208,688,1310,50,203,264,6731,23,35,136,9,7,77,282,3,27,8,0,0,0,47,28,259,49,3,13,4,363,82,96,82,12,7,3,285,83,52,71,3,5,3,220,359,41,138,5,22,8,585,2114,66,463,5,90,15,2751,2550,16,325,0,28,14,2934,392,0,54,0,3,6,459,62,3,14,0,0,0,77,21,0,6,0,0,0,31,12,0,7,0,0,0,15,7,0,3,0,3,0,13,46,0,10,0,5,0,60,145,44,92,8,23,11,320,5929,648,1452,59,221,136,8440
21004,0,0,0,5,0,0,0,0,0,5,36,9,18,3,4,7,72,1542,141,544,27,32,49,2331,3,5,47,0,0,24,84,0,0,3,0,0,0,8,0,57,11,3,0,0,80,27,26,43,6,0,4,105,41,5,38,3,3,0,91,187,3,106,3,3,0,301,1066,11,186,3,7,4,1276,583,3,78,0,3,3,673,78,0,18,0,0,0,95,22,0,9,0,0,0,27,7,0,3,0,0,0,11,4,0,0,0,0,0,5,4,0,0,0,0,0,3,15,0,4,0,0,0,15,33,9,23,3,0,0,78,2074,138,576,25,21,31,2866
21005,0,0,0,44,0,9,0,3,0,61,101,104,125,14,36,24,409,4441,1438,1926,106,485,169,8565,38,63,170,10,17,106,403,5,58,6,4,3,0,76,29,437,67,5,20,3,561,46,228,105,18,35,4,439,56,135,119,19,23,0,363,311,157,233,24,101,12,835,3956,160,952,33,285,29,5416,2592,84,388,9,101,8,3183,163,14,64,4,13,4,259,24,0,16,3,0,0,44,28,3,10,0,6,0,55,13,3,3,0,0,0,27,9,0,6,0,0,0,15,70,0,19,0,7,0,100,142,97,141,9,30,36,456,7495,1433,2301,143,648,196,12223
21101,0,0,3,35,0,13,0,0,0,55,144,54,111,21,32,18,378,5674,958,1990,158,188,184,9151,20,43,185,11,17,99,372,3,36,19,18,6,3,87,21,371,97,28,26,4,532,43,133,109,26,38,3,344,56,87,110,14,4,0,272,269,69,144,33,3,8,526,1854,79,506,21,16,12,2487,3678,67,456,8,25,8,4243,922,6,98,4,12,0,1042,176,3,22,0,4,0,200,58,0,9,0,0,0,65,18,0,3,0,0,0,25,7,0,0,0,0,0,13,47,0,11,0,3,0,55,145,58,125,31,17,24,401,7317,943,1887,185,174,154,10658
21102,0,0,4,11,0,3,0,0,0,16,23,0,18,0,9,3,56,545,33,204,15,23,33,845,3,0,28,0,3,30,64,0,0,0,0,0,0,0,6,11,7,0,0,0,28,0,6,17,0,4,0,24,5,3,12,0,0,0,20,6,4,8,0,3,0,22,57,3,30,3,0,0,99,248,3,46,0,0,0,303,118,0,15,0,0,0,133,62,0,10,0,0,0,66,16,0,4,0,0,0,20,9,0,0,0,0,0,9,3,0,0,0,0,0,3,16,0,8,0,0,0,23,26,7,15,3,3,5,59,573,41,202,7,17,36,874
21103,0,0,10,37,0,13,0,0,0,44,101,69,79,10,17,24,290,5461,887,1781,219,113,142,8607,15,34,126,11,3,75,265,6,27,8,6,3,3,57,17,321,66,28,4,3,435,38,119,107,103,8,5,377,52,66,87,20,4,6,232,277,52,196,26,12,3,566,2454,73,473,12,29,11,3041,2733,43,390,7,14,4,3195,699,10,83,0,4,3,800,141,0,20,0,0,0,164,32,3,11,0,0,0,52,14,0,7,0,0,0,23,8,0,0,0,0,0,8,41,0,3,0,0,0,46,130,64,90,16,14,5,327,6657,813,1661,234,102,117,9590
21104,0,0,9,21,0,16,0,0,0,43,49,41,53,13,11,10,173,2784,450,884,93,69,96,4376,7,24,82,8,8,67,190,6,28,0,20,3,3,56,11,221,43,12,8,0,296,33,53,52,25,6,0,167,14,29,38,3,3,0,92,156,20,87,10,0,3,277,757,24,164,6,9,6,964,1667,16,227,7,14,3,1931,592,3,60,3,5,5,663,139,0,23,3,0,0,160,40,0,7,0,0,0,46,16,0,3,0,0,0,22,10,0,0,0,0,0,10,18,0,9,0,0,0,30,67,23,51,17,10,16,179,3522,442,846,113,75,95,5091
21105,0,0,9,18,0,6,0,0,0,28,92,29,125,20,24,11,311,4130,475,2183,185,281,237,7491,13,26,174,15,33,147,405,8,13,17,22,7,0,63,29,164,101,31,17,0,348,77,66,142,27,38,0,348,121,30,201,6,22,0,384,403,23,223,15,23,9,693,1392,46,497,11,46,9,1997,1901,20,412,10,16,12,2355,379,0,87,3,6,3,473,88,0,13,0,0,0,104,23,0,5,0,0,0,31,15,0,5,0,0,0,23,5,0,0,0,0,0,5,15,0,9,0,0,0,26,107,31,123,16,28,15,324,4555,424,2018,153,236,201,7587
21201,0,0,7,17,0,3,0,0,0,25,70,25,68,9,19,9,197,3406,284,1139,47,197,134,5200,10,12,111,10,31,80,250,3,11,3,3,4,0,29,16,103,60,11,12,0,205,34,56,77,6,11,0,188,49,21,107,8,40,0,224,529,23,192,4,25,7,768,2628,17,393,0,26,17,3081,1635,6,171,0,5,7,1823,165,3,30,0,3,0,202,42,3,13,0,3,0,57,17,0,4,0,0,0,24,10,0,0,0,0,0,9,0,0,0,0,0,0,0,20,0,7,0,0,0,25,112,14,80,4,22,8,245,5266,267,1254,50,175,123,7134
21202,0,0,9,46,0,17,0,4,0,64,124,66,101,7,26,22,348,5107,937,1628,67,223,145,8111,14,29,122,8,9,68,258,7,20,9,11,5,0,47,20,302,53,19,4,4,412,30,133,93,10,13,3,279,48,65,81,6,35,0,243,307,72,224,8,52,10,671,2603,109,527,12,76,11,3338,2609,44,306,3,42,12,3015,405,4,55,0,6,0,477,94,0,14,0,3,4,116,29,0,4,0,0,0,38,16,0,7,0,0,0,25,5,0,0,0,0,0,9,53,0,7,0,7,0,66,131,50,104,18,29,14,343,6377,843,1607,96,286,121,9324
21203,0,0,14,47,0,12,0,3,0,67,106,49,107,10,21,21,310,5008,635,1741,64,175,157,7783,20,14,120,3,28,87,274,7,8,15,0,7,0,36,19,159,76,5,3,6,262,53,118,110,19,7,4,305,35,51,96,7,14,0,207,306,86,249,12,26,6,682,2650,57,676,17,76,19,3487,3621,20,413,3,53,14,4125,351,8,69,0,4,0,433,58,0,18,0,4,0,75,23,3,7,0,0,0,37,9,0,9,0,3,3,24,8,3,5,0,0,0,13,47,0,3,0,3,3,56,176,36,107,9,28,15,374,7379,568,1964,73,255,154,10393
21204,3,0,22,124,0,27,0,10,4,168,264,143,216,24,72,37,754,10839,2002,3263,213,888,295,17491,58,95,330,11,19,141,652,25,89,19,10,5,0,150,87,683,152,35,43,17,1014,273,327,238,59,122,14,1030,491,165,161,29,53,8,917,2026,146,436,41,102,20,2766,5455,166,1099,17,229,43,7014,3526,72,524,12,141,24,4298,681,8,131,3,18,3,837,169,3,39,3,6,0,218,48,0,17,0,3,0,67,37,0,6,0,0,0,47,13,0,3,0,0,0,13,133,0,24,0,7,0,165,325,119,233,33,56,36,799,13331,1880,3406,258,814,308,20000
21205,0,0,28,103,0,40,0,3,0,146,210,73,198,14,32,49,569,9689,1012,3112,145,258,291,14504,44,54,320,13,17,156,607,9,36,13,10,3,0,75,73,411,158,23,29,3,695,124,178,270,64,25,3,671,60,91,129,26,24,3,326,353,90,196,41,34,10,719,1853,65,474,22,50,11,2477,5024,72,690,15,65,9,5869,2779,12,419,11,39,3,3268,1180,0,190,4,18,4,1401,362,0,90,0,11,0,467,114,0,48,0,10,0,169,37,0,20,0,3,0,54,146,0,42,0,12,0,193,261,62,222,22,31,23,611,12401,1071,3275,254,355,226,17594
21301,0,0,11,69,3,29,0,9,3,109,207,111,233,16,61,46,680,7504,1269,3375,181,735,335,13392,56,48,326,24,24,157,631,18,39,25,4,5,0,94,60,364,148,17,26,0,620,211,288,233,69,41,6,847,387,122,238,37,48,4,844,1097,91,572,38,125,14,1934,4783,152,1307,31,313,47,6633,2380,35,412,10,90,13,2943,235,3,57,3,8,3,315,35,0,26,0,3,0,73,28,3,4,0,6,0,40,22,3,6,0,3,0,38,10,0,0,0,0,0,13,86,0,21,0,3,3,110,222,118,236,21,34,38,663,9629,1270,3617,252,726,296,15792
21302,0,0,12,52,0,13,0,0,0,65,101,73,80,9,14,19,301,5254,836,1545,111,251,146,8149,12,40,114,5,4,87,257,6,52,12,3,0,0,75,23,324,36,20,7,8,409,89,145,95,42,7,6,383,117,70,84,9,13,3,288,517,40,182,32,20,5,794,2002,33,354,15,53,4,2472,1758,27,258,6,22,0,2074,919,4,105,0,8,4,1039,400,0,32,0,0,0,432,157,5,19,0,5,0,178,63,3,7,0,0,0,76,41,0,7,0,0,0,47,65,0,9,0,5,0,74,124,52,83,15,15,16,309,6265,792,1409,136,169,137,8916
21303,0,0,12,38,0,13,0,3,0,53,101,102,107,16,27,17,372,6446,1535,1983,220,312,154,10653,26,98,121,13,11,79,353,7,73,18,10,6,4,110,69,616,88,28,20,4,821,254,226,133,52,18,5,689,434,134,115,31,17,13,733,962,106,226,47,40,8,1389,2502,97,479,38,92,18,3225,3101,54,407,11,34,7,3616,1244,16,207,0,17,0,1482,419,5,62,0,3,0,497,141,3,29,0,0,0,174,46,0,9,0,9,0,65,15,0,3,0,5,0,30,72,0,16,0,17,0,112,166,92,162,7,27,13,469,9466,1514,2064,244,316,153,13752
21304,0,0,0,28,0,14,0,0,0,51,107,34,103,13,19,19,300,5347,576,1676,131,275,152,8161,23,33,151,7,20,84,324,3,27,12,11,6,0,61,20,193,60,14,12,3,307,74,96,127,50,55,3,409,180,51,175,47,32,3,480,1448,80,413,28,43,10,2021,3055,23,564,9,51,16,3718,1929,14,277,8,27,13,2274,284,0,52,0,4,0,342,43,0,10,0,8,0,56,12,0,6,0,0,0,22,14,0,4,0,3,0,17,3,0,3,0,0,0,4,23,0,11,0,0,0,33,153,43,110,18,27,11,360,7268,567,1985,181,285,159,10439
21305,0,0,19,69,0,22,0,4,0,94,185,58,134,10,34,34,454,10218,680,2466,137,388,187,14077,54,31,226,7,9,107,424,15,27,11,4,3,0,54,34,209,95,11,18,10,370,87,118,172,23,35,4,441,182,61,208,19,35,3,508,1589,69,488,39,103,5,2297,7690,69,1059,12,131,23,8986,4669,19,418,6,44,10,5162,644,5,108,0,11,0,765,162,0,19,0,3,0,190,57,0,6,0,3,0,73,34,0,8,0,0,0,44,10,0,3,0,0,0,14,92,0,17,0,3,0,121,327,51,154,12,25,28,590,15647,660,2972,132,423,193,20020
21401,0,0,10,52,0,22,0,6,0,74,170,73,112,18,21,32,433,8394,1312,2546,206,431,237,13130,29,51,156,18,8,85,351,10,58,11,10,8,4,96,41,466,129,50,32,13,729,207,188,205,45,44,3,692,338,70,201,18,84,8,724,1318,88,439,32,131,15,2023,4203,115,770,23,56,25,5187,2741,15,394,12,27,10,3196,490,0,63,4,4,6,560,148,0,21,0,0,0,173,53,0,9,0,0,0,71,20,0,0,0,0,0,28,4,0,3,0,0,0,9,54,0,6,0,6,0,69,196,90,135,20,23,24,483,9853,1150,2538,223,432,187,14385
21402,0,0,24,48,0,14,0,3,3,69,163,79,153,7,38,19,447,6778,1030,2627,75,507,336,11351,13,43,310,12,37,255,666,5,24,20,5,11,0,64,32,397,108,19,51,11,616,132,157,195,25,54,9,576,205,59,211,14,42,7,534,959,63,349,16,138,5,1527,2754,66,554,12,71,15,3471,2310,13,371,7,30,7,2736,790,3,116,3,14,0,922,255,0,31,0,0,0,298,142,0,11,0,0,0,155,58,0,12,0,0,0,77,33,0,3,0,0,0,35,71,0,20,0,4,0,94,143,60,165,21,37,11,431,7899,882,2490,119,486,325,12209
21501,0,0,4,4,0,15,0,7,0,26,49,60,91,18,76,24,315,2292,699,1472,144,416,313,5345,11,55,275,13,127,201,677,23,90,59,8,15,0,204,259,221,287,53,94,9,920,771,98,344,24,62,17,1317,330,49,176,7,19,5,588,465,29,132,3,13,0,644,319,10,69,8,12,4,423,132,5,26,3,12,3,178,16,0,10,0,5,0,32,3,0,0,0,0,0,6,5,0,4,0,0,0,11,0,0,5,0,0,0,6,0,0,4,0,0,0,4,5,0,9,0,4,0,23,49,46,91,13,84,22,306,2395,609,1488,132,453,255,5342
21502,0,0,3,16,0,6,0,4,0,26,52,59,65,9,38,21,238,2995,856,1280,148,454,199,5932,12,53,142,14,72,95,386,18,50,31,19,21,3,133,120,311,160,31,64,16,700,660,199,308,48,54,12,1273,388,64,245,11,43,3,757,852,41,228,5,29,4,1167,874,14,144,9,24,3,1075,250,8,37,3,14,0,312,23,0,15,0,3,3,51,8,0,3,0,5,0,16,4,0,9,0,7,0,17,4,0,0,0,0,0,6,0,3,3,0,0,0,5,5,0,4,0,5,0,12,59,47,73,12,47,6,254,3283,783,1401,153,394,150,6166
21503,0,0,3,0,0,13,0,3,0,17,29,38,63,9,57,11,214,1326,566,1063,99,486,203,3748,0,55,207,14,104,127,508,13,48,41,5,24,3,133,164,166,199,26,69,15,635,371,121,265,25,61,11,857,216,32,156,3,22,8,431,297,22,104,0,11,3,440,120,6,48,3,17,3,200,47,0,31,0,12,0,92,3,0,3,0,0,0,6,3,0,0,0,0,0,7,0,0,3,0,0,0,6,3,0,6,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,6,28,32,54,5,40,6,165,1266,481,1118,86,365,173,3494
21601,0,0,0,3,0,6,0,0,0,13,28,22,32,6,37,13,144,1539,584,840,99,235,149,3438,8,30,118,3,59,83,296,7,22,16,12,11,0,68,76,230,120,25,37,11,496,241,95,196,16,34,9,586,210,39,151,4,21,6,439,411,37,120,3,18,3,598,338,3,98,0,9,3,448,147,3,38,0,3,0,197,21,0,10,0,3,0,31,5,0,3,0,0,0,6,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,0,0,6,33,19,44,5,29,7,136,1499,488,914,76,234,121,3326
21602,0,0,0,3,0,3,0,0,0,10,21,24,36,0,38,13,129,1096,331,730,40,232,136,2561,6,16,86,3,70,92,272,0,8,18,0,12,0,34,78,135,95,7,45,10,367,240,63,182,10,26,10,533,189,17,122,0,19,3,356,314,3,115,0,4,3,446,254,3,66,0,5,5,334,94,3,25,0,3,0,132,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,16,51,0,24,3,120,1209,278,760,26,218,127,2620
21603,0,0,0,10,0,7,0,3,3,26,63,81,66,11,47,14,281,3129,1030,1335,182,446,180,6303,8,46,103,11,55,92,316,10,33,23,10,31,7,115,121,323,146,47,75,13,721,522,212,269,44,74,22,1149,551,145,228,21,60,10,1014,903,41,293,15,34,4,1294,929,21,201,9,44,3,1201,316,11,85,3,12,0,429,40,0,14,0,0,3,50,4,0,4,0,0,0,15,8,0,0,0,0,0,8,0,0,3,0,0,0,3,4,0,3,0,0,0,4,0,0,7,0,0,0,11,62,50,59,8,39,20,237,3488,881,1433,178,417,173,6573
