STE_NAME16	Year	Age5yr	LabourForceStatus	adults
Victoria	2016	35-39	Employed (full-time)	201701
Victoria	2016	35-39	Employed (hours worked not stated)	5053
Victoria	2016	35-39	Employed (part-time)	83831
Victoria	2016	35-39	Not in the labour force	63555
Victoria	2016	35-39	Unemployed (looking for full-time work)	9973
Victoria	2016	35-39	Unemployed (looking for part-time work)	5540
Victoria	2016	40-44		22271
Victoria	2016	40-44	Employed (away from work)	7425
Victoria	2016	40-44	Employed (full-time)	201593
Victoria	2016	40-44	Employed (hours worked not stated)	4899
Victoria	2016	40-44	Employed (part-time)	89758
Victoria	2016	40-44	Not in the labour force	60128
Victoria	2016	40-44	Unemployed (looking for full-time work)	9930
Victoria	2016	40-44	Unemployed (looking for part-time work)	5891
Victoria	2016	45-49		22230
Victoria	2016	45-49	Employed (away from work)	6776
Victoria	2016	45-49	Employed (full-time)	204086
Victoria	2016	45-49	Employed (hours worked not stated)	4954
Victoria	2016	45-49	Employed (part-time)	88489
Victoria	2016	45-49	Not in the labour force	60746
Victoria	2016	45-49	Unemployed (looking for full-time work)	9654
Victoria	2016	45-49	Unemployed (looking for part-time work)	5100
Victoria	2016	50-54		21567
Victoria	2016	50-54	Employed (away from work)	7679
Victoria	2016	50-54	Employed (full-time)	186732
Victoria	2016	50-54	Employed (hours worked not stated)	4516
Victoria	2016	50-54	Employed (part-time)	79581
Victoria	2016	50-54	Not in the labour force	65027
Victoria	2016	50-54	Unemployed (looking for full-time work)	8957
Victoria	2016	50-54	Unemployed (looking for part-time work)	4320
Victoria	2016	55-59		20689
Victoria	2016	55-59	Employed (away from work)	8506
Victoria	2016	55-59	Employed (full-time)	152089
Victoria	2016	55-59	Employed (hours worked not stated)	3715
Victoria	2016	55-59	Employed (part-time)	74971
Victoria	2016	55-59	Not in the labour force	85893
Victoria	2016	55-59	Unemployed (looking for full-time work)	7523
Victoria	2016	55-59	Unemployed (looking for part-time work)	4225
Victoria	2016	60-64		19512
Victoria	2016	60-64	Employed (away from work)	7440
Victoria	2016	60-64	Employed (full-time)	88996
Victoria	2016	60-64	Employed (hours worked not stated)	2696
Victoria	2016	60-64	Employed (part-time)	62770
Victoria	2016	60-64	Not in the labour force	129393
Victoria	2016	60-64	Unemployed (looking for full-time work)	5140
Victoria	2016	60-64	Unemployed (looking for part-time work)	3903
Victoria	2016	65-69		19378
Victoria	2016	65-69	Employed (away from work)	3812
Victoria	2016	65-69	Employed (full-time)	31666
Victoria	2016	65-69	Employed (hours worked not stated)	1476
Victoria	2016	65-69	Employed (part-time)	36417
Victoria	2016	65-69	Not in the labour force	196660
Victoria	2016	65-69	Unemployed (looking for full-time work)	697
Victoria	2016	65-69	Unemployed (looking for part-time work)	1285
Victoria	2016	70-74		16164
Victoria	2016	70-74	Employed (away from work)	1393
Victoria	2016	70-74	Employed (full-time)	8706
Victoria	2016	70-74	Employed (hours worked not stated)	904
Victoria	2016	70-74	Employed (part-time)	14984
Victoria	2016	70-74	Not in the labour force	175407
Victoria	2016	70-74	Unemployed (looking for full-time work)	152
Victoria	2016	70-74	Unemployed (looking for part-time work)	489
Victoria	2016	75+		42751
Victoria	2016	75+	Employed (away from work)	864
Victoria	2016	75+	Employed (full-time)	4342
Victoria	2016	75+	Employed (hours worked not stated)	1213
Victoria	2016	75+	Employed (part-time)	7915
Victoria	2016	75+	Not in the labour force	355541
Victoria	2016	75+	Unemployed (looking for full-time work)	136
Victoria	2016	75+	Unemployed (looking for part-time work)	234
Queensland	2006	15-19		15219
Queensland	2006	15-19	Employed (away from work)	4308
Queensland	2006	15-19	Employed (full-time)	45305
Queensland	2006	15-19	Employed (hours worked not stated)	6643
Queensland	2006	15-19	Employed (part-time)	82353
Queensland	2006	15-19	Not in the labour force	98956
Queensland	2006	15-19	Unemployed (looking for full-time work)	8161
Queensland	2006	15-19	Unemployed (looking for part-time work)	9351
Queensland	2006	20-24		19369
Queensland	2006	20-24	Employed (away from work)	5394
Queensland	2006	20-24	Employed (full-time)	123578
Queensland	2006	20-24	Employed (hours worked not stated)	6348
Queensland	2006	20-24	Employed (part-time)	56854
Queensland	2006	20-24	Not in the labour force	42516
Queensland	2006	20-24	Unemployed (looking for full-time work)	9709
Queensland	2006	20-24	Unemployed (looking for part-time work)	5122
Queensland	2006	25-29		17018
Queensland	2006	25-29	Employed (away from work)	6423
Queensland	2006	25-29	Employed (full-time)	132878
Queensland	2006	25-29	Employed (hours worked not stated)	4796
Queensland	2006	25-29	Employed (part-time)	38501
Queensland	2006	25-29	Not in the labour force	39646
Queensland	2006	25-29	Unemployed (looking for full-time work)	6545
Queensland	2006	25-29	Unemployed (looking for part-time work)	3137
Queensland	2006	30-34		16506
Queensland	2006	30-34	Employed (away from work)	8216
Queensland	2006	30-34	Employed (full-time)	139656
Queensland	2006	30-34	Employed (hours worked not stated)	5016
Queensland	2006	30-34	Employed (part-time)	48564
Queensland	2006	30-34	Not in the labour force	47764
Queensland	2006	30-34	Unemployed (looking for full-time work)	5691
Queensland	2006	30-34	Unemployed (looking for part-time work)	3244
Queensland	2006	35-39		16430
Queensland	2006	35-39	Employed (away from work)	7319
Queensland	2006	35-39	Employed (full-time)	143491
Queensland	2006	35-39	Employed (hours worked not stated)	5457
Queensland	2006	35-39	Employed (part-time)	57668
Queensland	2006	35-39	Not in the labour force	47958
Queensland	2006	35-39	Unemployed (looking for full-time work)	5249
Queensland	2006	35-39	Unemployed (looking for part-time work)	3570
Queensland	2006	40-44		16471
Queensland	2006	40-44	Employed (away from work)	6385
Queensland	2006	40-44	Employed (full-time)	149745
Queensland	2006	40-44	Employed (hours worked not stated)	5452
Queensland	2006	40-44	Employed (part-time)	59532
Queensland	2006	40-44	Not in the labour force	42441
Queensland	2006	40-44	Unemployed (looking for full-time work)	5193
Queensland	2006	40-44	Unemployed (looking for part-time work)	3210
Queensland	2006	45-49		15721
Queensland	2006	45-49	Employed (away from work)	6461
Queensland	2006	45-49	Employed (full-time)	150946
Queensland	2006	45-49	Employed (hours worked not stated)	5160
Queensland	2006	45-49	Employed (part-time)	54892
Queensland	2006	45-49	Not in the labour force	41578
Queensland	2006	45-49	Unemployed (looking for full-time work)	4731
Queensland	2006	45-49	Unemployed (looking for part-time work)	2447
Queensland	2006	50-54		14469
Queensland	2006	50-54	Employed (away from work)	6867
Queensland	2006	50-54	Employed (full-time)	131005
Queensland	2006	50-54	Employed (hours worked not stated)	4086
Queensland	2006	50-54	Employed (part-time)	46615
Queensland	2006	50-54	Not in the labour force	48041
Queensland	2006	50-54	Unemployed (looking for full-time work)	4124
Queensland	2006	50-54	Unemployed (looking for part-time work)	2034
Queensland	2006	55-59		13704
Queensland	2006	55-59	Employed (away from work)	6246
Queensland	2006	55-59	Employed (full-time)	98338
Queensland	2006	55-59	Employed (hours worked not stated)	3198
Queensland	2006	55-59	Employed (part-time)	41588
Queensland	2006	55-59	Not in the labour force	77328
Queensland	2006	55-59	Unemployed (looking for full-time work)	3427
Queensland	2006	55-59	Unemployed (looking for part-time work)	1913
Queensland	2006	60-64		11369
Queensland	2006	60-64	Employed (away from work)	3684
Queensland	2006	60-64	Employed (full-time)	47560
Queensland	2006	60-64	Employed (hours worked not stated)	1915
Queensland	2006	60-64	Employed (part-time)	25928
Queensland	2006	60-64	Not in the labour force	98038
Queensland	2006	60-64	Unemployed (looking for full-time work)	1992
Queensland	2006	60-64	Unemployed (looking for part-time work)	1332
Queensland	2006	65-69		10374
Queensland	2006	65-69	Employed (away from work)	1250
Queensland	2006	65-69	Employed (full-time)	12576
Queensland	2006	65-69	Employed (hours worked not stated)	878
Queensland	2006	65-69	Employed (part-time)	11207
Queensland	2006	65-69	Not in the labour force	109653
Queensland	2006	65-69	Unemployed (looking for full-time work)	188
Queensland	2006	65-69	Unemployed (looking for part-time work)	296
Queensland	2006	70-74		10141
Queensland	2006	70-74	Employed (away from work)	465
Queensland	2006	70-74	Employed (full-time)	3455
Queensland	2006	70-74	Employed (hours worked not stated)	456
Queensland	2006	70-74	Employed (part-time)	4194
Queensland	2006	70-74	Not in the labour force	94138
Queensland	2006	70-74	Unemployed (looking for full-time work)	65
Queensland	2006	70-74	Unemployed (looking for part-time work)	89
Queensland	2006	75+		33422
Queensland	2006	75+	Employed (away from work)	486
Queensland	2006	75+	Employed (full-time)	2353
Queensland	2006	75+	Employed (hours worked not stated)	691
Queensland	2006	75+	Employed (part-time)	2612
Queensland	2006	75+	Not in the labour force	183782
Queensland	2006	75+	Unemployed (looking for full-time work)	65
Queensland	2006	75+	Unemployed (looking for part-time work)	64
Queensland	2011	15-19		14467
Queensland	2011	15-19	Employed (away from work)	4905
Queensland	2011	15-19	Employed (full-time)	37856
Queensland	2011	15-19	Employed (hours worked not stated)	4897
Queensland	2011	15-19	Employed (part-time)	87386
Queensland	2011	15-19	Not in the labour force	117438
Queensland	2011	15-19	Unemployed (looking for full-time work)	11985
Queensland	2011	15-19	Unemployed (looking for part-time work)	14983
Queensland	2011	20-24		18510
Queensland	2011	20-24	Employed (away from work)	7015
Queensland	2011	20-24	Employed (full-time)	121269
Queensland	2011	20-24	Employed (hours worked not stated)	5626
Queensland	2011	20-24	Employed (part-time)	66993
Queensland	2011	20-24	Not in the labour force	52306
Queensland	2011	20-24	Unemployed (looking for full-time work)	14417
Queensland	2011	20-24	Unemployed (looking for part-time work)	7701
Queensland	2011	25-29		19017
Queensland	2011	25-29	Employed (away from work)	9315
Queensland	2011	25-29	Employed (full-time)	157411
Queensland	2011	25-29	Employed (hours worked not stated)	4718
Queensland	2011	25-29	Employed (part-time)	48847
Queensland	2011	25-29	Not in the labour force	46675
Queensland	2011	25-29	Unemployed (looking for full-time work)	10259
Queensland	2011	25-29	Unemployed (looking for part-time work)	4459
Queensland	2011	30-34		16471
Queensland	2011	30-34	Employed (away from work)	10275
Queensland	2011	30-34	Employed (full-time)	146298
Queensland	2011	30-34	Employed (hours worked not stated)	4030
Queensland	2011	30-34	Employed (part-time)	50988
Queensland	2011	30-34	Not in the labour force	46983
Queensland	2011	30-34	Unemployed (looking for full-time work)	7764
Queensland	2011	30-34	Unemployed (looking for part-time work)	3891
Queensland	2011	35-39		16601
Queensland	2011	35-39	Employed (away from work)	9030
Queensland	2011	35-39	Employed (full-time)	155730
Queensland	2011	35-39	Employed (hours worked not stated)	4621
Queensland	2011	35-39	Employed (part-time)	61599
Queensland	2011	35-39	Not in the labour force	48878
Queensland	2011	35-39	Unemployed (looking for full-time work)	7680
Queensland	2011	35-39	Unemployed (looking for part-time work)	4038
Queensland	2011	40-44		16515
Queensland	2011	40-44	Employed (away from work)	7444
Queensland	2011	40-44	Employed (full-time)	163671
Queensland	2011	40-44	Employed (hours worked not stated)	4778
Queensland	2011	40-44	Employed (part-time)	64880
Queensland	2011	40-44	Not in the labour force	43970
Queensland	2011	40-44	Unemployed (looking for full-time work)	7646
Queensland	2011	40-44	Unemployed (looking for part-time work)	3669
Queensland	2011	45-49		15660
Queensland	2011	45-49	Employed (away from work)	7454
Queensland	2011	45-49	Employed (full-time)	162437
Queensland	2011	45-49	Employed (hours worked not stated)	4580
Queensland	2011	45-49	Employed (part-time)	60041
Queensland	2011	45-49	Not in the labour force	42334
Queensland	2011	45-49	Unemployed (looking for full-time work)	7160
Queensland	2011	45-49	Unemployed (looking for part-time work)	3070
Queensland	2011	50-54		14742
Queensland	2011	50-54	Employed (away from work)	8024
Queensland	2011	50-54	Employed (full-time)	149753
Queensland	2011	50-54	Employed (hours worked not stated)	3867
Queensland	2011	50-54	Employed (part-time)	54685
Queensland	2011	50-54	Not in the labour force	48152
Queensland	2011	50-54	Unemployed (looking for full-time work)	6310
Queensland	2011	50-54	Unemployed (looking for part-time work)	2600
Queensland	2011	55-59		12766
Queensland	2011	55-59	Employed (away from work)	7593
Queensland	2011	55-59	Employed (full-time)	112479
Queensland	2011	55-59	Employed (hours worked not stated)	2971
Queensland	2011	55-59	Employed (part-time)	47467
Queensland	2011	55-59	Not in the labour force	67395
Queensland	2011	55-59	Unemployed (looking for full-time work)	4993
Queensland	2011	55-59	Unemployed (looking for part-time work)	2307
Queensland	2011	60-64		12443
Queensland	2011	60-64	Employed (away from work)	5873
Queensland	2011	60-64	Employed (full-time)	68330
Queensland	2011	60-64	Employed (hours worked not stated)	2276
Queensland	2011	60-64	Employed (part-time)	39109
Queensland	2011	60-64	Not in the labour force	109770
Queensland	2011	60-64	Unemployed (looking for full-time work)	3209
Queensland	2011	60-64	Unemployed (looking for part-time work)	2105
Queensland	2011	65-69		10449
Queensland	2011	65-69	Employed (away from work)	2205
Queensland	2011	65-69	Employed (full-time)	20396
Queensland	2011	65-69	Employed (hours worked not stated)	1052
Queensland	2011	65-69	Employed (part-time)	18984
Queensland	2011	65-69	Not in the labour force	131608
Queensland	2011	65-69	Unemployed (looking for full-time work)	421
Queensland	2011	65-69	Unemployed (looking for part-time work)	645
Queensland	2011	70-74		9489
Queensland	2011	70-74	Employed (away from work)	727
Queensland	2011	70-74	Employed (full-time)	5060
Queensland	2011	70-74	Employed (hours worked not stated)	532
Queensland	2011	70-74	Employed (part-time)	6937
Queensland	2011	70-74	Not in the labour force	113824
Queensland	2011	70-74	Unemployed (looking for full-time work)	113
Queensland	2011	70-74	Unemployed (looking for part-time work)	205
Queensland	2011	75+		29358
Queensland	2011	75+	Employed (away from work)	536
Queensland	2011	75+	Employed (full-time)	2258
Queensland	2011	75+	Employed (hours worked not stated)	680
Queensland	2011	75+	Employed (part-time)	3392
Queensland	2011	75+	Not in the labour force	209962
Queensland	2011	75+	Unemployed (looking for full-time work)	58
Queensland	2011	75+	Unemployed (looking for part-time work)	100
Queensland	2016	15-19		16214
Queensland	2016	15-19	Employed (away from work)	3963
Queensland	2016	15-19	Employed (full-time)	26646
Queensland	2016	15-19	Employed (hours worked not stated)	3318
Queensland	2016	15-19	Employed (part-time)	91921
Queensland	2016	15-19	Not in the labour force	120777
Queensland	2016	15-19	Unemployed (looking for full-time work)	11493
Queensland	2016	15-19	Unemployed (looking for part-time work)	21956
Queensland	2016	20-24		22597
Queensland	2016	20-24	Employed (away from work)	5665
Queensland	2016	20-24	Employed (full-time)	113014
Queensland	2016	20-24	Employed (hours worked not stated)	4718
Queensland	2016	20-24	Employed (part-time)	83276
Queensland	2016	20-24	Not in the labour force	58439
Queensland	2016	20-24	Unemployed (looking for full-time work)	17822
Queensland	2016	20-24	Unemployed (looking for part-time work)	11330
Queensland	2016	25-29		24139
Queensland	2016	25-29	Employed (away from work)	8570
Queensland	2016	25-29	Employed (full-time)	156202
Queensland	2016	25-29	Employed (hours worked not stated)	4440
Queensland	2016	25-29	Employed (part-time)	59036
Queensland	2016	25-29	Not in the labour force	49156
Queensland	2016	25-29	Unemployed (looking for full-time work)	12954
Queensland	2016	25-29	Unemployed (looking for part-time work)	6247
Queensland	2016	30-34		22986
Queensland	2016	30-34	Employed (away from work)	11368
Queensland	2016	30-34	Employed (full-time)	161045
Queensland	2016	30-34	Employed (hours worked not stated)	4044
Queensland	2016	30-34	Employed (part-time)	61184
Queensland	2016	30-34	Not in the labour force	49644
Queensland	2016	30-34	Unemployed (looking for full-time work)	10488
Queensland	2016	30-34	Unemployed (looking for part-time work)	5194
Queensland	2016	35-39		19998
Queensland	2016	35-39	Employed (away from work)	7953
Queensland	2016	35-39	Employed (full-time)	151452
Queensland	2016	35-39	Employed (hours worked not stated)	3668
Queensland	2016	35-39	Employed (part-time)	62931
Queensland	2016	35-39	Not in the labour force	45637
Queensland	2016	35-39	Unemployed (looking for full-time work)	9011
Queensland	2016	35-39	Unemployed (looking for part-time work)	4567
Queensland	2016	40-44		20781
Queensland	2016	40-44	Employed (away from work)	6037
Queensland	2016	40-44	Employed (full-time)	165852
Queensland	2016	40-44	Employed (hours worked not stated)	3967
Queensland	2016	40-44	Employed (part-time)	67288
Queensland	2016	40-44	Not in the labour force	44646
Queensland	2016	40-44	Unemployed (looking for full-time work)	9681
Queensland	2016	40-44	Unemployed (looking for part-time work)	4647
Queensland	2016	45-49		21373
Queensland	2016	45-49	Employed (away from work)	5892
Queensland	2016	45-49	Employed (full-time)	168472
Queensland	2016	45-49	Employed (hours worked not stated)	3776
Queensland	2016	45-49	Employed (part-time)	64831
Queensland	2016	45-49	Not in the labour force	45044
Queensland	2016	45-49	Unemployed (looking for full-time work)	9650
Queensland	2016	45-49	Unemployed (looking for part-time work)	3944
Queensland	2016	50-54		20732
Queensland	2016	50-54	Employed (away from work)	6714
Queensland	2016	50-54	Employed (full-time)	154472
Queensland	2016	50-54	Employed (hours worked not stated)	3199
Queensland	2016	50-54	Employed (part-time)	59491
Queensland	2016	50-54	Not in the labour force	51221
Queensland	2016	50-54	Unemployed (looking for full-time work)	9415
Queensland	2016	50-54	Unemployed (looking for part-time work)	3476
Queensland	2016	55-59		19714
Queensland	2016	55-59	Employed (away from work)	7206
Queensland	2016	55-59	Employed (full-time)	124976
Queensland	2016	55-59	Employed (hours worked not stated)	2690
Queensland	2016	55-59	Employed (part-time)	55251
Queensland	2016	55-59	Not in the labour force	70593
Queensland	2016	55-59	Unemployed (looking for full-time work)	8211
Queensland	2016	55-59	Unemployed (looking for part-time work)	3557
Queensland	2016	60-64		17898
Queensland	2016	60-64	Employed (away from work)	5662
Queensland	2016	60-64	Employed (full-time)	74054
Queensland	2016	60-64	Employed (hours worked not stated)	1984
Queensland	2016	60-64	Employed (part-time)	44789
Queensland	2016	60-64	Not in the labour force	107182
Queensland	2016	60-64	Unemployed (looking for full-time work)	5722
Queensland	2016	60-64	Unemployed (looking for part-time work)	3400
Queensland	2016	65-69		17340
Queensland	2016	65-69	Employed (away from work)	2600
Queensland	2016	65-69	Employed (full-time)	26231
Queensland	2016	65-69	Employed (hours worked not stated)	1128
Queensland	2016	65-69	Employed (part-time)	25785
Queensland	2016	65-69	Not in the labour force	167177
Queensland	2016	65-69	Unemployed (looking for full-time work)	741
Queensland	2016	65-69	Unemployed (looking for part-time work)	1194
Queensland	2016	70-74		14040
Queensland	2016	70-74	Employed (away from work)	889
Queensland	2016	70-74	Employed (full-time)	7382
Queensland	2016	70-74	Employed (hours worked not stated)	651
Queensland	2016	70-74	Employed (part-time)	10777
Queensland	2016	70-74	Not in the labour force	146046
Queensland	2016	70-74	Unemployed (looking for full-time work)	187
Queensland	2016	70-74	Unemployed (looking for part-time work)	441
Queensland	2016	75+		34518
Queensland	2016	75+	Employed (away from work)	484
Queensland	2016	75+	Employed (full-time)	3393
Queensland	2016	75+	Employed (hours worked not stated)	935
Queensland	2016	75+	Employed (part-time)	5189
Queensland	2016	75+	Not in the labour force	250480
Queensland	2016	75+	Unemployed (looking for full-time work)	156
Queensland	2016	75+	Unemployed (looking for part-time work)	188
South Australia	2006	15-19		4263
South Australia	2006	15-19	Employed (away from work)	1618
South Australia	2006	15-19	Employed (full-time)	12302
South Australia	2006	15-19	Employed (hours worked not stated)	2151
South Australia	2006	15-19	Employed (part-time)	28114
South Australia	2006	15-19	Not in the labour force	45126
South Australia	2006	15-19	Unemployed (looking for full-time work)	3279
South Australia	2006	15-19	Unemployed (looking for part-time work)	3900
South Australia	2006	20-24		4926
South Australia	2006	20-24	Employed (away from work)	2383
South Australia	2006	20-24	Employed (full-time)	41253
South Australia	2006	20-24	Employed (hours worked not stated)	2355
South Australia	2006	20-24	Employed (part-time)	24325
South Australia	2006	20-24	Not in the labour force	18428
South Australia	2006	20-24	Unemployed (looking for full-time work)	4267
South Australia	2006	20-24	Unemployed (looking for part-time work)	2170
South Australia	2006	25-29		4186
South Australia	2006	25-29	Employed (away from work)	2604
South Australia	2006	25-29	Employed (full-time)	46308
South Australia	2006	25-29	Employed (hours worked not stated)	1593
South Australia	2006	25-29	Employed (part-time)	15002
South Australia	2006	25-29	Not in the labour force	14915
South Australia	2006	25-29	Unemployed (looking for full-time work)	3067
South Australia	2006	25-29	Unemployed (looking for part-time work)	1179
South Australia	2006	30-34		4173
South Australia	2006	30-34	Employed (away from work)	3261
South Australia	2006	30-34	Employed (full-time)	46971
South Australia	2006	30-34	Employed (hours worked not stated)	1656
South Australia	2006	30-34	Employed (part-time)	18838
South Australia	2006	30-34	Not in the labour force	18312
South Australia	2006	30-34	Unemployed (looking for full-time work)	2494
South Australia	2006	30-34	Unemployed (looking for part-time work)	1181
South Australia	2006	35-39		4660
South Australia	2006	35-39	Employed (away from work)	3131
South Australia	2006	35-39	Employed (full-time)	50518
South Australia	2006	35-39	Employed (hours worked not stated)	1902
South Australia	2006	35-39	Employed (part-time)	23969
South Australia	2006	35-39	Not in the labour force	19678
South Australia	2006	35-39	Unemployed (looking for full-time work)	2472
South Australia	2006	35-39	Unemployed (looking for part-time work)	1345
South Australia	2006	40-44		4629
South Australia	2006	40-44	Employed (away from work)	2795
South Australia	2006	40-44	Employed (full-time)	54626
South Australia	2006	40-44	Employed (hours worked not stated)	1841
South Australia	2006	40-44	Employed (part-time)	25888
South Australia	2006	40-44	Not in the labour force	17883
South Australia	2006	40-44	Unemployed (looking for full-time work)	2509
South Australia	2006	40-44	Unemployed (looking for part-time work)	1216
South Australia	2006	45-49		4537
South Australia	2006	45-49	Employed (away from work)	3137
South Australia	2006	45-49	Employed (full-time)	58539
South Australia	2006	45-49	Employed (hours worked not stated)	1906
South Australia	2006	45-49	Employed (part-time)	24123
South Australia	2006	45-49	Not in the labour force	17436
South Australia	2006	45-49	Unemployed (looking for full-time work)	2038
South Australia	2006	45-49	Unemployed (looking for part-time work)	954
South Australia	2006	50-54		4119
South Australia	2006	50-54	Employed (away from work)	3178
South Australia	2006	50-54	Employed (full-time)	52461
South Australia	2006	50-54	Employed (hours worked not stated)	1518
South Australia	2006	50-54	Employed (part-time)	20612
South Australia	2006	50-54	Not in the labour force	19846
South Australia	2006	50-54	Unemployed (looking for full-time work)	1708
South Australia	2006	50-54	Unemployed (looking for part-time work)	768
South Australia	2006	55-59		3971
South Australia	2006	55-59	Employed (away from work)	2929
South Australia	2006	55-59	Employed (full-time)	39140
South Australia	2006	55-59	Employed (hours worked not stated)	1180
South Australia	2006	55-59	Employed (part-time)	18466
South Australia	2006	55-59	Not in the labour force	32144
South Australia	2006	55-59	Unemployed (looking for full-time work)	1327
South Australia	2006	55-59	Unemployed (looking for part-time work)	765
South Australia	2006	60-64		3464
South Australia	2006	60-64	Employed (away from work)	1578
South Australia	2006	60-64	Employed (full-time)	17686
South Australia	2006	60-64	Employed (hours worked not stated)	657
South Australia	2006	60-64	Employed (part-time)	11326
South Australia	2006	60-64	Not in the labour force	41933
South Australia	2006	60-64	Unemployed (looking for full-time work)	709
South Australia	2006	60-64	Unemployed (looking for part-time work)	549
South Australia	2006	65-69		3485
South Australia	2006	65-69	Employed (away from work)	600
South Australia	2006	65-69	Employed (full-time)	4346
South Australia	2006	65-69	Employed (hours worked not stated)	306
South Australia	2006	65-69	Employed (part-time)	4834
South Australia	2006	65-69	Not in the labour force	48739
South Australia	2006	65-69	Unemployed (looking for full-time work)	53
South Australia	2006	65-69	Unemployed (looking for part-time work)	91
South Australia	2006	70-74		3784
South Australia	2006	70-74	Employed (away from work)	213
South Australia	2006	70-74	Employed (full-time)	1155
South Australia	2006	70-74	Employed (hours worked not stated)	198
South Australia	2006	70-74	Employed (part-time)	1855
South Australia	2006	70-74	Not in the labour force	45376
South Australia	2006	70-74	Unemployed (looking for full-time work)	26
South Australia	2006	70-74	Unemployed (looking for part-time work)	25
South Australia	2006	75+		13426
South Australia	2006	75+	Employed (away from work)	214
South Australia	2006	75+	Employed (full-time)	866
South Australia	2006	75+	Employed (hours worked not stated)	288
South Australia	2006	75+	Employed (part-time)	1187
South Australia	2006	75+	Not in the labour force	101998
South Australia	2006	75+	Unemployed (looking for full-time work)	27
South Australia	2006	75+	Unemployed (looking for part-time work)	32
South Australia	2011	15-19		3668
South Australia	2011	15-19	Employed (away from work)	1762
South Australia	2011	15-19	Employed (full-time)	9740
South Australia	2011	15-19	Employed (hours worked not stated)	1480
South Australia	2011	15-19	Employed (part-time)	29910
South Australia	2011	15-19	Not in the labour force	48407
South Australia	2011	15-19	Unemployed (looking for full-time work)	3213
South Australia	2011	15-19	Unemployed (looking for part-time work)	5068
South Australia	2011	20-24		4546
South Australia	2011	20-24	Employed (away from work)	2663
South Australia	2011	20-24	Employed (full-time)	38168
South Australia	2011	20-24	Employed (hours worked not stated)	1898
South Australia	2011	20-24	Employed (part-time)	27899
South Australia	2011	20-24	Not in the labour force	22263
South Australia	2011	20-24	Unemployed (looking for full-time work)	4973
South Australia	2011	20-24	Unemployed (looking for part-time work)	3181
South Australia	2011	25-29		4531
South Australia	2011	25-29	Employed (away from work)	3601
South Australia	2011	25-29	Employed (full-time)	52864
South Australia	2011	25-29	Employed (hours worked not stated)	1466
South Australia	2011	25-29	Employed (part-time)	19149
South Australia	2011	25-29	Not in the labour force	17641
South Australia	2011	25-29	Unemployed (looking for full-time work)	3597
South Australia	2011	25-29	Unemployed (looking for part-time work)	1657
South Australia	2011	30-34		3947
South Australia	2011	30-34	Employed (away from work)	4102
South Australia	2011	30-34	Employed (full-time)	47514
South Australia	2011	30-34	Employed (hours worked not stated)	1272
South Australia	2011	30-34	Employed (part-time)	19453
South Australia	2011	30-34	Not in the labour force	17367
South Australia	2011	30-34	Unemployed (looking for full-time work)	2786
South Australia	2011	30-34	Unemployed (looking for part-time work)	1374
South Australia	2011	35-39		3964
South Australia	2011	35-39	Employed (away from work)	3461
South Australia	2011	35-39	Employed (full-time)	49441
South Australia	2011	35-39	Employed (hours worked not stated)	1316
South Australia	2011	35-39	Employed (part-time)	23738
South Australia	2011	35-39	Not in the labour force	18009
South Australia	2011	35-39	Unemployed (looking for full-time work)	2687
South Australia	2011	35-39	Unemployed (looking for part-time work)	1352
South Australia	2011	40-44		4179
South Australia	2011	40-44	Employed (away from work)	2975
South Australia	2011	40-44	Employed (full-time)	55519
South Australia	2011	40-44	Employed (hours worked not stated)	1454
South Australia	2011	40-44	Employed (part-time)	26494
South Australia	2011	40-44	Not in the labour force	17923
South Australia	2011	40-44	Unemployed (looking for full-time work)	2577
South Australia	2011	40-44	Unemployed (looking for part-time work)	1301
South Australia	2011	45-49		4179
South Australia	2011	45-49	Employed (away from work)	2982
South Australia	2011	45-49	Employed (full-time)	57410
South Australia	2011	45-49	Employed (hours worked not stated)	1425
South Australia	2011	45-49	Employed (part-time)	25787
South Australia	2011	45-49	Not in the labour force	17645
South Australia	2011	45-49	Unemployed (looking for full-time work)	2521
South Australia	2011	45-49	Unemployed (looking for part-time work)	1143
South Australia	2011	50-54		4132
South Australia	2011	50-54	Employed (away from work)	3575
South Australia	2011	50-54	Employed (full-time)	55916
South Australia	2011	50-54	Employed (hours worked not stated)	1277
South Australia	2011	50-54	Employed (part-time)	23903
South Australia	2011	50-54	Not in the labour force	20001
South Australia	2011	50-54	Unemployed (looking for full-time work)	2131
South Australia	2011	50-54	Unemployed (looking for part-time work)	931
South Australia	2011	55-59		3640
South Australia	2011	55-59	Employed (away from work)	3379
South Australia	2011	55-59	Employed (full-time)	43861
South Australia	2011	55-59	Employed (hours worked not stated)	958
South Australia	2011	55-59	Employed (part-time)	20820
South Australia	2011	55-59	Not in the labour force	26884
South Australia	2011	55-59	Unemployed (looking for full-time work)	1605
South Australia	2011	55-59	Unemployed (looking for part-time work)	859
South Australia	2011	60-64		3828
South Australia	2011	60-64	Employed (away from work)	2540
South Australia	2011	60-64	Employed (full-time)	25364
South Australia	2011	60-64	Employed (hours worked not stated)	770
South Australia	2011	60-64	Employed (part-time)	17711
South Australia	2011	60-64	Not in the labour force	45762
South Australia	2011	60-64	Unemployed (looking for full-time work)	917
South Australia	2011	60-64	Unemployed (looking for part-time work)	705
South Australia	2011	65-69		3271
South Australia	2011	65-69	Employed (away from work)	980
