STE_NAME16	Year	Age5yr	LabourForceStatus	Sex	adults
Queensland	2006	55-59	Employed (part-time)	M	13175
Queensland	2006	55-59	Not in the labour force	F	48794
Queensland	2006	55-59	Not in the labour force	M	28527
Queensland	2006	55-59	Unemployed (looking for full-time work)	F	1193
Queensland	2006	55-59	Unemployed (looking for full-time work)	M	2230
Queensland	2006	55-59	Unemployed (looking for part-time work)	F	1144
Queensland	2006	55-59	Unemployed (looking for part-time work)	M	768
Queensland	2006	60-64		F	5334
Queensland	2006	60-64		M	6036
Queensland	2006	60-64	Employed (away from work)	F	1538
Queensland	2006	60-64	Employed (away from work)	M	2145
Queensland	2006	60-64	Employed (full-time)	F	12663
Queensland	2006	60-64	Employed (full-time)	M	34902
Queensland	2006	60-64	Employed (hours worked not stated)	F	775
Queensland	2006	60-64	Employed (hours worked not stated)	M	1137
Queensland	2006	60-64	Employed (part-time)	F	14733
Queensland	2006	60-64	Employed (part-time)	M	11193
Queensland	2006	60-64	Not in the labour force	F	58560
Queensland	2006	60-64	Not in the labour force	M	39486
Queensland	2006	60-64	Unemployed (looking for full-time work)	F	394
Queensland	2006	60-64	Unemployed (looking for full-time work)	M	1598
Queensland	2006	60-64	Unemployed (looking for part-time work)	F	530
Queensland	2006	60-64	Unemployed (looking for part-time work)	M	799
Queensland	2006	65-69		F	5029
Queensland	2006	65-69		M	5347
Queensland	2006	65-69	Employed (away from work)	F	502
Queensland	2006	65-69	Employed (away from work)	M	744
Queensland	2006	65-69	Employed (full-time)	F	2823
Queensland	2006	65-69	Employed (full-time)	M	9750
Queensland	2006	65-69	Employed (hours worked not stated)	F	352
Queensland	2006	65-69	Employed (hours worked not stated)	M	519
Queensland	2006	65-69	Employed (part-time)	F	4970
Queensland	2006	65-69	Employed (part-time)	M	6240
Queensland	2006	65-69	Not in the labour force	F	58791
Queensland	2006	65-69	Not in the labour force	M	50862
Queensland	2006	65-69	Unemployed (looking for full-time work)	F	25
Queensland	2006	65-69	Unemployed (looking for full-time work)	M	164
Queensland	2006	65-69	Unemployed (looking for part-time work)	F	84
Queensland	2006	65-69	Unemployed (looking for part-time work)	M	215
Queensland	2006	70-74		F	5181
Queensland	2006	70-74		M	4962
Queensland	2006	70-74	Employed (away from work)	F	187
Queensland	2006	70-74	Employed (away from work)	M	280
Queensland	2006	70-74	Employed (full-time)	F	822
Queensland	2006	70-74	Employed (full-time)	M	2637
Queensland	2006	70-74	Employed (hours worked not stated)	F	184
Queensland	2006	70-74	Employed (hours worked not stated)	M	274
Queensland	2006	70-74	Employed (part-time)	F	1566
Queensland	2006	70-74	Employed (part-time)	M	2632
Queensland	2006	70-74	Not in the labour force	F	49469
Queensland	2006	70-74	Not in the labour force	M	44662
Queensland	2006	70-74	Unemployed (looking for full-time work)	F	23
Queensland	2006	70-74	Unemployed (looking for full-time work)	M	40
Queensland	2006	70-74	Unemployed (looking for part-time work)	F	25
Queensland	2006	70-74	Unemployed (looking for part-time work)	M	65
Queensland	2006	75+		F	20465
Queensland	2006	75+		M	12961
Queensland	2006	75+	Employed (away from work)	F	189
Queensland	2006	75+	Employed (away from work)	M	302
Queensland	2006	75+	Employed (full-time)	F	639
Queensland	2006	75+	Employed (full-time)	M	1716
Queensland	2006	75+	Employed (hours worked not stated)	F	297
Queensland	2006	75+	Employed (hours worked not stated)	M	395
Queensland	2006	75+	Employed (part-time)	F	849
Queensland	2006	75+	Employed (part-time)	M	1761
Queensland	2006	75+	Not in the labour force	F	107706
Queensland	2006	75+	Not in the labour force	M	76079
Queensland	2006	75+	Unemployed (looking for full-time work)	F	27
Queensland	2006	75+	Unemployed (looking for full-time work)	M	35
Queensland	2006	75+	Unemployed (looking for part-time work)	F	32
Queensland	2006	75+	Unemployed (looking for part-time work)	M	30
Queensland	2011	15-19		F	6489
Queensland	2011	15-19		M	7976
Queensland	2011	15-19	Employed (away from work)	F	2535
Queensland	2011	15-19	Employed (away from work)	M	2368
Queensland	2011	15-19	Employed (full-time)	F	13690
Queensland	2011	15-19	Employed (full-time)	M	24165
Queensland	2011	15-19	Employed (hours worked not stated)	F	2388
Queensland	2011	15-19	Employed (hours worked not stated)	M	2515
Queensland	2011	15-19	Employed (part-time)	F	51362
Queensland	2011	15-19	Employed (part-time)	M	36023
Queensland	2011	15-19	Not in the labour force	F	54466
Queensland	2011	15-19	Not in the labour force	M	62974
Queensland	2011	15-19	Unemployed (looking for full-time work)	F	4869
Queensland	2011	15-19	Unemployed (looking for full-time work)	M	7121
Queensland	2011	15-19	Unemployed (looking for part-time work)	F	7688
Queensland	2011	15-19	Unemployed (looking for part-time work)	M	7295
Queensland	2011	20-24		F	7823
Queensland	2011	20-24		M	10688
Queensland	2011	20-24	Employed (away from work)	F	3735
Queensland	2011	20-24	Employed (away from work)	M	3284
Queensland	2011	20-24	Employed (full-time)	F	51236
Queensland	2011	20-24	Employed (full-time)	M	70037
Queensland	2011	20-24	Employed (hours worked not stated)	F	2118
Queensland	2011	20-24	Employed (hours worked not stated)	M	3512
Queensland	2011	20-24	Employed (part-time)	F	39886
Queensland	2011	20-24	Employed (part-time)	M	27106
Queensland	2011	20-24	Not in the labour force	F	31678
Queensland	2011	20-24	Not in the labour force	M	20636
Queensland	2011	20-24	Unemployed (looking for full-time work)	F	5467
Queensland	2011	20-24	Unemployed (looking for full-time work)	M	8953
Queensland	2011	20-24	Unemployed (looking for part-time work)	F	4345
Queensland	2011	20-24	Unemployed (looking for part-time work)	M	3354
Queensland	2011	25-29		F	7904
Queensland	2011	25-29		M	11115
Queensland	2011	25-29	Employed (away from work)	F	5932
Queensland	2011	25-29	Employed (away from work)	M	3380
Queensland	2011	25-29	Employed (full-time)	F	64166
Queensland	2011	25-29	Employed (full-time)	M	93251
Queensland	2011	25-29	Employed (hours worked not stated)	F	1618
Queensland	2011	25-29	Employed (hours worked not stated)	M	3098
Queensland	2011	25-29	Employed (part-time)	F	31480
Queensland	2011	25-29	Employed (part-time)	M	17365
Queensland	2011	25-29	Not in the labour force	F	33476
Queensland	2011	25-29	Not in the labour force	M	13205
Queensland	2011	25-29	Unemployed (looking for full-time work)	F	3849
Queensland	2011	25-29	Unemployed (looking for full-time work)	M	6410
Queensland	2011	25-29	Unemployed (looking for part-time work)	F	2949
Queensland	2011	25-29	Unemployed (looking for part-time work)	M	1508
Queensland	2011	30-34		F	7150
Queensland	2011	30-34		M	9320
Queensland	2011	30-34	Employed (away from work)	F	6917
Queensland	2011	30-34	Employed (away from work)	M	3357
Queensland	2011	30-34	Employed (full-time)	F	50380
Queensland	2011	30-34	Employed (full-time)	M	95919
Queensland	2011	30-34	Employed (hours worked not stated)	F	1399
Queensland	2011	30-34	Employed (hours worked not stated)	M	2635
Queensland	2011	30-34	Employed (part-time)	F	37668
Queensland	2011	30-34	Employed (part-time)	M	13317
Queensland	2011	30-34	Not in the labour force	F	36162
Queensland	2011	30-34	Not in the labour force	M	10824
Queensland	2011	30-34	Unemployed (looking for full-time work)	F	2889
Queensland	2011	30-34	Unemployed (looking for full-time work)	M	4880
Queensland	2011	30-34	Unemployed (looking for part-time work)	F	2894
Queensland	2011	30-34	Unemployed (looking for part-time work)	M	1000
Queensland	2011	35-39		F	7143
Queensland	2011	35-39		M	9462
Queensland	2011	35-39	Employed (away from work)	F	5498
Queensland	2011	35-39	Employed (away from work)	M	3532
Queensland	2011	35-39	Employed (full-time)	F	51121
Queensland	2011	35-39	Employed (full-time)	M	104615
Queensland	2011	35-39	Employed (hours worked not stated)	F	1647
Queensland	2011	35-39	Employed (hours worked not stated)	M	2971
Queensland	2011	35-39	Employed (part-time)	F	48328
Queensland	2011	35-39	Employed (part-time)	M	13271
Queensland	2011	35-39	Not in the labour force	F	37073
Queensland	2011	35-39	Not in the labour force	M	11804
Queensland	2011	35-39	Unemployed (looking for full-time work)	F	2988
Queensland	2011	35-39	Unemployed (looking for full-time work)	M	4694
Queensland	2011	35-39	Unemployed (looking for part-time work)	F	3215
Queensland	2011	35-39	Unemployed (looking for part-time work)	M	823
Queensland	2011	40-44		F	7048
Queensland	2011	40-44		M	9465
Queensland	2011	40-44	Employed (away from work)	F	3905
Queensland	2011	40-44	Employed (away from work)	M	3540
Queensland	2011	40-44	Employed (full-time)	F	58358
Queensland	2011	40-44	Employed (full-time)	M	105309
Queensland	2011	40-44	Employed (hours worked not stated)	F	1875
Queensland	2011	40-44	Employed (hours worked not stated)	M	2905
Queensland	2011	40-44	Employed (part-time)	F	51344
Queensland	2011	40-44	Employed (part-time)	M	13535
Queensland	2011	40-44	Not in the labour force	F	31054
Queensland	2011	40-44	Not in the labour force	M	12914
Queensland	2011	40-44	Unemployed (looking for full-time work)	F	3154
Queensland	2011	40-44	Unemployed (looking for full-time work)	M	4498
Queensland	2011	40-44	Unemployed (looking for part-time work)	F	2916
Queensland	2011	40-44	Unemployed (looking for part-time work)	M	751
Queensland	2011	45-49		F	6530
Queensland	2011	45-49		M	9135
Queensland	2011	45-49	Employed (away from work)	F	3825
Queensland	2011	45-49	Employed (away from work)	M	3629
Queensland	2011	45-49	Employed (full-time)	F	61978
Queensland	2011	45-49	Employed (full-time)	M	100458
Queensland	2011	45-49	Employed (hours worked not stated)	F	1840
Queensland	2011	45-49	Employed (hours worked not stated)	M	2738
Queensland	2011	45-49	Employed (part-time)	F	46870
Queensland	2011	45-49	Employed (part-time)	M	13170
Queensland	2011	45-49	Not in the labour force	F	27762
Queensland	2011	45-49	Not in the labour force	M	14572
Queensland	2011	45-49	Unemployed (looking for full-time work)	F	3011
Queensland	2011	45-49	Unemployed (looking for full-time work)	M	4152
Queensland	2011	45-49	Unemployed (looking for part-time work)	F	2271
Queensland	2011	45-49	Unemployed (looking for part-time work)	M	800
Queensland	2011	50-54		F	6286
Queensland	2011	50-54		M	8455
Queensland	2011	50-54	Employed (away from work)	F	4125
Queensland	2011	50-54	Employed (away from work)	M	3891
Queensland	2011	50-54	Employed (full-time)	F	57799
Queensland	2011	50-54	Employed (full-time)	M	91953
Queensland	2011	50-54	Employed (hours worked not stated)	F	1678
Queensland	2011	50-54	Employed (hours worked not stated)	M	2193
Queensland	2011	50-54	Employed (part-time)	F	41213
Queensland	2011	50-54	Employed (part-time)	M	13470
Queensland	2011	50-54	Not in the labour force	F	31027
Queensland	2011	50-54	Not in the labour force	M	17127
Queensland	2011	50-54	Unemployed (looking for full-time work)	F	2490
Queensland	2011	50-54	Unemployed (looking for full-time work)	M	3818
Queensland	2011	50-54	Unemployed (looking for part-time work)	F	1860
Queensland	2011	50-54	Unemployed (looking for part-time work)	M	745
Queensland	2011	55-59		F	5550
Queensland	2011	55-59		M	7217
Queensland	2011	55-59	Employed (away from work)	F	3682
Queensland	2011	55-59	Employed (away from work)	M	3910
Queensland	2011	55-59	Employed (full-time)	F	40555
Queensland	2011	55-59	Employed (full-time)	M	71925
Queensland	2011	55-59	Employed (hours worked not stated)	F	1238
Queensland	2011	55-59	Employed (hours worked not stated)	M	1731
Queensland	2011	55-59	Employed (part-time)	F	33396
Queensland	2011	55-59	Employed (part-time)	M	14074
Queensland	2011	55-59	Not in the labour force	F	43012
Queensland	2011	55-59	Not in the labour force	M	24385
Queensland	2011	55-59	Unemployed (looking for full-time work)	F	1636
Queensland	2011	55-59	Unemployed (looking for full-time work)	M	3354
Queensland	2011	55-59	Unemployed (looking for part-time work)	F	1410
Queensland	2011	55-59	Unemployed (looking for part-time work)	M	893
Queensland	2011	60-64		F	5585
Queensland	2011	60-64		M	6855
Queensland	2011	60-64	Employed (away from work)	F	2620
Queensland	2011	60-64	Employed (away from work)	M	3257
Queensland	2011	60-64	Employed (full-time)	F	21063
Queensland	2011	60-64	Employed (full-time)	M	47265
Queensland	2011	60-64	Employed (hours worked not stated)	F	922
Queensland	2011	60-64	Employed (hours worked not stated)	M	1356
Queensland	2011	60-64	Employed (part-time)	F	24029
Queensland	2011	60-64	Employed (part-time)	M	15081
Queensland	2011	60-64	Not in the labour force	F	65438
Queensland	2011	60-64	Not in the labour force	M	44331
Queensland	2011	60-64	Unemployed (looking for full-time work)	F	732
Queensland	2011	60-64	Unemployed (looking for full-time work)	M	2480
Queensland	2011	60-64	Unemployed (looking for part-time work)	F	1011
Queensland	2011	60-64	Unemployed (looking for part-time work)	M	1094
Queensland	2011	65-69		F	4899
Queensland	2011	65-69		M	5557
Queensland	2011	65-69	Employed (away from work)	F	909
Queensland	2011	65-69	Employed (away from work)	M	1298
Queensland	2011	65-69	Employed (full-time)	F	5280
Queensland	2011	65-69	Employed (full-time)	M	15123
Queensland	2011	65-69	Employed (hours worked not stated)	F	426
Queensland	2011	65-69	Employed (hours worked not stated)	M	627
Queensland	2011	65-69	Employed (part-time)	F	9172
Queensland	2011	65-69	Employed (part-time)	M	9813
Queensland	2011	65-69	Not in the labour force	F	71667
Queensland	2011	65-69	Not in the labour force	M	59941
Queensland	2011	65-69	Unemployed (looking for full-time work)	F	67
Queensland	2011	65-69	Unemployed (looking for full-time work)	M	348
Queensland	2011	65-69	Unemployed (looking for part-time work)	F	228
Queensland	2011	65-69	Unemployed (looking for part-time work)	M	415
Queensland	2011	70-74		F	4754
Queensland	2011	70-74		M	4732
Queensland	2011	70-74	Employed (away from work)	F	274
Queensland	2011	70-74	Employed (away from work)	M	450
Queensland	2011	70-74	Employed (full-time)	F	1173
Queensland	2011	70-74	Employed (full-time)	M	3886
Queensland	2011	70-74	Employed (hours worked not stated)	F	227
Queensland	2011	70-74	Employed (hours worked not stated)	M	307
Queensland	2011	70-74	Employed (part-time)	F	2776
Queensland	2011	70-74	Employed (part-time)	M	4161
Queensland	2011	70-74	Not in the labour force	F	59852
Queensland	2011	70-74	Not in the labour force	M	53969
Queensland	2011	70-74	Unemployed (looking for full-time work)	F	28
Queensland	2011	70-74	Unemployed (looking for full-time work)	M	85
Queensland	2011	70-74	Unemployed (looking for part-time work)	F	58
Queensland	2011	70-74	Unemployed (looking for part-time work)	M	149
Queensland	2011	75+		F	17710
Queensland	2011	75+		M	11652
Queensland	2011	75+	Employed (away from work)	F	197
Queensland	2011	75+	Employed (away from work)	M	344
Queensland	2011	75+	Employed (full-time)	F	513
Queensland	2011	75+	Employed (full-time)	M	1748
Queensland	2011	75+	Employed (hours worked not stated)	F	304
Queensland	2011	75+	Employed (hours worked not stated)	M	374
Queensland	2011	75+	Employed (part-time)	F	1129
Queensland	2011	75+	Employed (part-time)	M	2260
Queensland	2011	75+	Not in the labour force	F	121001
Queensland	2011	75+	Not in the labour force	M	88965
Queensland	2011	75+	Unemployed (looking for full-time work)	F	22
Queensland	2011	75+	Unemployed (looking for full-time work)	M	35
Queensland	2011	75+	Unemployed (looking for part-time work)	F	37
Queensland	2011	75+	Unemployed (looking for part-time work)	M	63
Queensland	2016	15-19		F	7850
Queensland	2016	15-19		M	8358
Queensland	2016	15-19	Employed (away from work)	F	2101
Queensland	2016	15-19	Employed (away from work)	M	1859
Queensland	2016	15-19	Employed (full-time)	F	9320
Queensland	2016	15-19	Employed (full-time)	M	17331
Queensland	2016	15-19	Employed (hours worked not stated)	F	1693
Queensland	2016	15-19	Employed (hours worked not stated)	M	1621
Queensland	2016	15-19	Employed (part-time)	F	53525
Queensland	2016	15-19	Employed (part-time)	M	38399
Queensland	2016	15-19	Not in the labour force	F	55107
Queensland	2016	15-19	Not in the labour force	M	65666
Queensland	2016	15-19	Unemployed (looking for full-time work)	F	4439
Queensland	2016	15-19	Unemployed (looking for full-time work)	M	7059
Queensland	2016	15-19	Unemployed (looking for part-time work)	F	11058
Queensland	2016	15-19	Unemployed (looking for part-time work)	M	10897
Queensland	2016	20-24		F	10922
Queensland	2016	20-24		M	11669
Queensland	2016	20-24	Employed (away from work)	F	3275
Queensland	2016	20-24	Employed (away from work)	M	2388
Queensland	2016	20-24	Employed (full-time)	F	47713
Queensland	2016	20-24	Employed (full-time)	M	65296
Queensland	2016	20-24	Employed (hours worked not stated)	F	1932
Queensland	2016	20-24	Employed (hours worked not stated)	M	2783
Queensland	2016	20-24	Employed (part-time)	F	48027
Queensland	2016	20-24	Employed (part-time)	M	35250
Queensland	2016	20-24	Not in the labour force	F	33154
Queensland	2016	20-24	Not in the labour force	M	25281
Queensland	2016	20-24	Unemployed (looking for full-time work)	F	6539
Queensland	2016	20-24	Unemployed (looking for full-time work)	M	11280
Queensland	2016	20-24	Unemployed (looking for part-time work)	F	6000
Queensland	2016	20-24	Unemployed (looking for part-time work)	M	5324
Queensland	2016	25-29		F	11603
Queensland	2016	25-29		M	12541
Queensland	2016	25-29	Employed (away from work)	F	5788
Queensland	2016	25-29	Employed (away from work)	M	2785
Queensland	2016	25-29	Employed (full-time)	F	64366
Queensland	2016	25-29	Employed (full-time)	M	91838
Queensland	2016	25-29	Employed (hours worked not stated)	F	1808
Queensland	2016	25-29	Employed (hours worked not stated)	M	2626
Queensland	2016	25-29	Employed (part-time)	F	37134
Queensland	2016	25-29	Employed (part-time)	M	21903
Queensland	2016	25-29	Not in the labour force	F	32993
Queensland	2016	25-29	Not in the labour force	M	16165
Queensland	2016	25-29	Unemployed (looking for full-time work)	F	4994
Queensland	2016	25-29	Unemployed (looking for full-time work)	M	7961
Queensland	2016	25-29	Unemployed (looking for part-time work)	F	3930
Queensland	2016	25-29	Unemployed (looking for part-time work)	M	2312
Queensland	2016	30-34		F	10762
Queensland	2016	30-34		M	12228
Queensland	2016	30-34	Employed (away from work)	F	8235
Queensland	2016	30-34	Employed (away from work)	M	3138
Queensland	2016	30-34	Employed (full-time)	F	57230
Queensland	2016	30-34	Employed (full-time)	M	103815
Queensland	2016	30-34	Employed (hours worked not stated)	F	1583
Queensland	2016	30-34	Employed (hours worked not stated)	M	2458
Queensland	2016	30-34	Employed (part-time)	F	44548
Queensland	2016	30-34	Employed (part-time)	M	16635
Queensland	2016	30-34	Not in the labour force	F	36044
Queensland	2016	30-34	Not in the labour force	M	13596
Queensland	2016	30-34	Unemployed (looking for full-time work)	F	4079
Queensland	2016	30-34	Unemployed (looking for full-time work)	M	6406
Queensland	2016	30-34	Unemployed (looking for part-time work)	F	3746
Queensland	2016	30-34	Unemployed (looking for part-time work)	M	1456
Queensland	2016	35-39		F	9237
Queensland	2016	35-39		M	10765
Queensland	2016	35-39	Employed (away from work)	F	5181
Queensland	2016	35-39	Employed (away from work)	M	2774
Queensland	2016	35-39	Employed (full-time)	F	51597
Queensland	2016	35-39	Employed (full-time)	M	99857
Queensland	2016	35-39	Employed (hours worked not stated)	F	1455
Queensland	2016	35-39	Employed (hours worked not stated)	M	2218
Queensland	2016	35-39	Employed (part-time)	F	48601
Queensland	2016	35-39	Employed (part-time)	M	14331
Queensland	2016	35-39	Not in the labour force	F	32713
Queensland	2016	35-39	Not in the labour force	M	12915
Queensland	2016	35-39	Unemployed (looking for full-time work)	F	3456
Queensland	2016	35-39	Unemployed (looking for full-time work)	M	5555
Queensland	2016	35-39	Unemployed (looking for part-time work)	F	3542
Queensland	2016	35-39	Unemployed (looking for part-time work)	M	1025
Queensland	2016	40-44		F	9595
Queensland	2016	40-44		M	11188
Queensland	2016	40-44	Employed (away from work)	F	3113
Queensland	2016	40-44	Employed (away from work)	M	2927
Queensland	2016	40-44	Employed (full-time)	F	60720
Queensland	2016	40-44	Employed (full-time)	M	105136
Queensland	2016	40-44	Employed (hours worked not stated)	F	1735
Queensland	2016	40-44	Employed (hours worked not stated)	M	2227
Queensland	2016	40-44	Employed (part-time)	F	52560
Queensland	2016	40-44	Employed (part-time)	M	14726
Queensland	2016	40-44	Not in the labour force	F	30055
Queensland	2016	40-44	Not in the labour force	M	14598
Queensland	2016	40-44	Unemployed (looking for full-time work)	F	3890
Queensland	2016	40-44	Unemployed (looking for full-time work)	M	5785
Queensland	2016	40-44	Unemployed (looking for part-time work)	F	3535
Queensland	2016	40-44	Unemployed (looking for part-time work)	M	1117
Queensland	2016	45-49		F	9815
Queensland	2016	45-49		M	11552
Queensland	2016	45-49	Employed (away from work)	F	2932
Queensland	2016	45-49	Employed (away from work)	M	2964
Queensland	2016	45-49	Employed (full-time)	F	65677
Queensland	2016	45-49	Employed (full-time)	M	102794
Queensland	2016	45-49	Employed (hours worked not stated)	F	1627
Queensland	2016	45-49	Employed (hours worked not stated)	M	2152
Queensland	2016	45-49	Employed (part-time)	F	49658
Queensland	2016	45-49	Employed (part-time)	M	15170
Queensland	2016	45-49	Not in the labour force	F	28810
Queensland	2016	45-49	Not in the labour force	M	16234
Queensland	2016	45-49	Unemployed (looking for full-time work)	F	3949
Queensland	2016	45-49	Unemployed (looking for full-time work)	M	5706
Queensland	2016	45-49	Unemployed (looking for part-time work)	F	2994
Queensland	2016	45-49	Unemployed (looking for part-time work)	M	952
Queensland	2016	50-54		F	9653
Queensland	2016	50-54		M	11083
Queensland	2016	50-54	Employed (away from work)	F	3489
Queensland	2016	50-54	Employed (away from work)	M	3228
Queensland	2016	50-54	Employed (full-time)	F	60808
Queensland	2016	50-54	Employed (full-time)	M	93665
Queensland	2016	50-54	Employed (hours worked not stated)	F	1439
Queensland	2016	50-54	Employed (hours worked not stated)	M	1758
Queensland	2016	50-54	Employed (part-time)	F	44368
Queensland	2016	50-54	Employed (part-time)	M	15116
Queensland	2016	50-54	Not in the labour force	F	31841
Queensland	2016	50-54	Not in the labour force	M	19377
Queensland	2016	50-54	Unemployed (looking for full-time work)	F	3612
Queensland	2016	50-54	Unemployed (looking for full-time work)	M	5800
Queensland	2016	50-54	Unemployed (looking for part-time work)	F	2490
Queensland	2016	50-54	Unemployed (looking for part-time work)	M	986
Queensland	2016	55-59		F	9309
Queensland	2016	55-59		M	10406
Queensland	2016	55-59	Employed (away from work)	F	3593
Queensland	2016	55-59	Employed (away from work)	M	3608
Queensland	2016	55-59	Employed (full-time)	F	47584
Queensland	2016	55-59	Employed (full-time)	M	77399
Queensland	2016	55-59	Employed (hours worked not stated)	F	1200
Queensland	2016	55-59	Employed (hours worked not stated)	M	1489
Queensland	2016	55-59	Employed (part-time)	F	39192
Queensland	2016	55-59	Employed (part-time)	M	16060
Queensland	2016	55-59	Not in the labour force	F	43583
Queensland	2016	55-59	Not in the labour force	M	27013
Queensland	2016	55-59	Unemployed (looking for full-time work)	F	2794
Queensland	2016	55-59	Unemployed (looking for full-time work)	M	5417
Queensland	2016	55-59	Unemployed (looking for part-time work)	F	2225
Queensland	2016	55-59	Unemployed (looking for part-time work)	M	1332
Queensland	2016	60-64		F	8725
Queensland	2016	60-64		M	9180
Queensland	2016	60-64	Employed (away from work)	F	2767
Queensland	2016	60-64	Employed (away from work)	M	2894
Queensland	2016	60-64	Employed (full-time)	F	25678
Queensland	2016	60-64	Employed (full-time)	M	48369
Queensland	2016	60-64	Employed (hours worked not stated)	F	879
Queensland	2016	60-64	Employed (hours worked not stated)	M	1107
Queensland	2016	60-64	Employed (part-time)	F	28346
Queensland	2016	60-64	Employed (part-time)	M	16446
Queensland	2016	60-64	Not in the labour force	F	63383
Queensland	2016	60-64	Not in the labour force	M	43801
Queensland	2016	60-64	Unemployed (looking for full-time work)	F	1558
Queensland	2016	60-64	Unemployed (looking for full-time work)	M	4168
Queensland	2016	60-64	Unemployed (looking for part-time work)	F	1800
Queensland	2016	60-64	Unemployed (looking for part-time work)	M	1602
Queensland	2016	65-69		F	8515
Queensland	2016	65-69		M	8828
Queensland	2016	65-69	Employed (away from work)	F	1190
Queensland	2016	65-69	Employed (away from work)	M	1403
Queensland	2016	65-69	Employed (full-time)	F	7951
Queensland	2016	65-69	Employed (full-time)	M	18288
Queensland	2016	65-69	Employed (hours worked not stated)	F	493
Queensland	2016	65-69	Employed (hours worked not stated)	M	634
Queensland	2016	65-69	Employed (part-time)	F	13642
Queensland	2016	65-69	Employed (part-time)	M	12139
Queensland	2016	65-69	Not in the labour force	F	90188
Queensland	2016	65-69	Not in the labour force	M	76987
Queensland	2016	65-69	Unemployed (looking for full-time work)	F	141
Queensland	2016	65-69	Unemployed (looking for full-time work)	M	605
Queensland	2016	65-69	Unemployed (looking for part-time work)	F	405
Queensland	2016	65-69	Unemployed (looking for part-time work)	M	781
Queensland	2016	70-74		F	7006
Queensland	2016	70-74		M	7037
Queensland	2016	70-74	Employed (away from work)	F	369
Queensland	2016	70-74	Employed (away from work)	M	523
Queensland	2016	70-74	Employed (full-time)	F	1967
Queensland	2016	70-74	Employed (full-time)	M	5415
Queensland	2016	70-74	Employed (hours worked not stated)	F	311
Queensland	2016	70-74	Employed (hours worked not stated)	M	334
Queensland	2016	70-74	Employed (part-time)	F	4781
Queensland	2016	70-74	Employed (part-time)	M	5991
Queensland	2016	70-74	Not in the labour force	F	76863
Queensland	2016	70-74	Not in the labour force	M	69184
Queensland	2016	70-74	Unemployed (looking for full-time work)	F	43
Queensland	2016	70-74	Unemployed (looking for full-time work)	M	148
Queensland	2016	70-74	Unemployed (looking for part-time work)	F	145
Queensland	2016	70-74	Unemployed (looking for part-time work)	M	292
Queensland	2016	75+		F	20705
Queensland	2016	75+		M	13818
Queensland	2016	75+	Employed (away from work)	F	194
Queensland	2016	75+	Employed (away from work)	M	286
Queensland	2016	75+	Employed (full-time)	F	796
Queensland	2016	75+	Employed (full-time)	M	2600
Queensland	2016	75+	Employed (hours worked not stated)	F	451
Queensland	2016	75+	Employed (hours worked not stated)	M	486
Queensland	2016	75+	Employed (part-time)	F	1874
Queensland	2016	75+	Employed (part-time)	M	3315
Queensland	2016	75+	Not in the labour force	F	140747
Queensland	2016	75+	Not in the labour force	M	109728
Queensland	2016	75+	Unemployed (looking for full-time work)	F	59
Queensland	2016	75+	Unemployed (looking for full-time work)	M	103
Queensland	2016	75+	Unemployed (looking for part-time work)	F	43
Queensland	2016	75+	Unemployed (looking for part-time work)	M	137
South Australia	2006	15-19		F	1892
South Australia	2006	15-19		M	2373
South Australia	2006	15-19	Employed (away from work)	F	848
South Australia	2006	15-19	Employed (away from work)	M	767
South Australia	2006	15-19	Employed (full-time)	F	4082
South Australia	2006	15-19	Employed (full-time)	M	8216
South Australia	2006	15-19	Employed (hours worked not stated)	F	1026
South Australia	2006	15-19	Employed (hours worked not stated)	M	1123
South Australia	2006	15-19	Employed (part-time)	F	16543
South Australia	2006	15-19	Employed (part-time)	M	11575
South Australia	2006	15-19	Not in the labour force	F	21017
South Australia	2006	15-19	Not in the labour force	M	24110
South Australia	2006	15-19	Unemployed (looking for full-time work)	F	1288
South Australia	2006	15-19	Unemployed (looking for full-time work)	M	1991
South Australia	2006	15-19	Unemployed (looking for part-time work)	F	2062
South Australia	2006	15-19	Unemployed (looking for part-time work)	M	1841
South Australia	2006	20-24		F	2041
South Australia	2006	20-24		M	2884
South Australia	2006	20-24	Employed (away from work)	F	1207
South Australia	2006	20-24	Employed (away from work)	M	1178
South Australia	2006	20-24	Employed (full-time)	F	17134
South Australia	2006	20-24	Employed (full-time)	M	24123
South Australia	2006	20-24	Employed (hours worked not stated)	F	951
South Australia	2006	20-24	Employed (hours worked not stated)	M	1409
South Australia	2006	20-24	Employed (part-time)	F	14471
South Australia	2006	20-24	Employed (part-time)	M	9849
South Australia	2006	20-24	Not in the labour force	F	10704
South Australia	2006	20-24	Not in the labour force	M	7722
South Australia	2006	20-24	Unemployed (looking for full-time work)	F	1499
South Australia	2006	20-24	Unemployed (looking for full-time work)	M	2769
South Australia	2006	20-24	Unemployed (looking for part-time work)	F	1174
South Australia	2006	20-24	Unemployed (looking for part-time work)	M	1000
South Australia	2006	25-29		F	1745
South Australia	2006	25-29		M	2441
South Australia	2006	25-29	Employed (away from work)	F	1507
South Australia	2006	25-29	Employed (away from work)	M	1096
South Australia	2006	25-29	Employed (full-time)	F	18380
South Australia	2006	25-29	Employed (full-time)	M	27930
South Australia	2006	25-29	Employed (hours worked not stated)	F	556
South Australia	2006	25-29	Employed (hours worked not stated)	M	1037
