STE_NAME16	Year	Age5yr	MaritalStatus	Sex	persons
Victoria	2011	35-39	Married	M	112751
Victoria	2011	35-39	Never married	F	51735
Victoria	2011	35-39	Never married	M	59885
Victoria	2011	35-39	Separated	F	8149
Victoria	2011	35-39	Separated	M	5330
Victoria	2011	35-39	Widowed	F	907
Victoria	2011	35-39	Widowed	M	339
Victoria	2011	40-44	Divorced	F	22811
Victoria	2011	40-44	Divorced	M	14958
Victoria	2011	40-44	Married	F	127548
Victoria	2011	40-44	Married	M	120214
Victoria	2011	40-44	Never married	F	38776
Victoria	2011	40-44	Never married	M	46671
Victoria	2011	40-44	Separated	F	10364
Victoria	2011	40-44	Separated	M	7393
Victoria	2011	40-44	Widowed	F	1890
Victoria	2011	40-44	Widowed	M	565
Victoria	2011	45-49	Divorced	F	28300
Victoria	2011	45-49	Divorced	M	19564
Victoria	2011	45-49	Married	F	121288
Victoria	2011	45-49	Married	M	118727
Victoria	2011	45-49	Never married	F	27339
Victoria	2011	45-49	Never married	M	34483
Victoria	2011	45-49	Separated	F	10469
Victoria	2011	45-49	Separated	M	8326
Victoria	2011	45-49	Widowed	F	2879
Victoria	2011	45-49	Widowed	M	984
Victoria	2011	50-54	Divorced	F	30714
Victoria	2011	50-54	Divorced	M	22480
Victoria	2011	50-54	Married	F	115638
Victoria	2011	50-54	Married	M	115448
Victoria	2011	50-54	Never married	F	19972
Victoria	2011	50-54	Never married	M	25629
Victoria	2011	50-54	Separated	F	9578
Victoria	2011	50-54	Separated	M	7982
Victoria	2011	50-54	Widowed	F	5087
Victoria	2011	50-54	Widowed	M	1563
Victoria	2011	55-59	Divorced	F	28680
Victoria	2011	55-59	Divorced	M	21707
Victoria	2011	55-59	Married	F	105304
Victoria	2011	55-59	Married	M	106782
Victoria	2011	55-59	Never married	F	13022
Victoria	2011	55-59	Never married	M	17277
Victoria	2011	55-59	Separated	F	7508
Victoria	2011	55-59	Separated	M	6836
Victoria	2011	55-59	Widowed	F	7895
Victoria	2011	55-59	Widowed	M	2431
Victoria	2011	60-64	Divorced	F	25438
Victoria	2011	60-64	Divorced	M	18988
Victoria	2011	60-64	Married	F	98546
Victoria	2011	60-64	Married	M	103574
Victoria	2011	60-64	Never married	F	8182
Victoria	2011	60-64	Never married	M	11429
Victoria	2011	60-64	Separated	F	5746
Victoria	2011	60-64	Separated	M	5732
Victoria	2011	60-64	Widowed	F	12709
Victoria	2011	60-64	Widowed	M	3469
Victoria	2011	65-69	Divorced	F	16423
Victoria	2011	65-69	Divorced	M	12820
Victoria	2011	65-69	Married	F	73112
Victoria	2011	65-69	Married	M	81905
Victoria	2011	65-69	Never married	F	4907
Victoria	2011	65-69	Never married	M	7120
Victoria	2011	65-69	Separated	F	3542
Victoria	2011	65-69	Separated	M	3903
Victoria	2011	65-69	Widowed	F	16908
Victoria	2011	65-69	Widowed	M	4262
Victoria	2011	70-74	Divorced	F	9920
Victoria	2011	70-74	Divorced	M	8018
Victoria	2011	70-74	Married	F	53503
Victoria	2011	70-74	Married	M	64135
Victoria	2011	70-74	Never married	F	3423
Victoria	2011	70-74	Never married	M	4706
Victoria	2011	70-74	Separated	F	2089
Victoria	2011	70-74	Separated	M	2510
Victoria	2011	70-74	Widowed	F	23481
Victoria	2011	70-74	Widowed	M	5529
Victoria	2011	75-79	Divorced	F	5723
Victoria	2011	75-79	Divorced	M	4514
Victoria	2011	75-79	Married	F	35988
Victoria	2011	75-79	Married	M	47915
Victoria	2011	75-79	Never married	F	2556
Victoria	2011	75-79	Never married	M	3265
Victoria	2011	75-79	Separated	F	1210
Victoria	2011	75-79	Separated	M	1563
Victoria	2011	75-79	Widowed	F	30395
Victoria	2011	75-79	Widowed	M	7219
Victoria	2011	80-84	Divorced	F	3480
Victoria	2011	80-84	Divorced	M	2512
Victoria	2011	80-84	Married	F	21263
Victoria	2011	80-84	Married	M	33700
Victoria	2011	80-84	Never married	F	2362
Victoria	2011	80-84	Never married	M	2481
Victoria	2011	80-84	Separated	F	668
Victoria	2011	80-84	Separated	M	948
Victoria	2011	80-84	Widowed	F	37349
Victoria	2011	80-84	Widowed	M	9257
Victoria	2011	85+	Divorced	F	2218
Victoria	2011	85+	Divorced	M	1125
Victoria	2011	85+	Married	F	10591
Victoria	2011	85+	Married	M	19844
Victoria	2011	85+	Never married	F	2947
Victoria	2011	85+	Never married	M	1583
Victoria	2011	85+	Separated	F	301
Victoria	2011	85+	Separated	M	467
Victoria	2011	85+	Widowed	F	52675
Victoria	2011	85+	Widowed	M	13240
Victoria	2016	15-19	Divorced	F	82
Victoria	2016	15-19	Divorced	M	93
Victoria	2016	15-19	Married	F	731
Victoria	2016	15-19	Married	M	488
Victoria	2016	15-19	Never married	F	173509
Victoria	2016	15-19	Never married	M	181127
Victoria	2016	15-19	Separated	F	75
Victoria	2016	15-19	Separated	M	64
Victoria	2016	15-19	Widowed	F	92
Victoria	2016	15-19	Widowed	M	65
Victoria	2016	20-24	Divorced	F	371
Victoria	2016	20-24	Divorced	M	189
Victoria	2016	20-24	Married	F	13320
Victoria	2016	20-24	Married	M	5962
Victoria	2016	20-24	Never married	F	189413
Victoria	2016	20-24	Never married	M	203137
Victoria	2016	20-24	Separated	F	789
Victoria	2016	20-24	Separated	M	315
Victoria	2016	20-24	Widowed	F	166
Victoria	2016	20-24	Widowed	M	129
Victoria	2016	25-29	Divorced	F	2539
Victoria	2016	25-29	Divorced	M	1391
Victoria	2016	25-29	Married	F	69610
Victoria	2016	25-29	Married	M	45782
Victoria	2016	25-29	Never married	F	147873
Victoria	2016	25-29	Never married	M	168366
Victoria	2016	25-29	Separated	F	3439
Victoria	2016	25-29	Separated	M	1868
Victoria	2016	25-29	Widowed	F	244
Victoria	2016	25-29	Widowed	M	159
Victoria	2016	30-34	Divorced	F	7151
Victoria	2016	30-34	Divorced	M	4376
Victoria	2016	30-34	Married	F	127581
Victoria	2016	30-34	Married	M	110478
Victoria	2016	30-34	Never married	F	86727
Victoria	2016	30-34	Never married	M	100474
Victoria	2016	30-34	Separated	F	6369
Victoria	2016	30-34	Separated	M	4063
Victoria	2016	30-34	Widowed	F	493
Victoria	2016	30-34	Widowed	M	218
Victoria	2016	35-39	Divorced	F	11622
Victoria	2016	35-39	Divorced	M	7667
Victoria	2016	35-39	Married	F	127683
Victoria	2016	35-39	Married	M	123668
Victoria	2016	35-39	Never married	F	55765
Victoria	2016	35-39	Never married	M	62476
Victoria	2016	35-39	Separated	F	8205
Victoria	2016	35-39	Separated	M	5777
Victoria	2016	35-39	Widowed	F	828
Victoria	2016	35-39	Widowed	M	331
Victoria	2016	40-44	Divorced	F	19699
Victoria	2016	40-44	Divorced	M	12527
Victoria	2016	40-44	Married	F	128157
Victoria	2016	40-44	Married	M	125129
Victoria	2016	40-44	Never married	F	45827
Victoria	2016	40-44	Never married	M	50222
Victoria	2016	40-44	Separated	F	10579
Victoria	2016	40-44	Separated	M	7667
Victoria	2016	40-44	Widowed	F	1578
Victoria	2016	40-44	Widowed	M	512
Victoria	2016	45-49	Divorced	F	28446
Victoria	2016	45-49	Divorced	M	18728
Victoria	2016	45-49	Married	F	127470
Victoria	2016	45-49	Married	M	123648
Victoria	2016	45-49	Never married	F	36663
Victoria	2016	45-49	Never married	M	42189
Victoria	2016	45-49	Separated	F	11869
Victoria	2016	45-49	Separated	M	9297
Victoria	2016	45-49	Widowed	F	2821
Victoria	2016	45-49	Widowed	M	908
Victoria	2016	50-54	Divorced	F	32634
Victoria	2016	50-54	Divorced	M	22751
Victoria	2016	50-54	Married	F	119337
Victoria	2016	50-54	Married	M	118910
Victoria	2016	50-54	Never married	F	26344
Victoria	2016	50-54	Never married	M	32342
Victoria	2016	50-54	Separated	F	10838
Victoria	2016	50-54	Separated	M	9129
Victoria	2016	50-54	Widowed	F	4623
Victoria	2016	50-54	Widowed	M	1467
Victoria	2016	55-59	Divorced	F	33685
Victoria	2016	55-59	Divorced	M	24376
Victoria	2016	55-59	Married	F	113879
Victoria	2016	55-59	Married	M	114295
Victoria	2016	55-59	Never married	F	19614
Victoria	2016	55-59	Never married	M	23970
Victoria	2016	55-59	Separated	F	9357
Victoria	2016	55-59	Separated	M	8193
Victoria	2016	55-59	Widowed	F	7912
Victoria	2016	55-59	Widowed	M	2333
Victoria	2016	60-64	Divorced	F	30399
Victoria	2016	60-64	Divorced	M	22118
Victoria	2016	60-64	Married	F	102791
Victoria	2016	60-64	Married	M	105858
Victoria	2016	60-64	Never married	F	12801
Victoria	2016	60-64	Never married	M	16124
Victoria	2016	60-64	Separated	F	7282
Victoria	2016	60-64	Separated	M	6790
Victoria	2016	60-64	Widowed	F	12165
Victoria	2016	60-64	Widowed	M	3508
Victoria	2016	65-69	Divorced	F	25913
Victoria	2016	65-69	Divorced	M	18529
Victoria	2016	65-69	Married	F	93594
Victoria	2016	65-69	Married	M	100196
Victoria	2016	65-69	Never married	F	7887
Victoria	2016	65-69	Never married	M	10540
Victoria	2016	65-69	Separated	F	5369
Victoria	2016	65-69	Separated	M	5800
Victoria	2016	65-69	Widowed	F	18544
Victoria	2016	65-69	Widowed	M	5029
Victoria	2016	70-74	Divorced	F	16003
Victoria	2016	70-74	Divorced	M	11909
Victoria	2016	70-74	Married	F	66043
Victoria	2016	70-74	Married	M	77007
Victoria	2016	70-74	Never married	F	4744
Victoria	2016	70-74	Never married	M	6250
Victoria	2016	70-74	Separated	F	3066
Victoria	2016	70-74	Separated	M	3472
Victoria	2016	70-74	Widowed	F	23602
Victoria	2016	70-74	Widowed	M	6109
Victoria	2016	75-79	Divorced	F	9031
Victoria	2016	75-79	Divorced	M	6788
Victoria	2016	75-79	Married	F	43651
Victoria	2016	75-79	Married	M	56828
Victoria	2016	75-79	Never married	F	3173
Victoria	2016	75-79	Never married	M	3777
Victoria	2016	75-79	Separated	F	1662
Victoria	2016	75-79	Separated	M	2104
Victoria	2016	75-79	Widowed	F	30678
Victoria	2016	75-79	Widowed	M	7423
Victoria	2016	80-84	Divorced	F	4820
Victoria	2016	80-84	Divorced	M	3367
Victoria	2016	80-84	Married	F	24562
Victoria	2016	80-84	Married	M	37009
Victoria	2016	80-84	Never married	F	2131
Victoria	2016	80-84	Never married	M	2271
Victoria	2016	80-84	Separated	F	809
Victoria	2016	80-84	Separated	M	1091
Victoria	2016	80-84	Widowed	F	35037
Victoria	2016	80-84	Widowed	M	8796
Victoria	2016	85+	Divorced	F	3419
Victoria	2016	85+	Divorced	M	1913
Victoria	2016	85+	Married	F	13734
Victoria	2016	85+	Married	M	26729
Victoria	2016	85+	Never married	F	3000
Victoria	2016	85+	Never married	M	2141
Victoria	2016	85+	Separated	F	439
Victoria	2016	85+	Separated	M	716
Victoria	2016	85+	Widowed	F	59835
Victoria	2016	85+	Widowed	M	16065
Queensland	2006	15-19	Divorced	F	107
Queensland	2006	15-19	Divorced	M	122
Queensland	2006	15-19	Married	F	579
Queensland	2006	15-19	Married	M	308
Queensland	2006	15-19	Never married	F	131279
Queensland	2006	15-19	Never married	M	137598
Queensland	2006	15-19	Separated	F	80
Queensland	2006	15-19	Separated	M	85
Queensland	2006	15-19	Widowed	F	83
Queensland	2006	15-19	Widowed	M	58
Queensland	2006	20-24	Divorced	F	345
Queensland	2006	20-24	Divorced	M	222
Queensland	2006	20-24	Married	F	13028
Queensland	2006	20-24	Married	M	6517
Queensland	2006	20-24	Never married	F	119183
Queensland	2006	20-24	Never married	M	128031
Queensland	2006	20-24	Separated	F	974
Queensland	2006	20-24	Separated	M	390
Queensland	2006	20-24	Widowed	F	141
Queensland	2006	20-24	Widowed	M	82
Queensland	2006	25-29	Divorced	F	2730
Queensland	2006	25-29	Divorced	M	1429
Queensland	2006	25-29	Married	F	44044
Queensland	2006	25-29	Married	M	30729
Queensland	2006	25-29	Never married	F	74982
Queensland	2006	25-29	Never married	M	90012
Queensland	2006	25-29	Separated	F	3049
Queensland	2006	25-29	Separated	M	1654
Queensland	2006	25-29	Widowed	F	234
Queensland	2006	25-29	Widowed	M	89
Queensland	2006	30-34	Divorced	F	8771
Queensland	2006	30-34	Divorced	M	5414
Queensland	2006	30-34	Married	F	76706
Queensland	2006	30-34	Married	M	63650
Queensland	2006	30-34	Never married	F	48550
Queensland	2006	30-34	Never married	M	61726
Queensland	2006	30-34	Separated	F	5693
Queensland	2006	30-34	Separated	M	3548
Queensland	2006	30-34	Widowed	F	435
Queensland	2006	30-34	Widowed	M	151
Queensland	2006	35-39	Divorced	F	15316
Queensland	2006	35-39	Divorced	M	10420
Queensland	2006	35-39	Married	F	90589
Queensland	2006	35-39	Married	M	80924
Queensland	2006	35-39	Never married	F	32916
Queensland	2006	35-39	Never married	M	42867
Queensland	2006	35-39	Separated	F	7638
Queensland	2006	35-39	Separated	M	5301
Queensland	2006	35-39	Widowed	F	877
Queensland	2006	35-39	Widowed	M	290
Queensland	2006	40-44	Divorced	F	21173
Queensland	2006	40-44	Divorced	M	15020
Queensland	2006	40-44	Married	F	94055
Queensland	2006	40-44	Married	M	87598
Queensland	2006	40-44	Never married	F	22132
Queensland	2006	40-44	Never married	M	31012
Queensland	2006	40-44	Separated	F	8852
Queensland	2006	40-44	Separated	M	6456
Queensland	2006	40-44	Widowed	F	1608
Queensland	2006	40-44	Widowed	M	521
Queensland	2006	45-49	Divorced	F	24301
Queensland	2006	45-49	Divorced	M	19020
Queensland	2006	45-49	Married	F	93240
Queensland	2006	45-49	Married	M	89687
Queensland	2006	45-49	Never married	F	14833
Queensland	2006	45-49	Never married	M	21740
Queensland	2006	45-49	Separated	F	8503
Queensland	2006	45-49	Separated	M	7116
Queensland	2006	45-49	Widowed	F	2691
Queensland	2006	45-49	Widowed	M	823
Queensland	2006	50-54	Divorced	F	23525
Queensland	2006	50-54	Divorced	M	19348
Queensland	2006	50-54	Married	F	86079
Queensland	2006	50-54	Married	M	85935
Queensland	2006	50-54	Never married	F	9281
Queensland	2006	50-54	Never married	M	14239
Queensland	2006	50-54	Separated	F	6759
Queensland	2006	50-54	Separated	M	6533
Queensland	2006	50-54	Widowed	F	4229
Queensland	2006	50-54	Widowed	M	1310
Queensland	2006	55-59	Divorced	F	21544
Queensland	2006	55-59	Divorced	M	19206
Queensland	2006	55-59	Married	F	82438
Queensland	2006	55-59	Married	M	86638
Queensland	2006	55-59	Never married	F	5789
Queensland	2006	55-59	Never married	M	9850
Queensland	2006	55-59	Separated	F	5501
Queensland	2006	55-59	Separated	M	5783
Queensland	2006	55-59	Widowed	F	6900
Queensland	2006	55-59	Widowed	M	2091
Queensland	2006	60-64	Divorced	F	14960
Queensland	2006	60-64	Divorced	M	13808
Queensland	2006	60-64	Married	F	62959
Queensland	2006	60-64	Married	M	70545
Queensland	2006	60-64	Never married	F	3483
Queensland	2006	60-64	Never married	M	6295
Queensland	2006	60-64	Separated	F	3564
Queensland	2006	60-64	Separated	M	4045
Queensland	2006	60-64	Widowed	F	9554
Queensland	2006	60-64	Widowed	M	2594
Queensland	2006	65-69	Divorced	F	9327
Queensland	2006	65-69	Divorced	M	9055
Queensland	2006	65-69	Married	F	45852
Queensland	2006	65-69	Married	M	54247
Queensland	2006	65-69	Never married	F	2638
Queensland	2006	65-69	Never married	M	4443
Queensland	2006	65-69	Separated	F	2213
Queensland	2006	65-69	Separated	M	2720
Queensland	2006	65-69	Widowed	F	12559
Queensland	2006	65-69	Widowed	M	3377
Queensland	2006	70-74	Divorced	F	5600
Queensland	2006	70-74	Divorced	M	5542
Queensland	2006	70-74	Married	F	31770
Queensland	2006	70-74	Married	M	40452
Queensland	2006	70-74	Never married	F	2107
Queensland	2006	70-74	Never married	M	3507
Queensland	2006	70-74	Separated	F	1236
Queensland	2006	70-74	Separated	M	1745
Queensland	2006	70-74	Widowed	F	16748
Queensland	2006	70-74	Widowed	M	4304
Queensland	2006	75-79	Divorced	F	3717
Queensland	2006	75-79	Divorced	M	3432
Queensland	2006	75-79	Married	F	22612
Queensland	2006	75-79	Married	M	31640
Queensland	2006	75-79	Never married	F	1906
Queensland	2006	75-79	Never married	M	2766
Queensland	2006	75-79	Separated	F	805
Queensland	2006	75-79	Separated	M	1158
Queensland	2006	75-79	Widowed	F	22778
Queensland	2006	75-79	Widowed	M	5663
Queensland	2006	80-84	Divorced	F	1941
Queensland	2006	80-84	Divorced	M	1665
Queensland	2006	80-84	Married	F	12115
Queensland	2006	80-84	Married	M	19311
Queensland	2006	80-84	Never married	F	1618
Queensland	2006	80-84	Never married	M	1676
Queensland	2006	80-84	Separated	F	382
Queensland	2006	80-84	Separated	M	622
Queensland	2006	80-84	Widowed	F	24842
Queensland	2006	80-84	Widowed	M	6169
Queensland	2006	85+	Divorced	F	1094
Queensland	2006	85+	Divorced	M	726
Queensland	2006	85+	Married	F	5343
Queensland	2006	85+	Married	M	10005
Queensland	2006	85+	Never married	F	1752
Queensland	2006	85+	Never married	M	1111
Queensland	2006	85+	Separated	F	212
Queensland	2006	85+	Separated	M	314
Queensland	2006	85+	Widowed	F	29083
Queensland	2006	85+	Widowed	M	7026
Queensland	2011	15-19	Divorced	F	117
Queensland	2011	15-19	Divorced	M	120
Queensland	2011	15-19	Married	F	607
Queensland	2011	15-19	Married	M	342
Queensland	2011	15-19	Never married	F	142618
Queensland	2011	15-19	Never married	M	149814
Queensland	2011	15-19	Separated	F	94
Queensland	2011	15-19	Separated	M	95
Queensland	2011	15-19	Widowed	F	55
Queensland	2011	15-19	Widowed	M	65
Queensland	2011	20-24	Divorced	F	348
Queensland	2011	20-24	Divorced	M	241
Queensland	2011	20-24	Married	F	12801
Queensland	2011	20-24	Married	M	6506
Queensland	2011	20-24	Never married	F	132007
Queensland	2011	20-24	Never married	M	140254
Queensland	2011	20-24	Separated	F	997
Queensland	2011	20-24	Separated	M	446
Queensland	2011	20-24	Widowed	F	126
Queensland	2011	20-24	Widowed	M	126
Queensland	2011	25-29	Divorced	F	2502
Queensland	2011	25-29	Divorced	M	1398
Queensland	2011	25-29	Married	F	51727
Queensland	2011	25-29	Married	M	36141
Queensland	2011	25-29	Never married	F	93534
Queensland	2011	25-29	Never married	M	109801
Queensland	2011	25-29	Separated	F	3370
Queensland	2011	25-29	Separated	M	1852
Queensland	2011	25-29	Widowed	F	232
Queensland	2011	25-29	Widowed	M	149
Queensland	2011	30-34	Divorced	F	6478
Queensland	2011	30-34	Divorced	M	4145
Queensland	2011	30-34	Married	F	77316
Queensland	2011	30-34	Married	M	65524
Queensland	2011	30-34	Never married	F	55715
Queensland	2011	30-34	Never married	M	67884
Queensland	2011	30-34	Separated	F	5563
Queensland	2011	30-34	Separated	M	3503
Queensland	2011	30-34	Widowed	F	388
Queensland	2011	30-34	Widowed	M	182
Queensland	2011	35-39	Divorced	F	13148
Queensland	2011	35-39	Divorced	M	8970
Queensland	2011	35-39	Married	F	94423
Queensland	2011	35-39	Married	M	86202
Queensland	2011	35-39	Never married	F	40683
Queensland	2011	35-39	Never married	M	50129
Queensland	2011	35-39	Separated	F	7881
Queensland	2011	35-39	Separated	M	5603
Queensland	2011	35-39	Widowed	F	879
Queensland	2011	35-39	Widowed	M	267
Queensland	2011	40-44	Divorced	F	20229
Queensland	2011	40-44	Divorced	M	14058
Queensland	2011	40-44	Married	F	98389
Queensland	2011	40-44	Married	M	93124
Queensland	2011	40-44	Never married	F	30384
Queensland	2011	40-44	Never married	M	38131
Queensland	2011	40-44	Separated	F	9209
Queensland	2011	40-44	Separated	M	7098
Queensland	2011	40-44	Widowed	F	1445
Queensland	2011	40-44	Widowed	M	501
Queensland	2011	45-49	Divorced	F	25450
Queensland	2011	45-49	Divorced	M	18446
Queensland	2011	45-49	Married	F	95722
Queensland	2011	45-49	Married	M	92597
Queensland	2011	45-49	Never married	F	21013
Queensland	2011	45-49	Never married	M	29210
Queensland	2011	45-49	Separated	F	9278
Queensland	2011	45-49	Separated	M	7585
Queensland	2011	45-49	Widowed	F	2626
Queensland	2011	45-49	Widowed	M	820
Queensland	2011	50-54	Divorced	F	27365
Queensland	2011	50-54	Divorced	M	21440
Queensland	2011	50-54	Married	F	92423
Queensland	2011	50-54	Married	M	91170
Queensland	2011	50-54	Never married	F	14448
Queensland	2011	50-54	Never married	M	20650
Queensland	2011	50-54	Separated	F	8093
Queensland	2011	50-54	Separated	M	7082
Queensland	2011	50-54	Widowed	F	4154
Queensland	2011	50-54	Widowed	M	1303
Queensland	2011	55-59	Divorced	F	25072
Queensland	2011	55-59	Divorced	M	20819
Queensland	2011	55-59	Married	F	83969
Queensland	2011	55-59	Married	M	85389
Queensland	2011	55-59	Never married	F	8882
Queensland	2011	55-59	Never married	M	13352
Queensland	2011	55-59	Separated	F	6162
Queensland	2011	55-59	Separated	M	5965
Queensland	2011	55-59	Widowed	F	6392
Queensland	2011	55-59	Widowed	M	1959
Queensland	2011	60-64	Divorced	F	22266
Queensland	2011	60-64	Divorced	M	19463
Queensland	2011	60-64	Married	F	78739
Queensland	2011	60-64	Married	M	85046
Queensland	2011	60-64	Never married	F	5507
Queensland	2011	60-64	Never married	M	9065
Queensland	2011	60-64	Separated	F	4716
Queensland	2011	60-64	Separated	M	5131
Queensland	2011	60-64	Widowed	F	10181
Queensland	2011	60-64	Widowed	M	3024
Queensland	2011	65-69	Divorced	F	14980
Queensland	2011	65-69	Divorced	M	13278
Queensland	2011	65-69	Married	F	57756
Queensland	2011	65-69	Married	M	66727
Queensland	2011	65-69	Never married	F	3399
Queensland	2011	65-69	Never married	M	5785
Queensland	2011	65-69	Separated	F	3040
Queensland	2011	65-69	Separated	M	3577
Queensland	2011	65-69	Widowed	F	13476
Queensland	2011	65-69	Widowed	M	3745
Queensland	2011	70-74	Divorced	F	8761
Queensland	2011	70-74	Divorced	M	8131
Queensland	2011	70-74	Married	F	39308
Queensland	2011	70-74	Married	M	48961
Queensland	2011	70-74	Never married	F	2349
Queensland	2011	70-74	Never married	M	3826
Queensland	2011	70-74	Separated	F	1693
Queensland	2011	70-74	Separated	M	2302
Queensland	2011	70-74	Widowed	F	17030
Queensland	2011	70-74	Widowed	M	4528
Queensland	2011	75-79	Divorced	F	4804
Queensland	2011	75-79	Divorced	M	4503
Queensland	2011	75-79	Married	F	24350
Queensland	2011	75-79	Married	M	33453
Queensland	2011	75-79	Never married	F	1769
Queensland	2011	75-79	Never married	M	2619
Queensland	2011	75-79	Separated	F	865
Queensland	2011	75-79	Separated	M	1421
Queensland	2011	75-79	Widowed	F	20542
Queensland	2011	75-79	Widowed	M	5248
Queensland	2011	80-84	Divorced	F	2893
Queensland	2011	80-84	Divorced	M	2359
Queensland	2011	80-84	Married	F	14089
Queensland	2011	80-84	Married	M	22320
Queensland	2011	80-84	Never married	F	1422
Queensland	2011	80-84	Never married	M	1833
Queensland	2011	80-84	Separated	F	456
Queensland	2011	80-84	Separated	M	722
Queensland	2011	80-84	Widowed	F	24564
Queensland	2011	80-84	Widowed	M	6316
Queensland	2011	85+	Divorced	F	1719
Queensland	2011	85+	Divorced	M	1177
Queensland	2011	85+	Married	F	6939
Queensland	2011	85+	Married	M	13206
Queensland	2011	85+	Never married	F	1744
Queensland	2011	85+	Never married	M	1226
Queensland	2011	85+	Separated	F	235
Queensland	2011	85+	Separated	M	409
Queensland	2011	85+	Widowed	F	34524
Queensland	2011	85+	Widowed	M	8623
Queensland	2016	15-19	Divorced	F	47
Queensland	2016	15-19	Divorced	M	61
Queensland	2016	15-19	Married	F	492
Queensland	2016	15-19	Married	M	333
Queensland	2016	15-19	Never married	F	144402
Queensland	2016	15-19	Never married	M	150684
Queensland	2016	15-19	Separated	F	74
Queensland	2016	15-19	Separated	M	54
Queensland	2016	15-19	Widowed	F	76
Queensland	2016	15-19	Widowed	M	65
Queensland	2016	20-24	Divorced	F	304
Queensland	2016	20-24	Divorced	M	187
Queensland	2016	20-24	Married	F	10686
Queensland	2016	20-24	Married	M	5692
Queensland	2016	20-24	Never married	F	145528
Queensland	2016	20-24	Never married	M	152872
Queensland	2016	20-24	Separated	F	920
Queensland	2016	20-24	Separated	M	419
Queensland	2016	20-24	Widowed	F	145
Queensland	2016	20-24	Widowed	M	106
Queensland	2016	25-29	Divorced	F	2203
Queensland	2016	25-29	Divorced	M	1283
Queensland	2016	25-29	Married	F	49742
Queensland	2016	25-29	Married	M	34259
Queensland	2016	25-29	Never married	F	106784
Queensland	2016	25-29	Never married	M	120415
Queensland	2016	25-29	Separated	F	3647
Queensland	2016	25-29	Separated	M	2022
Queensland	2016	25-29	Widowed	F	245
Queensland	2016	25-29	Widowed	M	149
Queensland	2016	30-34	Divorced	F	6269
Queensland	2016	30-34	Divorced	M	4114
Queensland	2016	30-34	Married	F	87284
Queensland	2016	30-34	Married	M	73561
Queensland	2016	30-34	Never married	F	65859
Queensland	2016	30-34	Never married	M	77664
Queensland	2016	30-34	Separated	F	6375
Queensland	2016	30-34	Separated	M	4233
Queensland	2016	30-34	Widowed	F	432
Queensland	2016	30-34	Widowed	M	164
Queensland	2016	35-39	Divorced	F	10734
Queensland	2016	35-39	Divorced	M	7309
Queensland	2016	35-39	Married	F	91914
Queensland	2016	35-39	Married	M	84830
Queensland	2016	35-39	Never married	F	44204
Queensland	2016	35-39	Never married	M	51285
Queensland	2016	35-39	Separated	F	8116
Queensland	2016	35-39	Separated	M	5725
Queensland	2016	35-39	Widowed	F	811
Queensland	2016	35-39	Widowed	M	295
Queensland	2016	40-44	Divorced	F	18245
Queensland	2016	40-44	Divorced	M	12479
Queensland	2016	40-44	Married	F	98896
Queensland	2016	40-44	Married	M	94079
Queensland	2016	40-44	Never married	F	36516
Queensland	2016	40-44	Never married	M	42896
Queensland	2016	40-44	Separated	F	10102
Queensland	2016	40-44	Separated	M	7798
Queensland	2016	40-44	Widowed	F	1440
Queensland	2016	40-44	Widowed	M	453
Queensland	2016	45-49	Divorced	F	25325
Queensland	2016	45-49	Divorced	M	17672
Queensland	2016	45-49	Married	F	98558
Queensland	2016	45-49	Married	M	95371
Queensland	2016	45-49	Never married	F	28651
Queensland	2016	45-49	Never married	M	35048
Queensland	2016	45-49	Separated	F	10631
Queensland	2016	45-49	Separated	M	8601
Queensland	2016	45-49	Widowed	F	2288
Queensland	2016	45-49	Widowed	M	832
Queensland	2016	50-54	Divorced	F	29492
Queensland	2016	50-54	Divorced	M	21510
Queensland	2016	50-54	Married	F	94296
Queensland	2016	50-54	Married	M	92552
Queensland	2016	50-54	Never married	F	20397
Queensland	2016	50-54	Never married	M	27436
Queensland	2016	50-54	Separated	F	9461
Queensland	2016	50-54	Separated	M	8244
Queensland	2016	50-54	Widowed	F	4060
Queensland	2016	50-54	Widowed	M	1273
Queensland	2016	55-59	Divorced	F	30084
Queensland	2016	55-59	Divorced	M	23023
Queensland	2016	55-59	Married	F	90879
Queensland	2016	55-59	Married	M	90602
Queensland	2016	55-59	Never married	F	14180
Queensland	2016	55-59	Never married	M	19738
Queensland	2016	55-59	Separated	F	7991
Queensland	2016	55-59	Separated	M	7313
Queensland	2016	55-59	Widowed	F	6344
Queensland	2016	55-59	Widowed	M	2050
Queensland	2016	60-64	Divorced	F	26636
Queensland	2016	60-64	Divorced	M	21409
Queensland	2016	60-64	Married	F	82071
Queensland	2016	60-64	Married	M	84858
Queensland	2016	60-64	Never married	F	8731
Queensland	2016	60-64	Never married	M	12585
Queensland	2016	60-64	Separated	F	6023
Queensland	2016	60-64	Separated	M	5902
Queensland	2016	60-64	Widowed	F	9664
Queensland	2016	60-64	Widowed	M	2813
Queensland	2016	65-69	Divorced	F	22995
Queensland	2016	65-69	Divorced	M	19137
Queensland	2016	65-69	Married	F	74618
Queensland	2016	65-69	Married	M	82603
Queensland	2016	65-69	Never married	F	5545
Queensland	2016	65-69	Never married	M	8429
Queensland	2016	65-69	Separated	F	4555
Queensland	2016	65-69	Separated	M	5203
Queensland	2016	65-69	Widowed	F	14815
