STE_NAME16	Year	Age	Denomination	Religion	persons
Victoria	2006	65-74	Eastern Orthodox	Christianity	23901
Victoria	2006	65-74	Jehovah's Witnesses	Christianity	1211
Victoria	2006	65-74	Latter Day Saints	Christianity	454
Victoria	2006	65-74	Lutheran	Christianity	5347
Victoria	2006	65-74	Oriental Orthodox	Christianity	504
Victoria	2006	65-74	Pentecostal	Christianity	1928
Victoria	2006	65-74	Presbyterian Reformed	Christianity	19243
Victoria	2006	65-74	Protestant (Other)	Christianity	837
Victoria	2006	65-74	Salvation Army	Christianity	1552
Victoria	2006	65-74	Seventh Day Adventist	Christianity	746
Victoria	2006	65-74	Sikhism	(Other)	187
Victoria	2006	65-74	Uniting Church	Christianity	30276
Victoria	2006	75-84		(Other)	26291
Victoria	2006	75-84		Buddhism	2447
Victoria	2006	75-84		Christianity	1729
Victoria	2006	75-84		Hinduism	347
Victoria	2006	75-84		Islam	890
Victoria	2006	75-84		Judaism	3321
Victoria	2006	75-84		No religion	18501
Victoria	2006	75-84	(Other)	(Other)	231
Victoria	2006	75-84	(Other)	Christianity	380
Victoria	2006	75-84	Anglican	Christianity	57061
Victoria	2006	75-84	Assyrian Apostolic	Christianity	26
Victoria	2006	75-84	Australian Aboriginal Traditional	(Other)	0
Victoria	2006	75-84	Baptist	Christianity	3825
Victoria	2006	75-84	Brethren	Christianity	266
Victoria	2006	75-84	Catholic	Christianity	67157
Victoria	2006	75-84	Churches Of Christ	Christianity	1337
Victoria	2006	75-84	Eastern Orthodox	Christianity	10393
Victoria	2006	75-84	Jehovah's Witnesses	Christianity	775
Victoria	2006	75-84	Latter Day Saints	Christianity	254
Victoria	2006	75-84	Lutheran	Christianity	3872
Victoria	2006	75-84	Oriental Orthodox	Christianity	278
Victoria	2006	75-84	Pentecostal	Christianity	950
Victoria	2006	75-84	Presbyterian Reformed	Christianity	16578
Victoria	2006	75-84	Protestant (Other)	Christianity	625
Victoria	2006	75-84	Salvation Army	Christianity	1174
Victoria	2006	75-84	Seventh Day Adventist	Christianity	526
Victoria	2006	75-84	Sikhism	(Other)	84
Victoria	2006	75-84	Uniting Church	Christianity	26195
Victoria	2006	85+		(Other)	11363
Victoria	2006	85+		Buddhism	743
Victoria	2006	85+		Christianity	539
Victoria	2006	85+		Hinduism	94
Victoria	2006	85+		Islam	190
Victoria	2006	85+		Judaism	1555
Victoria	2006	85+		No religion	5552
Victoria	2006	85+	(Other)	(Other)	59
Victoria	2006	85+	(Other)	Christianity	158
Victoria	2006	85+	Anglican	Christianity	22037
Victoria	2006	85+	Assyrian Apostolic	Christianity	6
Victoria	2006	85+	Australian Aboriginal Traditional	(Other)	0
Victoria	2006	85+	Baptist	Christianity	1509
Victoria	2006	85+	Brethren	Christianity	93
Victoria	2006	85+	Catholic	Christianity	18363
Victoria	2006	85+	Churches Of Christ	Christianity	553
Victoria	2006	85+	Eastern Orthodox	Christianity	1784
Victoria	2006	85+	Jehovah's Witnesses	Christianity	205
Victoria	2006	85+	Latter Day Saints	Christianity	63
Victoria	2006	85+	Lutheran	Christianity	1156
Victoria	2006	85+	Oriental Orthodox	Christianity	47
Victoria	2006	85+	Pentecostal	Christianity	236
Victoria	2006	85+	Presbyterian Reformed	Christianity	6162
Victoria	2006	85+	Protestant (Other)	Christianity	370
Victoria	2006	85+	Salvation Army	Christianity	445
Victoria	2006	85+	Seventh Day Adventist	Christianity	232
Victoria	2006	85+	Sikhism	(Other)	23
Victoria	2006	85+	Uniting Church	Christianity	10326
Victoria	2011	0-14		(Other)	92024
Victoria	2011	0-14		Buddhism	26761
Victoria	2011	0-14		Christianity	22200
Victoria	2011	0-14		Hinduism	15392
Victoria	2011	0-14		Islam	43777
Victoria	2011	0-14		Judaism	8644
Victoria	2011	0-14		No religion	284251
Victoria	2011	0-14	(Other)	(Other)	2226
Victoria	2011	0-14	(Other)	Christianity	996
Victoria	2011	0-14	Anglican	Christianity	85071
Victoria	2011	0-14	Assyrian Apostolic	Christianity	399
Victoria	2011	0-14	Australian Aboriginal Traditional	(Other)	119
Victoria	2011	0-14	Baptist	Christianity	14379
Victoria	2011	0-14	Brethren	Christianity	1072
Victoria	2011	0-14	Catholic	Christianity	281329
Victoria	2011	0-14	Churches Of Christ	Christianity	1988
Victoria	2011	0-14	Eastern Orthodox	Christianity	40807
Victoria	2011	0-14	Jehovah's Witnesses	Christianity	2382
Victoria	2011	0-14	Latter Day Saints	Christianity	2977
Victoria	2011	0-14	Lutheran	Christianity	5972
Victoria	2011	0-14	Oriental Orthodox	Christianity	2647
Victoria	2011	0-14	Pentecostal	Christianity	10164
Victoria	2011	0-14	Presbyterian Reformed	Christianity	11362
Victoria	2011	0-14	Protestant (Other)	Christianity	2141
Victoria	2011	0-14	Salvation Army	Christianity	1813
Victoria	2011	0-14	Seventh Day Adventist	Christianity	2004
Victoria	2011	0-14	Sikhism	(Other)	4529
Victoria	2011	0-14	Uniting Church	Christianity	31379
Victoria	2011	15-24		(Other)	70764
Victoria	2011	15-24		Buddhism	26957
Victoria	2011	15-24		Christianity	15491
Victoria	2011	15-24		Hinduism	10885
Victoria	2011	15-24		Islam	27282
Victoria	2011	15-24		Judaism	4764
Victoria	2011	15-24		No religion	214320
Victoria	2011	15-24	(Other)	(Other)	2841
Victoria	2011	15-24	(Other)	Christianity	727
Victoria	2011	15-24	Anglican	Christianity	59672
Victoria	2011	15-24	Assyrian Apostolic	Christianity	278
Victoria	2011	15-24	Australian Aboriginal Traditional	(Other)	63
Victoria	2011	15-24	Baptist	Christianity	10199
Victoria	2011	15-24	Brethren	Christianity	882
Victoria	2011	15-24	Catholic	Christianity	188970
Victoria	2011	15-24	Churches Of Christ	Christianity	1334
Victoria	2011	15-24	Eastern Orthodox	Christianity	24053
Victoria	2011	15-24	Jehovah's Witnesses	Christianity	1516
Victoria	2011	15-24	Latter Day Saints	Christianity	1893
Victoria	2011	15-24	Lutheran	Christianity	4015
Victoria	2011	15-24	Oriental Orthodox	Christianity	1686
Victoria	2011	15-24	Pentecostal	Christianity	7332
Victoria	2011	15-24	Presbyterian Reformed	Christianity	9835
Victoria	2011	15-24	Protestant (Other)	Christianity	2023
Victoria	2011	15-24	Salvation Army	Christianity	1198
Victoria	2011	15-24	Seventh Day Adventist	Christianity	1334
Victoria	2011	15-24	Sikhism	(Other)	6121
Victoria	2011	15-24	Uniting Church	Christianity	24008
Victoria	2011	25-34		(Other)	73923
Victoria	2011	25-34		Buddhism	32153
Victoria	2011	25-34		Christianity	14851
Victoria	2011	25-34		Hinduism	32385
Victoria	2011	25-34		Islam	30895
Victoria	2011	25-34		Judaism	5424
Victoria	2011	25-34		No religion	233895
Victoria	2011	25-34	(Other)	(Other)	4092
Victoria	2011	25-34	(Other)	Christianity	721
Victoria	2011	25-34	Anglican	Christianity	55708
Victoria	2011	25-34	Assyrian Apostolic	Christianity	238
Victoria	2011	25-34	Australian Aboriginal Traditional	(Other)	62
Victoria	2011	25-34	Baptist	Christianity	9821
Victoria	2011	25-34	Brethren	Christianity	589
Victoria	2011	25-34	Catholic	Christianity	176510
Victoria	2011	25-34	Churches Of Christ	Christianity	1169
Victoria	2011	25-34	Eastern Orthodox	Christianity	25610
Victoria	2011	25-34	Jehovah's Witnesses	Christianity	2173
Victoria	2011	25-34	Latter Day Saints	Christianity	1503
Victoria	2011	25-34	Lutheran	Christianity	4165
Victoria	2011	25-34	Oriental Orthodox	Christianity	2078
Victoria	2011	25-34	Pentecostal	Christianity	6523
Victoria	2011	25-34	Presbyterian Reformed	Christianity	8941
Victoria	2011	25-34	Protestant (Other)	Christianity	1981
Victoria	2011	25-34	Salvation Army	Christianity	1087
Victoria	2011	25-34	Seventh Day Adventist	Christianity	1367
Victoria	2011	25-34	Sikhism	(Other)	13780
Victoria	2011	25-34	Uniting Church	Christianity	19224
Victoria	2011	35-44		(Other)	67260
Victoria	2011	35-44		Buddhism	29102
Victoria	2011	35-44		Christianity	14399
Victoria	2011	35-44		Hinduism	12385
Victoria	2011	35-44		Islam	22287
Victoria	2011	35-44		Judaism	5738
Victoria	2011	35-44		No religion	202021
Victoria	2011	35-44	(Other)	(Other)	3796
Victoria	2011	35-44	(Other)	Christianity	878
Victoria	2011	35-44	Anglican	Christianity	88562
Victoria	2011	35-44	Assyrian Apostolic	Christianity	285
Victoria	2011	35-44	Australian Aboriginal Traditional	(Other)	91
Victoria	2011	35-44	Baptist	Christianity	10549
Victoria	2011	35-44	Brethren	Christianity	463
Victoria	2011	35-44	Catholic	Christianity	206875
Victoria	2011	35-44	Churches Of Christ	Christianity	1471
Victoria	2011	35-44	Eastern Orthodox	Christianity	40968
Victoria	2011	35-44	Jehovah's Witnesses	Christianity	2174
Victoria	2011	35-44	Latter Day Saints	Christianity	1426
Victoria	2011	35-44	Lutheran	Christianity	5411
Victoria	2011	35-44	Oriental Orthodox	Christianity	1750
Victoria	2011	35-44	Pentecostal	Christianity	6831
Victoria	2011	35-44	Presbyterian Reformed	Christianity	14420
Victoria	2011	35-44	Protestant (Other)	Christianity	1963
Victoria	2011	35-44	Salvation Army	Christianity	1487
Victoria	2011	35-44	Seventh Day Adventist	Christianity	1398
Victoria	2011	35-44	Sikhism	(Other)	2551
Victoria	2011	35-44	Uniting Church	Christianity	28071
Victoria	2011	45-54		(Other)	60658
Victoria	2011	45-54		Buddhism	26121
Victoria	2011	45-54		Christianity	13298
Victoria	2011	45-54		Hinduism	6212
Victoria	2011	45-54		Islam	14910
Victoria	2011	45-54		Judaism	5249
Victoria	2011	45-54		No religion	158855
Victoria	2011	45-54	(Other)	(Other)	3195
Victoria	2011	45-54	(Other)	Christianity	903
Victoria	2011	45-54	Anglican	Christianity	103189
Victoria	2011	45-54	Assyrian Apostolic	Christianity	258
Victoria	2011	45-54	Australian Aboriginal Traditional	(Other)	60
Victoria	2011	45-54	Baptist	Christianity	11059
Victoria	2011	45-54	Brethren	Christianity	546
Victoria	2011	45-54	Catholic	Christianity	202507
Victoria	2011	45-54	Churches Of Christ	Christianity	1925
Victoria	2011	45-54	Eastern Orthodox	Christianity	31297
Victoria	2011	45-54	Jehovah's Witnesses	Christianity	2157
Victoria	2011	45-54	Latter Day Saints	Christianity	1371
Victoria	2011	45-54	Lutheran	Christianity	6051
Victoria	2011	45-54	Oriental Orthodox	Christianity	1694
Victoria	2011	45-54	Pentecostal	Christianity	6699
Victoria	2011	45-54	Presbyterian Reformed	Christianity	23310
Victoria	2011	45-54	Protestant (Other)	Christianity	1975
Victoria	2011	45-54	Salvation Army	Christianity	1868
Victoria	2011	45-54	Seventh Day Adventist	Christianity	1317
Victoria	2011	45-54	Sikhism	(Other)	1153
Victoria	2011	45-54	Uniting Church	Christianity	38642
Victoria	2011	55-64		(Other)	50778
Victoria	2011	55-64		Buddhism	17162
Victoria	2011	55-64		Christianity	10873
Victoria	2011	55-64		Hinduism	3673
Victoria	2011	55-64		Islam	8098
Victoria	2011	55-64		Judaism	6923
Victoria	2011	55-64		No religion	117137
Victoria	2011	55-64	(Other)	(Other)	2218
Victoria	2011	55-64	(Other)	Christianity	777
Victoria	2011	55-64	Anglican	Christianity	105478
Victoria	2011	55-64	Assyrian Apostolic	Christianity	156
Victoria	2011	55-64	Australian Aboriginal Traditional	(Other)	33
Victoria	2011	55-64	Baptist	Christianity	9489
Victoria	2011	55-64	Brethren	Christianity	357
Victoria	2011	55-64	Catholic	Christianity	160578
Victoria	2011	55-64	Churches Of Christ	Christianity	2346
Victoria	2011	55-64	Eastern Orthodox	Christianity	24836
Victoria	2011	55-64	Jehovah's Witnesses	Christianity	2120
Victoria	2011	55-64	Latter Day Saints	Christianity	1001
Victoria	2011	55-64	Lutheran	Christianity	5419
Victoria	2011	55-64	Oriental Orthodox	Christianity	1200
Victoria	2011	55-64	Pentecostal	Christianity	5035
Victoria	2011	55-64	Presbyterian Reformed	Christianity	28825
Victoria	2011	55-64	Protestant (Other)	Christianity	1518
Victoria	2011	55-64	Salvation Army	Christianity	2142
Victoria	2011	55-64	Seventh Day Adventist	Christianity	1171
Victoria	2011	55-64	Sikhism	(Other)	798
Victoria	2011	55-64	Uniting Church	Christianity	41108
Victoria	2011	65-74		(Other)	32659
Victoria	2011	65-74		Buddhism	6245
Victoria	2011	65-74		Christianity	5683
Victoria	2011	65-74		Hinduism	1488
Victoria	2011	65-74		Islam	3951
Victoria	2011	65-74		Judaism	3805
Victoria	2011	65-74		No religion	51385
Victoria	2011	65-74	(Other)	(Other)	884
Victoria	2011	65-74	(Other)	Christianity	599
Victoria	2011	65-74	Anglican	Christianity	79701
Victoria	2011	65-74	Assyrian Apostolic	Christianity	90
Victoria	2011	65-74	Australian Aboriginal Traditional	(Other)	15
Victoria	2011	65-74	Baptist	Christianity	6601
Victoria	2011	65-74	Brethren	Christianity	315
Victoria	2011	65-74	Catholic	Christianity	112599
Victoria	2011	65-74	Churches Of Christ	Christianity	1909
Victoria	2011	65-74	Eastern Orthodox	Christianity	25058
Victoria	2011	65-74	Jehovah's Witnesses	Christianity	1398
Victoria	2011	65-74	Latter Day Saints	Christianity	519
Victoria	2011	65-74	Lutheran	Christianity	5025
Victoria	2011	65-74	Oriental Orthodox	Christianity	731
Victoria	2011	65-74	Pentecostal	Christianity	2554
Victoria	2011	65-74	Presbyterian Reformed	Christianity	22576
Victoria	2011	65-74	Protestant (Other)	Christianity	908
Victoria	2011	65-74	Salvation Army	Christianity	1679
Victoria	2011	65-74	Seventh Day Adventist	Christianity	900
Victoria	2011	65-74	Sikhism	(Other)	317
Victoria	2011	65-74	Uniting Church	Christianity	32621
Victoria	2011	75-84		(Other)	22572
Victoria	2011	75-84		Buddhism	3173
Victoria	2011	75-84		Christianity	2590
Victoria	2011	75-84		Hinduism	593
Victoria	2011	75-84		Islam	1288
Victoria	2011	75-84		Judaism	2765
Victoria	2011	75-84		No religion	23366
Victoria	2011	75-84	(Other)	(Other)	354
Victoria	2011	75-84	(Other)	Christianity	380
Victoria	2011	75-84	Anglican	Christianity	53927
Victoria	2011	75-84	Assyrian Apostolic	Christianity	44
Victoria	2011	75-84	Australian Aboriginal Traditional	(Other)	0
Victoria	2011	75-84	Baptist	Christianity	3920
Victoria	2011	75-84	Brethren	Christianity	237
Victoria	2011	75-84	Catholic	Christianity	73707
Victoria	2011	75-84	Churches Of Christ	Christianity	1242
Victoria	2011	75-84	Eastern Orthodox	Christianity	15454
Victoria	2011	75-84	Jehovah's Witnesses	Christianity	931
Victoria	2011	75-84	Latter Day Saints	Christianity	295
Victoria	2011	75-84	Lutheran	Christianity	3843
Victoria	2011	75-84	Oriental Orthodox	Christianity	360
Victoria	2011	75-84	Pentecostal	Christianity	1085
Victoria	2011	75-84	Presbyterian Reformed	Christianity	15619
Victoria	2011	75-84	Protestant (Other)	Christianity	646
Victoria	2011	75-84	Salvation Army	Christianity	1213
Victoria	2011	75-84	Seventh Day Adventist	Christianity	603
Victoria	2011	75-84	Sikhism	(Other)	136
Victoria	2011	75-84	Uniting Church	Christianity	24022
Victoria	2011	85+		(Other)	12319
Victoria	2011	85+		Buddhism	960
Victoria	2011	85+		Christianity	851
Victoria	2011	85+		Hinduism	124
Victoria	2011	85+		Islam	286
Victoria	2011	85+		Judaism	1838
Victoria	2011	85+		No religion	8846
Victoria	2011	85+	(Other)	(Other)	106
Victoria	2011	85+	(Other)	Christianity	184
Victoria	2011	85+	Anglican	Christianity	25397
Victoria	2011	85+	Assyrian Apostolic	Christianity	14
Victoria	2011	85+	Australian Aboriginal Traditional	(Other)	0
Victoria	2011	85+	Baptist	Christianity	1842
Victoria	2011	85+	Brethren	Christianity	102
Victoria	2011	85+	Catholic	Christianity	25686
Victoria	2011	85+	Churches Of Christ	Christianity	585
Victoria	2011	85+	Eastern Orthodox	Christianity	3068
Victoria	2011	85+	Jehovah's Witnesses	Christianity	336
Victoria	2011	85+	Latter Day Saints	Christianity	94
Victoria	2011	85+	Lutheran	Christianity	1597
Victoria	2011	85+	Oriental Orthodox	Christianity	110
Victoria	2011	85+	Pentecostal	Christianity	306
Victoria	2011	85+	Presbyterian Reformed	Christianity	7339
Victoria	2011	85+	Protestant (Other)	Christianity	351
Victoria	2011	85+	Salvation Army	Christianity	480
Victoria	2011	85+	Seventh Day Adventist	Christianity	278
Victoria	2011	85+	Sikhism	(Other)	50
Victoria	2011	85+	Uniting Church	Christianity	11852
Victoria	2016	0-14		(Other)	91710
Victoria	2016	0-14		Buddhism	26006
Victoria	2016	0-14		Christianity	30121
Victoria	2016	0-14		Hinduism	29756
Victoria	2016	0-14		Islam	57143
Victoria	2016	0-14		Judaism	8281
Victoria	2016	0-14		No religion	389982
Victoria	2016	0-14	(Other)	(Other)	2239
Victoria	2016	0-14	(Other)	Christianity	724
Victoria	2016	0-14	Anglican	Christianity	59545
Victoria	2016	0-14	Assyrian Apostolic	Christianity	569
Victoria	2016	0-14	Australian Aboriginal Traditional	(Other)	109
Victoria	2016	0-14	Baptist	Christianity	14664
Victoria	2016	0-14	Brethren	Christianity	871
Victoria	2016	0-14	Catholic	Christianity	261875
Victoria	2016	0-14	Churches Of Christ	Christianity	1404
Victoria	2016	0-14	Eastern Orthodox	Christianity	34011
Victoria	2016	0-14	Jehovah's Witnesses	Christianity	2109
Victoria	2016	0-14	Latter Day Saints	Christianity	3012
Victoria	2016	0-14	Lutheran	Christianity	3902
Victoria	2016	0-14	Oriental Orthodox	Christianity	3698
Victoria	2016	0-14	Pentecostal	Christianity	11593
Victoria	2016	0-14	Presbyterian Reformed	Christianity	8668
Victoria	2016	0-14	Protestant (Other)	Christianity	3090
Victoria	2016	0-14	Salvation Army	Christianity	1156
Victoria	2016	0-14	Seventh Day Adventist	Christianity	1963
Victoria	2016	0-14	Sikhism	(Other)	11931
Victoria	2016	0-14	Uniting Church	Christianity	20772
Victoria	2016	15-24		(Other)	70560
Victoria	2016	15-24		Buddhism	26716
Victoria	2016	15-24		Christianity	19858
Victoria	2016	15-24		Hinduism	14443
Victoria	2016	15-24		Islam	33050
Victoria	2016	15-24		Judaism	4097
Victoria	2016	15-24		No religion	301527
Victoria	2016	15-24	(Other)	(Other)	2350
Victoria	2016	15-24	(Other)	Christianity	501
Victoria	2016	15-24	Anglican	Christianity	43146
Victoria	2016	15-24	Assyrian Apostolic	Christianity	416
Victoria	2016	15-24	Australian Aboriginal Traditional	(Other)	59
Victoria	2016	15-24	Baptist	Christianity	9368
Victoria	2016	15-24	Brethren	Christianity	632
Victoria	2016	15-24	Catholic	Christianity	170505
Victoria	2016	15-24	Churches Of Christ	Christianity	957
Victoria	2016	15-24	Eastern Orthodox	Christianity	21634
Victoria	2016	15-24	Jehovah's Witnesses	Christianity	1346
Victoria	2016	15-24	Latter Day Saints	Christianity	1986
Victoria	2016	15-24	Lutheran	Christianity	2308
Victoria	2016	15-24	Oriental Orthodox	Christianity	1958
Victoria	2016	15-24	Pentecostal	Christianity	7963
Victoria	2016	15-24	Presbyterian Reformed	Christianity	7207
Victoria	2016	15-24	Protestant (Other)	Christianity	2496
Victoria	2016	15-24	Salvation Army	Christianity	847
Victoria	2016	15-24	Seventh Day Adventist	Christianity	1392
Victoria	2016	15-24	Sikhism	(Other)	6808
Victoria	2016	15-24	Uniting Church	Christianity	16023
Victoria	2016	25-34		(Other)	89216
Victoria	2016	25-34		Buddhism	33795
Victoria	2016	25-34		Christianity	21296
Victoria	2016	25-34		Hinduism	44933
Victoria	2016	25-34		Islam	41382
Victoria	2016	25-34		Judaism	4701
Victoria	2016	25-34		No religion	355315
Victoria	2016	25-34	(Other)	(Other)	3791
Victoria	2016	25-34	(Other)	Christianity	570
Victoria	2016	25-34	Anglican	Christianity	37291
Victoria	2016	25-34	Assyrian Apostolic	Christianity	396
Victoria	2016	25-34	Australian Aboriginal Traditional	(Other)	59
Victoria	2016	25-34	Baptist	Christianity	9748
Victoria	2016	25-34	Brethren	Christianity	678
Victoria	2016	25-34	Catholic	Christianity	163056
Victoria	2016	25-34	Churches Of Christ	Christianity	865
Victoria	2016	25-34	Eastern Orthodox	Christianity	19320
Victoria	2016	25-34	Jehovah's Witnesses	Christianity	1756
Victoria	2016	25-34	Latter Day Saints	Christianity	1636
Victoria	2016	25-34	Lutheran	Christianity	2245
Victoria	2016	25-34	Oriental Orthodox	Christianity	2564
Victoria	2016	25-34	Pentecostal	Christianity	7967
Victoria	2016	25-34	Presbyterian Reformed	Christianity	7018
Victoria	2016	25-34	Protestant (Other)	Christianity	2824
Victoria	2016	25-34	Salvation Army	Christianity	718
Victoria	2016	25-34	Seventh Day Adventist	Christianity	1376
Victoria	2016	25-34	Sikhism	(Other)	21375
Victoria	2016	25-34	Uniting Church	Christianity	13307
Victoria	2016	35-44		(Other)	73977
Victoria	2016	35-44		Buddhism	31885
Victoria	2016	35-44		Christianity	21214
Victoria	2016	35-44		Hinduism	26882
Victoria	2016	35-44		Islam	29886
Victoria	2016	35-44		Judaism	5377
Victoria	2016	35-44		No religion	279129
Victoria	2016	35-44	(Other)	(Other)	3565
Victoria	2016	35-44	(Other)	Christianity	586
Victoria	2016	35-44	Anglican	Christianity	56304
Victoria	2016	35-44	Assyrian Apostolic	Christianity	367
Victoria	2016	35-44	Australian Aboriginal Traditional	(Other)	61
Victoria	2016	35-44	Baptist	Christianity	10036
Victoria	2016	35-44	Brethren	Christianity	405
Victoria	2016	35-44	Catholic	Christianity	179037
Victoria	2016	35-44	Churches Of Christ	Christianity	1041
Victoria	2016	35-44	Eastern Orthodox	Christianity	28812
Victoria	2016	35-44	Jehovah's Witnesses	Christianity	2148
Victoria	2016	35-44	Latter Day Saints	Christianity	1457
Victoria	2016	35-44	Lutheran	Christianity	3046
Victoria	2016	35-44	Oriental Orthodox	Christianity	2514
Victoria	2016	35-44	Pentecostal	Christianity	7644
Victoria	2016	35-44	Presbyterian Reformed	Christianity	9321
Victoria	2016	35-44	Protestant (Other)	Christianity	2798
Victoria	2016	35-44	Salvation Army	Christianity	966
Victoria	2016	35-44	Seventh Day Adventist	Christianity	1417
Victoria	2016	35-44	Sikhism	(Other)	7546
Victoria	2016	35-44	Uniting Church	Christianity	18474
Victoria	2016	45-54		(Other)	70609
Victoria	2016	45-54		Buddhism	27584
Victoria	2016	45-54		Christianity	19909
Victoria	2016	45-54		Hinduism	9008
Victoria	2016	45-54		Islam	18174
Victoria	2016	45-54		Judaism	4568
Victoria	2016	45-54		No religion	231535
Victoria	2016	45-54	(Other)	(Other)	3221
Victoria	2016	45-54	(Other)	Christianity	743
Victoria	2016	45-54	Anglican	Christianity	82238
Victoria	2016	45-54	Assyrian Apostolic	Christianity	414
Victoria	2016	45-54	Australian Aboriginal Traditional	(Other)	65
Victoria	2016	45-54	Baptist	Christianity	10176
Victoria	2016	45-54	Brethren	Christianity	425
Victoria	2016	45-54	Catholic	Christianity	198112
Victoria	2016	45-54	Churches Of Christ	Christianity	1329
Victoria	2016	45-54	Eastern Orthodox	Christianity	34331
Victoria	2016	45-54	Jehovah's Witnesses	Christianity	2088
Victoria	2016	45-54	Latter Day Saints	Christianity	1378
Victoria	2016	45-54	Lutheran	Christianity	4024
Victoria	2016	45-54	Oriental Orthodox	Christianity	2006
Victoria	2016	45-54	Pentecostal	Christianity	7161
Victoria	2016	45-54	Presbyterian Reformed	Christianity	15860
Victoria	2016	45-54	Protestant (Other)	Christianity	2983
Victoria	2016	45-54	Salvation Army	Christianity	1410
Victoria	2016	45-54	Seventh Day Adventist	Christianity	1373
Victoria	2016	45-54	Sikhism	(Other)	1974
Victoria	2016	45-54	Uniting Church	Christianity	27724
Victoria	2016	55-64		(Other)	64727
Victoria	2016	55-64		Buddhism	21339
Victoria	2016	55-64		Christianity	16473
Victoria	2016	55-64		Hinduism	5799
Victoria	2016	55-64		Islam	9894
Victoria	2016	55-64		Judaism	5427
Victoria	2016	55-64		No religion	184614
Victoria	2016	55-64	(Other)	(Other)	2396
Victoria	2016	55-64	(Other)	Christianity	655
Victoria	2016	55-64	Anglican	Christianity	87944
Victoria	2016	55-64	Assyrian Apostolic	Christianity	330
Victoria	2016	55-64	Australian Aboriginal Traditional	(Other)	34
Victoria	2016	55-64	Baptist	Christianity	9485
Victoria	2016	55-64	Brethren	Christianity	289
Victoria	2016	55-64	Catholic	Christianity	165154
Victoria	2016	55-64	Churches Of Christ	Christianity	1683
Victoria	2016	55-64	Eastern Orthodox	Christianity	21329
Victoria	2016	55-64	Jehovah's Witnesses	Christianity	2083
Victoria	2016	55-64	Latter Day Saints	Christianity	1100
Victoria	2016	55-64	Lutheran	Christianity	4098
Victoria	2016	55-64	Oriental Orthodox	Christianity	1522
Victoria	2016	55-64	Pentecostal	Christianity	5774
Victoria	2016	55-64	Presbyterian Reformed	Christianity	23033
Victoria	2016	55-64	Protestant (Other)	Christianity	2869
Victoria	2016	55-64	Salvation Army	Christianity	1778
Victoria	2016	55-64	Seventh Day Adventist	Christianity	1150
Victoria	2016	55-64	Sikhism	(Other)	1956
Victoria	2016	55-64	Uniting Church	Christianity	34507
Victoria	2016	65-74		(Other)	49571
Victoria	2016	65-74		Buddhism	9626
Victoria	2016	65-74		Christianity	10845
Victoria	2016	65-74		Hinduism	2886
Victoria	2016	65-74		Islam	5169
Victoria	2016	65-74		Judaism	5294
Victoria	2016	65-74		No religion	105820
Victoria	2016	65-74	(Other)	(Other)	1245
Victoria	2016	65-74	(Other)	Christianity	525
Victoria	2016	65-74	Anglican	Christianity	86268
Victoria	2016	65-74	Assyrian Apostolic	Christianity	152
Victoria	2016	65-74	Australian Aboriginal Traditional	(Other)	14
Victoria	2016	65-74	Baptist	Christianity	7775
Victoria	2016	65-74	Brethren	Christianity	210
Victoria	2016	65-74	Catholic	Christianity	127495
Victoria	2016	65-74	Churches Of Christ	Christianity	1810
Victoria	2016	65-74	Eastern Orthodox	Christianity	21661
Victoria	2016	65-74	Jehovah's Witnesses	Christianity	1673
Victoria	2016	65-74	Latter Day Saints	Christianity	692
Victoria	2016	65-74	Lutheran	Christianity	3708
Victoria	2016	65-74	Oriental Orthodox	Christianity	970
Victoria	2016	65-74	Pentecostal	Christianity	3522
Victoria	2016	65-74	Presbyterian Reformed	Christianity	23807
Victoria	2016	65-74	Protestant (Other)	Christianity	2411
Victoria	2016	65-74	Salvation Army	Christianity	1733
Victoria	2016	65-74	Seventh Day Adventist	Christianity	989
Victoria	2016	65-74	Sikhism	(Other)	878
Victoria	2016	65-74	Uniting Church	Christianity	32847
Victoria	2016	75-84		(Other)	29270
Victoria	2016	75-84		Buddhism	3594
Victoria	2016	75-84		Christianity	4909
Victoria	2016	75-84		Hinduism	975
Victoria	2016	75-84		Islam	1888
Victoria	2016	75-84		Judaism	2587
Victoria	2016	75-84		No religion	39239
Victoria	2016	75-84	(Other)	(Other)	439
Victoria	2016	75-84	(Other)	Christianity	377
Victoria	2016	75-84	Anglican	Christianity	51678
Victoria	2016	75-84	Assyrian Apostolic	Christianity	74
Victoria	2016	75-84	Australian Aboriginal Traditional	(Other)	3
Victoria	2016	75-84	Baptist	Christianity	4324
Victoria	2016	75-84	Brethren	Christianity	170
Victoria	2016	75-84	Catholic	Christianity	79578
Victoria	2016	75-84	Churches Of Christ	Christianity	1208
Victoria	2016	75-84	Eastern Orthodox	Christianity	18394
Victoria	2016	75-84	Jehovah's Witnesses	Christianity	989
Victoria	2016	75-84	Latter Day Saints	Christianity	329
Victoria	2016	75-84	Lutheran	Christianity	3088
Victoria	2016	75-84	Oriental Orthodox	Christianity	454
Victoria	2016	75-84	Pentecostal	Christianity	1287
Victoria	2016	75-84	Presbyterian Reformed	Christianity	14568
Victoria	2016	75-84	Protestant (Other)	Christianity	1354
Victoria	2016	75-84	Salvation Army	Christianity	1157
Victoria	2016	75-84	Seventh Day Adventist	Christianity	626
Victoria	2016	75-84	Sikhism	(Other)	236
