SA4_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
203,15413,26928,12221,12769,5460,2014,74812,1872,1061,227,119,52,12,3342,263,361,120,85,27,7,867,2130,1419,344,212,77,18,4207,4311,1749,302,115,26,9,6517,43,25,4,0,0,0,69,48,30,7,4,0,0,86,41,20,9,3,3,3,74,4448,1824,318,122,25,11,6745,232,106,24,10,8,4,385,35,15,5,11,3,3,65,54,64,29,28,12,8,183,321,186,48,45,25,14,640,0,4,3,0,3,0,9,22313,30366,12934,13148,5594,2055,86413,17495,29139,13226,13690,5831,2191,81573,2125,993,210,84,24,12,3454,362,481,157,104,41,8,1152,2487,1476,368,185,68,25,4599,4544,2155,430,164,36,4,7346,57,41,4,0,0,0,109,41,42,8,0,0,0,88,44,28,7,3,0,0,80,4685,2260,452,169,39,4,7620,296,139,17,12,0,0,465,9,4,4,4,0,3,19,31,39,24,14,0,3,116,332,182,40,27,3,9,602,6,8,8,4
204,11277,19412,7656,7769,3667,1356,51133,1112,596,125,48,13,6,1904,46,42,17,8,0,0,114,1160,645,138,56,17,9,2017,2002,852,159,63,19,10,3111,14,7,3,0,0,0,22,12,8,3,0,3,0,29,34,12,5,0,0,0,52,2064,882,170,74,21,7,3213,304,131,20,18,5,3,479,51,33,9,8,4,4,116,78,72,27,25,12,3,211,425,240,60,51,19,8,807,0,9,0,0,4,0,8,14925,21181,8026,7944,3725,1385,57177,12861,21041,7889,7636,3570,1408,54398,1579,660,120,63,14,3,2442,38,60,23,16,10,3,148,1621,721,144,83,17,7,2587,2015,800,160,70,17,3,3069,11,3,0,0,3,0,19,8,14,0,3,0,0,29,23,3,0,0,0,0,27,2062,824,165,80,20,3,3145,332,102,17,6,3,0,458,34,24,6,11,3,0,77,87,121,49,47,10,10,315,452,240,72,58,13,8,843,14,15,0,6
205,19117,31504,11623,11793,5663,2275,81981,1300,557,108,51,24,3,2046,66,73,17,16,5,0,173,1359,629,123,66,29,6,2217,3599,1207,188,76,25,7,5102,30,14,3,3,0,0,53,5,0,0,0,0,0,5,34,15,0,3,0,0,61,3670,1236,193,84,31,12,5222,550,200,34,29,4,4,822,34,32,10,16,3,4,100,80,92,27,23,14,5,242,659,326,75,62,22,12,1159,3,8,3,0,0,0,17,24815,33703,12017,12010,5745,2308,90593,21399,34270,12561,11980,5600,2408,88214,2055,1101,231,178,76,15,3657,105,116,37,25,8,5,291,2159,1212,260,206,84,23,3949,3607,1313,260,80,19,6,5290,36,25,10,0,0,0,66,0,0,0,0,0,0,0,28,12,0,4,0,0,42,3675,1345,269,83,21,11,5399,626,275,30,20,10,3,967,22,19,11,3,5,3,67,58,68,16,18,14,3,179,710,357,59,41,24,9,1207,5,20,7,8
206,12385,20111,11080,10950,4144,1459,60127,7666,10279,3838,2208,579,151,24720,4192,6902,3318,2281,698,236,17633,11860,17180,7158,4487,1282,384,42357,13853,9421,2375,954,228,71,26896,13975,9612,1845,641,123,41,26250,14274,13648,3382,1347,438,239,33332,120,65,22,12,3,3,222,42222,32749,7626,2957,789,356,86695,12,11,3,4,0,0,26,157,0,3,3,0,0,161,321,406,161,105,37,20,1055,487,417,172,114,37,22,1242,23,24,3,6,0,0,57,66985,70483,26032,18509,6253,2218,190481,12877,20462,11987,12332,4536,1511,63702,6853,9171,3931,2284,552,155,22950,5084,8280,4133,2888,790,260,21442,11940,17454,8069,5170,1337,415,44388,13928,11022,2873,1098,223,69,29212,14336,11527,2536,762,156,69,29393,18685,17982,4665,1651,470,303,43755,56,39,16,6,0,3,114,46996,40564,10084,3516,853,449,102467,8,3,0,0,0,0,14,6,3,0,0,0,0,10,322,377,152,111,25,22,1004,335,386,152,111,25,22,1027,50,49,20,18
207,13796,25704,15383,19052,8365,2617,84914,4475,3999,1409,816,204,58,10965,1119,1774,1032,772,198,61,4949,5591,5773,2442,1590,403,119,15912,6207,4540,1529,731,170,59,13247,1522,1290,337,111,37,8,3306,448,375,85,34,0,0,941,56,45,16,4,3,0,127,8245,6245,1969,882,209,70,17616,14,9,4,8,0,0,38,8,0,0,0,0,0,11,108,107,50,34,12,11,317,129,118,58,39,15,11,375,15,10,0,0,0,0,26,27777,37852,19847,21561,8993,2816,118847,13883,25366,15570,19942,8570,2643,85973,4511,3989,1557,973,219,69,11323,1369,2330,1317,1035,302,94,6444,5882,6316,2871,2013,520,167,17772,5209,4305,1487,680,178,50,11908,1848,1594,428,171,35,14,4091,1127,751,165,69,15,4,2126,67,47,10,3,5,0,134,8252,6694,2087,930,225,63,18249,5,0,0,0,0,0,6,0,0,0,0,0,0,0,89,96,45,36,7,3,287,97,103,45,36,7,3,295,15,17,4,8
208,15503,26300,15068,19002,7711,2248,85828,6297,5390,1810,1091,270,72,14930,1447,2416,1128,901,225,65,6187,7748,7807,2940,1989,495,136,21111,13406,8331,2341,1036,197,74,25387,1062,677,155,58,12,8,1969,310,216,55,18,10,0,603,70,45,18,6,0,3,143,14853,9270,2569,1116,219,82,28109,207,63,7,11,0,3,288,5,0,0,0,0,0,12,197,196,73,53,22,13,557,407,257,86,62,23,10,854,46,14,10,3,0,0,82,38552,43650,20676,22171,8451,2482,135979,15403,25710,15149,20715,8350,2388,87713,6556,5801,2215,1405,334,87,16395,1918,3038,1548,1238,317,100,8161,8475,8838,3764,2651,643,184,24559,11833,8633,2780,1313,266,91,24917,1231,1156,301,106,17,7,2818,834,404,95,31,10,7,1381,53,33,15,0,5,0,101,13953,10223,3190,1455,291,99,29212,175,39,11,0,3,0,230,5,0,0,0,0,0,13,193,191,104,58,16,12,570,374,231,116,56,21,14,809,23,32,10,3
209,17141,33959,21091,25593,10893,4480,113159,3759,2808,980,578,201,100,8425,663,996,572,389,115,51,2783,4420,3800,1548,966,318,155,11205,4415,3018,1170,533,185,65,9386,235,116,26,12,6,0,394,138,111,27,18,7,0,305,63,52,22,15,3,0,163,4858,3302,1241,576,198,67,10248,33,22,26,17,5,3,106,23,8,8,3,0,0,42,74,68,29,35,18,14,231,127,94,54,56,20,13,374,4,3,10,0,3,0,19,26551,41163,23949,27190,11430,4717,135005,20643,38513,23229,27526,11486,4893,126295,3126,2595,1131,692,228,149,7911,1006,1482,946,642,212,115,4395,4128,4077,2075,1330,441,258,12310,4456,3152,1281,638,192,83,9799,425,324,87,35,3,0,879,221,243,78,38,4,5,596,68,43,15,17,5,0,150,5178,3758,1463,721,211,90,11424,40,15,0,3,4,0,63,15,14,4,3,0,3,43,50,75,36,32,16,6,214,107,105,41,41,17,4,321,17,15,6,8
210,13134,24928,15210,17226,8246,4211,82947,1973,1714,802,661,290,176,5614,409,659,376,366,131,83,2023,2383,2370,1178,1033,424,258,7641,2551,1591,629,309,96,53,5226,55,53,15,5,3,0,129,40,32,15,12,4,0,96,42,29,12,8,3,0,104,2686,1707,671,336,104,60,5557,230,73,19,15,3,0,343,14,3,4,0,0,0,26,40,33,22,20,7,7,129,284,112,47,33,14,8,500,3,4,0,3,3,0,10,18482,29115,17096,18624,8793,4533,96649,15038,26864,16305,18307,8662,4911,90085,2175,2000,989,825,414,201,6601,686,1045,647,523,249,170,3324,2866,3038,1630,1355,665,366,9920,2380,1762,719,398,124,47,5439,88,73,32,20,3,4,231,92,84,32,36,4,0,251,22,15,3,0,0,0,36,2581,1940,788,454,136,60,5956,193,35,5,4,0,0,240,3,3,0,0,0,0,7,43,40,28,14,8,7,141,241,76,35,20,8,7,388,10,18,6,10
211,22422,44420,25253,30182,13547,4909,140726,6177,3823,938,434,117,37,11529,502,770,306,218,55,21,1880,6680,4593,1249,653,173,53,13407,3986,2328,717,320,109,41,7493,42,35,11,3,0,0,88,16,6,8,3,0,0,43,113,47,9,8,9,0,184,4157,2414,745,335,113,43,7807,286,81,16,19,5,4,415,41,7,3,6,0,0,65,48,52,26,30,18,11,186,376,141,42,57,26,12,668,3,12,4,0,3,0,20,33643,51573,27290,31231,13860,5019,162620,24540,46406,26377,30466,13076,4898,145760,6698,4537,1306,668,187,74,13472,665,1061,581,403,124,36,2873,7366,5601,1885,1066,310,112,16339,3215,2049,729,342,102,25,6465,127,149,41,10,0,0,335,162,125,42,17,5,0,345,97,34,13,17,5,0,163,3607,2357,829,381,114,33,7313,271,72,18,5,4,0,369,6,10,3,0,0,0,24,45,33,26,27,6,3,146,325,112,46,31,10,3,532,12,17,4,6
212,24789,49632,31308,35137,15723,8089,164672,3793,3309,1305,1011,333,156,9914,475,763,539,433,152,67,2431,4268,4072,1847,1444,484,222,12340,7299,5530,2473,1467,471,218,17462,146,151,42,28,5,0,375,92,66,27,17,12,3,214,77,47,17,5,7,7,163,7612,5797,2562,1520,496,227,18215,408,102,34,30,11,4,592,23,17,12,15,3,0,68,59,46,24,30,17,10,183,491,165,63,70,31,16,834,0,3,0,3,0,0,7,37161,59680,35784,38165,16726,8561,196072,27751,53524,34634,38824,17230,9873,181827,3832,3536,1768,1499,451,247,11329,774,1452,1057,941,362,173,4760,4601,4993,2830,2439,810,422,16091,6745,5760,2858,1775,640,279,18059,304,282,112,45,11,0,762,535,370,176,100,35,12,1222,105,66,35,25,7,4,239,7688,6478,3180,1946,683,303,20276,674,188,25,6,3,3,898,8,4,0,0,0,0,19,48,58,34,27,14,9,194,728,249,63,38,19,10,1107,24,23,14,12
213,22953,41911,27240,29903,13234,6669,141909,3358,3209,1531,1293,545,256,10187,986,1780,1012,802,300,123,5002,4349,4986,2536,2094,843,373,15187,6300,3844,1367,689,232,118,12547,382,340,131,57,17,0,939,322,132,54,20,9,0,544,87,50,26,9,0,5,176,7098,4364,1579,778,262,128,14207,257,81,9,19,6,0,369,20,9,9,3,3,3,44,82,113,46,40,20,20,322,358,200,67,61,32,22,741,8,4,5,9,0,0,24,34759,51466,31429,32840,14372,7185,172065,28194,50337,33808,36039,15868,8637,172885,3128,2945,1339,938,368,186,8904,1315,2508,1420,1226,369,176,7012,4438,5454,2757,2164,739,365,15920,6214,4339,1809,980,340,167,13850,696,500,193,84,33,13,1529,703,494,174,61,27,12,1467,58,24,22,3,3,5,110,7674,5356,2194,1136,405,190,16959,309,93,15,3,0,0,417,9,3,3,0,0,0,15,88,75,59,43,13,12,283,403,164,74,42,13,11,712,31,19,14,10
214,16565,28776,13238,13665,5832,2226,80310,3336,1857,308,148,34,15,5697,254,343,84,49,15,12,753,3586,2200,397,198,48,26,6449,3319,1617,337,106,21,9,5421,61,37,14,8,0,0,113,19,10,6,3,0,0,40,43,21,3,5,0,0,73,3451,1685,357,121,29,11,5651,531,235,29,22,3,5,819,42,15,8,6,3,3,77,32,37,16,18,11,0,102,603,287,51,41,13,4,1001,4,7,0,5,0,0,12,24215,32951,14037,14026,5926,2276,93422,17673,30051,13986,14881,6132,2385,85102,3578,2381,494,182,68,16,6725,451,644,203,121,25,13,1466,4037,3032,690,311,89,30,8190,4021,2147,501,209,51,13,6943,130,42,21,4,0,0,199,24,24,3,7,0,0,60,33,13,7,7,3,0,59,4200,2228,537,221,54,20,7254,601,251,22,11,6,0,891,3,3,0,0,0,0,9,24,30,6,8,4,0,74,634,284,25,18,8,0,976,18,13,4,3
215,11574,18679,7030,7150,3740,1636,49817,1084,577,116,65,23,7,1880,24,33,11,7,3,3,81,1114,612,127,72,27,8,1959,2366,762,155,48,24,10,3357,4,0,0,0,0,0,6,3,0,0,0,0,0,3,27,14,4,7,3,0,52,2397,775,160,52,24,10,3418,505,219,35,20,14,14,804,69,15,0,3,0,3,97,58,87,32,41,17,6,244,634,319,71,68,30,21,1144,3,3,0,0,0,0,5,15719,20386,7385,7349,3823,1678,56349,13054,19236,7059,6663,3467,1586,51068,1178,469,109,65,21,3,1848,52,49,15,11,3,0,141,1232,518,132,81,23,5,1985,2217,731,186,66,18,0,3227,5,3,0,0,0,0,10,0,0,0,0,0,0,0,9,4,3,0,0,0,21,2235,739,187,66,18,7,3255,420,161,21,15,3,4,621,21,8,3,0,0,6,36,55,83,17,20,6,3,189,495,252,44,34,7,12,849,10,11,3,5
216,7467,14139,5853,5996,3237,1421,38110,966,470,82,32,13,10,1573,21,18,8,8,6,3,54,990,490,91,40,14,7,1630,2019,946,188,74,20,16,3276,11,3,0,0,0,0,11,3,3,0,3,0,0,10,8,6,0,0,3,0,17,2042,966,190,79,27,16,3315,423,212,20,16,7,0,685,30,25,9,0,3,0,70,30,52,19,24,13,4,141,486,291,52,39,20,3,893,0,4,0,0,0,0,11,10982,15889,6180,6152,3299,1449,43960,8929,15180,6008,5890,3023,1548,40581,768,405,103,54,18,7,1359,29,39,14,9,0,0,92,796,446,117,62,20,7,1452,2235,922,201,75,22,13,3474,27,8,3,0,0,0,40,3,0,0,0,0,0,3,13,7,3,0,0,0,21,2273,942,209,75,22,13,3537,393,186,16,9,8,3,619,5,3,3,3,0,0,11,31,33,10,10,11,0,88,427,223,34,24,15,6,721,12,19,10,3
217,9508,14514,5723,5838,3109,1261,39952,798,441,122,91,49,18,1522,69,73,27,24,18,0,211,869,516,150,111,66,18,1728,1476,601,118,39,4,3,2246,15,15,5,3,0,0,53,14,9,3,3,0,0,23,17,4,3,0,0,0,30,1525,636,129,42,8,3,2344,165,65,25,7,9,4,274,23,3,4,4,7,0,36,69,75,32,47,9,8,230,255,145,52,60,20,11,544,19,17,9,5,0,4,57,12182,15827,6062,6064,3198,1294,44631,10361,15470,5788,5788,2966,1214,41588,802,377,83,52,21,13,1333,81,119,37,21,7,0,278,881,493,122,72,29,13,1611,1665,556,133,37,13,3,2404,58,15,3,0,0,0,78,8,4,3,0,0,0,16,14,3,0,3,0,0,25,1748,581,145,45,13,3,2524,134,48,8,5,0,0,204,24,3,0,3,3,0,39,44,51,18,20,0,6,133,203,99,29,24,9,6,382,0,5,6,3
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,8554,19998,10413,11746,4952,2001,57660,1795,1246,251,136,42,16,3486,1248,1338,513,252,66,26,3434,3038,2582,760,390,102,37,6920,1532,608,99,32,15,3,2291,98,117,27,9,0,0,256,31,24,4,4,0,0,64,30,21,8,0,0,0,58,1692,771,135,46,20,3,2669,482,191,27,10,5,0,717,3,0,0,0,0,0,7,17,22,12,7,6,3,57,500,210,39,12,13,6,778,3,3,0,3,0,0,9,13788,23572,11348,12192,5091,2048,68037,9775,22130,11667,12952,5402,2338,64256,2143,1100,217,98,31,16,3604,1323,1475,664,314,103,34,3911,3461,2580,882,410,139,50,7515,1432,636,168,53,7,10,2299,134,150,37,3,0,0,322,50,63,12,4,0,0,122,35,31,9,5,4,0,80,1644,880,216,61,10,11,2819,287,135,14,3,4,0,441,4,3,0,3,0,0,10,21,20,10,8,3,0,59,308,157,23,14,6,4,507,10,6,0,4
302,10704,19151,9613,9023,3905,1543,53931,1469,906,227,120,33,16,2762,984,1075,368,178,61,10,2675,2450,1979,589,295,87,28,5438,3095,1401,260,104,23,9,4897,1008,665,133,36,12,0,1860,56,66,8,0,0,0,134,34,16,9,0,0,0,58,4195,2147,409,145,35,10,6938,323,103,7,0,0,0,434,0,0,0,0,0,0,3,14,18,13,7,4,0,48,333,119,20,9,10,0,484,17,6,0,0,7,0,29,17691,23397,10627,9480,4043,1578,66814,10556,19535,10170,10101,4021,1787,56161,1940,1107,269,119,34,10,3475,1320,1496,721,279,75,30,3915,3257,2599,988,393,109,38,7389,2897,1678,480,144,40,14,5256,1183,865,206,72,25,3,2352,428,509,101,30,3,0,1073,40,16,6,3,3,0,80,4543,3073,794,255,73,24,8764,350,99,21,13,3,0,482,0,0,0,0,0,0,0,20,20,10,5,3,0,54,369,115,25,18,5,9,539,12,8,3,3
303,13630,27038,15139,15656,6999,3297,81754,1476,1164,409,234,61,23,3366,1827,2561,1348,620,130,50,6538,3294,3725,1754,858,193,73,9903,4721,2574,664,262,76,23,8329,1664,1136,236,69,13,4,3114,177,133,31,24,0,0,362,81,29,8,9,0,0,128,6636,3876,939,359,89,21,11933,495,184,42,22,8,0,747,3,6,0,0,0,0,11,26,24,10,10,6,3,78,521,210,51,33,9,5,832,9,10,3,3,3,0,34,24092,34865,17882,16911,7304,3403,104451,13245,26706,16047,16740,7491,3782,84009,1559,1291,644,364,130,75,4054,2302,3423,1924,1088,303,128,9165,3861,4719,2572,1449,429,199,13220,3997,2597,821,365,106,48,7941,1784,1480,372,139,41,4,3817,516,476,139,72,6,4,1220,91,75,21,7,0,3,201,6390,4624,1353,589,159,60,13179,481,139,30,16,3,4,680,3,0,0,0,0,0,3,37,27,5,5,3,4,82,523,170,31,29,6,8,765,15,11,3,7
304,6501,15081,8667,10010,4140,1414,45809,409,321,96,50,15,3,889,673,867,423,172,28,10,2169,1076,1189,521,225,46,9,3059,1464,1050,311,119,21,6,2970,947,1151,318,93,20,3,2528,559,686,190,83,15,3,1528,29,15,3,0,3,0,46,2997,2906,821,287,54,14,7078,9,7,3,0,0,0,17,0,0,0,0,0,0,3,12,10,3,0,0,0,19,16,14,10,0,0,0,42,0,0,0,0,0,0,4,10590,19189,10009,10524,4239,1440,55990,6612,14972,8834,10499,4367,1491,46783,705,557,176,113,30,20,1603,766,1020,514,278,87,22,2685,1473,1579,693,388,121,38,4285,1518,1153,389,181,31,3,3275,934,1128,390,135,20,9,2617,643,806,299,136,23,7,1916,53,39,6,0,0,0,99,3144,3117,1087,453,78,22,7910,0,3,0,0,0,0,6,0,0,0,0,0,0,3,5,9,3,3,0,0,23,10,10,3,3,0,0,30,11,3,6,0
305,7807,13599,7410,7248,3030,1090,40192,560,516,150,98,33,10,1363,1418,1951,732,274,65,18,4464,1971,2472,884,369,99,31,5825,7197,4558,881,293,61,23,13012,4482,4058,758,226,42,10,9583,4657,5563,1260,507,91,35,12113,111,51,6,4,3,0,184,16455,14230,2903,1032,195,72,34891,53,34,3,0,0,3,96,289,3,0,0,0,0,295,68,71,22,20,15,0,190,411,105,28,19,16,5,580,29,19,12,5,0,0,61,26670,30420,11239,8677,3343,1200,81551,7174,13062,7853,8530,3596,1131,41350,526,530,192,94,28,6,1372,1901,2580,1136,476,118,29,6242,2423,3108,1327,565,143,35,7607,6655,4553,1143,400,85,29,12877,5151,4980,1126,348,65,15,11689,5806,6892,1706,717,127,47,15302,65,31,17,5,0,0,121,17676,16451,3998,1474,279,91,39981,41,36,3,3,0,0,79,6,3,0,0,0,0,10,43,62,17,19,8,0,150,89,94,23,20,5,3,242,49,26,7,3
