SA4_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
502,0,3,125,27,15,9,20,20,94,118,146,62,30,14,23,582,8,9,9,9,16,45,57,38,9,13,3,10,210,29,19,17,29,27,81,66,79,20,14,11,28,423,63,51,36,73,66,238,264,290,105,57,39,59,1335,442,193,194,347,388,1346,1962,3133,1397,943,505,444,11295
503,33,6,131,41,4,4,5,8,47,45,81,38,72,80,19,449,23,7,9,6,18,30,36,51,29,42,38,13,310,34,16,12,20,22,40,31,40,27,32,46,13,325,103,29,24,35,48,137,129,191,110,163,199,49,1215,896,205,179,241,353,1036,992,1991,1450,2366,4117,565,14385
504,10,17,404,62,28,23,56,85,240,316,400,186,130,62,60,1636,47,22,26,52,43,116,138,163,72,35,21,27,767,100,55,58,80,96,205,247,278,130,75,36,67,1427,218,110,121,202,257,618,774,932,440,255,131,172,4235,1322,524,499,886,1145,3659,4805,9427,5764,3778,1786,1270,34871
505,25,26,708,112,47,48,110,136,407,547,730,324,220,120,101,2905,73,43,35,58,96,306,308,319,116,116,59,54,1583,172,79,67,138,168,387,406,442,193,126,93,95,2366,385,174,165,327,447,1214,1380,1642,718,524,300,278,7562,2835,1091,956,1753,2253,6982,9088,17476,11760,9641,5590,2527,71941
506,17,24,562,106,54,41,90,131,373,619,612,270,185,99,74,2663,59,28,35,58,109,210,232,275,104,79,52,53,1295,162,86,77,116,153,423,403,414,133,106,49,108,2230,349,175,171,281,417,1110,1347,1437,572,410,221,258,6743,2448,914,919,1517,2111,6429,9111,15782,8982,6654,3678,2024,60568
507,30,13,532,71,35,34,79,120,318,480,583,257,159,81,79,2300,56,26,22,56,74,182,191,235,86,71,43,44,1088,107,62,60,89,139,300,291,314,120,89,57,96,1725,255,133,131,250,352,897,1047,1266,514,355,211,232,5653,1953,813,694,1233,1643,5266,7287,13614,7679,6285,3937,1732,52140
509,0,3,129,32,28,39,56,58,120,99,78,32,21,7,27,591,5,7,14,8,24,44,36,18,3,5,3,11,173,38,32,24,42,41,83,30,44,17,15,8,21,391,87,75,79,129,136,270,181,159,56,37,14,65,1286,878,417,383,737,875,2182,1903,2268,977,787,410,571,12389
510,4,0,22,7,0,0,0,6,18,13,28,14,33,10,6,136,0,0,0,0,0,5,0,11,0,0,0,0,23,9,4,3,6,4,6,9,17,6,13,11,3,78,11,3,9,11,9,27,30,59,24,43,16,14,255,94,37,33,46,56,198,251,462,375,554,432,135,2671
511,0,3,108,22,15,19,27,43,116,96,100,29,16,11,28,510,10,4,7,16,11,34,26,27,9,10,3,7,152,24,19,13,26,29,62,45,52,18,14,3,26,329,51,41,40,70,88,232,193,194,60,42,21,68,1105,425,203,230,374,564,1740,1834,2534,1197,894,419,455,10872
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,4,7,332,51,35,39,114,168,411,308,172,37,32,8,44,1435,35,37,40,63,99,205,143,58,27,6,5,19,740,83,63,52,96,121,218,167,80,32,14,7,46,975,185,144,140,311,434,934,676,348,105,55,25,115,3477,1111,726,621,1339,1910,5155,5198,4497,1528,1120,625,711,24536
602,3,9,169,27,21,30,70,106,224,123,48,15,10,4,19,685,18,12,17,36,50,100,65,31,10,0,0,12,342,41,43,32,76,72,143,73,31,3,3,3,29,551,95,81,88,193,248,522,281,118,37,20,11,58,1750,658,508,476,1010,1460,3639,2902,1863,581,434,230,504,14263
603,0,5,44,8,9,9,26,32,61,31,11,9,4,0,7,208,5,0,3,16,7,23,13,3,0,0,0,0,68,6,10,13,24,23,26,22,9,0,0,0,7,135,22,26,32,65,60,123,71,29,9,6,0,18,450,237,208,209,337,405,926,780,512,151,100,55,166,4087
604,0,10,156,27,36,30,77,107,196,88,32,11,3,0,15,613,11,11,18,37,47,61,31,12,3,0,0,8,237,42,22,32,37,66,97,50,16,7,0,3,13,384,81,73,80,170,243,402,184,79,22,11,5,48,1393,587,433,496,913,1320,3007,2050,1261,355,243,140,393,11195
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,10,9,120,20,9,12,19,23,77,111,148,107,93,42,26,681,10,3,3,6,8,35,40,55,29,20,10,9,229,20,12,12,28,14,63,92,82,44,35,26,18,443,52,26,22,48,48,189,253,321,192,168,87,67,1475,324,143,125,227,318,1104,1415,2624,2260,2441,1324,539,12854
702,0,0,40,8,12,11,7,14,38,48,55,18,10,0,10,234,0,0,0,0,3,19,18,11,0,3,0,0,62,8,0,4,6,5,23,16,20,4,7,4,6,95,19,17,17,10,16,90,91,96,32,21,9,13,435,85,55,49,83,129,431,608,824,453,335,163,120,3346
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,31,13,476,48,39,26,44,81,219,361,538,237,153,74,55,1876,28,25,16,48,53,157,172,253,99,90,34,31,1010,70,42,46,70,92,239,258,335,127,86,41,54,1438,157,104,92,166,246,665,865,1269,520,370,182,146,4802,1814,675,569,964,1381,3987,5780,11637,7320,6421,3655,1319,45523
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,3,0,0,0,0,0,0,7,0,0,3,3,0,12,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,3,11,3,0,3,3,0,28,14,8,3,10,19,51,51,41,15,9,7,10,246
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
