SA4_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
203,94,102,197,6936,6473,13406,313,299,605,7342,6869,14214,110,104,210,7403,6863,14272,318,298,614,7835,7267,15095,112,96,204,8011,7307,15317,322,275,595,8444,7677,16120,80,63,152,7780,7451,15232,296,256,554,8157,7774,15933,59,64,125,6696,6594,13286,326,249,577,7080,6903,13984,59,46,102,5974,6119,12090,263,218,477,6296,6382,12675,41,57,99,6906,7252,14158,295,225,517,7240,7531,14770,50,42,94,7353,8013,15366,282,251,541,7690,8311,16001,38,39,77,7704,8355,16056,292,247,546,8039,8639,16681,40,44,77,7701,8369,16072,317,251,570,8059,8668,16727,41,41,85,7352,7736,15088,313,277,584,7703,8055,15757,26,30,54,6886,7272,14158,340,285,629,7245,7589,14837,18,13,30,5387,5702,11090,250,238,496,5658,5957,11609,19,36,63,15189,19277,34471,978,1355,2331,16189,20673,36866,797,774,1572,107272,112790,220063,4911,4725,9639,112979,118292,231275,120,116,231,7711,7277,14987,323,294,622,8151,7688,15842,131,134,268,7626,7214,14837,336,266
204,83,80,167,4394,4181,8575,165,173,330,4640,4432,9076,108,95,208,4867,4724,9588,229,199,432,5205,5019,10225,90,100,190,5662,5262,10919,274,243,508,6023,5596,11623,78,80,161,5496,4803,10299,220,197,415,5797,5076,10870,61,72,133,3665,3392,7057,183,110,297,3910,3576,7488,36,38,73,3276,3390,6669,131,108,235,3446,3533,6983,27,42,71,3928,4216,8142,154,125,279,4112,4389,8500,36,58,93,4566,4987,9554,193,158,348,4791,5203,9994,39,54,94,5233,5531,10759,221,182,399,5489,5760,11249,38,39,77,5446,5776,11219,252,198,447,5733,6009,11741,31,38,69,5365,5359,10724,251,176,429,5644,5572,11218,23,17,45,5230,5169,10400,227,188,424,5485,5380,10869,15,18,28,4213,4161,8372,176,186,362,4399,4363,8759,32,21,60,10288,12239,22532,610,849,1455,10929,13110,24045,699,748,1445,71627,73190,144816,3272,3088,6362,75590,77032,152628,126,140,265,4665,4416,9075,182,181,357,4971,4740,9704,118,129,249,4766,4553,9319,192,178
205,202,174,374,6434,6304,12736,317,347,666,6958,6826,13778,214,206,425,7559,7015,14568,400,396,797,8173,7615,15786,209,216,429,8455,8120,16574,406,428,832,9073,8766,17841,168,164,333,7968,7658,15627,369,324,696,8505,8156,16658,114,96,212,5735,5653,11382,280,252,530,6126,6000,12121,98,97,192,5055,5162,10220,231,217,455,5379,5483,10865,80,104,181,5767,6272,12041,281,248,529,6123,6625,12745,87,111,197,6854,7379,14235,335,268,600,7272,7759,15032,87,85,180,7559,8166,15730,359,319,676,8013,8573,16584,66,78,153,8238,8796,17034,385,319,699,8692,9189,17883,55,60,114,8179,8480,16654,401,330,726,8635,8862,17500,53,50,110,8201,8250,16447,390,305,696,8648,8608,17253,24,40,65,6772,6777,13551,294,320,620,7089,7141,14232,53,68,118,17658,20299,37955,1163,1499,2664,18868,21866,40733,1519,1558,3074,110421,114326,224747,5613,5578,11186,117545,121459,239008,263,276,535,7589,7094,14687,355,367,729,8206,7741,15944,216,216,428,7234,7113,14345,364,329
206,61,75,132,10333,10114,20447,1024,975,2001,11426,11162,22582,54,56,111,7707,7464,15169,691,675,1371,8452,8194,16644,41,45,88,7082,6811,13896,655,600,1259,7779,7461,15243,56,57,111,9555,10581,20137,1232,1038,2267,10844,11669,22516,85,88,177,20429,24162,44589,3446,2789,6229,23964,27037,51001,105,111,213,25141,26875,52020,3674,2806,6482,28919,29793,58716,93,90,180,23655,24409,48058,2962,2335,5294,26702,26827,53534,82,72,152,19401,19282,38678,2284,1684,3965,21763,21032,42800,74,62,134,14862,14389,29259,1738,1155,2895,16680,15608,32290,45,47,95,12577,12973,25550,1437,1077,2516,14057,14099,28156,47,42,87,10889,11512,22401,1212,943,2155,12148,12491,24647,35,23,57,9884,10394,20272,1139,956,2090,11050,11363,22417,17,24,33,7583,7587,15174,935,702,1641,8535,8311,16845,31,48,80,20312,25912,46229,2482,2732,5216,22828,28699,51533,814,830,1637,199414,212465,411878,24920,20466,45390,225148,233760,458907,63,66,126,12137,11598,23736,923,902,1827,13124,12565,25685,49,59,102,8909,8780,17688,697,649
207,18,21,33,8976,8500,17472,381,308,691,9374,8825,18197,27,16,39,9276,8895,18162,372,342,713,9667,9255,18924,21,17,32,9846,9285,19134,388,383,771,10255,9678,19934,25,27,51,10901,10809,21714,463,435,901,11391,11271,22664,26,19,43,11986,11629,23619,680,466,1142,12691,12117,24803,18,19,34,9416,9358,18773,537,416,955,9967,9787,19757,18,17,30,9366,10205,19573,441,357,800,9826,10583,20402,10,15,25,10544,12103,22649,431,463,894,10990,12576,23565,16,15,36,10944,12408,23346,431,384,809,11385,12801,24189,6,15,20,11011,12153,23164,436,389,827,11454,12561,24014,14,14,27,9870,11049,20924,392,393,782,10274,11458,21729,10,14,25,9055,10608,19657,394,375,764,9454,10997,20445,7,5,14,7756,8331,16086,327,342,666,8092,8673,16763,15,18,37,21374,29094,50473,1243,1838,3085,22632,30950,53589,232,218,448,150308,164424,314733,6906,6887,13800,157449,171534,328985,12,21,29,8727,8354,17083,276,265,544,9012,8639,17654,24,17,44,9580,9165,18745,293,247
208,34,21,52,10794,10576,21370,617,603,1219,11438,11209,22646,30,27,50,10531,9772,20299,591,518,1104,11148,10310,21461,25,21,51,10164,9562,19729,529,546,1079,10725,10126,20850,21,23,49,10206,9881,20087,618,521,1139,10841,10421,21270,27,24,48,10450,10258,20705,837,616,1453,11306,10895,22199,24,31,52,9988,10054,20049,815,566,1381,10836,10647,21485,23,21,45,11371,12526,23902,704,678,1382,12106,13218,25324,31,17,53,12887,14413,27299,705,658,1365,13623,15087,28714,11,30,47,12653,13759,26410,695,611,1314,13364,14403,27773,24,24,44,12249,13064,25314,685,611,1301,12956,13705,26658,20,9,29,10933,11702,22641,602,567,1172,11557,12284,23840,14,14,24,10105,10723,20825,607,552,1158,10718,11289,22002,8,8,12,7403,8019,15423,456,477,936,7874,8505,16376,20,28,51,22000,31159,53159,1834,2811,4648,23853,34003,57858,311,291,607,161732,175471,337205,10300,10338,20641,172344,186106,358455,38,35,72,11815,11148,22967,535,491,1024,12396,11670,24064,34,28,69,11486,11236,22726,493,424
209,134,174,306,12373,11564,23939,694,670,1360,13196,12406,25602,148,151,299,12653,11830,24489,733,628,1360,13531,12605,26144,147,130,280,12868,12268,25131,639,612,1246,13652,13010,26663,133,171,301,13574,13007,26576,707,619,1328,14417,13794,28211,121,113,236,13572,12987,26560,850,617,1470,14536,13722,28262,71,102,176,11897,11897,23798,722,547,1271,12688,12547,25240,51,91,142,13107,14080,27189,627,564,1196,13791,14729,28523,73,80,151,14356,15462,29813,704,633,1335,15130,16174,31303,62,79,140,13751,14956,28702,701,612,1309,14506,15647,30156,50,72,125,13630,14572,28208,660,581,1248,14349,15223,29576,50,51,100,12100,12812,24906,602,555,1156,12751,13415,26171,37,36,72,11110,11604,22711,572,536,1107,11717,12175,23893,22,29,49,8422,8529,16950,475,447,924,8925,8998,17920,21,40,62,20398,25313,45704,1394,1745,3146,21814,27102,48913,1114,1321,2434,183803,190880,374679,10090,9361,19442,195006,201553,396563,182,188,367,14470,13465,27939,706,639,1336,15356,14287,29645,171,156,325,13399,12630,26032,594,557
210,97,89,187,9452,8890,18346,668,582,1252,10219,9567,19785,88,85,174,10024,9516,19541,695,664,1359,10811,10265,21069,121,79,209,10356,9931,20288,658,622,1277,11137,10634,21775,94,65,163,10030,9684,19712,559,582,1138,10680,10326,21010,66,71,138,8819,8750,17572,551,445,1001,9437,9271,18706,42,37,76,8385,8738,17124,482,424,903,8909,9196,18099,44,64,110,9342,9937,19279,482,447,926,9867,10446,20315,57,67,120,10367,11299,21662,582,526,1112,11002,11890,22895,41,36,69,10319,11061,21379,516,505,1020,10870,11597,22473,28,29,56,9558,9805,19360,497,458,948,10083,10287,20370,34,20,50,8130,8442,16573,435,415,858,8608,8878,17486,20,24,47,7381,7978,15360,389,426,814,7787,8432,16222,13,11,22,6012,6036,12048,362,375,739,6390,6417,12807,14,35,48,15457,18653,34118,1155,1384,2538,16632,20071,36707,775,699,1474,133635,138730,272364,8031,7855,15882,142439,147281,289715,99,95,196,10616,10044,20660,670,598,1265,11389,10735,22125,108,79,191,10396,9882,20277,641,598
211,80,104,185,14349,13458,27812,637,605,1244,15075,14160,29236,114,127,239,15274,14568,29848,621,626,1240,16002,15325,31328,113,112,227,16208,15762,31974,669,687,1360,16992,16564,33554,94,94,186,16945,16140,33087,659,621,1282,17694,16859,34555,68,49,114,14705,14118,28821,590,524,1114,15367,14688,30055,62,63,125,12625,12635,25261,527,399,926,13215,13093,26312,57,59,114,14447,15557,30005,540,488,1026,15041,16106,31146,69,74,140,16296,17609,33907,634,557,1185,16996,18236,35236,55,49,104,16509,18018,34523,657,613,1266,17226,18676,35895,46,49,93,16712,17838,34545,664,570,1231,17419,18452,35874,40,37,72,15233,16407,31639,603,551,1152,15872,16986,32866,25,38,64,14438,15230,29665,564,584,1150,15028,15852,30880,25,28,51,10966,11281,22246,523,444,964,11508,11751,23250,37,45,79,23274,29345,52621,1326,1830,3165,24639,31220,55864,880,911,1796,217983,227974,445956,9206,9086,18295,228076,237969,466039,101,123,224,14802,13838,28646,511,386,900,15420,14345,29765,118,105,222,14812,13866,28674,520,409
212,145,143,292,18290,17311,35603,1168,1131,2300,19607,18584,38194,154,166,319,19213,18041,37250,1261,1169,2430,20621,19373,40001,145,134,281,20475,18938,39418,1314,1080,2390,21936,20152,42089,119,113,229,20470,18999,39464,1314,937,2254,21899,20044,41945,66,92,165,21001,19932,40937,1457,1078,2533,22526,21107,43633,64,75,139,18691,18459,37151,1129,926,2055,19882,19463,39343,75,93,162,19250,20226,39474,1083,982,2062,20407,21294,41703,76,87,164,20506,22072,42583,1102,1006,2108,21688,23165,44852,64,69,133,20516,21157,41674,1094,929,2018,21673,22152,43826,58,50,106,19679,20218,39904,1038,914,1945,20772,21178,41952,37,43,85,17217,17884,35103,929,813,1742,18189,18739,36926,32,29,64,15630,16468,32098,841,818,1664,16506,17316,33821,24,19,41,12459,12698,25155,696,646,1342,13173,13373,26545,36,51,90,29744,35683,65430,2059,2604,4671,31839,38342,70181,1103,1159,2261,273145,278090,551238,16480,15030,31517,290727,294282,585010,154,172,326,21780,20686,42470,1123,983,2106,23063,21842,44903,164,159,316,20821,19541,40364,987,887
213,139,134,272,17588,16660,34244,1332,1211,2541,19059,18006,37061,148,136,286,16908,16127,33032,1210,1147,2355,18262,17410,35671,146,147,294,17179,16349,33529,1171,1135,2299,18493,17628,36124,148,136,281,16803,15870,32669,1117,979,2096,18063,16983,35047,112,79,191,17160,16618,33777,1309,975,2287,18585,17669,36257,103,91,194,17830,18364,36195,1234,931,2164,19160,19389,38545,108,88,194,19679,20959,40641,1160,1038,2200,20946,22083,43026,102,90,190,19594,20864,40459,1132,995,2129,20827,21948,42773,77,70,151,18535,18872,37404,1063,916,1974,19676,19852,39529,56,62,118,16901,17716,34610,974,885,1857,17926,18658,36583,44,52,99,15266,15222,30485,944,817,1757,16250,16089,32336,26,35,61,13086,13048,26138,815,711,1531,13931,13794,27731,22,22,42,9264,8664,17929,611,548,1163,9901,9234,19137,31,39,70,20286,25174,45457,1683,2026,3708,22002,27231,49238,1261,1171,2431,236078,240493,476569,15746,14310,30059,253084,255972,509056,229,195,428,23047,22247,45291,1499,1463,2957,24772,23902,48677,188,195,380,19761,18853,38623,1314,1215
214,84,70,160,7328,6851,14176,516,500,1021,7935,7421,15355,87,104,190,7801,7397,15197,590,603,1194,8475,8109,16583,90,87,174,8427,8007,16438,611,646,1258,9130,8736,17868,67,88,156,8553,7783,16331,604,494,1102,9223,8364,17587,67,54,124,6504,6428,12932,489,380,866,7057,6863,13917,44,35,78,5858,6131,11992,371,350,725,6273,6519,12797,41,44,86,7158,7541,14701,471,442,916,7675,8030,15706,40,46,85,8070,8927,16995,511,505,1019,8620,9474,18097,44,45,88,8218,9032,17252,561,514,1079,8822,9594,18421,35,37,72,8336,8820,17155,552,491,1040,8926,9340,18269,35,39,71,7491,7996,15489,492,452,947,8024,8481,16509,20,17,42,7487,8163,15646,465,409,878,7971,8591,16561,12,9,24,6318,7087,13407,368,440,805,6692,7540,14238,20,26,41,17567,21655,39219,1358,1767,3132,18943,23448,42391,682,708,1388,115116,121818,236931,7970,7998,15970,123762,130518,254283,109,109,212,8191,7884,16072,434,392,822,8729,8382,17117,106,87,197,8110,7488,15600,416,409
215,187,198,388,4123,3938,8060,162,208,375,4469,4348,8823,191,193,386,4942,4777,9725,196,203,393,5327,5169,10497,197,202,405,5388,5204,10588,231,210,446,5815,5616,11437,143,178,322,4896,4451,9348,160,174,332,5203,4796,10002,104,133,235,3375,3095,6463,162,109,278,3646,3336,6977,80,103,183,3295,3420,6719,142,113,252,3516,3638,7149,84,99,182,3701,4039,7741,151,122,273,3937,4264,8202,77,89,163,4495,4674,9170,156,127,284,4728,4893,9621,80,104,176,4898,5022,9919,183,151,336,5155,5282,10434,71,74,150,5281,5202,10475,182,147,329,5535,5424,10958,41,62,97,4922,4764,9686,179,131,305,5140,4951,10093,42,53,97,4818,4530,9343,184,155,343,5037,4740,9784,28,36,64,3839,3794,7633,163,166,329,4028,3992,8028,44,63,110,11008,13264,24275,677,936,1612,11735,14261,25996,1369,1588,2952,68973,70174,139149,2937,2952,5892,73281,74708,147988,294,255,546,4260,3965,8227,190,194,376,4739,4407,9145,261,217,481,4271,3990,8258,209,203
216,181,174,357,3625,3344,6965,167,191,351,3968,3706,7676,183,198,384,4280,3909,8187,201,194,402,4668,4307,8975,211,176,385,4344,4155,8503,196,205,399,4755,4537,9290,142,147,287,3959,3711,7666,183,172,349,4275,4029,8305,100,132,233,2877,2698,5577,151,105,259,3133,2940,6069,77,92,163,2609,2938,5547,102,83,183,2788,3111,5900,83,92,173,3217,3432,6649,134,114,242,3430,3634,7061,71,112,186,3840,3917,7756,175,139,312,4085,4164,8251,57,70,130,3917,4171,8085,168,175,339,4143,4411,8555,54,63,111,4164,4034,8192,206,149,357,4420,4244,8661,43,57,101,3823,3903,7724,157,133,292,4032,4086,8117,48,49,101,3667,3651,7318,165,154,319,3883,3853,7739,33,34,61,3091,2998,6090,170,126,298,3292,3154,6445,45,68,106,8362,9697,18053,501,661,1165,8907,10422,19332,1330,1453,2784,55764,56557,112321,2684,2593,5272,59779,60599,120384,242,229,471,3786,3561,7343,220,218,435,4244,4009,8254,196,185,379,3816,3542,7355,217,228
217,70,83,157,3410,3350,6761,145,133,276,3625,3565,7198,85,79,165,3995,3841,7832,169,153,326,4247,4073,8327,75,85,155,4589,4183,8773,166,170,338,4836,4429,9270,63,79,150,4165,3958,8123,174,145,317,4400,4184,8586,59,39,102,2976,2690,5667,145,95,243,3186,2825,6009,35,38,66,2649,2716,5368,105,83,188,2788,2842,5626,39,31,73,3194,3213,6407,115,96,207,3345,3344,6692,30,37,64,3551,3853,7409,113,89,204,3703,3976,7676,33,51,86,4048,4280,8328,138,105,244,4222,4429,8656,33,30,67,4174,4332,8505,160,111,275,4368,4474,8842,21,16,39,4110,4018,8133,146,108,260,4282,4146,8429,15,15,34,3870,3765,7627,144,143,290,4024,3925,7948,12,19,25,3012,2995,6006,147,116,265,3164,3126,6298,24,47,70,8093,10296,18386,496,662,1154,8612,11001,19611,606,645,1251,55835,57486,113319,2368,2211,4580,58813,60344,119153,104,83,186,3653,3385,7037,144,151,292,3897,3617,7515,106,107,208,3663,3533,7199,150,141
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,5,0,5,0,0,0,6,0,6,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,8,0,6,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,6,0,0,0,41,4,42,3,0,4,49,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,7,5,13,165,145,311,20,17,36,193,157,353,0,0,6,87,93,184,13,10,20,104,100,206,3,4,4,82,83,159,5,11,12,92,93,178,7,7,9,180,169,354,17,19,40,206,194,402,12,3,13,418,390,800,38,35,68,465,422,882,8,3,7,441,365,810,41,36,78,489,400,894,6,0,7,431,277,710,54,29,87,492,306,800,4,0,3,334,206,538,39,20,60,378,222,604,7,0,12,257,137,391,24,14,41,290,150,445,3,4,9,197,128,320,23,15,40,222,147,369,3,0,3,159,107,260,15,10,23,170,118,289,0,0,3,142,145,289,18,11,28,161,155,323,0,0,0,111,100,209,14,10,24,126,108,231,3,0,3,186,180,364,23,38,57,209,222,425,62,31,90,3189,2506,5700,342,258,599,3598,2798,6394,13,16,25,201,183,386,20,16,35,232,220,448,3,5,13,111,116,228,14,9
301,198,207,405,5919,5579,11499,288,282,575,6405,6067,12473,194,197,389,6409,6022,12431,325,293,624,6934,6511,13449,213,218,433,6747,6466,13210,310,329,638,7269,7013,14281,198,192,392,6533,6344,12882,303,260,558,7030,6799,13832,121,104,228,5370,5152,10523,301,188,495,5791,5451,11244,94,109,203,4501,4730,9224,195,174,370,4793,5010,9800,102,111,217,5555,6129,11681,230,210,439,5894,6450,12343,86,118,208,6221,7036,13260,259,269,524,6567,7421,13991,80,107,185,6731,7390,14117,316,296,610,7121,7790,14912,56,88,145,6725,7349,14076,301,254,558,7086,7695,14787,59,62,119,6303,6621,12926,300,244,548,6660,6929,13591,43,49,94,6002,6076,12080,268,241,514,6310,6369,12679,32,44,68,4527,4625,9160,191,176,364,4750,4845,9592,43,65,101,10447,12941,23389,583,760,1344,11076,13763,24838,1516,1678,3194,87993,92468,180460,4177,3973,8151,93685,98117,191806,249,250,502,6783,6310,13100,270,245,519,7308,6811,14119,240,230,473,6871,6432,13305,295,281
302,198,185,382,5177,4994,10169,277,235,513,5652,5416,11063,202,181,381,4827,4652,9476,229,233,464,5256,5062,10323,198,176,374,5078,4869,9948,269,252,524,5542,5301,10842,149,159,310,5424,5059,10489,248,218,466,5826,5437,11257,129,120,252,5381,5531,10914,272,218,494,5781,5873,11660,111,132,248,5332,5476,10813,271,199,473,5721,5806,11527,90,114,204,6079,6547,12626,259,240,497,6430,6903,13332,94,117,211,5958,6531,12495,238,214,451,6289,6862,13157,77,93,172,5745,6100,11850,258,236,493,6082,6429,12514,54,92,151,5603,6142,11745,244,211,457,5906,6451,12353,58,81,135,5190,5495,10682,273,217,493,5521,5790,11309,40,42,82,4861,5099,9953,213,193,403,5108,5335,10441,25,28,57,3643,4066,7706,170,174,337,3832,4269,8100,23,42,71,10204,14403,24603,728,1132,1867,10964,15577,26543,1447,1567,3018,78498,84973,163477,3960,3967,7924,83911,90508,174412,207,194,404,6109,5589,11697,259,265,526,6574,6056,12632,184,179,365,5249,5116,10369,230,240
303,230,192,421,8890,8304,17196,512,446,956,9628,8947,18571,201,171,369,8338,7977,16320,431,418,850,8967,8573,17542,222,195,416,8500,8145,16647,434,365,802,9153,8715,17863,179,194,378,9473,9133,18607,436,389,822,10087,9725,19810,161,163,318,11766,11955,23719,813,560,1376,12738,12675,25412,146,151,300,10579,10638,21220,642,452,1092,11365,11247,22607,130,177,302,10667,11103,21768,551,430,983,11344,11710,23050,95,134,227,10166,10906,21076,537,387,922,10801,11423,22227,102,103,200,9626,10169,19797,494,379,874,10216,10656,20871,66,101,165,8938,9842,18780,423,317,741,9429,10260,19688,53,90,142,8204,8928,17127,376,349,722,8627,9370,17998,48,50,97,7593,7875,15470,382,309,686,8022,8234,16252,24,39,62,5643,5682,11318,310,248,556,5971,5966,11940,32,58,90,13595,18000,31599,882,1208,2089,14506,19266,33771,1674,1819,3496,131970,138674,270639,7206,6265,13467,140847,146758,287606,205,224,429,9657,9339,18993,458,429,883,10317,9986,20311,231,178,407,8796,8387,17185,428,349
304,44,59,105,4774,4319,9095,176,159,336,4998,4534,9539,50,77,125,4835,4692,9524,191,178,374,5074,4949,10026,68,66,137,5321,5021,10344,196,190,380,5583,5276,10856,71,64,136,6305,6501,12807,280,236,511,6658,6795,13448,63,58,123,7254,7351,14602,455,392,855,7776,7802,15578,41,28,71,4945,4905,9853,290,214,506,5282,5157,10435,39,36,81,4883,5376,10258,245,197,433,5167,5610,10768,30,44,77,5187,5789,10970,205,205,408,5420,6035,11455,31,30,62,5225,5823,11052,238,196,432,5496,6050,11551,27,25,57,5154,5951,11102,201,192,397,5385,6171,11554,22,21,43,4834,5383,10221,216,178,393,5072,5587,10658,9,11,16,4784,5078,9865,194,173,365,4988,5257,10250,9,11,13,3552,3492,7042,161,120,278,3716,3617,7336,13,14,23,7090,9513,16604,400,734,1137,7508,10262,17763,520,545,1069,74152,79184,153337,3457,3363,6822,78122,83100,161221,53,58,111,5251,4734,9988,151,118,271,5460,4912,10371,75,73,152,5452,4887,10337,143,158
305,83,62,146,4975,4713,9686,409,389,802,5466,5166,10632,69,60,133,3968,3987,7953,313,290,607,4348,4341,8692,76,67,141,3828,3933,7763,338,284,623,4244,4288,8528,88,128,215,5031,5683,10711,584,485,1066,5701,6291,11994,146,151,290,10127,11599,21725,1681,1361,3050,11950,13106,25061,107,94,199,10417,10527,20943,1469,1108,2569,11989,11730,23718,110,80,190,9345,9309,18653,1077,779,1854,10531,10171,20699,110,83,194,8162,7780,15941,831,601,1428,9102,8462,17559,81,65,154,6756,6553,13310,725,523,1248,7568,7144,14716,70,56,125,5904,5949,11852,649,522,1175,6616,6533,13149,51,51,97,5461,5398,10857,590,458,1049,6100,5906,12002,23,30,52,5002,4849,9851,573,429,1003,5606,5307,10907,14,13,28,3413,3340,6752,366,311,676,3797,3663,7465,24,55,77,7616,10309,17925,902,988,1885,8539,11354,19893,1052,993,2047,89995,93929,183925,10506,8533,19039,101555,103460,205013,61,57,119,5572,5348,10921,318,271,586,5948,5672,11619,61,59,117,5002,4779,9778,224,207
