SA4_CODE_2016,Pre_sch_C06_M,Pre_sch_C06_F,Pre_sch_C06_P,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Infan_Prim_Govt_C06_M,Infan_Prim_Govt_C06_F,Infan_Prim_Govt_C06_P,Infan_Prim_Govt_C11_M,Infan_Prim_Govt_C11_F,Infan_Prim_Govt_C11_P,Infan_Prim_Govt_C16_M,Infan_Prim_Govt_C16_F,Infan_Prim_Govt_C16_P,Infan_Prim_Cath_C06_M,Infan_Prim_Cath_C06_F,Infan_Prim_Cath_C06_P,Infan_Prim_Cath_C11_M,Infan_Prim_Cath_C11_F,Infan_Prim_Cath_C11_P,Infan_Prim_Cath_C16_M,Infan_Prim_Cath_C16_F,Infan_Prim_Cath_C16_P,Inf_Pri_Oth_No_Gov_C06_M,Inf_Pri_Oth_No_Gov_C06_F,Inf_Pri_Oth_No_Gov_C06_P,Inf_Pri_Oth_No_Gov_C11_M,Inf_Pri_Oth_No_Gov_C11_F,Inf_Pri_Oth_No_Gov_C11_P,Inf_Pri_Oth_No_Gov_C16_M,Inf_Pri_Oth_No_Gov_C16_F,Inf_Pri_Oth_No_Gov_C16_P,Inf_Primary_Tot_C06_M,Inf_Primary_Tot_C06_F,Inf_Primary_Tot_C06_P,Inf_Primary_Tot_C11_M,Inf_Primary_Tot_C11_F,Inf_Primary_Tot_C11_P,Inf_Primary_Tot_C16_M,Inf_Primary_Tot_C16_F,Inf_Primary_Tot_C16_P,Sec_Govern_C06_M,Sec_Govern_C06_F,Sec_Govern_C06_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Catholic_C06_M,Sec_Catholic_C06_F,Sec_Catholic_C06_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Oth_Non_Gov_C06_M,Sec_Oth_Non_Gov_C06_F,Sec_Oth_Non_Gov_C06_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Tot_C06_M,Sec_Tot_C06_F,Sec_Tot_C06_P,Sec_Tot_C11_M,Sec_Tot_C11_F,Sec_Tot_C11_P,Sec_Tot_C16_M,Sec_Tot_C16_F,Sec_Tot_C16_P,Tech_FTS_15_24_C06_M,Tech_FTS_15_24_C06_F,Tech_FTS_15_24_C06_P,Tech_FTS_15_24_C11_M,Tech_FTS_15_24_C11_F,Tech_FTS_15_24_C11_P,Tech_FTS_15_24_C16_M,Tech_FTS_15_24_C16_F,Tech_FTS_15_24_C16_P,Tech_FTS_25ove_C06_M,Tech_FTS_25ove_C06_F,Tech_FTS_25ove_C06_P,Tech_FTS_25ove_C11_M,Tech_FTS_25ove_C11_F,Tech_FTS_25ove_C11_P,Tech_FTS_25ove_C16_M,Tech_FTS_25ove_C16_F,Tech_FTS_25ove_C16_P,Tech_PTS_15_24_C06_M,Tech_PTS_15_24_C06_F,Tech_PTS_15_24_C06_P,Tech_PTS_15_24_C11_M,Tech_PTS_15_24_C11_F,Tech_PTS_15_24_C11_P,Tech_PTS_15_24_C16_M,Tech_PTS_15_24_C16_F,Tech_PTS_15_24_C16_P,Techn_PTS_25over_C06_M,Techn_PTS_25over_C06_F,Techn_PTS_25over_C06_P,Techn_PTS_25over_C11_M,Techn_PTS_25over_C11_F,Techn_PTS_25over_C11_P,Techn_PTS_25over_C16_M,Techn_PTS_25over_C16_F,Techn_PTS_25over_C16_P,Tec_F_Pt_stu_st_ns_C06_M,Tec_F_Pt_stu_st_ns_C06_F,Tec_F_Pt_stu_st_ns_C06_P,Tec_F_Pt_stu_st_ns_C11_M,Tec_F_Pt_stu_st_ns_C11_F,Tec_F_Pt_stu_st_ns_C11_P,Tec_F_Pt_stu_st_ns_C16_M,Tec_F_Pt_stu_st_ns_C16_F,Tec_F_Pt_stu_st_ns_C16_P,Tech_Tot_C06_M,Tech_Tot_C06_F,Tech_Tot_C06_P,Tech_Tot_C11_M,Tech_Tot_C11_F,Tech_Tot_C11_P,Tech_Tot_C16_M,Tech_Tot_C16_F,Tech_Tot_C16_P,U_Ft_s_15_24_06_C_M,U_Ft_s_15_24_06_C_F,U_Ft_s_15_24_06_C_P,U_Ft_s_15_24_11_C_M,U_Ft_s_15_24_11_C_F,U_Ft_s_15_24_11_C_P,U_Ft_s_15_24_16_C_M,U_Ft_s_15_24_16_C_F,U_Ft_s_15_24_16_C_P,U_Ft_s_25over_06_C_M,U_Ft_s_25over_06_C_F,U_Ft_s_25over_06_C_P,U_Ft_s_25over_11_C_M,U_Ft_s_25over_11_C_F,U_Ft_s_25over_11_C_P,U_Ft_s_25over_16_C_M,U_Ft_s_25over_16_C_F,U_Ft_s_25over_16_C_P,U_Pt_s_15_24_06_C_M,U_Pt_s_15_24_06_C_F,U_Pt_s_15_24_06_C_P,U_Pt_s_15_24_11_C_M,U_Pt_s_15_24_11_C_F,U_Pt_s_15_24_11_C_P,U_Pt_s_15_24_16_C_M,U_Pt_s_15_24_16_C_F,U_Pt_s_15_24_16_C_P,U_Pt_s_25over_06_C_M,U_Pt_s_25over_06_C_F,U_Pt_s_25over_06_C_P,U_Pt_s_25over_11_C_M,U_Pt_s_25over_11_C_F,U_Pt_s_25over_11_C_P,U_Pt_s_25over_16_C_M,U_Pt_s_25over_16_C_F,U_Pt_s_25over_16_C_P,U_F_Pt_s_s_ns_06_C_M,U_F_Pt_s_s_ns_06_C_F,U_F_Pt_s_s_ns_06_C_P,U_F_Pt_s_s_ns_11_C_M,U_F_Pt_s_s_ns_11_C_F,U_F_Pt_s_s_ns_11_C_P,U_F_Pt_s_s_ns_16_C_M,U_F_Pt_s_s_ns_16_C_F,U_F_Pt_s_s_ns_16_C_P,U_Tot_C06_M,U_Tot_C06_F,U_Tot_C06_P,U_Tot_C11_M,U_Tot_C11_F,U_Tot_C11_P,U_Tot_C16_M,U_Tot_C16_F,U_Tot_C16_P,Ot_ty_Ed_Ins_Ft_st_C06_M,Ot_ty_Ed_Ins_Ft_st_C06_F,Ot_ty_Ed_Ins_Ft_st_C06_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F
302,1330,1269,2600,1127,1033,2156,1324,1195,2521,4399,4188,8589,4578,4457,9034,5090,4793,9880,2012,1997,4015,2448,2358,4802,2605,2532,5138,369,411,788,507,540,1045,462,496,958,6788,6603,13389,7531,7349,14885,8157,7823,15980,2539,2371,4905,2648,2348,4997,3007,2802,5812,1987,1631,3614,2031,1725,3752,2314,2075,4385,621,768,1387,652,802,1460,721,862,1582,5144,4766,9913,5335,4876,10211,6042,5742,11780,271,273,540,393,382,775,331,351,686,119,194,319,253,358,613,273,431,706,484,306,783,430,339,772,383,283,667,541,776,1318,607,915,1525,526,899,1426,16,18,32,25,18,47,15,4,18,1439,1559,2993,1709,2014,3719,1531,1972,3505,1457,1925,3385,1778,2514,4286,2313,3036,5352,425,652,1074,540,791,1335,872,1202,2073,247,328,572,270,371,641,291,408,700,842,1177,2017,1034,1342,2371,1148,1810,2962,17,11,27,20,29,51,18,19,33,2992,4090,7087,3640,5042,8685,4643,6467,11116,87,149,235,226,260,487,242,299,540,244,529
303,2189,2106,4292,1868,1760,3631,2139,2097,4236,7994,7559,15558,8186,7768,15957,9005,8595,17602,2493,2398,4890,2922,2796,5720,2839,2723,5561,1241,1157,2399,1313,1309,2622,1392,1369,2759,11730,11117,22851,12419,11871,24293,13237,12685,25921,4370,4238,8612,4724,4564,9285,5470,5212,10685,2152,2072,4226,2249,2218,4472,2769,2622,5395,1723,1735,3452,1805,1755,3559,1826,1901,3730,8244,8049,16296,8780,8538,17314,10069,9739,19809,829,803,1636,1072,938,2007,874,813,1691,453,709,1164,692,955,1645,817,1228,2049,774,487,1265,710,431,1139,545,366,905,958,1350,2309,984,1464,2448,842,1343,2182,60,53,110,52,53,99,24,31,55,3072,3407,6481,3512,3838,7348,3099,3783,6881,5144,6001,11147,6819,8065,14882,8232,9067,17295,1593,1637,3233,2439,2313,4747,3490,3325,6816,490,601,1092,529,635,1165,702,810,1504,1717,2195,3913,1829,2493,4322,1970,2778,4746,67,57,129,71,72,140,43,54,101,9015,10493,19504,11695,13567,25262,14426,16030,30456,286,363,646,612,630,1250,789,862,1658,469,804
304,1349,1231,2578,1263,1106,2372,1324,1196,2525,4587,4368,8954,5189,4720,9907,5845,5408,11255,1403,1398,2809,1715,1620,3339,1592,1464,3056,879,817,1701,949,911,1860,907,771,1680,6874,6589,13461,7852,7257,15104,8346,7643,15990,2335,2242,4582,2583,2250,4835,3165,2810,5975,1003,1215,2223,970,1294,2265,1420,1568,2986,1973,1866,3836,1922,1721,3648,1897,1601,3498,5313,5323,10633,5474,5272,10746,6481,5981,12456,275,299,577,325,305,634,220,261,483,83,164,249,138,207,344,154,285,442,427,229,657,348,223,570,240,184,421,388,593,982,361,640,1001,381,585,964,16,17,38,11,18,31,6,4,7,1193,1313,2503,1184,1386,2579,1002,1307,2310,4855,5793,10649,5425,6130,11556,6090,7011,13097,1260,1319,2580,1415,1572,2989,1718,1816,3527,377,429,808,347,464,816,414,512,926,1227,1510,2735,1128,1592,2717,1227,1692,2916,32,26,54,24,28,55,22,36,55,7737,9085,16824,8343,9786,18132,9466,11060,20531,123,141,266,195,182,377,166,217,386,238,458
305,1279,1166,2448,1196,1166,2362,1327,1213,2542,3255,3356,6612,4184,3893,8080,4799,4666,9462,1535,1526,3059,1976,1976,3948,1915,1966,3883,505,544,1054,654,782,1440,692,690,1378,5296,5429,10730,6814,6653,13464,7412,7313,14727,1215,1065,2280,1345,1204,2557,1856,1668,3530,1412,1540,2949,1635,1566,3199,1985,2064,4048,1544,1610,3155,1701,1813,3519,2198,2061,4259,4171,4221,8388,4682,4588,9275,6041,5798,11840,454,519,978,515,507,1024,499,479,975,252,383,631,477,546,1021,587,877,1469,437,330,773,395,312,713,329,287,618,637,765,1400,735,912,1646,735,901,1629,28,15,44,15,8,29,14,10,19,1805,2020,3828,2142,2282,4432,2161,2543,4710,4114,5697,9811,5305,6980,12284,6824,8426,15247,1846,1940,3788,2426,2628,5051,3213,3267,6478,552,776,1333,555,730,1288,711,921,1634,1944,2493,4438,2147,2817,4962,2378,3048,5422,30,33,64,44,34,81,25,30,59,8495,10940,19433,10478,13190,23663,13152,15689,28842,410,529,940,512,490,1003,746,964,1712,492,751
306,1487,1380,2865,1213,1165,2377,1270,1187,2458,6478,6115,12594,6710,6262,12975,7099,6325,13426,2381,2258,4642,2648,2612,5262,2706,2817,5530,678,551,1226,769,753,1518,846,741,1588,9542,8923,18464,10126,9626,19757,10653,9887,20539,4394,4246,8637,4599,4659,9256,5200,4942,10140,1349,1459,2809,1677,1673,3349,2001,1921,3922,402,429,833,515,489,1002,552,593,1146,6143,6135,12278,6788,6820,13606,7754,7453,15208,167,187,354,197,190,389,184,226,411,108,293,400,192,391,584,251,546,795,366,298,670,330,382,717,313,379,688,500,1118,1619,545,1351,1892,509,1032,1540,34,28,60,32,23,59,20,25,44,1182,1924,3103,1297,2341,3639,1278,2198,3481,451,833,1284,596,1067,1658,802,1283,2083,284,556,843,352,793,1142,499,997,1503,130,155,283,128,259,386,153,297,451,532,1113,1646,613,1448,2060,703,1616,2324,12,18,28,14,15,29,9,25,34,1415,2672,4089,1706,3577,5276,2175,4221,6394,107,137,249,117,203,318,234,304,538,258,545
307,1016,848,1868,675,642,1317,693,667,1358,4584,4224,8809,4297,3764,8065,4200,3831,8031,1162,1184,2343,1429,1314,2748,1236,1273,2504,320,328,652,463,408,870,455,393,850,6070,5739,11806,6192,5483,11674,5889,5497,11387,2597,2579,5179,2651,2629,5282,2869,2682,5549,471,487,958,556,637,1199,687,612,1305,378,332,710,349,458,802,591,514,1105,3443,3403,6843,3555,3726,7282,4151,3809,7959,91,79,167,71,79,152,80,108,187,22,96,116,34,97,131,40,142,183,279,241,519,296,291,585,220,226,447,268,558,831,280,687,973,237,543,774,23,16,36,11,11,22,8,6,16,683,986,1672,692,1170,1863,586,1024,1606,96,178,275,125,240,367,191,318,509,41,116,159,60,172,233,82,199,280,48,113,159,55,138,198,57,152,212,197,365,557,247,502,751,232,614,844,6,0,5,6,7,9,0,12,15,388,771,1164,500,1052,1555,558,1295,1853,35,62,97,57,50,104,69,101,175,126,274
308,1466,1316,2778,1052,999,2047,1230,1230,2458,7397,7040,14435,7048,6387,13430,7385,6769,14158,1875,1730,3606,2426,2197,4622,2324,2245,4565,715,718,1439,902,929,1827,894,929,1826,9987,9493,19474,10370,9514,19883,10601,9944,20546,4057,3960,8019,4006,3843,7850,4473,4228,8698,1668,1670,3344,1919,1756,3669,2203,1956,4159,656,773,1431,612,864,1469,958,1065,2023,6386,6406,12792,6536,6457,12992,7633,7251,14884,120,159,281,167,183,346,143,153,300,57,149,206,69,166,234,87,198,282,602,498,1101,598,639,1238,468,486,960,463,992,1454,569,1282,1852,458,1091,1549,24,22,46,21,21,49,14,10,25,1260,1825,3090,1432,2286,3717,1175,1935,3111,608,821,1433,478,754,1235,617,1023,1641,250,451,694,215,419,635,299,605,902,208,362,567,201,377,578,249,483,730,713,1001,1721,693,1216,1906,711,1561,2278,10,25,32,13,15,29,6,19,20,1785,2663,4449,1602,2781,4384,1880,3696,5574,76,100,176,90,88,180,162,189,352,194,431
309,3422,3184,6604,3419,3103,6524,3965,3729,7690,12210,11534,23748,14067,12800,26859,15545,14526,30068,2325,2304,4629,2947,2883,5835,2969,2991,5958,3461,3383,6839,4109,4260,8369,4482,4480,8959,17998,17224,35220,21125,19938,41061,22993,21999,44988,7787,7459,15250,8917,8410,17329,10676,10040,20711,1286,1326,2611,1667,1795,3465,2235,2170,4398,3478,3588,7069,4163,4021,8187,4760,4748,9507,12558,12369,24926,14746,14228,28972,17666,16956,34620,702,684,1381,891,1040,1929,833,1040,1871,394,685,1078,557,1142,1699,742,1484,2225,1278,845,2125,1228,868,2101,1216,888,2110,1029,1781,2808,1424,2589,4010,1497,2575,4073,60,53,118,47,50,102,41,46,86,3463,4051,7513,4150,5692,9845,4329,6029,10358,3180,4334,7511,4741,6622,11361,6034,7664,13701,1185,1507,2696,1809,2608,4421,2341,3038,5377,414,587,1002,519,767,1289,632,998,1628,1094,1917,3012,1471,2814,4283,1742,3399,5137,35,63,97,51,70,126,56,63,118,5904,8407,14308,8598,12879,21478,10804,15159,25964,312,398,711,564,684,1244,762,1011,1770,551,1331
310,2141,1890,4030,1868,1759,3621,2256,2034,4288,9482,8872,18359,10356,9567,19918,11760,10943,22704,1684,1592,3273,2114,2000,4115,2306,2353,4666,1337,1312,2651,1589,1536,3125,1673,1746,3411,12505,11774,24277,14057,13101,27165,15737,15041,30778,4979,5162,10144,5815,5495,11302,7384,7090,14472,1312,1324,2634,1640,1621,3260,2017,1759,3775,1417,1503,2924,1719,1731,3448,2015,1987,4003,7707,7989,15701,9163,8845,18010,11411,10842,22253,328,408,737,457,586,1047,550,719,1274,144,308,448,265,439,706,419,941,1360,713,555,1267,714,631,1344,548,637,1181,674,1333,2007,833,1590,2420,786,1605,2396,36,28,63,37,33,69,13,32,48,1890,2632,4522,2306,3277,5583,2323,3935,6253,1122,1573,2702,1529,2301,3828,2275,2959,5237,366,580,945,565,896,1457,822,1371,2186,164,292,456,219,406,627,323,520,844,698,1050,1744,824,1532,2357,1117,1978,3094,17,24,39,14,26,40,15,24,43,2359,3513,5871,3151,5164,8317,4552,6852,11410,168,178,340,242,277,522,411,565,980,286,643
311,2286,2080,4368,1986,1842,3829,2190,2110,4300,10585,9885,20464,10653,9878,20533,11500,10846,22351,1496,1526,3025,1836,1832,3676,2092,2065,4159,1627,1651,3273,1805,1794,3599,2023,2048,4077,13705,13060,26767,14297,13505,27804,15615,14963,30583,6169,6112,12282,6696,6387,13086,7510,7273,14782,1075,1141,2216,1336,1368,2704,1774,1726,3504,1700,1702,3404,1841,1839,3683,2020,2010,4035,8939,8956,17896,9874,9593,19474,11303,11014,22319,399,448,843,543,704,1242,575,771,1344,198,389,583,317,624,936,433,941,1371,937,635,1572,733,596,1325,675,576,1252,704,1347,2047,811,1473,2283,766,1408,2169,35,46,82,42,47,88,30,33,63,2266,2860,5128,2444,3434,5882,2478,3729,6200,1082,1806,2888,1372,2167,3537,1863,2564,4425,339,613,952,447,787,1236,683,1073,1757,167,308,477,202,359,560,264,407,675,524,968,1497,674,1286,1958,759,1477,2239,10,16,27,14,25,38,14,18,31,2125,3711,5834,2710,4616,7327,3589,5537,9133,158,211,368,276,335,609,375,591,970,294,746
312,1199,1061,2260,892,785,1681,1035,937,1973,5569,5051,10618,5863,5464,11334,5788,5364,11150,1235,1157,2387,1520,1384,2900,1523,1569,3092,531,509,1033,563,579,1140,504,462,963,7328,6710,14043,7947,7431,15376,7821,7388,15206,3141,3154,6299,3316,3023,6337,3670,3509,7182,768,867,1640,958,994,1954,1242,1203,2451,442,447,894,511,511,1021,443,476,919,4352,4477,8829,4784,4523,9306,5355,5193,10547,59,65,125,113,98,213,100,119,216,27,79,107,63,108,164,84,152,233,443,368,817,481,424,904,321,285,606,431,803,1232,461,1026,1485,307,834,1139,15,19,36,19,13,26,14,8,20,978,1338,2311,1136,1663,2793,821,1396,2214,199,403,599,191,438,630,356,651,1007,66,227,295,65,213,282,133,439,572,126,198,322,126,268,398,141,310,451,454,659,1110,500,807,1308,508,1067,1576,9,7,18,8,13,21,3,11,12,849,1494,2345,893,1742,2633,1145,2475,3621,43,45,87,53,55,111,82,101,186,146,386
313,1480,1307,2794,1256,1204,2465,1351,1234,2588,7012,6706,13720,7565,6990,14558,7944,7245,15185,1005,969,1970,1207,1166,2371,1311,1325,2630,1025,955,1984,1208,1199,2410,1356,1335,2691,9044,8640,17680,9978,9355,19335,10602,9903,20512,4322,4319,8636,4426,4511,8933,5357,5164,10519,726,704,1437,939,962,1900,1223,1184,2411,768,795,1565,1099,1007,2105,1099,1108,2210,5816,5821,11633,6462,6484,12947,7683,7454,15138,219,254,476,307,392,696,273,431,706,82,218,301,117,372,490,178,550,727,524,352,876,553,437,992,416,373,793,463,929,1389,488,1079,1562,418,1041,1461,24,18,41,29,24,54,14,22,39,1317,1769,3082,1491,2302,3794,1303,2426,3725,532,867,1400,713,1278,1993,1014,1599,2619,156,318,479,188,543,727,298,749,1049,100,180,280,112,211,320,153,256,413,340,591,933,405,973,1373,497,1107,1599,9,16,24,8,14,20,9,13,15,1133,1980,3116,1425,3016,4439,1973,3722,5696,98,146,251,214,253,466,243,362,606,220,562
314,1350,1277,2625,1221,1166,2386,1584,1421,3000,5674,5323,10991,6215,5746,11959,7374,6775,14149,1191,1089,2278,1503,1548,3055,1614,1606,3219,967,929,1896,1318,1315,2634,1462,1480,2944,7829,7342,15172,9039,8617,17653,10452,9865,20316,3132,3070,6205,3468,3385,6850,4277,4068,8346,910,898,1802,1101,1034,2141,1366,1273,2637,1029,1079,2112,1321,1356,2682,1507,1555,3062,5073,5047,10121,5889,5782,11669,7157,6894,14048,188,198,389,283,267,547,293,319,616,59,118,171,98,201,305,154,389,538,469,269,738,467,322,788,435,322,752,429,700,1132,525,829,1355,479,922,1398,12,14,27,17,5,21,10,12,21,1158,1294,2456,1387,1631,3014,1359,1964,3326,869,1180,2049,1154,1696,2846,1612,2200,3815,207,337,541,210,489,703,435,767,1204,119,175,295,185,277,460,215,361,577,579,758,1336,659,1048,1705,836,1411,2241,12,15,26,8,18,26,7,18,29,1783,2460,4244,2211,3529,5747,3110,4753,7867,72,96,165,134,143,272,191,250,443,251,448
315,667,576,1240,515,530,1043,561,527,1091,3502,3278,6782,3481,3417,6894,3272,3154,6430,632,612,1243,692,643,1338,584,575,1164,106,81,194,82,86,168,147,139,282,4242,3978,8223,4256,4146,8399,4005,3867,7867,1518,1452,2975,1599,1491,3088,1508,1582,3092,212,224,436,298,247,548,417,359,771,49,62,109,95,90,193,140,137,278,1778,1744,3522,1996,1831,3822,2061,2077,4139,68,65,127,43,41,88,46,61,110,39,56,96,35,66,107,44,65,110,143,162,304,154,146,302,94,110,208,225,401,629,240,447,686,153,349,497,11,18,33,6,6,12,5,14,23,488,697,1193,485,707,1197,348,603,943,34,79,112,50,80,130,57,120,182,22,76,100,33,111,147,49,121,167,25,74,98,18,81,100,22,77,106,188,315,509,196,386,578,228,459,682,3,0,3,3,6,8,0,4,4,282,547,828,301,666,964,355,785,1140,53,55,109,70,56,124,50,65,116,91,186
316,2038,1941,3978,1817,1698,3514,2014,1794,3805,8773,8346,17121,9392,8767,18159,10368,9557,19926,1189,1178,2362,1638,1616,3253,1653,1716,3370,2407,2252,4656,2720,2444,5163,2725,2620,5345,12366,11777,24143,13753,12828,26579,14749,13889,28644,5902,5583,11485,6080,6045,12124,6836,6626,13461,766,786,1554,1178,1133,2313,1623,1652,3274,1974,2038,4010,2328,2410,4738,2730,2655,5385,8644,8405,17049,9593,9590,19175,11191,10930,22123,328,371,692,358,383,737,316,398,716,188,403,589,183,453,630,275,596,872,815,462,1281,664,444,1104,612,502,1108,693,1299,1990,801,1489,2296,720,1506,2222,39,26,69,21,23,46,13,19,32,2058,2556,4622,2026,2788,4812,1929,3021,4946,909,1577,2485,1447,2491,3940,2111,3235,5340,393,714,1108,644,1364,2005,980,1825,2803,162,280,444,253,427,678,338,535,876,640,1286,1928,796,1888,2686,1065,2382,3449,19,27,40,15,29,44,20,22,45,2123,3881,6003,3153,6195,9350,4515,7991,12509,139,202,346,193,284,477,265,425,693,332,782
317,1044,955,2002,786,785,1569,887,857,1745,4037,3829,7869,4172,3863,8035,4285,4109,8390,1237,1169,2403,1490,1387,2876,1367,1411,2778,1064,1155,2217,1194,1243,2444,1057,1190,2246,6334,6149,12482,6856,6493,13348,6711,6707,13421,2192,2147,4339,2323,2210,4537,2728,2571,5303,1169,1480,2645,1170,1285,2454,1330,1314,2644,1095,1216,2312,1304,1348,2652,1273,1418,2691,4454,4846,9296,4798,4847,9642,5329,5307,10628,109,199,313,118,189,306,161,258,423,65,172,236,97,210,304,123,316,438,409,311,722,379,321,698,307,305,610,392,641,1031,413,730,1141,382,686,1070,23,11,29,17,16,30,9,15,18,999,1334,2340,1019,1459,2477,986,1574,2554,1175,1691,2863,937,1551,2490,1097,1533,2635,490,557,1046,636,596,1228,670,723,1390,220,280,505,209,327,535,247,421,665,602,864,1460,616,1087,1705,733,1264,1994,9,11,24,3,15,19,14,4,21,2488,3402,5894,2396,3577,5975,2756,3949,6711,58,89,146,104,135,247,156,193,350,174,362
318,1490,1386,2874,1190,1118,2309,1342,1221,2563,6573,6036,12606,6387,5956,12339,6249,5960,12204,2405,2164,4570,2760,2728,5491,2786,2801,5587,779,724,1506,1068,998,2063,1050,1081,2129,9754,8929,18677,10216,9682,19902,10086,9834,19918,3685,3596,7279,3814,3667,7481,4068,3829,7892,1733,1737,3467,2034,2028,4060,2419,2383,4795,1034,1051,2081,1110,1076,2191,1419,1217,2637,6449,6377,12831,6955,6771,13729,7902,7429,15328,129,229,355,330,223,554,299,272,574,86,229,318,102,257,362,170,469,637,495,445,943,502,501,1001,410,375,787,525,1081,1605,550,1248,1795,464,1041,1505,33,14,50,25,26,52,21,14,33,1267,1997,3268,1508,2261,3769,1366,2175,3536,1535,2512,4046,1786,3026,4813,2116,3385,5496,480,889,1370,536,951,1489,803,1262,2065,219,303,524,278,400,677,251,419,675,740,1203,1950,712,1433,2145,957,1773,2735,20,24,45,17,14,29,11,28,39,2997,4936,7933,3332,5830,9159,4135,6869,11004,93,125,219,116,125,238,206,264,473,212,513
319,1768,1707,3475,1444,1254,2701,1425,1278,2701,9584,9091,18679,9322,8837,18163,8887,8221,17105,1332,1248,2576,1718,1631,3348,1539,1542,3084,1094,1062,2153,1404,1280,2685,1444,1280,2722,12013,11397,23408,12448,11748,24195,11865,11050,22915,5954,5605,11555,6004,5891,11892,6328,5925,12261,1071,1169,2237,1310,1444,2751,1421,1421,2839,695,716,1412,987,1041,2024,1241,1154,2393,7719,7484,15211,8298,8369,16671,8988,8497,17491,238,328,566,306,340,648,196,289,486,117,411,524,128,446,571,185,447,634,555,476,1034,597,549,1148,404,504,902,595,1405,1997,598,1576,2170,441,1222,1659,34,36,68,21,33,52,24,28,57,1544,2650,4195,1649,2943,4588,1246,2491,3738,293,597,886,292,701,989,460,870,1333,202,517,719,234,655,897,330,820,1150,108,216,320,112,276,391,147,289,435,424,912,1330,500,1233,1740,514,1522,2037,17,21,30,8,17,28,0,12,15,1033,2252,3287,1153,2883,4036,1453,3513,4967,116,127,248,179,212,393,249,314,556,292,647
397,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,7,9,11,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,3,0,0,0,3,3,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0
399,41,28,68,15,22,41,19,15,31,161,152,311,123,124,247,91,93,182,26,14,37,11,17,24,8,10,21,15,29,48,25,28,53,34,29,66,201,191,393,157,173,330,129,133,264,57,60,116,51,49,100,54,47,97,0,11,13,4,12,15,6,0,4,18,19,35,10,18,26,12,12,21,77,88,163,65,74,139,70,59,128,3,10,12,6,20,31,12,10,22,8,11,19,17,17,32,11,17,24,14,11,26,20,12,34,8,19,33,15,41,52,23,26,49,17,25,41,3,0,4,0,0,0,3,7,9,48,70,114,65,76,139,53,80,136,55,77,135,43,72,116,53,75,127,34,33,61,39,37,68,40,63,100,3,22,27,11,11,19,12,10,19,42,42,83,18,42,61,26,22,52,0,0,0,0,5,5,3,5,9,128,175,302,110,165,275,126,171,301,19,27,48,24,20,45,20,29,51,29,35
