SA3_NAME16	Year	LabourForceStatus	Sex	adults
Marrickville - Sydenham - Petersham	2011	Employed (part-time)	M	2791
Marrickville - Sydenham - Petersham	2011	Not in the labour force	F	6419
Marrickville - Sydenham - Petersham	2011	Not in the labour force	M	4958
Marrickville - Sydenham - Petersham	2011	Unemployed (looking for work)	F	701
Marrickville - Sydenham - Petersham	2011	Unemployed (looking for work)	M	885
Marrickville - Sydenham - Petersham	2016		F	1836
Marrickville - Sydenham - Petersham	2016		M	1948
Marrickville - Sydenham - Petersham	2016	Employed (away from work)	F	765
Marrickville - Sydenham - Petersham	2016	Employed (away from work)	M	557
Marrickville - Sydenham - Petersham	2016	Employed (full-time)	F	9287
Marrickville - Sydenham - Petersham	2016	Employed (full-time)	M	11398
Marrickville - Sydenham - Petersham	2016	Employed (part-time)	F	5087
Marrickville - Sydenham - Petersham	2016	Employed (part-time)	M	3186
Marrickville - Sydenham - Petersham	2016	Not in the labour force	F	6285
Marrickville - Sydenham - Petersham	2016	Not in the labour force	M	5043
Marrickville - Sydenham - Petersham	2016	Unemployed (looking for work)	F	728
Marrickville - Sydenham - Petersham	2016	Unemployed (looking for work)	M	839
Sydney Inner City	2006		F	15431
Sydney Inner City	2006		M	20209
Sydney Inner City	2006	Employed (away from work)	F	1918
Sydney Inner City	2006	Employed (away from work)	M	1996
Sydney Inner City	2006	Employed (full-time)	F	24238
Sydney Inner City	2006	Employed (full-time)	M	33826
Sydney Inner City	2006	Employed (part-time)	F	10106
Sydney Inner City	2006	Employed (part-time)	M	8028
Sydney Inner City	2006	Not in the labour force	F	16058
Sydney Inner City	2006	Not in the labour force	M	12924
Sydney Inner City	2006	Unemployed (looking for work)	F	1979
Sydney Inner City	2006	Unemployed (looking for work)	M	2473
Sydney Inner City	2011		F	9217
Sydney Inner City	2011		M	11903
Sydney Inner City	2011	Employed (away from work)	F	2389
Sydney Inner City	2011	Employed (away from work)	M	2177
Sydney Inner City	2011	Employed (full-time)	F	30021
Sydney Inner City	2011	Employed (full-time)	M	42315
Sydney Inner City	2011	Employed (part-time)	F	12972
Sydney Inner City	2011	Employed (part-time)	M	10344
Sydney Inner City	2011	Not in the labour force	F	18897
Sydney Inner City	2011	Not in the labour force	M	15606
Sydney Inner City	2011	Unemployed (looking for work)	F	2828
Sydney Inner City	2011	Unemployed (looking for work)	M	3282
Sydney Inner City	2016		F	11098
Sydney Inner City	2016		M	13852
Sydney Inner City	2016	Employed (away from work)	F	2833
Sydney Inner City	2016	Employed (away from work)	M	2470
Sydney Inner City	2016	Employed (full-time)	F	35482
Sydney Inner City	2016	Employed (full-time)	M	48757
Sydney Inner City	2016	Employed (part-time)	F	17771
Sydney Inner City	2016	Employed (part-time)	M	13900
Sydney Inner City	2016	Not in the labour force	F	25202
Sydney Inner City	2016	Not in the labour force	M	20539
Sydney Inner City	2016	Unemployed (looking for work)	F	3694
Sydney Inner City	2016	Unemployed (looking for work)	M	3968
Eastern Suburbs - North	2006		F	7270
Eastern Suburbs - North	2006		M	7961
Eastern Suburbs - North	2006	Employed (away from work)	F	1719
Eastern Suburbs - North	2006	Employed (away from work)	M	1490
Eastern Suburbs - North	2006	Employed (full-time)	F	16922
Eastern Suburbs - North	2006	Employed (full-time)	M	23048
Eastern Suburbs - North	2006	Employed (part-time)	F	9826
Eastern Suburbs - North	2006	Employed (part-time)	M	5197
Eastern Suburbs - North	2006	Not in the labour force	F	15341
Eastern Suburbs - North	2006	Not in the labour force	M	8589
Eastern Suburbs - North	2006	Unemployed (looking for work)	F	864
Eastern Suburbs - North	2006	Unemployed (looking for work)	M	1027
Eastern Suburbs - North	2011		F	5630
Eastern Suburbs - North	2011		M	5840
Eastern Suburbs - North	2011	Employed (away from work)	F	1798
Eastern Suburbs - North	2011	Employed (away from work)	M	1432
Eastern Suburbs - North	2011	Employed (full-time)	F	18431
Eastern Suburbs - North	2011	Employed (full-time)	M	25477
Eastern Suburbs - North	2011	Employed (part-time)	F	10627
Eastern Suburbs - North	2011	Employed (part-time)	M	5795
Eastern Suburbs - North	2011	Not in the labour force	F	15580
Eastern Suburbs - North	2011	Not in the labour force	M	8974
Eastern Suburbs - North	2011	Unemployed (looking for work)	F	1239
Eastern Suburbs - North	2011	Unemployed (looking for work)	M	1327
Eastern Suburbs - North	2016		F	5833
Eastern Suburbs - North	2016		M	5194
Eastern Suburbs - North	2016	Employed (away from work)	F	1693
Eastern Suburbs - North	2016	Employed (away from work)	M	1129
Eastern Suburbs - North	2016	Employed (full-time)	F	19894
Eastern Suburbs - North	2016	Employed (full-time)	M	26588
Eastern Suburbs - North	2016	Employed (part-time)	F	11861
Eastern Suburbs - North	2016	Employed (part-time)	M	6447
Eastern Suburbs - North	2016	Not in the labour force	F	15782
Eastern Suburbs - North	2016	Not in the labour force	M	9618
Eastern Suburbs - North	2016	Unemployed (looking for work)	F	1281
Eastern Suburbs - North	2016	Unemployed (looking for work)	M	1277
Eastern Suburbs - South	2006		F	4442
Eastern Suburbs - South	2006		M	4937
Eastern Suburbs - South	2006	Employed (away from work)	F	1747
Eastern Suburbs - South	2006	Employed (away from work)	M	1713
Eastern Suburbs - South	2006	Employed (full-time)	F	16726
Eastern Suburbs - South	2006	Employed (full-time)	M	23075
Eastern Suburbs - South	2006	Employed (part-time)	F	10361
Eastern Suburbs - South	2006	Employed (part-time)	M	5607
Eastern Suburbs - South	2006	Not in the labour force	F	17808
Eastern Suburbs - South	2006	Not in the labour force	M	13332
Eastern Suburbs - South	2006	Unemployed (looking for work)	F	1250
Eastern Suburbs - South	2006	Unemployed (looking for work)	M	1517
Eastern Suburbs - South	2011		F	3997
Eastern Suburbs - South	2011		M	4298
Eastern Suburbs - South	2011	Employed (away from work)	F	1926
Eastern Suburbs - South	2011	Employed (away from work)	M	1633
Eastern Suburbs - South	2011	Employed (full-time)	F	17760
Eastern Suburbs - South	2011	Employed (full-time)	M	24102
Eastern Suburbs - South	2011	Employed (part-time)	F	11389
Eastern Suburbs - South	2011	Employed (part-time)	M	6212
Eastern Suburbs - South	2011	Not in the labour force	F	19381
Eastern Suburbs - South	2011	Not in the labour force	M	15152
Eastern Suburbs - South	2011	Unemployed (looking for work)	F	1681
Eastern Suburbs - South	2011	Unemployed (looking for work)	M	1956
Eastern Suburbs - South	2016		F	4551
Eastern Suburbs - South	2016		M	4523
Eastern Suburbs - South	2016	Employed (away from work)	F	1888
Eastern Suburbs - South	2016	Employed (away from work)	M	1326
Eastern Suburbs - South	2016	Employed (full-time)	F	19256
Eastern Suburbs - South	2016	Employed (full-time)	M	25847
Eastern Suburbs - South	2016	Employed (part-time)	F	12853
Eastern Suburbs - South	2016	Employed (part-time)	M	7110
Eastern Suburbs - South	2016	Not in the labour force	F	20646
Eastern Suburbs - South	2016	Not in the labour force	M	17646
Eastern Suburbs - South	2016	Unemployed (looking for work)	F	2001
Eastern Suburbs - South	2016	Unemployed (looking for work)	M	2042
Bankstown	2006		F	3971
Bankstown	2006		M	3884
Bankstown	2006	Employed (away from work)	F	1872
Bankstown	2006	Employed (away from work)	M	2522
Bankstown	2006	Employed (full-time)	F	13529
Bankstown	2006	Employed (full-time)	M	24305
Bankstown	2006	Employed (part-time)	F	9686
Bankstown	2006	Employed (part-time)	M	5529
Bankstown	2006	Not in the labour force	F	28406
Bankstown	2006	Not in the labour force	M	17079
Bankstown	2006	Unemployed (looking for work)	F	1868
Bankstown	2006	Unemployed (looking for work)	M	2593
Bankstown	2011		F	3996
Bankstown	2011		M	3935
Bankstown	2011	Employed (away from work)	F	1943
Bankstown	2011	Employed (away from work)	M	2282
Bankstown	2011	Employed (full-time)	F	14367
Bankstown	2011	Employed (full-time)	M	25365
Bankstown	2011	Employed (part-time)	F	11062
Bankstown	2011	Employed (part-time)	M	6711
Bankstown	2011	Not in the labour force	F	30597
Bankstown	2011	Not in the labour force	M	19313
Bankstown	2011	Unemployed (looking for work)	F	2154
Bankstown	2011	Unemployed (looking for work)	M	2776
Bankstown	2016		F	4059
Bankstown	2016		M	3888
Bankstown	2016	Employed (away from work)	F	1883
Bankstown	2016	Employed (away from work)	M	1975
Bankstown	2016	Employed (full-time)	F	15532
Bankstown	2016	Employed (full-time)	M	26629
Bankstown	2016	Employed (part-time)	F	12739
Bankstown	2016	Employed (part-time)	M	8551
Bankstown	2016	Not in the labour force	F	32323
Bankstown	2016	Not in the labour force	M	21318
Bankstown	2016	Unemployed (looking for work)	F	2686
Bankstown	2016	Unemployed (looking for work)	M	3159
Canterbury	2006		F	3818
Canterbury	2006		M	4009
Canterbury	2006	Employed (away from work)	F	1487
Canterbury	2006	Employed (away from work)	M	1966
Canterbury	2006	Employed (full-time)	F	10551
Canterbury	2006	Employed (full-time)	M	18500
Canterbury	2006	Employed (part-time)	F	6793
Canterbury	2006	Employed (part-time)	M	5336
Canterbury	2006	Not in the labour force	F	22529
Canterbury	2006	Not in the labour force	M	13806
Canterbury	2006	Unemployed (looking for work)	F	1693
Canterbury	2006	Unemployed (looking for work)	M	2283
Canterbury	2011		F	3632
Canterbury	2011		M	3783
Canterbury	2011	Employed (away from work)	F	1571
Canterbury	2011	Employed (away from work)	M	1953
Canterbury	2011	Employed (full-time)	F	10829
Canterbury	2011	Employed (full-time)	M	19470
Canterbury	2011	Employed (part-time)	F	8160
Canterbury	2011	Employed (part-time)	M	6681
Canterbury	2011	Not in the labour force	F	23769
Canterbury	2011	Not in the labour force	M	15247
Canterbury	2011	Unemployed (looking for work)	F	1963
Canterbury	2011	Unemployed (looking for work)	M	2469
Canterbury	2016		F	3264
Canterbury	2016		M	3329
Canterbury	2016	Employed (away from work)	F	1427
Canterbury	2016	Employed (away from work)	M	1687
Canterbury	2016	Employed (full-time)	F	11867
Canterbury	2016	Employed (full-time)	M	21218
Canterbury	2016	Employed (part-time)	F	9993
Canterbury	2016	Employed (part-time)	M	8491
Canterbury	2016	Not in the labour force	F	24893
Canterbury	2016	Not in the labour force	M	16745
Canterbury	2016	Unemployed (looking for work)	F	2319
Canterbury	2016	Unemployed (looking for work)	M	2799
Hurstville	2006		F	2719
Hurstville	2006		M	2544
Hurstville	2006	Employed (away from work)	F	1544
Hurstville	2006	Employed (away from work)	M	1573
Hurstville	2006	Employed (full-time)	F	12366
Hurstville	2006	Employed (full-time)	M	20202
Hurstville	2006	Employed (part-time)	F	9187
Hurstville	2006	Employed (part-time)	M	4942
Hurstville	2006	Not in the labour force	F	20029
Hurstville	2006	Not in the labour force	M	12159
Hurstville	2006	Unemployed (looking for work)	F	1386
Hurstville	2006	Unemployed (looking for work)	M	1602
Hurstville	2011		F	2260
Hurstville	2011		M	2185
Hurstville	2011	Employed (away from work)	F	1569
Hurstville	2011	Employed (away from work)	M	1535
Hurstville	2011	Employed (full-time)	F	13383
Hurstville	2011	Employed (full-time)	M	21240
Hurstville	2011	Employed (part-time)	F	10137
Hurstville	2011	Employed (part-time)	M	5600
Hurstville	2011	Not in the labour force	F	21071
Hurstville	2011	Not in the labour force	M	13631
Hurstville	2011	Unemployed (looking for work)	F	1699
Hurstville	2011	Unemployed (looking for work)	M	1747
Hurstville	2016		F	2488
Hurstville	2016		M	2285
Hurstville	2016	Employed (away from work)	F	1563
Hurstville	2016	Employed (away from work)	M	1354
Hurstville	2016	Employed (full-time)	F	14053
Hurstville	2016	Employed (full-time)	M	22242
Hurstville	2016	Employed (part-time)	F	11990
Hurstville	2016	Employed (part-time)	M	7439
Hurstville	2016	Not in the labour force	F	22801
Hurstville	2016	Not in the labour force	M	15504
Hurstville	2016	Unemployed (looking for work)	F	2133
Hurstville	2016	Unemployed (looking for work)	M	2179
Kogarah - Rockdale	2006		F	3892
Kogarah - Rockdale	2006		M	4054
Kogarah - Rockdale	2006	Employed (away from work)	F	1689
Kogarah - Rockdale	2006	Employed (away from work)	M	1830
Kogarah - Rockdale	2006	Employed (full-time)	F	13904
Kogarah - Rockdale	2006	Employed (full-time)	M	21251
Kogarah - Rockdale	2006	Employed (part-time)	F	8175
Kogarah - Rockdale	2006	Employed (part-time)	M	5345
Kogarah - Rockdale	2006	Not in the labour force	F	19993
Kogarah - Rockdale	2006	Not in the labour force	M	12440
Kogarah - Rockdale	2006	Unemployed (looking for work)	F	1397
Kogarah - Rockdale	2006	Unemployed (looking for work)	M	1560
Kogarah - Rockdale	2011		F	3080
Kogarah - Rockdale	2011		M	3347
Kogarah - Rockdale	2011	Employed (away from work)	F	1761
Kogarah - Rockdale	2011	Employed (away from work)	M	1802
Kogarah - Rockdale	2011	Employed (full-time)	F	14790
Kogarah - Rockdale	2011	Employed (full-time)	M	22718
Kogarah - Rockdale	2011	Employed (part-time)	F	9624
Kogarah - Rockdale	2011	Employed (part-time)	M	6464
Kogarah - Rockdale	2011	Not in the labour force	F	20673
Kogarah - Rockdale	2011	Not in the labour force	M	13282
Kogarah - Rockdale	2011	Unemployed (looking for work)	F	1702
Kogarah - Rockdale	2011	Unemployed (looking for work)	M	1886
Kogarah - Rockdale	2016		F	3693
Kogarah - Rockdale	2016		M	3603
Kogarah - Rockdale	2016	Employed (away from work)	F	1752
Kogarah - Rockdale	2016	Employed (away from work)	M	1661
Kogarah - Rockdale	2016	Employed (full-time)	F	16869
Kogarah - Rockdale	2016	Employed (full-time)	M	25483
Kogarah - Rockdale	2016	Employed (part-time)	F	12505
Kogarah - Rockdale	2016	Employed (part-time)	M	8504
Kogarah - Rockdale	2016	Not in the labour force	F	21925
Kogarah - Rockdale	2016	Not in the labour force	M	15085
Kogarah - Rockdale	2016	Unemployed (looking for work)	F	2080
Kogarah - Rockdale	2016	Unemployed (looking for work)	M	2362
Canada Bay	2006		F	2026
Canada Bay	2006		M	2040
Canada Bay	2006	Employed (away from work)	F	1005
Canada Bay	2006	Employed (away from work)	M	887
Canada Bay	2006	Employed (full-time)	F	9636
Canada Bay	2006	Employed (full-time)	M	13774
Canada Bay	2006	Employed (part-time)	F	5467
Canada Bay	2006	Employed (part-time)	M	2470
Canada Bay	2006	Not in the labour force	F	9670
Canada Bay	2006	Not in the labour force	M	5765
Canada Bay	2006	Unemployed (looking for work)	F	472
Canada Bay	2006	Unemployed (looking for work)	M	600
Canada Bay	2011		F	1862
Canada Bay	2011		M	2015
Canada Bay	2011	Employed (away from work)	F	1145
Canada Bay	2011	Employed (away from work)	M	979
Canada Bay	2011	Employed (full-time)	F	10482
Canada Bay	2011	Employed (full-time)	M	15455
Canada Bay	2011	Employed (part-time)	F	6674
Canada Bay	2011	Employed (part-time)	M	3162
Canada Bay	2011	Not in the labour force	F	11128
Canada Bay	2011	Not in the labour force	M	6991
Canada Bay	2011	Unemployed (looking for work)	F	763
Canada Bay	2011	Unemployed (looking for work)	M	896
Canada Bay	2016		F	2205
Canada Bay	2016		M	1983
Canada Bay	2016	Employed (away from work)	F	1147
Canada Bay	2016	Employed (away from work)	M	827
Canada Bay	2016	Employed (full-time)	F	12120
Canada Bay	2016	Employed (full-time)	M	17246
Canada Bay	2016	Employed (part-time)	F	7866
Canada Bay	2016	Employed (part-time)	M	4037
Canada Bay	2016	Not in the labour force	F	13096
Canada Bay	2016	Not in the labour force	M	8516
Canada Bay	2016	Unemployed (looking for work)	F	1092
Canada Bay	2016	Unemployed (looking for work)	M	1129
Leichhardt	2006		F	1697
Leichhardt	2006		M	1823
Leichhardt	2006	Employed (away from work)	F	880
Leichhardt	2006	Employed (away from work)	M	644
Leichhardt	2006	Employed (full-time)	F	9386
Leichhardt	2006	Employed (full-time)	M	11155
Leichhardt	2006	Employed (part-time)	F	4237
Leichhardt	2006	Employed (part-time)	M	2102
Leichhardt	2006	Not in the labour force	F	5435
Leichhardt	2006	Not in the labour force	M	3477
Leichhardt	2006	Unemployed (looking for work)	F	419
Leichhardt	2006	Unemployed (looking for work)	M	519
Leichhardt	2011		F	1339
Leichhardt	2011		M	1363
Leichhardt	2011	Employed (away from work)	F	941
Leichhardt	2011	Employed (away from work)	M	602
Leichhardt	2011	Employed (full-time)	F	9652
Leichhardt	2011	Employed (full-time)	M	11618
Leichhardt	2011	Employed (part-time)	F	4918
Leichhardt	2011	Employed (part-time)	M	2271
Leichhardt	2011	Not in the labour force	F	5740
Leichhardt	2011	Not in the labour force	M	3720
Leichhardt	2011	Unemployed (looking for work)	F	557
Leichhardt	2011	Unemployed (looking for work)	M	698
Leichhardt	2016		F	1862
Leichhardt	2016		M	1819
Leichhardt	2016	Employed (away from work)	F	802
Leichhardt	2016	Employed (away from work)	M	538
Leichhardt	2016	Employed (full-time)	F	9502
Leichhardt	2016	Employed (full-time)	M	11866
Leichhardt	2016	Employed (part-time)	F	5293
Leichhardt	2016	Employed (part-time)	M	2564
Leichhardt	2016	Not in the labour force	F	6137
Leichhardt	2016	Not in the labour force	M	4161
Leichhardt	2016	Unemployed (looking for work)	F	624
Leichhardt	2016	Unemployed (looking for work)	M	635
Strathfield - Burwood - Ashfield	2006		F	4440
Strathfield - Burwood - Ashfield	2006		M	4711
Strathfield - Burwood - Ashfield	2006	Employed (away from work)	F	1790
Strathfield - Burwood - Ashfield	2006	Employed (away from work)	M	1888
Strathfield - Burwood - Ashfield	2006	Employed (full-time)	F	16628
Strathfield - Burwood - Ashfield	2006	Employed (full-time)	M	23643
Strathfield - Burwood - Ashfield	2006	Employed (part-time)	F	10338
Strathfield - Burwood - Ashfield	2006	Employed (part-time)	M	6547
Strathfield - Burwood - Ashfield	2006	Not in the labour force	F	21197
Strathfield - Burwood - Ashfield	2006	Not in the labour force	M	13972
Strathfield - Burwood - Ashfield	2006	Unemployed (looking for work)	F	1643
Strathfield - Burwood - Ashfield	2006	Unemployed (looking for work)	M	2011
Strathfield - Burwood - Ashfield	2011		F	3928
Strathfield - Burwood - Ashfield	2011		M	4205
Strathfield - Burwood - Ashfield	2011	Employed (away from work)	F	1986
Strathfield - Burwood - Ashfield	2011	Employed (away from work)	M	1791
Strathfield - Burwood - Ashfield	2011	Employed (full-time)	F	17734
Strathfield - Burwood - Ashfield	2011	Employed (full-time)	M	25404
Strathfield - Burwood - Ashfield	2011	Employed (part-time)	F	12090
Strathfield - Burwood - Ashfield	2011	Employed (part-time)	M	8168
Strathfield - Burwood - Ashfield	2011	Not in the labour force	F	21685
Strathfield - Burwood - Ashfield	2011	Not in the labour force	M	14424
Strathfield - Burwood - Ashfield	2011	Unemployed (looking for work)	F	2176
Strathfield - Burwood - Ashfield	2011	Unemployed (looking for work)	M	2286
Strathfield - Burwood - Ashfield	2016		F	4038
Strathfield - Burwood - Ashfield	2016		M	4181
Strathfield - Burwood - Ashfield	2016	Employed (away from work)	F	1859
Strathfield - Burwood - Ashfield	2016	Employed (away from work)	M	1618
Strathfield - Burwood - Ashfield	2016	Employed (full-time)	F	20150
Strathfield - Burwood - Ashfield	2016	Employed (full-time)	M	28659
Strathfield - Burwood - Ashfield	2016	Employed (part-time)	F	14182
Strathfield - Burwood - Ashfield	2016	Employed (part-time)	M	9837
Strathfield - Burwood - Ashfield	2016	Not in the labour force	F	23670
Strathfield - Burwood - Ashfield	2016	Not in the labour force	M	16564
Strathfield - Burwood - Ashfield	2016	Unemployed (looking for work)	F	2548
Strathfield - Burwood - Ashfield	2016	Unemployed (looking for work)	M	2710
Chatswood - Lane Cove	2006		F	2606
Chatswood - Lane Cove	2006		M	2715
Chatswood - Lane Cove	2006	Employed (away from work)	F	1376
Chatswood - Lane Cove	2006	Employed (away from work)	M	1179
Chatswood - Lane Cove	2006	Employed (full-time)	F	13156
Chatswood - Lane Cove	2006	Employed (full-time)	M	19975
Chatswood - Lane Cove	2006	Employed (part-time)	F	8431
Chatswood - Lane Cove	2006	Employed (part-time)	M	4233
Chatswood - Lane Cove	2006	Not in the labour force	F	14233
Chatswood - Lane Cove	2006	Not in the labour force	M	8082
Chatswood - Lane Cove	2006	Unemployed (looking for work)	F	821
Chatswood - Lane Cove	2006	Unemployed (looking for work)	M	850
Chatswood - Lane Cove	2011		F	1885
Chatswood - Lane Cove	2011		M	1879
Chatswood - Lane Cove	2011	Employed (away from work)	F	1464
Chatswood - Lane Cove	2011	Employed (away from work)	M	1096
Chatswood - Lane Cove	2011	Employed (full-time)	F	13776
Chatswood - Lane Cove	2011	Employed (full-time)	M	20991
Chatswood - Lane Cove	2011	Employed (part-time)	F	9432
Chatswood - Lane Cove	2011	Employed (part-time)	M	4678
Chatswood - Lane Cove	2011	Not in the labour force	F	15028
Chatswood - Lane Cove	2011	Not in the labour force	M	8734
Chatswood - Lane Cove	2011	Unemployed (looking for work)	F	1133
Chatswood - Lane Cove	2011	Unemployed (looking for work)	M	1170
Chatswood - Lane Cove	2016		F	2393
Chatswood - Lane Cove	2016		M	2218
Chatswood - Lane Cove	2016	Employed (away from work)	F	1421
Chatswood - Lane Cove	2016	Employed (away from work)	M	933
Chatswood - Lane Cove	2016	Employed (full-time)	F	15725
Chatswood - Lane Cove	2016	Employed (full-time)	M	23002
Chatswood - Lane Cove	2016	Employed (part-time)	F	10395
Chatswood - Lane Cove	2016	Employed (part-time)	M	5464
Chatswood - Lane Cove	2016	Not in the labour force	F	16281
Chatswood - Lane Cove	2016	Not in the labour force	M	10348
Chatswood - Lane Cove	2016	Unemployed (looking for work)	F	1437
Chatswood - Lane Cove	2016	Unemployed (looking for work)	M	1434
Hornsby	2006		F	1335
Hornsby	2006		M	1226
Hornsby	2006	Employed (away from work)	F	1057
Hornsby	2006	Employed (away from work)	M	989
Hornsby	2006	Employed (full-time)	F	8915
Hornsby	2006	Employed (full-time)	M	15539
Hornsby	2006	Employed (part-time)	F	7807
Hornsby	2006	Employed (part-time)	M	3346
Hornsby	2006	Not in the labour force	F	10469
Hornsby	2006	Not in the labour force	M	6232
Hornsby	2006	Unemployed (looking for work)	F	683
Hornsby	2006	Unemployed (looking for work)	M	768
Hornsby	2011		F	975
Hornsby	2011		M	1043
Hornsby	2011	Employed (away from work)	F	1117
Hornsby	2011	Employed (away from work)	M	940
Hornsby	2011	Employed (full-time)	F	9019
Hornsby	2011	Employed (full-time)	M	15862
Hornsby	2011	Employed (part-time)	F	8209
Hornsby	2011	Employed (part-time)	M	3846
Hornsby	2011	Not in the labour force	F	11093
Hornsby	2011	Not in the labour force	M	6869
Hornsby	2011	Unemployed (looking for work)	F	940
Hornsby	2011	Unemployed (looking for work)	M	971
Hornsby	2016		F	1201
Hornsby	2016		M	1155
Hornsby	2016	Employed (away from work)	F	1013
Hornsby	2016	Employed (away from work)	M	744
Hornsby	2016	Employed (full-time)	F	9674
Hornsby	2016	Employed (full-time)	M	16312
Hornsby	2016	Employed (part-time)	F	8741
Hornsby	2016	Employed (part-time)	M	4169
Hornsby	2016	Not in the labour force	F	11449
Hornsby	2016	Not in the labour force	M	7608
Hornsby	2016	Unemployed (looking for work)	F	1093
Hornsby	2016	Unemployed (looking for work)	M	998
Ku-ring-gai	2006		F	1501
Ku-ring-gai	2006		M	1238
Ku-ring-gai	2006	Employed (away from work)	F	1389
Ku-ring-gai	2006	Employed (away from work)	M	1292
Ku-ring-gai	2006	Employed (full-time)	F	9561
Ku-ring-gai	2006	Employed (full-time)	M	18949
Ku-ring-gai	2006	Employed (part-time)	F	11066
Ku-ring-gai	2006	Employed (part-time)	M	5044
Ku-ring-gai	2006	Not in the labour force	F	18527
Ku-ring-gai	2006	Not in the labour force	M	10420
Ku-ring-gai	2006	Unemployed (looking for work)	F	691
Ku-ring-gai	2006	Unemployed (looking for work)	M	864
Ku-ring-gai	2011		F	1676
Ku-ring-gai	2011		M	1469
Ku-ring-gai	2011	Employed (away from work)	F	1394
Ku-ring-gai	2011	Employed (away from work)	M	1105
Ku-ring-gai	2011	Employed (full-time)	F	10621
Ku-ring-gai	2011	Employed (full-time)	M	20055
Ku-ring-gai	2011	Employed (part-time)	F	11857
Ku-ring-gai	2011	Employed (part-time)	M	5404
Ku-ring-gai	2011	Not in the labour force	F	19501
Ku-ring-gai	2011	Not in the labour force	M	11587
Ku-ring-gai	2011	Unemployed (looking for work)	F	1076
Ku-ring-gai	2011	Unemployed (looking for work)	M	1257
Ku-ring-gai	2016		F	2047
Ku-ring-gai	2016		M	1666
Ku-ring-gai	2016	Employed (away from work)	F	1219
Ku-ring-gai	2016	Employed (away from work)	M	935
Ku-ring-gai	2016	Employed (full-time)	F	12898
Ku-ring-gai	2016	Employed (full-time)	M	21485
Ku-ring-gai	2016	Employed (part-time)	F	12436
Ku-ring-gai	2016	Employed (part-time)	M	6104
Ku-ring-gai	2016	Not in the labour force	F	20070
Ku-ring-gai	2016	Not in the labour force	M	12840
Ku-ring-gai	2016	Unemployed (looking for work)	F	1266
Ku-ring-gai	2016	Unemployed (looking for work)	M	1450
North Sydney - Mosman	2006		F	3732
North Sydney - Mosman	2006		M	3580
North Sydney - Mosman	2006	Employed (away from work)	F	1279
North Sydney - Mosman	2006	Employed (away from work)	M	1046
North Sydney - Mosman	2006	Employed (full-time)	F	15486
North Sydney - Mosman	2006	Employed (full-time)	M	19404
North Sydney - Mosman	2006	Employed (part-time)	F	6770
North Sydney - Mosman	2006	Employed (part-time)	M	3661
North Sydney - Mosman	2006	Not in the labour force	F	11364
North Sydney - Mosman	2006	Not in the labour force	M	5577
North Sydney - Mosman	2006	Unemployed (looking for work)	F	660
North Sydney - Mosman	2006	Unemployed (looking for work)	M	729
North Sydney - Mosman	2011		F	3107
North Sydney - Mosman	2011		M	3178
North Sydney - Mosman	2011	Employed (away from work)	F	1351
North Sydney - Mosman	2011	Employed (away from work)	M	1014
North Sydney - Mosman	2011	Employed (full-time)	F	15944
North Sydney - Mosman	2011	Employed (full-time)	M	20358
North Sydney - Mosman	2011	Employed (part-time)	F	7499
North Sydney - Mosman	2011	Employed (part-time)	M	4118
North Sydney - Mosman	2011	Not in the labour force	F	11857
North Sydney - Mosman	2011	Not in the labour force	M	6153
North Sydney - Mosman	2011	Unemployed (looking for work)	F	959
North Sydney - Mosman	2011	Unemployed (looking for work)	M	963
North Sydney - Mosman	2016		F	3205
North Sydney - Mosman	2016		M	2968
North Sydney - Mosman	2016	Employed (away from work)	F	1312
North Sydney - Mosman	2016	Employed (away from work)	M	838
North Sydney - Mosman	2016	Employed (full-time)	F	17050
North Sydney - Mosman	2016	Employed (full-time)	M	21040
North Sydney - Mosman	2016	Employed (part-time)	F	8332
North Sydney - Mosman	2016	Employed (part-time)	M	4486
North Sydney - Mosman	2016	Not in the labour force	F	12437
North Sydney - Mosman	2016	Not in the labour force	M	7008
North Sydney - Mosman	2016	Unemployed (looking for work)	F	1082
North Sydney - Mosman	2016	Unemployed (looking for work)	M	991
Manly	2006		F	1464
Manly	2006		M	1426
Manly	2006	Employed (away from work)	F	578
Manly	2006	Employed (away from work)	M	566
Manly	2006	Employed (full-time)	F	4717
Manly	2006	Employed (full-time)	M	7523
Manly	2006	Employed (part-time)	F	3593
Manly	2006	Employed (part-time)	M	1801
Manly	2006	Not in the labour force	F	5307
Manly	2006	Not in the labour force	M	3080
Manly	2006	Unemployed (looking for work)	F	284
Manly	2006	Unemployed (looking for work)	M	288
Manly	2011		F	1037
Manly	2011		M	1107
Manly	2011	Employed (away from work)	F	602
Manly	2011	Employed (away from work)	M	471
Manly	2011	Employed (full-time)	F	5207
Manly	2011	Employed (full-time)	M	8396
Manly	2011	Employed (part-time)	F	3966
Manly	2011	Employed (part-time)	M	2023
Manly	2011	Not in the labour force	F	5446
Manly	2011	Not in the labour force	M	3191
Manly	2011	Unemployed (looking for work)	F	374
Manly	2011	Unemployed (looking for work)	M	408
Manly	2016		F	1163
Manly	2016		M	1111
Manly	2016	Employed (away from work)	F	560
Manly	2016	Employed (away from work)	M	419
Manly	2016	Employed (full-time)	F	5730
Manly	2016	Employed (full-time)	M	8992
Manly	2016	Employed (part-time)	F	4358
Manly	2016	Employed (part-time)	M	2141
Manly	2016	Not in the labour force	F	5303
