SA2_NAME16	Year	LabourForceStatus	adults
Double Bay - Bellevue Hill	2011	Not in the labour force	5483
Double Bay - Bellevue Hill	2011	Unemployed (looking for work)	459
Double Bay - Bellevue Hill	2016		2177
Double Bay - Bellevue Hill	2016	Employed (away from work)	537
Double Bay - Bellevue Hill	2016	Employed (full-time)	8784
Double Bay - Bellevue Hill	2016	Employed (part-time)	3510
Double Bay - Bellevue Hill	2016	Not in the labour force	5855
Double Bay - Bellevue Hill	2016	Unemployed (looking for work)	433
Dover Heights	2006		985
Dover Heights	2006	Employed (away from work)	284
Dover Heights	2006	Employed (full-time)	3047
Dover Heights	2006	Employed (part-time)	1462
Dover Heights	2006	Not in the labour force	2278
Dover Heights	2006	Unemployed (looking for work)	160
Dover Heights	2011		483
Dover Heights	2011	Employed (away from work)	298
Dover Heights	2011	Employed (full-time)	3446
Dover Heights	2011	Employed (part-time)	1613
Dover Heights	2011	Not in the labour force	2400
Dover Heights	2011	Unemployed (looking for work)	212
Dover Heights	2016		540
Dover Heights	2016	Employed (away from work)	234
Dover Heights	2016	Employed (full-time)	3502
Dover Heights	2016	Employed (part-time)	1767
Dover Heights	2016	Not in the labour force	2370
Dover Heights	2016	Unemployed (looking for work)	233
Paddington - Moore Park	2006		1454
Paddington - Moore Park	2006	Employed (away from work)	421
Paddington - Moore Park	2006	Employed (full-time)	6090
Paddington - Moore Park	2006	Employed (part-time)	1823
Paddington - Moore Park	2006	Not in the labour force	2248
Paddington - Moore Park	2006	Unemployed (looking for work)	261
Paddington - Moore Park	2011		1397
Paddington - Moore Park	2011	Employed (away from work)	413
Paddington - Moore Park	2011	Employed (full-time)	6230
Paddington - Moore Park	2011	Employed (part-time)	1843
Paddington - Moore Park	2011	Not in the labour force	2344
Paddington - Moore Park	2011	Unemployed (looking for work)	295
Paddington - Moore Park	2016		1323
Paddington - Moore Park	2016	Employed (away from work)	364
Paddington - Moore Park	2016	Employed (full-time)	6590
Paddington - Moore Park	2016	Employed (part-time)	2049
Paddington - Moore Park	2016	Not in the labour force	2561
Paddington - Moore Park	2016	Unemployed (looking for work)	312
Rose Bay - Vaucluse - Watsons Bay	2006		1415
Rose Bay - Vaucluse - Watsons Bay	2006	Employed (away from work)	296
Rose Bay - Vaucluse - Watsons Bay	2006	Employed (full-time)	3087
Rose Bay - Vaucluse - Watsons Bay	2006	Employed (part-time)	1517
Rose Bay - Vaucluse - Watsons Bay	2006	Not in the labour force	2807
Rose Bay - Vaucluse - Watsons Bay	2006	Unemployed (looking for work)	136
Rose Bay - Vaucluse - Watsons Bay	2011		740
Rose Bay - Vaucluse - Watsons Bay	2011	Employed (away from work)	308
Rose Bay - Vaucluse - Watsons Bay	2011	Employed (full-time)	3315
Rose Bay - Vaucluse - Watsons Bay	2011	Employed (part-time)	1686
Rose Bay - Vaucluse - Watsons Bay	2011	Not in the labour force	3041
Rose Bay - Vaucluse - Watsons Bay	2011	Unemployed (looking for work)	216
Rose Bay - Vaucluse - Watsons Bay	2016		671
Rose Bay - Vaucluse - Watsons Bay	2016	Employed (away from work)	224
Rose Bay - Vaucluse - Watsons Bay	2016	Employed (full-time)	3371
Rose Bay - Vaucluse - Watsons Bay	2016	Employed (part-time)	1792
Rose Bay - Vaucluse - Watsons Bay	2016	Not in the labour force	3167
Rose Bay - Vaucluse - Watsons Bay	2016	Unemployed (looking for work)	214
Woollahra	2006		982
Woollahra	2006	Employed (away from work)	203
Woollahra	2006	Employed (full-time)	2391
Woollahra	2006	Employed (part-time)	915
Woollahra	2006	Not in the labour force	1726
Woollahra	2006	Unemployed (looking for work)	79
Woollahra	2011		515
Woollahra	2011	Employed (away from work)	174
Woollahra	2011	Employed (full-time)	2601
Woollahra	2011	Employed (part-time)	972
Woollahra	2011	Not in the labour force	1733
Woollahra	2011	Unemployed (looking for work)	150
Woollahra	2016		685
Woollahra	2016	Employed (away from work)	149
Woollahra	2016	Employed (full-time)	2772
Woollahra	2016	Employed (part-time)	1044
Woollahra	2016	Not in the labour force	1770
Woollahra	2016	Unemployed (looking for work)	133
Coogee - Clovelly	2006		2094
Coogee - Clovelly	2006	Employed (away from work)	672
Coogee - Clovelly	2006	Employed (full-time)	9023
Coogee - Clovelly	2006	Employed (part-time)	3049
Coogee - Clovelly	2006	Not in the labour force	4559
Coogee - Clovelly	2006	Unemployed (looking for work)	369
Coogee - Clovelly	2011		1644
Coogee - Clovelly	2011	Employed (away from work)	720
Coogee - Clovelly	2011	Employed (full-time)	9009
Coogee - Clovelly	2011	Employed (part-time)	3297
Coogee - Clovelly	2011	Not in the labour force	4734
Coogee - Clovelly	2011	Unemployed (looking for work)	479
Coogee - Clovelly	2016		1895
Coogee - Clovelly	2016	Employed (away from work)	617
Coogee - Clovelly	2016	Employed (full-time)	9884
Coogee - Clovelly	2016	Employed (part-time)	3647
Coogee - Clovelly	2016	Not in the labour force	4659
Coogee - Clovelly	2016	Unemployed (looking for work)	547
Malabar - La Perouse - Chifley	2006		1440
Malabar - La Perouse - Chifley	2006	Employed (away from work)	503
Malabar - La Perouse - Chifley	2006	Employed (full-time)	5209
Malabar - La Perouse - Chifley	2006	Employed (part-time)	2327
Malabar - La Perouse - Chifley	2006	Not in the labour force	6175
Malabar - La Perouse - Chifley	2006	Unemployed (looking for work)	376
Malabar - La Perouse - Chifley	2011		1119
Malabar - La Perouse - Chifley	2011	Employed (away from work)	568
Malabar - La Perouse - Chifley	2011	Employed (full-time)	5639
Malabar - La Perouse - Chifley	2011	Employed (part-time)	2733
Malabar - La Perouse - Chifley	2011	Not in the labour force	6954
Malabar - La Perouse - Chifley	2011	Unemployed (looking for work)	421
Malabar - La Perouse - Chifley	2016		1553
Malabar - La Perouse - Chifley	2016	Employed (away from work)	538
Malabar - La Perouse - Chifley	2016	Employed (full-time)	6552
Malabar - La Perouse - Chifley	2016	Employed (part-time)	3143
Malabar - La Perouse - Chifley	2016	Not in the labour force	7777
Malabar - La Perouse - Chifley	2016	Unemployed (looking for work)	484
Kensington (NSW)	2006		750
Kensington (NSW)	2006	Employed (away from work)	329
Kensington (NSW)	2006	Employed (full-time)	3306
Kensington (NSW)	2006	Employed (part-time)	1537
Kensington (NSW)	2006	Not in the labour force	3326
Kensington (NSW)	2006	Unemployed (looking for work)	343
Kensington (NSW)	2011		878
Kensington (NSW)	2011	Employed (away from work)	312
Kensington (NSW)	2011	Employed (full-time)	3607
Kensington (NSW)	2011	Employed (part-time)	1810
Kensington (NSW)	2011	Not in the labour force	4250
Kensington (NSW)	2011	Unemployed (looking for work)	574
Kensington (NSW)	2016		998
Kensington (NSW)	2016	Employed (away from work)	420
Kensington (NSW)	2016	Employed (full-time)	3832
Kensington (NSW)	2016	Employed (part-time)	2277
Kensington (NSW)	2016	Not in the labour force	5109
Kensington (NSW)	2016	Unemployed (looking for work)	782
Kingsford	2006		1078
Kingsford	2006	Employed (away from work)	379
Kingsford	2006	Employed (full-time)	3635
Kingsford	2006	Employed (part-time)	1959
Kingsford	2006	Not in the labour force	3898
Kingsford	2006	Unemployed (looking for work)	449
Kingsford	2011		854
Kingsford	2011	Employed (away from work)	372
Kingsford	2011	Employed (full-time)	3811
Kingsford	2011	Employed (part-time)	1992
Kingsford	2011	Not in the labour force	4647
Kingsford	2011	Unemployed (looking for work)	613
Kingsford	2016		726
Kingsford	2016	Employed (away from work)	288
Kingsford	2016	Employed (full-time)	3816
Kingsford	2016	Employed (part-time)	2272
Kingsford	2016	Not in the labour force	5990
Kingsford	2016	Unemployed (looking for work)	746
Maroubra - North	2006		547
Maroubra - North	2006	Employed (away from work)	277
Maroubra - North	2006	Employed (full-time)	2817
Maroubra - North	2006	Employed (part-time)	1154
Maroubra - North	2006	Not in the labour force	2446
Maroubra - North	2006	Unemployed (looking for work)	187
Maroubra - North	2011		518
Maroubra - North	2011	Employed (away from work)	261
Maroubra - North	2011	Employed (full-time)	2956
Maroubra - North	2011	Employed (part-time)	1290
Maroubra - North	2011	Not in the labour force	2464
Maroubra - North	2011	Unemployed (looking for work)	228
Maroubra - North	2016		416
Maroubra - North	2016	Employed (away from work)	194
Maroubra - North	2016	Employed (full-time)	3179
Maroubra - North	2016	Employed (part-time)	1425
Maroubra - North	2016	Not in the labour force	2781
Maroubra - North	2016	Unemployed (looking for work)	213
Maroubra - South	2006		886
Maroubra - South	2006	Employed (away from work)	284
Maroubra - South	2006	Employed (full-time)	2964
Maroubra - South	2006	Employed (part-time)	1204
Maroubra - South	2006	Not in the labour force	2800
Maroubra - South	2006	Unemployed (looking for work)	247
Maroubra - South	2011		912
Maroubra - South	2011	Employed (away from work)	269
Maroubra - South	2011	Employed (full-time)	3199
Maroubra - South	2011	Employed (part-time)	1429
Maroubra - South	2011	Not in the labour force	2890
Maroubra - South	2011	Unemployed (looking for work)	285
Maroubra - South	2016		693
Maroubra - South	2016	Employed (away from work)	251
Maroubra - South	2016	Employed (full-time)	3178
Maroubra - South	2016	Employed (part-time)	1534
Maroubra - South	2016	Not in the labour force	3013
Maroubra - South	2016	Unemployed (looking for work)	261
Maroubra - West	2006		800
Maroubra - West	2006	Employed (away from work)	254
Maroubra - West	2006	Employed (full-time)	2683
Maroubra - West	2006	Employed (part-time)	1132
Maroubra - West	2006	Not in the labour force	2472
Maroubra - West	2006	Unemployed (looking for work)	222
Maroubra - West	2011		672
Maroubra - West	2011	Employed (away from work)	252
Maroubra - West	2011	Employed (full-time)	2924
Maroubra - West	2011	Employed (part-time)	1232
Maroubra - West	2011	Not in the labour force	2726
Maroubra - West	2011	Unemployed (looking for work)	314
Maroubra - West	2016		525
Maroubra - West	2016	Employed (away from work)	220
Maroubra - West	2016	Employed (full-time)	3052
Maroubra - West	2016	Employed (part-time)	1419
Maroubra - West	2016	Not in the labour force	3019
Maroubra - West	2016	Unemployed (looking for work)	344
Randwick - North	2006		984
Randwick - North	2006	Employed (away from work)	435
Randwick - North	2006	Employed (full-time)	6148
Randwick - North	2006	Employed (part-time)	2088
Randwick - North	2006	Not in the labour force	3080
Randwick - North	2006	Unemployed (looking for work)	308
Randwick - North	2011		966
Randwick - North	2011	Employed (away from work)	465
Randwick - North	2011	Employed (full-time)	6418
Randwick - North	2011	Employed (part-time)	2188
Randwick - North	2011	Not in the labour force	3322
Randwick - North	2011	Unemployed (looking for work)	382
Randwick - North	2016		1039
Randwick - North	2016	Employed (away from work)	400
Randwick - North	2016	Employed (full-time)	6765
Randwick - North	2016	Employed (part-time)	2444
Randwick - North	2016	Not in the labour force	3174
Randwick - North	2016	Unemployed (looking for work)	375
Randwick - South	2006		813
Randwick - South	2006	Employed (away from work)	331
Randwick - South	2006	Employed (full-time)	4019
Randwick - South	2006	Employed (part-time)	1511
Randwick - South	2006	Not in the labour force	2384
Randwick - South	2006	Unemployed (looking for work)	266
Randwick - South	2011		724
Randwick - South	2011	Employed (away from work)	341
Randwick - South	2011	Employed (full-time)	4299
Randwick - South	2011	Employed (part-time)	1634
Randwick - South	2011	Not in the labour force	2544
Randwick - South	2011	Unemployed (looking for work)	345
Randwick - South	2016		1211
Randwick - South	2016	Employed (away from work)	293
Randwick - South	2016	Employed (full-time)	4851
Randwick - South	2016	Employed (part-time)	1809
Randwick - South	2016	Not in the labour force	2772
Randwick - South	2016	Unemployed (looking for work)	292
Bass Hill - Georges Hall	2006		995
Bass Hill - Georges Hall	2006	Employed (away from work)	615
Bass Hill - Georges Hall	2006	Employed (full-time)	4820
Bass Hill - Georges Hall	2006	Employed (part-time)	2020
Bass Hill - Georges Hall	2006	Not in the labour force	6145
Bass Hill - Georges Hall	2006	Unemployed (looking for work)	550
Bass Hill - Georges Hall	2011		938
Bass Hill - Georges Hall	2011	Employed (away from work)	552
Bass Hill - Georges Hall	2011	Employed (full-time)	4670
Bass Hill - Georges Hall	2011	Employed (part-time)	2126
Bass Hill - Georges Hall	2011	Not in the labour force	6911
Bass Hill - Georges Hall	2011	Unemployed (looking for work)	623
Bass Hill - Georges Hall	2016		929
Bass Hill - Georges Hall	2016	Employed (away from work)	477
Bass Hill - Georges Hall	2016	Employed (full-time)	4678
Bass Hill - Georges Hall	2016	Employed (part-time)	2529
Bass Hill - Georges Hall	2016	Not in the labour force	7571
Bass Hill - Georges Hall	2016	Unemployed (looking for work)	738
Chullora	2006		0
Chullora	2006	Employed (away from work)	0
Chullora	2006	Employed (full-time)	0
Chullora	2006	Employed (part-time)	0
Chullora	2006	Not in the labour force	0
Chullora	2006	Unemployed (looking for work)	0
Chullora	2011		0
Chullora	2011	Employed (away from work)	0
Chullora	2011	Employed (full-time)	0
Chullora	2011	Employed (part-time)	0
Chullora	2011	Not in the labour force	0
Chullora	2011	Unemployed (looking for work)	0
Chullora	2016		63
Chullora	2016	Employed (away from work)	41
Chullora	2016	Employed (full-time)	302
Chullora	2016	Employed (part-time)	95
Chullora	2016	Not in the labour force	190
Chullora	2016	Unemployed (looking for work)	22
Condell Park	2006		577
Condell Park	2006	Employed (away from work)	263
Condell Park	2006	Employed (full-time)	2288
Condell Park	2006	Employed (part-time)	895
Condell Park	2006	Not in the labour force	2948
Condell Park	2006	Unemployed (looking for work)	288
Condell Park	2011		559
Condell Park	2011	Employed (away from work)	268
Condell Park	2011	Employed (full-time)	2377
Condell Park	2011	Employed (part-time)	1071
Condell Park	2011	Not in the labour force	3228
Condell Park	2011	Unemployed (looking for work)	328
Condell Park	2016		480
Condell Park	2016	Employed (away from work)	262
Condell Park	2016	Employed (full-time)	2668
Condell Park	2016	Employed (part-time)	1358
Condell Park	2016	Not in the labour force	3495
Condell Park	2016	Unemployed (looking for work)	386
Greenacre - Mount Lewis	2006		1250
Greenacre - Mount Lewis	2006	Employed (away from work)	734
Greenacre - Mount Lewis	2006	Employed (full-time)	4584
Greenacre - Mount Lewis	2006	Employed (part-time)	2114
Greenacre - Mount Lewis	2006	Not in the labour force	7765
Greenacre - Mount Lewis	2006	Unemployed (looking for work)	764
Greenacre - Mount Lewis	2011		1131
Greenacre - Mount Lewis	2011	Employed (away from work)	639
Greenacre - Mount Lewis	2011	Employed (full-time)	4849
Greenacre - Mount Lewis	2011	Employed (part-time)	2468
Greenacre - Mount Lewis	2011	Not in the labour force	8436
Greenacre - Mount Lewis	2011	Unemployed (looking for work)	777
Greenacre - Mount Lewis	2016		1223
Greenacre - Mount Lewis	2016	Employed (away from work)	606
Greenacre - Mount Lewis	2016	Employed (full-time)	5118
Greenacre - Mount Lewis	2016	Employed (part-time)	3034
Greenacre - Mount Lewis	2016	Not in the labour force	8855
Greenacre - Mount Lewis	2016	Unemployed (looking for work)	842
Padstow	2006		632
Padstow	2006	Employed (away from work)	423
Padstow	2006	Employed (full-time)	4534
Padstow	2006	Employed (part-time)	1766
Padstow	2006	Not in the labour force	4461
Padstow	2006	Unemployed (looking for work)	317
Padstow	2011		603
Padstow	2011	Employed (away from work)	461
Padstow	2011	Employed (full-time)	4754
Padstow	2011	Employed (part-time)	2006
Padstow	2011	Not in the labour force	4642
Padstow	2011	Unemployed (looking for work)	355
Padstow	2016		652
Padstow	2016	Employed (away from work)	353
Padstow	2016	Employed (full-time)	4997
Padstow	2016	Employed (part-time)	2196
Padstow	2016	Not in the labour force	4982
Padstow	2016	Unemployed (looking for work)	497
Panania - Milperra - Picnic Point	2006		621
Panania - Milperra - Picnic Point	2006	Employed (away from work)	761
Panania - Milperra - Picnic Point	2006	Employed (full-time)	7406
Panania - Milperra - Picnic Point	2006	Employed (part-time)	3149
Panania - Milperra - Picnic Point	2006	Not in the labour force	6251
Panania - Milperra - Picnic Point	2006	Unemployed (looking for work)	489
Panania - Milperra - Picnic Point	2011		714
Panania - Milperra - Picnic Point	2011	Employed (away from work)	687
Panania - Milperra - Picnic Point	2011	Employed (full-time)	7595
Panania - Milperra - Picnic Point	2011	Employed (part-time)	3397
Panania - Milperra - Picnic Point	2011	Not in the labour force	6446
Panania - Milperra - Picnic Point	2011	Unemployed (looking for work)	518
Panania - Milperra - Picnic Point	2016		866
Panania - Milperra - Picnic Point	2016	Employed (away from work)	609
Panania - Milperra - Picnic Point	2016	Employed (full-time)	7828
Panania - Milperra - Picnic Point	2016	Employed (part-time)	3774
Panania - Milperra - Picnic Point	2016	Not in the labour force	6824
Panania - Milperra - Picnic Point	2016	Unemployed (looking for work)	658
Revesby	2006		608
Revesby	2006	Employed (away from work)	371
Revesby	2006	Employed (full-time)	4008
Revesby	2006	Employed (part-time)	1441
Revesby	2006	Not in the labour force	4064
Revesby	2006	Unemployed (looking for work)	304
Revesby	2011		736
Revesby	2011	Employed (away from work)	411
Revesby	2011	Employed (full-time)	4353
Revesby	2011	Employed (part-time)	1785
Revesby	2011	Not in the labour force	4302
Revesby	2011	Unemployed (looking for work)	418
Revesby	2016		662
Revesby	2016	Employed (away from work)	352
Revesby	2016	Employed (full-time)	4849
Revesby	2016	Employed (part-time)	2116
Revesby	2016	Not in the labour force	4674
Revesby	2016	Unemployed (looking for work)	491
Yagoona - Birrong	2006		939
Yagoona - Birrong	2006	Employed (away from work)	476
Yagoona - Birrong	2006	Employed (full-time)	3977
Yagoona - Birrong	2006	Employed (part-time)	1559
Yagoona - Birrong	2006	Not in the labour force	5526
Yagoona - Birrong	2006	Unemployed (looking for work)	587
Yagoona - Birrong	2011		1052
Yagoona - Birrong	2011	Employed (away from work)	459
Yagoona - Birrong	2011	Employed (full-time)	4346
Yagoona - Birrong	2011	Employed (part-time)	1942
Yagoona - Birrong	2011	Not in the labour force	6328
Yagoona - Birrong	2011	Unemployed (looking for work)	629
Yagoona - Birrong	2016		981
Yagoona - Birrong	2016	Employed (away from work)	473
Yagoona - Birrong	2016	Employed (full-time)	4686
Yagoona - Birrong	2016	Employed (part-time)	2365
Yagoona - Birrong	2016	Not in the labour force	6905
Yagoona - Birrong	2016	Unemployed (looking for work)	804
Bankstown - North	2006		1233
Bankstown - North	2006	Employed (away from work)	330
Bankstown - North	2006	Employed (full-time)	3102
Bankstown - North	2006	Employed (part-time)	1175
Bankstown - North	2006	Not in the labour force	4230
Bankstown - North	2006	Unemployed (looking for work)	610
Bankstown - North	2011		1078
Bankstown - North	2011	Employed (away from work)	367
Bankstown - North	2011	Employed (full-time)	3436
Bankstown - North	2011	Employed (part-time)	1514
Bankstown - North	2011	Not in the labour force	4690
Bankstown - North	2011	Unemployed (looking for work)	652
Bankstown - North	2016		940
Bankstown - North	2016	Employed (away from work)	333
Bankstown - North	2016	Employed (full-time)	3630
Bankstown - North	2016	Employed (part-time)	1982
Bankstown - North	2016	Not in the labour force	4973
Bankstown - North	2016	Unemployed (looking for work)	719
Bankstown - South	2006		994
Bankstown - South	2006	Employed (away from work)	421
Bankstown - South	2006	Employed (full-time)	3104
Bankstown - South	2006	Employed (part-time)	1112
Bankstown - South	2006	Not in the labour force	4099
Bankstown - South	2006	Unemployed (looking for work)	542
Bankstown - South	2011		1119
Bankstown - South	2011	Employed (away from work)	385
Bankstown - South	2011	Employed (full-time)	3345
Bankstown - South	2011	Employed (part-time)	1470
Bankstown - South	2011	Not in the labour force	4923
Bankstown - South	2011	Unemployed (looking for work)	633
Bankstown - South	2016		1142
Bankstown - South	2016	Employed (away from work)	351
Bankstown - South	2016	Employed (full-time)	3415
Bankstown - South	2016	Employed (part-time)	1840
Bankstown - South	2016	Not in the labour force	5171
Bankstown - South	2016	Unemployed (looking for work)	687
Belmore - Belfield	2006		1408
Belmore - Belfield	2006	Employed (away from work)	552
Belmore - Belfield	2006	Employed (full-time)	4514
Belmore - Belfield	2006	Employed (part-time)	1792
Belmore - Belfield	2006	Not in the labour force	5562
Belmore - Belfield	2006	Unemployed (looking for work)	520
Belmore - Belfield	2011		1081
Belmore - Belfield	2011	Employed (away from work)	543
Belmore - Belfield	2011	Employed (full-time)	4702
Belmore - Belfield	2011	Employed (part-time)	2163
Belmore - Belfield	2011	Not in the labour force	5860
Belmore - Belfield	2011	Unemployed (looking for work)	609
Belmore - Belfield	2016		860
Belmore - Belfield	2016	Employed (away from work)	449
Belmore - Belfield	2016	Employed (full-time)	4963
Belmore - Belfield	2016	Employed (part-time)	2570
Belmore - Belfield	2016	Not in the labour force	6045
Belmore - Belfield	2016	Unemployed (looking for work)	623
Canterbury (South) - Campsie	2006		1845
Canterbury (South) - Campsie	2006	Employed (away from work)	706
Canterbury (South) - Campsie	2006	Employed (full-time)	6425
Canterbury (South) - Campsie	2006	Employed (part-time)	2688
Canterbury (South) - Campsie	2006	Not in the labour force	7695
Canterbury (South) - Campsie	2006	Unemployed (looking for work)	908
Canterbury (South) - Campsie	2011		1555
Canterbury (South) - Campsie	2011	Employed (away from work)	714
Canterbury (South) - Campsie	2011	Employed (full-time)	6925
Canterbury (South) - Campsie	2011	Employed (part-time)	3511
Canterbury (South) - Campsie	2011	Not in the labour force	8377
Canterbury (South) - Campsie	2011	Unemployed (looking for work)	1118
Canterbury (South) - Campsie	2016		1477
Canterbury (South) - Campsie	2016	Employed (away from work)	727
Canterbury (South) - Campsie	2016	Employed (full-time)	8219
Canterbury (South) - Campsie	2016	Employed (part-time)	4826
Canterbury (South) - Campsie	2016	Not in the labour force	9290
Canterbury (South) - Campsie	2016	Unemployed (looking for work)	1296
Kingsgrove (North) - Earlwood	2006		1192
Kingsgrove (North) - Earlwood	2006	Employed (away from work)	698
Kingsgrove (North) - Earlwood	2006	Employed (full-time)	6448
Kingsgrove (North) - Earlwood	2006	Employed (part-time)	2499
Kingsgrove (North) - Earlwood	2006	Not in the labour force	6774
Kingsgrove (North) - Earlwood	2006	Unemployed (looking for work)	452
Kingsgrove (North) - Earlwood	2011		809
Kingsgrove (North) - Earlwood	2011	Employed (away from work)	685
Kingsgrove (North) - Earlwood	2011	Employed (full-time)	6547
Kingsgrove (North) - Earlwood	2011	Employed (part-time)	2890
Kingsgrove (North) - Earlwood	2011	Not in the labour force	6938
Kingsgrove (North) - Earlwood	2011	Unemployed (looking for work)	532
Kingsgrove (North) - Earlwood	2016		1125
Kingsgrove (North) - Earlwood	2016	Employed (away from work)	551
Kingsgrove (North) - Earlwood	2016	Employed (full-time)	6828
Kingsgrove (North) - Earlwood	2016	Employed (part-time)	3302
Kingsgrove (North) - Earlwood	2016	Not in the labour force	6966
Kingsgrove (North) - Earlwood	2016	Unemployed (looking for work)	546
Punchbowl	2006		959
Punchbowl	2006	Employed (away from work)	540
Punchbowl	2006	Employed (full-time)	3843
Punchbowl	2006	Employed (part-time)	1579
Punchbowl	2006	Not in the labour force	5827
Punchbowl	2006	Unemployed (looking for work)	708
Punchbowl	2011		1258
Punchbowl	2011	Employed (away from work)	549
Punchbowl	2011	Employed (full-time)	3754
Punchbowl	2011	Employed (part-time)	1951
Punchbowl	2011	Not in the labour force	6450
Punchbowl	2011	Unemployed (looking for work)	703
Punchbowl	2016		1014
Punchbowl	2016	Employed (away from work)	528
Punchbowl	2016	Employed (full-time)	4187
Punchbowl	2016	Employed (part-time)	2569
Punchbowl	2016	Not in the labour force	6960
Punchbowl	2016	Unemployed (looking for work)	825
Roselands	2006		686
Roselands	2006	Employed (away from work)	304
Roselands	2006	Employed (full-time)	3086
Roselands	2006	Employed (part-time)	1274
Roselands	2006	Not in the labour force	3375
Roselands	2006	Unemployed (looking for work)	270
Roselands	2011		809
Roselands	2011	Employed (away from work)	392
Roselands	2011	Employed (full-time)	3453
Roselands	2011	Employed (part-time)	1463
Roselands	2011	Not in the labour force	3836
Roselands	2011	Unemployed (looking for work)	363
Roselands	2016		635
Roselands	2016	Employed (away from work)	287
Roselands	2016	Employed (full-time)	3591
Roselands	2016	Employed (part-time)	1764
Roselands	2016	Not in the labour force	4094
Roselands	2016	Unemployed (looking for work)	441
Lakemba	2006		1095
Lakemba	2006	Employed (away from work)	382
Lakemba	2006	Employed (full-time)	2907
Lakemba	2006	Employed (part-time)	1482
Lakemba	2006	Not in the labour force	4443
Lakemba	2006	Unemployed (looking for work)	662
Lakemba	2011		1122
Lakemba	2011	Employed (away from work)	398
Lakemba	2011	Employed (full-time)	2942
Lakemba	2011	Employed (part-time)	1749
Lakemba	2011	Not in the labour force	4753
Lakemba	2011	Unemployed (looking for work)	677
Lakemba	2016		888
Lakemba	2016	Employed (away from work)	333
Lakemba	2016	Employed (full-time)	3242
Lakemba	2016	Employed (part-time)	2091
Lakemba	2016	Not in the labour force	5296
Lakemba	2016	Unemployed (looking for work)	884
Wiley Park	2006		660
Wiley Park	2006	Employed (away from work)	262
Wiley Park	2006	Employed (full-time)	1829
Wiley Park	2006	Employed (part-time)	820
Wiley Park	2006	Not in the labour force	2649
Wiley Park	2006	Unemployed (looking for work)	452
Wiley Park	2011		778
Wiley Park	2011	Employed (away from work)	251
Wiley Park	2011	Employed (full-time)	1972
Wiley Park	2011	Employed (part-time)	1108
Wiley Park	2011	Not in the labour force	2808
Wiley Park	2011	Unemployed (looking for work)	427
Wiley Park	2016		607
Wiley Park	2016	Employed (away from work)	234
Wiley Park	2016	Employed (full-time)	2052
Wiley Park	2016	Employed (part-time)	1365
Wiley Park	2016	Not in the labour force	2984
Wiley Park	2016	Unemployed (looking for work)	500
Hurstville	2006		1131
Hurstville	2006	Employed (away from work)	508
Hurstville	2006	Employed (full-time)	5195
Hurstville	2006	Employed (part-time)	2188
Hurstville	2006	Not in the labour force	5424
Hurstville	2006	Unemployed (looking for work)	659
Hurstville	2011		685
Hurstville	2011	Employed (away from work)	524
Hurstville	2011	Employed (full-time)	5677
Hurstville	2011	Employed (part-time)	2653
Hurstville	2011	Not in the labour force	6466
Hurstville	2011	Unemployed (looking for work)	838
Hurstville	2016		997
Hurstville	2016	Employed (away from work)	536
Hurstville	2016	Employed (full-time)	6390
Hurstville	2016	Employed (part-time)	3572
Hurstville	2016	Not in the labour force	7572
Hurstville	2016	Unemployed (looking for work)	1068
Mortdale - Penshurst	2006		955
Mortdale - Penshurst	2006	Employed (away from work)	593
Mortdale - Penshurst	2006	Employed (full-time)	7036
Mortdale - Penshurst	2006	Employed (part-time)	2792
Mortdale - Penshurst	2006	Not in the labour force	5405
Mortdale - Penshurst	2006	Unemployed (looking for work)	568
Mortdale - Penshurst	2011		677
Mortdale - Penshurst	2011	Employed (away from work)	657
Mortdale - Penshurst	2011	Employed (full-time)	7584
Mortdale - Penshurst	2011	Employed (part-time)	3070
Mortdale - Penshurst	2011	Not in the labour force	5711
Mortdale - Penshurst	2011	Unemployed (looking for work)	626
Mortdale - Penshurst	2016		942
Mortdale - Penshurst	2016	Employed (away from work)	602
Mortdale - Penshurst	2016	Employed (full-time)	7673
Mortdale - Penshurst	2016	Employed (part-time)	3807
Mortdale - Penshurst	2016	Not in the labour force	6041
Mortdale - Penshurst	2016	Unemployed (looking for work)	715
Narwee - Beverly Hills	2006		651
Narwee - Beverly Hills	2006	Employed (away from work)	317
Narwee - Beverly Hills	2006	Employed (full-time)	3282
Narwee - Beverly Hills	2006	Employed (part-time)	1304
Narwee - Beverly Hills	2006	Not in the labour force	3798
Narwee - Beverly Hills	2006	Unemployed (looking for work)	326
Narwee - Beverly Hills	2011		746
Narwee - Beverly Hills	2011	Employed (away from work)	305
Narwee - Beverly Hills	2011	Employed (full-time)	3553
Narwee - Beverly Hills	2011	Employed (part-time)	1521
Narwee - Beverly Hills	2011	Not in the labour force	4005
Narwee - Beverly Hills	2011	Unemployed (looking for work)	388
Narwee - Beverly Hills	2016		512
Narwee - Beverly Hills	2016	Employed (away from work)	305
Narwee - Beverly Hills	2016	Employed (full-time)	3731
Narwee - Beverly Hills	2016	Employed (part-time)	1922
Narwee - Beverly Hills	2016	Not in the labour force	4478
Narwee - Beverly Hills	2016	Unemployed (looking for work)	491
Oatley - Hurstville Grove	2006		307
Oatley - Hurstville Grove	2006	Employed (away from work)	367
Oatley - Hurstville Grove	2006	Employed (full-time)	3640
Oatley - Hurstville Grove	2006	Employed (part-time)	1755
