SA2_NAME16	Year	persons
Merrylands - Holroyd	2016	28450
Smithfield Industrial	2006	0
Smithfield Industrial	2011	6
Smithfield Industrial	2016	8
Yennora Industrial	2006	0
Yennora Industrial	2011	6
Yennora Industrial	2016	11
North Parramatta	2006	17810
North Parramatta	2011	20274
North Parramatta	2016	22234
North Rocks	2006	7231
North Rocks	2011	7625
North Rocks	2016	7872
Northmead	2006	14102
Northmead	2011	17287
Northmead	2016	20382
Parramatta - Rosehill	2006	18972
Parramatta - Rosehill	2011	22703
Parramatta - Rosehill	2016	29249
Toongabbie - Constitution Hill	2006	19581
Toongabbie - Constitution Hill	2011	20707
Toongabbie - Constitution Hill	2016	21935
Winston Hills	2006	9659
Winston Hills	2011	10367
Winston Hills	2016	10773
Pendle Hill - Girraween	2006	10099
Pendle Hill - Girraween	2011	11422
Pendle Hill - Girraween	2016	12847
Wentworthville - Westmead	2006	12960
Wentworthville - Westmead	2011	14396
Wentworthville - Westmead	2016	15604
Epping - North Epping	2006	22711
Epping - North Epping	2011	23585
Epping - North Epping	2016	27095
Pennant Hills - Cheltenham	2006	18335
Pennant Hills - Cheltenham	2011	19420
Pennant Hills - Cheltenham	2016	20493
Eastwood - Denistone	2006	21980
Eastwood - Denistone	2011	23002
Eastwood - Denistone	2016	25047
Gladesville - Huntleys Point	2006	13351
Gladesville - Huntleys Point	2011	13424
Gladesville - Huntleys Point	2016	14414
Hunters Hill - Woolwich	2006	9837
Hunters Hill - Woolwich	2011	9807
Hunters Hill - Woolwich	2016	10345
Macquarie Park - Marsfield	2006	17456
Macquarie Park - Marsfield	2011	18494
Macquarie Park - Marsfield	2016	21724
North Ryde - East Ryde	2006	12481
North Ryde - East Ryde	2011	11978
North Ryde - East Ryde	2016	12310
West Ryde - Meadowbank	2006	15338
West Ryde - Meadowbank	2011	17001
West Ryde - Meadowbank	2016	19375
Putney	2006	4136
Putney	2011	4077
Putney	2016	4141
Ryde	2006	19437
Ryde	2011	22065
Ryde	2016	27175
Ashcroft - Busby - Miller	2006	15728
Ashcroft - Busby - Miller	2011	16646
Ashcroft - Busby - Miller	2016	17341
Austral - Greendale	2006	8294
Austral - Greendale	2011	8989
Austral - Greendale	2016	8911
Cobbitty - Leppington	2006	5931
Cobbitty - Leppington	2011	6411
Cobbitty - Leppington	2016	17891
Badgerys Creek	2006	314
Badgerys Creek	2011	137
Badgerys Creek	2016	60
Cecil Hills	2006	6780
Cecil Hills	2011	6866
Cecil Hills	2016	7017
Green Valley	2006	11955
Green Valley	2011	12382
Green Valley	2016	12516
Hinchinbrook	2006	9323
Hinchinbrook	2011	9518
Hinchinbrook	2016	12298
Hoxton Park - Carnes Hill - Horningsea Park	2006	8291
Hoxton Park - Carnes Hill - Horningsea Park	2011	8993
Hoxton Park - Carnes Hill - Horningsea Park	2016	11591
West Hoxton - Middleton Grange	2006	8173
West Hoxton - Middleton Grange	2011	10403
West Hoxton - Middleton Grange	2016	15186
Bonnyrigg Heights - Bonnyrigg	2006	15242
Bonnyrigg Heights - Bonnyrigg	2011	15188
Bonnyrigg Heights - Bonnyrigg	2016	15979
Bossley Park - Abbotsbury	2006	18120
Bossley Park - Abbotsbury	2011	18226
Bossley Park - Abbotsbury	2016	18834
Cabramatta - Lansvale	2006	22134
Cabramatta - Lansvale	2011	23365
Cabramatta - Lansvale	2016	24708
Cabramatta West - Mount Pritchard	2006	15285
Cabramatta West - Mount Pritchard	2011	15814
Cabramatta West - Mount Pritchard	2016	17193
Canley Vale - Canley Heights	2006	18798
Canley Vale - Canley Heights	2011	19591
Canley Vale - Canley Heights	2016	20821
Edensor Park	2006	9310
Edensor Park	2011	9440
Edensor Park	2016	9772
Fairfield	2006	15168
Fairfield	2011	16848
Fairfield	2016	17700
Fairfield - West	2006	16307
Fairfield - West	2011	17410
Fairfield - West	2016	19091
Greenfield Park - Prairiewood	2006	8135
Greenfield Park - Prairiewood	2011	7762
Greenfield Park - Prairiewood	2016	8332
Horsley Park - Kemps Creek	2006	4085
Horsley Park - Kemps Creek	2011	4326
Horsley Park - Kemps Creek	2016	4422
Smithfield - Wetherill Park	2006	16296
Smithfield - Wetherill Park	2011	17012
Smithfield - Wetherill Park	2016	18044
St Johns Park - Wakeley	2006	10205
St Johns Park - Wakeley	2011	10635
St Johns Park - Wakeley	2016	10864
Wetherill Park Industrial	2006	0
Wetherill Park Industrial	2011	21
Wetherill Park Industrial	2016	35
Casula	2006	13202
Casula	2011	14696
Casula	2016	15662
Chipping Norton - Moorebank	2006	14448
Chipping Norton - Moorebank	2011	15652
Chipping Norton - Moorebank	2016	18746
Holsworthy - Wattle Grove	2006	17947
Holsworthy - Wattle Grove	2011	19549
Holsworthy - Wattle Grove	2016	20706
Liverpool	2006	21316
Liverpool	2011	24095
Liverpool	2016	27172
Lurnea - Cartwright	2006	10075
Lurnea - Cartwright	2011	10865
Lurnea - Cartwright	2016	11681
Prestons - Edmondson Park	2006	12712
Prestons - Edmondson Park	2011	14843
Prestons - Edmondson Park	2016	17585
Warwick Farm	2006	3885
Warwick Farm	2011	4493
Warwick Farm	2016	5799
Gymea - Grays Point	2006	16657
Gymea - Grays Point	2011	16847
Gymea - Grays Point	2016	17473
Miranda - Yowie Bay	2006	16809
Miranda - Yowie Bay	2011	17601
Miranda - Yowie Bay	2016	18234
Sylvania - Taren Point	2006	14487
Sylvania - Taren Point	2011	15111
Sylvania - Taren Point	2016	15939
Caringbah	2006	8890
Caringbah	2011	10955
Caringbah	2016	11766
Caringbah South	2006	12929
Caringbah South	2011	11606
Caringbah South	2016	12061
Cronulla - Kurnell - Bundeena	2006	21309
Cronulla - Kurnell - Bundeena	2011	21673
Cronulla - Kurnell - Bundeena	2016	23491
Lilli Pilli - Port Hacking - Dolans Bay	2006	2872
Lilli Pilli - Port Hacking - Dolans Bay	2011	3058
Lilli Pilli - Port Hacking - Dolans Bay	2016	3148
Woolaware - Burraneer	2006	7155
Woolaware - Burraneer	2011	7513
Woolaware - Burraneer	2016	7730
Heathcote - Waterfall	2006	6307
Heathcote - Waterfall	2011	6457
Heathcote - Waterfall	2016	6505
Illawong - Alfords Point	2006	10919
Illawong - Alfords Point	2011	10639
Illawong - Alfords Point	2016	10363
Menai - Lucas Heights - Woronora	2006	21239
Menai - Lucas Heights - Woronora	2011	21056
Menai - Lucas Heights - Woronora	2016	21129
Oyster Bay - Como - Jannali	2006	19698
Oyster Bay - Como - Jannali	2011	20631
Oyster Bay - Como - Jannali	2016	21254
Royal National Park	2006	16
Royal National Park	2011	17
Royal National Park	2016	27
Sutherland - Kirrawee	2006	18342
Sutherland - Kirrawee	2011	19371
Sutherland - Kirrawee	2016	20868
Engadine	2006	16349
Engadine	2011	16657
Engadine	2016	16993
Loftus - Yarrawarrah	2006	7033
Loftus - Yarrawarrah	2011	7204
Loftus - Yarrawarrah	2016	7246
Woronora Heights	2006	3891
Woronora Heights	2011	3866
Woronora Heights	2016	3652
Migratory - Offshore - Shipping (NSW)	2006	50
Migratory - Offshore - Shipping (NSW)	2011	112
Migratory - Offshore - Shipping (NSW)	2016	412
No usual address (NSW)	2006	10175
No usual address (NSW)	2011	12917
No usual address (NSW)	2016	12288
Alfredton	2006	7898
Alfredton	2011	8345
Alfredton	2016	11654
Ballarat	2006	12129
Ballarat	2011	12077
Ballarat	2016	12046
Ballarat - North	2006	20750
Ballarat - North	2011	22026
Ballarat - North	2016	23083
Ballarat - South	2006	20637
Ballarat - South	2011	22784
Ballarat - South	2016	24231
Buninyong	2006	5712
Buninyong	2011	6599
Buninyong	2016	7153
Delacombe	2006	4278
Delacombe	2011	5750
Delacombe	2016	7082
Smythes Creek	2006	3784
Smythes Creek	2011	3779
Smythes Creek	2016	3932
Wendouree - Miners Rest	2006	12802
Wendouree - Miners Rest	2011	14210
Wendouree - Miners Rest	2016	14633
Bacchus Marsh Region	2006	5136
Bacchus Marsh Region	2011	5545
Bacchus Marsh Region	2016	5870
Creswick - Clunes	2006	7000
Creswick - Clunes	2011	7423
Creswick - Clunes	2016	7821
Daylesford	2006	7722
Daylesford	2011	8392
Daylesford	2016	8956
Gordon (Vic.)	2006	5186
Gordon (Vic.)	2011	5414
Gordon (Vic.)	2016	5656
Avoca	2006	3105
Avoca	2011	3301
Avoca	2016	3302
Beaufort	2006	3758
Beaufort	2011	3832
Beaufort	2016	4395
Golden Plains - North	2006	3657
Golden Plains - North	2011	4061
Golden Plains - North	2016	4483
Maryborough (Vic.)	2006	7369
Maryborough (Vic.)	2011	7631
Maryborough (Vic.)	2016	7921
Maryborough Region	2006	5202
Maryborough Region	2011	5063
Maryborough Region	2016	5268
Bendigo	2006	14669
Bendigo	2011	14509
Bendigo	2016	14460
California Gully - Eaglehawk	2006	9609
California Gully - Eaglehawk	2011	10128
California Gully - Eaglehawk	2016	11965
East Bendigo - Kennington	2006	13268
East Bendigo - Kennington	2011	13683
East Bendigo - Kennington	2016	13507
Flora Hill - Spring Gully	2006	8910
Flora Hill - Spring Gully	2011	9190
Flora Hill - Spring Gully	2016	9295
Kangaroo Flat - Golden Square	2006	16977
Kangaroo Flat - Golden Square	2011	18483
Kangaroo Flat - Golden Square	2016	19687
Maiden Gully	2006	3227
Maiden Gully	2011	4326
Maiden Gully	2016	5084
Strathfieldsaye	2006	5822
Strathfieldsaye	2011	7032
Strathfieldsaye	2016	8630
White Hills - Ascot	2006	6574
White Hills - Ascot	2011	8735
White Hills - Ascot	2016	11747
Bendigo Region - South	2006	5246
Bendigo Region - South	2011	6204
Bendigo Region - South	2016	7184
Castlemaine	2006	9541
Castlemaine	2011	9733
Castlemaine	2016	10583
Castlemaine Region	2006	7836
Castlemaine Region	2011	8179
Castlemaine Region	2016	8474
Heathcote	2006	3524
Heathcote	2011	4073
Heathcote	2016	4513
Kyneton	2006	8236
Kyneton	2011	8832
Kyneton	2016	9648
Woodend	2006	6252
Woodend	2011	6409
Woodend	2016	6899
Bendigo Region - North	2006	5120
Bendigo Region - North	2011	4163
Bendigo Region - North	2016	4363
Loddon	2006	7595
Loddon	2011	7027
Loddon	2016	7057
Bannockburn	2006	3377
Bannockburn	2011	4714
Bannockburn	2016	6420
Golden Plains - South	2006	5636
Golden Plains - South	2011	6217
Golden Plains - South	2016	6855
Winchelsea	2006	5010
Winchelsea	2011	5685
Winchelsea	2016	5745
Belmont	2006	13645
Belmont	2011	13617
Belmont	2016	14021
Corio - Norlane	2006	24717
Corio - Norlane	2011	25846
Corio - Norlane	2016	26348
Geelong	2006	11705
Geelong	2011	12066
Geelong	2016	12694
Geelong West - Hamlyn Heights	2006	18142
Geelong West - Hamlyn Heights	2011	18872
Geelong West - Hamlyn Heights	2016	19468
Grovedale	2006	16647
Grovedale	2011	19701
Grovedale	2016	23275
Highton	2006	17361
Highton	2011	19321
Highton	2016	22098
Lara	2006	14637
Lara	2011	15523
Lara	2016	18088
Leopold	2006	8748
Leopold	2011	10112
Leopold	2016	12814
Newcomb - Moolap	2006	14499
Newcomb - Moolap	2011	14710
Newcomb - Moolap	2016	14593
Newtown (Vic.)	2006	9578
Newtown (Vic.)	2011	9680
Newtown (Vic.)	2016	10155
North Geelong - Bell Park	2006	13700
North Geelong - Bell Park	2011	13996
North Geelong - Bell Park	2016	14631
Clifton Springs	2006	10615
Clifton Springs	2011	11699
Clifton Springs	2016	13349
Lorne - Anglesea	2006	4822
Lorne - Anglesea	2011	4919
Lorne - Anglesea	2016	5051
Ocean Grove - Barwon Heads	2006	16780
Ocean Grove - Barwon Heads	2011	18356
Ocean Grove - Barwon Heads	2016	23421
Portarlington	2006	5819
Portarlington	2011	6498
Portarlington	2016	7397
Point Lonsdale - Queenscliff	2006	3891
Point Lonsdale - Queenscliff	2011	4072
Point Lonsdale - Queenscliff	2016	4148
Torquay	2006	11939
Torquay	2011	15043
Torquay	2016	18362
Alexandra	2006	6156
Alexandra	2011	6096
Alexandra	2016	6337
Euroa	2006	5967
Euroa	2011	5952
Euroa	2016	6278
Kilmore - Broadford	2006	9333
Kilmore - Broadford	2011	11947
Kilmore - Broadford	2016	13871
Mansfield (Vic.)	2006	7436
Mansfield (Vic.)	2011	8153
Mansfield (Vic.)	2016	8848
Nagambie	2006	3324
Nagambie	2011	3559
Nagambie	2016	4004
Seymour	2006	6301
Seymour	2011	6370
Seymour	2016	6327
Seymour Region	2006	4317
Seymour Region	2011	4224
Seymour Region	2016	4432
Upper Yarra Valley	2006	277
Upper Yarra Valley	2011	221
Upper Yarra Valley	2016	182
Yea	2006	3401
Yea	2011	3393
Yea	2016	3560
Benalla	2006	10037
Benalla	2011	10333
Benalla	2016	10330
Benalla Region	2006	3490
Benalla Region	2011	3377
Benalla Region	2016	3595
Rutherglen	2006	3634
Rutherglen	2011	3710
Rutherglen	2016	3869
Wangaratta	2006	16847
Wangaratta	2011	17687
Wangaratta	2016	18710
Wangaratta Region	2006	9546
Wangaratta Region	2011	9126
Wangaratta Region	2016	9600
Beechworth	2006	4185
Beechworth	2011	4220
Beechworth	2016	4569
Bright - Mount Beauty	2006	7782
Bright - Mount Beauty	2011	7733
Bright - Mount Beauty	2016	8154
Chiltern - Indigo Valley	2006	2837
Chiltern - Indigo Valley	2011	2891
Chiltern - Indigo Valley	2016	3100
Myrtleford	2006	4586
Myrtleford	2011	4508
Myrtleford	2016	4634
Towong	2006	6018
Towong	2011	5863
Towong	2016	5956
West Wodonga	2006	14088
West Wodonga	2011	14585
West Wodonga	2016	14955
Wodonga	2006	18921
Wodonga	2011	20939
Wodonga	2016	24398
Yackandandah	2006	4143
Yackandandah	2011	4413
Yackandandah	2016	4487
Drouin	2006	10540
Drouin	2011	13220
Drouin	2016	16207
Mount Baw Baw Region	2006	5739
Mount Baw Baw Region	2011	5966
Mount Baw Baw Region	2016	6019
Trafalgar (Vic.)	2006	6131
Trafalgar (Vic.)	2011	7073
Trafalgar (Vic.)	2016	7641
Warragul	2006	15249
Warragul	2011	16723
Warragul	2016	18758
Alps - East	2006	0
Alps - East	2011	0
Alps - East	2016	4
Bairnsdale	2006	11905
Bairnsdale	2011	13240
Bairnsdale	2016	14728
Bruthen - Omeo	2006	7523
Bruthen - Omeo	2011	7289
Bruthen - Omeo	2016	7743
Lake King	2006	0
Lake King	2011	0
Lake King	2016	0
Lakes Entrance	2006	8860
Lakes Entrance	2011	9462
Lakes Entrance	2016	9916
Orbost	2006	6601
Orbost	2011	6704
Orbost	2016	6448
Paynesville	2006	5301
Paynesville	2011	5604
Paynesville	2016	6313
Foster	2006	8150
Foster	2011	8189
Foster	2016	8731
French Island	2006	92
French Island	2011	115
French Island	2016	119
Korumburra	2006	7782
Korumburra	2011	8745
Korumburra	2016	9122
Leongatha	2006	9802
Leongatha	2011	10524
Leongatha	2016	11079
Phillip Island	2006	8136
Phillip Island	2011	9406
Phillip Island	2016	10387
Wilsons Promontory	2006	0
Wilsons Promontory	2011	12
Wilsons Promontory	2016	13
Wonthaggi - Inverloch	2006	18405
Wonthaggi - Inverloch	2011	20035
Wonthaggi - Inverloch	2016	22228
Churchill	2006	11109
Churchill	2011	11387
Churchill	2016	11401
Moe - Newborough	2006	16516
Moe - Newborough	2011	16675
Moe - Newborough	2016	16551
Morwell	2006	13578
Morwell	2011	14004
Morwell	2016	13808
Traralgon	2006	23307
Traralgon	2011	25701
Traralgon	2016	26785
Yallourn North - Glengarry	2006	4356
Yallourn North - Glengarry	2011	4446
Yallourn North - Glengarry	2016	4550
Alps - West	2006	22
Alps - West	2011	27
Alps - West	2016	25
Longford - Loch Sport	2006	3754
Longford - Loch Sport	2011	3835
Longford - Loch Sport	2016	4299
Maffra	2006	12893
Maffra	2011	13405
Maffra	2016	13868
Rosedale	2006	4454
Rosedale	2011	4555
Rosedale	2016	4723
Sale	2006	13335
Sale	2011	14259
Sale	2016	14646
Yarram	2006	5471
Yarram	2011	5258
Yarram	2016	5305
Brunswick	2006	20782
Brunswick	2011	22763
Brunswick	2016	25440
Brunswick East	2006	7410
Brunswick East	2011	8477
Brunswick East	2016	10962
Brunswick West	2006	12200
Brunswick West	2011	13148
Brunswick West	2016	13737
Coburg	2006	23721
Coburg	2011	24978
Coburg	2016	26166
Pascoe Vale South	2006	8700
Pascoe Vale South	2011	9531
Pascoe Vale South	2016	9960
Alphington - Fairfield	2006	7124
Alphington - Fairfield	2011	8205
Alphington - Fairfield	2016	8934
Northcote	2006	22064
Northcote	2011	22920
Northcote	2016	24667
Thornbury	2006	16716
Thornbury	2011	17434
Thornbury	2016	18466
Ascot Vale	2006	12395
Ascot Vale	2011	13477
Ascot Vale	2016	14750
Essendon - Aberfeldie	2006	23674
Essendon - Aberfeldie	2011	24760
Essendon - Aberfeldie	2016	27487
Flemington	2006	8215
Flemington	2011	9159
Flemington	2016	10115
Moonee Ponds	2006	12636
Moonee Ponds	2011	13532
Moonee Ponds	2016	14250
Carlton	2006	12050
Carlton	2011	14106
Carlton	2016	19001
Docklands	2006	3940
Docklands	2011	5783
Docklands	2016	10965
East Melbourne	2006	4328
East Melbourne	2011	4905
East Melbourne	2016	4962
Flemington Racecourse	2006	0
Flemington Racecourse	2011	77
Flemington Racecourse	2016	85
Kensington (Vic.)	2006	8675
Kensington (Vic.)	2011	9718
Kensington (Vic.)	2016	10812
Melbourne	2006	14389
Melbourne	2011	20030
Melbourne	2016	37321
North Melbourne	2006	13147
North Melbourne	2011	15497
North Melbourne	2016	20637
Parkville	2006	4980
Parkville	2011	6193
Parkville	2016	7409
South Yarra - West	2006	5266
South Yarra - West	2011	5998
South Yarra - West	2016	6096
Southbank	2006	9363
Southbank	2011	11309
Southbank	2016	18669
West Melbourne	2006	0
West Melbourne	2011	0
West Melbourne	2016	3
Albert Park	2006	12843
Albert Park	2011	14131
Albert Park	2016	15384
Elwood	2006	13782
Elwood	2011	14640
Elwood	2016	15222
Port Melbourne	2006	13289
Port Melbourne	2011	14515
Port Melbourne	2016	16163
Port Melbourne Industrial	2006	10
Port Melbourne Industrial	2011	13
Port Melbourne Industrial	2016	18
South Melbourne	2006	9164
South Melbourne	2011	9827
South Melbourne	2016	11550
St Kilda	2006	20972
St Kilda	2011	22551
St Kilda	2016	26124
St Kilda East	2006	15039
St Kilda East	2011	15709
St Kilda East	2016	16417
Armadale	2006	8468
Armadale	2011	8760
Armadale	2016	8972
Prahran - Windsor	2006	16656
Prahran - Windsor	2011	17485
Prahran - Windsor	2016	19714
South Yarra - East	2006	13635
South Yarra - East	2011	14663
South Yarra - East	2016	20728
Toorak	2006	13128
Toorak	2011	12869
Toorak	2016	13050
Abbotsford	2006	4324
Abbotsford	2011	4905
Abbotsford	2016	8184
Carlton North - Princes Hill	2006	8192
Carlton North - Princes Hill	2011	8297
Carlton North - Princes Hill	2016	8428
Collingwood	2006	5492
Collingwood	2011	6469
Collingwood	2016	8513
Fitzroy	2006	8812
Fitzroy	2011	9433
Fitzroy	2016	10445
Fitzroy North	2006	11068
Fitzroy North	2011	11472
Fitzroy North	2016	12339
Richmond (Vic.)	2006	24585
Richmond (Vic.)	2011	26120
Richmond (Vic.)	2016	30499
Yarra - North	2006	7664
Yarra - North	2011	8134
Yarra - North	2016	9044
Ashburton (Vic.)	2006	7171
Ashburton (Vic.)	2011	7491
Ashburton (Vic.)	2016	7751
Balwyn	2006	15309
Balwyn	2011	15587
Balwyn	2016	15831
Balwyn North	2006	19863
Balwyn North	2011	19943
Balwyn North	2016	20224
Camberwell	2006	19633
Camberwell	2011	20031
Camberwell	2016	21400
Glen Iris - East	2006	15068
Glen Iris - East	2011	16049
Glen Iris - East	2016	16326
Hawthorn	2006	19788
Hawthorn	2011	20705
Hawthorn	2016	22973
Hawthorn East	2006	13136
Hawthorn East	2011	13571
Hawthorn East	2016	15166
Kew	2006	22519
Kew	2011	23588
Kew	2016	24725
Kew East	2006	6138
Kew East	2011	6306
Kew East	2016	6513
Surrey Hills (West) - Canterbury	2006	15824
Surrey Hills (West) - Canterbury	2011	15910
Surrey Hills (West) - Canterbury	2016	16319
Bulleen	2006	10532
Bulleen	2011	10870
Bulleen	2016	11045
Doncaster	2006	17882
Doncaster	2011	18359
Doncaster	2016	20584
Templestowe	2006	16429
Templestowe	2011	16482
Templestowe	2016	16618
Templestowe Lower	2006	13022
Templestowe Lower	2011	13149
Templestowe Lower	2016	13598
Doncaster East (North)	2006	14845
Doncaster East (North)	2011	14320
Doncaster East (North)	2016	14573
Doncaster East (South)	2006	11856
Doncaster East (South)	2011	12729
Doncaster East (South)	2016	13956
Blackburn	2006	18771
Blackburn	2011	19822
Blackburn	2016	21382
Blackburn South	2006	10128
Blackburn South	2011	10587
Blackburn South	2016	10793
Box Hill	2006	16004
Box Hill	2011	17373
Box Hill	2016	19828
Box Hill North	2006	15759
Box Hill North	2011	16426
Box Hill North	2016	17552
Burwood	2006	9930
Burwood	2011	10793
Burwood	2016	12248
Burwood East	2006	10014
Burwood East	2011	10142
Burwood East	2016	10273
Surrey Hills (East) - Mont Albert	2006	9363
Surrey Hills (East) - Mont Albert	2011	9771
Surrey Hills (East) - Mont Albert	2016	9965
Beaumaris	2006	12444
Beaumaris	2011	12832
Beaumaris	2016	13472
Brighton (Vic.)	2006	20655
Brighton (Vic.)	2011	21255
Brighton (Vic.)	2016	22695
Brighton East	2006	14760
Brighton East	2011	15412
Brighton East	2016	15838
Cheltenham - Highett (West)	2006	9532
Cheltenham - Highett (West)	2011	10189
Cheltenham - Highett (West)	2016	10938
Hampton	2006	16057
Hampton	2011	16874
Hampton	2016	17640
Sandringham - Black Rock	2006	14485
Sandringham - Black Rock	2011	15249
Sandringham - Black Rock	2016	16506
Bentleigh - McKinnon	2006	19862
Bentleigh - McKinnon	2011	20885
Bentleigh - McKinnon	2016	22415
Carnegie	2006	15085
Carnegie	2011	16297
Carnegie	2016	18066
Caulfield - North	2006	18979
Caulfield - North	2011	19771
Caulfield - North	2016	20976
Caulfield - South	2006	15903
Caulfield - South	2011	16434
Caulfield - South	2016	17448
Elsternwick	2006	10274
Elsternwick	2011	10742
Elsternwick	2016	11354
Hughesdale	2006	6501
Hughesdale	2011	7053
Hughesdale	2016	7556
Murrumbeena	2006	8230
Murrumbeena	2011	8591
Murrumbeena	2016	9251
Ormond - Glen Huntly	2006	11239
Ormond - Glen Huntly	2011	12372
Ormond - Glen Huntly	2016	13339
Bentleigh East (North)	2006	12796
Bentleigh East (North)	2011	13648
Bentleigh East (North)	2016	14784
Bentleigh East (South)	2006	11726
Bentleigh East (South)	2011	12277
Bentleigh East (South)	2016	13238
Aspendale Gardens - Waterways	2006	7189
Aspendale Gardens - Waterways	2011	8757
Aspendale Gardens - Waterways	2016	8989
Braeside	2006	7
Braeside	2011	13
Braeside	2016	58
Carrum - Patterson Lakes	2006	10612
Carrum - Patterson Lakes	2011	11188
Carrum - Patterson Lakes	2016	11548
Chelsea - Bonbeach	2006	11692
Chelsea - Bonbeach	2011	12956
Chelsea - Bonbeach	2016	14191
Chelsea Heights	2006	5126
Chelsea Heights	2011	5186
Chelsea Heights	2016	5335
Cheltenham - Highett (East)	2006	19391
Cheltenham - Highett (East)	2011	20365
Cheltenham - Highett (East)	2016	22270
Edithvale - Aspendale	2006	11395
Edithvale - Aspendale	2011	12077
Edithvale - Aspendale	2016	12747
Mentone	2006	11235
Mentone	2011	11666
Mentone	2016	12965
Moorabbin - Heatherton	2006	7697
Moorabbin - Heatherton	2011	8051
Moorabbin - Heatherton	2016	8803
Moorabbin Airport	2006	0
Moorabbin Airport	2011	0
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2006	17597
Mordialloc - Parkdale	2011	18721
Mordialloc - Parkdale	2016	19917
Malvern - Glen Iris	2006	18398
Malvern - Glen Iris	2011	19300
Malvern - Glen Iris	2016	20042
Malvern East	2006	19592
Malvern East	2011	20067
Malvern East	2016	21321
Bundoora - East	2006	9142
Bundoora - East	2011	9515
Bundoora - East	2016	9894
Greensborough	2006	20209
Greensborough	2011	20225
Greensborough	2016	20463
Heidelberg - Rosanna	2006	12683
Heidelberg - Rosanna	2011	13617
Heidelberg - Rosanna	2016	14775
Heidelberg West	2006	12925
Heidelberg West	2011	13445
Heidelberg West	2016	14149
Ivanhoe	2006	10599
Ivanhoe	2011	11086
Ivanhoe	2016	11390
Ivanhoe East - Eaglemont	2006	7550
Ivanhoe East - Eaglemont	2011	7690
Ivanhoe East - Eaglemont	2016	7691
Montmorency - Briar Hill	2006	15217
Montmorency - Briar Hill	2011	15629
Montmorency - Briar Hill	2016	16096
Viewbank - Yallambie	2006	17802
Viewbank - Yallambie	2011	18109
Viewbank - Yallambie	2016	18303
Watsonia	2006	8738
Watsonia	2011	8986
Watsonia	2016	9112
Kingsbury	2006	8297
Kingsbury	2011	10355
Kingsbury	2016	11328
Reservoir - East	2006	23962
Reservoir - East	2011	24690
Reservoir - East	2016	27077
Reservoir - West	2006	22007
Reservoir - West	2011	22941
Reservoir - West	2016	24036
Preston - East	2006	16500
Preston - East	2011	18389
Preston - East	2016	20022
Preston - West	2006	11387
Preston - West	2011	11534
Preston - West	2016	12189
Eltham	2006	23133
Eltham	2011	22805
Eltham	2016	22899
Hurstbridge	2006	3449
Hurstbridge	2011	3511
Hurstbridge	2016	3450
Kinglake	2006	4122
Kinglake	2011	3579
Kinglake	2016	3844
Panton Hill - St Andrews	2006	5643
Panton Hill - St Andrews	2011	5019
Panton Hill - St Andrews	2016	5152
Plenty - Yarrambat	2006	8899
Plenty - Yarrambat	2011	8952
Plenty - Yarrambat	2016	9365
Research - North Warrandyte	2006	6787
Research - North Warrandyte	2011	6606
Research - North Warrandyte	2016	6706
Wattle Glen - Diamond Creek	2006	11881
Wattle Glen - Diamond Creek	2011	13451
Wattle Glen - Diamond Creek	2016	13698
Bundoora - North	2006	4494
Bundoora - North	2011	5437
Bundoora - North	2016	7451
Bundoora - West	2006	6374
Bundoora - West	2011	6122
Bundoora - West	2016	6192
Lalor	2006	19561
Lalor	2011	19872
Lalor	2016	22808
Mill Park - North	2006	18386
Mill Park - North	2011	18234
Mill Park - North	2016	17824
Mill Park - South	2006	13256
Mill Park - South	2011	12285
Mill Park - South	2016	11891
Thomastown	2006	20598
Thomastown	2011	20332
Thomastown	2016	20311
Wallan	2006	10979
Wallan	2011	12030
Wallan	2016	16219
Whittlesea	2006	6560
Whittlesea	2011	7415
Whittlesea	2016	8127
Doreen	2006	2696
Doreen	2011	10941
Doreen	2016	20937
Epping - East	2006	10233
Epping - East	2011	12128
Epping - East	2016	13167
Epping - South	2006	7936
Epping - South	2011	8121
Epping - South	2016	8334
Epping - West	2006	871
Epping - West	2011	6107
Epping - West	2016	10885
Mernda	2006	831
Mernda	2011	6506
Mernda	2016	16458
South Morang (North)	2006	3581
South Morang (North)	2011	9271
South Morang (North)	2016	12048
South Morang (South)	2006	8744
South Morang (South)	2011	11605
South Morang (South)	2016	12009
Wollert	2006	530
Wollert	2011	507
Wollert	2016	9060
Airport West	2006	6657
Airport West	2011	6958
Airport West	2016	7564
Essendon Airport	2006	0
Essendon Airport	2011	0
Essendon Airport	2016	0
Keilor	2006	8794
Keilor	2011	8311
Keilor	2016	8505
Keilor East	2006	24146
Keilor East	2011	24244
Keilor East	2016	26147
Niddrie - Essendon West	2006	5899
Niddrie - Essendon West	2011	6267
Niddrie - Essendon West	2016	6923
Strathmore	2006	8702
Strathmore	2011	9040
Strathmore	2016	9428
Gisborne	2006	9432
Gisborne	2011	11075
Gisborne	2016	12831
Macedon	2006	3572
Macedon	2011	3185
Macedon	2016	3381
Riddells Creek	2006	3438
Riddells Creek	2011	3752
Riddells Creek	2016	4010
Romsey	2006	7421
Romsey	2011	8623
Romsey	2016	9360
Coburg North	2006	6067
Coburg North	2011	6576
Coburg North	2016	7678
Fawkner	2006	11877
Fawkner	2011	12595
Fawkner	2016	13768
Pascoe Vale	2006	18170
