SA2_NAME16	Year	medianRentWeekly
Seddon - Kingsville	2006	180
West Footscray - Tottenham	2006	150
Yarraville	2006	208
Bacchus Marsh	2006	160
Hillside	2006	210
Melton	2006	171
Melton South	2006	165
Melton West	2006	190
Rockbank - Mount Cottrell	2006	145
Taylors Hill	2006	225
Burnside	2006	220
Burnside Heights	2006	250
Caroline Springs	2006	231
Hoppers Crossing - North	2006	195
Hoppers Crossing - South	2006	185
Laverton	2006	170
Tarneit	2006	220
Truganina	2006	250
Werribee - South	2006	165
Wyndham Vale	2006	185
Point Cook - East	2006	340
Point Cook - North	2006	260
Point Cook - South	2006	296
Werribee - East	2006	175
Werribee - West	2006	180
Carrum Downs	2006	195
Frankston	2006	165
Frankston North	2006	170
Frankston South	2006	200
Langwarrin	2006	195
Seaford (Vic.)	2006	170
Skye - Sandhurst	2006	222
Dromana	2006	175
Flinders	2006	150
Hastings - Somers	2006	160
Mornington	2006	180
Mount Eliza	2006	245
Mount Martha	2006	239
Point Nepean	2006	170
Rosebud - McCrae	2006	160
Somerville	2006	180
Ararat	2006	120
Ararat Region	2006	40
Horsham	2006	140
Horsham Region	2006	60
Nhill Region	2006	80
St Arnaud	2006	95
Stawell	2006	120
West Wimmera	2006	48
Yarriambiack	2006	75
Irymple	2006	140
Merbein	2006	125
Mildura Region	2006	60
Red Cliffs	2006	130
Mildura - North	2006	150
Mildura - South	2006	165
Buloke	2006	75
Gannawarra	2006	100
Kerang	2006	115
Robinvale	2006	120
Swan Hill	2006	140
Swan Hill Region	2006	100
Echuca	2006	170
Kyabram	2006	130
Lockington - Gunbower	2006	80
Rochester	2006	113
Rushworth	2006	100
Cobram	2006	150
Moira	2006	90
Numurkah	2006	120
Yarrawonga	2006	150
Mooroopna	2006	150
Shepparton - North	2006	160
Shepparton - South	2006	160
Shepparton Region - East	2006	120
Shepparton Region - West	2006	130
Glenelg (Vic.)	2006	94
Hamilton (Vic.)	2006	130
Portland	2006	135
Southern Grampians	2006	70
Camperdown	2006	120
Colac	2006	140
Colac Region	2006	100
Corangamite - North	2006	100
Corangamite - South	2006	100
Otway	2006	150
Moyne - East	2006	90
Moyne - West	2006	145
Warrnambool - North	2006	165
Warrnambool - South	2006	165
Migratory - Offshore - Shipping (Vic.)	2006	0
No usual address (Vic.)	2006	0
Alexandra Hills	2006	230
Belmont - Gumdale	2006	280
Birkdale	2006	257
Capalaba	2006	215
Thorneside	2006	220
Wellington Point	2006	250
Cleveland	2006	240
Ormiston	2006	260
Redland Bay	2006	279
Sheldon - Mount Cotton	2006	250
Thornlands	2006	278
Victoria Point	2006	260
Redland Islands	2006	155
Brisbane Port - Lytton	2006	223
Manly - Lota	2006	230
Manly West	2006	240
Murarrie	2006	250
Tingalpa	2006	240
Wakerley	2006	320
Wynnum	2006	210
Wynnum West - Hemmant	2006	240
Bald Hills	2006	230
Bridgeman Downs	2006	280
Carseldine	2006	245
Everton Park	2006	220
McDowall	2006	275
Aspley	2006	250
Chermside	2006	200
Chermside West	2006	250
Geebung	2006	230
Kedron - Gordon Park	2006	205
Stafford	2006	200
Stafford Heights	2006	205
Wavell Heights	2006	230
Boondall	2006	250
Brisbane Airport	2006	50
Eagle Farm - Pinkenba	2006	160
Northgate - Virginia	2006	200
Nudgee - Banyo	2006	240
Nundah	2006	198
Bracken Ridge	2006	240
Brighton (Qld)	2006	215
Deagon	2006	200
Sandgate - Shorncliffe	2006	165
Taigum - Fitzgibbon	2006	240
Zillmere	2006	185
Camp Hill	2006	245
Cannon Hill	2006	250
Carina	2006	250
Carina Heights	2006	240
Carindale	2006	300
Annerley	2006	195
Coorparoo	2006	220
Fairfield - Dutton Park	2006	200
Greenslopes	2006	215
Holland Park	2006	193
Holland Park West	2006	230
Woolloongabba	2006	190
Yeronga	2006	220
Eight Mile Plains	2006	250
Macgregor (Qld)	2006	260
Mansfield (Qld)	2006	230
Mount Gravatt	2006	220
Rochedale - Burbank	2006	231
Upper Mount Gravatt	2006	241
Wishart	2006	255
Coopers Plains	2006	200
Moorooka	2006	200
Robertson	2006	290
Salisbury - Nathan	2006	210
Tarragindi	2006	243
Algester	2006	250
Calamvale - Stretton	2006	260
Pallara - Willawong	2006	270
Parkinson - Drewvale	2006	280
Rocklea - Acacia Ridge	2006	190
Kuraby	2006	250
Runcorn	2006	250
Sunnybank	2006	240
Sunnybank Hills	2006	250
Jindalee - Mount Ommaney	2006	270
Middle Park - Jamboree Heights	2006	260
Riverhills	2006	250
Seventeen Mile Rocks - Sinnamon Park	2006	270
Westlake	2006	330
Bellbowrie - Moggill	2006	280
Brookfield - Kenmore Hills	2006	300
Chapel Hill	2006	320
Fig Tree Pocket	2006	340
Kenmore	2006	290
Pinjarra Hills - Pullenvale	2006	320
Chelmer - Graceville	2006	270
Corinda	2006	204
Indooroopilly	2006	265
Sherwood	2006	220
St Lucia	2006	280
Taringa	2006	250
Enoggera	2006	198
Enoggera Reservoir	2006	0
Keperra	2006	200
Mitchelton	2006	215
Mount Coot-tha	2006	0
The Gap	2006	270
Upper Kedron - Ferny Grove	2006	230
Brisbane City	2006	400
Fortitude Valley	2006	300
Highgate Hill	2006	220
Kangaroo Point	2006	280
New Farm	2006	230
South Brisbane	2006	310
Spring Hill	2006	300
West End	2006	220
Balmoral	2006	256
Bulimba	2006	280
East Brisbane	2006	230
Hawthorne	2006	250
Morningside - Seven Hills	2006	245
Norman Park	2006	255
Albion	2006	236
Alderley	2006	230
Ascot	2006	220
Clayfield	2006	215
Grange	2006	260
Hamilton (Qld)	2006	235
Hendra	2006	275
Kelvin Grove - Herston	2006	250
Newmarket	2006	210
Newstead - Bowen Hills	2006	315
Wilston	2006	245
Windsor	2006	200
Wooloowin - Lutwyche	2006	200
Ashgrove	2006	250
Auchenflower	2006	260
Bardon	2006	270
Paddington - Milton	2006	275
Red Hill (Qld)	2006	240
Toowong	2006	265
Brinsmead	2006	275
Clifton Beach - Kewarra Beach	2006	285
Freshwater - Stratford	2006	200
Redlynch	2006	248
Trinity Beach - Smithfield	2006	250
Yorkeys Knob - Machans Beach	2006	190
Bentley Park	2006	225
Cairns City	2006	225
Earlville - Bayview Heights	2006	200
Edmonton	2006	200
Gordonvale - Trinity	2006	150
Kanimbla - Mooroobool	2006	200
Lamb Range	2006	0
Manoora	2006	170
Manunda	2006	155
Mount Sheridan	2006	250
Westcourt - Bungalow	2006	160
White Rock	2006	200
Whitfield - Edge Hill	2006	190
Woree	2006	168
Babinda	2006	115
Innisfail	2006	135
Johnstone	2006	127
Tully	2006	140
Wooroonooran	2006	0
Yarrabah	2006	90
Daintree	2006	150
Port Douglas	2006	320
Atherton	2006	150
Herberton	2006	115
Kuranda	2006	138
Malanda - Yungaburra	2006	140
Mareeba	2006	130
Balonne	2006	90
Chinchilla	2006	135
Goondiwindi	2006	150
Inglewood - Waggamba	2006	50
Miles - Wandoan	2006	70
Roma	2006	130
Roma Region	2006	46
Tara	2006	55
Crows Nest - Rosalie	2006	114
Jondaryan	2006	140
Millmerran	2006	100
Pittsworth	2006	130
Wambo	2006	140
Clifton - Greenmount	2006	130
Southern Downs - East	2006	120
Southern Downs - West	2006	123
Stanthorpe	2006	130
Stanthorpe Region	2006	120
Warwick	2006	150
Central Highlands - East	2006	58
Central Highlands - West	2006	16
Emerald	2006	180
Berserker	2006	150
Bouldercombe	2006	96
Emu Park	2006	165
Frenchville - Mount Archer	2006	160
Glenlee - Rockyview	2006	128
Gracemere	2006	170
Lakes Creek	2006	150
Mount Morgan	2006	110
Norman Gardens	2006	165
Park Avenue	2006	150
Parkhurst - Kawana	2006	165
Rockhampton - West	2006	148
Rockhampton City	2006	140
Rockhampton Region - East	2006	120
Rockhampton Region - North	2006	100
Rockhampton Region - West	2006	100
Shoalwater Bay	2006	0
The Range - Allenstown	2006	150
Yeppoon	2006	180
Banana	2006	74
Biloela	2006	140
Agnes Water - Miriam Vale	2006	150
Boyne Island - Tannum Sands	2006	220
Callemondah	2006	0
Clinton - New Auckland	2006	200
Gladstone	2006	155
Gladstone Hinterland	2006	120
Kin Kora - Sun Valley	2006	210
South Trees	2006	0
Telina - Toolooa	2006	160
West Gladstone	2006	160
Broadbeach Waters	2006	325
Burleigh Heads	2006	290
Burleigh Waters	2006	275
Mermaid Beach - Broadbeach	2006	290
Mermaid Waters	2006	270
Miami	2006	260
Coolangatta	2006	250
Currumbin - Tugun	2006	250
Currumbin Waters	2006	260
Elanora	2006	280
Palm Beach	2006	230
Arundel	2006	295
Biggera Waters	2006	245
Coombabah	2006	250
Labrador	2006	230
Paradise Point - Hollywell	2006	250
Runaway Bay	2006	270
Guanaba - Springbrook	2006	185
Tamborine - Canungra	2006	220
Currumbin Valley - Tallebudgera	2006	213
Mudgeeraba - Bonogin	2006	290
Reedy Creek - Andrews	2006	258
Carrara	2006	260
Highland Park	2006	250
Nerang - Mount Nathan	2006	250
Pacific Pines - Gaven	2006	310
Worongary - Tallai	2006	288
Coomera	2006	255
Helensvale	2006	275
Hope Island	2006	343
Jacobs Well - Alberton	2006	192
Ormeau - Yatala	2006	285
Oxenford - Maudsland	2006	260
Pimpama	2006	300
Upper Coomera - Willow Vale	2006	300
Clear Island Waters	2006	320
Merrimac	2006	280
Robina	2006	330
Varsity Lakes	2006	310
Ashmore	2006	285
Molendinar	2006	250
Parkwood	2006	310
Southport - North	2006	225
Southport - South	2006	250
Benowa	2006	300
Bundall	2006	310
Main Beach	2006	380
Surfers Paradise	2006	280
Darra - Sumner	2006	188
Durack	2006	181
Forest Lake - Doolandella	2006	245
Inala - Richlands	2006	136
Oxley (Qld)	2006	225
Wacol	2006	140
Boonah	2006	140
Esk	2006	140
Lake Manchester - England Creek	2006	0
Lockyer Valley - East	2006	170
Lowood	2006	150
Rosewood	2006	165
Brassall	2006	180
Bundamba	2006	170
Churchill - Yamanto	2006	200
Ipswich - Central	2006	160
Ipswich - East	2006	170
Ipswich - North	2006	210
Karalee - Barellan Point	2006	280
Karana Downs	2006	235
Leichhardt - One Mile	2006	170
North Ipswich - Tivoli	2006	170
Raceview	2006	190
Ripley	2006	200
Riverview	2006	140
Bellbird Park - Brookwater	2006	180
Camira - Gailes	2006	175
Carole Park	2006	0
Collingwood Park - Redbank	2006	200
Goodna	2006	175
New Chum	2006	200
Redbank Plains	2006	190
Springfield	2006	250
Springfield Lakes	2006	260
Beaudesert	2006	150
Beenleigh	2006	175
Eagleby	2006	180
Edens Landing - Holmview	2006	220
Mount Warren Park	2006	220
Wolffdene - Bahrs Scrub	2006	260
Boronia Heights - Park Ridge	2006	205
Browns Plains	2006	200
Chambers Flat - Logan Reserve	2006	160
Crestmead	2006	215
Greenbank Military Camp	2006	0
Hillcrest	2006	210
Marsden	2006	200
Munruben - Park Ridge South	2006	254
Regents Park - Heritage Park	2006	240
Greenbank	2006	260
Jimboomba	2006	250
Logan Village	2006	250
Bethania - Waterford	2006	210
Cornubia - Carbrook	2006	250
Loganholme - Tanah Merah	2006	230
Loganlea	2006	200
Shailer Park	2006	240
Waterford West	2006	180
Daisy Hill	2006	230
Kingston (Qld.)	2006	170
Logan Central	2006	150
Rochedale South - Priestdale	2006	220
Slacks Creek	2006	185
Springwood	2006	220
Underwood	2006	230
Woodridge	2006	165
Bowen	2006	150
Broadsound - Nebo	2006	35
Clermont	2006	36
Collinsville	2006	88
Moranbah	2006	70
Andergrove - Beaconsfield	2006	230
East Mackay	2006	195
Eimeo - Rural View	2006	300
Eungella Hinterland	2006	0
Mackay	2006	165
Mackay Harbour	2006	0
Mount Pleasant - Glenella	2006	250
North Mackay	2006	180
Ooralea - Bakers Creek	2006	200
Pioneer Valley	2006	110
Sarina	2006	165
Seaforth - Calen	2006	120
Shoal Point - Bucasia	2006	260
Slade Point	2006	200
South Mackay	2006	180
Walkerston - Eton	2006	160
West Mackay	2006	200
Airlie - Whitsundays	2006	260
Cape Conway	2006	0
Proserpine	2006	150
Beachmere - Sandstone Point	2006	204
Bribie Island	2006	195
Burpengary - East	2006	265
Caboolture	2006	180
Caboolture - South	2006	205
Elimbah	2006	198
Morayfield - East	2006	230
Wamuran	2006	195
Kilcoy	2006	150
Woodford - D'Aguilar	2006	180
Burpengary	2006	200
Deception Bay	2006	200
Morayfield	2006	260
Narangba	2006	260
Upper Caboolture	2006	220
Clontarf	2006	165
Margate - Woody Point	2006	170
Redcliffe	2006	180
Rothwell - Kippa-Ring	2006	200
Scarborough - Newport - Moreton Island	2006	200
Albany Creek	2006	260
Cashmere	2006	263
Dayboro	2006	220
Eatons Hill	2006	280
The Hills District	2006	245
Samford Valley	2006	230
Dakabin - Kallangur	2006	200
Murrumba Downs - Griffin	2006	260
North Lakes - Mango Hill	2006	280
Bray Park	2006	225
Lawnton	2006	180
Petrie	2006	205
Strathpine - Brendale	2006	215
Aurukun	2006	0
Cape York	2006	60
Croydon - Etheridge	2006	50
Kowanyama - Pormpuraaw	2006	30
Northern Peninsula	2006	50
Tablelands	2006	70
Torres	2006	100
Torres Strait Islands	2006	50
Weipa	2006	36
Carpentaria	2006	45
Mount Isa	2006	150
Mount Isa Region	2006	75
Northern Highlands	2006	60
Barcaldine - Blackall	2006	50
Charleville	2006	90
Far Central West	2006	65
Far South West	2006	70
Longreach	2006	95
Buderim - North	2006	250
Buderim - South	2006	280
Mountain Creek	2006	275
Sippy Downs	2006	295
Aroona - Currimundi	2006	260
Buddina - Minyama	2006	260
Caloundra - Kings Beach	2006	230
Caloundra - West	2006	260
Golden Beach - Pelican Waters	2006	245
Moffat Beach - Battery Hill	2006	240
Parrearra - Warana	2006	280
Wurtulla - Birtinya	2006	260
Coolum Beach	2006	240
Marcoola - Mudjimba	2006	245
Maroochydore - Kuluin	2006	230
Mooloolaba - Alexandra Headland	2006	250
Noosa Heads	2006	395
Noosaville	2006	290
Sunshine Beach	2006	250
Tewantin	2006	235
Peregian Beach - Marcus Beach	2006	250
Peregian Springs	2006	360
Beerwah	2006	200
Caloundra Hinterland	2006	200
Glass House Mountains	2006	200
Landsborough	2006	230
Maroochy Hinterland	2006	190
Palmwoods	2006	209
Bli Bli	2006	210
Diddillibah - Rosemount	2006	200
Eumundi - Yandina	2006	200
Nambour	2006	185
Noosa Hinterland	2006	205
Cambooya - Wyreema	2006	170
Darling Heights	2006	200
Drayton - Harristown	2006	170
Gatton	2006	160
Gowrie (Qld)	2006	180
Highfields	2006	260
Lockyer Valley - West	2006	140
Middle Ridge	2006	270
Newtown (Qld)	2006	165
North Toowoomba - Harlaxton	2006	165
Rangeville	2006	200
Toowoomba - Central	2006	160
Toowoomba - East	2006	170
Toowoomba - West	2006	200
Wilsonton	2006	170
Ayr	2006	130
Burdekin	2006	110
Charters Towers	2006	130
Dalrymple	2006	0
Ingham	2006	110
Ingham Region	2006	100
Palm Island	2006	50
Aitkenvale	2006	175
Annandale	2006	250
Belgian Gardens - Pallarenda	2006	180
Bohle Plains	2006	230
Condon - Rasmussen	2006	195
Cranbrook	2006	200
Deeragun	2006	220
Douglas	2006	270
Garbutt - West End	2006	150
Gulliver - Currajong - Vincent	2006	165
Heatley	2006	165
Hermit Park - Rosslea	2006	165
Hyde Park - Pimlico	2006	160
Kelso	2006	200
Kirwan - East	2006	170
Kirwan - West	2006	240
Magnetic Island	2006	198
Mount Louisa	2006	215
Mundingburra	2006	170
Northern Beaches	2006	180
Oonoonba	2006	248
South Townsville - Railway Estate	2006	170
Townsville - South	2006	130
Townsville City - North Ward	2006	215
Wulguru - Roseneath	2006	160
Ashfield - Kepnock	2006	165
Bargara - Burnett Heads	2006	190
Branyan - Kensington	2006	150
Bundaberg	2006	145
Bundaberg East - Kalkie	2006	170
Bundaberg North - Gooburrum	2006	150
Bundaberg Region - North	2006	150
Bundaberg Region - South	2006	150
Millbank - Avoca	2006	170
Svensson Heights - Norville	2006	160
Walkervale - Avenell Heights	2006	162
Gayndah - Mundubbera	2006	92
Gin Gin	2006	120
Kingaroy	2006	160
Kingaroy Region - North	2006	90
Kingaroy Region - South	2006	120
Monto - Eidsvold	2006	82
Nanango	2006	135
North Burnett	2006	0
Cooloola	2006	170
Gympie - North	2006	160
Gympie - South	2006	150
Gympie Region	2006	150
Kilkivan	2006	100
Booral - River Heads	2006	180
Craignish - Dundowran Beach	2006	235
Pialba - Eli Waters	2006	195
Point Vernon	2006	200
Torquay - Scarness - Kawungan	2006	190
Urangan - Wondunna	2006	195
Burrum - Fraser	2006	170
Granville	2006	140
Maryborough (Qld)	2006	150
Maryborough Region - South	2006	130
Tinana	2006	170
Migratory - Offshore - Shipping (Qld)	2006	0
No usual address (Qld)	2006	0
Adelaide	2006	246
North Adelaide	2006	236
Adelaide Hills	2006	160
Aldgate - Stirling	2006	210
Hahndorf - Echunga	2006	185
Lobethal - Woodside	2006	170
Mount Barker	2006	180
Mount Barker Region	2006	160
Nairne	2006	190
Uraidla - Summertown	2006	180
Burnside - Wattle Park	2006	210
Glenside - Beaumont	2006	230
Toorak Gardens	2006	190
Athelstone	2006	200
Paradise - Newton	2006	175
Rostrevor - Magill	2006	175
Norwood (SA)	2006	195
Payneham - Felixstow	2006	175
St Peters - Marden	2006	170
Nailsworth - Broadview	2006	170
Prospect	2006	180
Walkerville	2006	175
Goodwood - Millswood	2006	185
Unley - Parkside	2006	200
Gawler - North	2006	170
Gawler - South	2006	155
Lewiston - Two Wells	2006	160
Craigmore - Blakeview	2006	190
Davoren Park	2006	134
Elizabeth	2006	120
Elizabeth East	2006	130
Munno Para West - Angle Vale	2006	210
One Tree Hill	2006	170
Smithfield - Elizabeth North	2006	138
Virginia - Waterloo Corner	2006	125
Enfield - Blair Athol	2006	140
Northgate - Oakden - Gilles Plains	2006	160
Windsor Gardens	2006	160
Dry Creek - North	2006	100
Ingle Farm	2006	160
Para Hills	2006	166
Parafield	2006	0
Parafield Gardens	2006	150
Paralowie	2006	175
Salisbury	2006	150
Salisbury East	2006	168
Salisbury North	2006	150
Mawson Lakes - Globe Derby Park	2006	255
Pooraka - Cavan	2006	165
Golden Grove	2006	180
Greenwith	2006	176
Highbury - Dernancourt	2006	210
Hope Valley - Modbury	2006	172
Modbury Heights	2006	188
Redwood Park	2006	200
St Agnes - Ridgehaven	2006	175
Brighton (SA)	2006	190
Glenelg (SA)	2006	185
Edwardstown	2006	150
Hallett Cove	2006	215
Marino - Seaview Downs	2006	210
Mitchell Park	2006	131
Morphettville	2006	146
Sheidow Park - Trott Park	2006	210
Warradale	2006	150
Belair	2006	203
Bellevue Heights	2006	175
Blackwood	2006	210
Colonel Light Gardens	2006	180
Mitcham (SA)	2006	184
Panorama	2006	165
Aberfoyle Park	2006	196
Aldinga	2006	175
Christie Downs	2006	106
Christies Beach	2006	160
Clarendon	2006	150
Coromandel Valley	2006	245
Flagstaff Hill	2006	220
Hackham - Onkaparinga Hills	2006	180
Hackham West - Huntfield Heights	2006	126
Happy Valley	2006	200
Happy Valley Reservoir	2006	0
Lonsdale	2006	0
McLaren Vale	2006	170
Morphett Vale - East	2006	165
Morphett Vale - West	2006	160
Reynella	2006	185
Seaford (SA)	2006	180
Willunga	2006	170
Woodcroft	2006	200
Beverley	2006	160
Flinders Park	2006	160
Henley Beach	2006	170
Hindmarsh - Brompton	2006	154
Royal Park - Hendon - Albert Park	2006	145
Seaton - Grange	2006	150
West Lakes	2006	170
Woodville - Cheltenham	2006	140
Dry Creek - South	2006	0
Largs Bay - Semaphore	2006	160
North Haven	2006	155
Port Adelaide	2006	132
The Parks	2006	117
Torrens Island	2006	0
Adelaide Airport	2006	0
Fulham	2006	155
Lockleys	2006	160
Plympton	2006	159
Richmond (SA)	2006	165
West Beach	2006	180
Barossa - Angaston	2006	140
Light	2006	140
Lyndoch	2006	160
Mallala	2006	120
Nuriootpa	2006	165
Tanunda	2006	180
Clare	2006	140
Gilbert Valley	2006	110
Goyder	2006	95
Wakefield - Barunga West	2006	110
Jamestown	2006	88
Peterborough - Mount Remarkable	2006	80
Port Pirie	2006	110
Port Pirie Region	2006	100
Kadina	2006	120
Moonta	2006	130
Wallaroo	2006	130
Yorke Peninsula - North	2006	98
Yorke Peninsula - South	2006	100
Ceduna	2006	110
Eyre Peninsula	2006	100
Kimba - Cleve - Franklin Harbour	2006	84
Le Hunte - Elliston	2006	69
Port Lincoln	2006	145
West Coast (SA)	2006	65
Western	2006	0
Whyalla	2006	105
Whyalla - North	2006	0
APY Lands	2006	20
Coober Pedy	2006	90
Quorn - Lake Gilles	2006	94
Outback	2006	38
Port Augusta	2006	115
Roxby Downs	2006	138
Goolwa - Port Elliot	2006	155
Kangaroo Island	2006	120
Strathalbyn	2006	163
Strathalbyn Region	2006	115
Victor Harbor	2006	160
Yankalilla	2006	140
Grant	2006	100
Kingston - Robe	2006	100
Millicent	2006	110
Naracoorte	2006	130
Naracoorte Region	2006	64
Penola	2006	100
Tatiara	2006	100
Wattle Range	2006	100
Mount Gambier - East	2006	130
Mount Gambier - West	2006	120
Barmera	2006	110
Berri	2006	130
Karoonda - Lameroo	2006	60
Loxton	2006	126
Loxton Region	2006	100
Mannum	2006	103
Murray Bridge	2006	130
Murray Bridge Region	2006	100
Renmark	2006	125
Renmark Region	2006	105
The Coorong	2006	75
Waikerie	2006	104
Migratory - Offshore - Shipping (SA)	2006	0
No usual address (SA)	2006	0
Augusta	2006	150
Busselton	2006	180
Busselton Region	2006	200
Margaret River	2006	200
Australind - Leschenault	2006	200
Capel	2006	150
College Grove - Carey Park	2006	170
Collie	2006	120
Dardanup	2006	130
Davenport	2006	0
Eaton - Pelican Point	2006	210
Harvey	2006	130
East Bunbury - Glen Iris	2006	180
Waroona	2006	130
Dalyellup	2006	270
Gelorup - Stratham	2006	200
South Bunbury - Bunbury	2006	180
Withers - Usher	2006	140
Bridgetown - Boyup Brook	2006	115
Donnybrook - Balingup	2006	127
Manjimup	2006	100
Pemberton	2006	100
Dawesville - Bouvard	2006	175
Falcon - Wannanup	2006	170
Greenfields	2006	170
Halls Head - Erskine	2006	200
Mandurah	2006	150
Mandurah - East	2006	160
Mandurah - North	2006	203
Mandurah - South	2006	155
Pinjarra	2006	125
City Beach	2006	360
Claremont (WA)	2006	210
Cottesloe	2006	315
Floreat	2006	280
Mosman Park - Peppermint Grove	2006	165
Nedlands - Dalkeith - Crawley	2006	230
Swanbourne - Mount Claremont	2006	199
Kings Park (WA)	2006	0
Mount Hawthorn - Leederville	2006	220
Mount Lawley - Inglewood	2006	175
North Perth	2006	210
Perth City	2006	229
Subiaco - Shenton Park	2006	215
Wembley - West Leederville - Glendalough	2006	160
Bassendean - Eden Hill - Ashfield	2006	157
Bayswater - Embleton - Bedford	2006	165
Maylands	2006	145
Morley	2006	182
Noranda	2006	180
Chidlow	2006	170
Glen Forrest - Darlington	2006	200
Helena Valley - Koongamia	2006	140
Malmalling - Reservoir	2006	0
Mundaring	2006	180
Swan View - Greenmount - Midvale	2006	160
Avon Valley National Park	2006	0
Ballajura	2006	195
Beechboro	2006	170
Bullsbrook	2006	168
Ellenbrook	2006	230
Gidgegannup	2006	150
Hazelmere - Guildford	2006	185
Lockridge - Kiara	2006	155
Malaga	2006	0
Melaleuca - Lexia	2006	0
Middle Swan - Herne Hill	2006	160
Midland - Guildford	2006	150
Stratton - Jane Brook	2006	185
The Vines	2006	220
Walyunga National Park	2006	0
Craigie - Beldon	2006	190
Currambine - Kinross	2006	240
Duncraig	2006	225
Greenwood - Warwick	2006	200
Heathridge - Connolly	2006	200
Hillarys	2006	250
Iluka - Burns Beach	2006	340
Joondalup - Edgewater	2006	220
Kingsley	2006	220
Mullaloo - Kallaroo	2006	240
Ocean Reef	2006	280
Padbury	2006	200
Sorrento - Marmion	2006	250
Woodvale	2006	255
Balcatta - Hamersley	2006	180
Balga - Mirrabooka	2006	150
Dianella	2006	175
Herdsman	2006	0
Innaloo - Doubleview	2006	190
Karrinyup - Gwelup - Carine	2006	208
Nollamara - Westminster	2006	160
Osborne Park Industrial	2006	0
Scarborough	2006	200
Stirling - Osborne Park	2006	150
Trigg - North Beach - Watermans Bay	2006	200
Tuart Hill - Joondanna	2006	160
Wembley Downs - Churchlands - Woodlands	2006	200
Yokine - Coolbinia - Menora	2006	160
Alexander Heights - Koondoola	2006	170
Butler - Merriwa - Ridgewood	2006	220
Carramar	2006	225
Clarkson	2006	195
Girrawheen	2006	150
Madeley - Darch - Landsdale	2006	260
Marangaroo	2006	180
Mindarie - Quinns Rocks - Jindalee	2006	228
Neerabup National Park	2006	0
Tapping - Ashby - Sinagra	2006	270
Wanneroo	2006	190
Alkimos - Eglinton	2006	0
Carabooda - Pinjar	2006	140
Two Rocks	2006	160
Yanchep	2006	165
Armadale - Wungong - Brookdale	2006	150
Ashendon - Lesley	2006	0
Camillo - Champion Lakes	2006	160
Forrestdale - Harrisdale - Piara Waters	2006	180
Kelmscott	2006	155
Mount Nasura - Mount Richon - Bedfordale	2006	150
Roleystone	2006	160
Seville Grove	2006	180
Belmont - Ascot - Redcliffe	2006	165
East Victoria Park - Carlisle	2006	170
Kewdale Commercial	2006	0
Perth Airport	2006	0
Rivervale - Kewdale - Cloverdale	2006	160
Victoria Park - Lathlain - Burswood	2006	180
Bentley - Wilson - St James	2006	155
Canning Vale - West	2006	280
Canning Vale Commercial	2006	0
Cannington - Queens Park	2006	180
Parkwood - Ferndale - Lynwood	2006	175
Riverton - Shelley - Rossmoyne	2006	200
Welshpool	2006	0
Willetton	2006	205
Beckenham - Kenwick - Langford	2006	160
Canning Vale - East	2006	290
Gosnells	2006	160
Huntingdale - Southern River	2006	190
Maddington - Orange Grove - Martin	2006	160
Thornlie	2006	180
Forrestfield - Wattle Grove	2006	180
High Wycombe	2006	190
Kalamunda - Maida Vale - Gooseberry Hill	2006	190
Lesmurdie - Bickley - Carmel	2006	175
Byford	2006	170
Mundijong	2006	150
Serpentine - Jarrahdale	2006	130
Como	2006	190
Manning - Waterford	2006	174
South Perth - Kensington	2006	215
Banjup	2006	250
Bibra Industrial	2006	0
Bibra Lake	2006	0
Coogee	2006	215
Coolbellup	2006	162
Hamilton Hill	2006	150
Henderson	2006	0
North Coogee	2006	0
South Lake - Cockburn Central	2006	195
Spearwood	2006	170
Success - Hammond Park	2006	250
Yangebup	2006	180
Beeliar - Wattleup	2006	185
Jandakot	2006	250
East Fremantle	2006	200
Fremantle	2006	180
Fremantle - South	2006	180
O'Connor (WA)	2006	0
Bertram - Wellard (West)	2006	230
Calista	2006	138
Hope Valley - Postans	2006	115
Kwinana Industrial	2006	0
Parmelia - Orelia	2006	147
Casuarina - Wandi	2006	190
Applecross - Ardross	2006	235
Bateman	2006	210
Bicton - Palmyra	2006	190
Booragoon	2006	200
Bull Creek	2006	220
Leeming	2006	240
Melville	2006	210
Murdoch - Kardinya	2006	230
Willagee	2006	120
Winthrop	2006	318
Baldivis	2006	245
Cooloongup	2006	160
Port Kennedy	2006	200
Rockingham	2006	150
Rockingham Lakes	2006	0
Safety Bay - Shoalwater	2006	155
Singleton - Golden Bay - Secret Harbour	2006	220
Waikiki	2006	175
Warnbro	2006	180
Albany	2006	155
Albany Region	2006	90
Bayonet Head - Lower King	2006	175
Denmark	2006	145
Gnowangerup	2006	64
Katanning	2006	100
Kojonup	2006	66
Little Grove - Elleker	2006	160
McKail - Willyung	2006	140
Plantagenet	2006	100
Stirling Range National Park	2006	0
Chittering	2006	110
Cunderdin	2006	70
Dowerin	2006	72
Gingin - Dandaragan	2006	125
Merredin	2006	80
Moora	2006	80
Mukinbudin	2006	55
Northam	2006	120
Toodyay	2006	140
York - Beverley	2006	100
Brookton	2006	70
Kulin	2006	60
Murray	2006	120
Narrogin	2006	110
Wagin	2006	67
Broome	2006	170
Derby - West Kimberley	2006	65
Halls Creek	2006	30
Kununurra	2006	80
Roebuck	2006	42
East Pilbara	2006	30
Newman	2006	70
Port Hedland	2006	127
