SA2_NAME16	Year	medianTotalPersonalIncomeWeekly
Footscray	2006	352
Maribyrnong	2006	535
Seddon - Kingsville	2006	571
West Footscray - Tottenham	2006	404
Yarraville	2006	557
Bacchus Marsh	2006	460
Hillside	2006	556
Melton	2006	434
Melton South	2006	440
Melton West	2006	506
Rockbank - Mount Cottrell	2006	358
Taylors Hill	2006	607
Burnside	2006	464
Burnside Heights	2006	627
Caroline Springs	2006	640
Hoppers Crossing - North	2006	512
Hoppers Crossing - South	2006	456
Laverton	2006	350
Tarneit	2006	614
Truganina	2006	650
Werribee - South	2006	457
Wyndham Vale	2006	530
Point Cook - East	2006	855
Point Cook - North	2006	744
Point Cook - South	2006	769
Werribee - East	2006	427
Werribee - West	2006	501
Carrum Downs	2006	487
Frankston	2006	411
Frankston North	2006	374
Frankston South	2006	501
Langwarrin	2006	525
Seaford (Vic.)	2006	436
Skye - Sandhurst	2006	595
Dromana	2006	374
Flinders	2006	554
Hastings - Somers	2006	441
Mornington	2006	448
Mount Eliza	2006	552
Mount Martha	2006	522
Point Nepean	2006	381
Rosebud - McCrae	2006	343
Somerville	2006	488
Ararat	2006	382
Ararat Region	2006	421
Horsham	2006	431
Horsham Region	2006	439
Nhill Region	2006	368
St Arnaud	2006	344
Stawell	2006	387
West Wimmera	2006	394
Yarriambiack	2006	353
Irymple	2006	433
Merbein	2006	374
Mildura Region	2006	395
Red Cliffs	2006	385
Mildura - North	2006	392
Mildura - South	2006	395
Buloke	2006	334
Gannawarra	2006	381
Kerang	2006	356
Robinvale	2006	414
Swan Hill	2006	408
Swan Hill Region	2006	385
Echuca	2006	423
Kyabram	2006	390
Lockington - Gunbower	2006	412
Rochester	2006	390
Rushworth	2006	350
Cobram	2006	373
Moira	2006	376
Numurkah	2006	389
Yarrawonga	2006	368
Mooroopna	2006	412
Shepparton - North	2006	448
Shepparton - South	2006	415
Shepparton Region - East	2006	473
Shepparton Region - West	2006	405
Glenelg (Vic.)	2006	411
Hamilton (Vic.)	2006	424
Portland	2006	398
Southern Grampians	2006	404
Camperdown	2006	365
Colac	2006	402
Colac Region	2006	412
Corangamite - North	2006	389
Corangamite - South	2006	475
Otway	2006	396
Moyne - East	2006	453
Moyne - West	2006	415
Warrnambool - North	2006	432
Warrnambool - South	2006	408
Migratory - Offshore - Shipping (Vic.)	2006	1321
No usual address (Vic.)	2006	373
Alexandra Hills	2006	507
Belmont - Gumdale	2006	568
Birkdale	2006	516
Capalaba	2006	501
Thorneside	2006	509
Wellington Point	2006	555
Cleveland	2006	473
Ormiston	2006	509
Redland Bay	2006	501
Sheldon - Mount Cotton	2006	589
Thornlands	2006	538
Victoria Point	2006	449
Redland Islands	2006	307
Brisbane Port - Lytton	2006	380
Manly - Lota	2006	517
Manly West	2006	520
Murarrie	2006	562
Tingalpa	2006	573
Wakerley	2006	710
Wynnum	2006	474
Wynnum West - Hemmant	2006	497
Bald Hills	2006	524
Bridgeman Downs	2006	657
Carseldine	2006	501
Everton Park	2006	522
McDowall	2006	646
Aspley	2006	534
Chermside	2006	484
Chermside West	2006	526
Geebung	2006	506
Kedron - Gordon Park	2006	603
Stafford	2006	503
Stafford Heights	2006	505
Wavell Heights	2006	575
Boondall	2006	482
Brisbane Airport	2006	614
Eagle Farm - Pinkenba	2006	507
Northgate - Virginia	2006	556
Nudgee - Banyo	2006	479
Nundah	2006	588
Bracken Ridge	2006	539
Brighton (Qld)	2006	465
Deagon	2006	421
Sandgate - Shorncliffe	2006	489
Taigum - Fitzgibbon	2006	520
Zillmere	2006	435
Camp Hill	2006	649
Cannon Hill	2006	543
Carina	2006	549
Carina Heights	2006	500
Carindale	2006	587
Annerley	2006	555
Coorparoo	2006	648
Fairfield - Dutton Park	2006	510
Greenslopes	2006	633
Holland Park	2006	582
Holland Park West	2006	588
Woolloongabba	2006	460
Yeronga	2006	627
Eight Mile Plains	2006	492
Macgregor (Qld)	2006	378
Mansfield (Qld)	2006	497
Mount Gravatt	2006	505
Rochedale - Burbank	2006	556
Upper Mount Gravatt	2006	455
Wishart	2006	543
Coopers Plains	2006	423
Moorooka	2006	527
Robertson	2006	349
Salisbury - Nathan	2006	425
Tarragindi	2006	609
Algester	2006	533
Calamvale - Stretton	2006	508
Pallara - Willawong	2006	534
Parkinson - Drewvale	2006	607
Rocklea - Acacia Ridge	2006	411
Kuraby	2006	505
Runcorn	2006	483
Sunnybank	2006	369
Sunnybank Hills	2006	441
Jindalee - Mount Ommaney	2006	595
Middle Park - Jamboree Heights	2006	571
Riverhills	2006	611
Seventeen Mile Rocks - Sinnamon Park	2006	689
Westlake	2006	644
Bellbowrie - Moggill	2006	628
Brookfield - Kenmore Hills	2006	645
Chapel Hill	2006	678
Fig Tree Pocket	2006	764
Kenmore	2006	619
Pinjarra Hills - Pullenvale	2006	712
Chelmer - Graceville	2006	693
Corinda	2006	535
Indooroopilly	2006	560
Sherwood	2006	653
St Lucia	2006	293
Taringa	2006	604
Enoggera	2006	587
Enoggera Reservoir	2006	533
Keperra	2006	473
Mitchelton	2006	568
Mount Coot-tha	2006	0
The Gap	2006	624
Upper Kedron - Ferny Grove	2006	603
Brisbane City	2006	640
Fortitude Valley	2006	697
Highgate Hill	2006	544
Kangaroo Point	2006	738
New Farm	2006	690
South Brisbane	2006	509
Spring Hill	2006	586
West End	2006	483
Balmoral	2006	728
Bulimba	2006	755
East Brisbane	2006	593
Hawthorne	2006	745
Morningside - Seven Hills	2006	650
Norman Park	2006	767
Albion	2006	632
Alderley	2006	658
Ascot	2006	753
Clayfield	2006	680
Grange	2006	726
Hamilton (Qld)	2006	732
Hendra	2006	677
Kelvin Grove - Herston	2006	562
Newmarket	2006	653
Newstead - Bowen Hills	2006	913
Wilston	2006	688
Windsor	2006	647
Wooloowin - Lutwyche	2006	632
Ashgrove	2006	638
Auchenflower	2006	677
Bardon	2006	713
Paddington - Milton	2006	716
Red Hill (Qld)	2006	690
Toowong	2006	580
Brinsmead	2006	663
Clifton Beach - Kewarra Beach	2006	570
Freshwater - Stratford	2006	634
Redlynch	2006	596
Trinity Beach - Smithfield	2006	531
Yorkeys Knob - Machans Beach	2006	546
Bentley Park	2006	544
Cairns City	2006	536
Earlville - Bayview Heights	2006	532
Edmonton	2006	517
Gordonvale - Trinity	2006	470
Kanimbla - Mooroobool	2006	549
Lamb Range	2006	0
Manoora	2006	477
Manunda	2006	440
Mount Sheridan	2006	585
Westcourt - Bungalow	2006	421
White Rock	2006	490
Whitfield - Edge Hill	2006	576
Woree	2006	462
Babinda	2006	433
Innisfail	2006	402
Johnstone	2006	415
Tully	2006	438
Wooroonooran	2006	0
Yarrabah	2006	224
Daintree	2006	444
Port Douglas	2006	585
Atherton	2006	388
Herberton	2006	296
Kuranda	2006	404
Malanda - Yungaburra	2006	393
Mareeba	2006	386
Balonne	2006	495
Chinchilla	2006	399
Goondiwindi	2006	500
Inglewood - Waggamba	2006	400
Miles - Wandoan	2006	401
Roma	2006	545
Roma Region	2006	444
Tara	2006	327
Crows Nest - Rosalie	2006	341
Jondaryan	2006	428
Millmerran	2006	423
Pittsworth	2006	431
Wambo	2006	430
Clifton - Greenmount	2006	378
Southern Downs - East	2006	379
Southern Downs - West	2006	348
Stanthorpe	2006	349
Stanthorpe Region	2006	348
Warwick	2006	385
Central Highlands - East	2006	652
Central Highlands - West	2006	510
Emerald	2006	686
Berserker	2006	381
Bouldercombe	2006	406
Emu Park	2006	375
Frenchville - Mount Archer	2006	511
Glenlee - Rockyview	2006	582
Gracemere	2006	459
Lakes Creek	2006	432
Mount Morgan	2006	263
Norman Gardens	2006	494
Park Avenue	2006	417
Parkhurst - Kawana	2006	472
Rockhampton - West	2006	424
Rockhampton City	2006	349
Rockhampton Region - East	2006	406
Rockhampton Region - North	2006	426
Rockhampton Region - West	2006	478
Shoalwater Bay	2006	0
The Range - Allenstown	2006	462
Yeppoon	2006	422
Banana	2006	509
Biloela	2006	531
Agnes Water - Miriam Vale	2006	337
Boyne Island - Tannum Sands	2006	554
Callemondah	2006	0
Clinton - New Auckland	2006	583
Gladstone	2006	480
Gladstone Hinterland	2006	464
Kin Kora - Sun Valley	2006	571
South Trees	2006	753
Telina - Toolooa	2006	550
West Gladstone	2006	468
Broadbeach Waters	2006	507
Burleigh Heads	2006	472
Burleigh Waters	2006	425
Mermaid Beach - Broadbeach	2006	565
Mermaid Waters	2006	466
Miami	2006	480
Coolangatta	2006	416
Currumbin - Tugun	2006	475
Currumbin Waters	2006	422
Elanora	2006	445
Palm Beach	2006	442
Arundel	2006	502
Biggera Waters	2006	434
Coombabah	2006	379
Labrador	2006	423
Paradise Point - Hollywell	2006	489
Runaway Bay	2006	512
Guanaba - Springbrook	2006	480
Tamborine - Canungra	2006	449
Currumbin Valley - Tallebudgera	2006	490
Mudgeeraba - Bonogin	2006	492
Reedy Creek - Andrews	2006	506
Carrara	2006	487
Highland Park	2006	474
Nerang - Mount Nathan	2006	454
Pacific Pines - Gaven	2006	548
Worongary - Tallai	2006	497
Coomera	2006	609
Helensvale	2006	493
Hope Island	2006	599
Jacobs Well - Alberton	2006	458
Ormeau - Yatala	2006	540
Oxenford - Maudsland	2006	512
Pimpama	2006	507
Upper Coomera - Willow Vale	2006	543
Clear Island Waters	2006	508
Merrimac	2006	475
Robina	2006	482
Varsity Lakes	2006	456
Ashmore	2006	496
Molendinar	2006	473
Parkwood	2006	483
Southport - North	2006	395
Southport - South	2006	421
Benowa	2006	497
Bundall	2006	567
Main Beach	2006	727
Surfers Paradise	2006	522
Darra - Sumner	2006	407
Durack	2006	391
Forest Lake - Doolandella	2006	578
Inala - Richlands	2006	308
Oxley (Qld)	2006	512
Wacol	2006	330
Boonah	2006	388
Esk	2006	303
Lake Manchester - England Creek	2006	0
Lockyer Valley - East	2006	360
Lowood	2006	390
Rosewood	2006	463
Brassall	2006	463
Bundamba	2006	421
Churchill - Yamanto	2006	508
Ipswich - Central	2006	401
Ipswich - East	2006	411
Ipswich - North	2006	557
Karalee - Barellan Point	2006	598
Karana Downs	2006	647
Leichhardt - One Mile	2006	394
North Ipswich - Tivoli	2006	404
Raceview	2006	485
Ripley	2006	567
Riverview	2006	331
Bellbird Park - Brookwater	2006	511
Camira - Gailes	2006	498
Carole Park	2006	0
Collingwood Park - Redbank	2006	513
Goodna	2006	394
New Chum	2006	433
Redbank Plains	2006	492
Springfield	2006	610
Springfield Lakes	2006	672
Beaudesert	2006	385
Beenleigh	2006	402
Eagleby	2006	364
Edens Landing - Holmview	2006	506
Mount Warren Park	2006	457
Wolffdene - Bahrs Scrub	2006	542
Boronia Heights - Park Ridge	2006	434
Browns Plains	2006	465
Chambers Flat - Logan Reserve	2006	470
Crestmead	2006	459
Greenbank Military Camp	2006	0
Hillcrest	2006	533
Marsden	2006	437
Munruben - Park Ridge South	2006	531
Regents Park - Heritage Park	2006	529
Greenbank	2006	552
Jimboomba	2006	515
Logan Village	2006	506
Bethania - Waterford	2006	405
Cornubia - Carbrook	2006	555
Loganholme - Tanah Merah	2006	542
Loganlea	2006	426
Shailer Park	2006	581
Waterford West	2006	424
Daisy Hill	2006	542
Kingston (Qld.)	2006	356
Logan Central	2006	326
Rochedale South - Priestdale	2006	538
Slacks Creek	2006	431
Springwood	2006	568
Underwood	2006	565
Woodridge	2006	371
Bowen	2006	425
Broadsound - Nebo	2006	733
Clermont	2006	502
Collinsville	2006	392
Moranbah	2006	937
Andergrove - Beaconsfield	2006	537
East Mackay	2006	505
Eimeo - Rural View	2006	667
Eungella Hinterland	2006	0
Mackay	2006	473
Mackay Harbour	2006	0
Mount Pleasant - Glenella	2006	586
North Mackay	2006	457
Ooralea - Bakers Creek	2006	521
Pioneer Valley	2006	426
Sarina	2006	451
Seaforth - Calen	2006	460
Shoal Point - Bucasia	2006	600
Slade Point	2006	530
South Mackay	2006	481
Walkerston - Eton	2006	521
West Mackay	2006	489
Airlie - Whitsundays	2006	588
Cape Conway	2006	0
Proserpine	2006	467
Beachmere - Sandstone Point	2006	362
Bribie Island	2006	336
Burpengary - East	2006	515
Caboolture	2006	374
Caboolture - South	2006	390
Elimbah	2006	480
Morayfield - East	2006	433
Wamuran	2006	457
Kilcoy	2006	357
Woodford - D'Aguilar	2006	395
Burpengary	2006	483
Deception Bay	2006	389
Morayfield	2006	505
Narangba	2006	561
Upper Caboolture	2006	477
Clontarf	2006	413
Margate - Woody Point	2006	383
Redcliffe	2006	383
Rothwell - Kippa-Ring	2006	390
Scarborough - Newport - Moreton Island	2006	474
Albany Creek	2006	586
Cashmere	2006	619
Dayboro	2006	565
Eatons Hill	2006	673
The Hills District	2006	601
Samford Valley	2006	619
Dakabin - Kallangur	2006	470
Murrumba Downs - Griffin	2006	599
North Lakes - Mango Hill	2006	608
Bray Park	2006	509
Lawnton	2006	460
Petrie	2006	533
Strathpine - Brendale	2006	475
Aurukun	2006	219
Cape York	2006	287
Croydon - Etheridge	2006	405
Kowanyama - Pormpuraaw	2006	242
Northern Peninsula	2006	277
Tablelands	2006	359
Torres	2006	429
Torres Strait Islands	2006	245
Weipa	2006	1013
Carpentaria	2006	332
Mount Isa	2006	693
Mount Isa Region	2006	595
Northern Highlands	2006	508
Barcaldine - Blackall	2006	420
Charleville	2006	467
Far Central West	2006	522
Far South West	2006	394
Longreach	2006	513
Buderim - North	2006	459
Buderim - South	2006	514
Mountain Creek	2006	482
Sippy Downs	2006	360
Aroona - Currimundi	2006	407
Buddina - Minyama	2006	469
Caloundra - Kings Beach	2006	390
Caloundra - West	2006	409
Golden Beach - Pelican Waters	2006	393
Moffat Beach - Battery Hill	2006	407
Parrearra - Warana	2006	447
Wurtulla - Birtinya	2006	409
Coolum Beach	2006	452
Marcoola - Mudjimba	2006	473
Maroochydore - Kuluin	2006	410
Mooloolaba - Alexandra Headland	2006	502
Noosa Heads	2006	500
Noosaville	2006	453
Sunshine Beach	2006	491
Tewantin	2006	381
Peregian Beach - Marcus Beach	2006	461
Peregian Springs	2006	504
Beerwah	2006	387
Caloundra Hinterland	2006	386
Glass House Mountains	2006	401
Landsborough	2006	433
Maroochy Hinterland	2006	374
Palmwoods	2006	421
Bli Bli	2006	420
Diddillibah - Rosemount	2006	437
Eumundi - Yandina	2006	441
Nambour	2006	387
Noosa Hinterland	2006	394
Cambooya - Wyreema	2006	504
Darling Heights	2006	384
Drayton - Harristown	2006	388
Gatton	2006	368
Gowrie (Qld)	2006	483
Highfields	2006	545
Lockyer Valley - West	2006	414
Middle Ridge	2006	563
Newtown (Qld)	2006	402
North Toowoomba - Harlaxton	2006	397
Rangeville	2006	525
Toowoomba - Central	2006	416
Toowoomba - East	2006	497
Toowoomba - West	2006	533
Wilsonton	2006	402
Ayr	2006	425
Burdekin	2006	451
Charters Towers	2006	377
Dalrymple	2006	434
Ingham	2006	380
Ingham Region	2006	399
Palm Island	2006	220
Aitkenvale	2006	488
Annandale	2006	707
Belgian Gardens - Pallarenda	2006	525
Bohle Plains	2006	609
Condon - Rasmussen	2006	471
Cranbrook	2006	477
Deeragun	2006	561
Douglas	2006	474
Garbutt - West End	2006	471
Gulliver - Currajong - Vincent	2006	452
Heatley	2006	451
Hermit Park - Rosslea	2006	545
Hyde Park - Pimlico	2006	513
Kelso	2006	502
Kirwan - East	2006	481
Kirwan - West	2006	642
Magnetic Island	2006	453
Mount Louisa	2006	594
Mundingburra	2006	477
Northern Beaches	2006	470
Oonoonba	2006	584
South Townsville - Railway Estate	2006	550
Townsville - South	2006	499
Townsville City - North Ward	2006	725
Wulguru - Roseneath	2006	455
Ashfield - Kepnock	2006	353
Bargara - Burnett Heads	2006	375
Branyan - Kensington	2006	382
Bundaberg	2006	344
Bundaberg East - Kalkie	2006	386
Bundaberg North - Gooburrum	2006	356
Bundaberg Region - North	2006	339
Bundaberg Region - South	2006	332
Millbank - Avoca	2006	382
Svensson Heights - Norville	2006	352
Walkervale - Avenell Heights	2006	360
Gayndah - Mundubbera	2006	383
Gin Gin	2006	290
Kingaroy	2006	423
Kingaroy Region - North	2006	319
Kingaroy Region - South	2006	395
Monto - Eidsvold	2006	359
Nanango	2006	286
North Burnett	2006	0
Cooloola	2006	304
Gympie - North	2006	358
Gympie - South	2006	405
Gympie Region	2006	347
Kilkivan	2006	313
Booral - River Heads	2006	337
Craignish - Dundowran Beach	2006	412
Pialba - Eli Waters	2006	331
Point Vernon	2006	349
Torquay - Scarness - Kawungan	2006	349
Urangan - Wondunna	2006	347
Burrum - Fraser	2006	306
Granville	2006	349
Maryborough (Qld)	2006	343
Maryborough Region - South	2006	315
Tinana	2006	404
Migratory - Offshore - Shipping (Qld)	2006	1060
No usual address (Qld)	2006	354
Adelaide	2006	443
North Adelaide	2006	560
Adelaide Hills	2006	500
Aldgate - Stirling	2006	583
Hahndorf - Echunga	2006	486
Lobethal - Woodside	2006	481
Mount Barker	2006	476
Mount Barker Region	2006	463
Nairne	2006	508
Uraidla - Summertown	2006	558
Burnside - Wattle Park	2006	581
Glenside - Beaumont	2006	639
Toorak Gardens	2006	620
Athelstone	2006	505
Paradise - Newton	2006	384
Rostrevor - Magill	2006	407
Norwood (SA)	2006	526
Payneham - Felixstow	2006	421
St Peters - Marden	2006	546
Nailsworth - Broadview	2006	568
Prospect	2006	519
Walkerville	2006	583
Goodwood - Millswood	2006	568
Unley - Parkside	2006	593
Gawler - North	2006	489
Gawler - South	2006	408
Lewiston - Two Wells	2006	458
Craigmore - Blakeview	2006	493
Davoren Park	2006	327
Elizabeth	2006	302
Elizabeth East	2006	379
Munno Para West - Angle Vale	2006	478
One Tree Hill	2006	532
Smithfield - Elizabeth North	2006	322
Virginia - Waterloo Corner	2006	315
Enfield - Blair Athol	2006	343
Northgate - Oakden - Gilles Plains	2006	438
Windsor Gardens	2006	406
Dry Creek - North	2006	430
Ingle Farm	2006	427
Para Hills	2006	448
Parafield	2006	0
Parafield Gardens	2006	380
Paralowie	2006	463
Salisbury	2006	350
Salisbury East	2006	445
Salisbury North	2006	383
Mawson Lakes - Globe Derby Park	2006	651
Pooraka - Cavan	2006	381
Golden Grove	2006	560
Greenwith	2006	567
Highbury - Dernancourt	2006	523
Hope Valley - Modbury	2006	392
Modbury Heights	2006	519
Redwood Park	2006	530
St Agnes - Ridgehaven	2006	463
Brighton (SA)	2006	483
Glenelg (SA)	2006	541
Edwardstown	2006	426
Hallett Cove	2006	516
Marino - Seaview Downs	2006	489
Mitchell Park	2006	368
Morphettville	2006	399
Sheidow Park - Trott Park	2006	571
Warradale	2006	397
Belair	2006	584
Bellevue Heights	2006	417
Blackwood	2006	567
Colonel Light Gardens	2006	523
Mitcham (SA)	2006	585
Panorama	2006	419
Aberfoyle Park	2006	507
Aldinga	2006	396
Christie Downs	2006	336
Christies Beach	2006	362
Clarendon	2006	541
Coromandel Valley	2006	598
Flagstaff Hill	2006	559
Hackham - Onkaparinga Hills	2006	439
Hackham West - Huntfield Heights	2006	327
Happy Valley	2006	511
Happy Valley Reservoir	2006	0
Lonsdale	2006	0
McLaren Vale	2006	453
Morphett Vale - East	2006	405
Morphett Vale - West	2006	387
Reynella	2006	453
Seaford (SA)	2006	425
Willunga	2006	477
Woodcroft	2006	519
Beverley	2006	404
Flinders Park	2006	371
Henley Beach	2006	465
Hindmarsh - Brompton	2006	419
Royal Park - Hendon - Albert Park	2006	355
Seaton - Grange	2006	390
West Lakes	2006	471
Woodville - Cheltenham	2006	356
Dry Creek - South	2006	0
Largs Bay - Semaphore	2006	454
North Haven	2006	425
Port Adelaide	2006	367
The Parks	2006	285
Torrens Island	2006	0
Adelaide Airport	2006	0
Fulham	2006	435
Lockleys	2006	426
Plympton	2006	444
Richmond (SA)	2006	398
West Beach	2006	511
Barossa - Angaston	2006	488
Light	2006	423
Lyndoch	2006	487
Mallala	2006	397
Nuriootpa	2006	466
Tanunda	2006	488
Clare	2006	466
Gilbert Valley	2006	408
Goyder	2006	336
Wakefield - Barunga West	2006	366
Jamestown	2006	360
Peterborough - Mount Remarkable	2006	319
Port Pirie	2006	333
Port Pirie Region	2006	353
Kadina	2006	360
Moonta	2006	311
Wallaroo	2006	304
Yorke Peninsula - North	2006	333
Yorke Peninsula - South	2006	313
Ceduna	2006	429
Eyre Peninsula	2006	382
Kimba - Cleve - Franklin Harbour	2006	391
Le Hunte - Elliston	2006	385
Port Lincoln	2006	440
West Coast (SA)	2006	384
Western	2006	310
Whyalla	2006	366
Whyalla - North	2006	0
APY Lands	2006	219
Coober Pedy	2006	309
Quorn - Lake Gilles	2006	353
Outback	2006	512
Port Augusta	2006	415
Roxby Downs	2006	1116
Goolwa - Port Elliot	2006	342
Kangaroo Island	2006	414
Strathalbyn	2006	395
Strathalbyn Region	2006	442
Victor Harbor	2006	345
Yankalilla	2006	354
Grant	2006	481
Kingston - Robe	2006	402
Millicent	2006	381
Naracoorte	2006	465
Naracoorte Region	2006	509
Penola	2006	482
Tatiara	2006	463
Wattle Range	2006	426
Mount Gambier - East	2006	445
Mount Gambier - West	2006	422
Barmera	2006	387
Berri	2006	392
Karoonda - Lameroo	2006	378
Loxton	2006	413
Loxton Region	2006	396
Mannum	2006	328
Murray Bridge	2006	366
Murray Bridge Region	2006	379
Renmark	2006	367
Renmark Region	2006	453
The Coorong	2006	368
Waikerie	2006	370
Migratory - Offshore - Shipping (SA)	2006	1733
No usual address (SA)	2006	344
Augusta	2006	422
Busselton	2006	437
Busselton Region	2006	540
Margaret River	2006	516
Australind - Leschenault	2006	528
Capel	2006	461
College Grove - Carey Park	2006	418
Collie	2006	388
Dardanup	2006	510
Davenport	2006	850
Eaton - Pelican Point	2006	501
Harvey	2006	407
East Bunbury - Glen Iris	2006	475
Waroona	2006	392
Dalyellup	2006	683
Gelorup - Stratham	2006	507
South Bunbury - Bunbury	2006	503
Withers - Usher	2006	409
Bridgetown - Boyup Brook	2006	403
Donnybrook - Balingup	2006	422
Manjimup	2006	414
Pemberton	2006	396
Dawesville - Bouvard	2006	398
Falcon - Wannanup	2006	404
Greenfields	2006	352
Halls Head - Erskine	2006	457
Mandurah	2006	339
Mandurah - East	2006	400
Mandurah - North	2006	448
Mandurah - South	2006	346
Pinjarra	2006	354
City Beach	2006	725
Claremont (WA)	2006	585
Cottesloe	2006	798
Floreat	2006	684
Mosman Park - Peppermint Grove	2006	557
Nedlands - Dalkeith - Crawley	2006	566
Swanbourne - Mount Claremont	2006	621
Kings Park (WA)	2006	799
Mount Hawthorn - Leederville	2006	683
Mount Lawley - Inglewood	2006	626
North Perth	2006	575
Perth City	2006	631
Subiaco - Shenton Park	2006	732
Wembley - West Leederville - Glendalough	2006	576
Bassendean - Eden Hill - Ashfield	2006	487
Bayswater - Embleton - Bedford	2006	507
Maylands	2006	565
Morley	2006	446
Noranda	2006	491
Chidlow	2006	464
Glen Forrest - Darlington	2006	562
Helena Valley - Koongamia	2006	513
Malmalling - Reservoir	2006	0
Mundaring	2006	506
Swan View - Greenmount - Midvale	2006	445
Avon Valley National Park	2006	0
Ballajura	2006	473
Beechboro	2006	481
Bullsbrook	2006	523
Ellenbrook	2006	609
Gidgegannup	2006	576
Hazelmere - Guildford	2006	515
Lockridge - Kiara	2006	455
Malaga	2006	549
Melaleuca - Lexia	2006	0
Middle Swan - Herne Hill	2006	440
Midland - Guildford	2006	389
Stratton - Jane Brook	2006	529
The Vines	2006	600
Walyunga National Park	2006	0
Craigie - Beldon	2006	509
Currambine - Kinross	2006	576
Duncraig	2006	593
Greenwood - Warwick	2006	554
Heathridge - Connolly	2006	548
Hillarys	2006	611
Iluka - Burns Beach	2006	586
Joondalup - Edgewater	2006	533
Kingsley	2006	560
Mullaloo - Kallaroo	2006	569
Ocean Reef	2006	570
Padbury	2006	559
Sorrento - Marmion	2006	611
Woodvale	2006	556
Balcatta - Hamersley	2006	481
Balga - Mirrabooka	2006	347
Dianella	2006	481
Herdsman	2006	0
Innaloo - Doubleview	2006	568
Karrinyup - Gwelup - Carine	2006	601
Nollamara - Westminster	2006	409
Osborne Park Industrial	2006	1350
Scarborough	2006	681
Stirling - Osborne Park	2006	508
Trigg - North Beach - Watermans Bay	2006	601
Tuart Hill - Joondanna	2006	554
Wembley Downs - Churchlands - Woodlands	2006	564
Yokine - Coolbinia - Menora	2006	500
Alexander Heights - Koondoola	2006	439
Butler - Merriwa - Ridgewood	2006	485
Carramar	2006	571
Clarkson	2006	494
Girrawheen	2006	376
Madeley - Darch - Landsdale	2006	566
Marangaroo	2006	421
Mindarie - Quinns Rocks - Jindalee	2006	560
Neerabup National Park	2006	0
Tapping - Ashby - Sinagra	2006	552
Wanneroo	2006	519
Alkimos - Eglinton	2006	0
Carabooda - Pinjar	2006	487
Two Rocks	2006	381
Yanchep	2006	409
Armadale - Wungong - Brookdale	2006	376
Ashendon - Lesley	2006	0
Camillo - Champion Lakes	2006	433
Forrestdale - Harrisdale - Piara Waters	2006	522
Kelmscott	2006	446
Mount Nasura - Mount Richon - Bedfordale	2006	486
Roleystone	2006	564
Seville Grove	2006	501
Belmont - Ascot - Redcliffe	2006	501
East Victoria Park - Carlisle	2006	541
Kewdale Commercial	2006	0
Perth Airport	2006	0
Rivervale - Kewdale - Cloverdale	2006	451
Victoria Park - Lathlain - Burswood	2006	581
Bentley - Wilson - St James	2006	348
Canning Vale - West	2006	570
Canning Vale Commercial	2006	0
Cannington - Queens Park	2006	446
Parkwood - Ferndale - Lynwood	2006	492
Riverton - Shelley - Rossmoyne	2006	504
Welshpool	2006	900
Willetton	2006	519
Beckenham - Kenwick - Langford	2006	438
Canning Vale - East	2006	634
Gosnells	2006	423
Huntingdale - Southern River	2006	564
Maddington - Orange Grove - Martin	2006	432
Thornlie	2006	493
Forrestfield - Wattle Grove	2006	525
High Wycombe	2006	532
Kalamunda - Maida Vale - Gooseberry Hill	2006	533
Lesmurdie - Bickley - Carmel	2006	512
Byford	2006	496
Mundijong	2006	543
Serpentine - Jarrahdale	2006	466
Como	2006	589
Manning - Waterford	2006	421
South Perth - Kensington	2006	684
Banjup	2006	665
Bibra Industrial	2006	599
Bibra Lake	2006	0
Coogee	2006	521
Coolbellup	2006	435
Hamilton Hill	2006	378
Henderson	2006	0
North Coogee	2006	0
South Lake - Cockburn Central	2006	519
Spearwood	2006	411
Success - Hammond Park	2006	639
Yangebup	2006	509
Beeliar - Wattleup	2006	545
Jandakot	2006	589
East Fremantle	2006	623
Fremantle	2006	548
Fremantle - South	2006	441
O'Connor (WA)	2006	287
Bertram - Wellard (West)	2006	642
Calista	2006	361
Hope Valley - Postans	2006	506
Kwinana Industrial	2006	1123
Parmelia - Orelia	2006	392
Casuarina - Wandi	2006	548
Applecross - Ardross	2006	609
Bateman	2006	510
Bicton - Palmyra	2006	557
Booragoon	2006	572
Bull Creek	2006	488
Leeming	2006	556
Melville	2006	570
Murdoch - Kardinya	2006	436
Willagee	2006	418
Winthrop	2006	473
Baldivis	2006	600
Cooloongup	2006	394
Port Kennedy	2006	529
Rockingham	2006	381
Rockingham Lakes	2006	219
Safety Bay - Shoalwater	2006	415
Singleton - Golden Bay - Secret Harbour	2006	564
Waikiki	2006	463
Warnbro	2006	468
Albany	2006	420
Albany Region	2006	430
Bayonet Head - Lower King	2006	444
Denmark	2006	362
Gnowangerup	2006	468
Katanning	2006	456
Kojonup	2006	458
Little Grove - Elleker	2006	472
McKail - Willyung	2006	406
Plantagenet	2006	395
Stirling Range National Park	2006	0
Chittering	2006	447
Cunderdin	2006	377
Dowerin	2006	455
Gingin - Dandaragan	2006	431
Merredin	2006	472
Moora	2006	492
Mukinbudin	2006	500
Northam	2006	382
Toodyay	2006	405
York - Beverley	2006	378
Brookton	2006	426
Kulin	2006	489
Murray	2006	472
Narrogin	2006	419
Wagin	2006	463
Broome	2006	631
Derby - West Kimberley	2006	283
Halls Creek	2006	232
Kununurra	2006	573
