SA2_NAME16	Year	averageHouseholdSize
Tullamarine	2006	2.5
Craigieburn - Central	2006	3.1
Craigieburn - North	2006	3.2
Craigieburn - South	2006	3.2
Craigieburn - West	2006	2.5
Mickleham - Yuroke	2006	3.4
Bayswater	2006	2.5
Knoxfield - Scoresby	2006	2.8
Lysterfield	2006	3.4
Rowville - Central	2006	3.2
Rowville - North	2006	3.2
Rowville - South	2006	3.3
Wantirna	2006	2.8
Wantirna South	2006	3
Boronia	2006	2.5
Ferntree Gully (North)	2006	2.5
Ferntree Gully (South) - Upper Ferntree Gully	2006	2.8
The Basin	2006	2.8
Donvale - Park Orchards	2006	2.9
Warrandyte - Wonga Park	2006	3.3
Bayswater North	2006	2.7
Croydon Hills - Warranwood	2006	3.1
Ringwood	2006	2.3
Ringwood East	2006	2.4
Ringwood North	2006	2.9
Croydon - East	2006	2.3
Croydon - West	2006	2.4
Croydon South	2006	2.7
Forest Hill	2006	2.4
Mitcham (Vic.)	2006	2.5
Nunawading	2006	2.4
Vermont	2006	2.6
Vermont South	2006	3
Belgrave - Selby	2006	2.9
Chirnside Park	2006	2.9
Healesville - Yarra Glen	2006	2.6
Kilsyth	2006	2.6
Lilydale - Coldstream	2006	2.8
Monbulk - Silvan	2006	2.8
Montrose	2006	2.9
Mooroolbark	2006	2.8
Mount Dandenong - Olinda	2006	2.7
Mount Evelyn	2006	3
Upwey - Tecoma	2006	2.8
Wandin - Seville	2006	2.9
Yarra Valley	2006	2.6
Beaconsfield - Officer	2006	3.1
Bunyip - Garfield	2006	3
Emerald - Cockatoo	2006	3
Koo Wee Rup	2006	2.7
Pakenham - North	2006	2.7
Pakenham - South	2006	2.7
Berwick - North	2006	2.7
Berwick - South	2006	3.1
Doveton	2006	2.5
Hallam	2006	3
Narre Warren North	2006	3.4
Endeavour Hills - North	2006	3.2
Endeavour Hills - South	2006	3.3
Narre Warren - North East	2006	3.1
Narre Warren - South West	2006	2.8
Cranbourne	2006	2.6
Cranbourne East	2006	2.8
Cranbourne North	2006	2.9
Cranbourne South	2006	2.9
Cranbourne West	2006	3
Hampton Park - Lynbrook	2006	3.1
Lynbrook - Lyndhurst	2006	3.2
Pearcedale - Tooradin	2006	2.9
Narre Warren South (East)	2006	3.4
Narre Warren South (West)	2006	3.2
Clarinda - Oakleigh South	2006	3
Clayton South	2006	2.8
Dandenong	2006	2.5
Dandenong North	2006	2.8
Dingley Village	2006	2.7
Keysborough	2006	3.1
Noble Park North	2006	2.8
Springvale	2006	2.8
Springvale South	2006	3.1
Noble Park - East	2006	2.3
Noble Park - West	2006	2.8
Ashwood - Chadstone	2006	2.5
Clayton	2006	2.6
Glen Waverley - East	2006	2.8
Glen Waverley - West	2006	2.8
Mount Waverley - North	2006	2.6
Mount Waverley - South	2006	2.6
Mulgrave	2006	2.8
Oakleigh - Huntingdale	2006	2.6
Wheelers Hill	2006	2.9
Ardeer - Albion	2006	2.3
Cairnlea	2006	3.5
Deer Park - Derrimut	2006	2.9
Delahey	2006	3.3
Keilor Downs	2006	3.1
Kings Park (Vic.)	2006	3.1
St Albans - North	2006	2.7
St Albans - South	2006	2.9
Sunshine	2006	2.5
Sunshine North	2006	2.8
Sunshine West	2006	2.9
Sydenham	2006	3.1
Taylors Lakes	2006	3.4
Altona	2006	2.3
Altona Meadows	2006	2.8
Altona North	2006	2.6
Newport	2006	2.4
Seabrook	2006	3
Williamstown	2006	2.5
Braybrook	2006	2.6
Footscray	2006	2.3
Maribyrnong	2006	2.6
Seddon - Kingsville	2006	2.2
West Footscray - Tottenham	2006	2.3
Yarraville	2006	2.4
Bacchus Marsh	2006	2.8
Hillside	2006	3.4
Melton	2006	2.7
Melton South	2006	2.7
Melton West	2006	3
Rockbank - Mount Cottrell	2006	2.9
Taylors Hill	2006	3.2
Burnside	2006	3
Burnside Heights	2006	3
Caroline Springs	2006	3
Hoppers Crossing - North	2006	3.1
Hoppers Crossing - South	2006	2.9
Laverton	2006	2.5
Tarneit	2006	3
Truganina	2006	3.2
Werribee - South	2006	2.6
Wyndham Vale	2006	2.8
Point Cook - East	2006	3.2
Point Cook - North	2006	3
Point Cook - South	2006	2.9
Werribee - East	2006	2.7
Werribee - West	2006	2.9
Carrum Downs	2006	2.7
Frankston	2006	2.2
Frankston North	2006	2.4
Frankston South	2006	2.6
Langwarrin	2006	2.9
Seaford (Vic.)	2006	2.3
Skye - Sandhurst	2006	3.1
Dromana	2006	2.2
Flinders	2006	2.6
Hastings - Somers	2006	2.6
Mornington	2006	2.3
Mount Eliza	2006	2.8
Mount Martha	2006	2.7
Point Nepean	2006	2.2
Rosebud - McCrae	2006	2.1
Somerville	2006	2.8
Ararat	2006	2.4
Ararat Region	2006	2.5
Horsham	2006	2.4
Horsham Region	2006	2.6
Nhill Region	2006	2.3
St Arnaud	2006	2.3
Stawell	2006	2.4
West Wimmera	2006	2.4
Yarriambiack	2006	2.3
Irymple	2006	2.8
Merbein	2006	2.6
Mildura Region	2006	2.5
Red Cliffs	2006	2.6
Mildura - North	2006	2.4
Mildura - South	2006	2.5
Buloke	2006	2.4
Gannawarra	2006	2.5
Kerang	2006	2.3
Robinvale	2006	2.8
Swan Hill	2006	2.4
Swan Hill Region	2006	2.6
Echuca	2006	2.4
Kyabram	2006	2.5
Lockington - Gunbower	2006	2.7
Rochester	2006	2.4
Rushworth	2006	2.5
Cobram	2006	2.4
Moira	2006	2.6
Numurkah	2006	2.5
Yarrawonga	2006	2.4
Mooroopna	2006	2.4
Shepparton - North	2006	2.5
Shepparton - South	2006	2.7
Shepparton Region - East	2006	2.8
Shepparton Region - West	2006	2.7
Glenelg (Vic.)	2006	2.5
Hamilton (Vic.)	2006	2.4
Portland	2006	2.4
Southern Grampians	2006	2.4
Camperdown	2006	2.3
Colac	2006	2.4
Colac Region	2006	2.7
Corangamite - North	2006	2.4
Corangamite - South	2006	2.7
Otway	2006	2.2
Moyne - East	2006	2.6
Moyne - West	2006	2.6
Warrnambool - North	2006	2.6
Warrnambool - South	2006	2.4
Migratory - Offshore - Shipping (Vic.)	2006	0
No usual address (Vic.)	2006	0
Alexandra Hills	2006	2.9
Belmont - Gumdale	2006	3.1
Birkdale	2006	2.8
Capalaba	2006	2.8
Thorneside	2006	2.3
Wellington Point	2006	2.9
Cleveland	2006	2.4
Ormiston	2006	2.6
Redland Bay	2006	2.9
Sheldon - Mount Cotton	2006	3.1
Thornlands	2006	3
Victoria Point	2006	2.7
Redland Islands	2006	2.1
Brisbane Port - Lytton	2006	1
Manly - Lota	2006	2.4
Manly West	2006	2.7
Murarrie	2006	2.7
Tingalpa	2006	2.6
Wakerley	2006	3
Wynnum	2006	2.4
Wynnum West - Hemmant	2006	2.5
Bald Hills	2006	2.7
Bridgeman Downs	2006	3.1
Carseldine	2006	2.5
Everton Park	2006	2.3
McDowall	2006	3
Aspley	2006	2.5
Chermside	2006	1.9
Chermside West	2006	2.6
Geebung	2006	2.5
Kedron - Gordon Park	2006	2.2
Stafford	2006	2.2
Stafford Heights	2006	2.6
Wavell Heights	2006	2.4
Boondall	2006	2.7
Brisbane Airport	2006	1.6
Eagle Farm - Pinkenba	2006	2.3
Northgate - Virginia	2006	2.3
Nudgee - Banyo	2006	2.6
Nundah	2006	2
Bracken Ridge	2006	2.9
Brighton (Qld)	2006	2.4
Deagon	2006	2.3
Sandgate - Shorncliffe	2006	2.4
Taigum - Fitzgibbon	2006	2.3
Zillmere	2006	2.3
Camp Hill	2006	2.5
Cannon Hill	2006	2.4
Carina	2006	2.4
Carina Heights	2006	2.4
Carindale	2006	3
Annerley	2006	2.2
Coorparoo	2006	2.1
Fairfield - Dutton Park	2006	2.4
Greenslopes	2006	2.1
Holland Park	2006	2.5
Holland Park West	2006	2.4
Woolloongabba	2006	2.2
Yeronga	2006	2.4
Eight Mile Plains	2006	2.8
Macgregor (Qld)	2006	3
Mansfield (Qld)	2006	2.8
Mount Gravatt	2006	2.4
Rochedale - Burbank	2006	3.1
Upper Mount Gravatt	2006	2.3
Wishart	2006	2.8
Coopers Plains	2006	2.6
Moorooka	2006	2.4
Robertson	2006	2.8
Salisbury - Nathan	2006	2.4
Tarragindi	2006	2.6
Algester	2006	2.7
Calamvale - Stretton	2006	3.1
Pallara - Willawong	2006	3
Parkinson - Drewvale	2006	3.2
Rocklea - Acacia Ridge	2006	2.6
Kuraby	2006	3.1
Runcorn	2006	2.9
Sunnybank	2006	2.8
Sunnybank Hills	2006	2.8
Jindalee - Mount Ommaney	2006	2.9
Middle Park - Jamboree Heights	2006	2.8
Riverhills	2006	2.7
Seventeen Mile Rocks - Sinnamon Park	2006	2.9
Westlake	2006	3.2
Bellbowrie - Moggill	2006	3
Brookfield - Kenmore Hills	2006	3.1
Chapel Hill	2006	2.9
Fig Tree Pocket	2006	3.1
Kenmore	2006	2.7
Pinjarra Hills - Pullenvale	2006	3.2
Chelmer - Graceville	2006	2.7
Corinda	2006	2.5
Indooroopilly	2006	2.5
Sherwood	2006	2.5
St Lucia	2006	2.4
Taringa	2006	2.1
Enoggera	2006	2.2
Enoggera Reservoir	2006	2.5
Keperra	2006	2.4
Mitchelton	2006	2.5
Mount Coot-tha	2006	0
The Gap	2006	2.9
Upper Kedron - Ferny Grove	2006	3.1
Brisbane City	2006	1.9
Fortitude Valley	2006	1.8
Highgate Hill	2006	2.1
Kangaroo Point	2006	1.9
New Farm	2006	1.8
South Brisbane	2006	2
Spring Hill	2006	2
West End	2006	2.2
Balmoral	2006	2.4
Bulimba	2006	2.3
East Brisbane	2006	2.2
Hawthorne	2006	2.4
Morningside - Seven Hills	2006	2.2
Norman Park	2006	2.4
Albion	2006	2
Alderley	2006	2.3
Ascot	2006	2.2
Clayfield	2006	2.1
Grange	2006	2.6
Hamilton (Qld)	2006	2.3
Hendra	2006	2.5
Kelvin Grove - Herston	2006	2.3
Newmarket	2006	2.3
Newstead - Bowen Hills	2006	1.9
Wilston	2006	2.6
Windsor	2006	2.2
Wooloowin - Lutwyche	2006	2.2
Ashgrove	2006	2.6
Auchenflower	2006	2.2
Bardon	2006	2.6
Paddington - Milton	2006	2.3
Red Hill (Qld)	2006	2.3
Toowong	2006	2.2
Brinsmead	2006	2.9
Clifton Beach - Kewarra Beach	2006	2.6
Freshwater - Stratford	2006	2.4
Redlynch	2006	2.9
Trinity Beach - Smithfield	2006	2.6
Yorkeys Knob - Machans Beach	2006	2.2
Bentley Park	2006	3.1
Cairns City	2006	1.9
Earlville - Bayview Heights	2006	2.6
Edmonton	2006	2.9
Gordonvale - Trinity	2006	2.8
Kanimbla - Mooroobool	2006	2.7
Lamb Range	2006	0
Manoora	2006	2.2
Manunda	2006	2
Mount Sheridan	2006	2.9
Westcourt - Bungalow	2006	2
White Rock	2006	2.8
Whitfield - Edge Hill	2006	2.4
Woree	2006	2.3
Babinda	2006	2.6
Innisfail	2006	2.5
Johnstone	2006	2.6
Tully	2006	2.5
Wooroonooran	2006	0
Yarrabah	2006	5.6
Daintree	2006	2.5
Port Douglas	2006	2.2
Atherton	2006	2.4
Herberton	2006	2.5
Kuranda	2006	2.5
Malanda - Yungaburra	2006	2.5
Mareeba	2006	2.5
Balonne	2006	2.7
Chinchilla	2006	2.5
Goondiwindi	2006	2.6
Inglewood - Waggamba	2006	2.5
Miles - Wandoan	2006	2.5
Roma	2006	2.6
Roma Region	2006	2.5
Tara	2006	2.5
Crows Nest - Rosalie	2006	2.5
Jondaryan	2006	2.7
Millmerran	2006	2.5
Pittsworth	2006	2.8
Wambo	2006	2.6
Clifton - Greenmount	2006	2.6
Southern Downs - East	2006	2.6
Southern Downs - West	2006	2.5
Stanthorpe	2006	2.2
Stanthorpe Region	2006	2.7
Warwick	2006	2.5
Central Highlands - East	2006	2.9
Central Highlands - West	2006	2.6
Emerald	2006	2.9
Berserker	2006	2.4
Bouldercombe	2006	2.7
Emu Park	2006	2.3
Frenchville - Mount Archer	2006	2.7
Glenlee - Rockyview	2006	3.1
Gracemere	2006	2.9
Lakes Creek	2006	2.7
Mount Morgan	2006	2.2
Norman Gardens	2006	2.7
Park Avenue	2006	2.5
Parkhurst - Kawana	2006	2.7
Rockhampton - West	2006	2.4
Rockhampton City	2006	2.2
Rockhampton Region - East	2006	2.7
Rockhampton Region - North	2006	2.7
Rockhampton Region - West	2006	2.8
Shoalwater Bay	2006	0
The Range - Allenstown	2006	2.4
Yeppoon	2006	2.5
Banana	2006	2.6
Biloela	2006	2.6
Agnes Water - Miriam Vale	2006	2.4
Boyne Island - Tannum Sands	2006	2.9
Callemondah	2006	0
Clinton - New Auckland	2006	2.9
Gladstone	2006	2.2
Gladstone Hinterland	2006	2.9
Kin Kora - Sun Valley	2006	2.9
South Trees	2006	2.9
Telina - Toolooa	2006	3
West Gladstone	2006	2.5
Broadbeach Waters	2006	2.4
Burleigh Heads	2006	2.1
Burleigh Waters	2006	2.4
Mermaid Beach - Broadbeach	2006	1.9
Mermaid Waters	2006	2.3
Miami	2006	2.2
Coolangatta	2006	1.9
Currumbin - Tugun	2006	2.2
Currumbin Waters	2006	2.6
Elanora	2006	2.7
Palm Beach	2006	2.2
Arundel	2006	2.8
Biggera Waters	2006	2
Coombabah	2006	2.2
Labrador	2006	2
Paradise Point - Hollywell	2006	2.3
Runaway Bay	2006	2.2
Guanaba - Springbrook	2006	2.6
Tamborine - Canungra	2006	2.6
Currumbin Valley - Tallebudgera	2006	3.2
Mudgeeraba - Bonogin	2006	3
Reedy Creek - Andrews	2006	2.8
Carrara	2006	2.5
Highland Park	2006	2.9
Nerang - Mount Nathan	2006	2.6
Pacific Pines - Gaven	2006	3.2
Worongary - Tallai	2006	3.1
Coomera	2006	2.7
Helensvale	2006	2.8
Hope Island	2006	2.5
Jacobs Well - Alberton	2006	2.6
Ormeau - Yatala	2006	3
Oxenford - Maudsland	2006	2.8
Pimpama	2006	3
Upper Coomera - Willow Vale	2006	3.1
Clear Island Waters	2006	2.6
Merrimac	2006	2.7
Robina	2006	2.7
Varsity Lakes	2006	2.6
Ashmore	2006	2.5
Molendinar	2006	2.9
Parkwood	2006	3.1
Southport - North	2006	1.9
Southport - South	2006	2.2
Benowa	2006	2.7
Bundall	2006	2.5
Main Beach	2006	1.8
Surfers Paradise	2006	1.9
Darra - Sumner	2006	2.8
Durack	2006	2.6
Forest Lake - Doolandella	2006	2.9
Inala - Richlands	2006	2.7
Oxley (Qld)	2006	2.6
Wacol	2006	3
Boonah	2006	2.6
Esk	2006	2.4
Lake Manchester - England Creek	2006	0
Lockyer Valley - East	2006	2.7
Lowood	2006	2.8
Rosewood	2006	2.7
Brassall	2006	2.7
Bundamba	2006	2.6
Churchill - Yamanto	2006	2.8
Ipswich - Central	2006	2.4
Ipswich - East	2006	2.4
Ipswich - North	2006	3.2
Karalee - Barellan Point	2006	3.2
Karana Downs	2006	3
Leichhardt - One Mile	2006	2.7
North Ipswich - Tivoli	2006	2.4
Raceview	2006	2.8
Ripley	2006	3.2
Riverview	2006	2.9
Bellbird Park - Brookwater	2006	2.9
Camira - Gailes	2006	2.9
Carole Park	2006	0
Collingwood Park - Redbank	2006	2.8
Goodna	2006	2.9
New Chum	2006	1.3
Redbank Plains	2006	3
Springfield	2006	3.2
Springfield Lakes	2006	2.9
Beaudesert	2006	2.6
Beenleigh	2006	2.5
Eagleby	2006	2.5
Edens Landing - Holmview	2006	2.8
Mount Warren Park	2006	2.7
Wolffdene - Bahrs Scrub	2006	3.1
Boronia Heights - Park Ridge	2006	2.8
Browns Plains	2006	2.9
Chambers Flat - Logan Reserve	2006	3.2
Crestmead	2006	3.1
Greenbank Military Camp	2006	0
Hillcrest	2006	2.9
Marsden	2006	3.1
Munruben - Park Ridge South	2006	3.4
Regents Park - Heritage Park	2006	3.1
Greenbank	2006	3.2
Jimboomba	2006	3.2
Logan Village	2006	3.2
Bethania - Waterford	2006	2.5
Cornubia - Carbrook	2006	3.1
Loganholme - Tanah Merah	2006	2.9
Loganlea	2006	2.9
Shailer Park	2006	3
Waterford West	2006	2.6
Daisy Hill	2006	2.8
Kingston (Qld.)	2006	3
Logan Central	2006	2.7
Rochedale South - Priestdale	2006	2.7
Slacks Creek	2006	2.7
Springwood	2006	2.7
Underwood	2006	2.9
Woodridge	2006	2.5
Bowen	2006	2.4
Broadsound - Nebo	2006	2.8
Clermont	2006	2.6
Collinsville	2006	2.4
Moranbah	2006	3
Andergrove - Beaconsfield	2006	2.9
East Mackay	2006	2.5
Eimeo - Rural View	2006	3.1
Eungella Hinterland	2006	0
Mackay	2006	2.1
Mackay Harbour	2006	0
Mount Pleasant - Glenella	2006	2.9
North Mackay	2006	2.5
Ooralea - Bakers Creek	2006	2.8
Pioneer Valley	2006	2.8
Sarina	2006	2.7
Seaforth - Calen	2006	2.7
Shoal Point - Bucasia	2006	2.9
Slade Point	2006	2.7
South Mackay	2006	2.4
Walkerston - Eton	2006	2.9
West Mackay	2006	2.4
Airlie - Whitsundays	2006	2.4
Cape Conway	2006	0
Proserpine	2006	2.6
Beachmere - Sandstone Point	2006	2.5
Bribie Island	2006	2.1
Burpengary - East	2006	3.3
Caboolture	2006	2.6
Caboolture - South	2006	2.7
Elimbah	2006	3.2
Morayfield - East	2006	3
Wamuran	2006	2.9
Kilcoy	2006	2.5
Woodford - D'Aguilar	2006	2.7
Burpengary	2006	2.9
Deception Bay	2006	2.7
Morayfield	2006	3.2
Narangba	2006	3.2
Upper Caboolture	2006	3.1
Clontarf	2006	2.3
Margate - Woody Point	2006	2.1
Redcliffe	2006	2.2
Rothwell - Kippa-Ring	2006	2.6
Scarborough - Newport - Moreton Island	2006	2.3
Albany Creek	2006	3
Cashmere	2006	3.3
Dayboro	2006	2.9
Eatons Hill	2006	3.3
The Hills District	2006	2.9
Samford Valley	2006	3.1
Dakabin - Kallangur	2006	2.7
Murrumba Downs - Griffin	2006	2.9
North Lakes - Mango Hill	2006	3
Bray Park	2006	2.9
Lawnton	2006	2.6
Petrie	2006	2.9
Strathpine - Brendale	2006	2.6
Aurukun	2006	5.7
Cape York	2006	2.9
Croydon - Etheridge	2006	2.4
Kowanyama - Pormpuraaw	2006	4.5
Northern Peninsula	2006	3.6
Tablelands	2006	2.6
Torres	2006	3.3
Torres Strait Islands	2006	3.9
Weipa	2006	2.8
Carpentaria	2006	3.6
Mount Isa	2006	2.7
Mount Isa Region	2006	2.7
Northern Highlands	2006	2.5
Barcaldine - Blackall	2006	2.4
Charleville	2006	2.4
Far Central West	2006	2.4
Far South West	2006	2.4
Longreach	2006	2.5
Buderim - North	2006	2.4
Buderim - South	2006	2.8
Mountain Creek	2006	2.9
Sippy Downs	2006	2.5
Aroona - Currimundi	2006	2.6
Buddina - Minyama	2006	2.3
Caloundra - Kings Beach	2006	1.9
Caloundra - West	2006	2.6
Golden Beach - Pelican Waters	2006	2.3
Moffat Beach - Battery Hill	2006	2.3
Parrearra - Warana	2006	2.5
Wurtulla - Birtinya	2006	2.6
Coolum Beach	2006	2.5
Marcoola - Mudjimba	2006	2.5
Maroochydore - Kuluin	2006	2.1
Mooloolaba - Alexandra Headland	2006	2.1
Noosa Heads	2006	2.1
Noosaville	2006	2.2
Sunshine Beach	2006	2.4
Tewantin	2006	2.3
Peregian Beach - Marcus Beach	2006	2.3
Peregian Springs	2006	2.8
Beerwah	2006	2.7
Caloundra Hinterland	2006	2.4
Glass House Mountains	2006	2.7
Landsborough	2006	2.9
Maroochy Hinterland	2006	2.5
Palmwoods	2006	2.7
Bli Bli	2006	2.7
Diddillibah - Rosemount	2006	2.8
Eumundi - Yandina	2006	2.7
Nambour	2006	2.5
Noosa Hinterland	2006	2.6
Cambooya - Wyreema	2006	3.1
Darling Heights	2006	2.5
Drayton - Harristown	2006	2.4
Gatton	2006	2.5
Gowrie (Qld)	2006	3
Highfields	2006	3.1
Lockyer Valley - West	2006	2.8
Middle Ridge	2006	2.9
Newtown (Qld)	2006	2.3
North Toowoomba - Harlaxton	2006	2.4
Rangeville	2006	2.5
Toowoomba - Central	2006	2.3
Toowoomba - East	2006	2.4
Toowoomba - West	2006	3
Wilsonton	2006	2.5
Ayr	2006	2.4
Burdekin	2006	2.6
Charters Towers	2006	2.5
Dalrymple	2006	2.7
Ingham	2006	2.4
Ingham Region	2006	2.5
Palm Island	2006	5.1
Aitkenvale	2006	2.5
Annandale	2006	3.2
Belgian Gardens - Pallarenda	2006	2.3
Bohle Plains	2006	3.2
Condon - Rasmussen	2006	2.8
Cranbrook	2006	2.7
Deeragun	2006	3
Douglas	2006	2.8
Garbutt - West End	2006	2.1
Gulliver - Currajong - Vincent	2006	2.5
Heatley	2006	2.5
Hermit Park - Rosslea	2006	2.1
Hyde Park - Pimlico	2006	2.1
Kelso	2006	3.1
Kirwan - East	2006	2.7
Kirwan - West	2006	3
Magnetic Island	2006	2.2
Mount Louisa	2006	2.9
Mundingburra	2006	2.3
Northern Beaches	2006	2.6
Oonoonba	2006	2.8
South Townsville - Railway Estate	2006	2.1
Townsville - South	2006	2.7
Townsville City - North Ward	2006	2
Wulguru - Roseneath	2006	2.8
Ashfield - Kepnock	2006	2.5
Bargara - Burnett Heads	2006	2.5
Branyan - Kensington	2006	2.7
Bundaberg	2006	2.2
Bundaberg East - Kalkie	2006	2.7
Bundaberg North - Gooburrum	2006	2.5
Bundaberg Region - North	2006	2.7
Bundaberg Region - South	2006	2.5
Millbank - Avoca	2006	2.4
Svensson Heights - Norville	2006	2.4
Walkervale - Avenell Heights	2006	2.5
Gayndah - Mundubbera	2006	2.4
Gin Gin	2006	2.5
Kingaroy	2006	2.5
Kingaroy Region - North	2006	2.6
Kingaroy Region - South	2006	2.8
Monto - Eidsvold	2006	2.3
Nanango	2006	2.4
North Burnett	2006	0
Cooloola	2006	2.2
Gympie - North	2006	2.4
Gympie - South	2006	2.7
Gympie Region	2006	2.7
Kilkivan	2006	2.5
Booral - River Heads	2006	2.8
Craignish - Dundowran Beach	2006	2.8
Pialba - Eli Waters	2006	2.3
Point Vernon	2006	2.4
Torquay - Scarness - Kawungan	2006	2.3
Urangan - Wondunna	2006	2.4
Burrum - Fraser	2006	2.4
Granville	2006	2.6
Maryborough (Qld)	2006	2.4
Maryborough Region - South	2006	2.4
Tinana	2006	2.8
Migratory - Offshore - Shipping (Qld)	2006	0
No usual address (Qld)	2006	0
Adelaide	2006	1.8
North Adelaide	2006	1.9
Adelaide Hills	2006	2.8
Aldgate - Stirling	2006	2.7
Hahndorf - Echunga	2006	2.6
Lobethal - Woodside	2006	2.6
Mount Barker	2006	2.6
Mount Barker Region	2006	2.7
Nairne	2006	2.7
Uraidla - Summertown	2006	2.8
Burnside - Wattle Park	2006	2.5
Glenside - Beaumont	2006	2.5
Toorak Gardens	2006	2.2
Athelstone	2006	2.8
Paradise - Newton	2006	2.4
Rostrevor - Magill	2006	2.4
Norwood (SA)	2006	1.9
Payneham - Felixstow	2006	2.1
St Peters - Marden	2006	2.3
Nailsworth - Broadview	2006	2.3
Prospect	2006	2.4
Walkerville	2006	2.3
Goodwood - Millswood	2006	2.3
Unley - Parkside	2006	2.3
Gawler - North	2006	2.8
Gawler - South	2006	2.5
Lewiston - Two Wells	2006	2.9
Craigmore - Blakeview	2006	2.9
Davoren Park	2006	2.6
Elizabeth	2006	2.1
Elizabeth East	2006	2.5
Munno Para West - Angle Vale	2006	3.2
One Tree Hill	2006	3.1
Smithfield - Elizabeth North	2006	2.4
Virginia - Waterloo Corner	2006	2.5
Enfield - Blair Athol	2006	2.3
Northgate - Oakden - Gilles Plains	2006	2.4
Windsor Gardens	2006	2.2
Dry Creek - North	2006	2.4
Ingle Farm	2006	2.5
Para Hills	2006	2.6
Parafield	2006	0
Parafield Gardens	2006	2.8
Paralowie	2006	2.9
Salisbury	2006	2.4
Salisbury East	2006	2.6
Salisbury North	2006	2.6
Mawson Lakes - Globe Derby Park	2006	2.7
Pooraka - Cavan	2006	2.5
Golden Grove	2006	2.8
Greenwith	2006	2.8
Highbury - Dernancourt	2006	2.7
Hope Valley - Modbury	2006	2.3
Modbury Heights	2006	2.7
Redwood Park	2006	2.7
St Agnes - Ridgehaven	2006	2.5
Brighton (SA)	2006	2.2
Glenelg (SA)	2006	2
Edwardstown	2006	2.1
Hallett Cove	2006	2.8
Marino - Seaview Downs	2006	2.5
Mitchell Park	2006	2.1
Morphettville	2006	2.1
Sheidow Park - Trott Park	2006	2.9
Warradale	2006	2.1
Belair	2006	2.6
Bellevue Heights	2006	2.5
Blackwood	2006	2.6
Colonel Light Gardens	2006	2.5
Mitcham (SA)	2006	2.5
Panorama	2006	2.3
Aberfoyle Park	2006	2.9
Aldinga	2006	2.4
Christie Downs	2006	2.3
Christies Beach	2006	2.2
Clarendon	2006	2.8
Coromandel Valley	2006	2.9
Flagstaff Hill	2006	2.8
Hackham - Onkaparinga Hills	2006	2.8
Hackham West - Huntfield Heights	2006	2.5
Happy Valley	2006	2.6
Happy Valley Reservoir	2006	0
Lonsdale	2006	0
McLaren Vale	2006	2.5
Morphett Vale - East	2006	2.4
Morphett Vale - West	2006	2.4
Reynella	2006	2.5
Seaford (SA)	2006	2.5
Willunga	2006	2.7
Woodcroft	2006	2.8
Beverley	2006	2.3
Flinders Park	2006	2.4
Henley Beach	2006	2.4
Hindmarsh - Brompton	2006	2.3
Royal Park - Hendon - Albert Park	2006	2.3
Seaton - Grange	2006	2.3
West Lakes	2006	2.3
Woodville - Cheltenham	2006	2.4
Dry Creek - South	2006	0
Largs Bay - Semaphore	2006	2.2
North Haven	2006	2.4
Port Adelaide	2006	2.2
The Parks	2006	2.4
Torrens Island	2006	0
Adelaide Airport	2006	0
Fulham	2006	2.3
Lockleys	2006	2.2
Plympton	2006	2.1
Richmond (SA)	2006	2.2
West Beach	2006	2.2
Barossa - Angaston	2006	2.5
Light	2006	2.6
Lyndoch	2006	2.8
Mallala	2006	2.6
Nuriootpa	2006	2.4
Tanunda	2006	2.4
Clare	2006	2.4
Gilbert Valley	2006	2.4
Goyder	2006	2.3
Wakefield - Barunga West	2006	2.4
Jamestown	2006	2.4
Peterborough - Mount Remarkable	2006	2.3
Port Pirie	2006	2.4
Port Pirie Region	2006	2.5
Kadina	2006	2.5
Moonta	2006	2.1
Wallaroo	2006	2.1
Yorke Peninsula - North	2006	2.2
Yorke Peninsula - South	2006	2.2
Ceduna	2006	2.4
Eyre Peninsula	2006	2.4
Kimba - Cleve - Franklin Harbour	2006	2.4
Le Hunte - Elliston	2006	2.5
Port Lincoln	2006	2.4
West Coast (SA)	2006	2.5
Western	2006	4.3
Whyalla	2006	2.3
Whyalla - North	2006	0
APY Lands	2006	4.2
Coober Pedy	2006	2
Quorn - Lake Gilles	2006	2.2
Outback	2006	2.3
Port Augusta	2006	2.4
Roxby Downs	2006	2.9
Goolwa - Port Elliot	2006	2.2
Kangaroo Island	2006	2.3
Strathalbyn	2006	2.5
Strathalbyn Region	2006	2.6
Victor Harbor	2006	2.1
Yankalilla	2006	2.3
Grant	2006	2.7
Kingston - Robe	2006	2.3
Millicent	2006	2.4
Naracoorte	2006	2.3
Naracoorte Region	2006	2.7
Penola	2006	2.4
Tatiara	2006	2.5
Wattle Range	2006	2.6
Mount Gambier - East	2006	2.4
Mount Gambier - West	2006	2.3
Barmera	2006	2.5
Berri	2006	2.3
Karoonda - Lameroo	2006	2.4
Loxton	2006	2.4
Loxton Region	2006	2.6
Mannum	2006	2.2
Murray Bridge	2006	2.4
Murray Bridge Region	2006	2.6
Renmark	2006	2.2
Renmark Region	2006	2.7
The Coorong	2006	2.4
Waikerie	2006	2.4
Migratory - Offshore - Shipping (SA)	2006	0
No usual address (SA)	2006	0
Augusta	2006	2.3
Busselton	2006	2.5
Busselton Region	2006	2.6
Margaret River	2006	2.6
Australind - Leschenault	2006	2.9
Capel	2006	2.7
