SA2_NAME16	Year	overseas_visitors
Doonside - Woodcroft	2016	313
Lalor Park - Kings Langley	2006	79
Lalor Park - Kings Langley	2011	106
Lalor Park - Kings Langley	2016	172
Seven Hills - Toongabbie	2006	219
Seven Hills - Toongabbie	2011	160
Seven Hills - Toongabbie	2016	292
Blacktown (South)	2006	51
Blacktown (South)	2011	80
Blacktown (South)	2016	135
Blacktown (West)	2006	64
Blacktown (West)	2011	107
Blacktown (West)	2016	175
Glenwood	2006	193
Glenwood	2011	153
Glenwood	2016	251
Parklea - Kellyville Ridge	2006	92
Parklea - Kellyville Ridge	2011	285
Parklea - Kellyville Ridge	2016	397
Riverstone - Marsden Park	2006	42
Riverstone - Marsden Park	2011	56
Riverstone - Marsden Park	2016	222
Acacia Gardens	2006	17
Acacia Gardens	2011	32
Acacia Gardens	2016	59
Quakers Hill	2006	149
Quakers Hill	2011	163
Quakers Hill	2016	235
Bidwill - Hebersham - Emerton	2006	46
Bidwill - Hebersham - Emerton	2011	50
Bidwill - Hebersham - Emerton	2016	69
Glendenning - Dean Park	2006	36
Glendenning - Dean Park	2011	63
Glendenning - Dean Park	2016	92
Hassall Grove - Plumpton	2006	108
Hassall Grove - Plumpton	2011	122
Hassall Grove - Plumpton	2016	171
Lethbridge Park - Tregear	2006	35
Lethbridge Park - Tregear	2011	42
Lethbridge Park - Tregear	2016	189
Mount Druitt - Whalan	2006	100
Mount Druitt - Whalan	2011	123
Mount Druitt - Whalan	2016	221
Prospect Reservoir	2006	0
Prospect Reservoir	2011	11
Prospect Reservoir	2016	105
Rooty Hill - Minchinbury	2006	99
Rooty Hill - Minchinbury	2011	109
Rooty Hill - Minchinbury	2016	246
Banksmeadow	2006	0
Banksmeadow	2011	0
Banksmeadow	2016	0
Botany	2006	30
Botany	2011	41
Botany	2016	118
Mascot - Eastlakes	2006	239
Mascot - Eastlakes	2011	317
Mascot - Eastlakes	2016	911
Pagewood - Hillsdale - Daceyville	2006	71
Pagewood - Hillsdale - Daceyville	2011	86
Pagewood - Hillsdale - Daceyville	2016	122
Port Botany Industrial	2006	0
Port Botany Industrial	2011	0
Port Botany Industrial	2016	0
Sydney Airport	2006	0
Sydney Airport	2011	48
Sydney Airport	2016	306
Marrickville	2006	264
Marrickville	2011	208
Marrickville	2016	238
Petersham - Stanmore	2006	206
Petersham - Stanmore	2011	214
Petersham - Stanmore	2016	238
Sydenham - Tempe - St Peters	2006	59
Sydenham - Tempe - St Peters	2011	43
Sydenham - Tempe - St Peters	2016	120
Darlinghurst	2006	640
Darlinghurst	2011	641
Darlinghurst	2016	580
Erskineville - Alexandria	2006	100
Erskineville - Alexandria	2011	124
Erskineville - Alexandria	2016	171
Glebe - Forest Lodge	2006	401
Glebe - Forest Lodge	2011	421
Glebe - Forest Lodge	2016	848
Newtown - Camperdown - Darlington	2006	673
Newtown - Camperdown - Darlington	2011	817
Newtown - Camperdown - Darlington	2016	915
Potts Point - Woolloomooloo	2006	1394
Potts Point - Woolloomooloo	2011	1791
Potts Point - Woolloomooloo	2016	2267
Pyrmont - Ultimo	2006	1166
Pyrmont - Ultimo	2011	1257
Pyrmont - Ultimo	2016	2356
Redfern - Chippendale	2006	709
Redfern - Chippendale	2011	537
Redfern - Chippendale	2016	1607
Surry Hills	2006	566
Surry Hills	2011	449
Surry Hills	2016	960
Sydney - Haymarket - The Rocks	2006	7552
Sydney - Haymarket - The Rocks	2011	8561
Sydney - Haymarket - The Rocks	2016	13059
Waterloo - Beaconsfield	2006	268
Waterloo - Beaconsfield	2011	462
Waterloo - Beaconsfield	2016	1158
Bondi - Tamarama - Bronte	2006	540
Bondi - Tamarama - Bronte	2011	405
Bondi - Tamarama - Bronte	2016	416
Bondi Beach - North Bondi	2006	758
Bondi Beach - North Bondi	2011	665
Bondi Beach - North Bondi	2016	684
Bondi Junction - Waverly	2006	441
Bondi Junction - Waverly	2011	327
Bondi Junction - Waverly	2016	636
Centennial Park	2006	0
Centennial Park	2011	0
Centennial Park	2016	0
Double Bay - Bellevue Hill	2006	448
Double Bay - Bellevue Hill	2011	367
Double Bay - Bellevue Hill	2016	439
Dover Heights	2006	121
Dover Heights	2011	110
Dover Heights	2016	142
Paddington - Moore Park	2006	250
Paddington - Moore Park	2011	241
Paddington - Moore Park	2016	230
Rose Bay - Vaucluse - Watsons Bay	2006	166
Rose Bay - Vaucluse - Watsons Bay	2011	103
Rose Bay - Vaucluse - Watsons Bay	2016	175
Woollahra	2006	116
Woollahra	2011	137
Woollahra	2016	138
Coogee - Clovelly	2006	894
Coogee - Clovelly	2011	675
Coogee - Clovelly	2016	642
Malabar - La Perouse - Chifley	2006	101
Malabar - La Perouse - Chifley	2011	156
Malabar - La Perouse - Chifley	2016	232
Kensington (NSW)	2006	368
Kensington (NSW)	2011	587
Kensington (NSW)	2016	861
Kingsford	2006	249
Kingsford	2011	369
Kingsford	2016	515
Maroubra - North	2006	113
Maroubra - North	2011	99
Maroubra - North	2016	184
Maroubra - South	2006	101
Maroubra - South	2011	86
Maroubra - South	2016	153
Maroubra - West	2006	119
Maroubra - West	2011	147
Maroubra - West	2016	254
Randwick - North	2006	264
Randwick - North	2011	235
Randwick - North	2016	273
Randwick - South	2006	291
Randwick - South	2011	230
Randwick - South	2016	396
Bass Hill - Georges Hall	2006	68
Bass Hill - Georges Hall	2011	73
Bass Hill - Georges Hall	2016	140
Chullora	2006	0
Chullora	2011	0
Chullora	2016	19
Condell Park	2006	41
Condell Park	2011	31
Condell Park	2016	91
Greenacre - Mount Lewis	2006	87
Greenacre - Mount Lewis	2011	108
Greenacre - Mount Lewis	2016	178
Padstow	2006	57
Padstow	2011	77
Padstow	2016	168
Panania - Milperra - Picnic Point	2006	84
Panania - Milperra - Picnic Point	2011	88
Panania - Milperra - Picnic Point	2016	187
Revesby	2006	50
Revesby	2011	62
Revesby	2016	171
Yagoona - Birrong	2006	68
Yagoona - Birrong	2011	72
Yagoona - Birrong	2016	128
Bankstown - North	2006	115
Bankstown - North	2011	157
Bankstown - North	2016	213
Bankstown - South	2006	90
Bankstown - South	2011	133
Bankstown - South	2016	202
Belmore - Belfield	2006	107
Belmore - Belfield	2011	94
Belmore - Belfield	2016	158
Canterbury (South) - Campsie	2006	333
Canterbury (South) - Campsie	2011	308
Canterbury (South) - Campsie	2016	640
Kingsgrove (North) - Earlwood	2006	88
Kingsgrove (North) - Earlwood	2011	106
Kingsgrove (North) - Earlwood	2016	179
Punchbowl	2006	80
Punchbowl	2011	81
Punchbowl	2016	154
Roselands	2006	56
Roselands	2011	75
Roselands	2016	126
Lakemba	2006	108
Lakemba	2011	157
Lakemba	2016	182
Wiley Park	2006	68
Wiley Park	2011	74
Wiley Park	2016	101
Hurstville	2006	255
Hurstville	2011	363
Hurstville	2016	755
Mortdale - Penshurst	2006	168
Mortdale - Penshurst	2011	177
Mortdale - Penshurst	2016	355
Narwee - Beverly Hills	2006	85
Narwee - Beverly Hills	2011	113
Narwee - Beverly Hills	2016	177
Oatley - Hurstville Grove	2006	54
Oatley - Hurstville Grove	2011	88
Oatley - Hurstville Grove	2016	136
Peakhurst - Lugarno	2006	50
Peakhurst - Lugarno	2011	60
Peakhurst - Lugarno	2016	146
Riverwood	2006	53
Riverwood	2011	84
Riverwood	2016	180
South Hurstville - Blakehurst	2006	205
South Hurstville - Blakehurst	2011	319
South Hurstville - Blakehurst	2016	491
Arncliffe - Bardwell Valley	2006	178
Arncliffe - Bardwell Valley	2011	176
Arncliffe - Bardwell Valley	2016	688
Bexley	2006	197
Bexley	2011	211
Bexley	2016	348
Kingsgrove (South) - Bardwell Park	2006	51
Kingsgrove (South) - Bardwell Park	2011	68
Kingsgrove (South) - Bardwell Park	2016	123
Kogarah	2006	121
Kogarah	2011	123
Kogarah	2016	304
Kogarah Bay - Carlton - Allawah	2006	125
Kogarah Bay - Carlton - Allawah	2011	169
Kogarah Bay - Carlton - Allawah	2016	237
Monterey - Brighton-le-Sands - Kyeemagh	2006	137
Monterey - Brighton-le-Sands - Kyeemagh	2011	197
Monterey - Brighton-le-Sands - Kyeemagh	2016	220
Rockdale - Banksia	2006	157
Rockdale - Banksia	2011	202
Rockdale - Banksia	2016	382
Sans Souci - Ramsgate	2006	57
Sans Souci - Ramsgate	2011	62
Sans Souci - Ramsgate	2016	120
Concord - Mortlake - Cabarita	2006	117
Concord - Mortlake - Cabarita	2011	167
Concord - Mortlake - Cabarita	2016	287
Concord West - North Strathfield	2006	176
Concord West - North Strathfield	2011	298
Concord West - North Strathfield	2016	715
Drummoyne - Rodd Point	2006	114
Drummoyne - Rodd Point	2011	115
Drummoyne - Rodd Point	2016	177
Five Dock - Abbotsford	2006	118
Five Dock - Abbotsford	2011	100
Five Dock - Abbotsford	2016	197
Balmain	2006	175
Balmain	2011	143
Balmain	2016	175
Leichhardt - Annandale	2006	198
Leichhardt - Annandale	2011	262
Leichhardt - Annandale	2016	211
Lilyfield - Rozelle	2006	146
Lilyfield - Rozelle	2011	134
Lilyfield - Rozelle	2016	153
Ashfield	2006	305
Ashfield	2011	302
Ashfield	2016	523
Burwood - Croydon	2006	329
Burwood - Croydon	2011	335
Burwood - Croydon	2016	679
Canterbury (North) - Ashbury	2006	77
Canterbury (North) - Ashbury	2011	60
Canterbury (North) - Ashbury	2016	122
Croydon Park - Enfield	2006	121
Croydon Park - Enfield	2011	143
Croydon Park - Enfield	2016	227
Dulwich Hill - Lewisham	2006	136
Dulwich Hill - Lewisham	2011	106
Dulwich Hill - Lewisham	2016	148
Haberfield - Summer Hill	2006	143
Haberfield - Summer Hill	2011	93
Haberfield - Summer Hill	2016	117
Homebush	2006	145
Homebush	2011	258
Homebush	2016	432
Strathfield	2006	425
Strathfield	2011	362
Strathfield	2016	570
Strathfield South	2006	27
Strathfield South	2011	18
Strathfield South	2016	25
Chatswood (East) - Artarmon	2006	585
Chatswood (East) - Artarmon	2011	673
Chatswood (East) - Artarmon	2016	1622
Chatswood (West) - Lane Cove North	2006	259
Chatswood (West) - Lane Cove North	2011	271
Chatswood (West) - Lane Cove North	2016	473
Lane Cove - Greenwich	2006	338
Lane Cove - Greenwich	2011	312
Lane Cove - Greenwich	2016	454
St Leonards - Naremburn	2006	140
St Leonards - Naremburn	2011	163
St Leonards - Naremburn	2016	190
Willoughby - Castle Cove - Northbridge	2006	261
Willoughby - Castle Cove - Northbridge	2011	237
Willoughby - Castle Cove - Northbridge	2016	283
Asquith - Mount Colah	2006	53
Asquith - Mount Colah	2011	90
Asquith - Mount Colah	2016	153
Berowra - Brooklyn - Cowan	2006	46
Berowra - Brooklyn - Cowan	2011	45
Berowra - Brooklyn - Cowan	2016	74
Normanhurst - Thornleigh - Westleigh	2006	114
Normanhurst - Thornleigh - Westleigh	2011	172
Normanhurst - Thornleigh - Westleigh	2016	234
Hornsby - East	2006	123
Hornsby - East	2011	195
Hornsby - East	2016	275
Hornsby - West	2006	81
Hornsby - West	2011	95
Hornsby - West	2016	153
Waitara - Wahroonga (West)	2006	93
Waitara - Wahroonga (West)	2011	158
Waitara - Wahroonga (West)	2016	260
Gordon - Killara	2006	277
Gordon - Killara	2011	295
Gordon - Killara	2016	487
Lindfield - Roseville	2006	198
Lindfield - Roseville	2011	237
Lindfield - Roseville	2016	353
Pymble	2006	139
Pymble	2011	180
Pymble	2016	297
St Ives	2006	138
St Ives	2011	176
St Ives	2016	389
Turramurra	2006	169
Turramurra	2011	144
Turramurra	2016	235
Wahroonga (East) - Warrawee	2006	161
Wahroonga (East) - Warrawee	2011	208
Wahroonga (East) - Warrawee	2016	281
Cremorne - Cammeray	2006	192
Cremorne - Cammeray	2011	222
Cremorne - Cammeray	2016	268
Crows Nest - Waverton	2006	242
Crows Nest - Waverton	2011	239
Crows Nest - Waverton	2016	245
Mosman	2006	324
Mosman	2011	350
Mosman	2016	398
Neutral Bay - Kirribilli	2006	366
Neutral Bay - Kirribilli	2011	328
Neutral Bay - Kirribilli	2016	310
North Sydney - Lavender Bay	2006	488
North Sydney - Lavender Bay	2011	355
North Sydney - Lavender Bay	2016	364
Balgowlah - Clontarf - Seaforth	2006	178
Balgowlah - Clontarf - Seaforth	2011	157
Balgowlah - Clontarf - Seaforth	2016	184
Manly - Fairlight	2006	745
Manly - Fairlight	2011	565
Manly - Fairlight	2016	604
Avalon - Palm Beach	2006	108
Avalon - Palm Beach	2011	139
Avalon - Palm Beach	2016	146
Bayview - Elanora Heights	2006	59
Bayview - Elanora Heights	2011	62
Bayview - Elanora Heights	2016	79
Newport - Bilgola	2006	101
Newport - Bilgola	2011	65
Newport - Bilgola	2016	88
Warriewood - Mona Vale	2006	152
Warriewood - Mona Vale	2011	105
Warriewood - Mona Vale	2016	189
Beacon Hill - Narraweena	2006	81
Beacon Hill - Narraweena	2011	70
Beacon Hill - Narraweena	2016	77
Cromer	2006	52
Cromer	2011	51
Cromer	2016	49
Dee Why - North Curl Curl	2006	189
Dee Why - North Curl Curl	2011	198
Dee Why - North Curl Curl	2016	286
Forestville - Killarney Heights	2006	104
Forestville - Killarney Heights	2011	72
Forestville - Killarney Heights	2016	104
Frenchs Forest - Belrose	2006	194
Frenchs Forest - Belrose	2011	163
Frenchs Forest - Belrose	2016	182
Freshwater - Brookvale	2006	262
Freshwater - Brookvale	2011	284
Freshwater - Brookvale	2016	330
Manly Vale - Allambie Heights	2006	157
Manly Vale - Allambie Heights	2011	137
Manly Vale - Allambie Heights	2016	155
Narrabeen - Collaroy	2006	216
Narrabeen - Collaroy	2011	154
Narrabeen - Collaroy	2016	223
Terrey Hills - Duffys Forest	2006	14
Terrey Hills - Duffys Forest	2011	24
Terrey Hills - Duffys Forest	2016	61
Camden - Ellis Lane	2006	22
Camden - Ellis Lane	2011	24
Camden - Ellis Lane	2016	51
Elderslie - Harrington Park	2006	37
Elderslie - Harrington Park	2011	45
Elderslie - Harrington Park	2016	72
Mount Annan - Currans Hill	2006	56
Mount Annan - Currans Hill	2011	59
Mount Annan - Currans Hill	2016	95
Bradbury - Wedderburn	2006	39
Bradbury - Wedderburn	2011	39
Bradbury - Wedderburn	2016	74
Campbelltown - Woodbine	2006	74
Campbelltown - Woodbine	2011	72
Campbelltown - Woodbine	2016	164
Claymore - Eagle Vale - Raby	2006	51
Claymore - Eagle Vale - Raby	2011	48
Claymore - Eagle Vale - Raby	2016	83
Holsworthy Military Area	2006	0
Holsworthy Military Area	2011	0
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2006	64
Ingleburn - Denham Court	2011	79
Ingleburn - Denham Court	2016	236
Leumeah - Minto Heights	2006	55
Leumeah - Minto Heights	2011	60
Leumeah - Minto Heights	2016	108
Macquarie Fields - Glenfield	2006	69
Macquarie Fields - Glenfield	2011	99
Macquarie Fields - Glenfield	2016	252
Minto - St Andrews	2006	57
Minto - St Andrews	2011	61
Minto - St Andrews	2016	200
Rosemeadow - Glen Alpine	2006	46
Rosemeadow - Glen Alpine	2011	58
Rosemeadow - Glen Alpine	2016	87
Bargo	2006	7
Bargo	2011	0
Bargo	2016	9
Douglas Park - Appin	2006	21
Douglas Park - Appin	2011	17
Douglas Park - Appin	2016	21
Picton - Tahmoor - Buxton	2006	63
Picton - Tahmoor - Buxton	2011	12
Picton - Tahmoor - Buxton	2016	26
The Oaks - Oakdale	2006	33
The Oaks - Oakdale	2011	30
The Oaks - Oakdale	2016	40
Blackheath - Megalong Valley	2006	61
Blackheath - Megalong Valley	2011	64
Blackheath - Megalong Valley	2016	72
Blaxland - Warrimoo - Lapstone	2006	66
Blaxland - Warrimoo - Lapstone	2011	78
Blaxland - Warrimoo - Lapstone	2016	88
Blue Mountains - North	2006	0
Blue Mountains - North	2011	0
Blue Mountains - North	2016	0
Katoomba - Leura	2006	377
Katoomba - Leura	2011	240
Katoomba - Leura	2016	625
Lawson - Hazelbrook - Linden	2006	39
Lawson - Hazelbrook - Linden	2011	30
Lawson - Hazelbrook - Linden	2016	27
Springwood - Winmalee	2006	52
Springwood - Winmalee	2011	62
Springwood - Winmalee	2016	79
Wentworth Falls	2006	31
Wentworth Falls	2011	21
Wentworth Falls	2016	32
Blue Mountains - South	2006	0
Blue Mountains - South	2011	0
Blue Mountains - South	2016	0
Cambridge Park	2006	20
Cambridge Park	2011	22
Cambridge Park	2016	52
Castlereagh - Cranebrook	2006	24
Castlereagh - Cranebrook	2011	15
Castlereagh - Cranebrook	2016	118
Emu Plains - Leonay	2006	26
Emu Plains - Leonay	2011	17
Emu Plains - Leonay	2016	65
Glenmore Park - Regentville	2006	61
Glenmore Park - Regentville	2011	57
Glenmore Park - Regentville	2016	70
Jamisontown - South Penrith	2006	54
Jamisontown - South Penrith	2011	51
Jamisontown - South Penrith	2016	52
Kingswood - Werrington	2006	104
Kingswood - Werrington	2011	104
Kingswood - Werrington	2016	187
Mulgoa - Luddenham - Orchard Hills	2006	17
Mulgoa - Luddenham - Orchard Hills	2011	19
Mulgoa - Luddenham - Orchard Hills	2016	32
Penrith	2006	43
Penrith	2011	59
Penrith	2016	137
Warragamba - Silverdale	2006	11
Warragamba - Silverdale	2011	9
Warragamba - Silverdale	2016	5
Richmond - Clarendon	2006	77
Richmond - Clarendon	2011	60
Richmond - Clarendon	2016	70
Windsor - Bligh Park	2006	29
Windsor - Bligh Park	2011	30
Windsor - Bligh Park	2016	31
Yarramundi - Londonderry	2006	10
Yarramundi - Londonderry	2011	19
Yarramundi - Londonderry	2016	12
Erskine Park	2006	22
Erskine Park	2011	15
Erskine Park	2016	17
St Clair	2006	84
St Clair	2011	53
St Clair	2016	87
Colyton - Oxley Park	2006	41
Colyton - Oxley Park	2011	32
Colyton - Oxley Park	2016	59
St Marys - North St Marys	2006	36
St Marys - North St Marys	2011	40
St Marys - North St Marys	2016	82
Homebush Bay - Silverwater	2006	174
Homebush Bay - Silverwater	2011	226
Homebush Bay - Silverwater	2016	517
Rookwood Cemetery	2006	0
Rookwood Cemetery	2011	0
Rookwood Cemetery	2016	0
Auburn - Central	2006	110
Auburn - Central	2011	123
Auburn - Central	2016	270
Auburn - North	2006	124
Auburn - North	2011	133
Auburn - North	2016	248
Auburn - South	2006	24
Auburn - South	2011	65
Auburn - South	2016	120
Berala	2006	47
Berala	2011	61
Berala	2016	121
Lidcombe	2006	157
Lidcombe	2011	187
Lidcombe	2016	330
Regents Park	2006	21
Regents Park	2011	34
Regents Park	2016	46
Carlingford	2006	225
Carlingford	2011	280
Carlingford	2016	578
Ermington - Rydalmere	2006	151
Ermington - Rydalmere	2011	157
Ermington - Rydalmere	2016	266
Oatlands - Dundas Valley	2006	132
Oatlands - Dundas Valley	2011	160
Oatlands - Dundas Valley	2016	264
Chester Hill - Sefton	2006	65
Chester Hill - Sefton	2011	54
Chester Hill - Sefton	2016	119
Fairfield - East	2006	43
Fairfield - East	2011	47
Fairfield - East	2016	118
Granville - Clyde	2006	119
Granville - Clyde	2011	110
Granville - Clyde	2016	237
Greystanes - Pemulwuy	2006	69
Greystanes - Pemulwuy	2011	97
Greystanes - Pemulwuy	2016	171
Guildford - South Granville	2006	53
Guildford - South Granville	2011	70
Guildford - South Granville	2016	156
Guildford West - Merrylands West	2006	62
Guildford West - Merrylands West	2011	92
Guildford West - Merrylands West	2016	134
Merrylands - Holroyd	2006	137
Merrylands - Holroyd	2011	160
Merrylands - Holroyd	2016	290
Smithfield Industrial	2006	0
Smithfield Industrial	2011	0
Smithfield Industrial	2016	0
Yennora Industrial	2006	0
Yennora Industrial	2011	0
Yennora Industrial	2016	0
North Parramatta	2006	316
North Parramatta	2011	335
North Parramatta	2016	536
North Rocks	2006	33
North Rocks	2011	38
North Rocks	2016	105
Northmead	2006	221
Northmead	2011	325
Northmead	2016	480
Parramatta - Rosehill	2006	551
Parramatta - Rosehill	2011	853
Parramatta - Rosehill	2016	1427
Toongabbie - Constitution Hill	2006	127
Toongabbie - Constitution Hill	2011	165
Toongabbie - Constitution Hill	2016	250
Winston Hills	2006	39
Winston Hills	2011	60
Winston Hills	2016	45
Pendle Hill - Girraween	2006	75
Pendle Hill - Girraween	2011	141
Pendle Hill - Girraween	2016	261
Wentworthville - Westmead	2006	170
Wentworthville - Westmead	2011	228
Wentworthville - Westmead	2016	373
Epping - North Epping	2006	266
Epping - North Epping	2011	334
Epping - North Epping	2016	599
Pennant Hills - Cheltenham	2006	158
Pennant Hills - Cheltenham	2011	171
Pennant Hills - Cheltenham	2016	286
Eastwood - Denistone	2006	290
Eastwood - Denistone	2011	392
Eastwood - Denistone	2016	682
Gladesville - Huntleys Point	2006	116
Gladesville - Huntleys Point	2011	105
Gladesville - Huntleys Point	2016	121
Hunters Hill - Woolwich	2006	93
Hunters Hill - Woolwich	2011	75
Hunters Hill - Woolwich	2016	99
Macquarie Park - Marsfield	2006	992
Macquarie Park - Marsfield	2011	973
Macquarie Park - Marsfield	2016	1195
North Ryde - East Ryde	2006	115
North Ryde - East Ryde	2011	111
North Ryde - East Ryde	2016	197
West Ryde - Meadowbank	2006	171
West Ryde - Meadowbank	2011	194
West Ryde - Meadowbank	2016	407
Putney	2006	27
Putney	2011	27
Putney	2016	50
Ryde	2006	143
Ryde	2011	256
Ryde	2016	471
Ashcroft - Busby - Miller	2006	38
Ashcroft - Busby - Miller	2011	59
Ashcroft - Busby - Miller	2016	70
Austral - Greendale	2006	5
Austral - Greendale	2011	14
Austral - Greendale	2016	19
Cobbitty - Leppington	2006	22
Cobbitty - Leppington	2011	22
Cobbitty - Leppington	2016	99
Badgerys Creek	2006	0
Badgerys Creek	2011	0
Badgerys Creek	2016	0
Cecil Hills	2006	5
Cecil Hills	2011	17
Cecil Hills	2016	21
Green Valley	2006	35
Green Valley	2011	35
Green Valley	2016	49
Hinchinbrook	2006	25
Hinchinbrook	2011	33
Hinchinbrook	2016	39
Hoxton Park - Carnes Hill - Horningsea Park	2006	42
Hoxton Park - Carnes Hill - Horningsea Park	2011	33
Hoxton Park - Carnes Hill - Horningsea Park	2016	76
West Hoxton - Middleton Grange	2006	19
West Hoxton - Middleton Grange	2011	43
West Hoxton - Middleton Grange	2016	75
Bonnyrigg Heights - Bonnyrigg	2006	52
Bonnyrigg Heights - Bonnyrigg	2011	54
Bonnyrigg Heights - Bonnyrigg	2016	81
Bossley Park - Abbotsbury	2006	53
Bossley Park - Abbotsbury	2011	47
Bossley Park - Abbotsbury	2016	68
Cabramatta - Lansvale	2006	105
Cabramatta - Lansvale	2011	140
Cabramatta - Lansvale	2016	312
Cabramatta West - Mount Pritchard	2006	35
Cabramatta West - Mount Pritchard	2011	55
Cabramatta West - Mount Pritchard	2016	80
Canley Vale - Canley Heights	2006	64
Canley Vale - Canley Heights	2011	75
Canley Vale - Canley Heights	2016	132
Edensor Park	2006	25
Edensor Park	2011	25
Edensor Park	2016	25
Fairfield	2006	56
Fairfield	2011	82
Fairfield	2016	105
Fairfield - West	2006	41
Fairfield - West	2011	56
Fairfield - West	2016	126
Greenfield Park - Prairiewood	2006	20
Greenfield Park - Prairiewood	2011	10
Greenfield Park - Prairiewood	2016	45
Horsley Park - Kemps Creek	2006	0
Horsley Park - Kemps Creek	2011	7
Horsley Park - Kemps Creek	2016	7
Smithfield - Wetherill Park	2006	44
Smithfield - Wetherill Park	2011	32
Smithfield - Wetherill Park	2016	86
St Johns Park - Wakeley	2006	31
St Johns Park - Wakeley	2011	36
St Johns Park - Wakeley	2016	55
Wetherill Park Industrial	2006	0
Wetherill Park Industrial	2011	0
Wetherill Park Industrial	2016	0
Casula	2006	83
Casula	2011	79
Casula	2016	202
Chipping Norton - Moorebank	2006	37
Chipping Norton - Moorebank	2011	58
Chipping Norton - Moorebank	2016	123
Holsworthy - Wattle Grove	2006	51
Holsworthy - Wattle Grove	2011	107
Holsworthy - Wattle Grove	2016	151
Liverpool	2006	95
Liverpool	2011	149
Liverpool	2016	309
Lurnea - Cartwright	2006	24
Lurnea - Cartwright	2011	47
Lurnea - Cartwright	2016	44
Prestons - Edmondson Park	2006	48
Prestons - Edmondson Park	2011	125
Prestons - Edmondson Park	2016	190
Warwick Farm	2006	20
Warwick Farm	2011	24
Warwick Farm	2016	66
Gymea - Grays Point	2006	56
Gymea - Grays Point	2011	66
Gymea - Grays Point	2016	79
Miranda - Yowie Bay	2006	72
Miranda - Yowie Bay	2011	79
Miranda - Yowie Bay	2016	124
Sylvania - Taren Point	2006	53
Sylvania - Taren Point	2011	69
Sylvania - Taren Point	2016	77
Caringbah	2006	63
Caringbah	2011	45
Caringbah	2016	76
Caringbah South	2006	43
Caringbah South	2011	47
Caringbah South	2016	59
Cronulla - Kurnell - Bundeena	2006	201
Cronulla - Kurnell - Bundeena	2011	171
Cronulla - Kurnell - Bundeena	2016	176
Lilli Pilli - Port Hacking - Dolans Bay	2006	11
Lilli Pilli - Port Hacking - Dolans Bay	2011	0
Lilli Pilli - Port Hacking - Dolans Bay	2016	12
Woolaware - Burraneer	2006	24
Woolaware - Burraneer	2011	22
Woolaware - Burraneer	2016	24
Heathcote - Waterfall	2006	17
Heathcote - Waterfall	2011	22
Heathcote - Waterfall	2016	14
Illawong - Alfords Point	2006	29
Illawong - Alfords Point	2011	19
Illawong - Alfords Point	2016	47
Menai - Lucas Heights - Woronora	2006	62
Menai - Lucas Heights - Woronora	2011	59
Menai - Lucas Heights - Woronora	2016	84
Oyster Bay - Como - Jannali	2006	49
Oyster Bay - Como - Jannali	2011	77
Oyster Bay - Como - Jannali	2016	138
Royal National Park	2006	0
Royal National Park	2011	0
Royal National Park	2016	3
Sutherland - Kirrawee	2006	84
Sutherland - Kirrawee	2011	99
Sutherland - Kirrawee	2016	138
Engadine	2006	51
Engadine	2011	40
Engadine	2016	47
Loftus - Yarrawarrah	2006	10
Loftus - Yarrawarrah	2011	22
Loftus - Yarrawarrah	2016	18
Woronora Heights	2006	3
Woronora Heights	2011	11
Woronora Heights	2016	5
Migratory - Offshore - Shipping (NSW)	2006	77
Migratory - Offshore - Shipping (NSW)	2011	165
Migratory - Offshore - Shipping (NSW)	2016	333
No usual address (NSW)	2006	0
No usual address (NSW)	2011	0
No usual address (NSW)	2016	0
Alfredton	2006	45
Alfredton	2011	36
Alfredton	2016	71
Ballarat	2006	48
Ballarat	2011	49
Ballarat	2016	83
Ballarat - North	2006	56
Ballarat - North	2011	54
Ballarat - North	2016	66
Ballarat - South	2006	54
Ballarat - South	2011	89
Ballarat - South	2016	95
Buninyong	2006	41
Buninyong	2011	35
Buninyong	2016	40
Delacombe	2006	3
Delacombe	2011	4
Delacombe	2016	4
Smythes Creek	2006	11
Smythes Creek	2011	10
Smythes Creek	2016	3
Wendouree - Miners Rest	2006	18
Wendouree - Miners Rest	2011	42
Wendouree - Miners Rest	2016	53
Bacchus Marsh Region	2006	14
Bacchus Marsh Region	2011	16
Bacchus Marsh Region	2016	17
Creswick - Clunes	2006	11
Creswick - Clunes	2011	32
Creswick - Clunes	2016	20
Daylesford	2006	21
Daylesford	2011	34
Daylesford	2016	38
Gordon (Vic.)	2006	7
Gordon (Vic.)	2011	0
Gordon (Vic.)	2016	14
Avoca	2006	3
Avoca	2011	0
Avoca	2016	8
Beaufort	2006	7
Beaufort	2011	13
Beaufort	2016	13
Golden Plains - North	2006	3
Golden Plains - North	2011	3
Golden Plains - North	2016	3
Maryborough (Vic.)	2006	3
Maryborough (Vic.)	2011	9
Maryborough (Vic.)	2016	10
Maryborough Region	2006	8
Maryborough Region	2011	3
Maryborough Region	2016	12
Bendigo	2006	49
Bendigo	2011	33
Bendigo	2016	78
California Gully - Eaglehawk	2006	8
California Gully - Eaglehawk	2011	14
California Gully - Eaglehawk	2016	32
East Bendigo - Kennington	2006	45
East Bendigo - Kennington	2011	41
East Bendigo - Kennington	2016	40
Flora Hill - Spring Gully	2006	49
Flora Hill - Spring Gully	2011	30
Flora Hill - Spring Gully	2016	48
