SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Cranbourne East	2006	1176
Cranbourne North	2006	1111
Cranbourne South	2006	1215
Cranbourne West	2006	1083
Hampton Park - Lynbrook	2006	1064
Lynbrook - Lyndhurst	2006	1355
Pearcedale - Tooradin	2006	1197
Narre Warren South (East)	2006	1446
Narre Warren South (West)	2006	1263
Clarinda - Oakleigh South	2006	1145
Clayton South	2006	925
Dandenong	2006	747
Dandenong North	2006	1036
Dingley Village	2006	1381
Keysborough	2006	1104
Noble Park North	2006	1003
Springvale	2006	789
Springvale South	2006	922
Noble Park - East	2006	878
Noble Park - West	2006	862
Ashwood - Chadstone	2006	1247
Clayton	2006	959
Glen Waverley - East	2006	1419
Glen Waverley - West	2006	1290
Mount Waverley - North	2006	1384
Mount Waverley - South	2006	1315
Mulgrave	2006	1193
Oakleigh - Huntingdale	2006	1209
Wheelers Hill	2006	1539
Ardeer - Albion	2006	858
Cairnlea	2006	1234
Deer Park - Derrimut	2006	1014
Delahey	2006	1086
Keilor Downs	2006	1192
Kings Park (Vic.)	2006	900
St Albans - North	2006	756
St Albans - South	2006	785
Sunshine	2006	914
Sunshine North	2006	832
Sunshine West	2006	841
Sydenham	2006	1224
Taylors Lakes	2006	1394
Altona	2006	1167
Altona Meadows	2006	1142
Altona North	2006	843
Newport	2006	1437
Seabrook	2006	1299
Williamstown	2006	1835
Braybrook	2006	792
Footscray	2006	980
Maribyrnong	2006	1343
Seddon - Kingsville	2006	1377
West Footscray - Tottenham	2006	1060
Yarraville	2006	1390
Bacchus Marsh	2006	1220
Hillside	2006	1347
Melton	2006	1091
Melton South	2006	1092
Melton West	2006	1212
Rockbank - Mount Cottrell	2006	979
Taylors Hill	2006	1343
Burnside	2006	1200
Burnside Heights	2006	1328
Caroline Springs	2006	1396
Hoppers Crossing - North	2006	1289
Hoppers Crossing - South	2006	1190
Laverton	2006	831
Tarneit	2006	1394
Truganina	2006	1391
Werribee - South	2006	1214
Wyndham Vale	2006	1222
Point Cook - East	2006	2109
Point Cook - North	2006	1678
Point Cook - South	2006	1785
Werribee - East	2006	1066
Werribee - West	2006	1241
Carrum Downs	2006	1115
Frankston	2006	1043
Frankston North	2006	890
Frankston South	2006	1372
Langwarrin	2006	1268
Seaford (Vic.)	2006	1074
Skye - Sandhurst	2006	1360
Dromana	2006	961
Flinders	2006	1334
Hastings - Somers	2006	1078
Mornington	2006	1113
Mount Eliza	2006	1587
Mount Martha	2006	1320
Point Nepean	2006	919
Rosebud - McCrae	2006	801
Somerville	2006	1213
Ararat	2006	927
Ararat Region	2006	1039
Horsham	2006	1064
Horsham Region	2006	1113
Nhill Region	2006	948
St Arnaud	2006	792
Stawell	2006	1016
West Wimmera	2006	1021
Yarriambiack	2006	894
Irymple	2006	1143
Merbein	2006	996
Mildura Region	2006	1021
Red Cliffs	2006	1005
Mildura - North	2006	981
Mildura - South	2006	1017
Buloke	2006	781
Gannawarra	2006	978
Kerang	2006	924
Robinvale	2006	1027
Swan Hill	2006	1043
Swan Hill Region	2006	979
Echuca	2006	1054
Kyabram	2006	1028
Lockington - Gunbower	2006	1052
Rochester	2006	1051
Rushworth	2006	882
Cobram	2006	912
Moira	2006	1004
Numurkah	2006	1012
Yarrawonga	2006	909
Mooroopna	2006	1030
Shepparton - North	2006	1106
Shepparton - South	2006	1047
Shepparton Region - East	2006	1186
Shepparton Region - West	2006	1053
Glenelg (Vic.)	2006	1077
Hamilton (Vic.)	2006	1057
Portland	2006	1089
Southern Grampians	2006	1059
Camperdown	2006	916
Colac	2006	1045
Colac Region	2006	1060
Corangamite - North	2006	1003
Corangamite - South	2006	1163
Otway	2006	938
Moyne - East	2006	1110
Moyne - West	2006	1069
Warrnambool - North	2006	1092
Warrnambool - South	2006	1090
Migratory - Offshore - Shipping (Vic.)	2006	0
No usual address (Vic.)	2006	0
Alexandra Hills	2006	1241
Belmont - Gumdale	2006	1586
Birkdale	2006	1330
Capalaba	2006	1218
Thorneside	2006	1128
Wellington Point	2006	1475
Cleveland	2006	1259
Ormiston	2006	1357
Redland Bay	2006	1250
Sheldon - Mount Cotton	2006	1456
Thornlands	2006	1434
Victoria Point	2006	1176
Redland Islands	2006	643
Brisbane Port - Lytton	2006	0
Manly - Lota	2006	1352
Manly West	2006	1264
Murarrie	2006	1394
Tingalpa	2006	1270
Wakerley	2006	1734
Wynnum	2006	1241
Wynnum West - Hemmant	2006	1187
Bald Hills	2006	1202
Bridgeman Downs	2006	1955
Carseldine	2006	1378
Everton Park	2006	1247
McDowall	2006	1734
Aspley	2006	1358
Chermside	2006	1068
Chermside West	2006	1283
Geebung	2006	1230
Kedron - Gordon Park	2006	1419
Stafford	2006	1171
Stafford Heights	2006	1230
Wavell Heights	2006	1384
Boondall	2006	1219
Brisbane Airport	2006	1374
Eagle Farm - Pinkenba	2006	1091
Northgate - Virginia	2006	1313
Nudgee - Banyo	2006	1181
Nundah	2006	1236
Bracken Ridge	2006	1339
Brighton (Qld)	2006	1155
Deagon	2006	1022
Sandgate - Shorncliffe	2006	1337
Taigum - Fitzgibbon	2006	1184
Zillmere	2006	1001
Camp Hill	2006	1696
Cannon Hill	2006	1301
Carina	2006	1306
Carina Heights	2006	1268
Carindale	2006	1811
Annerley	2006	1312
Coorparoo	2006	1576
Fairfield - Dutton Park	2006	1431
Greenslopes	2006	1427
Holland Park	2006	1404
Holland Park West	2006	1422
Woolloongabba	2006	1168
Yeronga	2006	1617
Eight Mile Plains	2006	1330
Macgregor (Qld)	2006	1146
Mansfield (Qld)	2006	1323
Mount Gravatt	2006	1269
Rochedale - Burbank	2006	1667
Upper Mount Gravatt	2006	1190
Wishart	2006	1383
Coopers Plains	2006	1103
Moorooka	2006	1264
Robertson	2006	1217
Salisbury - Nathan	2006	1167
Tarragindi	2006	1548
Algester	2006	1239
Calamvale - Stretton	2006	1332
Pallara - Willawong	2006	1326
Parkinson - Drewvale	2006	1541
Rocklea - Acacia Ridge	2006	942
Kuraby	2006	1361
Runcorn	2006	1182
Sunnybank	2006	1100
Sunnybank Hills	2006	1220
Jindalee - Mount Ommaney	2006	1609
Middle Park - Jamboree Heights	2006	1451
Riverhills	2006	1403
Seventeen Mile Rocks - Sinnamon Park	2006	1799
Westlake	2006	1881
Bellbowrie - Moggill	2006	1680
Brookfield - Kenmore Hills	2006	2323
Chapel Hill	2006	2100
Fig Tree Pocket	2006	2290
Kenmore	2006	1650
Pinjarra Hills - Pullenvale	2006	2325
Chelmer - Graceville	2006	1958
Corinda	2006	1530
Indooroopilly	2006	1660
Sherwood	2006	1842
St Lucia	2006	1698
Taringa	2006	1583
Enoggera	2006	1289
Enoggera Reservoir	2006	1625
Keperra	2006	1142
Mitchelton	2006	1345
Mount Coot-tha	2006	0
The Gap	2006	1731
Upper Kedron - Ferny Grove	2006	1562
Brisbane City	2006	1836
Fortitude Valley	2006	1708
Highgate Hill	2006	1442
Kangaroo Point	2006	1814
New Farm	2006	1819
South Brisbane	2006	1479
Spring Hill	2006	1639
West End	2006	1283
Balmoral	2006	1816
Bulimba	2006	1985
East Brisbane	2006	1469
Hawthorne	2006	1960
Morningside - Seven Hills	2006	1469
Norman Park	2006	1860
Albion	2006	1465
Alderley	2006	1692
Ascot	2006	2017
Clayfield	2006	1775
Grange	2006	1830
Hamilton (Qld)	2006	2022
Hendra	2006	1772
Kelvin Grove - Herston	2006	1669
Newmarket	2006	1693
Newstead - Bowen Hills	2006	2072
Wilston	2006	1993
Windsor	2006	1667
Wooloowin - Lutwyche	2006	1727
Ashgrove	2006	1864
Auchenflower	2006	1889
Bardon	2006	2066
Paddington - Milton	2006	1904
Red Hill (Qld)	2006	1965
Toowong	2006	1610
Brinsmead	2006	1484
Clifton Beach - Kewarra Beach	2006	1312
Freshwater - Stratford	2006	1391
Redlynch	2006	1391
Trinity Beach - Smithfield	2006	1216
Yorkeys Knob - Machans Beach	2006	1138
Bentley Park	2006	1188
Cairns City	2006	1175
Earlville - Bayview Heights	2006	1239
Edmonton	2006	1158
Gordonvale - Trinity	2006	1172
Kanimbla - Mooroobool	2006	1244
Lamb Range	2006	0
Manoora	2006	965
Manunda	2006	958
Mount Sheridan	2006	1260
Westcourt - Bungalow	2006	965
White Rock	2006	1104
Whitfield - Edge Hill	2006	1279
Woree	2006	1052
Babinda	2006	1072
Innisfail	2006	989
Johnstone	2006	1042
Tully	2006	1040
Wooroonooran	2006	0
Yarrabah	2006	647
Daintree	2006	1063
Port Douglas	2006	1208
Atherton	2006	956
Herberton	2006	648
Kuranda	2006	1056
Malanda - Yungaburra	2006	977
Mareeba	2006	960
Balonne	2006	1103
Chinchilla	2006	1066
Goondiwindi	2006	1154
Inglewood - Waggamba	2006	946
Miles - Wandoan	2006	972
Roma	2006	1211
Roma Region	2006	1058
Tara	2006	744
Crows Nest - Rosalie	2006	827
Jondaryan	2006	1052
Millmerran	2006	1008
Pittsworth	2006	1065
Wambo	2006	1056
Clifton - Greenmount	2006	968
Southern Downs - East	2006	926
Southern Downs - West	2006	822
Stanthorpe	2006	857
Stanthorpe Region	2006	847
Warwick	2006	978
Central Highlands - East	2006	1803
Central Highlands - West	2006	1351
Emerald	2006	1810
Berserker	2006	943
Bouldercombe	2006	1070
Emu Park	2006	920
Frenchville - Mount Archer	2006	1281
Glenlee - Rockyview	2006	1456
Gracemere	2006	1123
Lakes Creek	2006	1055
Mount Morgan	2006	596
Norman Gardens	2006	1233
Park Avenue	2006	1019
Parkhurst - Kawana	2006	1121
Rockhampton - West	2006	1084
Rockhampton City	2006	775
Rockhampton Region - East	2006	1057
Rockhampton Region - North	2006	1063
Rockhampton Region - West	2006	1158
Shoalwater Bay	2006	0
The Range - Allenstown	2006	1199
Yeppoon	2006	1114
Banana	2006	1225
Biloela	2006	1369
Agnes Water - Miriam Vale	2006	780
Boyne Island - Tannum Sands	2006	1482
Callemondah	2006	0
Clinton - New Auckland	2006	1463
Gladstone	2006	1189
Gladstone Hinterland	2006	1266
Kin Kora - Sun Valley	2006	1467
South Trees	2006	1875
Telina - Toolooa	2006	1419
West Gladstone	2006	1197
Broadbeach Waters	2006	1205
Burleigh Heads	2006	1132
Burleigh Waters	2006	1089
Mermaid Beach - Broadbeach	2006	1212
Mermaid Waters	2006	1122
Miami	2006	1116
Coolangatta	2006	1018
Currumbin - Tugun	2006	1111
Currumbin Waters	2006	1096
Elanora	2006	1143
Palm Beach	2006	1066
Arundel	2006	1191
Biggera Waters	2006	983
Coombabah	2006	880
Labrador	2006	940
Paradise Point - Hollywell	2006	1203
Runaway Bay	2006	1213
Guanaba - Springbrook	2006	1172
Tamborine - Canungra	2006	1116
Currumbin Valley - Tallebudgera	2006	1263
Mudgeeraba - Bonogin	2006	1184
Reedy Creek - Andrews	2006	1134
Carrara	2006	1153
Highland Park	2006	1137
Nerang - Mount Nathan	2006	1074
Pacific Pines - Gaven	2006	1275
Worongary - Tallai	2006	1331
Coomera	2006	1260
Helensvale	2006	1251
Hope Island	2006	1488
Jacobs Well - Alberton	2006	1127
Ormeau - Yatala	2006	1309
Oxenford - Maudsland	2006	1183
Pimpama	2006	1350
Upper Coomera - Willow Vale	2006	1215
Clear Island Waters	2006	1283
Merrimac	2006	1072
Robina	2006	1212
Varsity Lakes	2006	1072
Ashmore	2006	1192
Molendinar	2006	1152
Parkwood	2006	1277
Southport - North	2006	1004
Southport - South	2006	1081
Benowa	2006	1273
Bundall	2006	1441
Main Beach	2006	1556
Surfers Paradise	2006	1172
Darra - Sumner	2006	1037
Durack	2006	1077
Forest Lake - Doolandella	2006	1318
Inala - Richlands	2006	700
Oxley (Qld)	2006	1264
Wacol	2006	778
Boonah	2006	1033
Esk	2006	714
Lake Manchester - England Creek	2006	0
Lockyer Valley - East	2006	927
Lowood	2006	1027
Rosewood	2006	1140
Brassall	2006	1141
Bundamba	2006	1029
Churchill - Yamanto	2006	1192
Ipswich - Central	2006	1108
Ipswich - East	2006	1047
Ipswich - North	2006	1443
Karalee - Barellan Point	2006	1497
Karana Downs	2006	1625
Leichhardt - One Mile	2006	914
North Ipswich - Tivoli	2006	1008
Raceview	2006	1172
Ripley	2006	1380
Riverview	2006	775
Bellbird Park - Brookwater	2006	1219
Camira - Gailes	2006	1189
Carole Park	2006	0
Collingwood Park - Redbank	2006	1217
Goodna	2006	940
New Chum	2006	1124
Redbank Plains	2006	1129
Springfield	2006	1296
Springfield Lakes	2006	1385
Beaudesert	2006	1009
Beenleigh	2006	1022
Eagleby	2006	828
Edens Landing - Holmview	2006	1140
Mount Warren Park	2006	1128
Wolffdene - Bahrs Scrub	2006	1394
Boronia Heights - Park Ridge	2006	1059
Browns Plains	2006	1085
Chambers Flat - Logan Reserve	2006	1258
Crestmead	2006	1032
Greenbank Military Camp	2006	0
Hillcrest	2006	1217
Marsden	2006	1021
Munruben - Park Ridge South	2006	1343
Regents Park - Heritage Park	2006	1236
Greenbank	2006	1320
Jimboomba	2006	1234
Logan Village	2006	1334
Bethania - Waterford	2006	1010
Cornubia - Carbrook	2006	1485
Loganholme - Tanah Merah	2006	1235
Loganlea	2006	1042
Shailer Park	2006	1479
Waterford West	2006	1016
Daisy Hill	2006	1344
Kingston (Qld.)	2006	845
Logan Central	2006	787
Rochedale South - Priestdale	2006	1262
Slacks Creek	2006	992
Springwood	2006	1333
Underwood	2006	1303
Woodridge	2006	774
Bowen	2006	1081
Broadsound - Nebo	2006	1900
Clermont	2006	1280
Collinsville	2006	1106
Moranbah	2006	2535
Andergrove - Beaconsfield	2006	1349
East Mackay	2006	1321
Eimeo - Rural View	2006	1718
Eungella Hinterland	2006	0
Mackay	2006	1085
Mackay Harbour	2006	0
Mount Pleasant - Glenella	2006	1592
North Mackay	2006	1127
Ooralea - Bakers Creek	2006	1327
Pioneer Valley	2006	1138
Sarina	2006	1199
Seaforth - Calen	2006	1152
Shoal Point - Bucasia	2006	1481
Slade Point	2006	1222
South Mackay	2006	1173
Walkerston - Eton	2006	1339
West Mackay	2006	1210
Airlie - Whitsundays	2006	1217
Cape Conway	2006	0
Proserpine	2006	1146
Beachmere - Sandstone Point	2006	868
Bribie Island	2006	752
Burpengary - East	2006	1340
Caboolture	2006	940
Caboolture - South	2006	938
Elimbah	2006	1186
Morayfield - East	2006	1035
Wamuran	2006	1201
Kilcoy	2006	845
Woodford - D'Aguilar	2006	1026
Burpengary	2006	1188
Deception Bay	2006	937
Morayfield	2006	1295
Narangba	2006	1335
Upper Caboolture	2006	1295
Clontarf	2006	1047
Margate - Woody Point	2006	914
Redcliffe	2006	946
Rothwell - Kippa-Ring	2006	1038
Scarborough - Newport - Moreton Island	2006	1219
Albany Creek	2006	1579
Cashmere	2006	1580
Dayboro	2006	1389
Eatons Hill	2006	1674
The Hills District	2006	1466
Samford Valley	2006	1763
Dakabin - Kallangur	2006	1118
Murrumba Downs - Griffin	2006	1432
North Lakes - Mango Hill	2006	1384
Bray Park	2006	1224
Lawnton	2006	1107
Petrie	2006	1285
Strathpine - Brendale	2006	1123
Aurukun	2006	559
Cape York	2006	747
Croydon - Etheridge	2006	900
Kowanyama - Pormpuraaw	2006	748
Northern Peninsula	2006	678
Tablelands	2006	866
Torres	2006	1107
Torres Strait Islands	2006	676
Weipa	2006	2058
Carpentaria	2006	774
Mount Isa	2006	1731
Mount Isa Region	2006	1294
Northern Highlands	2006	1090
Barcaldine - Blackall	2006	1017
Charleville	2006	1055
Far Central West	2006	1127
Far South West	2006	914
Longreach	2006	1152
Buderim - North	2006	1151
Buderim - South	2006	1279
Mountain Creek	2006	1185
Sippy Downs	2006	980
Aroona - Currimundi	2006	1025
Buddina - Minyama	2006	1120
Caloundra - Kings Beach	2006	857
Caloundra - West	2006	1038
Golden Beach - Pelican Waters	2006	993
Moffat Beach - Battery Hill	2006	1039
Parrearra - Warana	2006	1078
Wurtulla - Birtinya	2006	1036
Coolum Beach	2006	1045
Marcoola - Mudjimba	2006	1069
Maroochydore - Kuluin	2006	936
Mooloolaba - Alexandra Headland	2006	1136
Noosa Heads	2006	1127
Noosaville	2006	1059
Sunshine Beach	2006	1082
Tewantin	2006	941
Peregian Beach - Marcus Beach	2006	1075
Peregian Springs	2006	1140
Beerwah	2006	974
Caloundra Hinterland	2006	950
Glass House Mountains	2006	1067
Landsborough	2006	1079
Maroochy Hinterland	2006	983
Palmwoods	2006	1087
Bli Bli	2006	1057
Diddillibah - Rosemount	2006	1122
Eumundi - Yandina	2006	1083
Nambour	2006	1001
Noosa Hinterland	2006	1006
Cambooya - Wyreema	2006	1193
Darling Heights	2006	1083
Drayton - Harristown	2006	951
Gatton	2006	986
Gowrie (Qld)	2006	1148
Highfields	2006	1361
Lockyer Valley - West	2006	1072
Middle Ridge	2006	1532
Newtown (Qld)	2006	993
North Toowoomba - Harlaxton	2006	950
Rangeville	2006	1279
Toowoomba - Central	2006	1031
Toowoomba - East	2006	1286
Toowoomba - West	2006	1289
Wilsonton	2006	1002
Ayr	2006	1089
Burdekin	2006	1091
Charters Towers	2006	1059
Dalrymple	2006	1052
Ingham	2006	967
Ingham Region	2006	1045
Palm Island	2006	630
Aitkenvale	2006	1140
Annandale	2006	1731
Belgian Gardens - Pallarenda	2006	1422
Bohle Plains	2006	1466
Condon - Rasmussen	2006	1112
Cranbrook	2006	1182
Deeragun	2006	1322
Douglas	2006	1612
Garbutt - West End	2006	1081
Gulliver - Currajong - Vincent	2006	1061
Heatley	2006	1050
Hermit Park - Rosslea	2006	1155
Hyde Park - Pimlico	2006	1202
Kelso	2006	1171
Kirwan - East	2006	1140
Kirwan - West	2006	1474
Magnetic Island	2006	1002
Mount Louisa	2006	1388
Mundingburra	2006	1293
Northern Beaches	2006	1139
Oonoonba	2006	1322
South Townsville - Railway Estate	2006	1196
Townsville - South	2006	1221
Townsville City - North Ward	2006	1734
Wulguru - Roseneath	2006	1140
Ashfield - Kepnock	2006	886
Bargara - Burnett Heads	2006	925
Branyan - Kensington	2006	1036
Bundaberg	2006	792
Bundaberg East - Kalkie	2006	1021
Bundaberg North - Gooburrum	2006	873
Bundaberg Region - North	2006	818
Bundaberg Region - South	2006	763
Millbank - Avoca	2006	1004
Svensson Heights - Norville	2006	811
Walkervale - Avenell Heights	2006	844
Gayndah - Mundubbera	2006	885
Gin Gin	2006	647
Kingaroy	2006	1072
Kingaroy Region - North	2006	753
Kingaroy Region - South	2006	1019
Monto - Eidsvold	2006	843
Nanango	2006	641
North Burnett	2006	0
Cooloola	2006	620
Gympie - North	2006	875
Gympie - South	2006	1061
Gympie Region	2006	876
Kilkivan	2006	693
Booral - River Heads	2006	842
Craignish - Dundowran Beach	2006	1078
Pialba - Eli Waters	2006	737
Point Vernon	2006	811
Torquay - Scarness - Kawungan	2006	784
Urangan - Wondunna	2006	779
Burrum - Fraser	2006	645
Granville	2006	893
Maryborough (Qld)	2006	839
Maryborough Region - South	2006	738
Tinana	2006	1051
Migratory - Offshore - Shipping (Qld)	2006	0
No usual address (Qld)	2006	0
Adelaide	2006	1473
North Adelaide	2006	1961
Adelaide Hills	2006	1260
Aldgate - Stirling	2006	1506
Hahndorf - Echunga	2006	1335
Lobethal - Woodside	2006	1191
Mount Barker	2006	1172
Mount Barker Region	2006	1126
Nairne	2006	1149
Uraidla - Summertown	2006	1473
Burnside - Wattle Park	2006	1686
Glenside - Beaumont	2006	1866
Toorak Gardens	2006	1821
Athelstone	2006	1358
Paradise - Newton	2006	1052
Rostrevor - Magill	2006	1130
Norwood (SA)	2006	1559
Payneham - Felixstow	2006	1138
St Peters - Marden	2006	1580
Nailsworth - Broadview	2006	1450
Prospect	2006	1427
Walkerville	2006	1784
Goodwood - Millswood	2006	1609
Unley - Parkside	2006	1709
Gawler - North	2006	1225
Gawler - South	2006	1090
Lewiston - Two Wells	2006	1133
Craigmore - Blakeview	2006	1146
Davoren Park	2006	732
Elizabeth	2006	624
Elizabeth East	2006	953
Munno Para West - Angle Vale	2006	1194
One Tree Hill	2006	1501
Smithfield - Elizabeth North	2006	659
Virginia - Waterloo Corner	2006	746
Enfield - Blair Athol	2006	839
Northgate - Oakden - Gilles Plains	2006	1126
Windsor Gardens	2006	1038
Dry Creek - North	2006	924
Ingle Farm	2006	1054
Para Hills	2006	1107
Parafield	2006	0
Parafield Gardens	2006	988
Paralowie	2006	1077
Salisbury	2006	849
Salisbury East	2006	1092
Salisbury North	2006	898
Mawson Lakes - Globe Derby Park	2006	1472
Pooraka - Cavan	2006	947
Golden Grove	2006	1462
Greenwith	2006	1384
Highbury - Dernancourt	2006	1306
Hope Valley - Modbury	2006	1038
Modbury Heights	2006	1290
Redwood Park	2006	1230
St Agnes - Ridgehaven	2006	1166
Brighton (SA)	2006	1307
Glenelg (SA)	2006	1393
Edwardstown	2006	1059
Hallett Cove	2006	1316
Marino - Seaview Downs	2006	1211
Mitchell Park	2006	1001
Morphettville	2006	1089
Sheidow Park - Trott Park	2006	1292
Warradale	2006	1012
Belair	2006	1602
Bellevue Heights	2006	1299
Blackwood	2006	1435
Colonel Light Gardens	2006	1412
Mitcham (SA)	2006	1720
Panorama	2006	1106
Aberfoyle Park	2006	1315
Aldinga	2006	928
Christie Downs	2006	761
Christies Beach	2006	843
Clarendon	2006	1448
Coromandel Valley	2006	1517
Flagstaff Hill	2006	1438
Hackham - Onkaparinga Hills	2006	1091
Hackham West - Huntfield Heights	2006	743
Happy Valley	2006	1215
Happy Valley Reservoir	2006	0
Lonsdale	2006	0
McLaren Vale	2006	1190
Morphett Vale - East	2006	1028
Morphett Vale - West	2006	940
Reynella	2006	1064
Seaford (SA)	2006	1050
Willunga	2006	1161
Woodcroft	2006	1242
Beverley	2006	1076
Flinders Park	2006	1035
Henley Beach	2006	1225
Hindmarsh - Brompton	2006	1136
Royal Park - Hendon - Albert Park	2006	982
Seaton - Grange	2006	1051
West Lakes	2006	1211
Woodville - Cheltenham	2006	989
Dry Creek - South	2006	0
Largs Bay - Semaphore	2006	1167
North Haven	2006	1090
Port Adelaide	2006	917
The Parks	2006	741
Torrens Island	2006	0
Adelaide Airport	2006	0
Fulham	2006	1201
Lockleys	2006	1114
Plympton	2006	1118
Richmond (SA)	2006	1067
West Beach	2006	1272
Barossa - Angaston	2006	1135
Light	2006	1081
Lyndoch	2006	1173
Mallala	2006	1032
Nuriootpa	2006	1119
Tanunda	2006	1203
Clare	2006	1106
Gilbert Valley	2006	1011
Goyder	2006	786
Wakefield - Barunga West	2006	883
Jamestown	2006	874
Peterborough - Mount Remarkable	2006	713
Port Pirie	2006	863
Port Pirie Region	2006	991
Kadina	2006	899
Moonta	2006	669
Wallaroo	2006	663
Yorke Peninsula - North	2006	751
Yorke Peninsula - South	2006	654
Ceduna	2006	1030
Eyre Peninsula	2006	945
Kimba - Cleve - Franklin Harbour	2006	1030
Le Hunte - Elliston	2006	933
Port Lincoln	2006	1067
West Coast (SA)	2006	983
Western	2006	849
Whyalla	2006	1041
Whyalla - North	2006	0
APY Lands	2006	553
Coober Pedy	2006	713
Quorn - Lake Gilles	2006	843
Outback	2006	1199
Port Augusta	2006	1029
Roxby Downs	2006	2196
Goolwa - Port Elliot	2006	704
Kangaroo Island	2006	1002
Strathalbyn	2006	993
Strathalbyn Region	2006	1091
Victor Harbor	2006	730
Yankalilla	2006	820
Grant	2006	1175
Kingston - Robe	2006	986
Millicent	2006	1022
Naracoorte	2006	1068
Naracoorte Region	2006	1156
Penola	2006	1100
Tatiara	2006	1086
Wattle Range	2006	1082
Mount Gambier - East	2006	1094
Mount Gambier - West	2006	1048
Barmera	2006	1008
Berri	2006	978
Karoonda - Lameroo	2006	934
Loxton	2006	1041
Loxton Region	2006	1049
Mannum	2006	819
Murray Bridge	2006	866
Murray Bridge Region	2006	981
Renmark	2006	826
Renmark Region	2006	1092
The Coorong	2006	848
Waikerie	2006	882
Migratory - Offshore - Shipping (SA)	2006	0
No usual address (SA)	2006	0
Augusta	2006	1021
Busselton	2006	1077
Busselton Region	2006	1233
Margaret River	2006	1131
Australind - Leschenault	2006	1376
Capel	2006	1141
College Grove - Carey Park	2006	1058
Collie	2006	1179
Dardanup	2006	1292
Davenport	2006	0
Eaton - Pelican Point	2006	1276
Harvey	2006	1105
East Bunbury - Glen Iris	2006	1152
Waroona	2006	1148
Dalyellup	2006	1498
Gelorup - Stratham	2006	1536
South Bunbury - Bunbury	2006	1261
Withers - Usher	2006	1031
Bridgetown - Boyup Brook	2006	1025
Donnybrook - Balingup	2006	1094
Manjimup	2006	1023
Pemberton	2006	948
Dawesville - Bouvard	2006	1123
Falcon - Wannanup	2006	1062
Greenfields	2006	885
Halls Head - Erskine	2006	1188
Mandurah	2006	727
Mandurah - East	2006	1083
Mandurah - North	2006	1276
Mandurah - South	2006	855
Pinjarra	2006	989
City Beach	2006	2415
Claremont (WA)	2006	1965
Cottesloe	2006	2398
Floreat	2006	2288
Mosman Park - Peppermint Grove	2006	2020
Nedlands - Dalkeith - Crawley	2006	2406
Swanbourne - Mount Claremont	2006	2132
Kings Park (WA)	2006	0
Mount Hawthorn - Leederville	2006	1751
Mount Lawley - Inglewood	2006	1802
North Perth	2006	1558
Perth City	2006	1631
Subiaco - Shenton Park	2006	2106
Wembley - West Leederville - Glendalough	2006	1631
Bassendean - Eden Hill - Ashfield	2006	1179
Bayswater - Embleton - Bedford	2006	1244
Maylands	2006	1301
Morley	2006	1121
Noranda	2006	1344
Chidlow	2006	1159
Glen Forrest - Darlington	2006	1526
Helena Valley - Koongamia	2006	1333
Malmalling - Reservoir	2006	0
Mundaring	2006	1318
Swan View - Greenmount - Midvale	2006	1152
Avon Valley National Park	2006	0
Ballajura	2006	1226
Beechboro	2006	1170
Bullsbrook	2006	1212
Ellenbrook	2006	1358
Gidgegannup	2006	1455
Hazelmere - Guildford	2006	1210
Lockridge - Kiara	2006	1090
Malaga	2006	0
Melaleuca - Lexia	2006	0
Middle Swan - Herne Hill	2006	1134
Midland - Guildford	2006	1033
Stratton - Jane Brook	2006	1177
The Vines	2006	1587
Walyunga National Park	2006	0
Craigie - Beldon	2006	1154
Currambine - Kinross	2006	1441
Duncraig	2006	1687
Greenwood - Warwick	2006	1343
Heathridge - Connolly	2006	1324
Hillarys	2006	1800
Iluka - Burns Beach	2006	1895
Joondalup - Edgewater	2006	1372
Kingsley	2006	1524
Mullaloo - Kallaroo	2006	1568
Ocean Reef	2006	1697
Padbury	2006	1302
Sorrento - Marmion	2006	1858
Woodvale	2006	1636
Balcatta - Hamersley	2006	1170
Balga - Mirrabooka	2006	840
Dianella	2006	1251
Herdsman	2006	0
Innaloo - Doubleview	2006	1382
Karrinyup - Gwelup - Carine	2006	1729
Nollamara - Westminster	2006	928
Osborne Park Industrial	2006	0
Scarborough	2006	1449
Stirling - Osborne Park	2006	1306
Trigg - North Beach - Watermans Bay	2006	1705
Tuart Hill - Joondanna	2006	1170
Wembley Downs - Churchlands - Woodlands	2006	1644
Yokine - Coolbinia - Menora	2006	1262
Alexander Heights - Koondoola	2006	1140
Butler - Merriwa - Ridgewood	2006	1115
Carramar	2006	1320
Clarkson	2006	1108
Girrawheen	2006	849
Madeley - Darch - Landsdale	2006	1445
Marangaroo	2006	1082
Mindarie - Quinns Rocks - Jindalee	2006	1388
Neerabup National Park	2006	0
Tapping - Ashby - Sinagra	2006	1362
Wanneroo	2006	1281
Alkimos - Eglinton	2006	0
Carabooda - Pinjar	2006	1275
Two Rocks	2006	907
Yanchep	2006	1018
Armadale - Wungong - Brookdale	2006	951
Ashendon - Lesley	2006	0
Camillo - Champion Lakes	2006	1061
Forrestdale - Harrisdale - Piara Waters	2006	1320
Kelmscott	2006	1118
Mount Nasura - Mount Richon - Bedfordale	2006	1319
Roleystone	2006	1491
Seville Grove	2006	1144
Belmont - Ascot - Redcliffe	2006	1177
East Victoria Park - Carlisle	2006	1242
