SA2_NAME16	Year	unemployment
St Georges Basin - Erowal Bay	2011	10.6
St Georges Basin - Erowal Bay	2016	8.9
Sussex Inlet - Berrara	2006	11.1
Sussex Inlet - Berrara	2011	8.9
Sussex Inlet - Berrara	2016	7.6
Tomerong - Wandandian - Woollamia	2006	6.2
Tomerong - Wandandian - Woollamia	2011	6.8
Tomerong - Wandandian - Woollamia	2016	4.1
Ulladulla	2006	10.1
Ulladulla	2011	7.6
Ulladulla	2016	6.4
Ulladulla Region	2006	9.3
Ulladulla Region	2011	7.8
Ulladulla Region	2016	6.6
Bowral	2006	3.6
Bowral	2011	4.2
Bowral	2016	4
Hill Top - Colo Vale	2006	5.1
Hill Top - Colo Vale	2011	4.1
Hill Top - Colo Vale	2016	4.3
Mittagong	2006	5.1
Mittagong	2011	4.4
Mittagong	2016	3.6
Moss Vale - Berrima	2006	4.6
Moss Vale - Berrima	2011	4.9
Moss Vale - Berrima	2016	3.7
Robertson - Fitzroy Falls	2006	3.9
Robertson - Fitzroy Falls	2011	3.8
Robertson - Fitzroy Falls	2016	3.1
Southern Highlands	2006	3.5
Southern Highlands	2011	3.7
Southern Highlands	2016	3.5
Baulkham Hills (East)	2006	3.3
Baulkham Hills (East)	2011	4.1
Baulkham Hills (East)	2016	4.9
Baulkham Hills (West) - Bella Vista	2006	3.4
Baulkham Hills (West) - Bella Vista	2011	4.3
Baulkham Hills (West) - Bella Vista	2016	5.1
Glenhaven	2006	2.5
Glenhaven	2011	3.9
Glenhaven	2016	3.9
West Pennant Hills	2006	3.1
West Pennant Hills	2011	4.3
West Pennant Hills	2016	4.6
Castle Hill - Central	2006	3.4
Castle Hill - Central	2011	4.6
Castle Hill - Central	2016	4.7
Castle Hill - East	2006	3.9
Castle Hill - East	2011	4
Castle Hill - East	2016	5
Castle Hill - North	2006	3
Castle Hill - North	2011	4
Castle Hill - North	2016	5.2
Castle Hill - South	2006	3.3
Castle Hill - South	2011	4.5
Castle Hill - South	2016	5
Castle Hill - West	2006	3.5
Castle Hill - West	2011	3.2
Castle Hill - West	2016	5.2
Cherrybrook	2006	3.6
Cherrybrook	2011	5
Cherrybrook	2016	5.3
Kellyville	2006	3.4
Kellyville	2011	4.2
Kellyville	2016	4.5
Dural - Kenthurst - Wisemans Ferry	2006	2.6
Dural - Kenthurst - Wisemans Ferry	2011	3.7
Dural - Kenthurst - Wisemans Ferry	2016	3.2
Galston - Laughtondale	2006	3.6
Galston - Laughtondale	2011	2.7
Galston - Laughtondale	2016	3.5
Bilpin - Colo - St Albans	2006	3.8
Bilpin - Colo - St Albans	2011	4.1
Bilpin - Colo - St Albans	2016	5.4
Kurrajong Heights - Ebenezer	2006	3.3
Kurrajong Heights - Ebenezer	2011	3.7
Kurrajong Heights - Ebenezer	2016	3.5
Pitt Town - McGraths Hill	2006	3.3
Pitt Town - McGraths Hill	2011	3.5
Pitt Town - McGraths Hill	2016	2.8
Rouse Hill - Beaumont Hills	2006	2.6
Rouse Hill - Beaumont Hills	2011	3.9
Rouse Hill - Beaumont Hills	2016	4.2
Blacktown (East) - Kings Park	2006	8.6
Blacktown (East) - Kings Park	2011	7.4
Blacktown (East) - Kings Park	2016	7.9
Blacktown (North) - Marayong	2006	6.7
Blacktown (North) - Marayong	2011	7.2
Blacktown (North) - Marayong	2016	8.2
Doonside - Woodcroft	2006	7.6
Doonside - Woodcroft	2011	8.1
Doonside - Woodcroft	2016	7.7
Lalor Park - Kings Langley	2006	5.6
Lalor Park - Kings Langley	2011	5.7
Lalor Park - Kings Langley	2016	6
Seven Hills - Toongabbie	2006	5.4
Seven Hills - Toongabbie	2011	6.2
Seven Hills - Toongabbie	2016	6.7
Blacktown (South)	2006	6.6
Blacktown (South)	2011	7.4
Blacktown (South)	2016	8.2
Blacktown (West)	2006	6.6
Blacktown (West)	2011	7.5
Blacktown (West)	2016	7.1
Glenwood	2006	3.8
Glenwood	2011	5.6
Glenwood	2016	6.1
Parklea - Kellyville Ridge	2006	3.2
Parklea - Kellyville Ridge	2011	4.2
Parklea - Kellyville Ridge	2016	4.8
Riverstone - Marsden Park	2006	5.3
Riverstone - Marsden Park	2011	5.3
Riverstone - Marsden Park	2016	5.3
Acacia Gardens	2006	2.6
Acacia Gardens	2011	4
Acacia Gardens	2016	5
Quakers Hill	2006	4.3
Quakers Hill	2011	5.5
Quakers Hill	2016	6
Bidwill - Hebersham - Emerton	2006	12.9
Bidwill - Hebersham - Emerton	2011	12.9
Bidwill - Hebersham - Emerton	2016	13.2
Glendenning - Dean Park	2006	6.3
Glendenning - Dean Park	2011	6.5
Glendenning - Dean Park	2016	7
Hassall Grove - Plumpton	2006	5.6
Hassall Grove - Plumpton	2011	6.5
Hassall Grove - Plumpton	2016	7.1
Lethbridge Park - Tregear	2006	15.8
Lethbridge Park - Tregear	2011	14.1
Lethbridge Park - Tregear	2016	10.8
Mount Druitt - Whalan	2006	11.6
Mount Druitt - Whalan	2011	11.3
Mount Druitt - Whalan	2016	11.1
Prospect Reservoir	2006	0
Prospect Reservoir	2011	0
Prospect Reservoir	2016	0
Rooty Hill - Minchinbury	2006	6
Rooty Hill - Minchinbury	2011	6.4
Rooty Hill - Minchinbury	2016	6.9
Banksmeadow	2006	0
Banksmeadow	2011	0
Banksmeadow	2016	0
Botany	2006	4
Botany	2011	3.6
Botany	2016	3.9
Mascot - Eastlakes	2006	5.8
Mascot - Eastlakes	2011	5.6
Mascot - Eastlakes	2016	6.2
Pagewood - Hillsdale - Daceyville	2006	5.9
Pagewood - Hillsdale - Daceyville	2011	6.1
Pagewood - Hillsdale - Daceyville	2016	6
Port Botany Industrial	2006	0
Port Botany Industrial	2011	0
Port Botany Industrial	2016	0
Sydney Airport	2006	0
Sydney Airport	2011	0
Sydney Airport	2016	0
Marrickville	2006	6.5
Marrickville	2011	6.3
Marrickville	2016	5.6
Petersham - Stanmore	2006	4.2
Petersham - Stanmore	2011	4.9
Petersham - Stanmore	2016	4.3
Sydenham - Tempe - St Peters	2006	5.2
Sydenham - Tempe - St Peters	2011	4.6
Sydenham - Tempe - St Peters	2016	4.6
Darlinghurst	2006	4.3
Darlinghurst	2011	5
Darlinghurst	2016	4.6
Erskineville - Alexandria	2006	3
Erskineville - Alexandria	2011	3.3
Erskineville - Alexandria	2016	3.5
Glebe - Forest Lodge	2006	5.4
Glebe - Forest Lodge	2011	5.9
Glebe - Forest Lodge	2016	6.3
Newtown - Camperdown - Darlington	2006	5.3
Newtown - Camperdown - Darlington	2011	5.3
Newtown - Camperdown - Darlington	2016	6.1
Potts Point - Woolloomooloo	2006	4
Potts Point - Woolloomooloo	2011	4.6
Potts Point - Woolloomooloo	2016	4.2
Pyrmont - Ultimo	2006	5.5
Pyrmont - Ultimo	2011	6.9
Pyrmont - Ultimo	2016	7.6
Redfern - Chippendale	2006	5.9
Redfern - Chippendale	2011	6.4
Redfern - Chippendale	2016	7.6
Surry Hills	2006	4.8
Surry Hills	2011	4.8
Surry Hills	2016	4.6
Sydney - Haymarket - The Rocks	2006	7.9
Sydney - Haymarket - The Rocks	2011	8
Sydney - Haymarket - The Rocks	2016	6.5
Waterloo - Beaconsfield	2006	6.2
Waterloo - Beaconsfield	2011	6.8
Waterloo - Beaconsfield	2016	7
Bondi - Tamarama - Bronte	2006	3.5
Bondi - Tamarama - Bronte	2011	3.6
Bondi - Tamarama - Bronte	2016	3.8
Bondi Beach - North Bondi	2006	3.4
Bondi Beach - North Bondi	2011	4.2
Bondi Beach - North Bondi	2016	3.7
Bondi Junction - Waverly	2006	3.8
Bondi Junction - Waverly	2011	4.5
Bondi Junction - Waverly	2016	4.1
Centennial Park	2006	0
Centennial Park	2011	0
Centennial Park	2016	0
Double Bay - Bellevue Hill	2006	2.8
Double Bay - Bellevue Hill	2011	3.7
Double Bay - Bellevue Hill	2016	3.3
Dover Heights	2006	3.2
Dover Heights	2011	3.8
Dover Heights	2016	4.1
Paddington - Moore Park	2006	3
Paddington - Moore Park	2011	3.4
Paddington - Moore Park	2016	3.3
Rose Bay - Vaucluse - Watsons Bay	2006	2.7
Rose Bay - Vaucluse - Watsons Bay	2011	3.9
Rose Bay - Vaucluse - Watsons Bay	2016	3.8
Woollahra	2006	2.2
Woollahra	2011	3.9
Woollahra	2016	3.2
Coogee - Clovelly	2006	2.8
Coogee - Clovelly	2011	3.5
Coogee - Clovelly	2016	3.7
Malabar - La Perouse - Chifley	2006	4.5
Malabar - La Perouse - Chifley	2011	4.5
Malabar - La Perouse - Chifley	2016	4.5
Kensington (NSW)	2006	6.2
Kensington (NSW)	2011	9.1
Kensington (NSW)	2016	10.7
Kingsford	2006	7
Kingsford	2011	9
Kingsford	2016	10.5
Maroubra - North	2006	4.2
Maroubra - North	2011	4.8
Maroubra - North	2016	4.3
Maroubra - South	2006	5.3
Maroubra - South	2011	5.5
Maroubra - South	2016	5
Maroubra - West	2006	5.2
Maroubra - West	2011	6.7
Maroubra - West	2016	6.8
Randwick - North	2006	3.4
Randwick - North	2011	4
Randwick - North	2016	3.8
Randwick - South	2006	4.3
Randwick - South	2011	5.2
Randwick - South	2016	4
Bass Hill - Georges Hall	2006	6.9
Bass Hill - Georges Hall	2011	7.8
Bass Hill - Georges Hall	2016	8.8
Chullora	2006	0
Chullora	2011	0
Chullora	2016	4.8
Condell Park	2006	7.7
Condell Park	2011	8.1
Condell Park	2016	8.3
Greenacre - Mount Lewis	2006	9.3
Greenacre - Mount Lewis	2011	8.9
Greenacre - Mount Lewis	2016	8.8
Padstow	2006	4.5
Padstow	2011	4.7
Padstow	2016	6.2
Panania - Milperra - Picnic Point	2006	4.1
Panania - Milperra - Picnic Point	2011	4.2
Panania - Milperra - Picnic Point	2016	5.1
Revesby	2006	5
Revesby	2011	6
Revesby	2016	6.3
Yagoona - Birrong	2006	8.9
Yagoona - Birrong	2011	8.5
Yagoona - Birrong	2016	9.6
Bankstown - North	2006	11.7
Bankstown - North	2011	10.9
Bankstown - North	2016	10.8
Bankstown - South	2006	10.5
Bankstown - South	2011	10.8
Bankstown - South	2016	10.9
Belmore - Belfield	2006	7
Belmore - Belfield	2011	7.6
Belmore - Belfield	2016	7.2
Canterbury (South) - Campsie	2006	8.5
Canterbury (South) - Campsie	2011	9.1
Canterbury (South) - Campsie	2016	8.6
Kingsgrove (North) - Earlwood	2006	4.5
Kingsgrove (North) - Earlwood	2011	5
Kingsgrove (North) - Earlwood	2016	4.9
Punchbowl	2006	10.6
Punchbowl	2011	10.1
Punchbowl	2016	10.2
Roselands	2006	5.5
Roselands	2011	6.4
Roselands	2016	7.3
Lakemba	2006	12.2
Lakemba	2011	11.7
Lakemba	2016	13.5
Wiley Park	2006	13.4
Wiley Park	2011	11.4
Wiley Park	2016	12
Hurstville	2006	7.7
Hurstville	2011	8.6
Hurstville	2016	9.2
Mortdale - Penshurst	2006	5.2
Mortdale - Penshurst	2011	5.2
Mortdale - Penshurst	2016	5.6
Narwee - Beverly Hills	2006	6.2
Narwee - Beverly Hills	2011	6.7
Narwee - Beverly Hills	2016	7.6
Oatley - Hurstville Grove	2006	3.4
Oatley - Hurstville Grove	2011	4.4
Oatley - Hurstville Grove	2016	4.8
Peakhurst - Lugarno	2006	4.1
Peakhurst - Lugarno	2011	4.1
Peakhurst - Lugarno	2016	4.6
Riverwood	2006	9.9
Riverwood	2011	9
Riverwood	2016	9.7
South Hurstville - Blakehurst	2006	5.3
South Hurstville - Blakehurst	2011	5.6
South Hurstville - Blakehurst	2016	7
Arncliffe - Bardwell Valley	2006	5.9
Arncliffe - Bardwell Valley	2011	5.8
Arncliffe - Bardwell Valley	2016	6.6
Bexley	2006	5.7
Bexley	2011	6.2
Bexley	2016	6.6
Kingsgrove (South) - Bardwell Park	2006	4.2
Kingsgrove (South) - Bardwell Park	2011	5.4
Kingsgrove (South) - Bardwell Park	2016	5.6
Kogarah	2006	5.5
Kogarah	2011	6.7
Kogarah	2016	7
Kogarah Bay - Carlton - Allawah	2006	5.6
Kogarah Bay - Carlton - Allawah	2011	5.9
Kogarah Bay - Carlton - Allawah	2016	6.2
Monterey - Brighton-le-Sands - Kyeemagh	2006	4.7
Monterey - Brighton-le-Sands - Kyeemagh	2011	5.9
Monterey - Brighton-le-Sands - Kyeemagh	2016	4.9
Rockdale - Banksia	2006	6.2
Rockdale - Banksia	2011	6.4
Rockdale - Banksia	2016	7.3
Sans Souci - Ramsgate	2006	4.3
Sans Souci - Ramsgate	2011	4.6
Sans Souci - Ramsgate	2016	4.7
Concord - Mortlake - Cabarita	2006	3.1
Concord - Mortlake - Cabarita	2011	3.9
Concord - Mortlake - Cabarita	2016	4.2
Concord West - North Strathfield	2006	3.9
Concord West - North Strathfield	2011	5.8
Concord West - North Strathfield	2016	7.1
Drummoyne - Rodd Point	2006	2.5
Drummoyne - Rodd Point	2011	3.4
Drummoyne - Rodd Point	2016	3.5
Five Dock - Abbotsford	2006	3.2
Five Dock - Abbotsford	2011	3.7
Five Dock - Abbotsford	2016	4.1
Balmain	2006	3
Balmain	2011	3.9
Balmain	2016	4
Leichhardt - Annandale	2006	3.4
Leichhardt - Annandale	2011	4.1
Leichhardt - Annandale	2016	4.1
Lilyfield - Rozelle	2006	3.2
Lilyfield - Rozelle	2011	4.2
Lilyfield - Rozelle	2016	3.6
Ashfield	2006	6.2
Ashfield	2011	7.1
Ashfield	2016	6.9
Burwood - Croydon	2006	7
Burwood - Croydon	2011	7.3
Burwood - Croydon	2016	8.6
Canterbury (North) - Ashbury	2006	4.2
Canterbury (North) - Ashbury	2011	5.3
Canterbury (North) - Ashbury	2016	4.8
Croydon Park - Enfield	2006	5.2
Croydon Park - Enfield	2011	5.7
Croydon Park - Enfield	2016	5.2
Dulwich Hill - Lewisham	2006	4.8
Dulwich Hill - Lewisham	2011	5.3
Dulwich Hill - Lewisham	2016	5
Haberfield - Summer Hill	2006	4.1
Haberfield - Summer Hill	2011	4.6
Haberfield - Summer Hill	2016	4.2
Homebush	2006	7.8
Homebush	2011	7.4
Homebush	2016	8
Strathfield	2006	5.6
Strathfield	2011	6.2
Strathfield	2016	6.7
Strathfield South	2006	5.4
Strathfield South	2011	5.6
Strathfield South	2016	6.8
Chatswood (East) - Artarmon	2006	4.7
Chatswood (East) - Artarmon	2011	5.7
Chatswood (East) - Artarmon	2016	6.2
Chatswood (West) - Lane Cove North	2006	3.1
Chatswood (West) - Lane Cove North	2011	4.6
Chatswood (West) - Lane Cove North	2016	4.9
Lane Cove - Greenwich	2006	2.7
Lane Cove - Greenwich	2011	3.4
Lane Cove - Greenwich	2016	4.4
St Leonards - Naremburn	2006	3.2
St Leonards - Naremburn	2011	3.4
St Leonards - Naremburn	2016	3.9
Willoughby - Castle Cove - Northbridge	2006	2.9
Willoughby - Castle Cove - Northbridge	2011	3.8
Willoughby - Castle Cove - Northbridge	2016	4.1
Asquith - Mount Colah	2006	3.1
Asquith - Mount Colah	2011	4.2
Asquith - Mount Colah	2016	4.1
Berowra - Brooklyn - Cowan	2006	3.1
Berowra - Brooklyn - Cowan	2011	3.5
Berowra - Brooklyn - Cowan	2016	3.8
Normanhurst - Thornleigh - Westleigh	2006	3.5
Normanhurst - Thornleigh - Westleigh	2011	4.1
Normanhurst - Thornleigh - Westleigh	2016	4.2
Hornsby - East	2006	5.2
Hornsby - East	2011	6.2
Hornsby - East	2016	6.6
Hornsby - West	2006	3.7
Hornsby - West	2011	4.8
Hornsby - West	2016	5.5
Waitara - Wahroonga (West)	2006	4.5
Waitara - Wahroonga (West)	2011	6.3
Waitara - Wahroonga (West)	2016	6.2
Gordon - Killara	2006	3.6
Gordon - Killara	2011	5.3
Gordon - Killara	2016	5.9
Lindfield - Roseville	2006	3.2
Lindfield - Roseville	2011	4.1
Lindfield - Roseville	2016	4.5
Pymble	2006	3.1
Pymble	2011	4.6
Pymble	2016	4.9
St Ives	2006	3.1
St Ives	2011	4.1
St Ives	2016	4.2
Turramurra	2006	3.1
Turramurra	2011	4.2
Turramurra	2016	4.3
Wahroonga (East) - Warrawee	2006	3
Wahroonga (East) - Warrawee	2011	4.4
Wahroonga (East) - Warrawee	2016	4.2
Cremorne - Cammeray	2006	2.6
Cremorne - Cammeray	2011	3.7
Cremorne - Cammeray	2016	3.8
Crows Nest - Waverton	2006	2.7
Crows Nest - Waverton	2011	3.6
Crows Nest - Waverton	2016	3.4
Mosman	2006	2.6
Mosman	2011	3.7
Mosman	2016	3.9
Neutral Bay - Kirribilli	2006	3.5
Neutral Bay - Kirribilli	2011	3.7
Neutral Bay - Kirribilli	2016	3.8
North Sydney - Lavender Bay	2006	2.8
North Sydney - Lavender Bay	2011	4.1
North Sydney - Lavender Bay	2016	3.8
Balgowlah - Clontarf - Seaforth	2006	2.9
Balgowlah - Clontarf - Seaforth	2011	3.7
Balgowlah - Clontarf - Seaforth	2016	3.6
Manly - Fairlight	2006	3
Manly - Fairlight	2011	3.6
Manly - Fairlight	2016	3.7
Avalon - Palm Beach	2006	3
Avalon - Palm Beach	2011	3.9
Avalon - Palm Beach	2016	3.8
Bayview - Elanora Heights	2006	2.3
Bayview - Elanora Heights	2011	3.5
Bayview - Elanora Heights	2016	3.2
Newport - Bilgola	2006	2.9
Newport - Bilgola	2011	3.6
Newport - Bilgola	2016	3.3
Warriewood - Mona Vale	2006	2.5
Warriewood - Mona Vale	2011	3.1
Warriewood - Mona Vale	2016	3.2
Beacon Hill - Narraweena	2006	2.9
Beacon Hill - Narraweena	2011	3.5
Beacon Hill - Narraweena	2016	3.6
Cromer	2006	2.2
Cromer	2011	3.5
Cromer	2016	2.9
Dee Why - North Curl Curl	2006	3
Dee Why - North Curl Curl	2011	3.7
Dee Why - North Curl Curl	2016	3.6
Forestville - Killarney Heights	2006	3.2
Forestville - Killarney Heights	2011	3.3
Forestville - Killarney Heights	2016	3.8
Frenchs Forest - Belrose	2006	2.5
Frenchs Forest - Belrose	2011	3.6
Frenchs Forest - Belrose	2016	3.9
Freshwater - Brookvale	2006	2.4
Freshwater - Brookvale	2011	3.5
Freshwater - Brookvale	2016	3.2
Manly Vale - Allambie Heights	2006	2.4
Manly Vale - Allambie Heights	2011	3.5
Manly Vale - Allambie Heights	2016	3.7
Narrabeen - Collaroy	2006	2.5
Narrabeen - Collaroy	2011	3.3
Narrabeen - Collaroy	2016	2.9
Terrey Hills - Duffys Forest	2006	1.9
Terrey Hills - Duffys Forest	2011	2.9
Terrey Hills - Duffys Forest	2016	3.5
Camden - Ellis Lane	2006	3.4
Camden - Ellis Lane	2011	3.6
Camden - Ellis Lane	2016	3.3
Elderslie - Harrington Park	2006	4.3
Elderslie - Harrington Park	2011	4
Elderslie - Harrington Park	2016	4.3
Mount Annan - Currans Hill	2006	3.7
Mount Annan - Currans Hill	2011	4.1
Mount Annan - Currans Hill	2016	4.4
Bradbury - Wedderburn	2006	8.1
Bradbury - Wedderburn	2011	8.6
Bradbury - Wedderburn	2016	8.9
Campbelltown - Woodbine	2006	6.9
Campbelltown - Woodbine	2011	7.6
Campbelltown - Woodbine	2016	7.8
Claymore - Eagle Vale - Raby	2006	7.7
Claymore - Eagle Vale - Raby	2011	6.9
Claymore - Eagle Vale - Raby	2016	6.8
Holsworthy Military Area	2006	0
Holsworthy Military Area	2011	0
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2006	6.3
Ingleburn - Denham Court	2011	6.9
Ingleburn - Denham Court	2016	7.5
Leumeah - Minto Heights	2006	5.8
Leumeah - Minto Heights	2011	6.4
Leumeah - Minto Heights	2016	6.6
Macquarie Fields - Glenfield	2006	8.8
Macquarie Fields - Glenfield	2011	8.6
Macquarie Fields - Glenfield	2016	9.4
Minto - St Andrews	2006	8.4
Minto - St Andrews	2011	7.3
Minto - St Andrews	2016	7.8
Rosemeadow - Glen Alpine	2006	7.3
Rosemeadow - Glen Alpine	2011	6.6
Rosemeadow - Glen Alpine	2016	7.6
Bargo	2006	5.2
Bargo	2011	4.7
Bargo	2016	4.4
Douglas Park - Appin	2006	3.6
Douglas Park - Appin	2011	3.5
Douglas Park - Appin	2016	2.8
Picton - Tahmoor - Buxton	2006	5
Picton - Tahmoor - Buxton	2011	5
Picton - Tahmoor - Buxton	2016	5
The Oaks - Oakdale	2006	4
The Oaks - Oakdale	2011	3.9
The Oaks - Oakdale	2016	3.9
Blackheath - Megalong Valley	2006	6.3
Blackheath - Megalong Valley	2011	6.1
Blackheath - Megalong Valley	2016	5.6
Blaxland - Warrimoo - Lapstone	2006	3.7
Blaxland - Warrimoo - Lapstone	2011	3.7
Blaxland - Warrimoo - Lapstone	2016	3.9
Blue Mountains - North	2006	0
Blue Mountains - North	2011	0
Blue Mountains - North	2016	0
Katoomba - Leura	2006	7
Katoomba - Leura	2011	7.2
Katoomba - Leura	2016	6.6
Lawson - Hazelbrook - Linden	2006	5.9
Lawson - Hazelbrook - Linden	2011	5.1
Lawson - Hazelbrook - Linden	2016	5
Springwood - Winmalee	2006	4
Springwood - Winmalee	2011	4.5
Springwood - Winmalee	2016	4
Wentworth Falls	2006	5
Wentworth Falls	2011	5.7
Wentworth Falls	2016	5.4
Blue Mountains - South	2006	0
Blue Mountains - South	2011	0
Blue Mountains - South	2016	0
Cambridge Park	2006	4.8
Cambridge Park	2011	5.1
Cambridge Park	2016	5.4
Castlereagh - Cranebrook	2006	4.8
Castlereagh - Cranebrook	2011	5.1
Castlereagh - Cranebrook	2016	4.6
Emu Plains - Leonay	2006	3.5
Emu Plains - Leonay	2011	4
Emu Plains - Leonay	2016	4.2
Glenmore Park - Regentville	2006	3.2
Glenmore Park - Regentville	2011	3.6
Glenmore Park - Regentville	2016	3.9
Jamisontown - South Penrith	2006	4.9
Jamisontown - South Penrith	2011	4.8
Jamisontown - South Penrith	2016	5.5
Kingswood - Werrington	2006	6.8
Kingswood - Werrington	2011	7.6
Kingswood - Werrington	2016	7.6
Mulgoa - Luddenham - Orchard Hills	2006	3.3
Mulgoa - Luddenham - Orchard Hills	2011	3.9
Mulgoa - Luddenham - Orchard Hills	2016	3.8
Penrith	2006	8.1
Penrith	2011	7.6
Penrith	2016	8.5
Warragamba - Silverdale	2006	3.7
Warragamba - Silverdale	2011	3.6
Warragamba - Silverdale	2016	4
Richmond - Clarendon	2006	5
Richmond - Clarendon	2011	5.4
Richmond - Clarendon	2016	5.8
Windsor - Bligh Park	2006	5
Windsor - Bligh Park	2011	6.1
Windsor - Bligh Park	2016	5.1
Yarramundi - Londonderry	2006	3.7
Yarramundi - Londonderry	2011	3.8
Yarramundi - Londonderry	2016	3.4
Erskine Park	2006	4.3
Erskine Park	2011	5.2
Erskine Park	2016	4.8
St Clair	2006	4.7
St Clair	2011	5.1
St Clair	2016	5.1
Colyton - Oxley Park	2006	7.7
Colyton - Oxley Park	2011	7.7
Colyton - Oxley Park	2016	8
St Marys - North St Marys	2006	10.8
St Marys - North St Marys	2011	8.7
St Marys - North St Marys	2016	9.9
Homebush Bay - Silverwater	2006	4
Homebush Bay - Silverwater	2011	4.1
Homebush Bay - Silverwater	2016	5.5
Rookwood Cemetery	2006	0
Rookwood Cemetery	2011	0
Rookwood Cemetery	2016	0
Auburn - Central	2006	12
Auburn - Central	2011	10.7
Auburn - Central	2016	13
Auburn - North	2006	14.1
Auburn - North	2011	11.2
Auburn - North	2016	13.5
Auburn - South	2006	10.6
Auburn - South	2011	10
Auburn - South	2016	10.5
Berala	2006	8.1
Berala	2011	9.8
Berala	2016	10.1
Lidcombe	2006	7.4
Lidcombe	2011	7.6
Lidcombe	2016	8.5
Regents Park	2006	8.6
Regents Park	2011	9.5
Regents Park	2016	9.4
Carlingford	2006	4.3
Carlingford	2011	5.4
Carlingford	2016	6.4
Ermington - Rydalmere	2006	5.5
Ermington - Rydalmere	2011	6.1
Ermington - Rydalmere	2016	6.2
Oatlands - Dundas Valley	2006	5
Oatlands - Dundas Valley	2011	5.1
Oatlands - Dundas Valley	2016	6.8
Chester Hill - Sefton	2006	8.6
Chester Hill - Sefton	2011	9.1
Chester Hill - Sefton	2016	10
Fairfield - East	2006	11.9
Fairfield - East	2011	11.2
Fairfield - East	2016	11.3
Granville - Clyde	2006	9.7
Granville - Clyde	2011	9.8
Granville - Clyde	2016	10.7
Greystanes - Pemulwuy	2006	4.1
Greystanes - Pemulwuy	2011	4.6
Greystanes - Pemulwuy	2016	5.5
Guildford - South Granville	2006	11.7
Guildford - South Granville	2011	10.4
Guildford - South Granville	2016	11.2
Guildford West - Merrylands West	2006	7.9
Guildford West - Merrylands West	2011	8.1
Guildford West - Merrylands West	2016	9.3
Merrylands - Holroyd	2006	8.5
Merrylands - Holroyd	2011	8.6
Merrylands - Holroyd	2016	9.2
Smithfield Industrial	2006	0
Smithfield Industrial	2011	0
Smithfield Industrial	2016	30.8
Yennora Industrial	2006	0
Yennora Industrial	2011	0
Yennora Industrial	2016	0
North Parramatta	2006	6.9
North Parramatta	2011	6.9
North Parramatta	2016	8.6
North Rocks	2006	2.8
North Rocks	2011	4
North Rocks	2016	4.2
Northmead	2006	5.1
Northmead	2011	5.8
Northmead	2016	6.9
Parramatta - Rosehill	2006	8.8
Parramatta - Rosehill	2011	8.3
Parramatta - Rosehill	2016	9.3
Toongabbie - Constitution Hill	2006	5.2
Toongabbie - Constitution Hill	2011	6
Toongabbie - Constitution Hill	2016	6.4
Winston Hills	2006	3.6
Winston Hills	2011	3.8
Winston Hills	2016	4.2
Pendle Hill - Girraween	2006	6.1
Pendle Hill - Girraween	2011	7.6
Pendle Hill - Girraween	2016	7.8
Wentworthville - Westmead	2006	7.8
Wentworthville - Westmead	2011	7.8
Wentworthville - Westmead	2016	9.3
Epping - North Epping	2006	4.1
Epping - North Epping	2011	5.8
Epping - North Epping	2016	6.8
Pennant Hills - Cheltenham	2006	3.2
Pennant Hills - Cheltenham	2011	4.7
Pennant Hills - Cheltenham	2016	4.7
Eastwood - Denistone	2006	5.1
Eastwood - Denistone	2011	6.2
Eastwood - Denistone	2016	6.9
Gladesville - Huntleys Point	2006	2.8
Gladesville - Huntleys Point	2011	4.2
Gladesville - Huntleys Point	2016	4.1
Hunters Hill - Woolwich	2006	2.8
Hunters Hill - Woolwich	2011	3.5
Hunters Hill - Woolwich	2016	3.2
Macquarie Park - Marsfield	2006	6.5
Macquarie Park - Marsfield	2011	8.3
Macquarie Park - Marsfield	2016	9
North Ryde - East Ryde	2006	3.4
North Ryde - East Ryde	2011	4.2
North Ryde - East Ryde	2016	5.1
West Ryde - Meadowbank	2006	5.6
West Ryde - Meadowbank	2011	6.2
West Ryde - Meadowbank	2016	6.5
Putney	2006	2.9
Putney	2011	3.4
Putney	2016	3.9
Ryde	2006	4.1
Ryde	2011	4.8
Ryde	2016	5.8
Ashcroft - Busby - Miller	2006	14.5
Ashcroft - Busby - Miller	2011	14.3
Ashcroft - Busby - Miller	2016	14.5
Austral - Greendale	2006	4.8
Austral - Greendale	2011	4.7
Austral - Greendale	2016	5.2
Cobbitty - Leppington	2006	4.1
Cobbitty - Leppington	2011	4.4
Cobbitty - Leppington	2016	3.7
Badgerys Creek	2006	7.8
Badgerys Creek	2011	0
Badgerys Creek	2016	0
Cecil Hills	2006	4.3
Cecil Hills	2011	5.7
Cecil Hills	2016	5.7
Green Valley	2006	8.4
Green Valley	2011	8
Green Valley	2016	8.3
Hinchinbrook	2006	6.9
Hinchinbrook	2011	6.3
Hinchinbrook	2016	7.5
Hoxton Park - Carnes Hill - Horningsea Park	2006	6.3
Hoxton Park - Carnes Hill - Horningsea Park	2011	5.8
Hoxton Park - Carnes Hill - Horningsea Park	2016	5.4
West Hoxton - Middleton Grange	2006	4.3
West Hoxton - Middleton Grange	2011	5.2
West Hoxton - Middleton Grange	2016	5.7
Bonnyrigg Heights - Bonnyrigg	2006	10.8
Bonnyrigg Heights - Bonnyrigg	2011	9.7
