SA2_NAME16	Year	averageNumberOfPersonsPerBedroom
Braidwood	2006	0.8
Karabar	2006	0.8
Queanbeyan	2006	0.8
Queanbeyan - East	2006	0.8
Queanbeyan Region	2006	0.8
Queanbeyan West - Jerrabomberra	2006	0.8
Bombala	2006	0.7
Cooma	2006	0.7
Cooma Region	2006	0.8
Jindabyne - Berridale	2006	0.8
Batemans Bay	2006	0.8
Batemans Bay - South	2006	0.7
Bega - Tathra	2006	0.8
Bega-Eden Hinterland	2006	0.9
Broulee - Tomakin	2006	0.8
Deua - Wadbilliga	2006	0
Eden	2006	0.8
Eurobodalla Hinterland	2006	0.8
Merimbula - Tura Beach	2006	0.8
Moruya - Tuross Head	2006	0.8
Narooma - Bermagui	2006	0.8
Goulburn	2006	0.8
Goulburn Region	2006	0.8
Yass	2006	0.8
Yass Region	2006	0.8
Young	2006	0.8
Young Region	2006	0.8
Avoca Beach - Copacabana	2006	0.8
Box Head - MacMasters Beach	2006	0.8
Calga - Kulnura	2006	0.8
Erina - Green Point	2006	0.7
Gosford - Springfield	2006	0.8
Kariong	2006	0.8
Kincumber - Picketts Valley	2006	0.8
Narara	2006	0.8
Niagara Park - Lisarow	2006	0.8
Point Clare - Koolewong	2006	0.7
Saratoga - Davistown	2006	0.8
Terrigal - North Avoca	2006	0.8
Umina - Booker Bay - Patonga	2006	0.8
Wamberal - Forresters Beach	2006	0.8
Woy Woy - Blackwall	2006	0.8
Wyoming	2006	0.8
Bateau Bay - Killarney Vale	2006	0.8
Blue Haven - San Remo	2006	0.8
Budgewoi - Buff Point - Halekulani	2006	0.8
Chittaway Bay - Tumbi Umbi	2006	0.8
Gorokan - Kanwal - Charmhaven	2006	0.8
Jilliby - Yarramalong	2006	0.8
Lake Munmorah - Mannering Park	2006	0.8
Ourimbah - Fountaindale	2006	0.8
Summerland Point - Gwandalan	2006	0.8
The Entrance	2006	0.8
Toukley - Norah Head	2006	0.8
Tuggerah - Kangy Angy	2006	0.8
Warnervale - Wadalba	2006	0.8
Wyong	2006	0.8
Bathurst	2006	0.8
Bathurst - East	2006	0.8
Bathurst Region	2006	0.8
Oberon	2006	0.8
Condobolin	2006	0.8
Cowra	2006	0.8
Cowra Region	2006	0.8
Forbes	2006	0.8
Grenfell	2006	0.7
Parkes (NSW)	2006	0.8
Parkes Region	2006	0.8
West Wyalong	2006	0.7
Lithgow	2006	0.8
Lithgow Region	2006	0.8
Mudgee	2006	0.8
Mudgee Region - East	2006	0.8
Mudgee Region - West	2006	0.8
Wollangambe - Wollemi	2006	0
Blayney	2006	0.8
Orange	2006	0.8
Orange - North	2006	0.8
Orange Region	2006	0.8
Grafton	2006	0.8
Grafton Region	2006	0.8
Maclean - Yamba - Iluka	2006	0.8
Bellingen	2006	0.8
Coffs Harbour - North	2006	0.8
Coffs Harbour - South	2006	0.8
Coramba - Nana Glen - Bucca	2006	0.8
Dorrigo	2006	0.8
Korora - Emerald Beach	2006	0.8
Sawtell - Boambee	2006	0.8
Urunga	2006	0.8
Woolgoolga - Arrawarra	2006	0.8
Bourke - Brewarrina	2006	0.8
Cobar	2006	0.8
Coonamble	2006	0.8
Nyngan - Warren	2006	0.8
Walgett - Lightning Ridge	2006	0.9
Broken Hill	2006	0.8
Far West	2006	0.8
Coonabarabran	2006	0.8
Dubbo - East	2006	0.8
Dubbo - South	2006	0.8
Dubbo - West	2006	0.8
Dubbo Region	2006	0.8
Gilgandra	2006	0.8
Narromine	2006	0.8
Wellington	2006	0.8
Branxton - Greta - Pokolbin	2006	0.8
Cessnock	2006	0.8
Cessnock Region	2006	0.8
Dungog	2006	0.8
Kurri Kurri - Abermain	2006	0.8
Singleton	2006	0.8
Singleton Region	2006	0.8
Maitland	2006	0.8
Maitland - East	2006	0.8
Maitland - North	2006	0.8
Maitland - West	2006	0.8
Thornton - Millers Forest	2006	0.8
Anna Bay	2006	0.8
Lemon Tree Passage - Tanilba Bay	2006	0.7
Nelson Bay Peninsula	2006	0.7
Raymond Terrace	2006	0.8
Seaham - Woodville	2006	0.8
Tea Gardens - Hawks Nest	2006	0.7
Williamtown - Medowie - Karuah	2006	0.8
Muswellbrook	2006	0.8
Muswellbrook Region	2006	0.8
Scone	2006	0.8
Scone Region	2006	0.8
Dapto - Avondale	2006	0.8
Horsley - Kembla Grange	2006	0.8
Port Kembla Industrial	2006	0
Unanderra - Mount Kembla	2006	0.8
Berkeley - Lake Heights - Cringila	2006	0.8
Port Kembla - Warrawong	2006	0.8
Windang - Primbee	2006	0.8
Illawarra Catchment Reserve	2006	0
Albion Park - Macquarie Pass	2006	0.8
Albion Park Rail	2006	0.8
Kiama	2006	0.7
Kiama Downs - Minnamurra	2006	0.8
Kiama Hinterland - Gerringong	2006	0.8
Shellharbour - Flinders	2006	0.8
Shellharbour - Oak Flats	2006	0.8
Warilla	2006	0.8
Balgownie - Fairy Meadow	2006	0.8
Corrimal - Tarrawanna - Bellambi	2006	0.8
Figtree - Keiraville	2006	0.8
Helensburgh	2006	0.8
Thirroul - Austinmer - Coalcliff	2006	0.8
Woonona - Bulli - Russell Vale	2006	0.8
Wollongong - East	2006	0.8
Wollongong - West	2006	0.8
Bulahdelah - Stroud	2006	0.8
Forster	2006	0.7
Forster-Tuncurry Region	2006	0.8
Tuncurry	2006	0.7
Kempsey	2006	0.8
Kempsey Region	2006	0.8
Macksville - Scotts Head	2006	0.8
Nambucca Heads	2006	0.8
Nambucca Heads Region	2006	0.8
South West Rocks	2006	0.7
Lord Howe Island	2006	0.9
Laurieton - Bonny Hills	2006	0.8
Port Macquarie - East	2006	0.7
Port Macquarie - West	2006	0.8
Port Macquarie Region	2006	0.8
Wauchope	2006	0.8
Gloucester	2006	0.8
Old Bar - Manning Point - Red Head	2006	0.8
Taree	2006	0.8
Taree Region	2006	0.8
Wingham	2006	0.8
Albury - East	2006	0.8
Albury - North	2006	0.8
Albury - South	2006	0.8
Albury Region	2006	0.8
Lavington	2006	0.8
Hay	2006	0.8
Wentworth - Buronga	2006	0.8
Wentworth-Balranald Region	2006	0.8
Corowa	2006	0.7
Corowa Region	2006	0.8
Deniliquin	2006	0.7
Deniliquin Region	2006	0.8
Moama	2006	0.7
Tocumwal - Finley - Jerilderie	2006	0.7
Armidale	2006	0.8
Armidale Region - North	2006	0.8
Armidale Region - South	2006	0.8
Walcha	2006	0.8
Glen Innes	2006	0.8
Inverell	2006	0.8
Inverell Region - East	2006	0.8
Inverell Region - West	2006	0.8
Tenterfield	2006	0.8
Moree	2006	0.8
Moree Region	2006	0.8
Narrabri	2006	0.8
Narrabri Region	2006	0.8
Gunnedah	2006	0.8
Gunnedah Region	2006	0.8
Quirindi	2006	0.8
Tamworth - East	2006	0.8
Tamworth - North	2006	0.8
Tamworth - West	2006	0.8
Tamworth Region	2006	0.8
Belmont - Bennetts Green	2006	0.8
Belmont South - Blacksmiths	2006	0.8
Charlestown - Dudley	2006	0.8
Glendale - Cardiff - Hillsborough	2006	0.8
Mount Hutton - Windale	2006	0.8
Redhead	2006	0.8
Swansea - Caves Beach	2006	0.8
Valentine - Eleebana	2006	0.8
Warners Bay - Boolaroo	2006	0.8
Bolton Point - Teralba	2006	0.8
Bonnells Bay - Silverwater	2006	0.8
Edgeworth - Cameron Park	2006	0.8
Morisset - Cooranbong	2006	0.8
Toronto - Awaba	2006	0.8
Wangi Wangi - Rathmines	2006	0.8
West Wallsend - Barnsley - Killingworth	2006	0.8
Adamstown - Kotara	2006	0.8
Beresfield - Hexham	2006	0.8
Hamilton - Broadmeadow	2006	0.8
Lambton - New Lambton	2006	0.8
Maryland - Fletcher - Minmi	2006	0.8
Mayfield - Warabrook	2006	0.8
Merewether - The Junction	2006	0.8
Newcastle - Cooks Hill	2006	0.8
Newcastle Port - Kooragang	2006	0
Shortland - Jesmond	2006	0.8
Stockton - Fullerton Cove	2006	0.8
Wallsend - Elermore Vale	2006	0.8
Waratah - North Lambton	2006	0.8
Wickham - Carrington - Tighes Hill	2006	0.8
Ballina	2006	0.8
Ballina Region	2006	0.8
Bangalow	2006	0.8
Brunswick Heads - Ocean Shores	2006	0.8
Byron Bay	2006	0.8
Evans Head	2006	0.8
Lennox Head - Skennars Head	2006	0.8
Mullumbimby	2006	0.8
Casino	2006	0.8
Casino Region	2006	0.8
Goonellabah	2006	0.7
Kyogle	2006	0.8
Lismore	2006	0.8
Lismore Region	2006	0.9
Kingscliff - Fingal Head	2006	0.8
Murwillumbah	2006	0.8
Murwillumbah Region	2006	0.9
Pottsville	2006	0.8
Tweed Heads	2006	0.8
Banora Point	2006	0.7
Terranora - North Tumblegum	2006	0.8
Tweed Heads South	2006	0.8
Griffith (NSW)	2006	0.8
Griffith Region	2006	0.8
Leeton	2006	0.8
Narrandera	2006	0.8
Tumbarumba	2006	0.7
Tumut	2006	0.8
Tumut Region	2006	0.8
Cootamundra	2006	0.7
Gundagai	2006	0.8
Junee	2006	0.8
Temora	2006	0.8
Wagga Wagga - East	2006	0.7
Wagga Wagga - North	2006	0.8
Wagga Wagga - South	2006	0.8
Wagga Wagga - West	2006	0.8
Wagga Wagga Region	2006	0.8
Berry - Kangaroo Valley	2006	0.8
Callala Bay - Currarong	2006	0.7
Culburra Beach	2006	0.8
Ettrema - Sassafras - Budawang	2006	0
Huskisson - Vincentia	2006	0.7
North Nowra - Bomaderry	2006	0.7
Nowra	2006	0.8
St Georges Basin - Erowal Bay	2006	0.8
Sussex Inlet - Berrara	2006	0.8
Tomerong - Wandandian - Woollamia	2006	0.8
Ulladulla	2006	0.7
Ulladulla Region	2006	0.8
Bowral	2006	0.7
Hill Top - Colo Vale	2006	0.8
Mittagong	2006	0.7
Moss Vale - Berrima	2006	0.7
Robertson - Fitzroy Falls	2006	0.8
Southern Highlands	2006	0.7
Baulkham Hills (East)	2006	0.8
Baulkham Hills (West) - Bella Vista	2006	0.8
Glenhaven	2006	0.8
West Pennant Hills	2006	0.8
Castle Hill - Central	2006	0.8
Castle Hill - East	2006	0.9
Castle Hill - North	2006	0.8
Castle Hill - South	2006	0.8
Castle Hill - West	2006	0.8
Cherrybrook	2006	0.8
Kellyville	2006	0.8
Dural - Kenthurst - Wisemans Ferry	2006	0.8
Galston - Laughtondale	2006	0.8
Bilpin - Colo - St Albans	2006	0.8
Kurrajong Heights - Ebenezer	2006	0.8
Pitt Town - McGraths Hill	2006	0.8
Rouse Hill - Beaumont Hills	2006	0.8
Blacktown (East) - Kings Park	2006	0.9
Blacktown (North) - Marayong	2006	0.8
Doonside - Woodcroft	2006	0.9
Lalor Park - Kings Langley	2006	0.8
Seven Hills - Toongabbie	2006	0.8
Blacktown (South)	2006	0.8
Blacktown (West)	2006	0.8
Glenwood	2006	0.8
Parklea - Kellyville Ridge	2006	0.8
Riverstone - Marsden Park	2006	0.8
Acacia Gardens	2006	0.8
Quakers Hill	2006	0.8
Bidwill - Hebersham - Emerton	2006	0.9
Glendenning - Dean Park	2006	0.9
Hassall Grove - Plumpton	2006	0.9
Lethbridge Park - Tregear	2006	0.9
Mount Druitt - Whalan	2006	0.9
Prospect Reservoir	2006	0
Rooty Hill - Minchinbury	2006	0.9
Banksmeadow	2006	0
Botany	2006	0.9
Mascot - Eastlakes	2006	1
Pagewood - Hillsdale - Daceyville	2006	0.9
Port Botany Industrial	2006	0
Sydney Airport	2006	0
Marrickville	2006	1
Petersham - Stanmore	2006	0.9
Sydenham - Tempe - St Peters	2006	0.9
Darlinghurst	2006	1
Erskineville - Alexandria	2006	1
Glebe - Forest Lodge	2006	1
Newtown - Camperdown - Darlington	2006	1
Potts Point - Woolloomooloo	2006	1
Pyrmont - Ultimo	2006	1.1
Redfern - Chippendale	2006	1
Surry Hills	2006	1.1
Sydney - Haymarket - The Rocks	2006	1.2
Waterloo - Beaconsfield	2006	1
Bondi - Tamarama - Bronte	2006	0.9
Bondi Beach - North Bondi	2006	1
Bondi Junction - Waverly	2006	0.9
Centennial Park	2006	0
Double Bay - Bellevue Hill	2006	0.8
Dover Heights	2006	0.9
Paddington - Moore Park	2006	0.9
Rose Bay - Vaucluse - Watsons Bay	2006	0.8
Woollahra	2006	0.8
Coogee - Clovelly	2006	0.9
Malabar - La Perouse - Chifley	2006	0.9
Kensington (NSW)	2006	0.9
Kingsford	2006	0.9
Maroubra - North	2006	0.9
Maroubra - South	2006	0.9
Maroubra - West	2006	0.9
Randwick - North	2006	0.9
Randwick - South	2006	0.9
Bass Hill - Georges Hall	2006	0.9
Chullora	2006	0
Condell Park	2006	0.9
Greenacre - Mount Lewis	2006	0.9
Padstow	2006	0.8
Panania - Milperra - Picnic Point	2006	0.8
Revesby	2006	0.8
Yagoona - Birrong	2006	0.9
Bankstown - North	2006	1
Bankstown - South	2006	1
Belmore - Belfield	2006	0.9
Canterbury (South) - Campsie	2006	1
Kingsgrove (North) - Earlwood	2006	0.9
Punchbowl	2006	1
Roselands	2006	0.9
Lakemba	2006	1.1
Wiley Park	2006	1.1
Hurstville	2006	1
Mortdale - Penshurst	2006	0.9
Narwee - Beverly Hills	2006	0.9
Oatley - Hurstville Grove	2006	0.8
Peakhurst - Lugarno	2006	0.8
Riverwood	2006	0.9
South Hurstville - Blakehurst	2006	0.9
Arncliffe - Bardwell Valley	2006	1
Bexley	2006	0.9
Kingsgrove (South) - Bardwell Park	2006	0.9
Kogarah	2006	1
Kogarah Bay - Carlton - Allawah	2006	0.9
Monterey - Brighton-le-Sands - Kyeemagh	2006	0.8
Rockdale - Banksia	2006	1
Sans Souci - Ramsgate	2006	0.8
Concord - Mortlake - Cabarita	2006	0.8
Concord West - North Strathfield	2006	0.9
Drummoyne - Rodd Point	2006	0.8
Five Dock - Abbotsford	2006	0.9
Balmain	2006	0.9
Leichhardt - Annandale	2006	0.9
Lilyfield - Rozelle	2006	0.9
Ashfield	2006	1
Burwood - Croydon	2006	0.9
Canterbury (North) - Ashbury	2006	0.9
Croydon Park - Enfield	2006	0.9
Dulwich Hill - Lewisham	2006	0.9
Haberfield - Summer Hill	2006	0.9
Homebush	2006	1
Strathfield	2006	0.9
Strathfield South	2006	0.9
Chatswood (East) - Artarmon	2006	1
Chatswood (West) - Lane Cove North	2006	0.9
Lane Cove - Greenwich	2006	0.8
St Leonards - Naremburn	2006	1
Willoughby - Castle Cove - Northbridge	2006	0.8
Asquith - Mount Colah	2006	0.8
Berowra - Brooklyn - Cowan	2006	0.8
Normanhurst - Thornleigh - Westleigh	2006	0.8
Hornsby - East	2006	1
Hornsby - West	2006	0.8
Waitara - Wahroonga (West)	2006	0.9
Gordon - Killara	2006	0.8
Lindfield - Roseville	2006	0.8
Pymble	2006	0.8
St Ives	2006	0.8
Turramurra	2006	0.8
Wahroonga (East) - Warrawee	2006	0.8
Cremorne - Cammeray	2006	0.9
Crows Nest - Waverton	2006	0.9
Mosman	2006	0.9
Neutral Bay - Kirribilli	2006	0.9
North Sydney - Lavender Bay	2006	1
Balgowlah - Clontarf - Seaforth	2006	0.8
Manly - Fairlight	2006	0.9
Avalon - Palm Beach	2006	0.8
Bayview - Elanora Heights	2006	0.8
Newport - Bilgola	2006	0.8
Warriewood - Mona Vale	2006	0.8
Beacon Hill - Narraweena	2006	0.8
Cromer	2006	0.8
Dee Why - North Curl Curl	2006	1
Forestville - Killarney Heights	2006	0.8
Frenchs Forest - Belrose	2006	0.8
Freshwater - Brookvale	2006	0.9
Manly Vale - Allambie Heights	2006	0.9
Narrabeen - Collaroy	2006	0.9
Terrey Hills - Duffys Forest	2006	0.8
Camden - Ellis Lane	2006	0.8
Elderslie - Harrington Park	2006	0.8
Mount Annan - Currans Hill	2006	0.8
Bradbury - Wedderburn	2006	0.8
Campbelltown - Woodbine	2006	0.8
Claymore - Eagle Vale - Raby	2006	0.8
Holsworthy Military Area	2006	0
Ingleburn - Denham Court	2006	0.8
Leumeah - Minto Heights	2006	0.8
Macquarie Fields - Glenfield	2006	0.8
Minto - St Andrews	2006	0.9
Rosemeadow - Glen Alpine	2006	0.8
Bargo	2006	0.8
Douglas Park - Appin	2006	0.8
Picton - Tahmoor - Buxton	2006	0.8
The Oaks - Oakdale	2006	0.8
Blackheath - Megalong Valley	2006	0.7
Blaxland - Warrimoo - Lapstone	2006	0.8
Blue Mountains - North	2006	0
Katoomba - Leura	2006	0.8
Lawson - Hazelbrook - Linden	2006	0.8
Springwood - Winmalee	2006	0.8
Wentworth Falls	2006	0.7
Blue Mountains - South	2006	0
Cambridge Park	2006	0.8
Castlereagh - Cranebrook	2006	0.8
Emu Plains - Leonay	2006	0.8
Glenmore Park - Regentville	2006	0.8
Jamisontown - South Penrith	2006	0.8
Kingswood - Werrington	2006	0.8
Mulgoa - Luddenham - Orchard Hills	2006	0.8
Penrith	2006	0.8
Warragamba - Silverdale	2006	0.8
Richmond - Clarendon	2006	0.8
Windsor - Bligh Park	2006	0.8
Yarramundi - Londonderry	2006	0.9
Erskine Park	2006	0.9
St Clair	2006	0.8
Colyton - Oxley Park	2006	0.8
St Marys - North St Marys	2006	0.8
Homebush Bay - Silverwater	2006	0.9
Rookwood Cemetery	2006	0
Auburn - Central	2006	1.1
Auburn - North	2006	1.2
Auburn - South	2006	1
Berala	2006	1
Lidcombe	2006	0.9
Regents Park	2006	0.9
Carlingford	2006	0.8
Ermington - Rydalmere	2006	0.9
Oatlands - Dundas Valley	2006	0.8
Chester Hill - Sefton	2006	0.9
Fairfield - East	2006	0.9
Granville - Clyde	2006	1
Greystanes - Pemulwuy	2006	0.8
Guildford - South Granville	2006	1
Guildford West - Merrylands West	2006	0.9
Merrylands - Holroyd	2006	0.9
Smithfield Industrial	2006	0
Yennora Industrial	2006	0
North Parramatta	2006	0.9
North Rocks	2006	0.8
Northmead	2006	0.9
Parramatta - Rosehill	2006	1
Toongabbie - Constitution Hill	2006	0.8
Winston Hills	2006	0.8
Pendle Hill - Girraween	2006	0.9
Wentworthville - Westmead	2006	0.9
Epping - North Epping	2006	0.8
Pennant Hills - Cheltenham	2006	0.8
Eastwood - Denistone	2006	0.9
Gladesville - Huntleys Point	2006	0.8
Hunters Hill - Woolwich	2006	0.8
Macquarie Park - Marsfield	2006	0.9
North Ryde - East Ryde	2006	0.8
West Ryde - Meadowbank	2006	0.9
Putney	2006	0.8
Ryde	2006	0.9
Ashcroft - Busby - Miller	2006	0.9
Austral - Greendale	2006	0.9
Cobbitty - Leppington	2006	0.8
Badgerys Creek	2006	0.8
Cecil Hills	2006	0.9
Green Valley	2006	0.9
Hinchinbrook	2006	0.9
Hoxton Park - Carnes Hill - Horningsea Park	2006	0.9
West Hoxton - Middleton Grange	2006	0.8
Bonnyrigg Heights - Bonnyrigg	2006	0.9
Bossley Park - Abbotsbury	2006	0.9
Cabramatta - Lansvale	2006	1
Cabramatta West - Mount Pritchard	2006	0.9
Canley Vale - Canley Heights	2006	1
Edensor Park	2006	0.9
Fairfield	2006	1
Fairfield - West	2006	0.9
Greenfield Park - Prairiewood	2006	0.9
Horsley Park - Kemps Creek	2006	0.9
Smithfield - Wetherill Park	2006	0.9
St Johns Park - Wakeley	2006	0.9
Wetherill Park Industrial	2006	0
Casula	2006	0.8
Chipping Norton - Moorebank	2006	0.8
Holsworthy - Wattle Grove	2006	0.8
Liverpool	2006	1
Lurnea - Cartwright	2006	0.9
Prestons - Edmondson Park	2006	0.8
Warwick Farm	2006	0.9
Gymea - Grays Point	2006	0.8
Miranda - Yowie Bay	2006	0.8
Sylvania - Taren Point	2006	0.8
Caringbah	2006	0.8
Caringbah South	2006	0.8
Cronulla - Kurnell - Bundeena	2006	0.9
Lilli Pilli - Port Hacking - Dolans Bay	2006	0.8
Woolaware - Burraneer	2006	0.8
Heathcote - Waterfall	2006	0.8
Illawong - Alfords Point	2006	0.8
Menai - Lucas Heights - Woronora	2006	0.8
Oyster Bay - Como - Jannali	2006	0.8
Royal National Park	2006	0
Sutherland - Kirrawee	2006	0.8
Engadine	2006	0.8
Loftus - Yarrawarrah	2006	0.8
Woronora Heights	2006	0.9
Migratory - Offshore - Shipping (NSW)	2006	0
No usual address (NSW)	2006	0
Alfredton	2006	0.8
Ballarat	2006	0.8
Ballarat - North	2006	0.8
Ballarat - South	2006	0.8
Buninyong	2006	0.8
Delacombe	2006	0.8
Smythes Creek	2006	0.8
Wendouree - Miners Rest	2006	0.8
Bacchus Marsh Region	2006	0.8
Creswick - Clunes	2006	0.8
Daylesford	2006	0.8
Gordon (Vic.)	2006	0.8
Avoca	2006	0.8
Beaufort	2006	0.8
Golden Plains - North	2006	0.8
Maryborough (Vic.)	2006	0.7
Maryborough Region	2006	0.8
Bendigo	2006	0.8
California Gully - Eaglehawk	2006	0.8
East Bendigo - Kennington	2006	0.7
Flora Hill - Spring Gully	2006	0.8
Kangaroo Flat - Golden Square	2006	0.8
Maiden Gully	2006	0.8
Strathfieldsaye	2006	0.8
White Hills - Ascot	2006	0.8
Bendigo Region - South	2006	0.8
Castlemaine	2006	0.8
Castlemaine Region	2006	0.8
Heathcote	2006	0.8
Kyneton	2006	0.8
Woodend	2006	0.8
Bendigo Region - North	2006	0.8
Loddon	2006	0.8
Bannockburn	2006	0.8
Golden Plains - South	2006	0.8
Winchelsea	2006	0.8
Belmont	2006	0.8
Corio - Norlane	2006	0.8
Geelong	2006	0.8
Geelong West - Hamlyn Heights	2006	0.8
Grovedale	2006	0.8
Highton	2006	0.8
Lara	2006	0.8
Leopold	2006	0.8
Newcomb - Moolap	2006	0.8
Newtown (Vic.)	2006	0.8
North Geelong - Bell Park	2006	0.8
Clifton Springs	2006	0.8
Lorne - Anglesea	2006	0.7
Ocean Grove - Barwon Heads	2006	0.8
Portarlington	2006	0.7
Point Lonsdale - Queenscliff	2006	0.7
Torquay	2006	0.8
Alexandra	2006	0.8
Euroa	2006	0.7
Kilmore - Broadford	2006	0.8
Mansfield (Vic.)	2006	0.8
Nagambie	2006	0.8
Seymour	2006	0.8
Seymour Region	2006	0.8
Upper Yarra Valley	2006	0.8
Yea	2006	0.8
Benalla	2006	0.8
Benalla Region	2006	0.8
Rutherglen	2006	0.8
Wangaratta	2006	0.8
Wangaratta Region	2006	0.8
Beechworth	2006	0.8
Bright - Mount Beauty	2006	0.8
Chiltern - Indigo Valley	2006	0.8
Myrtleford	2006	0.8
Towong	2006	0.7
West Wodonga	2006	0.8
Wodonga	2006	0.8
Yackandandah	2006	0.8
Drouin	2006	0.8
Mount Baw Baw Region	2006	0.8
Trafalgar (Vic.)	2006	0.8
Warragul	2006	0.8
Alps - East	2006	0
Bairnsdale	2006	0.8
Bruthen - Omeo	2006	0.8
Lake King	2006	0
Lakes Entrance	2006	0.8
Orbost	2006	0.8
Paynesville	2006	0.7
Foster	2006	0.8
French Island	2006	0.9
Korumburra	2006	0.8
Leongatha	2006	0.8
Phillip Island	2006	0.7
Wilsons Promontory	2006	0
Wonthaggi - Inverloch	2006	0.7
Churchill	2006	0.8
Moe - Newborough	2006	0.8
Morwell	2006	0.8
Traralgon	2006	0.8
Yallourn North - Glengarry	2006	0.8
Alps - West	2006	0.5
Longford - Loch Sport	2006	0.8
Maffra	2006	0.8
Rosedale	2006	0.8
Sale	2006	0.7
Yarram	2006	0.7
Brunswick	2006	0.9
Brunswick East	2006	0.9
Brunswick West	2006	0.9
Coburg	2006	0.9
Pascoe Vale South	2006	0.9
Alphington - Fairfield	2006	0.9
Northcote	2006	0.9
Thornbury	2006	0.9
Ascot Vale	2006	0.9
Essendon - Aberfeldie	2006	0.8
Flemington	2006	0.9
Moonee Ponds	2006	0.9
Carlton	2006	1
Docklands	2006	1
East Melbourne	2006	1
Flemington Racecourse	2006	0
Kensington (Vic.)	2006	0.9
Melbourne	2006	1.1
North Melbourne	2006	1
Parkville	2006	0.9
South Yarra - West	2006	0.9
Southbank	2006	1
West Melbourne	2006	0
Albert Park	2006	0.9
Elwood	2006	0.9
Port Melbourne	2006	0.9
Port Melbourne Industrial	2006	0
South Melbourne	2006	0.9
St Kilda	2006	1
St Kilda East	2006	0.9
Armadale	2006	0.9
Prahran - Windsor	2006	0.9
South Yarra - East	2006	0.9
Toorak	2006	0.8
Abbotsford	2006	0.9
Carlton North - Princes Hill	2006	0.9
Collingwood	2006	0.9
Fitzroy	2006	0.9
Fitzroy North	2006	0.9
Richmond (Vic.)	2006	0.9
Yarra - North	2006	0.9
Ashburton (Vic.)	2006	0.8
Balwyn	2006	0.8
Balwyn North	2006	0.8
Camberwell	2006	0.8
Glen Iris - East	2006	0.8
Hawthorn	2006	0.9
Hawthorn East	2006	0.9
Kew	2006	0.8
Kew East	2006	0.8
Surrey Hills (West) - Canterbury	2006	0.8
Bulleen	2006	0.8
Doncaster	2006	0.8
Templestowe	2006	0.8
Templestowe Lower	2006	0.7
Doncaster East (North)	2006	0.8
Doncaster East (South)	2006	0.8
Blackburn	2006	0.8
Blackburn South	2006	0.8
Box Hill	2006	0.8
Box Hill North	2006	0.8
Burwood	2006	0.8
Burwood East	2006	0.8
Surrey Hills (East) - Mont Albert	2006	0.8
Beaumaris	2006	0.8
Brighton (Vic.)	2006	0.8
Brighton East	2006	0.8
Cheltenham - Highett (West)	2006	0.8
Hampton	2006	0.8
Sandringham - Black Rock	2006	0.8
Bentleigh - McKinnon	2006	0.8
Carnegie	2006	0.9
Caulfield - North	2006	0.9
Caulfield - South	2006	0.8
Elsternwick	2006	0.9
Hughesdale	2006	0.8
Murrumbeena	2006	0.9
Ormond - Glen Huntly	2006	0.9
Bentleigh East (North)	2006	0.8
Bentleigh East (South)	2006	0.8
Aspendale Gardens - Waterways	2006	0.8
Braeside	2006	0
Carrum - Patterson Lakes	2006	0.8
Chelsea - Bonbeach	2006	0.8
Chelsea Heights	2006	0.8
Cheltenham - Highett (East)	2006	0.8
Edithvale - Aspendale	2006	0.8
Mentone	2006	0.8
Moorabbin - Heatherton	2006	0.8
Moorabbin Airport	2006	0
Mordialloc - Parkdale	2006	0.8
Malvern - Glen Iris	2006	0.9
Malvern East	2006	0.8
Bundoora - East	2006	0.8
Greensborough	2006	0.8
Heidelberg - Rosanna	2006	0.8
Heidelberg West	2006	0.9
Ivanhoe	2006	0.8
Ivanhoe East - Eaglemont	2006	0.8
Montmorency - Briar Hill	2006	0.8
Viewbank - Yallambie	2006	0.8
Watsonia	2006	0.8
Kingsbury	2006	0.8
Reservoir - East	2006	0.9
Reservoir - West	2006	0.8
Preston - East	2006	0.9
Preston - West	2006	0.9
Eltham	2006	0.8
Hurstbridge	2006	0.9
Kinglake	2006	0.8
Panton Hill - St Andrews	2006	0.9
Plenty - Yarrambat	2006	0.8
Research - North Warrandyte	2006	0.8
Wattle Glen - Diamond Creek	2006	0.8
Bundoora - North	2006	0.8
Bundoora - West	2006	0.8
Lalor	2006	0.9
Mill Park - North	2006	0.9
Mill Park - South	2006	0.9
Thomastown	2006	0.9
Wallan	2006	0.8
Whittlesea	2006	0.8
Doreen	2006	0.8
Epping - East	2006	0.9
Epping - South	2006	0.8
Epping - West	2006	0.8
Mernda	2006	0.8
South Morang (North)	2006	0.8
South Morang (South)	2006	0.8
Wollert	2006	0.8
Airport West	2006	0.8
Essendon Airport	2006	0
Keilor	2006	0.8
Keilor East	2006	0.8
Niddrie - Essendon West	2006	0.8
Strathmore	2006	0.8
Gisborne	2006	0.8
Macedon	2006	0.8
Riddells Creek	2006	0.8
Romsey	2006	0.8
Coburg North	2006	0.8
Fawkner	2006	0.8
Pascoe Vale	2006	0.8
Glenroy	2006	0.8
Gowanbrae	2006	0.8
Hadfield	2006	0.8
Sunbury	2006	0.8
Sunbury - South	2006	0.8
Broadmeadows	2006	0.9
Campbellfield - Coolaroo	2006	0.9
Gladstone Park - Westmeadows	2006	0.8
Greenvale - Bulla	2006	0.9
Meadow Heights	2006	1
Melbourne Airport	2006	0.8
Roxburgh Park - Somerton	2006	0.9
Tullamarine	2006	0.8
