SA2_NAME16	Year	adults
Daly	2016	1316
Dalyellup	2006	2199
Dalyellup	2011	4813
Dalyellup	2016	6518
Dandenong	2006	18694
Dandenong	2011	21042
Dandenong	2016	24870
Dandenong North	2006	17821
Dandenong North	2011	17854
Dandenong North	2016	18399
Dapto - Avondale	2006	17217
Dapto - Avondale	2011	18062
Dapto - Avondale	2016	19042
Dardanup	2006	1956
Dardanup	2011	2264
Dardanup	2016	2492
Darling Heights	2006	9836
Darling Heights	2011	9883
Darling Heights	2016	10950
Darlinghurst	2006	9553
Darlinghurst	2011	9645
Darlinghurst	2016	10779
Darra - Sumner	2006	3186
Darra - Sumner	2011	3494
Darra - Sumner	2016	3971
Darwin Airport	2006	19
Darwin Airport	2011	374
Darwin Airport	2016	12
Darwin City	2006	2305
Darwin City	2011	4210
Darwin City	2016	5931
Davenport	2006	10
Davenport	2011	8
Davenport	2016	10
Davoren Park	2006	8884
Davoren Park	2011	11342
Davoren Park	2016	12825
Dawesville - Bouvard	2006	3272
Dawesville - Bouvard	2011	4302
Dawesville - Bouvard	2016	5679
Dayboro	2006	5029
Dayboro	2011	5921
Dayboro	2016	6646
Daylesford	2006	6331
Daylesford	2011	7040
Daylesford	2016	7621
Deagon	2006	2529
Deagon	2011	2827
Deagon	2016	3029
Deakin	2006	2169
Deakin	2011	2282
Deakin	2016	2345
Deception Bay	2006	15272
Deception Bay	2011	16724
Deception Bay	2016	17865
Dee Why - North Curl Curl	2006	17056
Dee Why - North Curl Curl	2011	18885
Dee Why - North Curl Curl	2016	20599
Deer Park - Derrimut	2006	10861
Deer Park - Derrimut	2011	17311
Deer Park - Derrimut	2016	19997
Deeragun	2006	6360
Deeragun	2011	11069
Deeragun	2016	16373
Delacombe	2006	3198
Delacombe	2011	4459
Delacombe	2016	5646
Delahey	2006	6435
Delahey	2011	6630
Delahey	2016	6879
Deloraine	2006	4294
Deloraine	2011	4516
Deloraine	2016	4732
Deniliquin	2006	5908
Deniliquin	2011	5770
Deniliquin	2016	6156
Deniliquin Region	2006	5894
Deniliquin Region	2011	5517
Deniliquin Region	2016	5555
Denman Prospect	2006	0
Denman Prospect	2011	0
Denman Prospect	2016	0
Denmark	2006	3661
Denmark	2011	4199
Denmark	2016	4826
Derby - West Kimberley	2006	4657
Derby - West Kimberley	2011	6480
Derby - West Kimberley	2016	5729
Derwent Park - Lutana	2006	3380
Derwent Park - Lutana	2011	3293
Derwent Park - Lutana	2016	3361
Derwent Valley	2006	2317
Derwent Valley	2011	2440
Derwent Valley	2016	2525
Deua - Wadbilliga	2006	0
Deua - Wadbilliga	2011	34
Deua - Wadbilliga	2016	27
Devonport	2006	11355
Devonport	2011	11485
Devonport	2016	11375
Dianella	2006	18169
Dianella	2011	19238
Dianella	2016	20259
Dickson	2006	1686
Dickson	2011	1832
Dickson	2016	1860
Diddillibah - Rosemount	2006	2420
Diddillibah - Rosemount	2011	2724
Diddillibah - Rosemount	2016	3060
Dilston - Lilydale	2006	2983
Dilston - Lilydale	2011	3193
Dilston - Lilydale	2016	3274
Dingley Village	2006	8166
Dingley Village	2011	8353
Dingley Village	2016	8467
Docklands	2006	3794
Docklands	2011	5467
Docklands	2016	10176
Dodges Ferry - Lewisham	2006	4978
Dodges Ferry - Lewisham	2011	5652
Dodges Ferry - Lewisham	2016	6116
Doncaster	2006	15310
Doncaster	2011	15777
Doncaster	2016	17820
Doncaster East (North)	2006	12106
Doncaster East (North)	2011	11931
Doncaster East (North)	2016	12212
Doncaster East (South)	2006	10002
Doncaster East (South)	2011	10685
Doncaster East (South)	2016	11564
Donnybrook - Balingup	2006	3744
Donnybrook - Balingup	2011	4284
Donnybrook - Balingup	2016	4812
Donvale - Park Orchards	2006	12171
Donvale - Park Orchards	2011	12619
Donvale - Park Orchards	2016	13076
Doonside - Woodcroft	2006	14069
Doonside - Woodcroft	2011	15317
Doonside - Woodcroft	2016	17846
Doreen	2006	1773
Doreen	2011	7661
Doreen	2016	14810
Dorrigo	2006	2595
Dorrigo	2011	2657
Dorrigo	2016	2732
Double Bay - Bellevue Hill	2006	19279
Double Bay - Bellevue Hill	2011	20489
Double Bay - Bellevue Hill	2016	21299
Douglas	2006	4950
Douglas	2011	5910
Douglas	2016	6537
Douglas Park - Appin	2006	5280
Douglas Park - Appin	2011	5507
Douglas Park - Appin	2016	7394
Dover Heights	2006	8221
Dover Heights	2011	8464
Dover Heights	2016	8634
Doveton	2006	7486
Doveton	2011	8196
Doveton	2016	9121
Dowerin	2006	3129
Dowerin	2011	3115
Dowerin	2016	3190
Downer	2006	2792
Downer	2011	2960
Downer	2016	3036
Drayton - Harristown	2006	7790
Drayton - Harristown	2011	8160
Drayton - Harristown	2016	8375
Driver	2006	1931
Driver	2011	2177
Driver	2016	2196
Dromana	2006	6880
Dromana	2011	7611
Dromana	2016	9448
Drouin	2006	8370
Drouin	2011	10552
Drouin	2016	12916
Drummoyne - Rodd Point	2006	14082
Drummoyne - Rodd Point	2011	14528
Drummoyne - Rodd Point	2016	15144
Dry Creek - North	2006	114
Dry Creek - North	2011	0
Dry Creek - North	2016	0
Dry Creek - South	2006	0
Dry Creek - South	2011	0
Dry Creek - South	2016	0
Dubbo - East	2006	7972
Dubbo - East	2011	8376
Dubbo - East	2016	8206
Dubbo - South	2006	12045
Dubbo - South	2011	12382
Dubbo - South	2016	13475
Dubbo - West	2006	5223
Dubbo - West	2011	5541
Dubbo - West	2016	6755
Dubbo Region	2006	3819
Dubbo Region	2011	4077
Dubbo Region	2016	4430
Duffy	2006	2328
Duffy	2011	2498
Duffy	2016	2445
Dulwich Hill - Lewisham	2006	12615
Dulwich Hill - Lewisham	2011	13225
Dulwich Hill - Lewisham	2016	14260
Duncraig	2006	12460
Duncraig	2011	12070
Duncraig	2016	12014
Dungog	2006	6355
Dungog	2011	6759
Dungog	2016	7308
Dunlop	2006	4282
Dunlop	2011	5235
Dunlop	2016	5348
Duntroon	2006	1536
Duntroon	2011	1585
Duntroon	2016	1629
Durack	2006	4874
Durack	2011	5271
Durack	2016	6408
Durack - Marlow Lagoon	2006	2214
Durack - Marlow Lagoon	2011	2689
Durack - Marlow Lagoon	2016	3227
Dural - Kenthurst - Wisemans Ferry	2006	15706
Dural - Kenthurst - Wisemans Ferry	2011	16211
Dural - Kenthurst - Wisemans Ferry	2016	17031
Eagle Farm - Pinkenba	2006	242
Eagle Farm - Pinkenba	2011	227
Eagle Farm - Pinkenba	2016	758
Eagleby	2006	6811
Eagleby	2011	9232
Eagleby	2016	10445
Earlville - Bayview Heights	2006	6783
Earlville - Bayview Heights	2011	6433
Earlville - Bayview Heights	2016	6680
East Arm	2006	0
East Arm	2011	5
East Arm	2016	6
East Arnhem	2006	4640
East Arnhem	2011	5114
East Arnhem	2016	5250
East Bendigo - Kennington	2006	10931
East Bendigo - Kennington	2011	11391
East Bendigo - Kennington	2016	11397
East Brisbane	2006	4608
East Brisbane	2011	4904
East Brisbane	2016	5067
East Bunbury - Glen Iris	2006	5016
East Bunbury - Glen Iris	2011	5572
East Bunbury - Glen Iris	2016	5670
East Devonport	2006	3855
East Devonport	2011	3855
East Devonport	2016	3838
East Fremantle	2006	5366
East Fremantle	2011	5627
East Fremantle	2016	6036
East Mackay	2006	2993
East Mackay	2011	3008
East Mackay	2016	2962
East Melbourne	2006	4109
East Melbourne	2011	4631
East Melbourne	2016	4666
East Pilbara	2006	2155
East Pilbara	2011	5304
East Pilbara	2016	6124
East Point	2006	0
East Point	2011	37
East Point	2016	6
East Side	2006	4013
East Side	2011	4110
East Side	2016	4059
East Victoria Park - Carlisle	2006	11298
East Victoria Park - Carlisle	2011	12692
East Victoria Park - Carlisle	2016	14046
Eastwood - Denistone	2006	17958
Eastwood - Denistone	2011	19034
Eastwood - Denistone	2016	20941
Eaton - Pelican Point	2006	6495
Eaton - Pelican Point	2011	7952
Eaton - Pelican Point	2016	9239
Eatons Hill	2006	5117
Eatons Hill	2011	5851
Eatons Hill	2016	6036
Echuca	2006	10464
Echuca	2011	11243
Echuca	2016	11944
Eden	2006	2408
Eden	2011	2646
Eden	2016	2706
Edens Landing - Holmview	2006	4290
Edens Landing - Holmview	2011	4929
Edens Landing - Holmview	2016	5629
Edensor Park	2006	7207
Edensor Park	2011	7601
Edensor Park	2016	8010
Edgeworth - Cameron Park	2006	7353
Edgeworth - Cameron Park	2011	8881
Edgeworth - Cameron Park	2016	10862
Edithvale - Aspendale	2006	9212
Edithvale - Aspendale	2011	9656
Edithvale - Aspendale	2016	10212
Edmonton	2006	5703
Edmonton	2011	6990
Edmonton	2016	7873
Edwardstown	2006	10166
Edwardstown	2011	10741
Edwardstown	2016	11463
Eight Mile Plains	2006	9831
Eight Mile Plains	2011	11766
Eight Mile Plains	2016	12591
Eimeo - Rural View	2006	5107
Eimeo - Rural View	2011	7406
Eimeo - Rural View	2016	9146
Elanora	2006	9355
Elanora	2011	9354
Elanora	2016	9821
Elderslie - Harrington Park	2006	9527
Elderslie - Harrington Park	2011	11987
Elderslie - Harrington Park	2016	15844
Elimbah	2006	2309
Elimbah	2011	2864
Elimbah	2016	3168
Elizabeth	2006	7785
Elizabeth	2011	7868
Elizabeth	2016	8270
Elizabeth East	2006	9626
Elizabeth East	2011	9706
Elizabeth East	2016	10373
Ellenbrook	2006	9235
Ellenbrook	2011	16591
Ellenbrook	2016	26575
Elsey	2006	1302
Elsey	2011	1446
Elsey	2016	1679
Elsternwick	2006	8440
Elsternwick	2011	8759
Elsternwick	2016	9276
Eltham	2006	18043
Eltham	2011	18081
Eltham	2016	18364
Elwood	2006	12166
Elwood	2011	12741
Elwood	2016	13122
Emerald	2006	8455
Emerald	2011	9823
Emerald	2016	9956
Emerald - Cockatoo	2006	13414
Emerald - Cockatoo	2011	13805
Emerald - Cockatoo	2016	14302
Emu Park	2006	3116
Emu Park	2011	3753
Emu Park	2016	4405
Emu Plains - Leonay	2006	10853
Emu Plains - Leonay	2011	11054
Emu Plains - Leonay	2016	11401
Endeavour Hills - North	2006	9260
Endeavour Hills - North	2011	9624
Endeavour Hills - North	2016	9673
Endeavour Hills - South	2006	11174
Endeavour Hills - South	2011	11063
Endeavour Hills - South	2016	10963
Enfield - Blair Athol	2006	15925
Enfield - Blair Athol	2011	17706
Enfield - Blair Athol	2016	18992
Engadine	2006	12815
Engadine	2011	12800
Engadine	2016	12996
Enoggera	2006	5331
Enoggera	2011	6510
Enoggera	2016	6818
Enoggera Reservoir	2006	41
Enoggera Reservoir	2011	21
Enoggera Reservoir	2016	14
Epping - East	2006	7769
Epping - East	2011	9552
Epping - East	2016	10501
Epping - North Epping	2006	18506
Epping - North Epping	2011	19533
Epping - North Epping	2016	22365
Epping - South	2006	6291
Epping - South	2011	6612
Epping - South	2016	6837
Epping - West	2006	698
Epping - West	2011	4590
Epping - West	2016	7859
Erina - Green Point	2006	10820
Erina - Green Point	2011	11322
Erina - Green Point	2016	11674
Ermington - Rydalmere	2006	13899
Ermington - Rydalmere	2011	15398
Ermington - Rydalmere	2016	17189
Erskine Park	2006	4936
Erskine Park	2011	5154
Erskine Park	2016	5192
Erskineville - Alexandria	2006	10654
Erskineville - Alexandria	2011	12421
Erskineville - Alexandria	2016	14471
Esk	2006	3615
Esk	2011	3930
Esk	2016	4338
Esperance	2006	8604
Esperance	2011	8964
Esperance	2016	9717
Esperance Region	2006	2820
Esperance Region	2011	3149
Esperance Region	2016	3014
Essendon - Aberfeldie	2006	19453
Essendon - Aberfeldie	2011	20488
Essendon - Aberfeldie	2016	23039
Essendon Airport	2006	0
Essendon Airport	2011	0
Essendon Airport	2016	0
Ettrema - Sassafras - Budawang	2006	0
Ettrema - Sassafras - Budawang	2011	30
Ettrema - Sassafras - Budawang	2016	34
Eumundi - Yandina	2006	6600
Eumundi - Yandina	2011	7472
Eumundi - Yandina	2016	8522
Eungella Hinterland	2006	0
Eungella Hinterland	2011	3
Eungella Hinterland	2016	6
Euroa	2006	4980
Euroa	2011	5035
Euroa	2016	5384
Eurobodalla Hinterland	2006	2066
Eurobodalla Hinterland	2011	2639
Eurobodalla Hinterland	2016	2821
Evans Head	2006	3950
Evans Head	2011	4103
Evans Head	2016	4379
Evatt	2006	4356
Evatt	2011	4298
Evatt	2016	4236
Everton Park	2006	6423
Everton Park	2011	6991
Everton Park	2016	7270
Exmouth	2006	2865
Exmouth	2011	3190
Exmouth	2016	3477
Eyre Peninsula	2006	5103
Eyre Peninsula	2011	5076
Eyre Peninsula	2016	5314
Fadden	2006	2614
Fadden	2011	2539
Fadden	2016	2431
Fairfield	2006	11789
Fairfield	2011	13319
Fairfield	2016	14316
Fairfield - Dutton Park	2006	3256
Fairfield - Dutton Park	2011	3446
Fairfield - Dutton Park	2016	4153
Fairfield - East	2006	10083
Fairfield - East	2011	11191
Fairfield - East	2016	12263
Fairfield - West	2006	12737
Fairfield - West	2011	13696
Fairfield - West	2016	15210
Falcon - Wannanup	2006	4645
Falcon - Wannanup	2011	6021
Falcon - Wannanup	2016	7285
Fannie Bay - The Gardens	2006	2560
Fannie Bay - The Gardens	2011	2726
Fannie Bay - The Gardens	2016	2838
Far Central West	2006	1962
Far Central West	2011	1955
Far Central West	2016	1773
Far South West	2006	2562
Far South West	2011	2527
Far South West	2016	2264
Far West	2006	2149
Far West	2011	2147
Far West	2016	2031
Farrer	2006	2737
Farrer	2011	2759
Farrer	2016	2640
Fawkner	2006	9498
Fawkner	2011	10084
Fawkner	2016	10799
Ferntree Gully (North)	2006	10270
Ferntree Gully (North)	2011	11123
Ferntree Gully (North)	2016	11484
Ferntree Gully (South) - Upper Ferntree Gully	2006	11439
Ferntree Gully (South) - Upper Ferntree Gully	2011	11821
Ferntree Gully (South) - Upper Ferntree Gully	2016	11937
Fig Tree Pocket	2006	2452
Fig Tree Pocket	2011	2764
Fig Tree Pocket	2016	3089
Figtree - Keiraville	2006	15556
Figtree - Keiraville	2011	16091
Figtree - Keiraville	2016	17129
Fisher	2006	2489
Fisher	2011	2450
Fisher	2016	2366
Fitzroy	2006	7890
Fitzroy	2011	8333
Fitzroy	2016	9259
Fitzroy North	2006	9735
Fitzroy North	2011	9966
Fitzroy North	2016	10740
Five Dock - Abbotsford	2006	15170
Five Dock - Abbotsford	2011	15927
Five Dock - Abbotsford	2016	16914
Flagstaff Hill	2006	8144
Flagstaff Hill	2011	8499
Flagstaff Hill	2016	8686
Flemington	2006	6760
Flemington	2011	7648
Flemington	2016	8559
Flemington Racecourse	2006	0
Flemington Racecourse	2011	73
Flemington Racecourse	2016	78
Flinders	2006	4728
Flinders	2011	4452
Flinders	2016	4564
Flinders Park	2006	10748
Flinders Park	2011	11491
Flinders Park	2016	12166
Flinders and Cape Barren Islands	2006	719
Flinders and Cape Barren Islands	2011	672
Flinders and Cape Barren Islands	2016	776
Flora Hill - Spring Gully	2006	7374
Flora Hill - Spring Gully	2011	7538
Flora Hill - Spring Gully	2016	7653
Floreat	2006	5345
Floreat	2011	5509
Floreat	2016	5973
Florey	2006	4079
Florey	2011	4109
Florey	2016	3923
Flynn (ACT)	2006	2785
Flynn (ACT)	2011	2868
Flynn (ACT)	2016	2654
Flynn (NT)	2006	3464
Flynn (NT)	2011	3434
Flynn (NT)	2016	3367
Footscray	2006	9919
Footscray	2011	11547
Footscray	2016	14509
Forbes	2006	8059
Forbes	2011	7753
Forbes	2016	8135
Forde	2006	0
Forde	2011	1635
Forde	2016	3030
Forest Hill	2006	7674
Forest Hill	2011	8307
Forest Hill	2016	8815
Forest Lake - Doolandella	2006	16825
Forest Lake - Doolandella	2011	19254
Forest Lake - Doolandella	2016	21523
Forestier - Tasman	2006	1855
Forestier - Tasman	2011	1974
Forestier - Tasman	2016	2050
Forestville - Killarney Heights	2006	9424
Forestville - Killarney Heights	2011	9404
Forestville - Killarney Heights	2016	9851
Forrest	2006	989
Forrest	2011	1264
Forrest	2016	1397
Forrestdale - Harrisdale - Piara Waters	2006	1010
Forrestdale - Harrisdale - Piara Waters	2011	5675
Forrestdale - Harrisdale - Piara Waters	2016	14228
Forrestfield - Wattle Grove	2006	10846
Forrestfield - Wattle Grove	2011	12646
Forrestfield - Wattle Grove	2016	14763
Forster	2006	11158
Forster	2011	11611
Forster	2016	12258
Forster-Tuncurry Region	2006	4489
Forster-Tuncurry Region	2011	4528
Forster-Tuncurry Region	2016	5056
Fortitude Valley	2006	4927
Fortitude Valley	2011	5020
Fortitude Valley	2016	6844
Foster	2006	6617
Foster	2011	6860
Foster	2016	7444
Franklin	2006	0
Franklin	2011	2905
Franklin	2016	5009
Frankston	2006	17576
Frankston	2011	17971
Frankston	2016	18918
Frankston North	2006	15272
Frankston North	2011	15626
Frankston North	2016	15844
Frankston South	2006	14236
Frankston South	2011	14433
Frankston South	2016	14867
Fraser	2006	1725
Fraser	2011	1689
Fraser	2016	1607
Fremantle	2006	11139
Fremantle	2011	11572
Fremantle	2016	12979
Fremantle - South	2006	10271
Fremantle - South	2011	11166
Fremantle - South	2016	12102
French Island	2006	83
French Island	2011	98
French Island	2016	91
Frenchs Forest - Belrose	2006	18622
Frenchs Forest - Belrose	2011	18706
Frenchs Forest - Belrose	2016	19709
Frenchville - Mount Archer	2006	7132
Frenchville - Mount Archer	2011	7363
Frenchville - Mount Archer	2016	7246
Freshwater - Brookvale	2006	15398
Freshwater - Brookvale	2011	15594
Freshwater - Brookvale	2016	16883
Freshwater - Stratford	2006	2806
Freshwater - Stratford	2011	2877
Freshwater - Stratford	2016	2867
Fulham	2006	2227
Fulham	2011	2207
Fulham	2016	2265
Fyshwick	2006	52
Fyshwick	2011	31
Fyshwick	2016	47
Galston - Laughtondale	2006	3899
Galston - Laughtondale	2011	4133
Galston - Laughtondale	2016	4239
Gannawarra	2006	5859
Gannawarra	2011	5310
Gannawarra	2016	5573
Garbutt - West End	2006	5054
Garbutt - West End	2011	5614
Garbutt - West End	2016	5510
Garran	2006	2612
Garran	2011	2656
Garran	2016	2798
Gatton	2006	4924
Gatton	2011	5774
Gatton	2016	6168
Gawler - North	2006	5683
Gawler - North	2011	6709
Gawler - North	2016	7216
Gawler - South	2006	13033
Gawler - South	2011	14429
Gawler - South	2016	16331
Gayndah - Mundubbera	2006	5114
Gayndah - Mundubbera	2011	5189
Gayndah - Mundubbera	2016	5511
Geebung	2006	3376
Geebung	2011	3453
Geebung	2016	3427
Geelong	2006	9811
Geelong	2011	10284
Geelong	2016	10920
Geelong West - Hamlyn Heights	2006	14896
Geelong West - Hamlyn Heights	2011	15573
Geelong West - Hamlyn Heights	2016	16085
Geeveston - Dover	2006	2633
Geeveston - Dover	2011	2849
Geeveston - Dover	2016	3092
Geilston Bay - Risdon	2006	2412
Geilston Bay - Risdon	2011	2644
Geilston Bay - Risdon	2016	2681
Gelorup - Stratham	2006	1986
Gelorup - Stratham	2011	2229
Gelorup - Stratham	2016	2399
George Town	2006	5070
George Town	2011	5287
George Town	2016	5569
Geraldton	2006	9818
Geraldton	2011	10004
Geraldton	2016	9876
Geraldton - East	2006	5203
Geraldton - East	2011	5776
Geraldton - East	2016	6168
Geraldton - North	2006	3902
Geraldton - North	2011	4957
Geraldton - North	2016	5917
Geraldton - South	2006	5797
Geraldton - South	2011	6972
Geraldton - South	2016	7682
Gidgegannup	2006	1740
Gidgegannup	2011	1992
Gidgegannup	2016	2244
Gilbert Valley	2006	3735
Gilbert Valley	2011	3836
Gilbert Valley	2016	4047
Gilgandra	2006	3534
Gilgandra	2011	3570
Gilgandra	2016	3552
Gilmore	2006	2152
Gilmore	2011	2229
Gilmore	2016	2173
Gin Gin	2006	3589
Gin Gin	2011	4095
Gin Gin	2016	4301
Gingin - Dandaragan	2006	5760
Gingin - Dandaragan	2011	6332
Gingin - Dandaragan	2016	7052
Giralang	2006	2723
Giralang	2011	2713
Giralang	2016	2623
Girrawheen	2006	6255
Girrawheen	2011	6523
Girrawheen	2016	6867
Gisborne	2006	7100
Gisborne	2011	8494
Gisborne	2016	9934
Gladesville - Huntleys Point	2006	10964
Gladesville - Huntleys Point	2011	10955
Gladesville - Huntleys Point	2016	11829
Gladstone	2006	4711
Gladstone	2011	5220
Gladstone	2016	5015
Gladstone Hinterland	2006	6032
Gladstone Hinterland	2011	7920
Gladstone Hinterland	2016	8899
Gladstone Park - Westmeadows	2006	14222
Gladstone Park - Westmeadows	2011	14264
Gladstone Park - Westmeadows	2016	14676
Glass House Mountains	2006	3680
Glass House Mountains	2011	4364
Glass House Mountains	2016	4738
Glebe - Forest Lodge	2006	13907
Glebe - Forest Lodge	2011	14996
Glebe - Forest Lodge	2016	17874
Glen Forrest - Darlington	2006	5445
Glen Forrest - Darlington	2011	5619
Glen Forrest - Darlington	2016	5678
Glen Innes	2006	6982
Glen Innes	2011	7088
Glen Innes	2016	7318
Glen Iris - East	2006	11841
Glen Iris - East	2011	12654
Glen Iris - East	2016	12977
Glen Waverley - East	2006	16993
Glen Waverley - East	2011	17419
Glen Waverley - East	2016	17483
Glen Waverley - West	2006	14765
Glen Waverley - West	2011	15596
Glen Waverley - West	2016	16096
Glendale - Cardiff - Hillsborough	2006	18228
Glendale - Cardiff - Hillsborough	2011	18501
Glendale - Cardiff - Hillsborough	2016	18845
Glendenning - Dean Park	2006	5609
Glendenning - Dean Park	2011	5967
Glendenning - Dean Park	2016	6269
Glenelg (SA)	2006	16862
Glenelg (SA)	2011	17390
Glenelg (SA)	2016	17387
Glenelg (Vic.)	2006	7866
Glenelg (Vic.)	2011	7240
Glenelg (Vic.)	2016	7352
Glenhaven	2006	4467
Glenhaven	2011	4765
Glenhaven	2016	5120
Glenlee - Rockyview	2006	3178
Glenlee - Rockyview	2011	3560
Glenlee - Rockyview	2016	4039
Glenmore Park - Regentville	2006	14265
Glenmore Park - Regentville	2011	15413
Glenmore Park - Regentville	2016	16147
Glenorchy	2006	8212
Glenorchy	2011	8567
Glenorchy	2016	9102
Glenroy	2006	15438
Glenroy	2011	16237
Glenroy	2016	18200
Glenside - Beaumont	2006	7518
Glenside - Beaumont	2011	7519
Glenside - Beaumont	2016	7893
Glenwood	2006	10007
Glenwood	2011	11254
Glenwood	2016	12371
Gloucester	2006	3923
Gloucester	2011	4086
Gloucester	2016	4223
Gnowangerup	2006	2320
Gnowangerup	2011	2144
Gnowangerup	2016	2275
Golden Beach - Pelican Waters	2006	7412
Golden Beach - Pelican Waters	2011	8555
Golden Beach - Pelican Waters	2016	10109
Golden Grove	2006	6966
Golden Grove	2011	7633
Golden Grove	2016	8521
Golden Plains - North	2006	2885
Golden Plains - North	2011	3250
Golden Plains - North	2016	3608
Golden Plains - South	2006	4328
Golden Plains - South	2011	4768
Golden Plains - South	2016	5353
Goodna	2006	5808
Goodna	2011	6699
Goodna	2016	8012
Goodwood - Millswood	2006	14138
Goodwood - Millswood	2011	14420
Goodwood - Millswood	2016	14717
Goolwa - Port Elliot	2006	7913
Goolwa - Port Elliot	2011	8975
Goolwa - Port Elliot	2016	9749
Goondiwindi	2006	4562
Goondiwindi	2011	4802
Goondiwindi	2016	4939
Goonellabah	2006	9726
Goonellabah	2011	10188
Goonellabah	2016	10655
Gooromon	2006	0
Gooromon	2011	0
Gooromon	2016	5
Gordon (ACT)	2006	5853
Gordon (ACT)	2011	6081
Gordon (ACT)	2016	6143
Gordon (Vic.)	2006	4025
Gordon (Vic.)	2011	4324
Gordon (Vic.)	2016	4554
Gordon - Killara	2006	13553
Gordon - Killara	2011	15198
Gordon - Killara	2016	17375
Gordonvale - Trinity	2006	5053
Gordonvale - Trinity	2011	6087
Gordonvale - Trinity	2016	6685
Gorokan - Kanwal - Charmhaven	2006	15765
Gorokan - Kanwal - Charmhaven	2011	16715
Gorokan - Kanwal - Charmhaven	2016	18141
Gosford - Springfield	2006	13855
Gosford - Springfield	2011	15126
Gosford - Springfield	2016	15695
Gosnells	2006	13714
Gosnells	2011	15386
Gosnells	2016	16128
Goulburn	2006	16705
Goulburn	2011	17413
Goulburn	2016	18739
Goulburn Region	2006	9035
Goulburn Region	2011	9427
Goulburn Region	2016	10418
Gowanbrae	2006	1486
Gowanbrae	2011	2108
Gowanbrae	2016	2255
Gowrie (ACT)	2006	2582
Gowrie (ACT)	2011	2487
Gowrie (ACT)	2016	2437
Gowrie (Qld)	2006	3319
Gowrie (Qld)	2011	4093
Gowrie (Qld)	2016	4737
Goyder	2006	3364
Goyder	2011	3400
Goyder	2016	3442
Gracemere	2006	4530
Gracemere	2011	6610
Gracemere	2016	8536
Grafton	2006	14106
Grafton	2011	14741
Grafton	2016	15193
Grafton Region	2006	11736
Grafton Region	2011	12101
Grafton Region	2016	12802
Grange	2006	3098
Grange	2011	3139
Grange	2016	3181
Grant	2006	4935
Grant	2011	4296
Grant	2016	4777
Granville	2006	2398
Granville	2011	2465
Granville	2016	2590
Granville - Clyde	2006	12838
Granville - Clyde	2011	14332
Granville - Clyde	2016	16651
Gray	2006	2392
Gray	2011	2509
Gray	2016	2507
Green Valley	2006	8774
Green Valley	2011	9461
Green Valley	2016	9878
Greenacre - Mount Lewis	2006	17211
Greenacre - Mount Lewis	2011	18299
Greenacre - Mount Lewis	2016	19686
Greenbank	2006	6736
Greenbank	2011	8688
Greenbank	2016	9828
Greenbank Military Camp	2006	0
Greenbank Military Camp	2011	0
Greenbank Military Camp	2016	0
Greenfield Park - Prairiewood	2006	6563
Greenfield Park - Prairiewood	2011	6249
Greenfield Park - Prairiewood	2016	6753
Greenfields	2006	7327
Greenfields	2011	8024
Greenfields	2016	8095
Greensborough	2006	16453
Greensborough	2011	16500
Greensborough	2016	16670
Greenslopes	2006	7052
Greenslopes	2011	7445
Greenslopes	2016	7910
Greenvale - Bulla	2006	8933
Greenvale - Bulla	2011	10264
Greenvale - Bulla	2016	13096
Greenway	2006	981
Greenway	2011	1280
Greenway	2016	1664
Greenwith	2006	6863
Greenwith	2011	6954
Greenwith	2016	7107
Greenwood - Warwick	2006	11019
Greenwood - Warwick	2011	10919
Greenwood - Warwick	2016	10828
Grenfell	2006	2946
Grenfell	2011	2974
Grenfell	2016	3046
Greystanes - Pemulwuy	2006	16884
Greystanes - Pemulwuy	2011	18627
Greystanes - Pemulwuy	2016	20598
Griffith (ACT)	2006	3440
Griffith (ACT)	2011	3387
Griffith (ACT)	2016	3922
Griffith (NSW)	2006	12784
Griffith (NSW)	2011	13992
Griffith (NSW)	2016	15216
Griffith Region	2006	10552
Griffith Region	2011	9700
Griffith Region	2016	10089
Grindelwald - Lanena	2006	4534
Grindelwald - Lanena	2011	4461
Grindelwald - Lanena	2016	4749
Grovedale	2006	13340
Grovedale	2011	15893
Grovedale	2016	18958
Guanaba - Springbrook	2006	3224
Guanaba - Springbrook	2011	3279
Guanaba - Springbrook	2016	3497
Guildford - South Granville	2006	12125
Guildford - South Granville	2011	13840
Guildford - South Granville	2016	15824
Guildford West - Merrylands West	2006	13816
Guildford West - Merrylands West	2011	14868
Guildford West - Merrylands West	2016	16202
Gulf	2006	2470
Gulf	2011	2744
Gulf	2016	2893
Gulliver - Currajong - Vincent	2006	6380
Gulliver - Currajong - Vincent	2011	6427
Gulliver - Currajong - Vincent	2016	6087
Gundagai	2006	2688
Gundagai	2011	2817
Gundagai	2016	2883
Gungahlin	2006	2755
Gungahlin	2011	4375
Gungahlin	2016	4927
Gungahlin - East	2006	17
Gungahlin - East	2011	0
Gungahlin - East	2016	0
Gungahlin - West	2006	0
Gungahlin - West	2011	0
Gungahlin - West	2016	0
Gunnedah	2006	6667
Gunnedah	2011	6898
Gunnedah	2016	7246
Gunnedah Region	2006	3181
Gunnedah Region	2011	3512
Gunnedah Region	2016	3330
Gymea - Grays Point	2006	13180
Gymea - Grays Point	2011	13456
Gymea - Grays Point	2016	13995
Gympie - North	2006	9072
Gympie - North	2011	10431
Gympie - North	2016	11418
Gympie - South	2006	3776
Gympie - South	2011	4816
