SA2_NAME16	Year	BornAust	persons
Parramatta - Rosehill	2006	0	11493
Parramatta - Rosehill	2006	1	5342
Parramatta - Rosehill	2011	0	14676
Parramatta - Rosehill	2011	1	5720
Parramatta - Rosehill	2016	0	20438
Parramatta - Rosehill	2016	1	6255
Toongabbie - Constitution Hill	2006	0	6314
Toongabbie - Constitution Hill	2006	1	12162
Toongabbie - Constitution Hill	2011	0	7468
Toongabbie - Constitution Hill	2011	1	12358
Toongabbie - Constitution Hill	2016	0	8805
Toongabbie - Constitution Hill	2016	1	12059
Winston Hills	2006	0	2508
Winston Hills	2006	1	6715
Winston Hills	2011	0	2787
Winston Hills	2011	1	7214
Winston Hills	2016	0	3029
Winston Hills	2016	1	7493
Pendle Hill - Girraween	2006	0	4310
Pendle Hill - Girraween	2006	1	5067
Pendle Hill - Girraween	2011	0	5670
Pendle Hill - Girraween	2011	1	4970
Pendle Hill - Girraween	2016	0	7205
Pendle Hill - Girraween	2016	1	4895
Wentworthville - Westmead	2006	0	6541
Wentworthville - Westmead	2006	1	5399
Wentworthville - Westmead	2011	0	7906
Wentworthville - Westmead	2011	1	5442
Wentworthville - Westmead	2016	0	9720
Wentworthville - Westmead	2016	1	5084
Epping - North Epping	2006	0	8854
Epping - North Epping	2006	1	12772
Epping - North Epping	2011	0	10478
Epping - North Epping	2011	1	12435
Epping - North Epping	2016	0	14129
Epping - North Epping	2016	1	12172
Pennant Hills - Cheltenham	2006	0	5135
Pennant Hills - Cheltenham	2006	1	12471
Pennant Hills - Cheltenham	2011	0	5926
Pennant Hills - Cheltenham	2011	1	13047
Pennant Hills - Cheltenham	2016	0	7006
Pennant Hills - Cheltenham	2016	1	12912
Eastwood - Denistone	2006	0	9031
Eastwood - Denistone	2006	1	11588
Eastwood - Denistone	2011	0	10723
Eastwood - Denistone	2011	1	11295
Eastwood - Denistone	2016	0	13254
Eastwood - Denistone	2016	1	10872
Gladesville - Huntleys Point	2006	0	3672
Gladesville - Huntleys Point	2006	1	8888
Gladesville - Huntleys Point	2011	0	3845
Gladesville - Huntleys Point	2011	1	9109
Gladesville - Huntleys Point	2016	0	4270
Gladesville - Huntleys Point	2016	1	9366
Hunters Hill - Woolwich	2006	0	2372
Hunters Hill - Woolwich	2006	1	6663
Hunters Hill - Woolwich	2011	0	2459
Hunters Hill - Woolwich	2011	1	6970
Hunters Hill - Woolwich	2016	0	2595
Hunters Hill - Woolwich	2016	1	7135
Macquarie Park - Marsfield	2006	0	8184
Macquarie Park - Marsfield	2006	1	7604
Macquarie Park - Marsfield	2011	0	9917
Macquarie Park - Marsfield	2011	1	7461
Macquarie Park - Marsfield	2016	0	12507
Macquarie Park - Marsfield	2016	1	8199
North Ryde - East Ryde	2006	0	3853
North Ryde - East Ryde	2006	1	7980
North Ryde - East Ryde	2011	0	4010
North Ryde - East Ryde	2011	1	7427
North Ryde - East Ryde	2016	0	4545
North Ryde - East Ryde	2016	1	7316
West Ryde - Meadowbank	2006	0	6303
West Ryde - Meadowbank	2006	1	7590
West Ryde - Meadowbank	2011	0	8208
West Ryde - Meadowbank	2011	1	7910
West Ryde - Meadowbank	2016	0	10257
West Ryde - Meadowbank	2016	1	8369
Putney	2006	0	1010
Putney	2006	1	2984
Putney	2011	0	1062
Putney	2011	1	2874
Putney	2016	0	1175
Putney	2016	1	2808
Ryde	2006	0	6942
Ryde	2006	1	11267
Ryde	2011	0	8727
Ryde	2011	1	12368
Ryde	2016	0	12365
Ryde	2016	1	13382
Ashcroft - Busby - Miller	2006	0	5035
Ashcroft - Busby - Miller	2006	1	9336
Ashcroft - Busby - Miller	2011	0	5442
Ashcroft - Busby - Miller	2011	1	9554
Ashcroft - Busby - Miller	2016	0	5903
Ashcroft - Busby - Miller	2016	1	9422
Austral - Greendale	2006	0	2205
Austral - Greendale	2006	1	5330
Austral - Greendale	2011	0	2405
Austral - Greendale	2011	1	5848
Austral - Greendale	2016	0	2329
Austral - Greendale	2016	1	5717
Cobbitty - Leppington	2006	0	1372
Cobbitty - Leppington	2006	1	4060
Cobbitty - Leppington	2011	0	1381
Cobbitty - Leppington	2011	1	4466
Cobbitty - Leppington	2016	0	4188
Cobbitty - Leppington	2016	1	12173
Badgerys Creek	2006	0	37
Badgerys Creek	2006	1	191
Badgerys Creek	2011	0	10
Badgerys Creek	2011	1	99
Badgerys Creek	2016	0	18
Badgerys Creek	2016	1	36
Cecil Hills	2006	0	2787
Cecil Hills	2006	1	3604
Cecil Hills	2011	0	2871
Cecil Hills	2011	1	3747
Cecil Hills	2016	0	2921
Cecil Hills	2016	1	3748
Green Valley	2006	0	5627
Green Valley	2006	1	5213
Green Valley	2011	0	6140
Green Valley	2011	1	5652
Green Valley	2016	0	6213
Green Valley	2016	1	5653
Hinchinbrook	2006	0	4055
Hinchinbrook	2006	1	4719
Hinchinbrook	2011	0	4251
Hinchinbrook	2011	1	4861
Hinchinbrook	2016	0	5671
Hinchinbrook	2016	1	6100
Hoxton Park - Carnes Hill - Horningsea Park	2006	0	3341
Hoxton Park - Carnes Hill - Horningsea Park	2006	1	4319
Hoxton Park - Carnes Hill - Horningsea Park	2011	0	3714
Hoxton Park - Carnes Hill - Horningsea Park	2011	1	4911
Hoxton Park - Carnes Hill - Horningsea Park	2016	0	4959
Hoxton Park - Carnes Hill - Horningsea Park	2016	1	6128
West Hoxton - Middleton Grange	2006	0	2911
West Hoxton - Middleton Grange	2006	1	4599
West Hoxton - Middleton Grange	2011	0	3942
West Hoxton - Middleton Grange	2011	1	5998
West Hoxton - Middleton Grange	2016	0	5736
West Hoxton - Middleton Grange	2016	1	8657
Bonnyrigg Heights - Bonnyrigg	2006	0	7788
Bonnyrigg Heights - Bonnyrigg	2006	1	6490
Bonnyrigg Heights - Bonnyrigg	2011	0	7784
Bonnyrigg Heights - Bonnyrigg	2011	1	6692
Bonnyrigg Heights - Bonnyrigg	2016	0	8374
Bonnyrigg Heights - Bonnyrigg	2016	1	6908
Bossley Park - Abbotsbury	2006	0	7909
Bossley Park - Abbotsbury	2006	1	9310
Bossley Park - Abbotsbury	2011	0	8123
Bossley Park - Abbotsbury	2011	1	9469
Bossley Park - Abbotsbury	2016	0	8812
Bossley Park - Abbotsbury	2016	1	9282
Cabramatta - Lansvale	2006	0	13349
Cabramatta - Lansvale	2006	1	6630
Cabramatta - Lansvale	2011	0	14340
Cabramatta - Lansvale	2011	1	7429
Cabramatta - Lansvale	2016	0	15576
Cabramatta - Lansvale	2016	1	7720
Cabramatta West - Mount Pritchard	2006	0	6764
Cabramatta West - Mount Pritchard	2006	1	7278
Cabramatta West - Mount Pritchard	2011	0	7163
Cabramatta West - Mount Pritchard	2011	1	7603
Cabramatta West - Mount Pritchard	2016	0	8055
Cabramatta West - Mount Pritchard	2016	1	8016
Canley Vale - Canley Heights	2006	0	10639
Canley Vale - Canley Heights	2006	1	6854
Canley Vale - Canley Heights	2011	0	11116
Canley Vale - Canley Heights	2011	1	7464
Canley Vale - Canley Heights	2016	0	11936
Canley Vale - Canley Heights	2016	1	7811
Edensor Park	2006	0	4501
Edensor Park	2006	1	4406
Edensor Park	2011	0	4483
Edensor Park	2011	1	4622
Edensor Park	2016	0	4849
Edensor Park	2016	1	4547
Fairfield	2006	0	9107
Fairfield	2006	1	4670
Fairfield	2011	0	10680
Fairfield	2011	1	5486
Fairfield	2016	0	11528
Fairfield	2016	1	5172
Fairfield - West	2006	0	8548
Fairfield - West	2006	1	6725
Fairfield - West	2011	0	9410
Fairfield - West	2011	1	7136
Fairfield - West	2016	0	10643
Fairfield - West	2016	1	7369
Greenfield Park - Prairiewood	2006	0	4241
Greenfield Park - Prairiewood	2006	1	3453
Greenfield Park - Prairiewood	2011	0	4097
Greenfield Park - Prairiewood	2011	1	3412
Greenfield Park - Prairiewood	2016	0	4453
Greenfield Park - Prairiewood	2016	1	3509
Horsley Park - Kemps Creek	2006	0	1154
Horsley Park - Kemps Creek	2006	1	2652
Horsley Park - Kemps Creek	2011	0	1167
Horsley Park - Kemps Creek	2011	1	2805
Horsley Park - Kemps Creek	2016	0	1185
Horsley Park - Kemps Creek	2016	1	2781
Smithfield - Wetherill Park	2006	0	7238
Smithfield - Wetherill Park	2006	1	8090
Smithfield - Wetherill Park	2011	0	7817
Smithfield - Wetherill Park	2011	1	8219
Smithfield - Wetherill Park	2016	0	8680
Smithfield - Wetherill Park	2016	1	8278
St Johns Park - Wakeley	2006	0	5607
St Johns Park - Wakeley	2006	1	3986
St Johns Park - Wakeley	2011	0	5986
St Johns Park - Wakeley	2011	1	4284
St Johns Park - Wakeley	2016	0	6025
St Johns Park - Wakeley	2016	1	4320
Wetherill Park Industrial	2006	0	0
Wetherill Park Industrial	2006	1	0
Wetherill Park Industrial	2011	0	17
Wetherill Park Industrial	2011	1	7
Wetherill Park Industrial	2016	0	23
Wetherill Park Industrial	2016	1	9
Casula	2006	0	5069
Casula	2006	1	7249
Casula	2011	0	5859
Casula	2011	1	7750
Casula	2016	0	6525
Casula	2016	1	7983
Chipping Norton - Moorebank	2006	0	4119
Chipping Norton - Moorebank	2006	1	9308
Chipping Norton - Moorebank	2011	0	4734
Chipping Norton - Moorebank	2011	1	10207
Chipping Norton - Moorebank	2016	0	6015
Chipping Norton - Moorebank	2016	1	11883
Holsworthy - Wattle Grove	2006	0	4533
Holsworthy - Wattle Grove	2006	1	12807
Holsworthy - Wattle Grove	2011	0	5445
Holsworthy - Wattle Grove	2011	1	13459
Holsworthy - Wattle Grove	2016	0	6126
Holsworthy - Wattle Grove	2016	1	13678
Liverpool	2006	0	11837
Liverpool	2006	1	6844
Liverpool	2011	0	13632
Liverpool	2011	1	7797
Liverpool	2016	0	15071
Liverpool	2016	1	8449
Lurnea - Cartwright	2006	0	3280
Lurnea - Cartwright	2006	1	5584
Lurnea - Cartwright	2011	0	4095
Lurnea - Cartwright	2011	1	6069
Lurnea - Cartwright	2016	0	4664
Lurnea - Cartwright	2016	1	5833
Prestons - Edmondson Park	2006	0	5041
Prestons - Edmondson Park	2006	1	6396
Prestons - Edmondson Park	2011	0	6372
Prestons - Edmondson Park	2011	1	7925
Prestons - Edmondson Park	2016	0	7687
Prestons - Edmondson Park	2016	1	9050
Warwick Farm	2006	0	1773
Warwick Farm	2006	1	1618
Warwick Farm	2011	0	2264
Warwick Farm	2011	1	1654
Warwick Farm	2016	0	2944
Warwick Farm	2016	1	1951
Gymea - Grays Point	2006	0	2336
Gymea - Grays Point	2006	1	13650
Gymea - Grays Point	2011	0	2549
Gymea - Grays Point	2011	1	13793
Gymea - Grays Point	2016	0	2840
Gymea - Grays Point	2016	1	14013
Miranda - Yowie Bay	2006	0	3429
Miranda - Yowie Bay	2006	1	12262
Miranda - Yowie Bay	2011	0	3897
Miranda - Yowie Bay	2011	1	12799
Miranda - Yowie Bay	2016	0	4417
Miranda - Yowie Bay	2016	1	12877
Sylvania - Taren Point	2006	0	3336
Sylvania - Taren Point	2006	1	10236
Sylvania - Taren Point	2011	0	3566
Sylvania - Taren Point	2011	1	10815
Sylvania - Taren Point	2016	0	3908
Sylvania - Taren Point	2016	1	11239
Caringbah	2006	0	1626
Caringbah	2006	1	6572
Caringbah	2011	0	2095
Caringbah	2011	1	8253
Caringbah	2016	0	2356
Caringbah	2016	1	8695
Caringbah South	2006	0	1721
Caringbah South	2006	1	10553
Caringbah South	2011	0	1494
Caringbah South	2011	1	9784
Caringbah South	2016	0	1660
Caringbah South	2016	1	9941
Cronulla - Kurnell - Bundeena	2006	0	3361
Cronulla - Kurnell - Bundeena	2006	1	15708
Cronulla - Kurnell - Bundeena	2011	0	3642
Cronulla - Kurnell - Bundeena	2011	1	16898
Cronulla - Kurnell - Bundeena	2016	0	3907
Cronulla - Kurnell - Bundeena	2016	1	17845
Lilli Pilli - Port Hacking - Dolans Bay	2006	0	352
Lilli Pilli - Port Hacking - Dolans Bay	2006	1	2376
Lilli Pilli - Port Hacking - Dolans Bay	2011	0	407
Lilli Pilli - Port Hacking - Dolans Bay	2011	1	2570
Lilli Pilli - Port Hacking - Dolans Bay	2016	0	380
Lilli Pilli - Port Hacking - Dolans Bay	2016	1	2663
Woolaware - Burraneer	2006	0	1094
Woolaware - Burraneer	2006	1	5585
Woolaware - Burraneer	2011	0	1164
Woolaware - Burraneer	2011	1	6061
Woolaware - Burraneer	2016	0	1143
Woolaware - Burraneer	2016	1	6275
Heathcote - Waterfall	2006	0	702
Heathcote - Waterfall	2006	1	5405
Heathcote - Waterfall	2011	0	690
Heathcote - Waterfall	2011	1	5608
Heathcote - Waterfall	2016	0	742
Heathcote - Waterfall	2016	1	5586
Illawong - Alfords Point	2006	0	2321
Illawong - Alfords Point	2006	1	8222
Illawong - Alfords Point	2011	0	2356
Illawong - Alfords Point	2011	1	7967
Illawong - Alfords Point	2016	0	2328
Illawong - Alfords Point	2016	1	7804
Menai - Lucas Heights - Woronora	2006	0	3704
Menai - Lucas Heights - Woronora	2006	1	16684
Menai - Lucas Heights - Woronora	2011	0	3709
Menai - Lucas Heights - Woronora	2011	1	16748
Menai - Lucas Heights - Woronora	2016	0	3700
Menai - Lucas Heights - Woronora	2016	1	16732
Oyster Bay - Como - Jannali	2006	0	3092
Oyster Bay - Como - Jannali	2006	1	15900
Oyster Bay - Como - Jannali	2011	0	3573
Oyster Bay - Como - Jannali	2011	1	16337
Oyster Bay - Como - Jannali	2016	0	3864
Oyster Bay - Como - Jannali	2016	1	16647
Royal National Park	2006	0	0
Royal National Park	2006	1	9
Royal National Park	2011	0	0
Royal National Park	2011	1	14
Royal National Park	2016	0	3
Royal National Park	2016	1	21
Sutherland - Kirrawee	2006	0	3406
Sutherland - Kirrawee	2006	1	13922
Sutherland - Kirrawee	2011	0	3828
Sutherland - Kirrawee	2011	1	14463
Sutherland - Kirrawee	2016	0	4614
Sutherland - Kirrawee	2016	1	15241
Engadine	2006	0	2149
Engadine	2006	1	13653
Engadine	2011	0	2118
Engadine	2011	1	14107
Engadine	2016	0	2164
Engadine	2016	1	14357
Loftus - Yarrawarrah	2006	0	790
Loftus - Yarrawarrah	2006	1	6016
Loftus - Yarrawarrah	2011	0	874
Loftus - Yarrawarrah	2011	1	6164
Loftus - Yarrawarrah	2016	0	837
Loftus - Yarrawarrah	2016	1	6207
Woronora Heights	2006	0	473
Woronora Heights	2006	1	3316
Woronora Heights	2011	0	501
Woronora Heights	2011	1	3275
Woronora Heights	2016	0	509
Woronora Heights	2016	1	3067
Migratory - Offshore - Shipping (NSW)	2006	0	3
Migratory - Offshore - Shipping (NSW)	2006	1	42
Migratory - Offshore - Shipping (NSW)	2011	0	44
Migratory - Offshore - Shipping (NSW)	2011	1	63
Migratory - Offshore - Shipping (NSW)	2016	0	142
Migratory - Offshore - Shipping (NSW)	2016	1	232
No usual address (NSW)	2006	0	2677
No usual address (NSW)	2006	1	6403
No usual address (NSW)	2011	0	3121
No usual address (NSW)	2011	1	8280
No usual address (NSW)	2016	0	3012
No usual address (NSW)	2016	1	7028
Alfredton	2006	0	610
Alfredton	2006	1	6972
Alfredton	2011	0	765
Alfredton	2011	1	7300
Alfredton	2016	0	1439
Alfredton	2016	1	9674
Ballarat	2006	0	1135
Ballarat	2006	1	10327
Ballarat	2011	0	1282
Ballarat	2011	1	10243
Ballarat	2016	0	1355
Ballarat	2016	1	9865
Ballarat - North	2006	0	1465
Ballarat - North	2006	1	18053
Ballarat - North	2011	0	1757
Ballarat - North	2011	1	19249
Ballarat - North	2016	0	1929
Ballarat - North	2016	1	19699
Ballarat - South	2006	0	1564
Ballarat - South	2006	1	17862
Ballarat - South	2011	0	2051
Ballarat - South	2011	1	19326
Ballarat - South	2016	0	2371
Ballarat - South	2016	1	19953
Buninyong	2006	0	582
Buninyong	2006	1	4862
Buninyong	2011	0	646
Buninyong	2011	1	5728
Buninyong	2016	0	757
Buninyong	2016	1	5873
Delacombe	2006	0	309
Delacombe	2006	1	3720
Delacombe	2011	0	410
Delacombe	2011	1	5046
Delacombe	2016	0	529
Delacombe	2016	1	6155
Smythes Creek	2006	0	275
Smythes Creek	2006	1	3296
Smythes Creek	2011	0	315
Smythes Creek	2011	1	3281
Smythes Creek	2016	0	300
Smythes Creek	2016	1	3392
Wendouree - Miners Rest	2006	0	897
Wendouree - Miners Rest	2006	1	10956
Wendouree - Miners Rest	2011	0	1032
Wendouree - Miners Rest	2011	1	12407
Wendouree - Miners Rest	2016	0	1131
Wendouree - Miners Rest	2016	1	12331
Bacchus Marsh Region	2006	0	671
Bacchus Marsh Region	2006	1	4213
Bacchus Marsh Region	2011	0	711
Bacchus Marsh Region	2011	1	4570
Bacchus Marsh Region	2016	0	745
Bacchus Marsh Region	2016	1	4623
Creswick - Clunes	2006	0	671
Creswick - Clunes	2006	1	5888
Creswick - Clunes	2011	0	768
Creswick - Clunes	2011	1	6354
Creswick - Clunes	2016	0	769
Creswick - Clunes	2016	1	6220
Daylesford	2006	0	1022
Daylesford	2006	1	6098
Daylesford	2011	0	1194
Daylesford	2011	1	6638
Daylesford	2016	0	1366
Daylesford	2016	1	6685
Gordon (Vic.)	2006	0	499
Gordon (Vic.)	2006	1	4377
Gordon (Vic.)	2011	0	589
Gordon (Vic.)	2011	1	4581
Gordon (Vic.)	2016	0	584
Gordon (Vic.)	2016	1	4554
Avoca	2006	0	256
Avoca	2006	1	2652
Avoca	2011	0	292
Avoca	2011	1	2838
Avoca	2016	0	298
Avoca	2016	1	2664
Beaufort	2006	0	341
Beaufort	2006	1	3160
Beaufort	2011	0	346
Beaufort	2011	1	3300
Beaufort	2016	0	418
Beaufort	2016	1	3576
Golden Plains - North	2006	0	402
Golden Plains - North	2006	1	3043
Golden Plains - North	2011	0	443
Golden Plains - North	2011	1	3404
Golden Plains - North	2016	0	421
Golden Plains - North	2016	1	3713
Maryborough (Vic.)	2006	0	472
Maryborough (Vic.)	2006	1	6515
Maryborough (Vic.)	2011	0	549
Maryborough (Vic.)	2011	1	6661
Maryborough (Vic.)	2016	0	645
Maryborough (Vic.)	2016	1	6567
Maryborough Region	2006	0	506
Maryborough Region	2006	1	4400
Maryborough Region	2011	0	544
Maryborough Region	2011	1	4298
Maryborough Region	2016	0	559
Maryborough Region	2016	1	4207
Bendigo	2006	0	821
Bendigo	2006	1	12677
Bendigo	2011	0	1143
Bendigo	2011	1	12381
Bendigo	2016	0	1429
Bendigo	2016	1	11758
California Gully - Eaglehawk	2006	0	379
California Gully - Eaglehawk	2006	1	8686
California Gully - Eaglehawk	2011	0	470
California Gully - Eaglehawk	2011	1	9089
California Gully - Eaglehawk	2016	0	647
California Gully - Eaglehawk	2016	1	10112
East Bendigo - Kennington	2006	0	894
East Bendigo - Kennington	2006	1	11704
East Bendigo - Kennington	2011	0	1220
East Bendigo - Kennington	2011	1	11929
East Bendigo - Kennington	2016	0	1276
East Bendigo - Kennington	2016	1	11432
Flora Hill - Spring Gully	2006	0	658
Flora Hill - Spring Gully	2006	1	7831
Flora Hill - Spring Gully	2011	0	692
Flora Hill - Spring Gully	2011	1	8066
Flora Hill - Spring Gully	2016	0	862
Flora Hill - Spring Gully	2016	1	7887
Kangaroo Flat - Golden Square	2006	0	946
Kangaroo Flat - Golden Square	2006	1	15248
Kangaroo Flat - Golden Square	2011	0	1224
Kangaroo Flat - Golden Square	2011	1	16493
Kangaroo Flat - Golden Square	2016	0	1664
Kangaroo Flat - Golden Square	2016	1	16517
Maiden Gully	2006	0	132
Maiden Gully	2006	1	3006
Maiden Gully	2011	0	163
Maiden Gully	2011	1	4062
Maiden Gully	2016	0	230
Maiden Gully	2016	1	4555
Strathfieldsaye	2006	0	355
Strathfieldsaye	2006	1	5317
Strathfieldsaye	2011	0	432
Strathfieldsaye	2011	1	6430
Strathfieldsaye	2016	0	578
Strathfieldsaye	2016	1	7635
White Hills - Ascot	2006	0	267
White Hills - Ascot	2006	1	6040
White Hills - Ascot	2011	0	467
White Hills - Ascot	2011	1	7892
White Hills - Ascot	2016	0	875
White Hills - Ascot	2016	1	10011
Bendigo Region - South	2006	0	362
Bendigo Region - South	2006	1	4624
Bendigo Region - South	2011	0	446
Bendigo Region - South	2011	1	5452
Bendigo Region - South	2016	0	474
Bendigo Region - South	2016	1	6165
Castlemaine	2006	0	836
Castlemaine	2006	1	7973
Castlemaine	2011	0	974
Castlemaine	2011	1	8134
Castlemaine	2016	0	1254
Castlemaine	2016	1	8279
Castlemaine Region	2006	0	819
Castlemaine Region	2006	1	6609
Castlemaine Region	2011	0	963
Castlemaine Region	2011	1	6807
Castlemaine Region	2016	0	939
Castlemaine Region	2016	1	6793
Heathcote	2006	0	432
Heathcote	2006	1	2897
Heathcote	2011	0	460
Heathcote	2011	1	3289
Heathcote	2016	0	503
Heathcote	2016	1	3483
Kyneton	2006	0	919
Kyneton	2006	1	6859
Kyneton	2011	0	1040
Kyneton	2011	1	7431
Kyneton	2016	0	1220
Kyneton	2016	1	7534
Woodend	2006	0	877
Woodend	2006	1	4978
Woodend	2011	0	928
Woodend	2011	1	5174
Woodend	2016	0	948
Woodend	2016	1	5277
Bendigo Region - North	2006	0	285
Bendigo Region - North	2006	1	4561
Bendigo Region - North	2011	0	263
Bendigo Region - North	2011	1	3694
Bendigo Region - North	2016	0	245
Bendigo Region - North	2016	1	3763
Loddon	2006	0	488
Loddon	2006	1	6688
Loddon	2011	0	523
Loddon	2011	1	6037
Loddon	2016	0	550
Loddon	2016	1	5618
Bannockburn	2006	0	363
Bannockburn	2006	1	2930
Bannockburn	2011	0	508
Bannockburn	2011	1	4078
Bannockburn	2016	0	593
Bannockburn	2016	1	5444
Golden Plains - South	2006	0	639
Golden Plains - South	2006	1	4705
Golden Plains - South	2011	0	677
Golden Plains - South	2011	1	5297
Golden Plains - South	2016	0	715
Golden Plains - South	2016	1	5675
Winchelsea	2006	0	458
Winchelsea	2006	1	4317
Winchelsea	2011	0	533
Winchelsea	2011	1	4916
Winchelsea	2016	0	506
Winchelsea	2016	1	4777
Belmont	2006	0	1904
Belmont	2006	1	10962
Belmont	2011	0	1888
Belmont	2011	1	11055
Belmont	2016	0	2132
Belmont	2016	1	11049
Corio - Norlane	2006	0	5171
Corio - Norlane	2006	1	17915
Corio - Norlane	2011	0	5536
Corio - Norlane	2011	1	18778
Corio - Norlane	2016	0	5969
Corio - Norlane	2016	1	17879
Geelong	2006	0	1680
Geelong	2006	1	9233
Geelong	2011	0	1950
Geelong	2011	1	9422
Geelong	2016	0	2208
Geelong	2016	1	9505
Geelong West - Hamlyn Heights	2006	0	2518
Geelong West - Hamlyn Heights	2006	1	14521
Geelong West - Hamlyn Heights	2011	0	2757
Geelong West - Hamlyn Heights	2011	1	15137
Geelong West - Hamlyn Heights	2016	0	2906
Geelong West - Hamlyn Heights	2016	1	15339
Grovedale	2006	0	2075
Grovedale	2006	1	13791
Grovedale	2011	0	2577
Grovedale	2011	1	16464
Grovedale	2016	0	3385
Grovedale	2016	1	18625
Highton	2006	0	2755
Highton	2006	1	14043
Highton	2011	0	3260
Highton	2011	1	15408
Highton	2016	0	3968
Highton	2016	1	17157
Lara	2006	0	2320
Lara	2006	1	11769
Lara	2011	0	2341
Lara	2011	1	12626
Lara	2016	0	2779
Lara	2016	1	14341
Leopold	2006	0	1103
Leopold	2006	1	7381
Leopold	2011	0	1289
Leopold	2011	1	8488
Leopold	2016	0	1616
Leopold	2016	1	10477
Newcomb - Moolap	2006	0	2005
Newcomb - Moolap	2006	1	11627
Newcomb - Moolap	2011	0	1967
Newcomb - Moolap	2011	1	11929
Newcomb - Moolap	2016	0	1963
Newcomb - Moolap	2016	1	11535
Newtown (Vic.)	2006	0	1136
Newtown (Vic.)	2006	1	7856
Newtown (Vic.)	2011	0	1247
Newtown (Vic.)	2011	1	8090
Newtown (Vic.)	2016	0	1353
Newtown (Vic.)	2016	1	8200
North Geelong - Bell Park	2006	0	4057
North Geelong - Bell Park	2006	1	8848
North Geelong - Bell Park	2011	0	3878
North Geelong - Bell Park	2011	1	9259
North Geelong - Bell Park	2016	0	3874
North Geelong - Bell Park	2016	1	9375
Clifton Springs	2006	0	1439
Clifton Springs	2006	1	8786
Clifton Springs	2011	0	1604
Clifton Springs	2011	1	9638
Clifton Springs	2016	0	1849
Clifton Springs	2016	1	10629
Lorne - Anglesea	2006	0	489
Lorne - Anglesea	2006	1	3921
Lorne - Anglesea	2011	0	544
Lorne - Anglesea	2011	1	3976
Lorne - Anglesea	2016	0	555
Lorne - Anglesea	2016	1	4043
Ocean Grove - Barwon Heads	2006	0	2024
Ocean Grove - Barwon Heads	2006	1	13936
Ocean Grove - Barwon Heads	2011	0	2151
Ocean Grove - Barwon Heads	2011	1	15415
Ocean Grove - Barwon Heads	2016	0	2663
Ocean Grove - Barwon Heads	2016	1	19400
Portarlington	2006	0	927
Portarlington	2006	1	4440
Portarlington	2011	0	986
Portarlington	2011	1	5220
Portarlington	2016	0	1173
Portarlington	2016	1	5531
Point Lonsdale - Queenscliff	2006	0	377
Point Lonsdale - Queenscliff	2006	1	3232
Point Lonsdale - Queenscliff	2011	0	410
Point Lonsdale - Queenscliff	2011	1	3435
Point Lonsdale - Queenscliff	2016	0	451
Point Lonsdale - Queenscliff	2016	1	3338
Torquay	2006	0	1393
Torquay	2006	1	9893
Torquay	2011	0	1859
Torquay	2011	1	12604
Torquay	2016	0	2270
Torquay	2016	1	15153
Alexandra	2006	0	724
Alexandra	2006	1	4984
Alexandra	2011	0	765
Alexandra	2011	1	5021
Alexandra	2016	0	755
Alexandra	2016	1	4977
Euroa	2006	0	446
Euroa	2006	1	5201
Euroa	2011	0	518
Euroa	2011	1	5180
Euroa	2016	0	518
Euroa	2016	1	5175
Kilmore - Broadford	2006	0	1132
Kilmore - Broadford	2006	1	7751
Kilmore - Broadford	2011	0	1263
Kilmore - Broadford	2011	1	10083
Kilmore - Broadford	2016	0	1463
Kilmore - Broadford	2016	1	11276
Mansfield (Vic.)	2006	0	840
Mansfield (Vic.)	2006	1	6048
Mansfield (Vic.)	2011	0	997
Mansfield (Vic.)	2011	1	6756
Mansfield (Vic.)	2016	0	1012
Mansfield (Vic.)	2016	1	6920
Nagambie	2006	0	297
Nagambie	2006	1	2785
Nagambie	2011	0	346
Nagambie	2011	1	2923
Nagambie	2016	0	404
Nagambie	2016	1	3176
Seymour	2006	0	529
Seymour	2006	1	5273
Seymour	2011	0	588
Seymour	2011	1	5313
Seymour	2016	0	642
Seymour	2016	1	4891
Seymour Region	2006	0	431
Seymour Region	2006	1	3657
Seymour Region	2011	0	449
Seymour Region	2011	1	3584
Seymour Region	2016	0	433
Seymour Region	2016	1	3536
Upper Yarra Valley	2006	0	37
Upper Yarra Valley	2006	1	231
Upper Yarra Valley	2011	0	41
Upper Yarra Valley	2011	1	173
Upper Yarra Valley	2016	0	27
Upper Yarra Valley	2016	1	128
Yea	2006	0	345
Yea	2006	1	2743
Yea	2011	0	384
Yea	2011	1	2745
Yea	2016	0	374
Yea	2016	1	2816
Benalla	2006	0	741
Benalla	2006	1	8773
Benalla	2011	0	839
Benalla	2011	1	9057
Benalla	2016	0	827
Benalla	2016	1	8577
Benalla Region	2006	0	285
Benalla Region	2006	1	3059
Benalla Region	2011	0	259
Benalla Region	2011	1	2973
Benalla Region	2016	0	266
Benalla Region	2016	1	2927
Rutherglen	2006	0	212
Rutherglen	2006	1	3205
Rutherglen	2011	0	221
Rutherglen	2011	1	3304
Rutherglen	2016	0	264
Rutherglen	2016	1	3336
Wangaratta	2006	0	1362
Wangaratta	2006	1	14628
Wangaratta	2011	0	1426
Wangaratta	2011	1	15399
Wangaratta	2016	0	1599
Wangaratta	2016	1	15701
Wangaratta Region	2006	0	775
Wangaratta Region	2006	1	8342
Wangaratta Region	2011	0	720
Wangaratta Region	2011	1	8122
Wangaratta Region	2016	0	676
