SA2_NAME16	Year	labourForceParticipation
Craigieburn - North	2011	69.9
Craigieburn - North	2016	67.5
Craigieburn - South	2006	70.2
Craigieburn - South	2011	67.2
Craigieburn - South	2016	63.8
Craigieburn - West	2006	85.9
Craigieburn - West	2011	69.7
Craigieburn - West	2016	64.8
Mickleham - Yuroke	2006	70.3
Mickleham - Yuroke	2011	65.4
Mickleham - Yuroke	2016	68.5
Bayswater	2006	63.3
Bayswater	2011	63.4
Bayswater	2016	61.3
Knoxfield - Scoresby	2006	69.7
Knoxfield - Scoresby	2011	66.7
Knoxfield - Scoresby	2016	63.9
Lysterfield	2006	75
Lysterfield	2011	75.2
Lysterfield	2016	72.9
Rowville - Central	2006	69.4
Rowville - Central	2011	69.8
Rowville - Central	2016	68.2
Rowville - North	2006	71.8
Rowville - North	2011	71.4
Rowville - North	2016	69.5
Rowville - South	2006	73.5
Rowville - South	2011	71.4
Rowville - South	2016	69.5
Wantirna	2006	67.9
Wantirna	2011	65.6
Wantirna	2016	61.3
Wantirna South	2006	64.3
Wantirna South	2011	63.7
Wantirna South	2016	60.6
Boronia	2006	63.6
Boronia	2011	63.5
Boronia	2016	61.8
Ferntree Gully (North)	2006	63.6
Ferntree Gully (North)	2011	64
Ferntree Gully (North)	2016	61.7
Ferntree Gully (South) - Upper Ferntree Gully	2006	69
Ferntree Gully (South) - Upper Ferntree Gully	2011	68.6
Ferntree Gully (South) - Upper Ferntree Gully	2016	67.3
The Basin	2006	73.3
The Basin	2011	72.1
The Basin	2016	69.5
Donvale - Park Orchards	2006	63.8
Donvale - Park Orchards	2011	64.4
Donvale - Park Orchards	2016	61.2
Warrandyte - Wonga Park	2006	70.3
Warrandyte - Wonga Park	2011	70.7
Warrandyte - Wonga Park	2016	66.6
Bayswater North	2006	69.1
Bayswater North	2011	70.5
Bayswater North	2016	67.5
Croydon Hills - Warranwood	2006	71.7
Croydon Hills - Warranwood	2011	72
Croydon Hills - Warranwood	2016	70.9
Ringwood	2006	60.8
Ringwood	2011	62.3
Ringwood	2016	62.1
Ringwood East	2006	61.8
Ringwood East	2011	64.1
Ringwood East	2016	63.9
Ringwood North	2006	67.3
Ringwood North	2011	68.4
Ringwood North	2016	65.7
Croydon - East	2006	60.8
Croydon - East	2011	62.9
Croydon - East	2016	62.1
Croydon - West	2006	58.5
Croydon - West	2011	59.2
Croydon - West	2016	59.5
Croydon South	2006	67.5
Croydon South	2011	66.8
Croydon South	2016	64.9
Forest Hill	2006	56.6
Forest Hill	2011	57.1
Forest Hill	2016	58.1
Mitcham (Vic.)	2006	63.6
Mitcham (Vic.)	2011	65.3
Mitcham (Vic.)	2016	66
Nunawading	2006	60.2
Nunawading	2011	62.4
Nunawading	2016	61
Vermont	2006	62.3
Vermont	2011	64.3
Vermont	2016	62.6
Vermont South	2006	65.8
Vermont South	2011	61.1
Vermont South	2016	57.3
Belgrave - Selby	2006	70
Belgrave - Selby	2011	69.3
Belgrave - Selby	2016	68.5
Chirnside Park	2006	65.7
Chirnside Park	2011	65.1
Chirnside Park	2016	64.8
Healesville - Yarra Glen	2006	60
Healesville - Yarra Glen	2011	61.3
Healesville - Yarra Glen	2016	59.4
Kilsyth	2006	60.6
Kilsyth	2011	61.3
Kilsyth	2016	59.4
Lilydale - Coldstream	2006	66.8
Lilydale - Coldstream	2011	67.4
Lilydale - Coldstream	2016	64.2
Monbulk - Silvan	2006	66.1
Monbulk - Silvan	2011	66.8
Monbulk - Silvan	2016	63.4
Montrose	2006	68
Montrose	2011	65.3
Montrose	2016	63.9
Mooroolbark	2006	67.6
Mooroolbark	2011	67.9
Mooroolbark	2016	66.6
Mount Dandenong - Olinda	2006	68.3
Mount Dandenong - Olinda	2011	68.7
Mount Dandenong - Olinda	2016	65.1
Mount Evelyn	2006	68.1
Mount Evelyn	2011	70.8
Mount Evelyn	2016	67.8
Upwey - Tecoma	2006	70.5
Upwey - Tecoma	2011	71.8
Upwey - Tecoma	2016	70.6
Wandin - Seville	2006	67.7
Wandin - Seville	2011	69.2
Wandin - Seville	2016	68.7
Yarra Valley	2006	60.6
Yarra Valley	2011	59.8
Yarra Valley	2016	58.6
Beaconsfield - Officer	2006	71.7
Beaconsfield - Officer	2011	72.2
Beaconsfield - Officer	2016	73
Bunyip - Garfield	2006	64.9
Bunyip - Garfield	2011	66.1
Bunyip - Garfield	2016	62.8
Emerald - Cockatoo	2006	67.4
Emerald - Cockatoo	2011	67.3
Emerald - Cockatoo	2016	66.5
Koo Wee Rup	2006	63
Koo Wee Rup	2011	64.3
Koo Wee Rup	2016	62.1
Pakenham - North	2006	64.2
Pakenham - North	2011	67.9
Pakenham - North	2016	65.9
Pakenham - South	2006	64.1
Pakenham - South	2011	64.9
Pakenham - South	2016	63.4
Berwick - North	2006	64.8
Berwick - North	2011	63.2
Berwick - North	2016	61.7
Berwick - South	2006	74.3
Berwick - South	2011	73.8
Berwick - South	2016	71.5
Doveton	2006	47.4
Doveton	2011	47.3
Doveton	2016	48.2
Hallam	2006	61.6
Hallam	2011	59.9
Hallam	2016	56.7
Narre Warren North	2006	69.2
Narre Warren North	2011	67.2
Narre Warren North	2016	64.4
Endeavour Hills - North	2006	64
Endeavour Hills - North	2011	64.3
Endeavour Hills - North	2016	60.5
Endeavour Hills - South	2006	64.2
Endeavour Hills - South	2011	62.8
Endeavour Hills - South	2016	60.4
Narre Warren - North East	2006	68.5
Narre Warren - North East	2011	68.3
Narre Warren - North East	2016	67.2
Narre Warren - South West	2006	64.7
Narre Warren - South West	2011	63.1
Narre Warren - South West	2016	61.6
Cranbourne	2006	61.7
Cranbourne	2011	62.7
Cranbourne	2016	59.7
Cranbourne East	2006	62.5
Cranbourne East	2011	65
Cranbourne East	2016	68.3
Cranbourne North	2006	68.8
Cranbourne North	2011	69.2
Cranbourne North	2016	67.7
Cranbourne South	2006	61.9
Cranbourne South	2011	65.8
Cranbourne South	2016	66.7
Cranbourne West	2006	67.1
Cranbourne West	2011	67.5
Cranbourne West	2016	69.6
Hampton Park - Lynbrook	2006	63.7
Hampton Park - Lynbrook	2011	62.5
Hampton Park - Lynbrook	2016	59.4
Lynbrook - Lyndhurst	2006	73.3
Lynbrook - Lyndhurst	2011	72.3
Lynbrook - Lyndhurst	2016	69.3
Pearcedale - Tooradin	2006	64.2
Pearcedale - Tooradin	2011	69.2
Pearcedale - Tooradin	2016	66.3
Narre Warren South (East)	2006	74.5
Narre Warren South (East)	2011	71.9
Narre Warren South (East)	2016	70.5
Narre Warren South (West)	2006	70.3
Narre Warren South (West)	2011	69.2
Narre Warren South (West)	2016	65.9
Clarinda - Oakleigh South	2006	58.9
Clarinda - Oakleigh South	2011	57.3
Clarinda - Oakleigh South	2016	57.1
Clayton South	2006	55.3
Clayton South	2011	56.4
Clayton South	2016	56.2
Dandenong	2006	44.2
Dandenong	2011	48.1
Dandenong	2016	49.7
Dandenong North	2006	55.1
Dandenong North	2011	54.4
Dandenong North	2016	53.3
Dingley Village	2006	66.8
Dingley Village	2011	65.6
Dingley Village	2016	63.5
Keysborough	2006	60.5
Keysborough	2011	59.7
Keysborough	2016	61.6
Noble Park North	2006	56.6
Noble Park North	2011	55.7
Noble Park North	2016	54
Springvale	2006	48
Springvale	2011	51.1
Springvale	2016	50.2
Springvale South	2006	55.6
Springvale South	2011	55.2
Springvale South	2016	54.8
Noble Park - East	2006	51.1
Noble Park - East	2011	55.8
Noble Park - East	2016	56.8
Noble Park - West	2006	51.1
Noble Park - West	2011	52.4
Noble Park - West	2016	52.9
Ashwood - Chadstone	2006	59.1
Ashwood - Chadstone	2011	60.6
Ashwood - Chadstone	2016	60.5
Clayton	2006	47.4
Clayton	2011	50.4
Clayton	2016	46.5
Glen Waverley - East	2006	59.7
Glen Waverley - East	2011	56.7
Glen Waverley - East	2016	55.3
Glen Waverley - West	2006	56.3
Glen Waverley - West	2011	56.5
Glen Waverley - West	2016	56.5
Mount Waverley - North	2006	57.8
Mount Waverley - North	2011	58.8
Mount Waverley - North	2016	58.1
Mount Waverley - South	2006	57.8
Mount Waverley - South	2011	58.9
Mount Waverley - South	2016	58.6
Mulgrave	2006	60.6
Mulgrave	2011	61.3
Mulgrave	2016	58.7
Oakleigh - Huntingdale	2006	59
Oakleigh - Huntingdale	2011	61.4
Oakleigh - Huntingdale	2016	60.9
Wheelers Hill	2006	62.4
Wheelers Hill	2011	60
Wheelers Hill	2016	56
Ardeer - Albion	2006	50.7
Ardeer - Albion	2011	54.2
Ardeer - Albion	2016	56.5
Cairnlea	2006	66.2
Cairnlea	2011	65
Cairnlea	2016	63.8
Deer Park - Derrimut	2006	56.9
Deer Park - Derrimut	2011	60.4
Deer Park - Derrimut	2016	60.2
Delahey	2006	62.1
Delahey	2011	59.7
Delahey	2016	58.6
Keilor Downs	2006	61.4
Keilor Downs	2011	60.4
Keilor Downs	2016	58.2
Kings Park (Vic.)	2006	54.7
Kings Park (Vic.)	2011	52.3
Kings Park (Vic.)	2016	50.4
St Albans - North	2006	45.5
St Albans - North	2011	46.8
St Albans - North	2016	48.4
St Albans - South	2006	47.8
St Albans - South	2011	47.3
St Albans - South	2016	49.2
Sunshine	2006	52.3
Sunshine	2011	54.2
Sunshine	2016	57.3
Sunshine North	2006	49.2
Sunshine North	2011	48.6
Sunshine North	2016	52.3
Sunshine West	2006	48.4
Sunshine West	2011	49.4
Sunshine West	2016	52.1
Sydenham	2006	66
Sydenham	2011	66.3
Sydenham	2016	63.5
Taylors Lakes	2006	69.1
Taylors Lakes	2011	68.6
Taylors Lakes	2016	66.2
Altona	2006	55.8
Altona	2011	58.3
Altona	2016	60.3
Altona Meadows	2006	63.6
Altona Meadows	2011	62.1
Altona Meadows	2016	60.6
Altona North	2006	44.6
Altona North	2011	47.4
Altona North	2016	52.8
Newport	2006	63.5
Newport	2011	67.6
Newport	2016	70.8
Seabrook	2006	67.4
Seabrook	2011	67.1
Seabrook	2016	65.9
Williamstown	2006	64.3
Williamstown	2011	65.8
Williamstown	2016	63.6
Braybrook	2006	47
Braybrook	2011	52.2
Braybrook	2016	58.5
Footscray	2006	54.7
Footscray	2011	57.6
Footscray	2016	63.3
Maribyrnong	2006	67.5
Maribyrnong	2011	68.6
Maribyrnong	2016	68.6
Seddon - Kingsville	2006	65
Seddon - Kingsville	2011	69.8
Seddon - Kingsville	2016	71.1
West Footscray - Tottenham	2006	58.3
West Footscray - Tottenham	2011	63.4
West Footscray - Tottenham	2016	67.3
Yarraville	2006	63.3
Yarraville	2011	69
Yarraville	2016	70.7
Bacchus Marsh	2006	63.4
Bacchus Marsh	2011	63
Bacchus Marsh	2016	61.6
Hillside	2006	71.8
Hillside	2011	71.1
Hillside	2016	71.2
Melton	2006	62.5
Melton	2011	61
Melton	2016	56.5
Melton South	2006	61.1
Melton South	2011	60.4
Melton South	2016	59.5
Melton West	2006	68.2
Melton West	2011	66.7
Melton West	2016	62.9
Rockbank - Mount Cottrell	2006	41.7
Rockbank - Mount Cottrell	2011	33.6
Rockbank - Mount Cottrell	2016	28.7
Taylors Hill	2006	73.2
Taylors Hill	2011	71.1
Taylors Hill	2016	69.3
Burnside	2006	61.8
Burnside	2011	58.8
Burnside	2016	59.4
Burnside Heights	2006	74.3
Burnside Heights	2011	73.1
Burnside Heights	2016	69.4
Caroline Springs	2006	73
Caroline Springs	2011	73
Caroline Springs	2016	68.8
Hoppers Crossing - North	2006	69.7
Hoppers Crossing - North	2011	67.7
Hoppers Crossing - North	2016	64.9
Hoppers Crossing - South	2006	62.6
Hoppers Crossing - South	2011	61
Hoppers Crossing - South	2016	58.8
Laverton	2006	50.8
Laverton	2011	59.1
Laverton	2016	64.4
Tarneit	2006	71.2
Tarneit	2011	70.8
Tarneit	2016	68.9
Truganina	2006	51.9
Truganina	2011	65.8
Truganina	2016	65.9
Werribee - South	2006	60.3
Werribee - South	2011	60.8
Werribee - South	2016	58.7
Wyndham Vale	2006	69
Wyndham Vale	2011	68.2
Wyndham Vale	2016	67.3
Point Cook - East	2006	75.9
Point Cook - East	2011	74.1
Point Cook - East	2016	70.4
Point Cook - North	2006	77.7
Point Cook - North	2011	75.2
Point Cook - North	2016	70.5
Point Cook - South	2006	69.4
Point Cook - South	2011	75.8
Point Cook - South	2016	73.8
Werribee - East	2006	60
Werribee - East	2011	58.4
Werribee - East	2016	56.2
Werribee - West	2006	67.3
Werribee - West	2011	65.8
Werribee - West	2016	65.5
Carrum Downs	2006	64.6
Carrum Downs	2011	64.8
Carrum Downs	2016	64.5
Frankston	2006	57.4
Frankston	2011	58.4
Frankston	2016	57.6
Frankston North	2006	54.2
Frankston North	2011	53.9
Frankston North	2016	52
Frankston South	2006	61
Frankston South	2011	62.2
Frankston South	2016	62.1
Langwarrin	2006	70
Langwarrin	2011	71.1
Langwarrin	2016	69.3
Seaford (Vic.)	2006	57.9
Seaford (Vic.)	2011	59.7
Seaford (Vic.)	2016	59.8
Skye - Sandhurst	2006	73.6
Skye - Sandhurst	2011	75
Skye - Sandhurst	2016	72.2
Dromana	2006	47.3
Dromana	2011	50.2
Dromana	2016	52.1
Flinders	2006	54.9
Flinders	2011	57.6
Flinders	2016	55.9
Hastings - Somers	2006	59.8
Hastings - Somers	2011	60.4
Hastings - Somers	2016	57.7
Mornington	2006	55.1
Mornington	2011	56.3
Mornington	2016	53.1
Mount Eliza	2006	61.7
Mount Eliza	2011	61.1
Mount Eliza	2016	61.4
Mount Martha	2006	61.4
Mount Martha	2011	61.2
Mount Martha	2016	61.3
Point Nepean	2006	44.2
Point Nepean	2011	49.3
Point Nepean	2016	49.1
Rosebud - McCrae	2006	40.4
Rosebud - McCrae	2011	44.1
Rosebud - McCrae	2016	44.5
Somerville	2006	67.4
Somerville	2011	67.8
Somerville	2016	65.3
Ararat	2006	52.2
Ararat	2011	51.5
Ararat	2016	48.6
Ararat Region	2006	62.2
Ararat Region	2011	61.4
Ararat Region	2016	57.5
Horsham	2006	61.7
Horsham	2011	60.1
Horsham	2016	59
Horsham Region	2006	68.3
Horsham Region	2011	67.3
Horsham Region	2016	66.5
Nhill Region	2006	55.9
Nhill Region	2011	54.1
Nhill Region	2016	51.8
St Arnaud	2006	56.3
St Arnaud	2011	55.3
St Arnaud	2016	53.3
Stawell	2006	56.5
Stawell	2011	55.9
Stawell	2016	52.4
West Wimmera	2006	61.1
West Wimmera	2011	61.1
West Wimmera	2016	59.1
Yarriambiack	2006	53.3
Yarriambiack	2011	50.5
Yarriambiack	2016	49
Irymple	2006	66.1
Irymple	2011	64
Irymple	2016	62.7
Merbein	2006	61.7
Merbein	2011	58.8
Merbein	2016	55.7
Mildura Region	2006	63.5
Mildura Region	2011	63.2
Mildura Region	2016	59.4
Red Cliffs	2006	58.4
Red Cliffs	2011	56.9
Red Cliffs	2016	55.5
Mildura - North	2006	56.1
Mildura - North	2011	53.3
Mildura - North	2016	52.6
Mildura - South	2006	56.7
Mildura - South	2011	56.2
Mildura - South	2016	55.2
Buloke	2006	54.2
Buloke	2011	54.2
Buloke	2016	49.9
Gannawarra	2006	58.8
Gannawarra	2011	55.7
Gannawarra	2016	53.6
Kerang	2006	51.8
Kerang	2011	50.4
Kerang	2016	49.5
Robinvale	2006	57
Robinvale	2011	51.7
Robinvale	2016	50
Swan Hill	2006	58.2
Swan Hill	2011	58.9
Swan Hill	2016	55.4
Swan Hill Region	2006	62.7
Swan Hill Region	2011	59.9
Swan Hill Region	2016	54.5
Echuca	2006	59.6
Echuca	2011	58.5
Echuca	2016	56.5
Kyabram	2006	57.8
Kyabram	2011	56.2
Kyabram	2016	54.4
Lockington - Gunbower	2006	67.3
Lockington - Gunbower	2011	63.8
Lockington - Gunbower	2016	61.9
Rochester	2006	53.4
Rochester	2011	55
Rochester	2016	51.7
Rushworth	2006	54.9
Rushworth	2011	53.5
Rushworth	2016	49.8
Cobram	2006	52.7
Cobram	2011	50.6
Cobram	2016	47.9
Moira	2006	61.5
Moira	2011	62.2
Moira	2016	57.8
Numurkah	2006	60.1
Numurkah	2011	58.1
Numurkah	2016	56.6
Yarrawonga	2006	50.2
Yarrawonga	2011	46.9
Yarrawonga	2016	45.7
Mooroopna	2006	60.1
Mooroopna	2011	57.1
Mooroopna	2016	52.9
Shepparton - North	2006	60.1
Shepparton - North	2011	59.9
Shepparton - North	2016	58.2
Shepparton - South	2006	60.8
Shepparton - South	2011	57.6
Shepparton - South	2016	54.5
Shepparton Region - East	2006	71.5
Shepparton Region - East	2011	71.3
Shepparton Region - East	2016	67.7
Shepparton Region - West	2006	60.3
Shepparton Region - West	2011	59.1
Shepparton Region - West	2016	55.7
Glenelg (Vic.)	2006	61.8
Glenelg (Vic.)	2011	58.3
Glenelg (Vic.)	2016	54.9
Hamilton (Vic.)	2006	59.9
Hamilton (Vic.)	2011	58.4
Hamilton (Vic.)	2016	55.5
Portland	2006	59
Portland	2011	57.9
Portland	2016	53.3
Southern Grampians	2006	62.9
Southern Grampians	2011	63.8
Southern Grampians	2016	60.8
Camperdown	2006	50.7
Camperdown	2011	52.7
Camperdown	2016	50.5
Colac	2006	57.9
Colac	2011	57.5
Colac	2016	55.4
Colac Region	2006	65.1
Colac Region	2011	66.4
Colac Region	2016	63.8
Corangamite - North	2006	58.3
Corangamite - North	2011	57.4
Corangamite - North	2016	54.2
Corangamite - South	2006	66.3
Corangamite - South	2011	65.6
Corangamite - South	2016	62.1
Otway	2006	61.5
Otway	2011	56.4
Otway	2016	55.8
Moyne - East	2006	65.1
Moyne - East	2011	66.3
Moyne - East	2016	62.7
Moyne - West	2006	62.2
Moyne - West	2011	63.3
Moyne - West	2016	59.7
Warrnambool - North	2006	63.3
Warrnambool - North	2011	63.4
Warrnambool - North	2016	61.4
Warrnambool - South	2006	58.4
Warrnambool - South	2011	60.1
Warrnambool - South	2016	57.5
Migratory - Offshore - Shipping (Vic.)	2006	78.4
Migratory - Offshore - Shipping (Vic.)	2011	91.7
Migratory - Offshore - Shipping (Vic.)	2016	92
No usual address (Vic.)	2006	53.8
No usual address (Vic.)	2011	43.7
No usual address (Vic.)	2016	38.8
Alexandra Hills	2006	69
Alexandra Hills	2011	69.8
Alexandra Hills	2016	67.9
Belmont - Gumdale	2006	70.2
Belmont - Gumdale	2011	70.3
Belmont - Gumdale	2016	68.7
Birkdale	2006	65
Birkdale	2011	66.5
Birkdale	2016	64.4
Capalaba	2006	68.7
Capalaba	2011	68.6
Capalaba	2016	67.4
Thorneside	2006	66.3
Thorneside	2011	67.9
Thorneside	2016	63.8
Wellington Point	2006	69.2
Wellington Point	2011	69.8
Wellington Point	2016	67.7
Cleveland	2006	56.9
Cleveland	2011	58.4
Cleveland	2016	55.2
Ormiston	2006	62
Ormiston	2011	64.2
Ormiston	2016	60.8
Redland Bay	2006	65.6
Redland Bay	2011	67.8
Redland Bay	2016	65.1
Sheldon - Mount Cotton	2006	72.5
Sheldon - Mount Cotton	2011	76.2
Sheldon - Mount Cotton	2016	75.3
Thornlands	2006	68.3
Thornlands	2011	68.7
Thornlands	2016	68.2
Victoria Point	2006	57.8
Victoria Point	2011	59.4
Victoria Point	2016	56.5
Redland Islands	2006	41.6
Redland Islands	2011	40.1
Redland Islands	2016	36.4
Brisbane Port - Lytton	2006	46.7
Brisbane Port - Lytton	2011	100
Brisbane Port - Lytton	2016	50
Manly - Lota	2006	60.9
Manly - Lota	2011	63.9
Manly - Lota	2016	63
Manly West	2006	63.3
Manly West	2011	67
Manly West	2016	65.9
Murarrie	2006	67.1
Murarrie	2011	72.9
Murarrie	2016	72
Tingalpa	2006	71.6
Tingalpa	2011	71.4
Tingalpa	2016	68.6
Wakerley	2006	75.4
Wakerley	2011	79.1
Wakerley	2016	76.9
Wynnum	2006	59.3
Wynnum	2011	62.8
Wynnum	2016	63.5
Wynnum West - Hemmant	2006	62.4
Wynnum West - Hemmant	2011	63.5
Wynnum West - Hemmant	2016	64
Bald Hills	2006	69.7
Bald Hills	2011	70.2
Bald Hills	2016	68
Bridgeman Downs	2006	68.8
Bridgeman Downs	2011	69.6
Bridgeman Downs	2016	65.9
Carseldine	2006	58.9
Carseldine	2011	60.5
Carseldine	2016	60.2
Everton Park	2006	62.6
Everton Park	2011	65.8
Everton Park	2016	68.6
McDowall	2006	73.9
McDowall	2011	73.1
McDowall	2016	70.4
Aspley	2006	62
Aspley	2011	62.3
Aspley	2016	61
Chermside	2006	55
Chermside	2011	57.6
Chermside	2016	57.7
Chermside West	2006	62.6
Chermside West	2011	64.3
Chermside West	2016	64.1
Geebung	2006	60.9
Geebung	2011	63.9
Geebung	2016	66.6
Kedron - Gordon Park	2006	69.3
Kedron - Gordon Park	2011	72.4
Kedron - Gordon Park	2016	72.8
Stafford	2006	61
Stafford	2011	65.4
Stafford	2016	67.7
Stafford Heights	2006	62.3
Stafford Heights	2011	62.8
Stafford Heights	2016	61.4
Wavell Heights	2006	65.3
Wavell Heights	2011	69.5
Wavell Heights	2016	70.5
Boondall	2006	62
Boondall	2011	63.3
Boondall	2016	64
Brisbane Airport	2006	71.4
Brisbane Airport	2011	52
Brisbane Airport	2016	30.1
Eagle Farm - Pinkenba	2006	64.9
Eagle Farm - Pinkenba	2011	62.7
Eagle Farm - Pinkenba	2016	68.6
Northgate - Virginia	2006	66.8
Northgate - Virginia	2011	70.8
Northgate - Virginia	2016	71.4
Nudgee - Banyo	2006	61.9
Nudgee - Banyo	2011	66.5
Nudgee - Banyo	2016	66.5
Nundah	2006	68.1
Nundah	2011	71.3
Nundah	2016	72.7
Bracken Ridge	2006	70.3
Bracken Ridge	2011	68.7
Bracken Ridge	2016	66.7
Brighton (Qld)	2006	58.3
Brighton (Qld)	2011	64.1
Brighton (Qld)	2016	65
Deagon	2006	51.1
Deagon	2011	59.5
Deagon	2016	61.1
Sandgate - Shorncliffe	2006	53.9
Sandgate - Shorncliffe	2011	60.3
Sandgate - Shorncliffe	2016	57.3
Taigum - Fitzgibbon	2006	62.5
Taigum - Fitzgibbon	2011	62.6
Taigum - Fitzgibbon	2016	64.2
Zillmere	2006	54.6
Zillmere	2011	58.9
Zillmere	2016	62
Camp Hill	2006	70.1
Camp Hill	2011	73.1
Camp Hill	2016	72.6
Cannon Hill	2006	64.3
Cannon Hill	2011	69.3
Cannon Hill	2016	69.7
Carina	2006	66.6
Carina	2011	67.5
Carina	2016	66.2
Carina Heights	2006	63.9
Carina Heights	2011	67.9
Carina Heights	2016	68.8
Carindale	2006	69.1
Carindale	2011	66.9
Carindale	2016	65.1
Annerley	2006	66.6
Annerley	2011	69.8
Annerley	2016	69.5
Coorparoo	2006	71
Coorparoo	2011	72.8
Coorparoo	2016	71.8
Fairfield - Dutton Park	2006	62.1
Fairfield - Dutton Park	2011	66.7
Fairfield - Dutton Park	2016	65.6
Greenslopes	2006	69.6
Greenslopes	2011	70.9
Greenslopes	2016	72.5
Holland Park	2006	65
Holland Park	2011	67.8
Holland Park	2016	67.6
Holland Park West	2006	67.8
Holland Park West	2011	69
Holland Park West	2016	68.8
Woolloongabba	2006	62.2
Woolloongabba	2011	64.8
Woolloongabba	2016	64.8
Yeronga	2006	68.6
Yeronga	2011	68.2
Yeronga	2016	64.8
Eight Mile Plains	2006	65.3
Eight Mile Plains	2011	64.4
Eight Mile Plains	2016	62.4
Macgregor (Qld)	2006	55.7
Macgregor (Qld)	2011	55.3
Macgregor (Qld)	2016	53.3
Mansfield (Qld)	2006	64.9
Mansfield (Qld)	2011	64.2
Mansfield (Qld)	2016	62.5
Mount Gravatt	2006	63.6
Mount Gravatt	2011	65.6
Mount Gravatt	2016	65.4
Rochedale - Burbank	2006	66.6
Rochedale - Burbank	2011	66.2
Rochedale - Burbank	2016	67.3
Upper Mount Gravatt	2006	55.7
Upper Mount Gravatt	2011	54.8
Upper Mount Gravatt	2016	57
Wishart	2006	66
Wishart	2011	66.1
Wishart	2016	62.9
Coopers Plains	2006	57.2
Coopers Plains	2011	58.6
Coopers Plains	2016	58.9
Moorooka	2006	62.4
Moorooka	2011	65.3
Moorooka	2016	67.7
Robertson	2006	51.3
Robertson	2011	50.7
Robertson	2016	54.2
Salisbury - Nathan	2006	58.7
Salisbury - Nathan	2011	61.3
Salisbury - Nathan	2016	64.7
Tarragindi	2006	66.6
Tarragindi	2011	68.9
Tarragindi	2016	69.2
Algester	2006	69.5
Algester	2011	65.8
Algester	2016	65
Calamvale - Stretton	2006	68
Calamvale - Stretton	2011	67
Calamvale - Stretton	2016	64.6
Pallara - Willawong	2006	67.9
Pallara - Willawong	2011	74.3
Pallara - Willawong	2016	73.3
Parkinson - Drewvale	2006	74.3
Parkinson - Drewvale	2011	74
Parkinson - Drewvale	2016	70.5
Rocklea - Acacia Ridge	2006	55.1
Rocklea - Acacia Ridge	2011	54.7
Rocklea - Acacia Ridge	2016	56.6
Kuraby	2006	66.3
Kuraby	2011	62.5
Kuraby	2016	61.6
Runcorn	2006	65.9
Runcorn	2011	65.9
Runcorn	2016	63.7
Sunnybank	2006	53.7
Sunnybank	2011	55.1
Sunnybank	2016	55.4
Sunnybank Hills	2006	61.3
Sunnybank Hills	2011	60.3
Sunnybank Hills	2016	57.1
Jindalee - Mount Ommaney	2006	67
Jindalee - Mount Ommaney	2011	67.6
Jindalee - Mount Ommaney	2016	65.3
Middle Park - Jamboree Heights	2006	70.5
Middle Park - Jamboree Heights	2011	70.9
Middle Park - Jamboree Heights	2016	67.6
Riverhills	2006	73.6
Riverhills	2011	74.4
Riverhills	2016	73.3
Seventeen Mile Rocks - Sinnamon Park	2006	69.8
Seventeen Mile Rocks - Sinnamon Park	2011	70.1
Seventeen Mile Rocks - Sinnamon Park	2016	68
Westlake	2006	72.3
Westlake	2011	70.6
Westlake	2016	69.1
Bellbowrie - Moggill	2006	71.5
Bellbowrie - Moggill	2011	71.5
Bellbowrie - Moggill	2016	69.6
Brookfield - Kenmore Hills	2006	64.4
Brookfield - Kenmore Hills	2011	63.1
Brookfield - Kenmore Hills	2016	60.6
Chapel Hill	2006	71.3
Chapel Hill	2011	68.7
Chapel Hill	2016	64.8
Fig Tree Pocket	2006	69.4
Fig Tree Pocket	2011	67.1
Fig Tree Pocket	2016	66
Kenmore	2006	64.5
Kenmore	2011	65.2
Kenmore	2016	66.2
Pinjarra Hills - Pullenvale	2006	66.9
Pinjarra Hills - Pullenvale	2011	66.5
Pinjarra Hills - Pullenvale	2016	65.7
Chelmer - Graceville	2006	66.9
Chelmer - Graceville	2011	67.4
Chelmer - Graceville	2016	68.7
Corinda	2006	61.1
Corinda	2011	62
Corinda	2016	64.6
Indooroopilly	2006	68
Indooroopilly	2011	64.6
Indooroopilly	2016	62.9
Sherwood	2006	68.7
Sherwood	2011	68.4
Sherwood	2016	68.6
St Lucia	2006	55.5
St Lucia	2011	52.5
St Lucia	2016	47.9
Taringa	2006	65.2
Taringa	2011	69.4
Taringa	2016	66.5
Enoggera	2006	68.3
Enoggera	2011	73.6
Enoggera	2016	72.5
Enoggera Reservoir	2006	60.5
Enoggera Reservoir	2011	61.9
Enoggera Reservoir	2016	68.8
Keperra	2006	58.2
Keperra	2011	57.4
Keperra	2016	56.9
Mitchelton	2006	60
Mitchelton	2011	68.7
Mitchelton	2016	67.8
Mount Coot-tha	2006	0
Mount Coot-tha	2011	0
Mount Coot-tha	2016	0
The Gap	2006	68.9
The Gap	2011	68.4
The Gap	2016	66.5
Upper Kedron - Ferny Grove	2006	74.2
Upper Kedron - Ferny Grove	2011	72.4
Upper Kedron - Ferny Grove	2016	70.1
Brisbane City	2006	54.8
Brisbane City	2011	61
Brisbane City	2016	62.5
Fortitude Valley	2006	64.4
Fortitude Valley	2011	70.7
Fortitude Valley	2016	71.2
Highgate Hill	2006	65
Highgate Hill	2011	67.5
Highgate Hill	2016	66.3
Kangaroo Point	2006	61.9
Kangaroo Point	2011	66.4
