SA2_NAME16	Year	medianMortgageRepaymentMonthly
Narre Warren North	2006	1517
Endeavour Hills - North	2006	1200
Endeavour Hills - South	2006	1200
Narre Warren - North East	2006	1213
Narre Warren - South West	2006	1150
Cranbourne	2006	1083
Cranbourne East	2006	1517
Cranbourne North	2006	1127
Cranbourne South	2006	1400
Cranbourne West	2006	1283
Hampton Park - Lynbrook	2006	1148
Lynbrook - Lyndhurst	2006	1600
Pearcedale - Tooradin	2006	1200
Narre Warren South (East)	2006	1569
Narre Warren South (West)	2006	1456
Clarinda - Oakleigh South	2006	1300
Clayton South	2006	1200
Dandenong	2006	1000
Dandenong North	2006	1083
Dingley Village	2006	1430
Keysborough	2006	1300
Noble Park North	2006	1083
Springvale	2006	1083
Springvale South	2006	1060
Noble Park - East	2006	1003
Noble Park - West	2006	1083
Ashwood - Chadstone	2006	1562
Clayton	2006	1300
Glen Waverley - East	2006	1500
Glen Waverley - West	2006	1500
Mount Waverley - North	2006	1420
Mount Waverley - South	2006	1500
Mulgrave	2006	1300
Oakleigh - Huntingdale	2006	1390
Wheelers Hill	2006	1500
Ardeer - Albion	2006	1083
Cairnlea	2006	1702
Deer Park - Derrimut	2006	1200
Delahey	2006	1140
Keilor Downs	2006	1200
Kings Park (Vic.)	2006	1040
St Albans - North	2006	1000
St Albans - South	2006	1000
Sunshine	2006	1100
Sunshine North	2006	1083
Sunshine West	2006	1083
Sydenham	2006	1300
Taylors Lakes	2006	1300
Altona	2006	1300
Altona Meadows	2006	1185
Altona North	2006	1300
Newport	2006	1500
Seabrook	2006	1300
Williamstown	2006	1700
Braybrook	2006	1200
Footscray	2006	1300
Maribyrnong	2006	1600
Seddon - Kingsville	2006	1560
West Footscray - Tottenham	2006	1300
Yarraville	2006	1600
Bacchus Marsh	2006	1200
Hillside	2006	1430
Melton	2006	1083
Melton South	2006	1000
Melton West	2006	1250
Rockbank - Mount Cottrell	2006	1059
Taylors Hill	2006	1733
Burnside	2006	1400
Burnside Heights	2006	1913
Caroline Springs	2006	1538
Hoppers Crossing - North	2006	1250
Hoppers Crossing - South	2006	1083
Laverton	2006	867
Tarneit	2006	1633
Truganina	2006	1600
Werribee - South	2006	1252
Wyndham Vale	2006	1260
Point Cook - East	2006	2054
Point Cook - North	2006	1733
Point Cook - South	2006	2074
Werribee - East	2006	1100
Werribee - West	2006	1127
Carrum Downs	2006	1200
Frankston	2006	1083
Frankston North	2006	953
Frankston South	2006	1375
Langwarrin	2006	1300
Seaford (Vic.)	2006	1083
Skye - Sandhurst	2006	1500
Dromana	2006	1192
Flinders	2006	1404
Hastings - Somers	2006	1170
Mornington	2006	1300
Mount Eliza	2006	1517
Mount Martha	2006	1450
Point Nepean	2006	1150
Rosebud - McCrae	2006	1083
Somerville	2006	1213
Ararat	2006	780
Ararat Region	2006	756
Horsham	2006	953
Horsham Region	2006	758
Nhill Region	2006	573
St Arnaud	2006	650
Stawell	2006	758
West Wimmera	2006	589
Yarriambiack	2006	520
Irymple	2006	1083
Merbein	2006	911
Mildura Region	2006	802
Red Cliffs	2006	867
Mildura - North	2006	1000
Mildura - South	2006	1100
Buloke	2006	520
Gannawarra	2006	802
Kerang	2006	700
Robinvale	2006	864
Swan Hill	2006	953
Swan Hill Region	2006	800
Echuca	2006	1109
Kyabram	2006	997
Lockington - Gunbower	2006	1032
Rochester	2006	867
Rushworth	2006	823
Cobram	2006	1000
Moira	2006	867
Numurkah	2006	910
Yarrawonga	2006	1083
Mooroopna	2006	980
Shepparton - North	2006	1083
Shepparton - South	2006	1083
Shepparton Region - East	2006	1100
Shepparton Region - West	2006	1000
Glenelg (Vic.)	2006	840
Hamilton (Vic.)	2006	845
Portland	2006	900
Southern Grampians	2006	758
Camperdown	2006	758
Colac	2006	910
Colac Region	2006	867
Corangamite - North	2006	767
Corangamite - South	2006	1000
Otway	2006	1014
Moyne - East	2006	867
Moyne - West	2006	975
Warrnambool - North	2006	1083
Warrnambool - South	2006	1050
Migratory - Offshore - Shipping (Vic.)	2006	0
No usual address (Vic.)	2006	0
Alexandra Hills	2006	1300
Belmont - Gumdale	2006	1517
Birkdale	2006	1324
Capalaba	2006	1300
Thorneside	2006	1213
Wellington Point	2006	1500
Cleveland	2006	1517
Ormiston	2006	1460
Redland Bay	2006	1600
Sheldon - Mount Cotton	2006	1600
Thornlands	2006	1600
Victoria Point	2006	1335
Redland Islands	2006	867
Brisbane Port - Lytton	2006	0
Manly - Lota	2006	1500
Manly West	2006	1408
Murarrie	2006	1517
Tingalpa	2006	1300
Wakerley	2006	1800
Wynnum	2006	1517
Wynnum West - Hemmant	2006	1300
Bald Hills	2006	1220
Bridgeman Downs	2006	1600
Carseldine	2006	1400
Everton Park	2006	1300
McDowall	2006	1408
Aspley	2006	1350
Chermside	2006	1300
Chermside West	2006	1300
Geebung	2006	1300
Kedron - Gordon Park	2006	1484
Stafford	2006	1394
Stafford Heights	2006	1300
Wavell Heights	2006	1500
Boondall	2006	1213
Brisbane Airport	2006	0
Eagle Farm - Pinkenba	2006	867
Northgate - Virginia	2006	1445
Nudgee - Banyo	2006	1200
Nundah	2006	1300
Bracken Ridge	2006	1300
Brighton (Qld)	2006	1200
Deagon	2006	1083
Sandgate - Shorncliffe	2006	1408
Taigum - Fitzgibbon	2006	1300
Zillmere	2006	1213
Camp Hill	2006	1600
Cannon Hill	2006	1487
Carina	2006	1400
Carina Heights	2006	1300
Carindale	2006	1600
Annerley	2006	1387
Coorparoo	2006	1500
Fairfield - Dutton Park	2006	1408
Greenslopes	2006	1480
Holland Park	2006	1525
Holland Park West	2006	1500
Woolloongabba	2006	1600
Yeronga	2006	1500
Eight Mile Plains	2006	1406
Macgregor (Qld)	2006	1300
Mansfield (Qld)	2006	1331
Mount Gravatt	2006	1430
Rochedale - Burbank	2006	1517
Upper Mount Gravatt	2006	1400
Wishart	2006	1300
Coopers Plains	2006	1200
Moorooka	2006	1360
Robertson	2006	1590
Salisbury - Nathan	2006	1300
Tarragindi	2006	1500
Algester	2006	1235
Calamvale - Stretton	2006	1452
Pallara - Willawong	2006	1733
Parkinson - Drewvale	2006	1625
Rocklea - Acacia Ridge	2006	1127
Kuraby	2006	1426
Runcorn	2006	1300
Sunnybank	2006	1228
Sunnybank Hills	2006	1300
Jindalee - Mount Ommaney	2006	1408
Middle Park - Jamboree Heights	2006	1301
Riverhills	2006	1322
Seventeen Mile Rocks - Sinnamon Park	2006	1517
Westlake	2006	1511
Bellbowrie - Moggill	2006	1600
Brookfield - Kenmore Hills	2006	1800
Chapel Hill	2006	1517
Fig Tree Pocket	2006	1950
Kenmore	2006	1517
Pinjarra Hills - Pullenvale	2006	2000
Chelmer - Graceville	2006	1733
Corinda	2006	1440
Indooroopilly	2006	1517
Sherwood	2006	1690
St Lucia	2006	1712
Taringa	2006	1500
Enoggera	2006	1300
Enoggera Reservoir	2006	1270
Keperra	2006	1300
Mitchelton	2006	1463
Mount Coot-tha	2006	0
The Gap	2006	1500
Upper Kedron - Ferny Grove	2006	1300
Brisbane City	2006	2000
Fortitude Valley	2006	1636
Highgate Hill	2006	1560
Kangaroo Point	2006	1733
New Farm	2006	1647
South Brisbane	2006	1733
Spring Hill	2006	1517
West End	2006	1517
Balmoral	2006	1733
Bulimba	2006	1934
East Brisbane	2006	1600
Hawthorne	2006	1950
Morningside - Seven Hills	2006	1568
Norman Park	2006	1810
Albion	2006	1577
Alderley	2006	1500
Ascot	2006	1811
Clayfield	2006	1517
Grange	2006	1697
Hamilton (Qld)	2006	1775
Hendra	2006	1950
Kelvin Grove - Herston	2006	1625
Newmarket	2006	1660
Newstead - Bowen Hills	2006	1800
Wilston	2006	1733
Windsor	2006	1733
Wooloowin - Lutwyche	2006	1600
Ashgrove	2006	1700
Auchenflower	2006	1623
Bardon	2006	1750
Paddington - Milton	2006	1755
Red Hill (Qld)	2006	1950
Toowong	2006	1647
Brinsmead	2006	1363
Clifton Beach - Kewarra Beach	2006	1407
Freshwater - Stratford	2006	1300
Redlynch	2006	1387
Trinity Beach - Smithfield	2006	1300
Yorkeys Knob - Machans Beach	2006	1083
Bentley Park	2006	1300
Cairns City	2006	1347
Earlville - Bayview Heights	2006	1257
Edmonton	2006	1200
Gordonvale - Trinity	2006	1235
Kanimbla - Mooroobool	2006	1238
Lamb Range	2006	0
Manoora	2006	986
Manunda	2006	991
Mount Sheridan	2006	1300
Westcourt - Bungalow	2006	1083
White Rock	2006	1083
Whitfield - Edge Hill	2006	1300
Woree	2006	1051
Babinda	2006	900
Innisfail	2006	867
Johnstone	2006	867
Tully	2006	962
Wooroonooran	2006	0
Yarrabah	2006	0
Daintree	2006	1083
Port Douglas	2006	1343
Atherton	2006	1040
Herberton	2006	737
Kuranda	2006	1083
Malanda - Yungaburra	2006	967
Mareeba	2006	975
Balonne	2006	867
Chinchilla	2006	867
Goondiwindi	2006	1083
Inglewood - Waggamba	2006	741
Miles - Wandoan	2006	670
Roma	2006	914
Roma Region	2006	700
Tara	2006	541
Crows Nest - Rosalie	2006	867
Jondaryan	2006	995
Millmerran	2006	745
Pittsworth	2006	975
Wambo	2006	889
Clifton - Greenmount	2006	923
Southern Downs - East	2006	917
Southern Downs - West	2006	910
Stanthorpe	2006	867
Stanthorpe Region	2006	867
Warwick	2006	953
Central Highlands - East	2006	1083
Central Highlands - West	2006	953
Emerald	2006	1508
Berserker	2006	845
Bouldercombe	2006	867
Emu Park	2006	1100
Frenchville - Mount Archer	2006	1072
Glenlee - Rockyview	2006	1200
Gracemere	2006	1000
Lakes Creek	2006	900
Mount Morgan	2006	542
Norman Gardens	2006	1166
Park Avenue	2006	867
Parkhurst - Kawana	2006	1083
Rockhampton - West	2006	910
Rockhampton City	2006	758
Rockhampton Region - East	2006	884
Rockhampton Region - North	2006	1083
Rockhampton Region - West	2006	1083
Shoalwater Bay	2006	0
The Range - Allenstown	2006	1081
Yeppoon	2006	1254
Banana	2006	888
Biloela	2006	1040
Agnes Water - Miriam Vale	2006	867
Boyne Island - Tannum Sands	2006	1391
Callemondah	2006	0
Clinton - New Auckland	2006	1300
Gladstone	2006	1083
Gladstone Hinterland	2006	1200
Kin Kora - Sun Valley	2006	1150
South Trees	2006	1300
Telina - Toolooa	2006	1172
West Gladstone	2006	1083
Broadbeach Waters	2006	1768
Burleigh Heads	2006	1426
Burleigh Waters	2006	1430
Mermaid Beach - Broadbeach	2006	1517
Mermaid Waters	2006	1517
Miami	2006	1500
Coolangatta	2006	1404
Currumbin - Tugun	2006	1300
Currumbin Waters	2006	1387
Elanora	2006	1452
Palm Beach	2006	1400
Arundel	2006	1560
Biggera Waters	2006	1300
Coombabah	2006	1300
Labrador	2006	1273
Paradise Point - Hollywell	2006	1614
Runaway Bay	2006	1625
Guanaba - Springbrook	2006	1300
Tamborine - Canungra	2006	1300
Currumbin Valley - Tallebudgera	2006	1517
Mudgeeraba - Bonogin	2006	1517
Reedy Creek - Andrews	2006	1517
Carrara	2006	1450
Highland Park	2006	1430
Nerang - Mount Nathan	2006	1343
Pacific Pines - Gaven	2006	1700
Worongary - Tallai	2006	1600
Coomera	2006	1733
Helensvale	2006	1549
Hope Island	2006	1994
Jacobs Well - Alberton	2006	1300
Ormeau - Yatala	2006	1647
Oxenford - Maudsland	2006	1510
Pimpama	2006	1500
Upper Coomera - Willow Vale	2006	1733
Clear Island Waters	2006	1733
Merrimac	2006	1387
Robina	2006	1600
Varsity Lakes	2006	1517
Ashmore	2006	1408
Molendinar	2006	1570
Parkwood	2006	1451
Southport - North	2006	1300
Southport - South	2006	1400
Benowa	2006	1733
Bundall	2006	1972
Main Beach	2006	1871
Surfers Paradise	2006	1600
Darra - Sumner	2006	1040
Durack	2006	1126
Forest Lake - Doolandella	2006	1400
Inala - Richlands	2006	1000
Oxley (Qld)	2006	1300
Wacol	2006	939
Boonah	2006	1000
Esk	2006	867
Lake Manchester - England Creek	2006	0
Lockyer Valley - East	2006	975
Lowood	2006	1037
Rosewood	2006	1055
Brassall	2006	1097
Bundamba	2006	997
Churchill - Yamanto	2006	1083
Ipswich - Central	2006	1083
Ipswich - East	2006	1010
Ipswich - North	2006	1300
Karalee - Barellan Point	2006	1345
Karana Downs	2006	1387
Leichhardt - One Mile	2006	1000
North Ipswich - Tivoli	2006	997
Raceview	2006	1127
Ripley	2006	1300
Riverview	2006	925
Bellbird Park - Brookwater	2006	1200
Camira - Gailes	2006	1148
Carole Park	2006	0
Collingwood Park - Redbank	2006	1238
Goodna	2006	1083
New Chum	2006	832
Redbank Plains	2006	1000
Springfield	2006	1500
Springfield Lakes	2006	1700
Beaudesert	2006	1085
Beenleigh	2006	1083
Eagleby	2006	988
Edens Landing - Holmview	2006	1248
Mount Warren Park	2006	1298
Wolffdene - Bahrs Scrub	2006	1408
Boronia Heights - Park Ridge	2006	1200
Browns Plains	2006	1083
Chambers Flat - Logan Reserve	2006	1400
Crestmead	2006	1083
Greenbank Military Camp	2006	0
Hillcrest	2006	1200
Marsden	2006	1083
Munruben - Park Ridge South	2006	1387
Regents Park - Heritage Park	2006	1300
Greenbank	2006	1500
Jimboomba	2006	1387
Logan Village	2006	1350
Bethania - Waterford	2006	1127
Cornubia - Carbrook	2006	1500
Loganholme - Tanah Merah	2006	1300
Loganlea	2006	1127
Shailer Park	2006	1300
Waterford West	2006	1127
Daisy Hill	2006	1300
Kingston (Qld.)	2006	953
Logan Central	2006	867
Rochedale South - Priestdale	2006	1200
Slacks Creek	2006	1000
Springwood	2006	1223
Underwood	2006	1300
Woodridge	2006	867
Bowen	2006	1054
Broadsound - Nebo	2006	975
Clermont	2006	964
Collinsville	2006	805
Moranbah	2006	1300
Andergrove - Beaconsfield	2006	1300
East Mackay	2006	1300
Eimeo - Rural View	2006	1517
Eungella Hinterland	2006	0
Mackay	2006	1083
Mackay Harbour	2006	0
Mount Pleasant - Glenella	2006	1506
North Mackay	2006	1148
Ooralea - Bakers Creek	2006	1200
Pioneer Valley	2006	1200
Sarina	2006	1200
Seaforth - Calen	2006	1203
Shoal Point - Bucasia	2006	1473
Slade Point	2006	1251
South Mackay	2006	1200
Walkerston - Eton	2006	1300
West Mackay	2006	1300
Airlie - Whitsundays	2006	1473
Cape Conway	2006	0
Proserpine	2006	1083
Beachmere - Sandstone Point	2006	1192
Bribie Island	2006	1200
Burpengary - East	2006	1400
Caboolture	2006	1192
Caboolture - South	2006	1083
Elimbah	2006	1300
Morayfield - East	2006	1127
Wamuran	2006	1300
Kilcoy	2006	910
Woodford - D'Aguilar	2006	1083
Burpengary	2006	1207
Deception Bay	2006	1198
Morayfield	2006	1300
Narangba	2006	1500
Upper Caboolture	2006	1300
Clontarf	2006	1200
Margate - Woody Point	2006	1190
Redcliffe	2006	1200
Rothwell - Kippa-Ring	2006	1192
Scarborough - Newport - Moreton Island	2006	1387
Albany Creek	2006	1387
Cashmere	2006	1573
Dayboro	2006	1500
Eatons Hill	2006	1517
The Hills District	2006	1320
Samford Valley	2006	1625
Dakabin - Kallangur	2006	1200
Murrumba Downs - Griffin	2006	1405
North Lakes - Mango Hill	2006	1571
Bray Park	2006	1200
Lawnton	2006	1200
Petrie	2006	1300
Strathpine - Brendale	2006	1083
Aurukun	2006	0
Cape York	2006	867
Croydon - Etheridge	2006	553
Kowanyama - Pormpuraaw	2006	0
Northern Peninsula	2006	0
Tablelands	2006	975
Torres	2006	1083
Torres Strait Islands	2006	0
Weipa	2006	1473
Carpentaria	2006	850
Mount Isa	2006	1083
Mount Isa Region	2006	997
Northern Highlands	2006	607
Barcaldine - Blackall	2006	542
Charleville	2006	650
Far Central West	2006	650
Far South West	2006	542
Longreach	2006	867
Buderim - North	2006	1387
Buderim - South	2006	1517
Mountain Creek	2006	1387
Sippy Downs	2006	1600
Aroona - Currimundi	2006	1300
Buddina - Minyama	2006	1500
Caloundra - Kings Beach	2006	1300
Caloundra - West	2006	1500
Golden Beach - Pelican Waters	2006	1500
Moffat Beach - Battery Hill	2006	1300
Parrearra - Warana	2006	1517
Wurtulla - Birtinya	2006	1322
Coolum Beach	2006	1300
Marcoola - Mudjimba	2006	1322
Maroochydore - Kuluin	2006	1235
Mooloolaba - Alexandra Headland	2006	1347
Noosa Heads	2006	1647
Noosaville	2006	1476
Sunshine Beach	2006	1311
Tewantin	2006	1300
Peregian Beach - Marcus Beach	2006	1300
Peregian Springs	2006	2000
Beerwah	2006	1140
Caloundra Hinterland	2006	1083
Glass House Mountains	2006	1200
Landsborough	2006	1300
Maroochy Hinterland	2006	1083
Palmwoods	2006	1300
Bli Bli	2006	1300
Diddillibah - Rosemount	2006	1350
Eumundi - Yandina	2006	1200
Nambour	2006	1109
Noosa Hinterland	2006	1200
Cambooya - Wyreema	2006	1150
Darling Heights	2006	1083
Drayton - Harristown	2006	1016
Gatton	2006	975
Gowrie (Qld)	2006	1064
Highfields	2006	1300
Lockyer Valley - West	2006	1005
Middle Ridge	2006	1300
Newtown (Qld)	2006	975
North Toowoomba - Harlaxton	2006	953
Rangeville	2006	1200
Toowoomba - Central	2006	1083
Toowoomba - East	2006	1200
Toowoomba - West	2006	1300
Wilsonton	2006	1000
Ayr	2006	867
Burdekin	2006	831
Charters Towers	2006	867
Dalrymple	2006	1000
Ingham	2006	800
Ingham Region	2006	864
Palm Island	2006	0
Aitkenvale	2006	1083
Annandale	2006	1408
Belgian Gardens - Pallarenda	2006	1300
Bohle Plains	2006	1300
Condon - Rasmussen	2006	1170
Cranbrook	2006	1083
Deeragun	2006	1250
Douglas	2006	1517
Garbutt - West End	2006	1083
Gulliver - Currajong - Vincent	2006	1083
Heatley	2006	1103
Hermit Park - Rosslea	2006	1127
Hyde Park - Pimlico	2006	1200
Kelso	2006	1200
Kirwan - East	2006	1100
Kirwan - West	2006	1360
Magnetic Island	2006	1207
Mount Louisa	2006	1300
Mundingburra	2006	1170
Northern Beaches	2006	1083
Oonoonba	2006	1300
South Townsville - Railway Estate	2006	1127
Townsville - South	2006	1083
Townsville City - North Ward	2006	1517
Wulguru - Roseneath	2006	1083
Ashfield - Kepnock	2006	938
Bargara - Burnett Heads	2006	1040
Branyan - Kensington	2006	1083
Bundaberg	2006	867
Bundaberg East - Kalkie	2006	1000
Bundaberg North - Gooburrum	2006	953
Bundaberg Region - North	2006	867
Bundaberg Region - South	2006	867
Millbank - Avoca	2006	1000
Svensson Heights - Norville	2006	867
Walkervale - Avenell Heights	2006	890
Gayndah - Mundubbera	2006	741
Gin Gin	2006	650
Kingaroy	2006	1000
Kingaroy Region - North	2006	758
Kingaroy Region - South	2006	888
Monto - Eidsvold	2006	650
Nanango	2006	700
North Burnett	2006	0
Cooloola	2006	975
Gympie - North	2006	867
Gympie - South	2006	1083
Gympie Region	2006	870
Kilkivan	2006	775
Booral - River Heads	2006	1030
Craignish - Dundowran Beach	2006	1248
Pialba - Eli Waters	2006	1127
Point Vernon	2006	1127
Torquay - Scarness - Kawungan	2006	1083
Urangan - Wondunna	2006	1083
Burrum - Fraser	2006	900
Granville	2006	928
Maryborough (Qld)	2006	867
Maryborough Region - South	2006	767
Tinana	2006	1018
Migratory - Offshore - Shipping (Qld)	2006	0
No usual address (Qld)	2006	0
Adelaide	2006	1486
North Adelaide	2006	1600
Adelaide Hills	2006	1089
Aldgate - Stirling	2006	1213
Hahndorf - Echunga	2006	1150
Lobethal - Woodside	2006	1053
Mount Barker	2006	1181
Mount Barker Region	2006	1000
Nairne	2006	1100
Uraidla - Summertown	2006	1213
Burnside - Wattle Park	2006	1400
Glenside - Beaumont	2006	1530
Toorak Gardens	2006	1500
Athelstone	2006	1083
Paradise - Newton	2006	1083
Rostrevor - Magill	2006	1166
Norwood (SA)	2006	1408
Payneham - Felixstow	2006	1200
St Peters - Marden	2006	1322
Nailsworth - Broadview	2006	1200
Prospect	2006	1300
Walkerville	2006	1473
Goodwood - Millswood	2006	1300
Unley - Parkside	2006	1408
Gawler - North	2006	1104
Gawler - South	2006	1040
Lewiston - Two Wells	2006	1083
Craigmore - Blakeview	2006	1083
Davoren Park	2006	823
Elizabeth	2006	693
Elizabeth East	2006	867
Munno Para West - Angle Vale	2006	1213
One Tree Hill	2006	1200
Smithfield - Elizabeth North	2006	700
Virginia - Waterloo Corner	2006	1000
Enfield - Blair Athol	2006	1000
Northgate - Oakden - Gilles Plains	2006	1127
Windsor Gardens	2006	1083
Dry Creek - North	2006	1237
Ingle Farm	2006	1000
Para Hills	2006	975
Parafield	2006	0
Parafield Gardens	2006	910
Paralowie	2006	961
Salisbury	2006	867
Salisbury East	2006	975
Salisbury North	2006	867
Mawson Lakes - Globe Derby Park	2006	1517
Pooraka - Cavan	2006	910
Golden Grove	2006	1200
Greenwith	2006	1213
Highbury - Dernancourt	2006	1100
Hope Valley - Modbury	2006	968
Modbury Heights	2006	1040
Redwood Park	2006	1050
St Agnes - Ridgehaven	2006	1000
Brighton (SA)	2006	1196
Glenelg (SA)	2006	1300
Edwardstown	2006	1083
Hallett Cove	2006	1083
Marino - Seaview Downs	2006	1154
Mitchell Park	2006	1083
Morphettville	2006	1083
Sheidow Park - Trott Park	2006	1108
Warradale	2006	1083
Belair	2006	1200
Bellevue Heights	2006	1175
Blackwood	2006	1200
Colonel Light Gardens	2006	1200
Mitcham (SA)	2006	1400
Panorama	2006	1083
Aberfoyle Park	2006	1083
Aldinga	2006	975
Christie Downs	2006	867
Christies Beach	2006	874
Clarendon	2006	1300
Coromandel Valley	2006	1209
Flagstaff Hill	2006	1192
Hackham - Onkaparinga Hills	2006	975
Hackham West - Huntfield Heights	2006	800
Happy Valley	2006	1083
Happy Valley Reservoir	2006	0
Lonsdale	2006	0
McLaren Vale	2006	1100
Morphett Vale - East	2006	880
Morphett Vale - West	2006	867
Reynella	2006	953
Seaford (SA)	2006	1000
Willunga	2006	1083
Woodcroft	2006	1083
Beverley	2006	1083
Flinders Park	2006	1083
Henley Beach	2006	1269
Hindmarsh - Brompton	2006	1139
Royal Park - Hendon - Albert Park	2006	1080
Seaton - Grange	2006	1083
West Lakes	2006	1170
Woodville - Cheltenham	2006	1018
Dry Creek - South	2006	0
Largs Bay - Semaphore	2006	1083
North Haven	2006	1083
Port Adelaide	2006	997
The Parks	2006	1083
Torrens Island	2006	0
Adelaide Airport	2006	0
Fulham	2006	1170
Lockleys	2006	1200
Plympton	2006	1100
Richmond (SA)	2006	1192
West Beach	2006	1200
Barossa - Angaston	2006	1001
Light	2006	900
Lyndoch	2006	1083
Mallala	2006	780
Nuriootpa	2006	1083
Tanunda	2006	1083
Clare	2006	867
Gilbert Valley	2006	780
Goyder	2006	600
Wakefield - Barunga West	2006	628
Jamestown	2006	600
Peterborough - Mount Remarkable	2006	498
Port Pirie	2006	650
Port Pirie Region	2006	650
Kadina	2006	780
Moonta	2006	757
Wallaroo	2006	650
Yorke Peninsula - North	2006	650
Yorke Peninsula - South	2006	693
Ceduna	2006	800
Eyre Peninsula	2006	802
Kimba - Cleve - Franklin Harbour	2006	650
Le Hunte - Elliston	2006	650
Port Lincoln	2006	1000
West Coast (SA)	2006	758
Western	2006	0
Whyalla	2006	737
Whyalla - North	2006	0
APY Lands	2006	0
Coober Pedy	2006	477
Quorn - Lake Gilles	2006	650
Outback	2006	400
Port Augusta	2006	700
Roxby Downs	2006	1300
Goolwa - Port Elliot	2006	867
Kangaroo Island	2006	780
Strathalbyn	2006	1083
Strathalbyn Region	2006	1068
Victor Harbor	2006	975
Yankalilla	2006	867
Grant	2006	953
Kingston - Robe	2006	850
Millicent	2006	780
Naracoorte	2006	780
Naracoorte Region	2006	867
Penola	2006	650
Tatiara	2006	774
Wattle Range	2006	802
Mount Gambier - East	2006	951
Mount Gambier - West	2006	910
Barmera	2006	867
Berri	2006	867
Karoonda - Lameroo	2006	542
Loxton	2006	808
Loxton Region	2006	800
Mannum	2006	693
Murray Bridge	2006	823
Murray Bridge Region	2006	867
Renmark	2006	780
Renmark Region	2006	867
The Coorong	2006	650
Waikerie	2006	737
Migratory - Offshore - Shipping (SA)	2006	0
No usual address (SA)	2006	0
Augusta	2006	1166
Busselton	2006	1196
Busselton Region	2006	1329
Margaret River	2006	1300
Australind - Leschenault	2006	1200
Capel	2006	1100
College Grove - Carey Park	2006	1083
Collie	2006	867
Dardanup	2006	1170
Davenport	2006	0
Eaton - Pelican Point	2006	1200
Harvey	2006	1083
East Bunbury - Glen Iris	2006	1083
Waroona	2006	1083
Dalyellup	2006	1456
Gelorup - Stratham	2006	1300
South Bunbury - Bunbury	2006	1185
Withers - Usher	2006	1000
Bridgetown - Boyup Brook	2006	867
Donnybrook - Balingup	2006	1051
Manjimup	2006	867
Pemberton	2006	867
Dawesville - Bouvard	2006	1300
Falcon - Wannanup	2006	1200
Greenfields	2006	1029
Halls Head - Erskine	2006	1302
Mandurah	2006	997
Mandurah - East	2006	1300
Mandurah - North	2006	1378
Mandurah - South	2006	1083
Pinjarra	2006	1083
City Beach	2006	2167
Claremont (WA)	2006	1813
Cottesloe	2006	2167
Floreat	2006	1950
Mosman Park - Peppermint Grove	2006	2000
Nedlands - Dalkeith - Crawley	2006	2167
Swanbourne - Mount Claremont	2006	2000
Kings Park (WA)	2006	0
Mount Hawthorn - Leederville	2006	1549
Mount Lawley - Inglewood	2006	1518
North Perth	2006	1628
Perth City	2006	1618
Subiaco - Shenton Park	2006	1770
Wembley - West Leederville - Glendalough	2006	1400
Bassendean - Eden Hill - Ashfield	2006	1100
Bayswater - Embleton - Bedford	2006	1300
Maylands	2006	1298
Morley	2006	1100
Noranda	2006	1300
Chidlow	2006	1179
Glen Forrest - Darlington	2006	1300
Helena Valley - Koongamia	2006	1127
Malmalling - Reservoir	2006	0
Mundaring	2006	1213
Swan View - Greenmount - Midvale	2006	1083
Avon Valley National Park	2006	0
Ballajura	2006	1127
Beechboro	2006	1148
Bullsbrook	2006	1257
Ellenbrook	2006	1408
Gidgegannup	2006	1408
Hazelmere - Guildford	2006	1200
Lockridge - Kiara	2006	1083
Malaga	2006	0
Melaleuca - Lexia	2006	0
Middle Swan - Herne Hill	2006	1083
Midland - Guildford	2006	1083
Stratton - Jane Brook	2006	1200
The Vines	2006	1517
Walyunga National Park	2006	0
Craigie - Beldon	2006	1083
Currambine - Kinross	2006	1365
Duncraig	2006	1300
Greenwood - Warwick	2006	1192
Heathridge - Connolly	2006	1192
Hillarys	2006	1500
Iluka - Burns Beach	2006	1733
Joondalup - Edgewater	2006	1257
Kingsley	2006	1200
Mullaloo - Kallaroo	2006	1400
Ocean Reef	2006	1500
Padbury	2006	1118
Sorrento - Marmion	2006	1517
Woodvale	2006	1300
Balcatta - Hamersley	2006	1192
Balga - Mirrabooka	2006	910
Dianella	2006	1300
Herdsman	2006	0
Innaloo - Doubleview	2006	1517
Karrinyup - Gwelup - Carine	2006	1500
Nollamara - Westminster	2006	1105
Osborne Park Industrial	2006	0
Scarborough	2006	1400
Stirling - Osborne Park	2006	1300
Trigg - North Beach - Watermans Bay	2006	1600
Tuart Hill - Joondanna	2006	1224
Wembley Downs - Churchlands - Woodlands	2006	1517
Yokine - Coolbinia - Menora	2006	1300
Alexander Heights - Koondoola	2006	1083
Butler - Merriwa - Ridgewood	2006	1343
Carramar	2006	1400
Clarkson	2006	1200
Girrawheen	2006	867
Madeley - Darch - Landsdale	2006	1517
Marangaroo	2006	1083
Mindarie - Quinns Rocks - Jindalee	2006	1500
Neerabup National Park	2006	0
Tapping - Ashby - Sinagra	2006	1600
Wanneroo	2006	1300
Alkimos - Eglinton	2006	0
Carabooda - Pinjar	2006	1450
Two Rocks	2006	1170
Yanchep	2006	1160
Armadale - Wungong - Brookdale	2006	867
Ashendon - Lesley	2006	0
Camillo - Champion Lakes	2006	867
Forrestdale - Harrisdale - Piara Waters	2006	1100
Kelmscott	2006	1018
Mount Nasura - Mount Richon - Bedfordale	2006	1250
