SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
801041040,33,139,93,1070,14,1354,0,0,0,3,0,4,220,3,5,3,3,235,126,13,3,28,3,174,17,20,12,6,0,55,152,104,74,543,10,883,54,0,0,0,0,54,4,0,0,9,0,19,20,13,13,67,0,114,15,3,0,4,0,22,5,3,7,0,0,14,95,7,0,0,0,99,26,20,18,198,6,269,59,22,4,59,9,151,23,0,0,0,0,24,8,3,0,0,0,10,18,4,0,9,3,32,9,4,0,5,0,21,3,0,0,0,0,8,12,9,6,4,0,27,17,4,0,4,3,31,3,0,0,4,0,9,42,22,13,140,3,221,12,0,0,3,0,16,18,0,0,0,0,24,14,4,0,0,0,17,43,0,4,0,3,47,3,0,0,0,0,3,91,0,0,3,8,101,3,0,0,11,0,14,288,35,13,24,17,383,44,6,0,31,165,239,1361,263,153,1678,234,3695,45,143
801041043,5,18,13,116,5,149,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,5,35,9,6,70,0,121,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,41,0,51,3,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,4,20,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,3,3,0,0,15,0,0,0,8,18,31,64,25,19,201,26,338,0,17
801041044,7,15,13,149,0,180,0,0,0,0,0,0,31,0,5,3,3,42,24,3,0,6,3,37,0,4,0,0,0,5,26,9,11,97,0,146,6,3,0,0,0,9,0,0,0,0,0,3,0,3,0,13,0,19,9,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,14,8,0,0,26,0,33,3,3,0,3,0,5,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,19,7,0,4,0,30,0,0,0,3,19,26,156,27,22,227,32,464,44,165
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
801041046,68,413,278,2862,59,3674,0,4,0,27,0,32,257,16,15,13,3,309,155,16,16,21,6,213,54,44,16,38,0,157,450,308,199,1450,45,2454,92,3,11,3,5,109,12,0,3,20,0,39,73,35,29,187,4,329,51,13,0,22,0,92,33,8,3,12,0,52,150,0,7,0,0,164,64,55,54,619,14,806,137,46,30,116,5,336,21,0,0,0,5,28,9,9,0,7,0,19,15,0,0,6,0,19,16,10,4,14,0,43,24,0,4,3,0,30,36,15,13,0,0,62,56,15,11,20,7,101,7,0,0,0,0,8,123,71,51,431,21,701,45,7,0,14,0,68,26,3,0,3,0,34,30,4,4,11,3,51,87,0,0,3,4,96,9,0,0,0,0,9,110,0,3,0,12,125,27,10,9,20,0,61,594,101,64,75,22,855,83,8,6,130,502,733,2535,725,488,4536,659,8941,72,391
801041047,64,264,205,2103,48,2687,3,0,0,0,4,10,316,0,17,10,4,351,168,36,11,35,7,247,45,16,10,31,0,106,455,185,159,1072,32,1895,50,0,6,0,0,59,10,3,0,17,0,25,79,29,11,135,3,266,68,13,9,32,11,132,19,0,0,4,0,24,155,5,3,5,4,173,74,39,38,466,10,622,181,43,29,119,3,371,25,0,0,0,0,21,7,0,0,5,0,14,39,10,0,3,0,54,12,7,3,8,0,38,3,0,3,0,0,4,33,9,5,10,0,63,51,0,3,13,3,76,6,0,0,3,0,6,118,32,27,285,0,466,37,6,3,0,0,47,10,4,0,3,0,15,26,0,6,4,0,32,77,3,0,0,0,82,0,3,0,0,0,4,122,0,3,0,3,129,16,4,0,25,0,47,472,39,46,40,5,611,57,0,3,68,163,297,2465,468,351,3428,277,6992,51,262
801041048,50,215,197,1595,27,2088,0,0,0,14,0,16,319,6,12,11,9,357,95,20,0,12,0,124,34,12,11,23,0,84,282,163,118,849,24,1434,62,3,12,0,0,78,5,3,3,4,0,16,43,13,13,92,0,169,45,19,0,10,0,72,9,0,0,0,0,11,160,5,0,0,3,168,48,19,32,380,6,490,110,18,15,86,0,231,46,0,0,0,0,50,8,0,0,8,0,13,44,0,0,3,0,46,7,3,4,7,0,13,8,0,0,0,0,12,6,4,5,0,0,19,33,7,0,13,0,56,10,0,0,3,0,16,65,36,29,235,5,380,49,3,0,6,0,62,10,5,8,0,0,22,14,0,5,3,0,23,70,0,5,0,3,80,4,0,0,0,0,4,181,0,0,0,0,178,9,0,4,10,3,21,440,47,57,46,17,615,61,3,3,51,213,339,2105,381,305,2608,299,5707,51,169
801041116,0,3,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,15,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,8,60,69,334,6,485,0,0,0,0,0,0,421,3,8,9,14,452,0,0,0,0,0,0,8,7,0,11,0,27,74,44,50,171,3,336,14,0,0,0,0,14,5,0,0,3,0,13,19,6,8,42,0,72,0,0,0,6,0,6,4,0,5,0,0,11,82,0,0,0,3,81,13,18,19,110,3,165,6,3,5,18,0,38,44,0,0,0,0,40,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,20,8,0,3,3,0,16,7,0,0,0,0,7,11,9,12,81,0,122,0,0,0,3,0,7,13,0,0,0,0,13,3,0,0,0,0,3,26,0,0,0,0,27,4,0,0,0,0,3,17,0,0,0,0,15,4,0,0,4,0,15,270,19,8,19,3,326,3,0,0,0,71,70,966,104,112,526,95,1805,8,59
801051050,34,264,202,1443,50,1991,0,0,0,21,0,18,52,3,3,8,0,71,39,3,0,5,0,44,63,25,16,13,3,114,337,192,131,862,31,1552,14,0,0,0,0,19,22,4,3,12,0,35,86,19,15,126,3,245,36,4,4,22,3,70,21,7,0,11,0,36,34,0,0,0,0,36,76,57,22,499,17,675,70,21,12,39,0,143,9,0,0,0,0,9,3,3,0,0,0,5,10,0,0,0,0,6,7,0,6,6,0,25,5,0,3,5,0,15,39,10,9,5,6,65,31,10,4,6,0,47,16,0,7,4,0,25,84,58,46,318,8,514,14,4,0,5,0,24,18,0,0,0,0,22,12,3,0,0,3,16,7,5,0,0,0,10,0,0,0,0,0,0,55,0,0,0,4,57,13,7,4,18,0,45,268,41,41,48,18,419,39,4,9,60,206,311,1239,436,318,2514,307,4814,39,240
801051051,29,138,107,738,9,1020,0,0,0,10,0,10,296,4,3,9,3,309,22,0,0,0,0,24,26,14,6,19,0,59,228,115,85,507,19,959,18,0,3,0,0,24,4,3,3,5,0,18,41,19,13,69,3,137,28,3,0,8,0,46,8,3,0,4,0,12,38,3,3,0,0,47,52,31,19,263,10,374,29,16,9,23,0,79,17,0,0,0,0,21,6,3,0,4,0,10,0,0,0,0,0,3,8,6,0,4,0,12,0,0,0,0,0,3,18,0,4,0,0,25,30,4,3,12,0,46,8,0,0,0,0,13,53,27,27,181,3,299,17,0,0,0,0,19,3,0,0,0,0,8,4,0,0,3,0,6,17,0,0,0,0,15,6,0,0,0,0,6,71,0,3,0,0,69,8,3,4,13,0,33,347,24,33,37,4,444,20,3,0,23,491,546,1258,250,192,1339,537,3573,37,147
801051053,4,26,17,112,0,155,0,0,0,0,0,0,67,0,0,0,0,70,3,0,0,0,0,3,5,0,0,0,0,9,44,14,9,88,0,152,0,0,0,0,0,3,0,0,0,0,0,4,8,4,0,14,0,31,3,0,0,4,0,6,0,0,0,0,0,0,10,0,0,0,0,10,8,5,3,37,0,52,3,3,0,4,0,12,16,0,0,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,17,6,4,38,0,63,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,7,68,4,3,8,3,80,0,0,0,0,192,197,244,41,21,220,196,719,11,63
801051054,5,90,68,554,19,735,0,0,0,5,0,12,74,0,4,4,3,89,14,0,0,0,0,13,22,5,7,4,0,40,120,79,41,338,3,582,12,0,0,0,0,13,9,0,0,4,0,13,29,6,3,38,0,81,22,3,0,0,0,32,4,0,0,0,0,9,16,3,0,0,0,21,30,21,11,212,0,273,32,7,5,14,3,65,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,11,7,0,0,3,0,9,3,0,4,0,0,4,7,3,7,0,0,18,15,8,0,0,0,26,8,0,0,0,0,15,38,18,13,111,3,176,9,0,0,0,0,12,3,0,0,0,0,3,11,0,0,3,0,10,10,0,0,0,0,10,3,0,0,0,0,3,23,0,0,0,0,19,4,0,0,9,0,19,123,15,12,15,0,167,3,3,7,26,109,147,568,156,101,987,139,1947,23,82
801051055,28,161,126,927,29,1276,0,0,5,11,0,15,117,4,3,0,3,132,23,3,3,0,0,25,24,10,7,11,0,53,237,133,102,511,17,1002,20,0,3,0,0,25,10,6,3,14,0,30,51,13,3,72,3,151,69,6,0,11,0,91,10,5,0,0,0,20,29,3,4,0,0,40,43,42,26,317,10,432,62,16,9,31,9,123,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,4,4,0,3,0,0,9,21,6,7,11,0,45,26,6,0,13,0,44,7,0,0,0,0,12,82,32,16,213,5,343,14,0,0,0,0,18,3,0,0,0,0,3,15,4,0,4,0,22,7,0,0,0,0,9,3,0,0,0,0,3,40,0,0,0,0,40,8,6,0,10,0,27,201,27,25,38,9,303,31,0,3,33,175,238,1023,269,209,1619,245,3373,21,167
801051056,14,145,101,952,36,1249,0,0,3,9,0,9,54,0,6,3,0,64,15,3,3,8,0,22,22,12,10,9,0,48,221,102,86,514,18,934,8,0,0,0,0,8,3,3,3,4,0,17,60,12,11,71,0,144,56,6,0,3,7,70,7,3,3,0,0,12,18,0,0,0,0,20,46,29,35,322,8,432,38,11,0,32,0,80,14,0,3,4,0,22,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,9,4,0,23,32,0,0,0,0,37,8,0,0,0,0,11,52,26,25,190,8,302,4,0,0,0,0,4,7,3,0,0,0,13,5,0,0,0,0,9,3,0,0,3,4,13,0,0,0,0,0,0,12,0,0,0,0,16,8,0,0,8,0,15,194,19,27,19,0,264,14,4,8,37,60,126,797,218,195,1548,120,2883,15,147
801051057,27,197,145,1093,33,1503,0,0,0,7,0,7,137,9,8,8,5,168,85,3,3,19,0,103,38,13,7,10,0,72,285,151,109,742,33,1315,9,0,3,0,0,12,13,3,3,12,0,36,57,8,16,84,4,173,45,5,3,7,0,67,15,8,0,3,0,29,70,0,4,0,0,78,74,36,35,431,11,584,78,18,7,34,0,131,18,0,0,0,0,23,3,0,0,0,0,3,5,3,0,3,0,11,6,0,3,0,0,14,3,0,0,3,0,4,23,11,4,0,0,41,47,0,0,8,0,56,13,0,7,8,3,20,76,42,29,235,3,392,33,3,3,0,0,33,3,3,0,0,0,10,9,0,0,0,0,12,14,0,0,3,0,17,0,0,0,0,0,0,52,3,0,0,6,56,20,4,7,25,0,49,294,43,27,51,13,423,31,7,0,25,322,382,1333,339,240,2000,413,4322,23,191
801051058,25,268,180,1400,50,1930,0,0,0,5,0,10,112,14,9,22,3,155,23,0,0,0,0,24,49,20,10,17,0,98,365,206,138,802,32,1544,13,0,3,4,0,21,21,3,3,14,0,49,105,25,21,106,3,257,27,4,3,9,0,47,18,3,4,0,0,22,34,4,9,0,3,47,74,53,38,505,11,682,69,12,19,52,3,145,19,0,0,0,0,19,3,0,0,4,0,5,9,0,0,0,0,8,10,0,6,6,0,23,7,0,4,0,0,13,24,6,8,3,0,42,59,6,3,8,4,86,19,3,3,3,0,30,101,53,45,308,3,504,8,0,4,0,0,15,20,5,0,0,0,24,5,0,0,0,0,4,14,0,0,0,0,18,0,0,0,0,0,0,32,0,0,0,3,33,12,0,0,25,0,38,353,37,48,64,8,524,15,13,8,50,249,339,1347,446,324,2438,355,4908,46,257
801051060,26,129,104,718,19,989,0,0,0,7,0,8,160,8,3,5,0,179,23,9,0,11,0,42,15,12,9,16,0,53,190,109,89,470,11,873,30,0,0,0,0,30,10,0,0,8,0,16,45,12,17,64,0,135,13,3,0,5,0,24,8,4,0,3,0,11,40,0,0,0,0,39,51,24,18,289,5,387,39,10,3,28,0,83,23,0,0,0,0,25,0,0,0,5,0,8,3,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,4,26,0,0,0,0,27,29,9,0,7,0,47,22,3,0,3,0,27,55,31,25,177,3,288,7,0,0,0,0,7,4,0,0,0,0,7,8,0,3,0,0,14,10,0,0,0,0,10,4,0,0,0,0,8,38,0,0,0,0,41,9,3,0,11,4,26,264,18,16,36,4,345,16,8,0,9,239,278,998,235,179,1317,276,3005,20,137
801051061,22,229,153,1224,35,1663,0,0,0,8,0,8,96,9,5,4,0,115,12,4,3,0,0,23,43,17,13,18,0,98,280,168,111,739,22,1320,16,0,4,0,0,23,10,3,0,6,0,12,66,20,21,101,3,205,36,5,0,12,0,61,16,0,3,3,0,26,56,0,0,3,0,55,78,41,27,421,7,570,74,20,10,47,3,149,71,3,0,0,4,81,5,0,0,3,0,7,0,0,0,0,0,0,10,0,4,0,0,20,3,3,0,0,0,3,33,8,4,0,0,41,29,6,5,9,0,53,7,0,3,0,0,12,68,45,37,246,3,401,13,4,0,4,0,22,13,0,5,0,0,14,11,4,5,0,0,18,16,0,0,0,0,14,0,0,0,0,0,4,44,0,0,0,0,48,11,7,3,14,0,36,254,61,34,40,10,396,19,9,4,25,171,226,1206,385,264,2096,242,4190,22,262
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
