SA2_MAINCODE_2016,C16_85o_SOL_SE_To,C16_85o_LPE_NS,C16_85o_Tot,C16_Tot_SEO,C16_To_SOL_SE_Vw_w,C16_To_SOL_SE_Nw_Na,C16_To_SOL_SE_P_E_n,C16_Tot_SOL_SE_Tot,C16_Tot_LPE_NS,C16_T_T
318021475,3,21,90,5236,431,47,3,478,814,6533
318021476,6,4,130,6737,495,84,9,590,405,7731
318021477,6,3,93,3426,288,64,7,356,255,4038
318021478,12,8,59,4265,430,69,9,506,379,5149
318021479,5,5,113,3940,375,35,6,416,299,4656
318021480,0,4,49,9353,401,51,8,463,813,10630
318021481,12,10,174,6827,459,82,13,561,430,7813
318021482,10,5,98,13717,878,94,22,992,848,15554
318021483,4,6,33,1939,121,9,0,138,263,2335
318021484,0,3,43,8105,617,71,3,688,469,9260
318021485,10,15,204,3088,303,52,7,363,166,3620
318021486,4,0,33,5639,153,18,7,176,546,6358
318021487,8,3,38,5579,541,80,8,622,358,6556
318021488,3,6,79,4290,307,29,7,340,581,5211
318021489,0,0,20,3892,124,11,3,137,274,4296
318021490,14,10,91,7056,866,86,11,971,1029,9059
318021491,0,5,69,4588,180,19,0,200,1305,6099
319011492,6,55,182,4674,206,40,9,256,293,5229
319011493,16,24,291,15139,690,76,3,773,685,16593
319011494,3,0,49,4321,123,21,5,143,235,4708
319011495,8,22,128,4796,571,158,5,736,589,6116
319011496,7,3,115,4894,248,45,0,290,284,5475
319011497,3,38,236,6271,272,99,3,372,573,7221
319011498,6,14,88,7725,203,63,6,266,878,8866
319011499,11,24,160,8695,241,28,3,272,866,9835
319011500,8,42,419,6578,239,49,5,299,534,7415
319011501,11,14,252,5106,205,31,3,247,259,5611
319011502,18,31,347,9587,365,79,11,463,652,10696
319021503,3,16,178,5578,322,102,4,436,647,6658
319021504,6,12,91,4505,169,21,3,191,421,5117
319021505,26,18,268,9353,347,47,3,402,534,10289
319021506,4,11,227,8575,262,17,3,279,718,9566
319021507,0,4,55,3593,72,9,0,84,253,3924
319021508,0,23,111,3227,96,7,0,107,495,3827
319021509,3,18,169,8627,206,15,3,223,822,9678
319021510,0,0,0,10,0,0,0,0,0,10
319031511,9,14,130,5521,156,14,5,174,571,6263
319031512,12,165,489,12646,374,67,15,454,1119,14220
319031513,5,13,183,6124,186,23,3,208,413,6746
319031514,6,13,192,16663,430,35,9,477,1427,18564
319031515,0,4,38,3305,66,5,0,69,312,3691
319041516,5,3,42,4181,130,13,3,143,273,4602
319041517,3,3,37,4381,198,7,3,210,232,4813
319041518,29,58,468,12127,820,88,15,916,910,13948
319041519,5,42,181,5090,189,19,0,203,401,5699
319041520,35,75,582,13158,541,62,9,605,1236,14999
319041521,11,16,243,11309,452,31,10,494,805,12612
319051522,7,19,142,8479,231,23,4,258,831,9572
319051523,5,7,72,2903,51,8,0,53,249,3211
319051524,12,57,611,16085,397,38,3,437,1717,18238
319051525,4,8,92,7388,159,11,3,171,832,8395
319051526,0,3,83,5028,133,19,4,152,299,5476
397979799,0,0,4,110,20,0,0,20,22,150
399999499,8,10,44,8697,1060,255,22,1328,2483,12510
401011001,34,14,129,6729,5608,998,44,6651,1729,15115
401011002,20,24,247,4909,1264,127,11,1409,635,6950
401021003,10,3,91,6286,200,15,3,217,322,6830
401021004,18,17,281,15768,921,72,8,1002,700,17465
401021005,13,12,198,4017,190,21,3,218,232,4465
401021006,11,8,217,8205,316,55,3,375,445,9020
401021007,12,31,336,15732,799,50,6,860,770,17365
401021008,0,4,62,5744,169,10,0,187,355,6284
401021009,0,3,26,4663,150,9,0,163,222,5042
401021010,14,3,77,4590,554,38,3,595,233,5414
401031011,135,22,571,13103,4143,666,25,4840,572,18514
401031012,30,7,294,6903,2097,255,15,2365,343,9608
401031013,78,95,797,11622,3070,410,22,3501,662,15790
401041014,39,3,102,6692,2051,232,21,2310,147,9152
401041015,327,36,795,11531,6251,1171,72,7488,693,19718
401041016,288,30,786,13191,6531,1190,74,7798,664,21653
401051017,68,35,266,7131,1954,307,26,2286,643,10066
401051018,226,31,700,7850,3309,700,52,4058,432,12342
401051019,133,14,346,9358,2653,442,25,3119,473,12956
401061020,27,9,139,4412,1230,190,25,1441,221,6075
401061021,130,22,338,9833,3317,624,36,3978,634,14445
401061022,47,19,309,5547,1413,211,23,1647,361,7550
401071023,121,25,548,13406,2857,482,35,3372,803,17582
401071024,186,70,1086,15282,3451,571,32,4049,803,20135
402011025,3,10,100,8538,257,20,0,285,382,9203
402011026,35,65,605,17802,859,112,3,979,1024,19803
402011027,4,11,48,4974,257,53,6,322,345,5633
402021028,9,37,233,15856,1284,245,26,1557,705,18118
402021029,18,11,142,14164,1684,496,39,2219,1270,17658
402021030,31,35,321,7339,1243,843,35,2125,915,10376
402021031,28,20,331,10396,1186,468,36,1691,821,12911
402021032,14,5,49,10141,1119,249,18,1390,603,12130
402021033,0,3,32,2235,137,12,0,143,138,2514
402021034,27,19,241,9979,1029,281,33,1338,917,12232
402021035,27,3,71,2684,806,414,19,1247,293,4217
402031036,167,49,689,11853,7509,2455,97,10065,1259,23179
402031037,118,54,440,14926,6437,1244,107,7788,1874,24592
402031038,139,25,488,12219,6029,1131,75,7236,829,20288
402041039,0,0,0,0,0,0,0,0,0,0
402041040,72,27,388,10728,2946,566,42,3556,551,14837
402041041,39,7,203,10815,2603,541,42,3191,583,14587
402041042,0,0,0,23,76,3,3,82,0,105
402041043,54,8,208,9698,4940,1613,62,6620,623,16945
402041044,16,0,64,11691,3188,1132,45,4374,682,16750
402041046,108,40,443,10735,4079,1787,74,5943,932,17605
402041047,65,31,359,14080,2133,592,25,2749,710,17533
402041048,58,8,196,11952,2939,1326,54,4322,930,17205
402041171,24,32,98,7634,4291,781,41,5109,592,13331
402041172,37,15,130,4563,2109,665,28,2803,375,7731
402051049,12,63,159,8938,897,85,6,995,409,10342
402051050,13,7,57,8167,510,46,9,566,255,8988
402051051,38,3,143,8258,1740,185,20,1938,282,10473
402051052,109,50,871,12150,3087,530,28,3637,640,16428
402051053,29,11,235,16084,1956,307,21,2293,522,18899
402051054,12,9,153,14528,856,86,14,956,566,16053
402051055,129,29,435,10672,1083,232,14,1323,429,12429
403011056,39,56,754,12113,961,134,14,1107,607,13826
403011057,116,76,877,16380,1985,289,15,2288,1200,19873
403021058,66,20,341,9343,2876,610,47,3529,633,13505
403021059,27,3,153,10497,1436,171,9,1613,290,12395
403021060,36,9,196,7722,1097,130,10,1228,321,9277
403021061,80,35,562,10362,3378,703,46,4121,663,15151
403021062,77,106,779,11511,2055,407,27,2491,654,14657
403021063,23,7,136,8684,1041,119,8,1172,259,10116
403021064,104,31,645,11238,2317,649,24,2994,739,14970
403031065,14,31,195,4124,280,13,0,299,181,4603
403031066,26,11,240,5587,1373,185,7,1565,278,7433
403031067,14,19,237,10795,773,67,13,847,352,11996
403031068,76,27,663,12580,2217,331,18,2567,452,15603
403031069,49,27,536,13131,1864,267,18,2155,554,15837
403031070,64,28,347,5533,1828,306,17,2157,377,8068
403041071,26,13,262,10290,985,99,11,1094,280,11657
403041072,20,13,233,13713,526,44,12,582,1085,15379
403041073,21,17,184,7923,660,90,11,761,653,9336
403041074,22,131,337,8713,492,56,10,561,964,10238
403041075,3,3,19,2479,67,5,0,76,102,2655
403041076,3,0,34,3908,247,19,6,270,134,4310
403041077,24,3,174,8854,1162,129,10,1298,371,10525
403041078,11,4,166,5745,324,33,4,364,194,6310
403041079,15,13,134,6671,418,58,7,482,434,7587
403041080,21,10,290,12218,837,103,10,953,443,13615
403041081,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,18,0,0,0,0,6,29
403041083,18,8,216,5478,197,16,3,215,281,5975
403041084,31,76,325,11875,911,129,14,1055,660,13601
403041085,20,17,156,8161,711,137,16,867,512,9538
403041086,23,45,274,9048,662,97,12,769,341,10154
403041087,32,24,423,20064,1087,114,22,1224,1073,22361
403041088,0,0,50,3108,126,7,0,139,152,3393
403041089,20,7,207,10173,801,111,13,931,272,11376
404011090,64,24,250,5306,1771,293,21,2080,386,7766
404011091,174,31,491,9137,4007,756,64,4824,504,14463
404011092,85,9,327,11052,2820,342,32,3190,595,14843
404011093,295,22,488,10962,4510,1219,54,5781,885,17624
404011094,84,18,217,4046,1198,301,22,1521,302,5870
404011095,244,34,747,11630,3308,621,50,3976,672,16282
404011096,70,34,563,11647,1765,259,22,2045,668,14363
404011097,191,18,474,9803,5302,1525,70,6903,780,17482
404021098,0,0,0,0,0,0,0,0,0,0
404021099,66,56,442,12532,1137,165,15,1315,637,14491
404021100,36,24,360,12546,965,126,11,1101,595,14249
404021101,105,13,244,7409,2080,676,35,2799,586,10787
404021102,252,55,538,6916,7499,2905,111,10511,1019,18446
404021103,0,0,0,5,0,0,0,0,0,5
404031104,0,0,0,0,0,0,0,0,0,0
404031105,56,11,185,2056,458,81,6,548,101,2702
404031106,123,21,451,8191,3469,564,49,4084,436,12710
404031107,164,205,1010,15689,6171,1087,72,7332,1218,24236
404031108,175,26,386,9833,4647,1113,77,5829,803,16465
404031109,26,8,178,4018,688,61,13,756,187,4964
405011110,3,14,86,5652,135,6,6,143,310,6111
405011111,11,7,133,8357,180,14,3,194,413,8963
405011112,3,3,85,5689,108,10,0,117,354,6158
405011113,4,8,42,2855,81,21,0,100,217,3168
405011114,19,13,228,6132,140,10,4,156,263,6550
405011115,13,37,231,4143,141,10,7,150,250,4546
405021116,4,6,152,3730,100,15,3,111,201,4047
405021117,7,3,120,4467,92,4,3,103,324,4893
405021118,3,5,91,3796,84,10,0,96,265,4161
405021119,3,45,306,8581,250,43,4,293,577,9448
405031120,3,8,144,4246,51,6,0,58,260,4563
405031121,0,30,184,4926,96,8,3,108,359,5393
405031122,30,33,421,12463,605,85,3,693,854,14007
405031123,0,0,75,3051,94,13,0,108,145,3302
405041124,4,40,153,4741,77,5,3,83,445,5274
405041125,5,15,174,4384,120,9,5,140,316,4839
405041126,4,57,115,3624,115,11,3,125,292,4039
405041127,7,46,312,6621,114,4,7,128,383,7125
405041128,0,12,148,3659,73,3,3,73,195,3930
406011129,3,18,55,2058,207,17,3,230,270,2556
406011130,9,21,166,5983,77,18,0,97,424,6499
406011131,0,25,142,3873,55,3,0,65,308,4247
406011132,0,3,57,2104,21,0,0,25,134,2267
406011133,17,45,393,13820,515,52,8,574,1295,15685
406011134,0,11,66,2888,212,40,0,252,395,3528
406011135,0,0,0,30,7,3,0,7,39,79
406011136,51,46,429,18891,1273,128,24,1425,1437,21751
406011137,0,0,0,0,0,0,0,0,0,0
406021138,9,3,18,292,1418,292,40,1752,229,2276
406021139,7,3,15,1059,376,54,13,439,262,1762
406021140,0,6,42,1867,79,3,0,82,186,2134
406021141,3,7,21,1959,195,7,4,208,469,2635
406021142,13,24,245,11245,581,74,7,662,1610,13515
406021143,0,0,3,3254,281,22,3,311,322,3888
407011144,24,36,537,10178,312,26,14,347,595,11126
407011145,4,17,123,4113,148,19,4,167,427,4702
407011146,8,12,215,6567,159,6,3,168,364,7096
407011147,11,0,61,6620,192,9,3,211,529,7362
407011148,26,84,788,13136,444,39,7,492,751,14378
407011149,10,10,146,5204,162,7,4,176,352,5732
407021150,5,15,91,4879,125,10,7,142,810,5834
407021151,0,16,109,3395,63,3,0,70,258,3724
407021152,10,65,201,4715,140,19,0,156,380,5251
407021154,16,14,197,4992,515,262,6,785,261,6038
407021155,0,3,31,2109,40,6,0,45,102,2254
407021156,0,3,71,2868,78,15,0,92,160,3117
407021157,3,56,198,5679,273,132,3,409,537,6620
407021158,3,0,55,2996,69,7,0,77,197,3269
407021173,30,20,344,13150,653,126,4,783,741,14671
407021174,38,41,374,12395,747,201,7,959,664,14017
407031159,30,10,190,5506,532,78,16,623,374,6504
407031160,12,37,143,3390,310,52,16,378,321,4088
407031161,3,6,102,2697,87,25,3,122,219,3029
407031162,9,25,206,4908,185,29,4,214,244,5366
407031163,0,0,20,1523,55,10,3,67,113,1705
407031164,8,21,156,5556,144,13,0,156,467,6183
407031165,26,33,478,14208,1435,608,20,2063,1289,17559
407031166,3,4,31,3271,119,8,0,125,242,3645
407031167,29,15,213,3592,531,183,14,728,315,4634
407031168,17,4,62,3915,476,109,11,599,324,4843
407031169,8,12,112,4830,209,9,3,223,335,5395
407031170,8,34,173,5648,251,59,4,313,649,6610
497979799,0,0,0,0,4,0,0,4,0,3
499999499,3,3,22,1933,291,76,14,379,547,2863
501011001,0,13,119,4778,190,15,4,205,448,5431
501011002,28,93,751,23338,1113,154,21,1286,1706,26334
501011003,3,4,100,8994,475,45,9,530,759,10280
501011004,3,5,109,7369,691,86,8,784,668,8830
501021005,11,17,155,15497,881,93,7,983,1106,17592
501021007,0,4,53,4683,131,24,0,160,355,5195
501021008,14,23,186,5304,523,73,12,604,840,6746
501021009,10,40,152,7789,258,38,7,299,708,8798
501021010,0,7,25,2897,62,4,4,69,188,3142
501021011,0,0,0,13,0,0,0,0,0,9
501021012,16,30,249,10304,650,93,8,752,699,11756
501021014,21,7,133,7307,754,123,3,889,765,8959
501021015,25,19,151,5801,653,105,5,764,432,6994
501021016,13,26,96,3453,216,30,9,249,440,4148
501021251,0,3,26,7389,1043,58,10,1114,489,8998
501021252,3,3,32,2753,123,3,8,136,118,3009
501021253,50,30,487,10107,1067,137,18,1224,822,12154
501021254,0,5,44,4318,367,40,13,414,413,5142
501031017,5,16,125,5688,187,13,5,205,468,6357
501031018,10,12,108,5090,202,61,5,268,514,5870
501031019,15,35,129,4777,303,36,8,344,423,5538
501031020,11,8,86,4347,190,30,6,229,461,5040
502011021,3,3,46,6305,338,22,9,365,419,7088
502011022,0,15,141,7851,380,40,6,429,500,8782
502011023,19,15,355,8757,526,42,13,583,517,9855
502011024,18,49,459,16333,1030,80,12,1123,1080,18529
502011025,14,71,354,7324,847,88,21,956,810,9090
502011026,3,4,93,5294,145,14,0,159,370,5821
502011027,13,46,367,15297,1394,135,30,1556,920,17782
502011028,28,28,399,8742,660,76,12,746,677,10171
502011029,13,23,205,8490,312,21,6,342,800,9628
503011030,18,18,266,5473,810,40,10,858,281,6609
503011031,23,34,399,6351,983,113,5,1102,694,8148
503011032,16,15,212,6372,502,22,3,529,470,7375
503011033,19,5,180,6744,819,60,12,894,265,7899
503011034,12,55,219,8262,1219,121,15,1355,774,10395
503011035,55,43,433,13214,4076,416,24,4520,797,18534
503011036,8,21,236,7306,886,61,4,947,420,8681
503021037,0,0,0,13,3,0,0,3,3,23
503021038,74,5,163,8369,1525,234,16,1777,560,10708
503021039,134,32,379,12355,2529,402,18,2953,1208,16517
503021040,145,29,261,6381,1539,339,20,1889,553,8821
503021041,99,37,304,15989,8937,1630,111,10679,4626,31293
503021042,46,39,415,12495,2469,315,30,2815,1159,16465
503021043,67,44,492,12179,3967,440,32,4431,1235,17849
504011044,65,29,334,11956,1978,335,29,2340,795,15092
504011045,127,76,676,16887,4042,759,45,4847,1219,22958
504011046,38,70,198,8053,3026,526,38,3589,1069,12714
504011047,122,47,424,12799,6181,1533,69,7781,1127,21712
504011048,73,19,178,5014,2193,406,35,2641,324,7979
504021049,3,3,27,2521,117,11,3,122,2071,4715
504021050,4,3,82,6340,383,18,7,414,304,7054
504021051,0,4,52,4712,343,32,3,380,222,5314
504021052,0,0,0,7,0,0,0,0,0,11
504021053,12,9,213,11585,516,45,10,578,708,12865
504021054,43,50,300,10060,1109,172,24,1305,706,12075
504031055,0,0,0,8,0,0,0,0,0,6
504031056,49,11,161,12480,4388,1128,58,5576,691,18745
504031057,27,10,123,10196,5177,1268,73,6524,1380,18097
504031058,0,3,32,4397,214,26,0,237,547,5185
504031059,10,129,267,27250,5859,775,75,6710,2154,36114
504031060,0,3,19,2396,148,8,0,150,191,2743
504031061,8,6,64,3466,424,38,7,464,251,4184
504031062,14,10,78,7126,2292,436,51,2779,673,10577
504031063,0,0,0,8,0,0,0,0,0,6
504031064,0,0,0,0,0,0,0,0,0,0
504031065,24,14,80,4206,709,115,4,834,373,5414
504031066,96,100,374,7475,1708,273,34,2014,1177,10674
504031067,4,0,35,5912,563,66,8,629,346,6886
504031068,4,7,48,8067,1247,105,12,1371,471,9904
504031069,0,0,0,0,0,0,0,0,0,0
505011070,15,6,112,8293,883,116,11,1011,498,9801
505011071,8,29,108,11612,1591,127,8,1728,464,13798
505011072,37,36,316,13170,1476,147,11,1644,458,15268
505011073,28,12,218,11273,1380,200,17,1603,476,13347
505011074,8,5,88,8805,936,136,12,1081,412,10306
505011075,11,6,123,9330,1081,73,6,1163,316,10808
505011076,3,0,26,7442,935,68,4,1011,192,8644
505011077,32,28,273,10565,2066,264,20,2353,683,13602
505011078,30,20,512,11424,1090,104,7,1198,437,13059
505011079,13,12,163,9663,912,50,7,964,542,11166
505011080,15,3,84,6690,812,70,12,887,266,7840
505011081,10,7,87,7023,784,83,14,875,290,8183
505011082,11,6,158,8451,768,56,5,832,344,9625
505011083,7,0,135,8145,863,84,3,949,181,9276
505021084,127,134,419,10054,3686,597,59,4341,972,15364
505021085,56,13,157,8661,7247,2498,146,9890,1498,20050
505021086,205,42,681,14783,6800,1411,96,8315,1032,24130
505021087,0,0,0,0,0,0,0,0,0,0
505021088,51,67,469,12625,2341,348,29,2719,1209,16559
505021089,55,64,472,17064,2205,199,16,2426,813,20304
505021090,106,20,240,8520,6270,1484,94,7842,1407,17770
505021091,3,0,3,8,0,3,0,4,0,8
505021092,16,17,219,12187,1870,155,18,2040,1192,15421
505021093,117,24,222,7971,4374,671,48,5095,680,13748
505021094,20,5,166,6593,549,50,12,612,324,7524
505021095,117,45,355,7298,3256,528,33,3821,776,11895
505021096,62,17,338,10854,2342,248,18,2611,485,13952
505021097,134,182,796,10752,3324,507,28,3867,1096,15714
505031098,25,3,86,6741,3337,1277,62,4675,565,11975
505031099,19,27,401,18526,2646,331,55,3038,1878,23439
505031100,3,5,42,12996,2521,309,31,2860,758,16616
505031101,0,3,30,9573,2298,316,21,2636,760,12971
505031102,30,0,70,4800,2508,960,42,3505,452,8759
505031103,32,40,174,16256,7090,1048,81,8213,935,25406
505031104,103,33,224,6029,3008,1017,36,4067,499,10592
505031105,10,70,184,15857,1857,116,22,1993,928,18775
505031106,0,0,0,8,0,0,0,0,0,7
505031107,3,3,104,10816,1757,202,14,1969,472,13260
505031108,43,48,417,20513,3443,516,47,4005,1107,25622
505031255,0,0,3,6321,904,77,15,993,632,7945
505031256,3,0,6,561,64,28,0,87,80,730
505031257,0,0,24,2588,127,13,0,139,268,2997
505031258,8,16,129,7494,588,52,12,644,723,8859
506011110,38,86,363,14477,2476,407,46,2930,1639,19045
506011111,0,0,0,10,0,0,0,0,3,15
506011112,0,22,50,4342,722,161,17,893,293,5532
506011113,9,3,36,11995,5837,774,53,6674,602,19259
506011114,27,74,224,8227,1212,194,20,1428,831,10480
506011115,13,8,110,6893,566,49,3,624,443,7954
506011116,7,0,59,6264,408,31,5,451,322,7033
506011117,9,3,60,7553,1848,319,22,2191,529,10270
506021118,57,52,356,9396,3025,516,48,3586,1346,14321
506021119,48,43,288,10833,3618,597,52,4266,1448,16551
506021120,0,0,0,4,0,0,0,0,0,4
506021121,0,0,0,0,0,0,0,0,28,28
506021122,88,51,458,14507,6919,1288,76,8288,2528,25321
506021123,46,9,174,9027,3722,582,32,4331,1118,14480
506031124,152,163,1018,10313,6818,1205,68,8095,1659,20062
506031125,12,0,53,6589,2662,441,20,3127,278,9993
506031126,0,0,0,0,0,0,0,0,0,0
506031127,57,12,179,6920,8334,1569,87,9992,1135,18048
506031128,69,14,316,9146,3335,766,29,4131,530,13803
506031129,50,89,415,8468,4003,525,29,4552,460,13486
506031130,0,0,0,9,0,0,0,0,10,19
506031131,40,11,229,10742,5993,997,41,7024,418,18187
506041132,39,16,181,10255,6110,1562,86,7747,870,18873
506041133,24,61,160,12238,7592,1476,58,9121,1714,23065
506041134,41,66,440,14177,3679,832,55,4571,1541,20285
506041135,9,11,88,12705,4822,806,49,5678,655,19038
506041136,70,25,289,8392,3507,892,57,4453,807,13650
506041137,48,20,269,15647,5315,1234,45,6594,920,23153
506051138,17,55,222,13903,3328,466,35,3826,937,18661
506051139,14,17,128,10336,996,127,9,1143,833,12308
506051140,40,32,323,13127,989,85,9,1082,681,14889
506051141,43,36,252,10104,807,75,17,900,588,11586
506061142,6,12,105,13255,1781,200,24,2010,851,16112
506061143,3,9,51,5653,323,36,3,366,326,6351
506061144,0,3,40,3582,142,13,4,158,674,4416
506071145,34,71,414,9997,2715,317,28,3060,956,14014
506071146,48,47,410,7698,2776,374,28,3187,567,11457
506071147,43,24,317,12259,2754,362,35,3153,1164,16576
507011148,24,5,107,13207,3136,518,33,3686,637,17533
507011150,0,0,0,4,0,0,0,0,5,6
507011151,0,0,0,0,0,0,0,0,0,0
507011152,35,8,100,6677,1505,192,19,1715,374,8768
507011153,10,4,113,6285,1168,164,17,1344,515,8147
507011154,80,81,312,7060,2050,367,43,2458,871,10387
507011155,0,0,0,12,0,0,0,0,4,14
507011158,0,3,11,1827,302,19,0,324,229,2388
507011159,21,23,201,8492,2024,316,20,2358,621,11468
507011160,105,107,332,6514,2377,454,25,2858,741,10107
507011161,17,22,131,10057,3352,645,46,4038,805,14904
507011163,6,4,50,5605,1241,161,12,1410,466,7479
507011259,12,4,44,6108,1478,190,17,1684,439,8228
507011260,4,0,16,2023,388,62,0,454,117,2593
507021164,30,62,170,6283,569,43,3,621,472,7376
507021165,151,64,373,11226,1626,320,20,1963,1651,14846
507021166,102,72,361,11008,2023,340,27,2398,968,14372
507021167,0,0,0,10,0,0,0,0,8,15
507031169,4,3,22,9126,3663,470,55,4185,703,14016
507031170,10,18,167,6117,810,96,12,921,628,7667
507031172,0,0,0,49,8,0,0,9,5,62
507031173,0,0,0,17,4,0,0,4,5,25
507031174,14,15,118,8493,1264,185,38,1482,989,10959
507031261,3,3,19,4008,836,98,11,939,1240,6184
507041175,47,38,328,8152,2174,220,14,2398,481,11034
507041176,9,14,97,2559,909,105,7,1024,127,3717
507041177,36,109,467,11534,1216,136,19,1367,782,13680
507041178,72,30,541,10642,2761,387,14,3158,652,14454
507041179,26,30,368,5212,2021,269,19,2312,219,7746
507041180,19,9,147,8404,1802,257,10,2071,260,10730
507041181,49,97,568,13728,1608,153,26,1792,763,16278
507041182,60,148,456,7994,3051,388,33,3469,788,12257
507041183,12,14,199,3913,551,98,19,667,295,4872
507041184,24,0,80,3761,1759,229,13,2006,141,5907
507051185,6,7,105,27298,2920,297,36,3249,2477,33028
507051186,7,19,216,7280,648,81,6,736,571,8591
507051187,17,9,180,11989,867,66,15,945,845,13777
507051188,37,63,494,12349,1337,200,21,1558,1523,15435
507051189,0,0,0,0,0,0,0,0,8,8
507051190,13,26,381,10226,600,59,7,667,617,11508
507051191,3,7,63,17568,945,62,22,1019,1018,19607
507051192,14,13,167,10571,1029,126,14,1164,720,12454
507051193,8,12,103,9261,583,59,4,653,789,10701
509011225,60,90,767,12208,1061,124,19,1204,843,14253
509011226,0,6,32,3077,114,5,0,117,242,3437
509011227,0,5,69,4393,186,17,0,205,239,4830
509011228,8,13,117,5069,219,21,6,251,531,5845
509011229,0,3,20,2439,105,9,0,114,333,2882
509011230,14,16,95,3185,477,341,10,823,548,4559
509011231,3,19,85,3640,134,12,5,152,422,4214
509011232,0,4,38,2963,104,3,0,107,556,3632
509011233,15,11,143,9147,585,84,10,680,603,10427
509011234,3,7,97,4293,232,67,14,308,484,5079
509011235,0,0,0,0,0,0,0,0,0,0
509021236,5,3,36,4822,187,15,3,204,442,5472
509021237,3,18,103,3480,186,16,5,199,421,4103
509021238,0,11,100,3591,96,5,3,102,287,3982
509021239,0,15,113,7117,430,133,3,566,744,8429
509021240,3,12,121,4388,270,51,3,321,377,5088
509021241,0,8,81,4054,261,11,0,270,445,4776
509021242,3,17,61,2725,94,3,0,98,357,3185
509021243,20,53,200,9080,514,61,11,585,1446,11112
509021244,4,0,35,3870,158,10,3,172,404,4439
509021245,0,17,118,4593,169,11,3,178,572,5350
509031246,4,30,95,3213,91,5,0,96,404,3717
509031247,0,12,58,3767,144,11,3,159,367,4297
509031248,4,0,19,2223,111,8,0,116,236,2577
509031249,14,20,132,3906,300,22,3,333,488,4725
509031250,3,9,104,4357,78,8,3,87,497,4938
510011262,4,14,44,10887,1209,122,28,1363,1744,13984
510011263,21,3,36,3730,2754,278,67,3096,882,7705
510011264,3,0,7,1445,999,123,60,1184,643,3270
510011265,3,4,19,5418,720,77,86,875,855,7155
510011266,0,0,11,1434,520,59,19,592,223,2245
510021267,3,0,4,3637,1439,130,30,1596,1424,6659
510021268,0,0,4,3298,541,40,7,586,688,4567
510021269,0,0,4,3334,433,35,6,471,554,4360
510021270,10,5,23,6489,1332,138,36,1501,1472,9471
510031271,3,0,7,9395,1428,77,19,1522,2109,13026
510031272,3,0,7,12023,1829,154,28,2011,1796,15828
510031273,3,0,7,3956,711,60,18,788,897,5643
511011274,5,29,247,10447,390,37,15,439,1223,12107
511011275,0,3,27,3152,160,7,9,175,533,3862
511021276,3,15,67,3695,549,150,8,710,754,5160
511021277,0,4,29,3641,244,12,0,256,430,4325
511031278,4,3,28,5612,516,36,13,572,904,7092
511031279,12,9,90,10575,1840,153,21,2019,1344,13937
511031280,4,0,28,7270,865,66,17,942,622,8839
511031281,0,0,0,0,0,0,0,0,6,9
511031282,0,0,12,3659,280,22,8,305,596,4563
511031283,6,0,15,2094,1394,316,136,1847,715,4661
511031284,0,0,0,0,0,0,0,0,0,0
511041285,30,40,431,9628,863,123,13,998,1162,11790
511041286,4,0,48,6540,387,67,10,458,972,7966
511041287,3,0,68,6816,370,32,10,404,470,7691
511041288,6,7,80,8359,947,103,7,1060,572,9983
511041289,3,8,85,3256,70,6,3,81,230,3569
511041290,0,3,12,2031,350,14,7,368,668,3069
511041291,3,4,58,3545,117,21,3,135,327,4007
511041292,3,12,83,5151,153,6,4,164,624,5941
597979799,0,0,3,309,55,3,0,60,72,434
599999499,3,3,23,3819,503,92,12,610,1527,5950
601011001,0,9,38,6514,114,5,0,124,649,7288
601011002,3,7,34,5081,77,13,0,87,275,5446
601011003,4,0,69,3992,170,18,3,198,149,4337
601021004,18,19,223,5321,306,42,10,362,256,5939
601021005,6,3,111,7199,202,16,3,225,232,7657
601021006,4,7,65,3012,103,13,0,116,99,3221
601021007,10,9,242,9408,538,38,9,588,397,10387
601021008,8,57,572,6583,319,31,4,363,343,7283
601021009,4,7,132,4171,189,69,0,261,268,4703
601021010,0,3,40,2322,69,11,0,79,696,3095
601021011,0,9,45,5520,151,33,8,195,396,6107
601021012,3,3,35,3930,86,3,0,93,182,4205
601031013,0,0,41,3674,147,15,4,160,153,3985
601031014,6,24,105,4890,200,64,8,276,361,5525
601031015,11,29,224,7052,230,30,7,266,429,7750
601031016,3,7,71,3522,289,70,3,360,272,4148
601031017,35,42,384,9026,961,329,26,1316,726,11063
601031018,9,47,151,4081,351,66,7,422,380,4879
601031019,22,8,112,3967,660,258,16,934,383,5284
601031020,7,8,136,6085,116,16,0,135,389,6605
601031021,21,6,62,2890,608,166,6,789,240,3919
601041022,24,14,237,9802,882,137,10,1031,477,11309
601041023,13,5,202,9281,524,59,8,585,424,10288
601041024,3,7,106,7156,261,17,4,285,271,7709
601041025,0,0,0,0,0,0,0,0,0,0
601041026,10,3,130,3188,218,20,4,248,143,3574
601051027,23,24,209,5852,1078,161,7,1248,700,7809
601051028,20,18,157,7083,719,101,9,824,412,8323
601051029,3,5,47,3584,762,109,10,876,191,4656
601051030,38,12,280,4869,665,132,9,804,361,6032
601051031,45,22,439,8374,2416,368,19,2805,592,11773
601051032,11,24,189,5176,543,53,4,593,319,6095
601051033,14,3,83,5020,510,63,10,574,270,5873
601061034,8,11,65,6899,156,12,3,166,469,7530
