SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
301021012,0,0,3,10,42,125,6,0,116,172,288,3273,3282,140,195,307,490,117,412,1811,1600,5646,5982,11627
301021013,3,0,7,19,87,314,3,15,269,435,697,3330,3360,142,241,426,638,202,878,1658,1544,5757,6662,12424
301021527,0,0,8,7,20,46,0,4,62,73,131,1675,1658,244,246,719,738,148,388,1172,905,3967,3939,7904
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6
301031015,0,0,6,5,22,103,3,3,64,136,201,1462,1490,106,96,349,395,78,298,938,857,2939,3130,6065
301031016,0,0,3,8,33,124,0,0,90,157,239,2309,2313,100,164,286,478,97,377,1441,1471,4233,4807,9041
301031017,0,0,0,0,0,18,0,0,7,23,34,736,754,50,53,125,153,15,91,708,578,1637,1632,3274
301031018,0,0,4,11,10,33,0,0,31,52,79,1705,1698,97,119,280,454,52,210,1273,1129,3413,3604,7016
301031019,0,0,0,5,3,16,3,0,13,22,36,2017,2013,76,100,148,259,26,97,803,807,3067,3281,6348
301031020,3,0,3,18,46,177,8,16,109,234,347,2456,2443,201,219,545,722,126,499,1884,1711,5218,5593,10808
301031021,4,3,3,16,52,219,12,3,142,269,413,2627,2639,215,245,513,772,155,611,2154,1946,5670,6212,11881
302011022,0,0,4,4,12,47,0,0,39,60,101,1450,1464,80,97,219,261,58,179,994,942,2799,2940,5735
302011023,0,0,4,5,18,95,0,0,58,111,169,2035,2065,52,61,148,223,48,262,897,830,3179,3438,6613
302011024,0,3,3,8,53,264,5,34,141,333,476,1966,1985,99,124,195,343,110,544,1114,1087,3491,4087,7575
302011025,4,0,6,9,18,84,3,5,70,115,187,1611,1610,98,132,288,375,88,292,1383,1400,3460,3810,7270
302011026,0,0,0,0,7,27,0,0,27,47,71,1704,1711,61,83,135,258,35,143,960,905,2889,3105,5997
302021027,3,0,5,18,41,197,3,20,154,282,437,2593,2638,107,134,374,538,119,565,1664,1512,4857,5384,10247
302021028,7,3,5,14,61,256,13,18,175,356,537,1430,1440,131,186,299,523,123,583,1662,1724,3652,4456,8105
302021029,0,0,0,0,19,54,0,3,51,67,120,1315,1324,52,73,152,229,55,206,922,796,2496,2629,5128
302021030,0,0,0,4,8,58,0,0,44,73,113,844,838,44,48,122,169,36,150,660,520,1701,1724,3428
302021031,3,0,3,7,32,138,8,15,87,184,266,2302,2326,147,173,414,578,89,324,2393,2373,5347,5776,11123
302021032,0,0,7,5,15,81,3,7,50,105,154,949,948,91,107,210,304,53,207,1291,1285,2598,2854,5454
302021033,3,0,0,3,24,110,3,3,77,142,222,1363,1377,68,77,169,290,76,294,996,940,2674,2979,5649
302021034,0,0,3,5,21,118,5,4,83,159,247,1896,1896,84,106,248,399,65,290,1343,1358,3626,4055,7681
302031035,3,0,0,6,21,71,7,3,71,91,162,1826,1821,87,122,260,377,79,308,1543,1146,3806,3770,7574
302031036,0,0,0,0,0,0,0,0,0,0,0,54,32,8,8,0,5,0,0,54,16,121,58,176
302031037,0,0,0,0,5,7,0,0,5,7,8,135,140,22,12,52,55,9,18,152,167,369,388,758
302031038,0,0,3,3,9,40,3,0,37,59,92,1148,1123,79,76,215,282,42,150,1222,1073,2704,2709,5418
302031039,0,0,7,0,21,150,0,63,63,232,291,1779,1780,130,142,286,366,57,344,1516,1396,3770,4029,7801
302031040,0,0,5,10,17,115,0,17,57,153,209,1818,1811,174,178,473,625,63,287,2699,2552,5233,5446,10680
302041041,0,0,0,3,26,65,0,3,68,86,148,3479,3504,191,230,423,689,101,399,2345,2124,6544,6946,13490
302041042,0,0,4,5,22,99,0,0,67,130,194,1816,1826,131,161,377,492,95,330,1240,1129,3660,3934,7594
302041043,0,0,8,9,9,48,3,0,33,67,100,592,589,67,83,199,222,39,170,564,504,1463,1561,3027
302041044,3,3,10,12,48,170,8,6,118,239,360,1281,1283,120,96,288,392,88,399,897,756,2674,2927,5599
302041045,3,0,11,14,41,180,3,11,133,235,361,2357,2392,152,198,335,651,109,562,1543,1632,4495,5440,9935
302041046,4,0,4,10,16,73,3,0,65,105,168,1388,1393,130,130,293,487,72,322,1710,1469,3598,3803,7403
303011047,0,0,4,5,32,97,0,4,69,119,189,2158,2180,77,109,257,377,60,249,1548,1584,4105,4499,8608
303011048,0,0,0,3,19,53,3,0,45,74,117,987,985,66,64,151,194,38,165,1028,956,2277,2364,4637
303011049,3,0,7,13,46,224,3,17,111,297,409,2006,1989,114,153,309,515,102,513,1664,1765,4195,4932,9128
303011050,0,0,0,3,13,42,0,3,36,68,100,1094,1130,63,115,154,352,41,187,1209,1150,2559,2932,5489
303011051,3,0,0,12,30,174,3,3,116,233,356,3762,3851,102,144,236,464,107,536,2034,1792,6239,6784,13023
303021052,3,0,5,9,12,53,5,8,52,82,133,1632,1600,112,140,357,445,67,205,2774,2638,4941,5025,9963
303021053,3,3,3,11,31,169,6,19,104,233,330,2769,2777,162,142,413,603,83,469,3064,3057,6489,7049,13534
303021054,3,0,3,6,13,24,3,0,26,34,62,667,665,60,64,142,154,37,85,1208,1074,2114,2042,4155
303021055,0,0,4,8,19,61,3,7,45,90,131,1426,1410,99,113,289,384,56,199,2065,1881,3928,3986,7912
303021056,3,3,0,9,17,132,0,12,62,184,241,1463,1475,82,107,201,386,73,277,1224,1198,3039,3439,6475
303021057,0,0,9,8,19,67,0,4,54,90,146,1239,1237,60,68,175,258,57,209,1003,926,2534,2685,5221
303021058,0,0,3,0,7,27,0,3,24,33,55,683,667,61,47,184,185,34,79,1667,1389,2627,2364,4994
303021059,0,0,3,3,12,116,0,9,72,165,238,1703,1732,96,111,281,385,59,320,1777,1633,3919,4177,8090
303031060,0,0,3,8,22,108,0,0,72,139,203,3316,3340,125,150,282,436,71,343,2398,2128,6189,6392,12585
303031061,0,0,0,0,12,41,0,0,43,54,99,1100,1113,46,49,116,188,39,154,1205,1146,2506,2660,5161
303031062,4,4,7,7,21,52,0,0,61,69,131,1841,1849,68,93,174,336,76,236,1150,1116,3306,3631,6932
303031063,0,0,4,16,28,151,7,10,94,201,293,2674,2690,160,201,403,681,100,497,2535,2297,5870,6363,12231
303031064,0,3,0,0,3,14,0,0,19,24,41,1510,1574,29,42,102,120,25,116,756,681,2422,2532,4954
303031065,0,3,6,12,44,210,7,8,115,263,382,1530,1554,103,106,236,329,103,470,1854,1750,3826,4208,8030
303031066,0,0,0,7,26,124,0,5,92,155,251,2412,2468,66,115,188,381,101,358,1260,1323,4028,4646,8669
303041067,0,0,0,0,12,39,0,3,34,45,79,984,980,63,68,135,209,38,163,1097,936,2310,2351,4666
303041068,0,0,5,3,21,89,3,3,57,115,168,1783,1757,145,124,327,430,76,293,1959,1745,4289,4359,8642
303041069,0,0,0,3,9,56,0,3,39,72,112,1062,1093,27,34,83,132,33,168,978,776,2179,2202,4382
303041070,0,0,0,6,22,98,6,0,60,135,195,1260,1247,65,93,200,233,68,269,1383,1081,2983,2923,5908
303041071,0,0,0,3,23,99,7,7,87,141,226,2196,2209,83,88,188,349,59,269,1446,1358,3974,4275,8254
303051072,0,0,3,0,24,69,0,3,72,88,162,1738,1720,106,119,256,348,70,232,1172,1002,3341,3419,6761
303051073,0,0,0,7,15,82,0,5,51,104,162,4763,4890,174,217,331,564,76,390,2859,2713,8204,8771,16979
303051074,0,0,0,0,3,5,0,0,10,6,20,1021,1039,44,61,98,113,15,65,574,569,1757,1840,3593
303051075,0,0,5,7,17,100,5,5,64,130,192,3491,3571,106,189,230,410,69,305,1802,1668,5700,6143,11841
303051076,0,0,3,13,37,103,7,8,69,128,203,1473,1417,161,178,378,454,118,363,1808,1403,3937,3819,7753
303061077,0,0,0,3,26,77,0,5,57,98,156,1916,1907,43,76,130,175,60,219,1005,879,3154,3258,6413
303061078,0,0,0,3,12,41,0,0,29,50,86,3057,3089,114,144,283,461,69,263,2468,1822,5985,5777,11762
303061079,0,0,3,8,11,66,0,3,50,89,143,1681,1732,81,79,205,286,69,258,1830,1502,3865,3856,7719
303061080,0,0,12,18,68,281,3,9,168,337,502,3734,3829,153,221,424,576,171,645,2927,2368,7409,7637,15045
304011081,0,0,0,3,24,75,3,3,50,98,154,1727,1753,65,77,168,263,65,227,954,833,2967,3157,6128
304011082,3,0,0,4,15,52,0,0,35,62,94,1591,1591,62,70,182,252,46,180,909,804,2788,2892,5685
304011083,0,0,0,0,5,9,0,0,14,21,30,806,818,45,55,105,205,16,71,535,492,1501,1645,3141
304011084,0,0,4,9,30,167,0,9,74,204,275,2206,2241,52,90,196,337,65,332,974,1002,3489,4013,7497
304011085,0,0,0,0,4,13,0,0,15,15,29,1079,1078,36,35,84,132,28,83,513,485,1744,1812,3554
304021086,0,0,0,4,10,27,0,0,46,49,93,2272,2327,67,117,199,342,42,183,1145,1078,3730,4045,7774
304021087,0,0,6,5,27,134,3,18,85,189,273,1626,1650,33,47,119,206,73,277,802,705,2651,2883,5530
304021088,0,0,0,4,28,92,3,3,66,122,179,2428,2488,63,101,150,318,80,231,1305,1135,4026,4276,8302
304021089,0,0,0,0,3,13,0,0,21,18,41,945,960,23,38,61,95,19,82,472,392,1516,1566,3080
304021090,0,0,0,5,26,71,3,3,86,103,192,1929,1981,68,105,158,335,63,261,1050,970,3273,3657,6925
304021091,0,0,0,8,19,79,0,0,53,115,166,1316,1337,38,47,91,109,46,166,544,536,2038,2197,4232
304031092,0,0,0,4,25,70,0,5,65,89,154,1606,1610,56,80,129,211,61,179,910,879,2751,2959,5705
304031093,0,0,0,3,28,58,0,7,56,86,146,943,980,48,52,131,175,46,154,686,654,1857,2020,3874
304031094,0,0,6,8,24,101,3,8,83,142,223,2146,2161,99,120,228,367,53,264,2551,2403,5072,5312,10387
304031095,0,0,3,0,11,51,0,3,21,64,85,1098,1106,58,62,110,236,28,150,848,858,2146,2411,4550
304031096,0,0,0,4,4,51,0,0,46,80,123,1501,1522,50,62,146,211,32,180,3776,4033,5501,6003,11502
304031097,4,0,0,11,19,88,0,8,56,120,173,1289,1321,63,77,150,303,43,238,2060,1988,3614,3925,7540
304041098,0,0,7,6,12,62,3,3,43,85,127,1162,1178,100,92,208,333,30,200,2038,1483,3541,3281,6821
304041099,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,5,0,12,6,16
304041100,0,4,3,8,30,203,4,17,95,264,362,1242,1263,58,105,202,361,91,447,971,964,2567,3137,5705
304041101,0,0,4,6,27,139,8,7,80,173,250,1567,1562,81,116,235,365,65,274,1129,1171,3083,3491,6571
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,0,3,0,12,38,118,3,4,104,174,276,3679,3730,114,208,301,618,130,456,1959,1795,6189,6798,12985
304041104,0,0,0,3,15,75,0,3,45,101,143,2213,2229,88,95,178,307,44,182,1113,1058,3642,3872,7512
305011105,0,0,0,0,3,15,3,0,18,23,38,1521,1438,133,89,278,279,30,82,3099,2713,5060,4610,9676
305011106,0,0,0,9,0,22,0,7,8,37,44,706,700,127,73,276,227,22,64,2572,2061,3710,3133,6836
305011107,0,0,0,3,16,47,3,4,40,65,108,876,885,70,80,206,261,37,131,1565,1394,2763,2757,5515
305011108,0,0,0,4,12,60,10,59,47,151,196,1251,1247,151,88,339,373,44,181,2172,1926,3951,3815,7762
305011109,0,4,4,24,28,200,13,30,89,284,375,1783,1826,131,125,544,626,100,452,3212,2894,5763,5929,11690
305011110,0,0,3,6,8,13,5,3,22,31,52,946,990,83,68,228,233,30,89,2015,1910,3311,3292,6596
305011111,0,0,0,0,0,12,9,3,13,18,35,731,689,74,51,228,201,8,59,2131,1522,3174,2520,5690
305011112,0,0,4,3,12,53,3,3,42,68,105,1373,1389,94,104,324,423,46,183,2326,2125,4163,4223,8391
305021113,0,0,0,4,3,18,0,0,17,27,45,801,814,44,53,123,186,22,58,637,631,1619,1736,3358
305021114,0,0,3,5,15,46,6,3,40,66,107,1326,1332,77,85,204,257,43,127,988,1014,2647,2820,5466
305021115,0,0,0,3,3,18,0,0,19,26,41,804,803,64,60,165,179,29,95,1576,1296,2645,2428,5073
305021116,0,0,0,0,0,22,0,4,3,31,33,962,972,50,53,118,167,15,55,749,790,1889,2032,3922
305021117,0,0,0,10,13,80,7,5,47,109,158,1938,1954,133,176,385,579,73,261,2465,2517,4988,5483,10473
305021118,0,0,0,7,6,20,3,0,23,35,56,1132,1142,56,56,150,226,34,88,1046,1048,2419,2567,4986
305031119,0,0,3,0,3,44,0,3,13,56,68,381,397,24,45,96,129,18,89,609,663,1128,1322,2447
305031120,0,0,0,3,10,31,0,0,28,43,71,1042,1039,59,74,137,214,39,106,1109,1090,2379,2523,4906
305031121,0,0,3,4,6,33,5,4,37,58,100,1003,990,54,72,196,246,34,140,838,802,2131,2250,4373
305031122,0,0,3,16,22,88,0,9,62,122,190,1747,1774,110,143,327,484,76,296,1918,1981,4175,4680,8854
305031123,0,0,0,3,12,36,3,0,23,44,66,855,856,28,32,85,126,21,109,533,537,1525,1652,3180
305031124,0,0,0,3,8,50,0,3,30,72,104,1131,1124,87,72,259,287,43,153,1253,1193,2769,2831,5603
305031125,0,0,0,0,13,41,4,0,31,54,80,953,952,46,68,131,195,38,121,655,593,1827,1926,3745
305031126,0,0,3,3,18,77,9,15,43,100,150,1227,1265,85,79,209,244,37,169,2775,2737,4334,4489,8823
305031127,0,0,0,9,6,71,8,6,33,85,120,758,760,36,47,140,186,22,124,1123,1026,2080,2145,4227
305031128,0,0,0,3,6,26,0,0,14,33,49,1570,1552,155,121,379,425,33,131,2945,2745,5084,4976,10061
305031129,0,0,4,3,5,19,0,0,14,31,43,733,748,28,23,107,122,20,54,657,619,1544,1565,3114
305031130,0,0,0,3,12,45,7,0,37,59,98,1089,1092,54,72,206,215,38,136,1683,1522,3073,3037,6110
305031131,0,0,10,7,17,75,3,22,42,111,151,1574,1576,98,121,308,351,45,193,2032,1875,4055,4121,8174
305041132,0,0,4,7,15,82,10,7,59,117,179,2571,2601,101,130,257,409,50,234,2123,1898,5106,5267,10369
305041133,0,0,0,0,6,18,0,3,12,27,34,871,876,36,46,121,177,17,77,1371,1230,2411,2403,4820
305041134,0,0,0,4,28,91,7,4,52,119,166,1881,1926,63,77,177,330,63,233,1316,1458,3499,4016,7520
305041135,0,3,0,5,7,48,9,4,33,70,106,1628,1624,84,88,259,401,30,174,2505,2420,4509,4708,9221
305041136,0,0,3,0,7,15,0,4,11,22,39,867,852,55,38,196,216,31,72,1312,1261,2458,2438,4896
305041137,0,0,3,0,16,45,8,7,39,55,101,1568,1568,88,85,228,330,58,165,2733,2802,4669,4946,9617
306011138,0,0,0,3,3,9,0,0,11,17,32,1099,1124,47,77,144,206,34,71,733,636,2053,2105,4164
306011139,0,3,0,0,6,36,3,0,40,50,91,2261,2305,132,171,412,546,65,231,1380,1312,4258,4562,8822
306011140,0,0,0,0,0,10,0,0,4,14,23,609,625,44,63,143,208,21,67,556,531,1371,1493,2868
306011141,0,0,3,3,17,48,0,3,46,65,108,2498,2528,128,159,319,513,53,245,1631,1549,4636,4993,9632
306011142,6,0,0,0,11,49,0,0,37,57,95,2457,2533,186,236,491,614,76,280,2210,2023,5419,5686,11108
306011143,0,0,7,3,4,32,3,0,24,44,63,891,883,122,122,386,477,56,168,1084,1027,2538,2666,5200
306021144,0,0,0,0,3,6,0,0,8,12,21,1288,1293,94,139,199,286,28,128,1148,1177,2758,3020,5780
306021145,3,0,4,6,11,38,8,3,41,46,91,1509,1494,206,186,624,607,93,215,2941,2381,5373,4883,10255
306021146,3,0,0,9,19,114,3,3,61,144,204,1524,1573,112,125,275,359,64,392,1203,1048,3184,3499,6682
306021147,3,0,3,0,9,30,0,0,26,37,60,1698,1714,145,162,310,417,52,201,1612,1576,3819,4069,7888
306021148,0,0,3,0,22,54,0,0,53,71,130,1576,1593,134,133,292,287,83,218,1280,1076,3370,3306,6675
306021149,3,0,4,5,12,84,0,4,40,113,155,1783,1824,97,140,298,413,64,307,1439,1411,3678,4100,7776
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,0,0,6,0,3,18,3,0,12,17,32,587,581,118,147,252,338,42,155,1222,1266,2223,2491,4713
306021152,4,0,0,0,12,38,0,6,36,55,87,618,634,104,113,257,300,60,180,1127,1017,2171,2241,4405
306021153,0,0,0,3,5,17,0,0,13,22,33,1555,1600,95,139,184,380,37,181,1117,1047,2985,3341,6328
306021154,0,3,4,6,34,181,9,14,90,225,314,791,754,120,112,367,327,91,362,1467,1164,2831,2712,5550
306021155,0,0,3,3,13,64,0,3,32,79,108,684,687,53,98,167,194,46,198,776,776,1730,1951,3681
306021156,0,0,3,8,28,88,7,3,71,123,195,1354,1404,96,141,307,483,85,276,1268,1149,3115,3452,6572
306021157,0,0,3,8,15,33,4,0,30,53,86,671,658,87,104,207,231,45,159,886,811,1891,1962,3850
306031158,0,0,3,0,14,41,4,0,40,49,87,885,897,78,59,189,138,56,139,611,437,1817,1668,3486
306031159,5,0,9,10,40,151,4,9,108,206,309,1625,1631,148,166,333,364,141,470,1455,1220,3712,3847,7551
306031160,0,0,0,3,4,65,6,0,43,81,125,1616,1630,111,89,359,274,60,278,1159,856,3306,3131,6438
306031161,0,0,4,6,34,84,5,0,91,104,201,2133,2084,186,132,503,415,125,361,1696,1205,4641,4194,8839
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,3,0,0,0,4,5,157,153,18,11,6,9,8,48,646,626,835,851,1687
306041164,0,0,3,0,24,39,5,0,50,53,99,1092,1095,88,88,286,302,85,173,1045,904,2596,2567,5164
306041165,0,0,3,3,10,18,5,0,20,36,55,931,923,78,85,289,290,44,121,924,844,2268,2264,4535
306051166,0,4,9,7,37,175,9,0,133,218,350,2075,2087,121,170,391,536,144,581,1396,1234,4129,4607,8732
306051167,0,0,0,3,15,31,5,3,42,50,92,959,980,129,96,309,299,64,192,896,720,2360,2287,4646
306051168,0,0,0,3,11,14,0,4,20,22,38,752,778,63,85,242,261,46,93,711,611,1819,1822,3645
306051169,0,0,7,3,24,74,4,4,82,107,185,1871,1888,103,96,323,383,114,322,990,860,3393,3549,6944
306051170,0,0,3,3,29,113,3,0,125,151,273,2001,2045,152,165,402,418,135,474,1664,1461,4362,4571,8930
307011171,0,0,0,0,4,35,3,4,16,46,64,901,880,65,49,135,105,39,149,605,515,1748,1692,3437
307011172,0,3,4,0,30,65,8,7,71,89,158,1620,1559,123,145,227,223,86,255,1086,890,3143,3074,6218
307011173,0,0,4,4,13,79,6,5,42,91,130,1261,1277,82,83,170,187,68,247,808,751,2387,2549,4936
307011174,0,0,0,0,22,29,5,0,40,39,85,927,921,77,63,177,101,67,141,512,407,1760,1641,3401
307011175,0,0,0,0,12,40,3,3,25,48,68,887,797,58,42,144,103,35,136,601,438,1730,1520,3250
307011176,0,0,4,11,10,68,3,0,42,84,129,1215,1207,100,79,204,224,55,224,1038,974,2615,2711,5322
307011177,0,0,3,0,12,42,9,3,45,54,100,1310,1267,104,61,202,130,84,198,724,508,2420,2163,4582
307011178,3,0,0,0,5,11,0,0,18,17,35,816,795,95,76,234,157,51,144,627,410,1823,1579,3409
307021179,0,0,3,4,22,72,5,4,69,108,178,1886,1903,136,113,385,331,113,334,953,762,3469,3439,6913
307021180,0,0,0,0,12,52,6,0,57,75,132,1489,1505,140,111,231,208,96,232,1104,798,3064,2843,5904
307021181,0,0,0,0,3,35,3,4,28,45,70,734,722,51,36,127,112,37,117,454,325,1411,1320,2722
307021182,3,0,5,0,32,116,3,8,77,146,223,1232,1260,70,53,167,174,78,285,687,536,2238,2304,4548
307021183,0,0,0,4,47,169,8,8,127,203,331,3355,3324,222,260,500,537,154,570,2358,1909,6594,6593,13183
307031184,3,0,3,0,13,38,0,0,31,49,81,1122,1131,79,63,184,196,48,147,566,458,2003,1988,3993
307031185,0,0,0,0,10,41,0,0,44,57,102,980,988,56,50,165,173,59,145,485,374,1738,1733,3472
307031186,0,0,3,3,13,52,0,0,56,74,123,1059,1067,78,64,200,202,77,164,559,386,1975,1880,3863
307031187,0,0,9,9,24,110,3,3,85,139,226,1081,1095,83,92,203,281,74,321,664,595,2108,2383,4491
307031188,0,0,0,0,7,33,0,0,31,38,70,1313,1322,87,78,220,222,73,171,721,529,2423,2316,4740
307031189,0,0,5,17,43,196,6,9,127,263,391,2761,2819,197,263,491,716,174,750,2028,1794,5660,6346,12010
308011190,0,0,0,0,0,3,0,0,4,3,9,1296,1163,146,75,224,146,31,59,1308,981,3011,2423,5435
308011191,0,0,3,3,4,19,7,0,36,34,62,1792,1698,129,83,358,232,80,172,1102,679,3460,2868,6328
308011192,0,0,0,3,4,28,4,0,24,33,55,2568,2560,173,183,327,401,47,160,1915,1615,5027,4922,9951
308031205,0,0,3,6,20,68,0,5,65,94,159,1000,945,125,134,291,362,80,251,1293,1086,2791,2764,5552
308031206,0,0,0,0,5,5,0,0,12,10,23,425,417,33,17,74,68,26,45,211,161,764,711,1476
308031207,0,0,3,3,30,61,3,3,75,88,164,1070,1058,85,86,208,267,86,263,704,594,2146,2265,4411
308031208,3,0,3,5,17,73,0,0,57,95,150,1811,1835,104,118,231,367,88,291,1281,1117,3521,3728,7249
308031209,0,0,0,0,3,12,0,0,15,14,25,1267,1079,72,31,137,92,29,83,844,415,2349,1692,4043
308031210,0,0,0,3,19,52,4,0,41,62,100,2013,2010,141,201,266,420,67,232,1557,1634,4046,4496,8540
308031211,0,0,6,0,7,25,3,0,34,34,66,866,793,74,68,147,188,40,122,791,673,1920,1848,3764
308031212,0,0,0,3,15,36,0,3,29,44,71,449,449,73,61,194,165,69,149,506,372,1294,1195,2485
308031213,0,0,0,6,14,53,5,3,52,69,120,2029,2007,80,160,261,338,81,321,1387,1307,3836,4129,7971
308031214,0,0,0,3,20,70,3,9,51,90,141,822,811,66,104,193,225,59,275,853,727,1993,2136,4125
308031215,3,0,8,3,22,101,3,7,54,127,180,1222,1208,97,110,196,241,72,303,1013,888,2593,2751,5346
308031216,0,0,4,11,20,81,0,4,55,116,173,983,982,98,98,218,262,79,298,957,889,2328,2543,4871
308031217,0,0,3,3,5,32,8,4,35,45,79,422,399,74,74,206,209,41,141,765,472,1509,1293,2805
308031218,0,0,0,3,11,11,3,0,26,25,54,788,768,57,32,156,113,46,80,462,283,1509,1285,2788
308031219,0,0,0,0,3,15,0,0,17,18,33,930,936,70,57,210,143,40,96,565,442,1814,1672,3484
308031220,0,0,0,0,6,5,3,0,16,8,22,698,695,38,38,90,80,34,53,384,263,1242,1122,2367
308031221,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,7,8,16
308031222,0,0,3,7,27,168,14,38,92,236,329,1334,1350,80,111,256,328,101,415,1308,1298,3079,3508,6587
308031223,7,0,4,9,52,201,4,3,157,261,418,3657,3645,273,317,575,807,181,654,2468,2095,7153,7522,14671
308041528,0,0,0,3,13,56,0,3,45,73,122,1964,1904,118,98,281,204,82,250,1090,758,3531,3203,6740
308041529,0,0,0,0,15,40,3,0,36,54,92,1169,1134,81,87,119,139,44,194,820,628,2234,2178,4411
308051530,0,0,0,0,6,11,0,0,17,15,32,1309,1306,124,96,404,247,67,118,804,556,2707,2329,5035
308051531,0,6,0,0,11,38,3,0,29,46,75,2026,2054,126,138,301,332,59,198,1255,1001,3770,3723,7491
308051532,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,3,0,5,0,18,5,18
308051533,0,0,5,6,14,70,0,3,45,89,130,2428,2445,174,195,355,397,90,285,1943,1687,4984,5001,9993
308051534,0,0,3,3,7,45,0,4,27,51,83,1040,993,134,125,280,230,65,204,1117,818,2637,2366,5005
308051535,0,0,4,0,6,29,6,0,25,41,66,2566,2414,196,146,414,306,64,198,1489,1102,4732,4164,8897
308051536,0,0,0,0,3,6,0,0,9,10,21,689,678,49,51,122,135,18,76,575,418,1460,1352,2812
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,0,0,0,0,8,21,0,0,14,27,43,1132,1140,69,91,132,153,43,100,902,826,2269,2315,4582
308051539,0,0,0,0,5,22,3,3,21,32,56,854,841,85,75,190,194,42,141,840,611,2005,1856,3861
309011224,0,0,8,9,19,59,5,0,82,89,168,1534,1552,86,107,318,396,80,243,1169,1017,3192,3319,6514
309011225,0,4,9,15,28,140,3,3,102,200,303,1496,1523,144,153,442,561,111,381,1458,1420,3653,4039,7692
309011226,0,0,8,21,56,213,9,6,182,294,476,2825,2868,164,203,408,731,145,631,1775,1681,5321,6111,11432
309011227,3,0,7,17,29,104,5,4,97,159,255,1797,1819,211,203,618,698,95,360,2603,2450,5321,5526,10851
309011228,0,0,10,18,33,133,3,11,109,192,300,2223,2238,141,193,458,675,111,507,1899,1663,4820,5279,10098
309011229,0,0,5,13,8,63,0,0,40,83,123,1030,1038,114,109,304,401,62,221,1357,1298,2863,3069,5932
309021230,0,3,10,15,31,110,17,4,106,158,269,964,962,135,117,377,389,123,308,1133,959,2734,2732,5463
309021231,3,0,8,17,43,141,7,7,125,193,325,1925,1937,165,227,559,718,135,432,1772,1661,4561,4981,9543
309021232,0,0,13,21,41,126,3,0,116,179,295,1794,1828,109,131,292,512,108,386,1171,1043,3477,3902,7377
309021233,0,0,7,19,45,158,3,9,135,224,359,2451,2466,119,168,378,663,131,468,1603,1368,4684,5139,9821
309021234,0,0,14,7,46,161,5,10,142,220,364,2386,2392,241,267,692,939,142,529,2333,2256,5798,6385,12187
309031235,0,3,3,7,30,85,3,0,90,116,205,2136,2131,95,166,308,489,99,342,1410,1303,4036,4422,8462
309031236,0,0,3,10,25,92,3,3,61,136,197,1385,1404,134,240,363,619,86,314,1478,1379,3450,3950,7403
309031237,4,3,15,17,48,171,0,3,152,259,407,1927,1963,153,225,476,790,164,664,1193,1172,3918,4814,8734
309031238,3,0,14,30,58,282,12,4,186,373,561,2607,2628,327,382,928,1512,214,872,3312,2998,7391,8391,15784
309031239,4,3,9,7,31,88,4,4,105,126,232,2215,2249,118,153,393,553,123,358,1027,896,3880,4215,8094
309031240,5,3,9,14,62,168,10,9,161,232,394,2094,2116,118,150,377,541,150,502,1025,879,3763,4198,7959
309041241,0,0,0,0,3,15,4,0,17,20,31,823,867,63,66,220,251,37,85,577,525,1713,1793,3512
309041242,3,0,7,5,28,70,4,3,106,108,213,3146,3137,206,241,568,771,114,390,1663,1438,5701,5972,11672
309051243,3,0,3,4,18,89,3,0,60,111,169,1545,1560,73,82,222,272,60,212,931,773,2833,2904,5741
309051244,3,0,5,3,21,61,0,0,76,87,165,3808,3823,207,279,494,818,113,334,2160,1999,6779,7252,14037
309051245,0,0,0,5,5,13,0,0,16,25,40,1631,1665,65,110,172,353,32,121,900,923,2803,3172,5976
309061246,4,0,3,5,18,51,3,0,74,79,156,2389,2426,188,246,508,686,77,325,1714,1562,4877,5241,10120
309061247,0,0,0,0,8,44,0,0,58,73,137,1669,1687,98,134,240,368,51,230,1206,1056,3272,3474,6747
309061248,3,3,11,10,97,257,10,11,231,353,589,3615,3676,297,391,785,1117,232,767,2995,2690,7926,8639,16565
