SA2_MAINCODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
212011288,0,6,32,6,10,26,80,0,0,9,0,0,0,7,17,0,34,0,3,0,50,47,0,32,0,0,0,80,23,0,15,0,0,0,36,7,0,3,0,0,0,12,4,0,8,0,0,0,15,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,8,0,21,109,5,138,10,22,25,317,0,0,32,3,6,24,65,0,3,3,0,0,0,5,3,0,22,0,5,0,36,11,0,33,0,3,0,44,15,0,32,0,0,0,45,48,0,38,0,5,0,87,24,0,9,0,0,0,28,16,0,5,0,0,0,21,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
212011289,0,10,25,0,9,43,91,0,6,7,3,3,0,23,17,8,38,0,3,0,65,67,3,55,0,6,4,134,72,0,26,0,0,0,100,75,0,22,0,0,0,94,23,0,8,0,0,0,31,7,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,13,0,16,0,0,0,30,281,34,206,3,19,48,585,0,3,22,0,6,31,62,3,10,0,0,0,0,11,5,9,22,0,0,0,34,9,3,25,3,0,3,43,17,3,26,0,0,0,43,41,3,25,0,5,0,77,114,0,23,0,3,0,137,56,0,14,0,0,0,66,13,0,5,0,0,0,13,3,0,4,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
212011290,0,25,33,0,20,19,96,0,8,9,0,3,0,18,27,0,44,0,9,0,83,73,0,32,0,3,0,108,13,0,15,0,0,0,35,9,0,5,0,0,0,15,0,0,5,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,16,138,36,141,0,43,25,381,0,3,36,0,9,16,63,0,18,0,0,3,0,20,8,5,35,0,6,5,49,38,3,27,0,5,4,80,27,0,20,0,9,0,48,65,0,27,0,3,0,94,49,0,10,0,0,0,61,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
212011291,0,11,11,0,0,3,33,0,11,0,0,0,0,15,3,12,8,8,0,0,32,182,8,45,0,3,0,239,97,3,14,0,0,0,112,43,0,4,0,3,0,50,3,0,7,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,0,0,15,341,41,97,9,10,3,505,0,0,10,0,5,6,28,0,9,0,0,0,0,12,4,15,5,4,0,0,32,5,12,14,3,0,0,37,24,3,18,0,0,0,48,232,7,51,0,0,0,286,746,3,70,0,7,0,826,90,3,14,0,0,0,109,11,0,5,0,0,0,9,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
212011292,3,39,11,3,0,13,68,0,36,3,11,0,0,54,20,27,26,0,3,3,79,434,13,80,0,18,4,546,162,0,27,0,5,0,196,213,0,24,0,3,0,241,25,0,8,0,0,0,30,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,10,19,10,10,0,4,3,43,878,129,188,17,38,24,1276,5,17,14,3,0,8,50,0,20,3,5,0,0,29,3,35,13,12,3,0,62,18,18,31,0,6,0,82,47,9,38,0,3,0,98,324,15,76,0,3,3,423,730,3,99,0,3,6,842,245,0,25,0,4,3,276,12,0,3,0,0,0,22,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
212021293,4,3,16,0,12,12,47,3,10,5,7,3,0,28,17,12,29,0,0,0,59,199,5,77,0,3,0,290,253,0,61,0,3,0,322,270,0,40,3,3,0,316,69,0,16,3,0,0,89,17,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,5,19,5,11,0,3,0,37,853,35,259,17,25,23,1214,3,0,13,3,10,26,52,0,6,4,0,0,0,10,0,13,11,12,9,0,46,8,7,29,3,0,0,45,19,0,23,4,0,0,43,116,6,50,3,3,0,183,482,0,75,0,4,0,567,201,0,30,0,0,3,232,44,0,4,0,0,0,45,14,0,0,0,0,0,10,7,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0
212021294,0,3,9,0,0,15,31,0,11,0,0,0,0,8,3,8,6,0,0,0,23,95,17,37,0,0,0,141,173,0,42,0,0,0,216,343,0,44,0,0,3,394,150,0,14,0,0,0,168,17,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,7,5,6,0,0,0,25,798,45,163,4,9,17,1030,0,3,10,0,0,11,27,0,7,0,0,0,0,11,0,11,8,0,0,0,26,4,8,15,0,0,0,28,3,5,13,0,0,0,22,63,12,40,0,0,0,123,434,5,73,0,3,3,522,545,0,51,0,3,3,604,75,0,10,0,0,0,82,4,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
212021295,0,143,23,8,0,13,183,0,85,9,0,0,0,94,64,81,50,3,9,4,208,319,23,111,0,15,0,468,22,4,7,0,0,0,36,7,3,3,0,0,0,15,3,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,0,0,0,5,12,33,13,3,3,3,63,446,378,211,15,25,21,1096,4,33,17,5,4,11,70,0,123,0,0,0,0,123,4,82,21,0,0,0,106,26,47,36,6,6,8,127,48,29,34,0,0,0,115,236,17,57,3,4,4,319,244,7,32,0,11,4,301,22,0,3,0,3,0,29,0,0,3,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0
212021297,0,11,3,0,0,4,29,0,20,3,3,0,0,26,28,11,12,0,0,0,51,166,16,43,4,3,0,237,97,3,23,0,7,0,127,56,0,11,0,0,0,70,11,0,7,0,0,0,18,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,4,3,0,0,3,20,374,71,114,8,13,10,589,5,3,5,0,0,4,18,0,16,0,0,0,0,16,3,27,10,0,0,0,34,18,7,19,9,0,0,48,20,4,16,3,0,0,50,85,7,20,3,0,0,124,215,9,44,0,9,3,275,53,0,17,0,0,0,76,4,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
212021299,0,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,5,0,0,0,10,8,0,6,0,0,0,12,0,0,6,0,0,0,6,3,0,4,0,3,0,9,3,0,3,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,28,0,3,9,52,0,0,4,0,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,6,11,0,10,0,0,0,20,8,0,4,0,0,0,11,8,0,3,0,0,0,9,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212021453,0,26,9,0,0,9,40,0,26,0,3,0,0,30,5,36,13,0,0,0,56,83,32,41,0,5,0,158,96,3,14,0,0,3,125,57,0,7,0,0,0,70,4,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,3,0,0,0,25,257,141,102,4,3,11,518,3,14,11,0,0,8,32,0,22,3,0,0,0,27,0,40,6,0,0,0,45,0,13,16,0,0,0,32,3,8,19,0,0,0,28,27,28,23,0,0,0,74,217,6,50,0,5,0,280,65,0,10,0,0,0,76,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
212021454,0,14,13,0,0,11,34,0,9,3,0,0,0,13,3,14,12,0,0,0,31,148,17,43,0,6,0,217,144,4,27,0,3,0,174,84,0,18,0,0,0,99,25,0,5,0,3,0,31,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,5,0,0,0,22,415,68,121,0,15,16,638,0,3,23,0,4,7,36,0,5,0,0,0,0,7,0,19,7,0,0,0,22,3,13,14,0,3,0,32,5,9,6,0,0,0,20,60,12,22,0,3,0,98,256,3,54,0,4,3,317,103,0,14,0,0,3,121,9,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212021455,0,16,8,3,0,6,34,0,7,0,0,0,0,8,0,14,21,3,0,0,39,163,15,67,0,6,0,247,127,8,40,0,0,0,168,91,0,20,0,0,0,116,11,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,5,3,5,0,0,0,17,405,66,162,3,9,9,659,0,6,15,0,0,5,30,0,13,0,0,0,0,13,0,13,10,0,0,0,27,3,14,17,0,0,0,35,14,3,21,0,0,0,33,101,6,38,0,5,0,149,268,10,44,0,7,0,327,94,0,18,0,4,0,115,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212021456,0,21,13,0,3,4,45,0,19,0,0,0,0,24,13,23,23,0,8,3,70,286,27,103,0,63,3,490,145,5,52,0,10,0,215,101,3,21,0,0,0,122,9,0,3,0,0,0,13,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,12,13,3,3,5,44,570,116,236,3,94,20,1038,0,13,14,0,0,3,29,3,34,0,0,0,0,41,0,22,12,0,3,0,41,12,9,26,0,29,3,79,16,13,29,0,26,0,85,164,15,54,0,4,0,239,374,11,77,0,8,4,467,50,0,13,0,4,0,68,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
212031300,3,42,20,4,0,13,86,4,58,11,3,0,0,71,107,58,55,3,3,3,226,540,49,145,3,12,8,750,94,3,40,0,3,0,143,72,4,19,0,3,0,102,24,0,3,0,0,0,28,3,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,8,21,10,17,0,5,0,57,875,239,316,9,22,31,1496,0,17,22,0,3,15,65,3,64,3,0,3,0,74,5,67,24,13,0,0,111,55,38,41,0,3,0,137,122,9,48,5,0,3,186,390,37,99,0,5,0,530,391,3,89,0,11,3,495,91,3,22,0,3,0,112,9,0,3,0,0,0,14,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212031301,0,0,7,0,0,4,12,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,0,13,0,0,0,29,25,0,8,0,0,0,40,66,0,5,0,0,0,75,9,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,0,6,119,0,41,0,8,5,180,0,0,4,0,0,3,10,0,0,0,0,0,0,3,0,0,7,0,0,0,6,0,0,5,0,0,0,9,4,0,4,0,0,0,12,10,0,16,0,0,0,29,165,0,24,0,0,0,190,150,0,15,0,3,0,168,7,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
212031302,3,8,8,0,0,8,25,0,18,0,0,0,0,21,4,27,18,0,0,0,52,194,21,70,0,0,7,290,83,4,33,0,0,0,119,37,0,7,0,0,0,48,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,0,0,0,20,332,90,152,3,4,13,600,0,3,9,0,3,3,20,0,21,0,0,0,0,21,0,38,12,0,0,0,48,7,12,21,4,3,0,52,16,7,24,3,0,0,47,101,24,51,0,0,0,174,280,3,50,0,4,3,343,184,0,26,0,0,0,211,9,0,5,0,0,0,14,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212031303,0,0,18,0,11,21,52,0,0,0,0,0,0,4,0,0,13,0,0,0,17,18,0,21,0,0,0,41,4,0,12,0,0,0,14,5,0,4,0,0,0,13,4,0,9,0,0,0,13,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,8,0,9,0,12,43,3,80,0,22,26,171,0,0,22,0,3,11,34,0,0,3,0,0,0,3,0,0,7,0,0,0,9,0,0,10,0,3,0,15,10,0,10,0,0,0,23,11,0,8,0,4,0,21,23,0,4,0,3,0,30,16,0,4,0,0,0,27,15,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
212031304,0,3,9,0,3,3,24,0,4,0,0,0,0,3,0,10,11,0,0,0,31,123,3,51,0,3,0,182,111,3,27,0,0,0,141,92,0,19,0,0,0,115,0,0,0,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,0,6,0,16,340,26,136,0,13,6,526,0,0,11,0,0,8,21,0,3,0,0,0,0,7,0,3,9,0,0,0,9,4,11,11,0,0,0,25,3,3,14,0,3,0,30,81,3,46,0,0,0,134,338,3,56,0,4,0,399,26,0,4,0,0,0,35,0,0,6,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212031305,7,39,23,0,0,13,90,0,31,3,3,0,0,38,18,44,37,0,9,4,104,433,32,146,3,12,3,622,309,0,52,0,10,3,377,116,0,26,0,0,0,141,7,0,3,0,0,0,14,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,0,0,0,5,20,11,24,0,0,3,61,925,162,324,13,29,29,1473,4,18,24,0,0,16,57,0,36,3,6,0,0,49,5,35,16,3,0,0,58,7,25,37,0,0,3,77,32,8,32,0,0,0,76,233,22,97,3,8,3,367,720,4,119,0,15,4,862,74,0,13,3,3,0,90,7,0,0,0,0,0,9,4,0,0,0,0,0,9,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0
212031306,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,6,27,0,5,0,0,0,33,64,0,6,0,0,0,72,8,0,6,0,0,0,13,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,110,3,31,0,0,3,155,0,0,3,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,7,0,0,0,0,0,0,3,0,0,10,0,0,0,14,126,0,17,0,3,0,149,203,0,19,0,0,0,220,19,0,3,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
212031308,0,0,16,0,3,11,32,0,0,0,0,0,0,3,10,0,24,0,3,0,37,51,0,41,0,10,0,98,17,0,12,0,0,0,30,12,0,3,0,0,0,21,4,0,4,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,10,109,0,113,0,14,11,251,0,0,16,0,0,21,32,0,0,0,0,0,0,0,3,0,8,0,3,0,19,16,0,14,0,9,0,42,18,0,14,0,3,0,38,38,0,25,0,6,0,64,48,0,17,0,0,0,68,16,0,6,0,0,0,30,7,0,4,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212031457,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,5,0,0,0,6,0,0,3,0,3,0,11,7,0,12,0,0,0,19,107,0,16,0,0,0,124,68,0,12,0,0,0,86,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,204,0,49,0,6,7,267,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,5,3,0,8,0,3,0,10,63,0,21,0,3,0,88,129,0,16,0,3,0,148,23,0,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212031458,3,4,4,0,0,3,11,0,9,3,0,0,0,8,0,15,7,0,0,0,21,46,3,21,0,3,0,78,86,15,26,0,0,0,130,187,0,24,0,0,0,217,40,0,13,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,11,9,4,0,0,0,25,384,49,103,0,5,6,551,0,0,11,0,0,5,21,0,0,0,0,0,0,4,0,17,3,0,0,0,17,0,17,3,0,0,0,22,0,3,10,0,0,0,13,20,9,28,0,3,0,59,281,11,64,0,6,0,365,189,0,20,0,0,0,207,3,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212041309,0,43,3,3,0,18,72,4,16,8,3,0,0,23,14,29,18,4,0,3,72,57,10,44,3,0,0,114,87,14,17,3,8,0,133,130,3,33,3,3,0,165,32,0,4,0,0,0,44,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,11,11,6,3,0,33,342,131,136,27,18,24,673,0,4,15,0,0,5,31,0,42,3,0,0,0,52,3,18,16,6,0,0,50,4,21,17,7,0,0,49,16,10,6,9,0,0,39,25,9,30,4,0,0,78,150,18,44,0,0,3,212,152,3,17,0,3,0,173,19,0,7,0,0,0,29,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212041310,12,23,17,4,3,17,67,3,9,0,0,0,4,21,75,28,34,0,10,0,156,392,12,81,0,15,4,510,167,6,32,0,3,4,214,142,5,23,0,0,0,169,45,0,13,0,3,0,59,7,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,0,0,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,21,11,13,3,5,4,49,876,94,221,9,37,33,1275,6,3,17,5,3,17,52,0,25,4,0,0,0,26,6,29,15,0,0,0,48,42,13,11,0,0,0,68,51,3,11,0,6,0,73,192,9,45,0,3,0,258,378,9,69,3,17,3,481,209,0,17,0,7,4,238,52,0,8,0,3,0,61,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212041311,27,156,40,19,15,41,296,11,66,10,0,31,3,130,852,119,192,17,68,7,1253,1000,53,208,7,83,10,1365,196,3,48,0,17,3,267,104,6,14,0,7,0,131,19,0,9,0,3,0,34,11,0,8,0,3,0,22,4,0,0,0,0,0,12,10,0,0,0,3,0,16,11,0,3,0,0,0,11,5,0,0,0,0,0,4,0,0,0,0,0,0,0,16,8,3,0,7,0,32,43,22,40,3,8,11,128,2312,422,587,50,243,73,3699,18,36,44,11,11,26,145,7,133,3,3,8,0,156,43,108,59,34,41,0,287,213,64,122,19,53,7,469,431,31,95,0,35,3,594,1063,40,136,7,49,6,1300,788,8,152,0,44,5,999,162,0,33,0,12,3,221,15,0,11,0,0,0,31,5,0,3,0,0,0,9,3,0,3,0,0,0,8,3,0,0,0,0,0,4,3,0,0,0
