SA2_MAINCODE_2016,C16_OTT_DS_FUA,C16_OTT_DS_OD,C16_OTT_DS_NS_,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_FUA,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS_,C16_TT_NS_T,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_FUA,C16_Tot_DS_OD,C16_Tot_DS_NS_,C16_T_T
302021027,20,0,0,174,137,84,3,99,3,332,3661,1020,48,256,21,5011
302021028,148,0,0,163,84,59,226,0,3,373,1189,862,2248,4,5,4320
302021029,0,0,0,13,99,3,3,0,0,107,2228,45,31,0,3,2310
302021030,0,0,0,5,79,0,3,0,0,83,1551,18,37,0,9,1609
302021031,0,0,0,27,134,46,182,0,0,363,3309,564,1715,6,25,5619
302021032,0,0,0,4,91,22,46,0,0,160,1960,261,608,0,9,2837
302021033,3,0,0,34,123,50,3,0,28,206,2463,139,34,0,33,2674
302021034,0,0,0,13,127,11,24,0,0,158,3384,98,183,0,7,3673
302031035,46,0,3,66,104,22,10,0,0,138,2868,319,157,0,14,3364
302031036,0,0,0,0,7,0,0,0,0,5,36,0,0,0,3,44
302031037,0,0,0,4,12,4,51,0,0,63,114,37,264,3,3,417
302031038,0,0,0,9,118,30,46,0,0,195,1854,380,414,3,5,2659
302031039,0,0,0,6,177,14,5,0,14,207,3220,155,61,7,21,3457
302031040,11,0,0,14,63,45,283,3,6,398,1440,773,3518,9,15,5749
302041041,0,0,0,68,214,43,0,0,0,264,5318,447,200,0,17,5979
302041042,0,0,0,22,140,19,3,21,0,187,3313,191,34,143,6,3693
302041043,0,0,0,15,80,16,27,0,0,120,1306,96,135,5,8,1550
302041044,17,0,0,43,97,5,78,13,0,192,1908,50,615,42,16,2623
302041045,24,0,0,60,137,114,12,0,6,276,2865,1851,179,0,38,4937
302041046,0,0,0,10,121,51,93,0,3,268,2155,599,1019,3,24,3795
303011047,0,0,0,12,150,44,28,0,0,226,3285,490,219,3,22,4025
303011048,0,0,0,6,95,48,67,18,0,228,1591,209,325,127,3,2254
303011049,28,0,0,39,136,67,37,0,4,249,2769,1124,423,0,18,4339
303011050,0,0,0,7,89,46,4,0,0,144,1506,1050,112,3,3,2681
303011051,30,0,0,45,170,17,12,0,0,199,4821,389,170,0,3,5387
303021052,6,0,0,18,128,55,180,0,3,373,2004,810,1947,5,24,4791
303021053,83,0,0,94,152,38,283,0,3,476,3015,566,3226,5,20,6836
303021054,3,0,0,8,58,9,62,0,0,134,1042,107,712,0,16,1880
303021055,6,0,0,14,84,36,169,0,4,294,1571,369,2028,3,25,4000
303021056,0,0,0,17,108,15,33,15,3,181,2499,156,296,88,16,3055
303021057,0,0,0,4,65,4,51,0,4,122,1770,123,549,3,10,2450
303021058,5,0,0,13,67,16,233,11,23,350,894,94,1270,50,48,2357
303021059,60,0,0,69,102,77,177,0,3,366,1877,722,1344,3,10,3958
303031060,0,4,0,18,101,51,8,142,3,315,3304,1269,93,522,39,5230
303031061,0,0,0,9,106,6,9,0,3,121,1673,53,130,0,11,1864
303031062,0,0,0,17,113,21,7,0,0,140,2766,107,80,0,6,2952
303031063,3,0,0,21,210,36,82,0,8,344,4021,628,1070,9,22,5749
303031064,0,0,0,8,65,10,0,28,4,109,1842,45,7,100,9,2012
303031065,26,0,0,67,146,9,54,0,3,218,2546,194,725,3,15,3485
303031066,0,0,0,60,100,50,0,0,0,151,2916,707,58,0,8,3687
303041067,0,0,0,13,113,25,24,0,15,177,1521,265,163,0,20,1975
303041068,6,0,0,12,131,48,94,0,9,278,2644,582,1048,3,24,4296
303041069,0,0,0,12,63,129,3,0,18,209,1173,423,35,0,24,1664
303041070,0,0,0,12,134,0,14,0,0,160,2284,80,151,4,9,2527
303041071,0,0,0,13,187,0,9,0,3,202,3501,93,59,4,10,3663
303051072,0,3,0,3,86,19,4,13,0,122,2489,328,47,64,0,2925
303051073,0,0,0,26,217,123,0,0,0,339,5017,1720,17,4,7,6762
303051074,0,0,0,0,89,0,0,6,3,95,1426,11,3,11,4,1458
303051075,0,0,0,58,145,33,0,0,0,182,4227,447,0,0,10,4681
303051076,0,0,0,19,273,34,19,0,3,336,3009,358,131,6,14,3514
303061077,21,0,0,58,85,29,3,0,0,115,2103,382,40,4,3,2536
303061078,0,0,0,13,181,76,0,0,3,265,3370,1310,42,3,16,4738
303061079,0,0,0,28,144,47,0,0,0,193,2527,345,20,0,14,2909
303061080,0,0,10,31,243,143,20,6,65,485,4939,765,32,87,90,5917
304011081,21,0,0,34,60,6,4,0,0,69,2405,157,50,0,0,2613
304011082,0,0,0,8,60,0,0,0,0,69,2410,73,0,0,0,2487
304011083,0,0,0,3,31,33,0,0,0,66,1285,204,0,0,3,1497
304011084,0,0,0,10,69,7,0,0,0,74,2800,338,6,0,5,3151
304011085,0,0,0,3,31,3,0,0,0,30,1406,48,0,0,0,1453
304021086,0,0,0,8,127,9,0,0,0,130,3189,142,3,0,5,3342
304021087,0,0,0,41,76,13,3,0,0,86,2035,93,40,0,4,2172
304021088,0,0,0,11,105,5,0,0,0,112,3382,93,8,3,7,3489
304021089,0,0,0,3,40,0,0,0,0,40,1266,0,0,0,3,1274
304021090,0,0,0,11,94,8,0,0,0,98,2974,119,22,3,7,3122
304021091,0,0,0,34,47,8,0,0,3,50,1605,69,3,0,3,1682
304031092,0,0,0,12,74,18,0,0,0,92,2245,139,110,3,14,2505
304031093,7,0,0,9,46,10,22,0,0,80,1267,150,349,0,3,1767
304031094,3,0,3,18,89,12,148,0,15,263,2304,411,1898,0,55,4677
304031095,3,0,3,14,29,31,80,0,3,141,1358,339,547,12,15,2268
304031096,14,0,0,25,74,22,198,0,14,305,1261,270,2361,0,21,3920
304031097,47,0,0,57,46,21,149,0,29,252,1045,275,2458,0,51,3829
304041098,3,0,0,18,77,26,118,0,5,228,1741,344,1108,0,12,3210
304041099,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
304041100,21,0,0,138,93,50,9,0,0,147,2382,253,148,3,4,2794
304041101,11,0,0,24,90,3,32,0,0,125,2517,115,469,0,8,3116
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,0,0,0,22,156,32,3,3,5,192,5356,264,54,5,8,5694
304041104,0,0,0,11,66,0,12,0,3,80,2972,17,225,0,3,3220
305011105,24,8,0,37,36,4,420,100,52,618,364,31,4127,138,101,4757
305011106,23,0,0,25,8,26,519,15,9,582,90,112,3532,21,24,3778
305011107,3,0,0,7,75,23,148,0,4,252,988,135,1454,6,25,2604
305011108,17,0,0,22,39,16,310,28,10,402,460,124,3326,46,23,3978
305011109,23,0,0,35,130,34,665,6,15,851,1222,243,4704,16,43,6231
305011110,12,0,0,7,16,10,230,17,28,304,247,86,2633,30,48,3039
305011111,9,0,0,15,28,9,224,29,5,298,378,245,1795,35,27,2484
305011112,23,0,0,36,85,28,392,0,25,536,1218,224,2792,7,47,4290
305021113,3,0,0,8,54,13,42,0,0,116,1018,232,378,0,5,1632
305021114,0,0,0,3,102,24,102,0,0,223,1280,349,981,0,4,2616
305021115,3,0,0,3,93,14,144,0,4,253,1124,128,1196,0,9,2460
305021116,3,0,0,7,41,10,38,0,0,88,1135,213,496,0,8,1846
305021117,0,0,0,15,139,102,106,0,8,362,2500,1433,1216,0,24,5175
305021118,4,0,0,9,89,11,63,3,0,170,1688,203,472,5,9,2386
305031119,32,0,0,33,24,3,84,0,0,110,446,55,744,7,8,1257
305031120,3,0,0,10,52,6,57,0,18,135,1475,309,623,3,19,2429
305031121,0,0,0,8,54,20,81,0,0,162,1014,195,1001,10,9,2222
305031122,7,0,0,19,82,32,183,0,5,303,1698,419,2378,15,23,4526
305031123,0,0,0,7,50,7,7,0,0,66,1260,111,115,6,3,1494
305031124,9,0,0,18,50,20,262,23,10,363,861,213,1867,40,21,2993
305031125,0,0,0,6,91,14,5,0,3,108,1469,199,40,3,14,1722
305031126,12,0,0,24,97,33,227,0,13,373,1316,363,2224,0,32,3932
305031127,3,0,0,27,57,21,44,0,56,180,1039,353,541,0,67,1997
305031128,17,0,0,17,41,0,744,0,15,802,362,104,5068,5,45,5587
305031129,0,0,0,5,47,7,25,0,3,78,1004,115,287,0,3,1410
305031130,3,0,0,8,69,7,101,0,3,184,1575,168,1293,0,6,3048
305031131,8,0,0,16,97,18,161,0,8,276,1829,197,1939,4,26,3991
305041132,3,0,0,13,146,6,55,95,21,329,3580,97,905,118,38,4739
305041133,3,0,0,6,59,3,150,0,0,215,893,29,1402,8,9,2335
305041134,4,0,0,17,119,18,32,0,5,174,2820,235,308,0,14,3380
305041135,8,0,0,16,140,24,125,3,7,299,2544,423,1409,34,19,4426
305041136,8,0,0,18,100,21,106,0,3,232,1452,180,671,5,15,2321
305041137,10,0,0,24,73,11,284,0,4,367,1575,158,2856,3,10,4601
306011138,0,0,0,9,91,0,0,27,0,118,1819,3,5,162,3,1992
306011139,3,0,3,24,219,19,93,32,11,364,3342,257,716,177,71,4559
306011140,0,0,0,6,69,13,24,0,3,104,960,153,349,0,12,1473
306011141,0,3,0,12,241,10,28,35,3,318,3878,119,283,253,16,4553
306011142,0,0,0,20,262,29,98,4,12,403,4241,369,699,36,53,5394
306011143,3,0,0,15,212,113,99,10,10,440,1547,887,443,29,26,2932
306021144,0,0,0,7,201,5,5,0,0,210,2528,19,50,3,5,2603
306021145,9,3,3,29,128,100,603,82,20,939,906,773,3018,150,64,4917
306021146,3,0,0,84,180,44,66,26,143,453,2602,342,352,30,154,3482
306021147,0,0,0,17,244,7,45,12,3,317,3262,85,297,67,14,3724
306021148,0,3,0,26,218,14,10,13,4,255,2887,99,68,43,19,3110
306021149,3,0,0,12,244,54,37,0,0,331,2906,464,204,5,8,3596
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,3,0,0,8,139,57,210,91,39,534,988,347,1186,172,48,2743
306021152,9,3,0,17,114,50,182,41,0,388,878,269,1172,137,5,2455
306021153,0,0,0,9,122,3,22,0,0,149,2788,24,108,3,0,2924
306021154,3,0,8,68,124,86,179,14,7,410,1033,595,1159,41,37,2861
306021155,0,0,0,41,137,38,44,22,0,241,1284,246,179,58,4,1769
306021156,0,0,0,41,153,57,32,0,3,239,2544,443,395,0,14,3399
306021157,5,3,0,14,77,67,124,52,5,318,885,447,605,259,16,2209
306031158,0,3,0,20,162,8,0,71,10,243,1634,18,27,173,27,1881
306031159,0,0,4,41,296,17,74,34,9,432,2967,121,452,182,74,3794
306031160,0,4,0,24,267,4,3,48,16,340,3053,27,29,319,41,3473
306031161,0,11,3,34,348,13,104,126,43,630,3728,127,435,649,120,5055
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,6,0,8,10,0,3,12,0,24,333,54,34,68,0,490
306041164,0,0,0,18,256,12,48,32,5,363,2248,92,186,262,74,2859
306041165,3,4,3,27,144,64,91,69,8,373,1206,536,478,384,19,2632
306051166,3,5,0,39,256,16,48,38,4,358,3726,188,377,267,22,4580
306051167,0,0,0,20,324,0,10,32,28,398,2194,8,50,124,54,2435
306051168,0,0,0,20,193,0,5,27,7,233,1717,7,33,79,17,1856
306051169,0,5,0,40,230,15,0,55,9,304,3229,90,20,239,31,3613
306051170,0,3,0,15,373,13,48,112,13,561,3831,106,257,295,32,4528
307011171,0,0,0,32,151,8,8,41,8,213,1562,12,39,133,29,1778
307011172,0,0,0,19,310,48,66,34,3,465,2646,183,246,52,15,3149
307011173,0,3,0,20,247,10,38,25,4,316,2112,65,263,102,14,2552
307011174,0,0,0,32,173,3,0,17,0,195,1615,28,17,82,50,1787
307011175,0,0,0,26,170,8,8,22,4,211,1388,76,55,73,16,1608
307011176,0,0,0,12,281,19,9,11,4,331,2448,139,60,90,20,2756
307011177,0,4,3,48,181,5,0,31,4,218,2144,24,14,178,43,2397
307011178,0,0,0,28,348,16,3,27,5,394,1618,63,3,59,26,1774
307021179,0,3,0,38,232,7,4,17,16,283,3231,37,34,86,65,3449
307021180,0,0,0,23,201,0,9,11,0,225,2579,0,101,49,10,2747
307021181,0,0,0,15,189,0,0,9,0,201,1286,0,24,39,14,1360
307021182,9,0,0,19,160,12,3,3,0,179,1935,40,27,21,12,2037
307021183,0,8,0,48,461,27,23,64,8,587,5847,235,161,135,40,6415
307031184,0,0,0,13,145,3,3,10,0,160,1790,42,11,34,10,1880
307031185,0,0,0,20,138,0,0,4,0,150,1587,0,6,36,25,1653
307031186,0,0,0,13,148,0,0,14,0,166,1766,15,23,56,11,1869
307031187,5,0,0,13,123,13,25,0,0,159,2013,100,191,28,4,2337
307031188,0,3,0,20,171,0,0,40,0,211,2165,16,5,130,22,2336
307031189,0,0,3,62,305,62,25,23,6,427,5226,625,137,89,35,6121
308011190,0,0,0,30,259,3,36,48,11,360,2350,49,144,120,20,2687
308011191,0,33,7,140,380,0,12,98,45,531,2634,6,58,599,372,3673
308011192,0,8,5,27,458,38,101,12,7,629,3906,352,488,110,106,4955
308031205,0,0,0,16,209,60,35,25,3,329,2309,400,156,103,10,2972
308031206,0,0,0,8,52,0,0,6,0,57,682,0,0,30,0,716
308031207,0,4,0,25,145,7,16,31,37,242,1882,86,85,342,45,2439
308031208,0,0,0,3,172,3,35,0,0,207,3073,90,274,0,4,3442
308031209,0,0,0,6,97,0,0,11,0,104,1407,0,0,22,8,1442
308031210,0,4,0,16,266,5,0,19,0,288,3803,93,38,119,8,4065
308031211,0,0,0,9,98,10,10,0,0,114,1617,102,85,0,3,1804
308031212,0,4,0,7,118,3,7,16,0,144,1235,9,31,73,3,1345
308031213,0,3,0,12,178,38,9,17,3,241,3156,375,88,97,7,3725
308031214,0,0,0,39,120,28,3,3,3,161,1756,273,30,15,10,2089
308031215,0,0,0,37,126,26,9,83,5,244,2061,291,38,150,7,2551
308031216,0,0,0,35,166,26,11,0,23,221,2128,185,81,0,28,2421
308031217,0,0,0,8,126,13,36,39,10,218,1036,75,227,51,36,1417
308031218,0,0,0,10,107,0,0,17,54,176,1221,0,0,34,54,1306
308031219,0,0,0,19,134,3,0,48,0,183,1486,9,3,145,10,1641
308031220,0,0,0,16,73,0,0,3,0,80,1021,0,3,26,5,1057
308031221,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
308031222,3,3,3,30,182,39,57,40,7,333,2389,253,328,104,27,3113
308031223,57,8,3,107,360,73,102,82,13,623,5625,470,752,421,55,7324
308041528,0,4,3,57,288,12,3,49,9,364,3105,47,52,190,69,3465
308041529,0,0,0,9,160,7,37,32,0,235,1890,48,187,136,4,2261
308051530,0,6,0,24,214,0,7,56,8,285,2365,7,83,409,41,2909
308051531,0,0,0,10,170,9,24,34,0,237,3106,97,219,237,6,3665
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17
308051533,0,0,0,14,217,38,14,13,0,277,4310,403,100,56,5,4866
308051534,22,0,0,25,136,45,186,26,7,397,1575,333,801,39,15,2767
308051535,0,4,0,33,321,3,4,87,0,424,3755,18,33,371,20,4190
308051536,0,0,0,3,60,3,0,0,0,66,1249,56,18,4,0,1329
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,0,0,0,7,119,39,0,0,0,162,1980,129,36,3,0,2146
308051539,0,0,0,14,111,23,59,0,0,198,1523,110,368,6,12,2015
309011224,0,0,0,23,178,20,39,0,0,234,2399,207,409,3,3,3016
309011225,10,0,0,29,85,64,281,25,33,488,1269,528,2095,102,56,4059
309011226,0,0,0,26,202,95,12,3,0,309,3867,1444,163,7,6,5481
309011227,20,0,0,28,50,44,688,10,45,841,652,477,4725,12,69,5941
309011228,10,3,0,23,174,149,44,35,3,401,2900,1614,312,145,11,4979
309011229,11,0,0,23,60,78,180,16,7,343,999,923,1147,64,15,3148
309021230,14,3,0,26,35,21,363,79,9,506,397,204,2358,261,28,3257
309021231,12,0,0,20,151,88,305,7,4,553,1974,907,1958,15,29,4884
309021232,0,0,0,25,117,67,6,0,0,189,2501,886,36,4,4,3437
309021233,0,0,0,30,177,87,9,0,3,270,3503,917,44,3,6,4475
309021234,15,0,0,24,174,97,269,33,4,579,2820,1105,2404,262,34,6622
309031235,0,0,0,18,157,65,12,4,5,246,2996,618,41,5,12,3679
309031236,9,3,0,19,77,76,223,24,6,410,898,758,2066,110,26,3848
309031237,0,0,0,26,211,115,0,28,0,355,2544,1793,3,276,18,4643
309031238,16,0,0,33,122,399,304,5,11,843,1586,4099,2373,19,73,8142
309031239,3,0,0,16,127,64,108,11,3,305,2294,903,833,22,14,4062
309031240,35,0,0,79,121,61,104,0,0,285,1826,975,1197,0,14,4010
309041241,0,0,0,7,124,0,0,20,0,145,1498,0,3,71,5,1586
309041242,0,3,0,34,471,9,4,21,0,511,5201,76,29,90,19,5417
309051243,0,0,0,18,142,5,6,0,0,160,2155,60,9,5,3,2231
309051244,0,0,0,31,303,45,26,38,0,409,5211,723,70,72,16,6085
309051245,0,0,0,7,83,42,0,0,0,122,1880,768,0,4,0,2651
309061246,0,0,0,24,147,131,39,83,3,409,2609,1705,281,333,6,4929
309061247,0,0,0,20,162,33,3,0,0,198,2666,202,153,0,3,3027
309061248,37,0,0,215,306,199,73,32,5,620,5152,1797,605,178,23,7750
309061249,0,0,0,16,244,120,0,0,3,367,4498,1238,4,3,7,5746
309061250,0,0,0,15,150,17,0,0,124,285,2294,134,3,6,125,2565
309071251,0,0,0,14,205,94,25,3,3,331,2953,1093,127,14,31,4220
309071252,47,0,0,113,362,73,24,16,4,485,4922,820,195,104,12,6056
309071253,3,0,0,22,232,87,79,23,8,426,2775,826,727,140,19,4494
309071254,0,3,0,14,78,0,0,21,0,92,1272,4,8,89,10,1386
309071255,0,0,0,21,372,34,3,0,0,417,5782,358,49,8,19,6218
309071256,0,0,0,12,206,165,3,0,0,374,4129,1257,18,0,9,5414
309071257,0,0,0,6,251,71,0,0,0,325,2394,570,3,0,10,2977
309071258,0,0,0,46,512,131,3,27,7,672,8009,1537,5,90,25,9667
309081259,45,0,0,53,55,20,29,0,0,108,1039,386,228,0,0,1648
309081260,3,0,0,14,89,89,33,0,0,209,1258,1074,219,4,9,2566
309081261,48,0,0,73,209,188,106,0,4,507,5026,2449,900,0,14,8397
309081262,0,0,0,21,149,140,124,0,0,424,2626,2095,1042,3,4,5767
309091263,6,0,0,83,215,98,32,3,36,386,3189,988,390,7,47,4617
309091264,0,0,0,10,121,24,0,0,0,146,1793,340,9,3,4,2150
309091265,0,0,0,14,181,16,6,0,0,206,2587,182,58,0,3,2824
309091540,70,6,0,89,120,82,503,58,21,776,1115,997,4564,276,50,6994
309091541,12,0,0,33,228,270,352,81,35,960,2769,2039,2284,113,75,7276
309101267,5,0,0,34,118,157,27,0,7,314,2061,921,108,3,70,3160
309101268,0,0,0,9,84,26,10,0,0,121,1314,310,88,0,3,1719
309101269,10,3,0,18,7,7,242,65,10,331,68,92,1746,222,18,2134
309101270,48,0,0,70,108,115,1621,77,67,1981,1250,848,9413,79,110,11703
310011271,0,0,0,12,146,64,3,3,10,222,1453,252,24,5,12,1749
310011272,62,0,0,153,168,102,36,3,0,314,2074,571,199,19,12,2873
310011273,29,0,0,55,414,132,19,0,5,571,8356,819,158,3,23,9356
310011274,0,3,0,25,464,233,16,61,3,780,4741,1041,98,240,29,6151
310011275,12,0,0,35,90,80,8,0,9,183,2398,308,53,0,11,2779
310011276,0,0,0,3,73,16,0,0,0,92,793,133,0,0,4,930
310021277,13,5,0,56,335,7,7,26,7,377,4344,45,57,117,19,4571
310021278,0,0,3,32,178,3,0,4,30,217,2063,43,11,22,82,2221
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,0,0,0,47,681,12,12,153,0,866,6873,100,54,182,32,7242
310021281,0,0,0,27,470,0,6,11,0,494,4898,17,26,67,22,5033
310021282,0,3,0,29,310,10,7,43,0,371,3814,84,56,157,16,4134
310031283,0,0,0,26,197,96,0,0,0,287,3280,765,0,4,13,4060
310031284,0,0,0,3,250,80,16,3,0,352,2956,361,97,13,5,3432
310031285,0,0,0,5,126,20,0,0,0,145,2221,138,3,3,0,2371
310031286,4,0,0,12,156,31,44,4,4,243,2073,194,248,13,27,2550
310031287,0,0,0,42,441,88,58,3,3,594,6062,729,411,23,13,7235
310031288,0,0,0,7,70,0,3,0,5,78,1447,18,15,0,8,1497
310031289,0,0,0,3,91,5,0,0,0,97,1746,19,0,4,5,1770
310031290,0,0,0,8,66,4,0,0,0,75,1982,54,5,9,3,2054
310031291,0,0,0,8,278,59,5,0,3,346,2545,262,35,6,14,2863
310031292,0,0,0,5,181,7,12,26,0,228,2327,134,77,98,7,2632
310031293,0,0,0,34,203,59,11,0,0,271,4704,620,38,3,5,5366
310031294,0,0,0,0,108,0,0,4,0,115,1571,4,0,8,3,1580
310031295,0,0,0,3,139,9,0,0,0,145,977,64,3,0,0,1044
310041296,0,0,0,14,220,66,7,0,4,301,3952,472,16,4,25,4469
310041297,0,0,0,10,217,18,0,14,3,260,3023,119,6,79,3,3234
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,0,0,0,15,147,30,0,0,0,180,2588,219,23,3,3,2841
310041300,0,0,0,11,295,157,4,0,3,457,2968,612,19,6,4,3607
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,0,0,0,23,394,71,6,3,3,480,5328,589,36,5,11,5973
310041303,0,0,0,9,85,22,3,0,0,112,1941,159,11,0,0,2107
310041304,0,0,0,7,224,23,0,0,0,241,4622,352,7,0,6,4980
311011305,0,0,0,28,408,67,7,35,3,514,4553,452,133,107,22,5268
311021306,0,0,0,12,166,71,75,19,0,339,2155,604,502,50,5,3326
311021307,0,0,0,32,336,94,29,0,3,465,4041,881,335,0,9,5269
311021308,0,0,0,27,113,36,0,0,0,150,2193,375,0,0,5,2577
311021309,0,0,0,8,102,51,0,0,0,155,1700,462,5,0,0,2174
311021310,0,0,0,7,89,7,0,0,3,96,1934,60,0,0,3,2001
311031311,0,0,0,92,272,33,0,10,5,318,3909,363,4,70,14,4361
311031312,0,0,0,7,148,41,0,8,0,194,2053,414,16,6,3,2502
311031313,0,0,0,4,130,0,0,13,3,145,1513,15,0,137,12,1673
311031314,0,0,0,11,309,21,0,11,0,344,3532,69,3,28,5,3635
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,0,0,3,7,108,18,0,0,3,127,2375,300,19,4,9,2707
311031317,0,0,0,17,413,140,26,3,3,579,3535,708,87,19,20,4375
311031318,0,0,0,9,58,0,0,0,0,56,1377,0,0,6,3,1389
311031319,0,0,0,16,279,0,0,0,0,286,5056,28,20,3,0,5108
311041320,0,0,0,17,216,0,0,0,0,221,3805,0,0,8,5,3825
311041321,0,0,0,40,584,16,0,0,4,602,7909,147,0,15,23,8097
311041322,0,0,0,11,165,0,0,0,3,168,2166,38,0,4,10,2220
311051323,10,0,0,54,261,40,24,0,0,331,3527,303,148,3,10,3988
311051324,4,0,0,13,113,9,0,15,0,145,2531,150,21,101,8,2808
311051325,0,0,0,9,221,27,4,18,0,275,3452,255,4,71,9,3789
311051326,0,0,0,6,293,62,26,0,12,386,2770,478,236,0,36,3517
311051327,0,0,0,8,150,7,21,0,0,178,3521,100,314,0,4,3950
311051328,18,0,0,33,166,75,15,4,0,260,1993,555,152,0,12,2716
311061329,0,0,0,7,86,9,3,9,3,110,1992,194,37,105,7,2329
311061330,0,0,0,9,327,91,21,0,0,446,2880,484,44,0,4,3414
311061331,5,0,0,12,131,10,47,15,4,204,1402,156,466,78,7,2102
311061332,52,0,0,67,204,39,17,0,0,266,4843,574,135,0,4,5561
311061333,0,0,0,21,211,44,12,0,0,266,2807,677,135,4,12,3630
311061334,17,0,0,46,135,73,5,0,9,221,2608,757,82,0,6,3455
311061335,0,0,0,5,87,31,3,0,0,115,1760,325,30,0,3,2119
311061336,0,0,7,26,231,114,30,3,15,392,2595,1546,118,16,55,4326
312011337,0,4,0,26,300,52,49,43,22,461,3019,291,266,518,48,4146
312011338,0,5,8,45,285,6,29,54,25,407,2491,88,122,304,53,3065
312011339,0,3,0,25,165,0,18,21,4,206,1207,14,85,164,29,1498
312011340,0,0,0,13,198,5,0,10,42,252,1342,18,10,71,56,1491
312011341,0,0,0,8,238,67,37,9,3,362,2372,384,231,46,4,3046
312021342,60,0,3,87,212,55,42,104,34,442,4545,549,347,197,46,5674
312021343,0,0,0,21,63,35,3,4,0,105,995,367,19,14,15,1411
312021344,0,0,0,10,234,22,9,3,0,269,3826,320,18,74,22,4262
312021345,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10
312021346,4,0,0,3,52,86,114,0,9,260,466,655,560,3,15,1705
312021347,0,3,0,5,5,5,25,21,0,55,18,24,159,41,31,277
312021348,0,0,0,104,184,19,3,0,0,206,3611,144,54,5,14,3823
312021349,0,0,3,80,155,29,46,48,3,282,1916,191,376,167,27,2675
312021350,0,3,0,10,132,13,3,59,18,220,1629,106,3,91,34,1868
312021351,0,0,0,23,210,3,0,44,7,264,2752,9,31,77,20,2892
312021352,0,0,0,21,383,9,51,105,10,554,4032,65,163,195,24,4481
312021353,0,4,0,23,256,5,4,72,5,334,2922,23,36,353,17,3354
312021354,0,3,0,7,81,18,11,4,0,118,1804,104,54,58,39,2059
312021355,0,0,0,8,60,4,9,0,0,68,1151,39,96,0,3,1286
312021356,0,0,0,12,125,49,36,0,0,207,2100,606,159,3,0,2865
312021357,0,0,0,21,219,3,10,8,0,238,2891,41,45,27,14,3015
312021358,0,0,0,12,142,44,27,8,13,236,1885,472,85,24,21,2479
312031359,6,11,4,26,287,117,154,223,25,803,2635,652,776,589,149,4794
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,5,0,0,27,275,21,21,43,140,493,2880,119,135,126,170,3425
313011362,0,4,0,78,353,59,17,43,3,466,4974,693,113,288,33,6105
313011363,3,5,0,122,343,122,57,77,7,609,6016,1607,593,427,22,8665
313021364,0,0,0,3,54,0,0,0,3,61,1238,0,0,3,4,1237
313021365,67,0,0,100,549,234,91,64,3,941,7386,1758,618,161,33,9961
313021366,15,0,0,26,429,60,50,0,0,553,6243,733,242,0,13,7234
313021367,0,0,0,9,87,0,0,4,0,84,1200,7,0,15,4,1222
313021368,0,0,0,16,144,24,0,0,0,169,2646,244,3,3,5,2901
313021369,0,0,0,3,92,0,0,0,16,110,1260,3,0,3,17,1286
313031370,0,4,0,20,188,5,0,10,3,198,1997,31,8,50,20,2101
313031371,0,0,0,17,259,0,3,18,0,280,2478,5,13,97,13,2599
313041372,0,0,0,40,208,51,0,0,3,262,4312,532,0,3,13,4869
313041373,6,0,0,38,536,84,24,37,3,680,7307,634,257,128,33,8368
313041374,0,0,0,8,79,0,0,0,0,78,1523,7,0,3,0,1533
313041375,0,0,0,17,231,11,0,0,3,242,5543,168,0,3,8,5726
313041376,0,0,0,7,61,0,0,0,0,61,953,0,0,3,4,958
313051377,0,0,0,21,150,10,50,26,0,242,2638,238,411,132,18,3436
313051378,15,0,0,36,158,17,147,8,3,333,3424,327,1495,52,21,5323
313051379,28,0,0,56,182,45,205,24,3,456,2530,534,1694,35,8,4805
313051380,42,3,0,150,263,75,36,0,12,385,4848,1103,364,10,19,6341
313051542,23,4,0,128,188,48,92,26,0,350,3541,424,1024,162,34,5190
314011382,91,0,0,140,135,55,26,0,0,210,4852,441,240,0,0,5540
314011383,0,0,0,19,146,14,0,0,0,162,5627,345,4,3,3,5978
314011384,0,0,0,22,191,0,0,5,3,207,2765,7,11,36,19,2839
314011385,0,0,0,4,77,4,0,0,0,77,2436,14,0,0,0,2452
314011386,0,0,0,65,209,50,0,0,5,261,7529,638,18,3,4,8195
