SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
602011037,0,0,0,0,3,3,0,0,0,3,11,0,0,0,13,24,5,0,0,27,6,0,0,0,6,27,14,0,6,41,12,3,8,0,22,18,3,0,0,21,12,9,0,0,23,5,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,17,0,0,0,0,0,121,47,14,13,194,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,14,8,3,0,20,15,15,5,0,37,7,0,5,0,9,23,9,3,4,40,21,6,0,0,29,19,10,3,0,39,12,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,16,3,3,0,0,7,127,65,24,4,221,0,0,0,0,0,0,0,0,0,0,6,4,0,0,11,5,3,3,0,11,6,7,3,0,13,15,8,0,0,28
602011038,0,0,0,0,0,3,0,0,0,3,7,5,0,0,10,13,10,0,0,26,0,0,0,0,0,33,11,3,0,48,8,3,3,0,16,10,6,0,3,12,15,12,0,0,28,13,3,3,0,15,3,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,3,0,18,3,0,0,0,3,117,62,17,5,203,0,0,0,0,0,7,0,0,0,7,0,3,0,0,3,8,3,0,0,10,15,0,8,0,27,3,0,0,0,3,10,5,3,0,19,23,0,0,3,32,15,7,6,0,33,5,6,3,0,14,6,3,0,0,6,4,3,0,0,7,3,0,0,0,4,0,0,0,0,0,7,10,4,0,21,0,0,0,0,0,115,43,23,7,186,0,0,0,0,3,3,3,0,0,5,4,0,0,0,6,7,0,0,0,7,9,3,0,0,15,10,9,0,0,17
602011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,10,0,0,0,0,0,8,7,3,0,25,0,0,0,0,4,7,0,0,0,7,8,5,3,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,7,0,0,0,0,3,44,30,14,3,82,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,3,3,0,0,7,3,0,0,3,5,12,4,4,0,17,8,3,3,0,17,13,3,3,3,22,11,4,0,0,13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,8,3,4,0,15,0,0,0,0,0,53,39,19,8,118,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,3,0,0,12,4,0,0,0,10,6,3,3,0,18
602011040,0,0,0,0,0,0,0,0,0,3,12,3,0,0,20,29,6,0,0,37,4,0,0,0,4,19,20,5,0,42,5,3,3,0,13,10,5,3,0,15,20,3,0,0,19,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,17,0,0,0,0,0,120,45,16,6,188,0,5,0,0,3,4,0,0,0,3,9,3,0,0,12,11,4,3,0,19,22,15,7,4,47,0,0,4,0,6,18,8,6,0,32,17,3,0,0,24,25,15,3,0,45,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,16,0,4,0,0,3,124,58,32,10,226,0,0,0,0,5,3,0,0,0,3,4,4,0,0,11,7,8,3,0,9,7,3,0,0,12,13,3,0,0,22
602011041,0,0,0,0,0,0,3,0,0,3,29,14,0,0,49,46,27,8,9,91,21,6,0,0,25,77,57,23,12,170,30,16,8,3,51,23,10,0,0,36,29,17,4,3,58,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,3,32,10,3,3,3,23,280,160,64,36,546,3,0,0,0,3,7,3,0,0,9,17,4,4,0,21,43,21,7,0,70,45,42,14,4,104,32,4,3,3,36,40,30,12,7,83,38,9,3,3,52,39,26,3,0,71,16,8,0,0,19,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,3,29,3,6,3,0,17,296,163,53,28,544,3,0,0,0,3,0,0,0,0,3,16,5,0,0,31,20,13,5,4,44,21,9,10,3,46,38,34,11,3,84
602011042,0,0,0,0,6,0,0,0,0,0,3,3,0,0,9,14,6,0,0,21,8,0,0,0,4,35,12,8,0,51,12,8,0,0,22,10,3,3,0,21,23,7,0,0,30,5,3,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,14,0,3,0,0,6,120,50,18,6,188,0,3,0,0,4,0,0,0,0,0,3,0,0,0,4,7,4,0,0,9,17,10,3,0,27,7,3,0,0,7,14,5,0,3,25,18,4,3,0,25,27,9,0,0,43,6,6,3,0,13,0,3,0,0,4,3,3,0,0,6,3,0,0,0,3,0,0,0,0,0,5,5,4,0,18,3,0,0,0,4,111,66,21,8,202,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,10,3,7,0,0,11,9,6,0,0,14
602011043,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,3,0,0,13,0,0,0,0,0,13,4,5,0,24,12,0,0,0,12,10,3,0,0,10,17,9,0,0,32,6,4,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,7,0,0,13,3,0,0,0,3,73,41,13,7,135,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,3,6,0,5,0,14,0,0,0,0,3,12,7,4,0,21,13,10,0,0,18,13,4,3,0,20,15,9,0,0,20,10,0,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,0,0,0,0,0,71,40,14,3,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,3,0,0,0,4,11,3,3,0,16
602011044,0,0,0,0,0,3,0,0,0,3,5,4,0,0,10,22,9,0,0,30,6,0,0,0,6,32,20,3,0,57,10,8,0,0,26,9,7,5,0,24,21,7,0,0,34,3,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,10,4,0,0,0,5,115,61,16,6,205,0,0,0,0,0,3,0,0,0,3,10,0,0,0,11,5,9,0,0,18,28,6,0,0,33,3,3,3,0,8,24,10,8,0,45,23,10,0,0,33,14,21,0,3,40,7,4,0,0,14,5,3,0,0,8,4,3,3,0,9,0,0,0,0,0,0,0,0,0,0,12,10,6,3,27,3,0,0,0,7,138,74,27,7,246,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,10,3,0,0,7,9,3,3,0,19,17,10,3,0,30
602011045,0,0,0,0,3,3,0,0,0,3,26,11,3,3,45,48,46,4,0,96,10,0,0,0,15,43,30,11,5,92,6,10,0,5,20,13,4,5,0,23,15,8,0,3,22,4,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,3,3,24,12,8,4,0,24,182,133,37,21,372,0,0,0,0,0,5,0,0,0,5,14,18,0,0,32,27,22,0,0,54,32,48,15,8,97,15,3,3,0,24,22,7,9,4,48,16,3,0,0,14,19,6,5,3,31,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,4,35,8,6,0,4,22,178,121,42,20,362,0,4,0,0,3,5,0,0,0,5,6,12,0,0,13,18,11,3,0,35,24,5,3,0,30,21,23,12,3,55
602011046,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,13,7,3,0,22,3,0,0,0,3,21,11,9,0,44,9,3,5,0,22,10,9,3,0,25,25,10,5,0,42,5,3,0,0,6,0,3,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,14,5,0,32,3,0,0,0,5,108,66,27,10,219,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,10,5,0,0,10,16,12,0,0,28,6,3,0,0,12,33,13,3,0,45,12,6,0,0,27,17,18,8,5,48,9,4,0,0,17,8,3,0,0,10,5,3,0,0,3,4,0,0,0,4,0,0,0,0,0,7,9,3,4,24,5,0,0,0,4,139,74,20,13,246,5,0,0,0,4,3,0,0,0,3,8,0,0,3,8,4,4,0,0,13,3,0,3,0,6,15,11,9,0,33
602011047,0,0,0,0,0,3,0,0,0,3,12,0,0,0,11,21,12,3,0,38,5,3,0,0,9,46,18,3,0,68,15,3,5,0,25,8,3,0,0,16,20,4,3,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,5,3,0,0,3,147,49,19,0,218,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,4,0,0,12,10,9,3,0,25,5,3,0,0,12,24,4,0,0,30,20,4,3,0,23,32,10,3,0,44,6,5,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,14,4,7,0,28,3,0,0,0,3,138,50,17,3,209,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,0,8,9,3,0,0,13,24,8,8,0,38
602011048,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,15,14,3,0,33,8,0,0,0,8,18,18,5,3,50,16,11,0,0,29,9,8,3,0,23,19,14,4,0,37,4,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,0,26,0,0,0,0,0,117,82,25,4,224,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,6,5,0,12,17,11,4,0,37,9,7,0,0,19,23,6,4,0,37,18,10,3,0,34,24,14,7,0,42,10,3,0,0,12,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,5,0,18,5,3,0,0,6,127,75,33,4,230,0,3,3,0,4,0,0,0,0,0,3,3,0,0,7,3,8,3,0,10,6,11,4,0,21,17,10,4,0,31
602011049,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,20,3,0,0,28,3,0,0,0,3,15,17,0,3,41,24,4,4,3,29,10,5,0,0,20,20,8,0,3,38,0,3,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,8,3,0,18,3,0,0,0,3,113,66,8,8,193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,14,16,4,0,0,22,10,7,0,0,17,11,8,3,0,20,22,6,0,0,33,32,13,0,0,44,7,4,0,0,9,3,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,13,0,0,0,0,0,124,59,13,3,194,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,5,3,0,0,5,7,5,0,0,14
602011050,0,0,0,0,0,3,0,0,0,5,19,4,0,0,23,25,12,0,0,40,4,0,0,0,9,27,19,8,3,56,16,3,3,0,24,14,4,0,4,20,20,13,4,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,10,7,5,0,0,6,142,64,18,14,231,0,0,0,0,0,0,0,0,0,0,7,7,3,0,15,16,5,0,0,26,19,18,9,0,41,8,8,0,0,8,23,7,7,0,36,12,8,0,0,24,26,4,3,3,40,8,0,3,0,10,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,19,10,5,0,0,8,142,74,25,8,247,3,0,0,0,3,3,0,0,0,3,4,0,0,0,8,9,3,0,0,15,17,3,0,0,22,24,15,8,0,47
602011051,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,17,13,3,0,30,4,0,0,0,4,22,9,9,0,42,6,12,7,0,26,17,4,0,0,26,23,4,3,0,26,5,0,0,0,7,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,0,3,111,48,26,4,185,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,15,7,0,0,24,13,3,0,0,20,12,10,3,0,33,7,3,3,0,12,23,8,3,0,31,12,3,0,0,24,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,4,0,28,0,0,0,0,0,113,47,15,6,185,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,6,4,0,0,12,6,6,0,0,12
602011052,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,3,16,0,0,21,4,0,0,0,4,19,14,3,0,42,13,4,0,0,12,7,3,4,4,18,13,4,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,12,3,4,0,3,10,79,52,13,4,156,0,0,0,0,0,0,3,0,0,3,0,0,6,0,4,3,6,0,0,9,7,10,0,3,22,4,3,0,0,9,13,10,7,0,25,13,4,4,0,23,23,11,3,0,37,12,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,10,3,0,0,0,5,90,58,21,4,171,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,8,4,3,0,0,5,12,6,7,0,22
602021053,0,0,0,0,0,0,3,0,0,3,9,0,0,0,10,21,4,3,0,24,7,0,0,0,7,21,15,6,0,38,3,0,0,0,3,8,4,0,0,10,5,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,6,3,0,13,7,0,0,0,4,78,40,18,3,144,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,5,3,3,0,16,20,11,3,0,35,12,4,3,0,17,13,3,3,0,20,7,7,0,0,10,16,3,3,0,24,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,0,20,0,0,0,0,0,96,46,16,6,163,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,8,0,0,13,6,6,0,0,12,16,10,0,0,32
602021054,3,0,0,0,3,0,0,0,0,4,11,0,0,0,12,32,23,3,0,59,9,0,0,0,9,14,21,8,3,44,11,3,3,0,23,6,3,0,0,12,16,0,3,0,14,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,12,0,3,0,0,3,116,59,16,12,203,0,0,0,0,3,4,0,0,0,4,0,3,3,0,7,5,9,0,0,11,22,16,3,0,46,4,0,0,0,8,21,15,5,3,42,16,7,3,3,20,17,10,7,0,34,5,0,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,3,21,0,0,0,0,3,106,66,23,9,208,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,5,0,3,0,5,4,9,0,0,11,14,10,4,0,30
602021055,3,0,0,0,3,0,0,0,0,3,9,0,0,0,7,13,6,0,0,20,3,0,0,0,4,24,14,3,4,41,7,4,5,4,20,12,3,0,0,21,16,8,3,0,25,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,3,0,0,19,0,0,0,0,0,96,44,18,11,173,0,0,0,0,0,0,3,0,0,3,3,3,0,0,9,7,3,0,0,15,11,4,4,0,23,5,9,0,0,12,11,3,0,0,23,16,5,3,0,23,15,8,5,0,24,10,3,4,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,21,4,0,0,0,3,106,46,16,4,176,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,10,3,0,0,18,5,3,0,3,11,19,14,4,0,27
602021056,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,4,0,0,12,0,0,0,0,0,8,5,3,0,19,3,4,0,0,9,7,3,0,0,8,12,3,0,0,18,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,58,23,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,7,8,9,5,0,23,3,0,0,0,3,9,3,0,0,19,13,5,0,0,20,9,3,0,0,12,5,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9,0,0,0,0,0,63,24,8,9,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,8,5,0,0,18
602021057,0,0,0,0,0,0,0,0,0,3,10,3,0,0,14,10,7,0,0,23,3,0,0,0,3,17,3,4,0,30,6,3,0,0,11,4,0,0,0,8,15,4,0,0,21,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,15,3,0,0,0,6,81,37,13,3,137,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,9,4,0,0,14,8,8,0,0,17,8,0,3,0,10,7,5,3,4,17,10,0,0,0,10,8,6,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,12,3,0,3,0,6,57,34,11,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,10,11,14,0,0,23
602031058,0,0,0,0,0,0,0,0,0,0,8,3,3,0,12,12,3,4,0,18,3,0,0,0,3,5,4,0,0,17,7,7,3,0,13,10,3,3,0,11,10,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,12,3,0,0,0,3,55,30,13,3,104,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,4,0,4,0,6,9,6,3,0,18,3,3,0,0,5,12,7,0,0,19,8,3,0,0,17,8,3,0,0,17,10,3,0,0,14,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,11,0,0,0,0,0,67,34,10,4,118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,8,10,3,0,0,12,5,7,0,0,17
602031059,0,0,0,0,0,4,0,0,0,4,22,4,3,0,29,44,23,5,3,73,14,3,0,0,21,35,16,21,4,77,10,6,0,0,15,7,9,0,0,22,12,4,4,0,20,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,23,11,4,0,3,12,185,75,42,10,312,0,0,0,0,3,3,3,0,0,4,18,8,3,0,23,28,9,3,0,45,28,29,10,7,71,17,3,0,0,23,26,8,4,6,48,23,0,0,3,32,32,8,4,3,41,6,0,0,3,14,4,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,11,5,3,0,28,11,7,0,3,20,203,91,33,26,360,3,0,0,3,7,3,0,0,0,3,9,0,0,0,11,17,7,3,0,30,22,12,3,0,35,29,18,12,4,50
602031060,0,0,0,0,0,4,0,0,0,0,9,4,3,0,14,20,5,0,0,30,3,0,0,0,9,8,6,3,3,22,0,3,5,7,18,8,3,0,0,12,13,0,0,0,10,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,8,76,42,15,17,145,0,0,0,0,3,0,0,0,0,0,8,0,0,0,7,8,5,0,0,14,17,11,0,3,32,6,5,0,0,12,9,3,3,3,23,10,0,0,3,15,12,5,0,3,20,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,15,0,0,0,0,4,90,39,13,9,154,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,5,3,3,0,11,13,0,0,0,13,13,9,3,0,23
602031061,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,10,4,0,0,18,3,0,0,0,3,12,14,0,0,32,7,0,4,0,11,3,0,0,0,5,5,5,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,3,63,23,9,0,102,3,0,0,0,3,0,0,0,0,3,13,3,0,0,15,7,0,3,0,10,12,8,5,0,23,7,5,0,0,15,16,3,0,0,19,3,4,3,0,9,12,7,0,0,21,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,7,9,0,0,0,5,92,30,14,4,141,0,3,0,0,3,0,0,0,0,0,4,0,0,0,7,3,0,0,0,8,0,3,0,0,6,11,3,0,0,17
602031062,0,0,0,0,0,0,3,0,0,3,4,0,3,0,10,17,15,7,0,30,5,0,0,0,5,17,13,0,0,34,6,9,0,0,13,11,3,3,0,17,14,13,0,0,21,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,12,6,0,0,0,6,83,59,16,3,161,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,13,7,0,0,17,16,5,0,0,20,7,0,3,0,11,14,3,5,3,22,18,6,0,0,26,18,10,0,0,32,6,5,0,0,7,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,8,5,0,0,11,0,3,0,0,3,92,49,13,4,162,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,7,0,0,0,4,4,5,0,0,18,11,9,3,0,23
602031064,0,0,0,0,0,3,0,0,0,4,14,8,0,3,27,30,14,0,0,50,11,0,0,0,12,38,26,9,3,71,10,3,0,3,19,7,0,0,0,17,5,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,17,3,4,0,3,15,136,74,17,18,239,3,3,0,0,3,0,0,0,0,0,15,5,0,0,25,17,0,0,0,25,30,15,3,3,48,9,7,0,0,20,25,4,9,3,42,10,3,3,0,19,6,7,3,0,20,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,0,31,0,3,0,0,7,151,63,24,15,251,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,8,6,0,0,17,14,7,0,0,22,9,9,3,5,27
