SA2_MAINCODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
403031068,75,31,45,73,25,34,65,3,3,9,3,0,3,3,0,3,44,64,107,44,51,95,46,54,102,375,381,752,304,276,584,285,299,584,2165,2268,4437,2237,2343,4580,2284,2549,4835
403031069,99,30,44,72,26,34,62,3,4,7,0,0,0,0,3,3,45,81,129,44,54,94,41,43,80,355,415,768,305,337,642,347,364,710,2379,2539,4919,2394,2531,4928,2474,2593,5066
403031070,23,7,32,45,18,32,43,3,0,3,0,0,0,0,0,0,18,27,38,20,50,66,30,44,76,253,238,490,174,179,352,218,259,482,1099,1071,2171,1080,1091,2177,1156,1212,2366
403041071,61,20,41,59,21,26,40,0,0,0,0,0,0,0,0,0,36,46,78,25,59,80,26,28,59,237,233,465,162,167,332,178,183,357,1923,1937,3858,1725,1842,3563,1592,1660,3252
403041072,54,28,54,77,15,48,65,0,0,0,0,0,0,0,0,3,21,46,71,33,71,103,30,74,102,392,351,742,455,449,897,635,632,1265,1485,1546,3032,2025,2200,4221,2294,2479,4779
403041073,35,18,32,47,12,27,38,0,0,0,0,0,0,0,3,3,9,36,49,27,45,69,26,42,71,301,289,587,324,281,599,363,437,797,1119,1164,2285,1135,1246,2381,1290,1439,2727
403041074,44,7,33,43,20,38,51,0,0,0,0,0,0,0,0,0,20,42,56,19,40,61,23,49,69,338,374,711,387,358,748,496,581,1074,1176,1269,2447,1319,1327,2652,1475,1607,3085
403041075,15,6,13,16,4,4,14,0,0,0,0,0,0,0,0,0,4,11,18,9,10,21,6,4,14,82,52,132,43,22,68,57,63,114,435,457,895,359,418,769,354,374,731
403041076,12,10,9,22,13,10,18,0,0,0,0,0,0,0,0,0,7,13,18,9,11,26,13,15,24,49,55,108,56,54,107,89,62,153,593,633,1233,643,651,1298,718,638,1357
403041077,29,20,22,38,18,30,51,0,0,0,0,0,0,0,0,0,11,36,47,27,30,60,19,46,63,228,201,429,229,235,465,217,202,421,1512,1551,3057,1563,1591,3155,1494,1557,3051
403041078,40,6,12,19,15,18,32,0,0,0,3,0,4,0,0,0,17,26,45,9,22,32,13,23,38,139,131,274,182,184,365,122,137,257,905,891,1801,831,957,1785,786,908,1692
403041079,27,14,31,42,16,30,41,0,0,0,0,0,0,0,0,0,14,27,45,17,34,50,27,52,71,273,283,556,252,248,504,289,296,584,1080,1112,2189,990,1083,2077,1000,1097,2098
403041080,65,27,42,72,20,41,58,0,0,0,0,0,0,0,0,0,25,58,79,33,55,89,27,53,81,348,328,678,246,287,534,279,257,531,1919,1952,3878,1735,1905,3645,1682,1842,3519
403041081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,3,4,5,6,10
403041083,21,12,22,34,5,13,22,0,0,0,0,0,0,0,0,0,6,19,27,18,27,40,11,21,27,124,115,232,116,124,239,174,194,366,705,689,1390,788,769,1555,792,837,1626
403041084,70,13,49,63,25,33,63,0,0,0,0,0,8,0,0,3,39,51,88,30,63,94,41,58,94,391,372,761,333,373,706,383,409,796,1863,1899,3763,1663,1850,3517,1763,1863,3626
403041085,42,21,33,50,20,37,55,0,3,3,0,0,0,0,0,0,19,35,55,27,40,69,26,48,75,374,404,771,299,312,607,322,321,638,1269,1300,2568,1137,1183,2323,1232,1268,2500
403041086,59,15,25,41,17,30,45,0,0,0,0,0,0,0,0,0,18,51,66,27,27,56,29,39,64,260,287,542,199,233,436,189,237,426,1298,1415,2720,1192,1315,2508,1207,1287,2489
403041087,72,38,60,95,28,73,103,0,0,0,0,4,3,0,3,3,29,60,89,46,80,131,50,102,148,471,443,914,643,657,1296,636,687,1326,2193,2255,4452,2646,2771,5415,3065,3326,6393
403041088,17,5,14,20,7,5,8,0,0,0,0,0,0,0,0,0,7,10,17,8,23,31,4,5,7,82,64,149,60,68,137,91,92,182,472,502,971,478,488,974,458,518,972
403041089,56,27,41,62,18,34,52,0,0,0,0,0,0,0,0,0,22,44,66,30,44,69,25,47,78,254,231,480,198,193,387,183,202,393,1695,1797,3493,1647,1675,3321,1622,1710,3337
404011090,30,11,18,38,22,20,46,0,0,0,3,3,5,0,0,0,16,35,49,33,36,70,35,35,72,276,277,551,214,193,413,238,235,478,981,1002,1980,964,979,1939,1091,1146,2234
404011091,57,22,41,66,31,31,63,0,3,4,0,0,3,0,0,0,33,60,91,37,76,114,47,49,99,437,446,881,464,459,927,326,376,702,1687,1755,3440,1824,1987,3813,1872,1957,3832
404011092,38,24,39,66,22,39,56,4,0,4,5,0,3,0,0,0,22,37,59,41,57,101,38,52,95,419,387,802,393,343,733,373,373,751,1852,1840,3697,1923,1845,3765,2039,2027,4071
404011093,85,35,55,84,36,47,84,0,0,0,0,0,0,0,0,0,40,73,119,57,94,145,72,86,162,621,614,1236,594,560,1154,527,541,1061,2278,2414,4697,2506,2508,5015,2533,2683,5217
404011094,25,6,12,18,6,9,17,0,0,0,0,0,0,0,0,0,24,24,47,17,17,30,8,18,24,186,210,399,190,217,405,193,192,386,689,736,1424,725,786,1512,722,808,1530
404011095,77,25,51,71,32,44,78,0,0,3,0,0,0,0,4,4,46,70,118,31,68,104,40,57,102,458,511,967,443,475,916,471,538,1008,1964,2044,4005,1927,2065,3994,2066,2175,4245
404011096,49,21,33,56,14,39,49,0,4,3,0,0,3,0,0,0,25,41,68,31,41,76,27,40,70,434,499,931,373,442,815,410,438,843,1715,1802,3519,1591,1657,3246,1630,1729,3362
404011097,73,20,54,75,38,60,101,3,0,3,0,0,0,0,0,0,44,98,136,47,82,134,80,95,175,658,646,1302,634,582,1215,518,485,1007,2274,2269,4540,2415,2436,4855,2569,2678,5249
404021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404021099,78,32,41,70,21,39,58,0,0,0,0,3,3,3,0,5,34,78,111,36,51,94,35,56,92,499,511,1012,549,522,1065,368,398,768,1886,2043,3928,1987,2035,4024,1713,1948,3667
404021100,55,20,44,66,23,42,68,0,0,4,0,0,0,0,0,0,25,47,69,29,57,85,40,50,93,490,539,1023,407,470,874,382,417,801,1794,2034,3829,1737,1949,3678,1693,1853,3545
404021101,56,11,37,48,8,34,44,0,6,5,0,0,0,0,0,0,27,47,76,25,56,79,16,53,68,446,450,895,439,369,810,353,367,721,1402,1484,2889,1459,1534,2990,1386,1499,2884
404021102,69,41,57,100,37,67,106,0,3,8,3,0,3,3,6,4,55,92,148,88,122,209,88,137,224,769,760,1525,807,732,1545,634,706,1338,2371,2411,4777,2874,2842,5717,2922,3091,6009
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031105,13,7,5,12,5,7,9,0,0,0,0,0,0,0,0,0,4,12,21,7,8,12,7,6,12,103,77,173,55,64,123,65,63,130,368,326,696,333,321,652,359,356,718
404031106,61,18,44,62,24,41,64,0,3,3,0,0,3,0,0,0,38,61,100,48,60,109,38,60,103,398,389,791,358,378,739,296,307,599,1610,1729,3341,1738,1841,3578,1682,1804,3488
404031107,117,59,88,143,54,91,148,0,3,3,3,12,12,0,5,8,64,104,164,110,144,251,100,148,242,709,669,1380,703,803,1507,686,844,1530,2918,3003,5926,3181,3525,6708,3503,3964,7463
404031108,85,39,51,95,42,41,82,0,0,0,0,0,0,0,4,4,64,95,153,78,75,154,72,71,146,622,527,1150,500,515,1014,454,483,939,2268,2240,4509,2331,2428,4760,2438,2637,5075
404031109,27,15,14,30,12,11,25,0,0,0,0,0,0,0,0,0,16,24,38,14,20,40,20,11,34,158,129,288,108,99,211,105,113,218,576,558,1137,553,593,1149,609,675,1285
405011110,26,11,16,22,6,19,24,0,0,0,0,0,0,0,0,0,7,19,22,13,18,31,9,20,33,139,131,268,188,204,386,180,197,384,700,706,1403,753,872,1625,810,861,1674
405011111,26,3,12,16,12,22,32,0,0,0,0,0,4,0,0,0,8,19,25,16,22,33,9,31,38,273,204,473,231,198,425,273,251,525,1137,1088,2222,1159,1121,2274,1314,1326,2638
405011112,21,7,18,27,3,14,14,0,0,0,0,0,0,0,0,0,4,20,32,11,26,30,5,13,25,154,146,295,101,87,189,222,215,442,843,852,1691,845,831,1676,945,929,1871
405011113,15,0,11,11,3,6,11,0,0,0,0,0,0,0,0,0,4,11,16,3,14,14,5,12,16,159,134,299,119,92,217,141,136,282,497,509,1003,397,405,797,420,442,862
405011114,21,9,20,24,4,16,21,0,0,0,0,0,0,0,0,0,7,16,22,10,26,32,10,22,33,85,94,178,115,115,222,177,179,360,671,643,1310,724,748,1475,790,893,1687
405011115,7,5,11,14,6,10,22,0,0,0,0,0,0,0,0,0,3,5,9,4,14,23,13,16,27,129,108,229,86,95,173,151,142,291,605,603,1212,527,528,1055,613,559,1175
405021116,8,3,7,10,7,10,15,0,0,0,0,0,0,0,0,0,3,12,17,3,14,17,9,14,22,104,112,214,100,122,219,135,136,271,469,494,961,473,553,1024,517,561,1085
405021117,11,4,18,23,3,14,15,0,0,3,0,0,0,0,0,0,3,16,19,7,18,26,3,13,17,130,123,255,127,123,248,199,204,405,600,609,1210,585,635,1223,641,665,1307
405021118,16,3,12,12,4,11,15,0,0,0,0,0,0,0,0,0,3,14,14,12,12,20,4,11,15,125,130,252,132,122,252,184,172,357,534,551,1086,527,555,1077,514,600,1115
405021119,31,3,19,28,12,25,36,0,0,0,0,3,3,0,0,0,13,31,36,6,32,37,10,32,45,349,338,681,305,274,574,353,361,720,1229,1226,2454,1160,1185,2342,1188,1232,2425
405031120,27,0,18,18,3,9,7,0,0,0,0,0,0,0,0,0,15,18,29,3,15,23,6,9,20,164,154,315,131,101,229,174,145,324,678,681,1357,567,537,1099,560,545,1104
405031121,29,4,8,18,0,7,7,0,0,0,0,5,5,0,0,3,8,33,34,4,18,25,0,11,17,244,188,430,183,183,372,231,230,455,770,816,1587,659,690,1350,645,659,1306
405031122,34,19,27,44,5,26,26,0,0,0,0,3,5,0,0,0,14,38,52,27,34,65,17,46,63,474,527,1001,470,466,934,505,543,1050,1878,2025,3907,1862,1944,3803,1796,1918,3715
405031123,10,0,7,7,4,7,7,0,0,0,0,0,0,0,0,0,8,5,19,5,14,19,3,8,10,96,111,208,98,85,181,107,94,198,469,476,947,425,436,863,406,455,860
405041124,10,6,21,25,6,14,15,0,0,0,0,0,0,0,0,0,4,12,13,5,26,28,8,18,25,127,139,269,126,120,246,260,254,517,649,736,1387,641,697,1339,772,745,1514
405041125,0,3,14,15,6,16,15,0,0,0,0,0,0,0,0,0,3,0,3,3,14,12,9,17,22,115,125,240,98,93,194,203,214,420,355,400,752,396,441,835,555,550,1105
405041126,8,9,8,15,3,5,12,0,0,0,0,0,0,0,0,0,6,7,17,9,8,15,4,10,15,129,155,283,117,128,246,176,180,351,356,391,744,376,389,766,479,447,927
405041127,22,3,15,19,4,17,21,0,0,0,0,0,0,0,0,0,0,27,28,9,20,21,6,26,30,277,276,549,165,174,340,257,241,498,897,906,1801,702,769,1471,750,778,1532
405041128,12,0,3,4,3,7,15,0,0,0,0,0,0,0,0,0,4,5,9,7,4,9,5,9,16,99,91,185,98,76,183,135,120,254,434,441,877,424,393,817,425,389,808
406011129,6,4,10,8,0,7,8,0,0,0,4,0,4,0,0,0,0,3,6,8,16,20,9,7,15,104,93,197,96,98,189,164,178,343,351,358,701,357,391,754,394,429,829
406011130,17,11,19,29,3,7,13,0,0,0,0,0,0,0,0,0,4,14,22,15,27,37,7,9,15,257,204,462,135,160,292,275,273,550,919,840,1764,775,827,1604,828,884,1713
406011131,12,0,10,16,0,5,4,0,0,0,0,0,0,0,0,0,11,10,19,0,15,16,4,7,16,102,96,204,114,128,243,203,177,380,538,539,1073,510,513,1025,583,545,1125
406011132,3,3,3,4,0,4,5,0,0,0,0,0,0,0,0,0,3,3,5,3,8,4,3,7,8,49,54,103,45,54,98,84,84,165,304,354,657,241,294,533,283,313,590
406011133,43,15,63,75,16,37,50,0,3,3,0,0,0,0,0,0,27,31,59,26,76,105,25,47,74,592,555,1141,623,468,1099,839,640,1478,2050,2077,4127,2102,2164,4272,2300,2206,4509
406011134,5,3,5,5,4,0,4,0,0,0,0,0,0,0,0,0,4,13,11,3,3,7,6,0,6,244,203,446,242,215,459,232,218,446,601,552,1150,539,546,1084,526,552,1071
406011135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,40,7,4,12,24,23,41,26,26,51,20,16,39,24,23,41
406011136,52,23,33,61,20,69,84,0,3,3,3,3,5,3,0,6,21,54,75,31,46,83,36,89,120,878,798,1679,934,874,1813,890,918,1811,3253,3280,6539,3161,3265,6431,3042,3362,6404
406011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406021138,4,0,3,3,5,6,11,0,0,0,0,0,0,0,0,0,3,3,8,0,3,3,4,11,18,121,119,243,66,61,134,138,165,309,322,328,652,371,373,749,376,408,778
406021139,3,3,4,3,0,8,3,0,0,0,0,0,0,0,0,0,8,3,5,5,4,3,5,9,14,194,171,365,146,113,259,162,162,323,309,286,601,248,226,472,279,292,568
406021140,6,0,10,12,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,12,11,0,6,6,313,108,425,110,106,214,119,108,226,540,290,835,310,309,622,257,271,526
406021141,3,6,8,14,3,3,7,0,0,3,0,0,3,0,0,0,4,3,3,11,8,19,3,3,11,204,127,331,240,176,420,303,177,481,443,382,829,520,392,914,451,312,765
406021142,22,5,29,35,8,26,37,0,0,3,0,3,3,0,4,4,17,29,44,18,36,59,16,30,46,876,648,1523,1154,813,1962,1181,664,1845,2162,2028,4185,2336,2073,4411,2349,1908,4262
406021143,17,4,8,19,0,14,14,0,0,0,0,0,0,0,0,0,4,14,17,4,8,19,0,16,17,220,118,343,391,128,519,246,119,364,751,604,1356,909,624,1535,684,578,1263
407011144,13,4,28,29,9,18,27,0,0,3,3,0,6,0,0,0,7,17,19,11,29,45,19,24,46,552,623,1168,303,326,635,358,371,730,1229,1347,2574,1012,1144,2155,1066,1219,2286
407011145,10,3,9,14,3,10,19,0,0,0,0,0,0,0,0,0,0,18,20,4,9,16,4,14,21,184,153,336,148,137,278,242,232,476,585,602,1187,522,545,1066,612,603,1214
407011146,19,9,20,24,5,15,21,0,0,0,0,0,0,0,0,0,7,17,24,17,27,43,6,22,30,145,152,301,122,123,247,256,282,536,697,782,1476,765,886,1652,914,1085,1999
407011147,15,5,19,22,3,14,18,0,0,0,0,0,0,0,0,0,13,20,28,12,19,34,5,15,22,192,166,356,133,135,268,322,318,641,848,842,1690,857,928,1785,1017,1068,2086
407011148,40,11,26,39,12,29,36,0,0,4,0,0,0,0,0,0,15,36,53,21,33,55,22,32,53,413,479,890,502,572,1075,452,510,958,1304,1370,2674,1417,1580,2992,1455,1604,3055
407011149,14,5,13,15,10,10,15,0,0,0,0,0,0,0,0,0,3,14,14,5,17,19,11,15,25,213,228,438,138,115,250,224,211,432,570,604,1177,503,579,1084,628,679,1311
407021150,7,3,8,11,4,5,10,0,0,0,0,0,0,0,0,0,9,8,15,3,8,11,7,7,16,315,167,485,323,147,470,692,208,898,994,873,1872,847,749,1591,1262,742,2012
407021151,13,3,8,14,3,8,12,0,0,0,0,0,0,0,0,0,3,6,10,4,9,14,3,11,10,321,275,597,153,100,254,167,172,342,667,644,1313,457,409,868,464,426,888
407021152,14,8,8,20,3,8,14,0,0,0,0,0,0,0,0,0,7,13,19,15,13,28,8,13,16,181,222,404,146,170,315,217,263,473,790,839,1628,689,766,1461,701,781,1473
407021154,12,15,16,28,13,12,30,0,0,0,0,0,0,0,0,0,9,11,21,19,20,35,16,18,41,150,148,301,172,198,369,198,181,384,665,677,1340,731,745,1475,799,741,1537
407021155,8,0,3,9,0,13,13,0,0,0,0,0,0,0,0,0,4,9,21,3,6,8,0,13,13,79,59,132,47,35,86,61,69,130,445,401,847,324,323,642,302,306,608
407021156,9,5,7,7,3,8,15,0,0,0,0,0,0,0,0,0,4,7,9,3,4,10,5,8,18,123,96,219,104,101,207,112,99,217,448,411,859,427,419,846,433,384,815
407021157,16,6,22,27,7,13,19,0,0,0,0,0,0,0,0,0,6,25,28,24,25,42,15,18,31,239,180,422,145,140,284,327,278,603,1012,962,1974,861,858,1719,958,938,1894
407021158,3,3,3,7,0,4,3,0,0,0,0,0,0,0,0,3,3,9,7,4,5,8,4,6,9,90,77,168,80,71,152,133,103,230,433,450,886,406,403,810,443,415,860
407021173,26,16,17,39,13,40,57,0,0,0,0,0,0,3,0,3,12,25,42,28,31,57,30,52,88,387,366,756,353,400,748,462,471,939,1692,1886,3580,1899,2114,4010,1990,2210,4204
407021174,36,19,30,50,21,46,70,0,0,0,0,0,0,0,0,0,11,30,46,32,46,77,34,62,92,424,431,853,383,378,761,432,500,935,1646,1851,3497,1795,1979,3779,1822,2065,3889
407031159,24,6,24,31,3,15,21,0,0,0,0,0,0,0,0,0,21,24,44,16,29,42,6,19,31,239,255,496,220,216,433,251,246,494,947,965,1911,914,880,1801,873,831,1705
407031160,12,5,13,13,6,10,17,0,0,0,3,0,4,0,0,0,7,13,20,9,22,33,12,12,23,155,168,319,165,191,351,176,170,350,535,648,1183,544,656,1203,580,559,1136
407031161,8,7,4,8,3,8,7,0,0,0,0,0,0,0,0,0,5,8,15,4,8,9,6,9,14,63,79,151,89,78,169,134,132,268,387,443,829,349,396,743,380,386,762
407031162,18,7,17,21,6,12,16,0,0,0,0,0,0,0,0,0,15,10,26,7,16,28,11,12,24,126,169,298,134,147,282,153,155,311,702,720,1424,690,691,1378,646,686,1334
407031163,10,3,4,8,0,3,5,0,0,0,0,0,0,0,0,0,4,6,10,5,6,4,0,3,8,48,49,95,59,46,106,65,72,135,246,270,515,227,278,507,207,261,469
407031164,16,4,12,14,3,14,16,0,0,0,0,0,0,0,0,0,8,18,27,4,20,25,8,11,23,215,188,411,235,230,461,297,291,587,661,701,1366,673,729,1401,738,781,1520
407031165,46,24,54,76,21,37,65,0,0,0,0,5,5,0,0,0,12,42,60,34,69,105,36,66,104,782,599,1384,975,646,1620,978,662,1640,2156,2154,4312,2460,2331,4790,2506,2374,4879
407031166,12,5,6,9,6,8,16,0,0,0,0,0,0,0,0,0,5,13,18,3,13,14,10,8,16,79,65,146,124,95,223,170,148,317,474,431,905,499,456,961,555,501,1056
407031167,11,10,10,16,11,16,22,0,0,0,0,0,0,0,0,0,11,7,18,16,20,35,10,15,30,170,191,357,201,238,440,211,215,431,565,627,1196,588,654,1241,599,649,1247
407031168,18,3,5,10,9,6,13,0,0,0,0,0,0,0,0,0,12,19,26,6,9,11,9,11,13,219,190,412,171,130,300,207,200,404,778,779,1558,684,665,1349,660,648,1309
407031169,21,4,10,15,9,17,24,0,0,0,0,0,0,0,0,0,0,17,19,4,10,12,17,27,38,195,183,377,275,230,500,217,225,438,743,798,1541,782,743,1519,686,721,1402
407031170,12,14,8,24,4,13,22,0,0,0,0,0,0,0,0,0,5,13,16,16,19,39,15,19,32,372,221,598,379,162,545,470,247,716,1024,889,1915,978,776,1753,987,766,1757
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
499999499,20,8,7,11,7,3,13,0,0,0,0,0,0,0,0,0,23,14,37,11,12,21,18,11,29,164,108,275,299,160,460,403,220,625,305,281,585,480,347,828,552,393,946
501011001,9,8,3,14,9,13,16,0,0,0,0,0,0,0,0,0,3,9,14,5,6,16,9,17,21,163,146,304,190,139,335,252,245,497,492,537,1032,544,523,1061,711,735,1444
501011002,49,26,51,79,23,54,83,0,0,3,0,3,3,3,0,3,19,40,59,36,62,103,51,82,138,639,722,1362,696,724,1421,1018,1078,2094,2497,2690,5189,2903,3064,5965,3699,3982,7674
501011003,22,10,25,34,14,26,46,0,0,0,0,0,0,0,0,0,10,18,27,10,29,41,24,38,57,315,240,551,287,228,513,440,389,829,1133,1017,2155,1196,1141,2341,1486,1511,3003
501011004,22,17,21,35,8,29,37,0,0,0,0,0,0,0,0,0,11,26,37,21,30,51,16,34,42,322,280,602,366,319,690,420,381,798,1057,1053,2109,1172,1168,2341,1401,1365,2765
501021005,37,18,34,50,17,38,60,0,0,0,0,0,0,0,0,0,20,28,44,20,46,63,21,55,79,457,439,896,503,459,964,637,631,1271,1902,1850,3744,2246,2248,4497,2676,2796,5473
501021007,12,6,5,13,6,15,20,0,0,0,0,0,0,0,0,0,7,12,24,9,11,20,13,15,25,150,127,281,226,223,445,210,207,420,618,604,1221,669,714,1388,742,803,1545
501021008,20,10,19,23,16,8,26,0,0,0,0,0,0,0,0,0,3,12,22,14,25,38,17,27,42,510,283,787,656,382,1040,620,301,926,1061,862,1928,1142,979,2123,1157,919,2074
501021009,28,3,9,17,7,18,27,0,0,0,0,0,0,0,0,0,8,21,30,11,10,19,9,17,26,455,439,889,470,291,765,442,467,913,1367,1359,2728,1333,1125,2460,1243,1285,2527
501021010,9,0,7,9,3,6,12,0,0,0,0,0,0,0,0,0,9,9,10,3,10,6,5,9,20,100,83,183,103,78,182,127,104,229,446,404,852,454,429,886,449,478,933
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0
501021012,19,10,29,39,13,42,60,0,0,3,0,0,0,0,0,0,9,29,36,14,35,49,26,50,76,270,255,524,328,304,628,418,395,815,1225,1163,2392,1342,1428,2768,1591,1733,3325
501021014,18,4,20,22,10,14,19,0,0,3,0,0,3,0,0,0,12,22,30,5,29,31,10,19,30,354,338,692,396,385,778,472,447,913,1261,1200,2460,1259,1240,2496,1406,1373,2777
501021015,13,15,12,24,12,18,32,0,0,0,0,0,0,0,0,0,6,15,21,16,21,38,20,29,43,240,208,443,306,240,550,264,255,525,807,846,1658,907,922,1828,895,949,1842
501021016,8,3,3,9,0,6,6,0,0,0,0,0,0,0,0,0,3,9,10,3,9,12,0,20,19,134,137,271,125,112,235,244,260,502,487,484,972,472,475,946,604,641,1244
501021251,17,11,26,42,16,31,50,0,0,0,0,0,0,0,0,0,3,12,16,15,33,43,26,44,70,92,83,180,233,233,465,276,265,547,576,583,1159,1286,1308,2591,1544,1674,3218
501021252,4,5,4,14,6,7,19,0,0,0,0,0,0,0,0,0,3,7,12,8,4,13,9,14,21,77,74,145,75,65,143,84,64,147,465,486,949,483,504,992,476,524,1005
501021253,44,19,37,52,11,23,41,0,0,0,0,0,0,0,0,0,21,33,55,18,42,64,17,34,52,548,538,1087,395,347,738,480,471,953,1560,1605,3165,1362,1399,2765,1515,1602,3118
501021254,18,7,14,18,9,18,23,0,0,0,0,0,0,0,0,0,12,13,27,13,19,29,17,28,42,298,266,568,283,302,587,227,260,486,833,837,1671,777,844,1619,731,789,1527
501031017,18,6,9,17,3,14,12,0,0,0,0,0,0,0,0,0,7,16,17,12,9,23,4,14,21,157,183,345,141,141,274,289,281,573,658,707,1368,696,748,1446,816,895,1711
501031018,14,8,11,16,4,7,14,4,0,3,0,0,0,5,0,3,8,12,13,13,18,29,11,20,35,165,128,293,183,131,314,292,310,598,676,633,1311,696,674,1370,790,849,1633
501031019,15,3,3,5,0,6,3,0,0,0,0,0,0,0,0,0,8,14,22,8,3,9,3,6,13,179,209,385,180,189,375,228,285,519,863,921,1790,747,764,1518,779,836,1614
501031020,15,3,3,11,3,11,14,3,0,3,0,0,0,0,0,0,10,11,24,6,9,16,3,11,14,212,199,411,171,140,312,269,248,516,638,625,1266,665,639,1307,677,683,1352
502011021,12,6,9,18,10,26,30,0,0,0,0,0,0,0,0,0,3,13,16,9,13,19,8,32,42,260,273,532,189,186,378,280,229,511,662,718,1381,782,810,1585,1004,1012,2013
502011022,15,7,12,21,15,27,40,0,0,0,0,0,0,0,0,0,9,18,27,13,15,22,15,45,60,308,288,600,280,243,527,318,275,598,808,867,1670,979,987,1964,1159,1165,2318
502011023,28,10,21,32,17,27,45,0,0,0,0,3,3,0,0,0,7,28,34,22,40,64,26,38,66,415,429,841,421,367,784,322,366,685,1345,1405,2752,1346,1367,2719,1243,1346,2591
502011024,44,12,37,53,21,71,88,0,0,0,0,0,3,3,0,3,14,37,51,25,52,82,29,85,121,549,575,1128,634,611,1246,657,601,1261,1936,2083,4017,2360,2486,4849,2483,2583,5067
502011025,17,16,17,28,14,40,49,0,0,0,0,0,0,0,0,3,3,18,23,20,18,45,28,55,82,569,600,1168,450,454,905,456,486,941,983,1048,2034,975,1078,2055,1053,1202,2249
502011026,14,0,11,11,5,12,18,0,0,0,0,0,0,0,0,0,3,11,16,4,10,14,5,20,28,296,245,542,226,179,404,240,186,432,676,668,1340,614,592,1207,706,755,1461
502011027,28,10,33,48,19,67,87,0,3,3,0,0,0,3,0,3,9,29,37,14,41,59,42,102,141,258,246,508,581,513,1095,566,517,1085,1000,1041,2042,1884,1910,3791,2666,2842,5514
502011028,20,6,22,25,8,36,46,0,0,0,0,0,0,0,0,0,4,29,33,10,31,46,16,44,57,415,474,887,453,422,878,393,421,818,999,1109,2101,1097,1201,2306,1139,1337,2475
502011029,16,0,24,24,11,23,30,0,0,0,0,0,0,0,0,0,0,16,16,0,28,29,16,39,48,261,223,483,343,301,647,488,447,936,767,795,1565,1091,1118,2211,1410,1527,2938
