SA2_MAINCODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
308051530,0,0,6,0,3,0,0,0,7,7,4,0,0,0,3,24,0,0,3,0,0,0,3,0,0,0,0,0,11,7,4,0,4,0,4,0,3,0,0,0,0,29,9,8,3,10,7,14,5,6,0,0,0,7,73,30,31,21,52,40,94,85,130,60,40,18,33,631
308051531,0,0,8,0,0,0,0,0,3,8,11,6,0,0,3,37,0,0,0,0,0,0,3,0,0,3,0,0,12,3,0,0,0,0,5,7,6,3,3,0,3,27,4,0,0,3,3,10,20,24,9,3,0,4,89,32,16,11,21,41,128,199,318,227,158,60,48,1256
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,0,0,11,3,0,0,4,0,11,9,8,10,4,0,0,50,0,0,0,3,0,0,0,8,3,0,0,0,20,0,0,3,0,0,6,6,12,4,0,0,0,36,6,3,3,6,3,12,17,32,17,6,3,3,115,42,9,17,37,46,150,240,449,289,152,70,54,1561
308051534,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,3,3,0,3,3,0,0,14,0,3,0,3,4,6,12,8,4,3,0,0,42,5,6,7,10,20,53,90,117,49,43,18,14,430
308051535,0,0,4,0,0,0,0,5,7,3,13,3,11,0,3,52,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,3,8,12,3,3,3,0,32,0,0,3,3,9,16,11,25,6,16,3,3,99,51,14,21,32,61,143,232,358,261,251,84,73,1587
308051536,0,0,3,0,0,0,0,0,3,10,10,0,3,0,0,24,0,0,0,0,0,0,4,3,0,0,0,0,8,3,0,0,0,5,0,4,3,0,0,0,3,16,0,0,0,0,4,4,12,19,3,3,0,4,51,13,6,3,7,21,62,121,121,57,28,6,12,461
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,0,0,3,0,0,0,0,4,5,6,10,4,3,0,0,30,0,0,0,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,13,11,11,5,7,0,4,57,19,15,6,14,38,77,118,198,105,83,42,26,739
308051539,0,0,4,0,0,0,0,0,8,3,5,0,3,0,0,20,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,4,5,0,3,3,0,0,14,0,0,0,0,0,12,9,14,3,8,0,0,47,14,3,3,9,13,73,79,107,44,45,16,16,420
309011224,0,0,11,0,0,0,0,0,7,6,10,3,3,6,0,29,0,0,0,0,0,3,4,3,3,0,0,0,13,7,0,0,0,4,3,7,6,3,6,0,4,32,8,0,0,3,3,9,10,18,13,12,8,4,90,54,17,6,20,26,80,79,159,115,123,121,54,858
309011225,0,0,8,0,0,0,0,0,10,4,3,0,3,4,0,25,0,0,0,0,0,3,5,3,0,0,0,0,18,0,0,0,3,0,6,9,6,0,0,0,0,26,0,3,0,3,4,25,17,16,0,4,3,0,77,29,6,9,13,28,87,96,164,63,68,53,37,654
309011226,0,0,16,3,5,0,0,6,12,14,14,8,8,3,3,81,3,3,0,3,3,5,3,8,4,3,0,0,33,5,4,3,3,3,18,10,14,4,0,0,7,68,13,8,4,8,14,39,35,32,24,15,3,8,203,72,44,33,42,70,196,245,404,253,211,67,71,1703
309011227,0,0,0,0,0,0,0,3,8,12,6,0,3,0,0,33,0,3,0,3,0,3,6,5,3,0,0,3,20,0,0,0,0,0,7,6,4,4,0,0,3,30,0,3,0,7,3,13,22,22,9,4,0,5,85,30,9,3,19,22,78,111,143,51,62,81,24,632
309011228,0,0,5,3,0,0,0,3,8,13,12,6,3,3,3,57,0,0,0,0,3,4,6,6,0,3,0,0,20,3,0,0,0,3,10,8,6,0,4,0,5,46,3,0,3,5,15,26,23,25,7,13,7,6,132,62,18,23,32,49,161,142,265,176,168,90,57,1236
309011229,0,0,5,4,0,0,0,3,4,3,11,6,0,0,4,33,0,0,0,0,0,0,3,3,0,0,0,0,12,3,0,0,0,0,7,6,3,0,0,0,0,32,8,4,0,0,0,18,17,15,4,3,3,3,81,26,10,5,16,25,63,114,163,93,66,35,30,659
309021230,0,0,4,0,0,0,0,0,3,0,3,0,0,3,0,17,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,0,0,3,29,15,6,7,9,11,40,38,62,23,14,25,20,264
309021231,0,3,12,3,0,0,0,0,14,16,8,3,0,0,3,60,0,0,0,0,0,0,7,3,3,0,0,4,23,3,0,3,0,3,9,8,10,0,5,0,3,43,4,3,4,3,5,26,31,26,15,6,0,12,131,48,21,24,25,33,135,175,251,136,82,59,40,1033
309021232,0,0,14,0,0,0,3,0,16,5,12,4,0,0,3,55,0,0,0,0,0,5,6,6,3,0,3,0,29,3,0,0,3,3,12,12,3,7,3,0,5,46,3,0,3,6,5,32,23,31,14,3,8,7,141,35,17,7,23,41,146,170,328,161,120,45,55,1149
309021233,0,5,28,3,0,0,4,3,11,8,22,8,0,3,4,65,3,0,3,0,7,4,14,9,0,3,0,0,43,3,0,0,0,4,10,16,8,4,0,0,6,66,12,4,7,7,15,32,42,45,10,9,3,18,203,67,33,28,40,49,184,246,414,263,139,48,75,1589
309021234,0,0,11,0,0,0,0,0,19,15,15,3,3,0,7,67,0,0,0,0,0,4,6,4,0,0,0,3,24,5,0,0,3,5,11,7,13,7,3,3,3,54,7,3,4,4,14,31,25,34,11,11,4,13,164,60,19,14,43,50,160,207,315,207,169,82,63,1391
309031235,0,0,9,7,3,0,4,4,9,8,4,3,0,0,3,44,0,0,0,0,0,6,4,3,0,0,0,0,22,3,0,0,3,7,10,12,8,3,0,0,0,40,8,3,0,3,8,26,21,27,11,3,3,0,122,42,20,19,23,42,146,175,293,133,94,31,47,1059
309031236,0,0,7,0,4,3,3,0,8,4,3,3,0,3,4,40,3,0,0,3,0,0,3,0,0,3,3,0,20,4,0,0,0,0,10,10,3,0,0,3,0,34,3,3,3,4,4,24,24,14,3,4,11,6,103,20,11,8,16,22,110,86,118,63,69,47,30,597
309031237,0,0,8,0,0,4,0,0,16,19,11,3,3,0,0,60,0,0,0,0,0,10,7,6,0,0,0,0,24,7,3,3,9,0,6,10,9,3,0,0,0,45,7,6,3,12,3,38,38,24,5,3,0,4,144,50,23,10,37,30,134,186,220,84,50,17,33,869
309031238,0,0,9,6,3,3,3,0,28,17,10,3,4,0,3,79,0,0,0,3,3,0,12,0,0,0,0,0,30,9,4,3,5,11,17,13,7,11,0,0,5,92,19,8,3,15,19,51,47,21,12,7,4,10,209,52,21,24,45,59,230,276,266,97,50,23,40,1186
309031239,0,0,6,0,0,0,4,3,7,12,7,6,0,10,0,46,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,3,3,3,10,5,3,4,4,9,43,4,0,0,5,3,7,23,13,13,9,15,8,106,46,8,11,29,28,63,125,189,114,120,141,58,942
309031240,0,0,6,0,0,0,3,0,4,5,9,3,0,3,3,31,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,3,0,4,4,8,0,3,0,3,26,0,0,3,6,4,12,15,21,7,6,7,7,75,50,18,13,25,28,83,111,188,101,109,97,44,855
309041241,0,0,5,0,0,0,0,3,6,5,3,3,3,0,0,33,0,0,0,0,0,3,0,4,0,0,0,0,10,0,3,3,0,4,3,9,5,0,0,0,0,26,0,4,3,3,8,11,14,13,6,3,0,3,69,24,13,17,21,30,64,95,135,66,59,37,41,596
309041242,0,0,15,0,0,0,4,6,11,18,21,10,9,3,3,83,0,0,0,3,0,5,4,7,0,0,3,0,22,0,3,3,5,8,9,12,12,4,0,3,4,56,3,3,3,7,9,33,35,37,19,16,9,4,176,88,38,24,62,77,250,306,502,267,207,89,86,2001
309051243,0,0,5,7,4,0,0,3,0,6,6,0,0,6,6,43,0,0,0,0,0,3,3,4,0,0,0,0,12,3,3,0,0,4,9,3,3,0,3,3,3,33,7,3,0,0,6,10,11,16,6,7,9,11,91,41,29,20,16,44,105,107,187,137,144,103,59,981
309051244,0,0,27,5,4,3,3,8,16,28,31,19,11,3,7,134,0,0,0,3,3,13,3,14,3,3,0,3,56,9,4,0,7,5,11,10,12,10,3,4,8,94,15,6,10,13,19,42,53,67,32,18,7,26,304,122,34,33,61,84,317,395,697,422,298,129,113,2696
309051245,0,0,15,3,3,0,3,3,11,14,9,12,3,0,3,63,0,0,0,0,3,5,3,3,3,4,0,0,21,3,0,0,0,0,4,3,4,0,3,0,0,20,3,7,0,3,8,27,20,22,9,6,4,3,113,41,19,13,22,29,141,161,267,240,205,88,33,1271
309061246,0,0,14,3,0,0,3,0,13,16,22,6,0,3,0,73,0,3,0,4,0,7,15,10,4,0,0,0,44,3,3,3,3,5,9,10,19,7,6,3,4,66,9,3,3,7,6,26,48,54,14,7,7,5,193,71,19,24,41,49,181,263,419,207,112,72,47,1514
309061247,0,0,16,0,0,0,3,4,11,22,25,11,0,3,3,80,0,0,0,0,3,6,5,3,3,0,0,0,20,0,4,0,4,3,10,10,12,3,3,3,0,56,3,4,8,3,13,31,40,44,17,3,4,7,171,35,12,18,31,47,165,236,391,148,58,27,44,1208
309061248,0,0,27,6,4,8,8,12,20,41,36,6,8,0,7,142,0,0,3,4,3,9,6,14,3,0,0,0,40,9,0,5,5,13,25,30,28,5,3,0,9,130,17,9,10,16,29,59,78,85,14,8,4,15,340,103,38,41,74,114,313,471,734,304,153,73,114,2544
309061249,0,0,25,6,3,0,0,5,4,26,37,10,5,3,5,98,4,0,0,4,0,3,11,3,3,0,0,3,33,0,0,0,3,11,16,18,17,6,3,4,4,78,10,7,0,10,14,30,53,62,23,9,7,12,239,56,33,22,44,66,241,398,795,432,214,78,82,2463
309061250,3,0,19,3,0,0,3,3,9,7,8,6,9,0,3,50,0,0,0,0,0,3,4,8,0,0,0,0,25,3,3,0,3,0,5,8,6,10,6,3,3,49,4,10,0,8,5,20,24,22,15,23,7,9,142,52,28,5,29,33,108,135,260,193,197,79,78,1176
309071251,0,0,6,0,0,0,0,0,7,7,14,6,8,0,0,37,0,0,0,0,0,4,4,8,0,0,0,3,20,0,0,0,0,4,8,3,3,4,3,0,3,31,0,0,0,0,4,20,16,22,9,11,0,7,87,24,13,3,16,30,107,145,277,170,159,75,42,1056
309071252,0,0,29,3,0,0,0,3,17,10,20,9,4,4,3,77,0,0,3,0,4,7,3,4,3,5,6,3,47,8,0,0,4,9,17,13,9,4,9,0,3,73,13,4,4,8,19,43,34,43,16,18,9,13,219,95,39,22,46,82,250,350,583,335,253,179,98,2338
309071253,3,0,6,0,0,0,0,0,0,3,11,4,7,5,0,27,0,0,0,0,0,3,3,0,3,3,3,3,20,0,0,0,0,0,8,3,5,0,0,4,3,29,0,0,0,0,3,9,11,22,8,14,14,7,85,39,15,11,27,51,85,114,219,146,159,181,63,1121
309071254,0,0,6,0,0,0,0,0,10,3,3,3,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,10,0,0,0,0,0,13,5,3,10,4,0,0,40,14,7,6,13,20,59,74,110,55,40,31,20,441
309071255,0,0,24,3,0,0,3,0,13,15,35,12,5,3,4,96,0,0,0,3,0,0,0,7,3,3,0,0,28,0,0,0,0,4,11,7,17,9,4,4,3,60,10,0,0,6,5,33,36,72,20,19,5,4,207,58,26,21,51,88,250,351,876,431,254,97,110,2613
309071256,0,0,25,4,0,3,3,8,17,27,26,6,10,0,8,114,3,0,0,4,3,8,7,13,0,0,0,0,41,3,0,4,3,8,19,16,19,4,5,4,3,90,8,0,11,11,18,45,64,60,13,16,3,8,266,77,27,28,59,84,261,415,751,328,238,87,104,2455
309071257,0,0,3,0,0,3,0,0,0,4,10,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,3,7,0,0,3,0,0,5,6,14,0,0,0,3,32,13,3,11,9,8,41,84,196,94,50,11,23,530
309071258,0,0,29,0,0,0,0,5,18,39,34,16,9,3,7,140,0,3,0,0,3,15,3,12,4,3,0,5,51,12,0,0,4,7,11,27,27,7,0,0,3,94,14,4,5,4,15,46,78,89,33,15,0,16,316,91,31,38,50,97,316,593,1223,640,382,140,141,3740
309081259,0,0,3,0,0,0,0,0,3,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,3,0,3,0,0,0,3,14,3,0,0,0,0,6,3,12,7,3,3,5,44,31,5,9,3,20,26,37,77,39,63,59,17,390
309081260,0,0,4,0,3,0,3,3,7,13,11,3,0,0,0,42,0,0,0,0,0,3,4,7,0,0,0,0,17,3,0,0,0,0,9,6,3,3,0,0,3,36,3,0,0,4,3,22,23,21,9,0,3,3,102,24,6,7,19,17,90,146,212,82,34,14,22,683
309081261,0,0,25,3,3,4,8,5,16,26,17,15,10,4,3,103,3,0,0,0,3,6,10,10,6,5,3,4,58,6,3,3,10,3,12,12,20,9,7,3,7,87,12,12,5,19,17,39,54,57,26,21,7,14,277,96,52,32,66,94,267,356,529,346,239,82,92,2250
309081262,0,0,14,3,0,0,4,6,9,30,21,10,0,0,3,83,3,0,0,3,0,8,12,20,6,0,0,0,49,5,0,0,4,3,16,8,9,5,3,0,4,64,13,4,0,11,11,34,48,60,22,5,3,11,215,45,22,15,35,53,157,254,416,212,123,39,53,1423
309091263,0,3,16,5,0,0,3,0,9,17,20,3,3,0,0,61,0,0,0,0,3,4,8,6,0,0,0,3,25,10,0,0,3,7,7,12,18,4,3,0,0,65,12,3,0,10,5,29,42,48,10,9,4,7,177,57,29,24,41,56,171,192,387,170,105,68,53,1356
309091264,0,0,4,0,0,0,0,0,0,4,12,0,3,0,3,21,0,0,0,0,3,6,3,10,0,0,0,6,29,0,0,0,0,0,9,3,7,5,0,0,4,35,0,0,0,3,3,19,12,25,8,8,3,11,91,17,15,9,11,28,85,128,199,94,55,28,27,703
309091265,0,4,7,3,0,0,5,3,4,14,6,0,3,0,0,48,3,0,0,0,0,8,3,9,0,0,0,0,24,3,0,0,0,3,3,7,13,3,0,0,4,41,8,0,0,10,9,21,21,30,6,5,3,5,125,50,17,16,39,42,137,189,283,120,72,28,52,1050
309091540,0,0,3,0,0,0,3,0,10,12,4,4,3,0,0,36,0,0,0,0,3,3,4,3,0,0,0,0,14,4,4,0,4,10,4,3,4,3,0,0,0,32,4,4,0,7,10,15,21,12,9,3,0,0,90,27,10,8,25,24,96,117,107,52,29,6,18,513
309091541,0,0,14,3,0,0,3,5,12,13,14,8,3,8,3,78,3,0,0,4,4,4,6,4,0,3,0,5,29,5,0,0,3,4,10,3,9,3,5,3,5,58,15,7,5,7,13,29,26,35,19,8,10,7,182,52,28,15,45,46,168,186,290,122,79,67,61,1157
309101267,3,0,14,3,0,3,0,0,8,5,11,5,4,3,3,44,0,3,0,0,0,9,3,0,3,7,0,4,22,3,0,5,3,0,0,4,4,0,3,0,0,27,9,7,8,3,5,21,15,9,4,13,10,3,106,45,20,15,19,35,116,105,180,116,145,117,44,951
309101268,0,0,3,0,3,0,0,3,0,5,6,0,3,3,3,34,0,0,0,0,0,3,3,0,0,0,0,0,12,3,0,0,4,0,0,4,0,0,0,0,0,14,8,3,0,4,8,4,12,13,7,4,7,3,65,40,13,8,14,13,38,54,93,74,88,99,22,550
309101269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,4,3,0,0,0,0,12,15,0,0,11,9,22,21,49,17,29,26,16,215
309101270,0,0,6,4,0,3,0,3,5,3,9,3,3,8,0,37,3,0,0,0,3,4,3,4,3,0,5,4,22,3,0,0,3,7,11,10,6,5,0,0,4,52,9,0,3,4,13,19,14,19,12,10,13,3,115,72,18,18,28,52,129,150,174,92,79,154,48,1012
310011271,0,0,3,0,0,0,0,0,3,4,4,3,0,0,0,15,0,0,0,0,0,3,3,0,0,0,0,0,7,3,0,0,0,3,0,5,7,0,0,0,0,21,3,0,0,0,8,12,11,6,3,0,0,0,49,14,3,5,5,29,63,84,87,45,20,14,13,388
310011272,0,0,12,4,0,0,0,0,8,13,11,0,0,0,0,43,0,0,0,0,3,3,3,4,0,0,0,0,13,6,3,0,0,0,4,5,12,7,3,0,0,39,12,4,0,8,6,17,21,23,7,7,0,3,105,38,14,12,20,39,109,130,231,61,33,24,23,727
310011273,0,0,51,0,0,0,8,5,34,36,34,16,4,3,3,150,0,3,0,9,3,19,19,26,7,5,0,7,108,10,6,3,15,6,26,35,31,0,0,0,5,142,15,9,10,30,26,91,98,108,25,20,9,11,451,151,60,51,87,127,465,720,1055,395,244,115,127,3599
310011274,0,0,25,9,0,4,5,6,27,24,12,3,0,0,3,87,5,3,7,0,3,13,8,4,3,0,0,3,50,3,5,0,0,7,11,25,5,4,0,0,4,71,18,9,6,6,16,58,65,23,8,3,0,10,231,68,29,30,41,60,226,270,198,45,35,25,46,1067
310011275,0,0,10,0,0,0,0,0,7,3,13,3,7,0,0,33,0,0,0,0,0,0,3,3,0,0,0,0,15,0,0,3,0,3,3,8,0,0,0,0,0,23,3,0,3,4,3,18,15,22,5,6,5,3,86,27,13,14,24,34,87,139,286,167,93,27,31,937
310011276,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,6,0,0,0,0,3,14,3,3,0,3,0,10,9,0,0,0,0,3,31,5,3,0,4,12,48,28,12,12,3,0,13,146
310021277,0,0,10,0,0,0,6,5,9,12,6,3,0,0,0,44,3,0,0,0,0,6,0,0,0,0,0,4,12,3,0,0,6,3,15,7,3,0,0,0,3,34,5,4,4,12,9,29,20,7,3,0,0,10,104,59,38,30,82,81,244,240,237,102,81,38,52,1289
310021278,0,0,3,0,0,0,3,4,7,5,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,0,8,10,13,10,0,4,0,5,4,50,20,14,24,46,53,115,90,68,24,20,13,31,504
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,0,0,26,6,3,0,5,8,34,30,24,3,3,0,9,135,0,0,4,5,6,13,0,5,0,0,0,3,33,3,4,7,9,4,24,8,15,0,3,0,3,81,13,10,10,18,17,71,48,54,8,4,3,16,274,72,62,67,113,121,495,512,571,158,80,37,93,2394
310021281,0,0,15,8,0,5,9,11,14,19,16,5,0,0,5,87,0,0,0,0,0,5,0,4,0,0,0,3,16,3,5,3,4,4,15,4,6,3,3,0,0,53,9,3,9,11,22,38,31,20,10,9,0,8,172,48,33,36,74,102,270,323,319,144,76,31,85,1536
310021282,0,0,11,0,0,3,0,4,20,21,7,0,10,0,3,68,5,0,0,3,3,6,10,0,0,0,0,0,25,4,5,0,4,0,12,8,3,0,0,0,0,47,9,5,8,10,8,44,41,19,0,13,3,7,162,40,32,28,49,73,264,288,277,123,98,35,72,1386
310031283,0,0,17,3,0,0,3,0,10,14,5,0,0,0,0,40,0,0,0,0,3,7,5,3,0,0,0,0,20,3,3,3,3,3,13,7,0,0,3,0,0,39,3,3,8,5,6,34,29,7,4,3,0,4,114,26,23,16,22,50,178,227,195,46,36,7,29,857
310031284,0,0,12,0,3,3,3,3,16,12,10,0,0,0,0,50,0,0,0,0,0,10,8,3,0,0,0,0,21,5,7,0,0,4,17,7,11,0,0,0,0,49,5,10,3,5,15,42,33,22,0,0,0,0,127,24,21,17,29,57,231,222,124,16,17,10,33,799
310031285,0,3,14,0,0,0,0,3,7,5,8,0,0,0,3,27,0,0,0,0,0,4,0,0,0,0,0,0,9,3,0,3,0,3,10,7,5,0,0,0,0,24,6,5,4,4,7,20,15,16,0,0,0,3,73,32,12,10,35,41,135,191,190,29,20,4,30,725
310031286,0,0,12,0,0,0,0,0,3,10,3,0,0,0,0,26,0,3,3,0,0,3,3,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,21,3,3,6,0,3,14,22,6,3,3,0,0,71,27,16,15,15,38,108,164,123,34,21,5,17,581
310031287,0,0,23,0,3,0,0,5,31,24,13,0,3,0,0,87,0,0,7,3,0,12,3,3,0,0,0,0,30,7,5,3,8,6,21,15,9,0,3,0,7,77,8,12,7,11,14,70,53,28,0,5,0,7,214,65,45,36,65,102,422,453,242,54,48,10,52,1589
310031288,0,0,8,0,0,0,0,0,0,8,8,3,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,3,4,6,19,10,3,3,0,3,52,34,11,11,18,35,78,114,188,87,71,18,25,688
310031289,0,0,3,0,0,0,0,3,5,7,11,3,7,0,0,33,0,0,0,0,3,0,3,3,0,0,3,0,8,0,0,0,0,0,5,10,10,0,0,0,3,24,4,0,0,5,5,13,21,17,4,7,0,4,78,37,10,4,18,37,100,132,231,138,104,38,39,898
310031290,0,0,13,3,0,3,0,5,8,0,8,3,0,0,0,31,0,0,0,0,3,0,5,0,0,0,0,3,18,3,0,0,0,0,6,0,3,0,0,0,0,19,8,3,7,6,11,15,10,16,6,4,3,6,82,36,23,18,21,39,117,163,291,131,104,38,52,1039
310031291,0,0,11,0,0,0,3,0,8,16,9,0,0,0,3,43,0,0,0,5,0,3,3,0,0,0,0,0,15,3,4,0,3,6,13,10,0,0,0,0,0,42,3,3,0,10,6,35,23,6,0,3,0,3,101,16,10,9,33,44,167,135,72,27,9,4,19,553
310031292,0,0,7,0,3,3,3,0,10,8,0,0,0,0,3,35,0,3,0,0,0,3,0,3,0,0,0,0,12,0,0,0,3,3,15,5,4,0,0,0,0,30,0,4,4,3,10,26,26,12,0,0,0,3,86,26,17,21,22,38,216,166,108,20,8,0,25,665
310031293,0,0,14,0,0,0,0,0,30,25,14,4,3,0,0,81,0,0,4,0,0,12,7,3,0,0,0,0,26,0,0,0,0,3,12,19,3,0,0,0,3,52,3,0,3,3,11,57,51,26,4,3,3,7,177,54,32,20,43,85,319,448,322,97,43,23,46,1538
310031294,0,0,3,0,0,0,0,0,3,6,4,0,3,0,3,19,0,0,0,0,0,0,3,3,0,0,3,0,11,0,0,4,0,0,0,3,4,5,0,0,3,21,0,0,4,0,0,3,12,11,8,3,3,6,52,15,5,6,15,26,82,143,210,87,49,17,32,689
310031295,0,0,4,0,0,0,0,0,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,3,0,0,0,0,18,0,3,0,3,0,12,6,5,0,0,0,0,35,10,6,7,10,15,61,42,18,0,3,5,6,175
310041296,0,0,10,3,0,0,0,0,16,16,16,3,3,3,0,55,0,0,0,0,0,3,3,3,0,0,0,0,13,0,3,0,0,4,0,7,7,0,3,0,0,27,5,3,0,4,4,23,32,29,9,5,3,0,118,31,14,13,30,41,195,285,492,271,226,113,53,1760
310041297,0,0,19,0,3,3,4,6,10,17,12,4,0,0,4,68,0,0,0,3,7,6,4,8,0,0,0,3,33,4,3,0,6,3,9,11,6,8,5,0,0,56,4,9,6,13,17,32,38,30,12,10,0,9,175,47,26,36,45,77,199,310,304,81,46,20,56,1259
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,0,0,12,0,0,0,0,3,5,15,10,3,3,0,3,54,0,0,0,0,0,4,3,0,0,0,0,0,18,6,0,3,0,3,12,13,0,0,0,0,0,40,10,4,6,3,7,19,31,23,8,3,0,6,118,31,16,12,11,47,153,285,210,40,26,7,31,886
310041300,0,0,6,4,0,3,4,5,7,19,11,0,0,3,0,53,0,0,0,0,4,4,3,3,0,0,0,0,20,3,3,5,0,0,15,13,3,0,0,0,3,42,3,8,8,3,10,32,34,17,0,5,3,3,131,29,12,21,30,41,178,205,140,32,15,10,30,737
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,0,3,26,9,0,0,7,5,33,29,21,6,0,0,4,102,0,0,0,0,5,3,9,0,0,0,3,0,23,3,0,3,3,10,20,12,12,4,4,0,0,76,15,0,3,8,22,58,57,36,8,3,3,8,225,41,18,25,57,89,338,476,301,64,31,14,54,1506
310041303,0,0,11,0,0,0,0,0,7,14,17,0,3,0,7,50,3,0,0,0,0,3,6,4,3,0,0,0,20,0,4,0,0,0,10,6,3,0,0,0,0,29,4,4,4,4,6,19,30,28,6,4,3,9,106,26,11,4,20,34,108,196,327,103,39,24,38,925
