SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
309071251,30,44,21,3,109,38,28,11,5,83,69,48,16,7,128,44,26,0,3,78,15,10,4,3,30,6,8,0,0,14,3,3,0,0,9,0,0,0,0,5,16,18,5,3,46,0,12,3,0,19,316,259,90,36,698
309071252,29,21,4,4,53,40,15,9,3,67,85,49,15,3,148,40,26,11,0,78,26,17,7,0,49,10,6,3,0,17,10,8,4,0,25,3,4,0,0,11,22,21,5,3,60,3,9,0,0,11,346,206,68,12,632
309071253,19,6,3,0,31,21,11,0,0,37,38,29,3,0,67,27,12,5,0,45,20,9,0,0,30,0,3,3,0,9,3,4,3,0,9,9,3,6,0,18,14,10,7,3,28,0,0,0,0,0,191,110,33,5,342
309071254,9,3,3,0,18,14,3,0,0,18,9,3,3,0,14,3,3,3,0,13,0,3,0,0,3,0,3,0,0,3,3,4,0,0,3,0,0,0,0,0,4,0,0,0,9,3,3,0,0,8,65,36,12,8,125
309071255,24,30,25,3,81,25,14,10,6,53,68,58,27,14,160,42,34,7,4,94,30,14,3,0,48,9,7,0,3,13,12,10,3,0,22,0,0,0,0,0,14,23,6,7,48,0,8,0,0,16,278,253,100,45,679
309071256,47,21,9,0,79,38,18,7,3,65,100,53,16,6,174,52,31,11,3,91,26,19,3,0,42,11,11,3,0,25,3,0,0,0,4,5,0,0,0,4,19,22,8,3,51,10,0,0,0,8,404,230,61,27,725
309071257,24,27,19,4,79,32,29,11,6,71,52,30,11,6,105,22,9,3,0,42,9,6,4,0,18,5,0,3,0,10,0,4,0,0,3,0,3,3,0,7,6,4,3,3,24,11,0,0,3,11,241,157,79,29,510
309071258,40,46,21,6,122,76,56,20,13,155,138,110,32,9,290,71,54,8,11,150,39,22,5,5,82,17,14,3,0,32,6,6,3,0,22,0,0,0,0,0,33,49,14,5,98,11,7,0,3,23,584,494,158,74,1312
309081259,11,6,0,0,13,12,3,0,0,13,25,14,4,0,40,10,5,3,0,20,6,3,0,0,8,3,0,0,0,0,0,3,0,0,6,0,0,0,0,3,6,6,3,0,13,0,0,0,0,3,85,49,11,0,148
309081260,24,21,6,3,52,34,16,3,3,61,54,20,7,0,87,25,15,0,0,45,17,4,0,3,29,7,3,0,0,14,5,0,0,0,4,0,3,0,0,3,10,7,4,3,27,7,0,0,0,5,237,131,30,13,407
309081261,62,31,13,0,103,83,39,7,3,130,158,66,21,9,252,83,55,17,3,148,48,31,4,0,86,12,10,0,0,26,10,9,3,0,21,9,3,0,0,12,41,30,6,4,82,9,5,0,0,11,641,343,92,25,1104
309081262,46,35,8,0,91,54,31,3,0,94,130,70,18,0,216,71,28,9,5,110,33,20,7,0,58,14,14,3,0,24,3,4,3,0,18,3,3,0,0,4,22,31,13,7,68,8,5,4,0,14,496,296,85,19,896
309091263,30,9,3,4,48,41,26,3,0,73,79,39,14,5,136,53,21,3,0,81,24,8,3,0,40,4,3,0,3,7,7,3,4,0,11,6,0,0,0,7,16,14,3,0,39,8,3,3,0,17,332,176,50,14,573
309091264,22,11,3,0,41,29,7,8,0,39,45,19,3,0,61,27,10,3,0,41,17,7,0,0,20,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,19,9,4,6,42,3,4,0,0,5,189,88,33,17,321
309091265,20,13,4,0,36,37,6,3,0,48,53,26,6,8,92,27,12,3,0,47,17,8,3,0,29,8,4,0,0,18,9,6,0,0,12,0,0,0,0,3,13,11,3,4,29,3,0,0,0,6,222,117,38,18,387
309091540,55,19,0,0,77,59,11,3,0,82,96,29,3,3,133,38,12,4,4,57,19,10,3,5,32,4,0,0,0,9,4,0,0,0,5,0,0,0,0,0,27,20,6,0,59,16,3,0,0,17,498,157,31,21,696
309091541,70,30,8,5,111,64,22,3,3,95,149,35,10,0,196,59,34,8,0,99,28,18,3,0,53,13,3,0,0,14,10,3,3,0,21,0,0,0,0,7,40,21,6,0,67,17,8,0,0,24,598,234,68,18,915
309101267,18,12,3,0,35,28,13,5,4,47,52,20,9,0,89,21,13,4,0,44,11,12,0,0,21,3,3,0,0,9,0,4,0,0,10,3,0,0,0,3,11,15,8,0,40,0,4,0,0,3,188,143,35,9,374
309101268,12,11,3,0,21,15,9,0,0,30,17,13,0,0,31,10,12,0,0,24,12,0,0,0,16,0,0,0,0,5,9,3,0,0,7,0,0,0,0,3,6,6,0,0,10,3,0,0,0,3,109,67,16,0,190
309101269,8,0,0,0,8,7,0,0,0,8,13,3,0,0,14,6,0,0,0,13,10,0,0,0,11,0,0,0,0,0,3,3,0,0,4,4,0,0,0,3,10,4,0,0,11,0,0,0,0,0,79,18,4,3,110
309101270,54,12,5,4,75,57,14,3,0,75,115,20,11,0,142,60,13,3,0,78,23,14,3,0,41,12,3,0,0,10,12,4,0,0,11,7,0,0,0,9,45,13,9,4,66,3,3,0,0,6,521,135,36,8,706
310011271,17,3,3,0,25,20,8,0,3,30,17,3,6,0,27,13,7,7,0,27,9,5,0,0,16,0,0,5,0,4,0,0,0,0,5,0,0,0,0,0,10,9,0,3,20,0,0,0,0,0,118,42,32,12,200
310011272,18,12,4,3,35,22,5,3,3,34,37,13,5,5,61,16,10,9,0,36,12,8,0,0,21,3,3,0,0,8,3,5,0,0,11,0,3,0,0,3,14,10,6,3,35,3,0,0,0,5,166,104,38,28,347
310011273,48,31,18,8,106,74,43,19,12,144,158,75,23,19,279,100,51,18,3,176,64,39,15,0,121,29,13,0,0,44,9,9,0,3,28,8,3,0,3,17,42,34,11,7,95,10,4,0,3,20,673,389,143,70,1270
310011274,69,45,17,15,142,100,36,12,9,161,134,78,24,12,247,42,28,15,4,84,16,12,8,3,38,6,3,3,0,12,0,7,3,0,10,0,4,0,0,3,43,31,22,14,110,21,12,10,5,42,691,414,180,105,1389
310011275,11,3,4,0,18,18,10,3,0,34,52,12,0,3,74,25,11,6,0,44,10,5,3,0,24,4,3,3,0,10,3,4,0,0,7,0,3,0,0,4,8,10,3,0,25,0,0,0,0,3,172,85,36,8,293
310011276,9,19,4,7,37,11,6,3,3,23,29,18,3,4,49,8,6,0,0,14,3,4,0,0,10,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,3,3,15,4,0,0,0,6,120,82,25,29,249
310021277,26,9,11,0,51,28,16,4,7,61,37,24,7,3,70,34,10,0,0,47,13,5,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,12,12,10,0,28,4,0,0,0,5,215,114,44,18,387
310021278,15,8,7,7,31,21,4,3,4,29,19,4,7,0,23,4,3,0,0,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,3,4,0,24,3,0,0,0,3,119,43,18,10,194
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,45,37,33,7,120,60,24,10,11,105,83,36,19,13,154,36,26,8,3,69,21,11,3,5,42,4,4,0,0,10,0,3,0,0,6,0,0,0,0,3,34,16,4,8,70,6,13,4,8,25,438,253,132,63,887
310021281,34,27,13,10,86,41,18,22,7,89,70,49,12,9,142,31,17,3,0,53,10,3,0,0,17,3,3,0,0,9,4,3,3,0,11,3,3,0,0,4,23,19,13,5,60,8,0,3,0,9,307,218,93,51,668
310021282,25,20,11,0,59,33,9,5,9,54,57,22,13,9,99,30,21,3,0,61,15,13,0,4,26,0,4,0,0,3,3,0,0,0,8,3,0,0,0,3,18,19,3,7,43,3,3,0,0,6,265,167,51,32,510
310031283,43,24,12,4,84,34,16,4,8,68,70,42,14,16,144,38,27,5,10,72,19,14,4,0,33,7,9,3,0,13,3,5,0,0,5,3,0,0,0,4,22,15,3,7,45,6,0,0,0,3,325,232,67,52,672
310031284,35,17,8,6,65,63,13,10,3,89,63,26,6,3,101,34,17,3,0,55,17,3,0,0,20,3,3,3,0,9,4,0,0,0,0,4,0,0,0,4,24,12,7,7,47,3,0,0,3,7,332,139,60,25,560
310031285,19,10,7,0,42,19,14,3,5,42,44,26,7,4,76,33,12,7,3,50,12,8,3,0,26,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,6,5,0,3,18,0,0,0,0,3,178,110,47,19,346
310031286,19,6,9,4,42,33,16,3,0,54,29,18,8,3,63,25,8,3,0,33,12,9,3,0,21,3,0,0,0,3,5,0,0,0,5,0,0,0,0,3,14,5,4,3,25,7,3,0,0,8,201,103,44,20,377
310031287,74,34,23,7,140,94,28,13,10,144,158,67,19,13,265,51,28,14,3,101,25,8,0,4,38,12,5,0,0,15,4,6,0,0,12,0,3,0,0,3,36,18,6,5,70,11,3,3,0,20,641,306,126,60,1127
310031288,8,7,9,0,14,9,6,3,0,25,15,15,0,3,38,12,8,0,0,25,0,8,0,0,11,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,3,3,0,10,4,0,0,0,3,70,67,26,8,172
310031289,6,0,6,0,16,3,13,0,0,16,20,10,3,3,25,16,8,0,0,25,7,3,0,0,14,6,3,0,0,8,0,3,0,0,3,0,0,0,0,0,8,5,0,0,15,0,0,0,0,3,80,53,19,9,155
310031290,6,3,4,0,12,9,5,4,3,18,21,18,3,0,37,11,9,0,0,28,12,4,3,0,22,4,0,0,0,7,0,3,3,0,3,0,0,0,0,0,5,7,0,0,15,0,0,0,0,3,87,61,26,7,182
310031291,36,26,17,15,89,35,15,11,7,68,65,36,9,7,122,34,15,3,3,60,12,4,0,3,18,5,3,0,0,6,0,4,0,3,7,0,0,0,0,3,12,20,12,4,48,7,5,4,0,15,303,199,80,53,633
310031292,28,15,7,6,50,27,10,3,0,38,38,19,4,3,61,22,14,3,0,43,10,3,0,0,11,7,4,0,0,8,9,0,0,0,5,0,0,0,0,0,14,11,4,4,34,7,0,0,0,6,209,103,37,16,361
310031293,30,24,14,7,84,43,28,5,16,91,95,44,24,14,171,48,25,4,7,84,23,21,7,0,43,7,6,10,0,23,4,5,0,0,13,3,0,3,0,3,19,15,18,0,55,7,7,0,0,14,378,225,112,62,776
310031294,5,10,3,0,15,10,4,0,0,13,16,15,3,0,31,8,9,3,0,17,6,3,0,0,11,3,5,0,0,4,3,4,0,0,4,3,0,0,0,3,4,3,3,0,10,0,3,0,0,3,77,60,18,4,157
310031295,16,12,7,6,37,6,6,3,3,23,23,10,6,5,36,8,3,0,0,18,4,0,0,0,7,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,0,3,5,19,3,4,3,0,10,112,75,28,31,241
310041296,24,13,8,0,55,25,15,5,4,54,57,37,16,8,110,27,18,9,0,50,22,15,0,3,46,4,6,3,0,13,0,4,3,3,7,0,3,3,0,8,11,15,4,7,38,5,3,0,0,8,256,162,55,32,511
310041297,18,16,7,3,48,33,17,5,5,59,68,25,7,0,97,19,14,0,0,34,21,10,4,3,37,11,0,0,0,14,0,0,0,0,3,0,0,3,0,5,18,20,4,3,44,0,0,3,0,8,243,130,49,24,453
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,25,19,9,12,68,28,14,8,10,65,60,28,9,10,109,22,17,3,3,39,10,8,3,0,26,4,4,0,0,12,0,4,0,0,3,0,3,0,0,3,15,14,7,4,31,10,0,0,0,10,240,145,51,42,476
310041300,51,20,14,10,93,41,14,3,5,72,64,30,9,19,119,34,11,9,3,57,17,6,3,7,37,3,3,0,0,6,0,3,3,0,8,3,0,0,0,3,19,9,7,4,38,18,9,3,3,34,364,184,91,79,716
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,76,43,47,16,184,65,41,19,17,145,118,59,33,26,236,51,37,17,10,112,25,18,12,6,55,11,11,3,0,25,3,6,0,0,13,0,0,0,0,5,24,20,11,10,71,7,8,3,11,25,551,365,177,129,1222
310041303,16,6,5,4,29,20,9,9,0,39,33,20,4,3,63,29,4,4,3,41,6,10,3,4,20,5,0,0,0,10,3,8,3,0,13,0,0,0,0,0,7,10,3,6,29,0,0,0,0,3,160,108,33,25,326
310041304,27,24,12,11,69,30,25,9,4,74,101,62,18,8,179,50,40,8,3,103,21,18,9,0,47,11,4,3,0,20,0,3,0,0,6,0,0,0,0,0,18,19,10,3,43,4,4,4,0,9,317,251,93,26,685
311011305,49,22,15,3,89,33,18,13,8,75,75,40,13,9,135,24,11,13,0,51,13,11,3,0,27,3,0,0,0,7,3,0,4,0,7,4,3,0,0,4,30,14,12,9,63,9,3,5,0,15,377,223,97,36,730
311021306,41,27,7,4,79,48,12,10,6,68,70,22,7,8,112,31,17,3,3,53,7,13,3,0,18,5,3,0,0,11,0,0,0,0,6,3,0,0,0,3,27,17,5,0,48,14,3,0,0,17,356,174,57,28,617
311021307,73,37,24,13,149,74,27,6,16,121,118,47,21,9,190,43,12,8,0,62,19,15,4,0,33,6,7,0,0,15,7,3,0,0,11,0,0,0,0,3,25,17,10,3,60,9,4,3,4,17,536,283,110,64,994
311021308,25,16,8,4,58,26,9,4,3,42,54,32,8,0,93,32,9,7,4,50,14,7,0,0,22,3,3,0,0,7,3,7,0,0,8,0,0,0,0,0,10,8,4,3,25,0,6,0,0,6,236,149,51,18,448
311021309,17,11,6,6,43,22,21,3,3,44,51,23,4,4,78,11,15,3,0,25,11,7,0,0,20,3,3,3,0,10,3,0,0,0,3,0,0,0,0,3,10,6,3,0,20,3,3,0,0,7,159,117,31,19,326
311021310,11,9,3,3,25,12,12,3,4,33,28,17,4,4,55,16,8,4,3,31,7,6,3,3,12,6,0,0,0,12,3,6,3,0,13,0,3,0,0,3,3,8,6,3,22,0,3,0,0,3,117,84,36,21,258
311031311,37,24,12,5,85,30,22,9,8,79,73,47,19,3,141,23,22,3,4,60,11,10,4,7,35,10,3,0,0,13,0,3,0,0,6,0,0,0,3,0,29,12,9,9,50,14,7,3,0,20,311,213,91,47,666
311031312,28,12,5,3,52,37,23,9,0,61,45,23,7,3,78,24,22,4,9,56,13,6,3,3,30,3,3,0,0,12,0,3,0,0,4,0,0,0,0,0,21,17,5,7,50,0,0,0,0,6,233,152,56,31,471
311031313,3,4,3,0,10,20,8,0,0,26,24,14,3,0,46,9,3,4,0,20,6,4,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,0,3,16,3,0,0,0,3,115,47,28,7,203
311031314,47,33,20,9,113,40,25,9,12,92,82,49,16,8,158,30,24,4,7,62,20,9,3,3,41,3,3,0,0,9,3,0,0,3,11,0,0,0,0,0,13,16,6,11,46,8,0,3,0,15,339,248,104,72,762
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,12,23,7,3,48,32,14,6,3,52,56,29,6,6,96,19,13,9,0,38,10,12,7,0,29,9,0,0,0,15,0,4,0,0,6,0,3,0,0,4,11,11,6,0,29,9,3,0,0,14,211,128,45,31,418
311031317,47,32,15,13,109,55,33,11,18,118,94,55,19,15,181,28,21,7,16,71,16,16,12,0,43,8,3,3,0,17,4,0,0,0,6,0,0,0,0,0,13,19,6,8,49,8,7,0,3,20,417,264,123,95,899
311031318,6,0,3,0,9,5,0,0,0,9,22,4,4,0,31,12,7,0,3,14,4,3,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,3,3,0,13,0,0,0,0,3,72,32,14,4,126
311031319,39,26,16,0,81,52,25,11,5,96,110,42,16,5,175,45,25,12,3,85,33,16,3,0,54,3,9,0,3,18,3,4,0,0,15,0,3,0,0,3,31,20,9,8,66,4,5,0,0,11,389,231,94,43,755
311041320,16,9,3,3,34,18,12,4,4,41,42,19,8,0,77,15,12,5,0,40,14,10,0,0,27,12,4,0,0,18,5,9,0,0,9,0,0,0,0,0,13,10,6,4,33,3,0,0,0,6,193,125,44,21,382
311041321,50,32,26,9,121,36,42,25,13,113,93,83,32,8,212,59,30,6,5,106,38,9,5,0,50,11,4,0,3,19,8,5,0,0,12,0,4,0,0,5,33,19,9,8,69,8,5,0,3,14,443,321,145,61,970
311041322,13,3,3,0,23,20,3,3,0,28,20,8,5,0,41,10,10,3,0,26,4,3,0,0,14,3,0,0,0,3,3,3,0,0,4,0,0,0,0,0,7,10,5,0,23,3,0,0,0,0,119,61,30,6,218
311051323,42,21,8,8,73,32,20,8,5,64,74,27,11,0,115,28,20,4,4,61,21,12,0,7,33,7,3,4,0,9,0,0,0,0,0,0,0,0,0,0,17,18,7,3,46,7,0,0,0,11,295,154,57,39,550
311051324,10,7,8,0,21,16,3,0,0,23,39,16,5,0,63,24,11,4,0,38,28,14,0,0,42,9,7,0,0,17,3,3,4,0,11,4,3,0,0,12,15,8,0,0,24,5,0,0,0,3,168,93,28,4,294
311051325,26,22,11,0,58,31,15,3,3,50,49,48,18,8,129,35,15,6,0,61,21,9,3,0,37,16,10,3,0,25,6,6,0,0,8,0,0,0,0,0,12,14,4,0,32,9,3,0,0,16,267,179,60,22,527
311051326,31,18,19,11,82,44,17,3,3,66,60,43,15,11,130,29,25,7,8,74,14,11,6,0,34,8,7,0,0,14,3,5,0,3,9,0,0,0,0,0,33,14,9,6,60,10,8,0,0,17,344,206,80,43,676
311051327,17,7,9,3,34,26,10,0,0,42,54,25,11,6,97,39,25,5,0,67,22,10,3,0,40,10,13,0,0,20,4,9,3,0,16,3,0,3,0,9,20,8,7,3,31,6,0,0,0,6,238,145,39,23,445
311051328,29,18,11,3,57,24,8,3,4,43,45,25,5,0,79,27,14,5,0,48,18,6,0,0,19,3,0,0,0,6,5,7,0,0,8,0,0,0,0,4,10,8,7,3,30,6,0,0,0,7,251,128,47,27,458
311061329,14,8,3,0,20,15,11,0,3,30,36,23,4,3,68,28,20,0,0,51,16,5,0,0,23,9,3,0,0,13,0,3,0,0,8,3,3,3,0,3,16,7,4,0,30,0,0,0,0,3,184,113,27,7,330
311061330,40,27,15,8,92,53,21,9,14,101,62,31,16,9,126,25,15,3,7,44,14,10,3,0,21,3,10,3,0,15,3,6,0,0,7,0,0,0,0,0,27,21,9,14,73,9,9,0,4,21,338,225,92,69,721
311061331,28,19,5,9,54,25,12,4,4,52,42,9,12,6,70,21,7,0,3,29,0,3,0,3,8,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,12,9,4,9,34,3,4,0,3,8,238,103,54,49,435
311061332,33,20,12,0,66,29,15,9,3,57,77,45,17,5,146,61,33,5,3,99,21,19,8,0,44,6,9,3,0,18,7,8,4,0,14,4,3,3,0,5,25,24,10,5,53,9,4,0,0,13,341,208,72,27,645
311061333,33,20,16,9,85,46,17,9,7,85,84,30,12,5,132,34,22,10,5,74,16,12,3,0,35,3,0,0,0,7,3,3,0,0,4,0,0,0,0,3,19,16,4,7,48,12,10,0,0,24,356,181,85,76,704
311061334,31,20,5,0,54,23,9,0,3,43,57,29,15,3,98,43,19,6,0,66,20,10,4,0,37,3,4,0,0,13,10,3,3,0,15,3,6,0,0,4,11,16,0,0,33,3,5,0,0,10,243,141,41,21,446
311061335,5,3,0,4,19,11,10,3,0,24,18,8,0,0,36,25,6,3,0,33,8,8,0,0,21,0,4,0,0,10,0,4,0,0,3,0,4,0,0,4,10,8,0,3,19,3,0,0,0,4,125,75,24,13,235
311061336,63,22,16,9,115,73,22,7,16,115,87,26,20,16,147,30,17,12,5,57,11,8,4,0,25,7,3,3,0,16,8,5,3,0,10,0,0,0,0,0,28,15,11,15,71,15,4,4,3,25,458,226,113,88,886
312011337,20,16,4,0,38,30,10,5,0,45,39,14,9,0,66,9,4,3,3,27,9,3,0,0,10,0,4,0,0,3,3,0,0,0,3,4,0,0,0,3,16,7,6,4,35,3,4,0,0,3,187,105,46,25,361
312011338,13,8,0,3,19,9,0,0,0,16,13,3,3,3,22,10,5,3,0,22,7,6,0,0,11,0,0,0,0,4,4,3,0,0,9,0,0,0,0,0,9,5,0,4,18,3,0,0,0,3,97,51,19,15,177
312011339,8,0,0,0,8,10,7,0,0,11,9,3,0,0,15,5,5,0,0,9,6,3,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,44,23,9,0,83
312011340,7,0,0,0,7,8,4,3,0,14,9,7,0,0,17,4,0,0,0,9,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,3,0,0,3,65,22,8,4,98
312011341,7,7,5,3,22,5,9,5,0,16,22,4,0,0,28,14,5,4,0,21,10,10,3,0,22,3,0,0,0,6,16,3,3,0,25,7,0,0,0,7,3,15,0,3,23,3,0,0,0,8,112,65,32,10,225
312021342,50,27,14,10,98,53,21,12,3,90,64,45,12,7,129,47,20,3,3,76,25,11,3,0,38,3,9,3,0,18,5,0,4,0,9,0,0,0,0,0,16,19,15,3,48,5,8,0,3,13,354,239,80,43,722
312021343,8,8,3,0,16,13,3,0,3,17,21,3,0,0,27,7,3,0,0,8,0,3,0,0,3,5,0,0,0,5,0,3,0,0,6,3,0,0,0,3,5,4,3,0,17,0,0,0,0,5,93,42,9,3,149
312021344,23,23,18,3,69,24,16,8,4,53,50,21,4,11,92,27,17,8,0,52,15,9,4,7,38,4,4,0,0,7,4,3,0,0,9,3,0,0,0,6,18,11,6,3,40,3,3,3,0,9,257,167,84,36,537
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,10,3,3,0,19,10,4,0,0,19,12,7,3,0,21,9,3,0,0,13,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,3,9,5,0,0,16,3,0,0,0,8,97,43,6,4,153
312021347,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,18
312021348,24,8,6,3,38,20,13,4,0,38,39,27,4,0,70,17,17,4,3,34,10,5,0,3,24,4,4,0,0,9,11,3,0,0,17,0,4,0,0,8,15,6,5,3,31,3,3,0,0,7,163,110,36,12,329
312021349,10,4,8,0,27,15,9,0,0,26,47,12,3,0,66,18,9,3,0,32,6,8,0,0,16,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,9,5,6,25,9,0,0,0,13,190,78,25,17,314
312021350,11,3,0,0,15,7,12,3,0,19,18,8,3,0,25,4,7,7,0,20,12,0,0,0,18,0,0,0,0,0,4,5,0,0,10,0,0,0,0,0,7,3,0,0,9,3,0,0,0,4,100,46,21,10,177
312021351,13,20,10,0,40,16,4,7,0,28,10,8,0,0,22,13,4,0,3,25,6,6,3,0,19,3,4,0,0,3,0,3,0,0,4,0,0,0,0,0,7,0,4,0,17,5,0,0,0,9,131,82,36,14,265
312021352,22,12,7,0,42,30,6,3,3,41,31,17,11,7,66,18,18,4,0,45,15,5,3,0,26,4,0,0,0,7,3,4,0,0,10,3,0,0,0,3,20,8,9,6,40,3,5,0,0,6,242,131,47,22,448
312021353,15,9,3,5,24,7,3,3,4,15,16,8,8,0,35,9,0,0,0,15,9,0,0,0,15,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,10,8,0,0,23,3,3,0,0,10,105,56,28,12,203
312021354,15,13,3,10,35,16,11,0,7,27,21,8,3,3,35,13,7,3,0,23,16,3,4,0,21,8,3,0,0,4,0,0,0,3,3,3,0,0,0,3,6,8,0,3,23,0,0,0,0,3,114,86,26,22,254
312021355,9,12,3,9,28,14,0,0,3,19,14,10,5,0,32,6,3,3,0,16,7,0,0,0,11,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,0,3,13,4,0,4,0,11,104,56,21,17,193
312021356,22,9,0,0,35,18,8,3,4,31,53,13,0,3,71,20,4,0,0,26,8,6,3,0,14,0,3,0,0,4,5,0,0,0,5,0,3,0,0,3,15,9,0,0,26,10,0,0,0,11,213,97,33,14,355
312021357,15,8,3,0,22,5,8,0,0,21,37,18,9,0,58,16,3,3,0,20,9,0,3,0,13,3,0,0,0,3,3,0,3,0,8,3,0,0,0,3,9,7,0,0,22,3,0,0,0,5,142,74,23,10,244
312021358,12,8,8,0,27,16,6,3,0,26,25,6,4,0,33,21,3,4,0,29,7,3,0,0,12,10,0,0,0,10,4,3,3,0,8,3,0,0,0,0,4,3,0,0,6,9,3,0,0,6,126,71,25,6,228
312031359,27,19,3,3,52,25,21,5,0,60,42,28,3,0,80,12,9,0,0,25,11,6,3,0,21,4,0,0,0,5,0,3,0,0,3,3,0,0,0,3,15,10,5,0,27,4,0,0,0,4,205,141,29,10,392
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,25,9,4,0,36,25,9,3,0,38,33,18,5,0,61,9,9,4,0,16,8,3,0,0,11,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,8,5,5,0,24,3,0,0,0,7,166,80,33,15,289
313011362,43,23,17,7,82,52,21,11,6,91,64,40,13,4,123,31,20,4,3,50,13,5,0,0,24,4,3,0,0,12,0,0,0,0,3,4,0,0,0,4,26,9,12,5,48,10,3,0,0,16,338,178,78,33,622
313011363,56,27,19,8,104,73,30,4,5,108,108,38,14,3,161,46,22,7,0,65,14,5,3,0,21,8,3,0,0,5,5,3,0,0,9,4,0,0,0,4,37,19,0,4,64,12,8,0,0,17,467,208,58,24,759
313021364,3,0,0,0,3,3,0,3,0,9,17,9,3,0,29,11,3,0,0,9,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,5,3,3,0,7,0,3,0,0,3,56,22,12,5,90
