SA2_MAINCODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
211011260,0,23,31,31,36,16,8,4,0,154,0,0,36,42,24,9,5,3,0,117,0,10,17,23,35,5,6,12,8,110,0,0,10,3,9,0,0,0,0,18,0,7,3,3,0,3,0,0,3,28,0,56,95,105,159,101,43,27,11,598,0,17,78,71,131,90,40,20,12,453,7,78,210,222,244,159,36,22,13,995,8,55,104,103,132,86,28,8,0,532,0,29,38,25,20,14,4,4,3,136,5,40,45,54,40,40,13,9,3,245,0,0,0,0,0,0,0,0,0,3,0,5,13,13,9,12,5,0,0,66,37,26,31,36,73,38,59,89,69,469,67,351,708,737,918,576,244,201,121,3918,0,26,39,47,41,25,6,8,3,188,0,0,23,56,31,16,8,0,0,136,0,9,25,20,33,25,16,13,8,140,3,0,10,0,8,3,0,0,0,32,0,5,7,7,3,3,3,0,0,19
211011446,0,10,46,38,22,11,6,0,0,130,0,4,28,20,13,4,3,0,0,77,0,3,13,22,26,9,13,10,4,92,0,3,11,3,3,0,0,0,0,30,0,8,22,7,9,3,0,0,0,52,3,38,180,116,130,114,47,20,13,670,0,18,119,82,82,123,57,18,9,495,10,72,300,199,136,94,59,14,6,896,9,48,208,179,145,93,34,14,3,730,11,24,68,36,20,17,11,7,0,192,33,63,97,56,58,31,20,7,0,370,0,4,0,0,0,0,0,0,0,3,0,5,11,5,14,9,4,0,0,51,45,35,69,65,64,119,123,154,147,818,115,336,1172,839,729,631,363,245,183,4615,0,14,66,43,25,13,6,3,0,174,0,0,38,34,9,11,3,0,0,95,0,6,29,31,24,17,11,9,4,132,0,3,16,15,3,0,0,0,0,43,0,5,22,16,11,8,0,0,0,66
211011447,0,5,25,14,12,13,0,0,0,71,0,0,16,16,3,3,0,0,0,40,0,4,20,22,17,5,13,4,0,88,0,0,8,3,3,0,0,0,0,17,0,3,12,20,8,0,0,0,0,45,0,23,100,75,81,92,38,18,5,428,0,13,71,60,66,75,39,12,0,339,10,49,183,139,111,54,27,11,3,590,9,45,129,109,82,57,19,9,0,459,0,14,51,28,16,9,3,4,0,125,10,23,67,47,28,19,19,3,0,217,0,0,0,0,0,0,0,0,0,0,0,0,12,14,8,3,0,0,0,39,30,10,35,46,40,49,64,65,64,406,65,200,718,590,464,381,234,128,83,2863,0,8,28,30,14,13,3,0,0,99,0,0,15,21,7,4,0,0,0,48,0,3,13,20,16,14,9,15,0,85,0,4,4,7,4,3,0,0,0,25,0,0,16,4,9,0,0,0,0,31
211011448,0,12,29,25,10,6,0,0,0,79,0,0,14,14,13,6,3,0,0,58,0,3,8,24,11,18,5,5,0,80,0,3,6,9,4,0,0,0,0,22,0,0,10,12,3,0,0,0,0,25,0,30,94,94,95,72,37,14,3,435,0,12,57,66,63,70,31,4,0,300,3,47,212,166,119,75,25,8,3,661,9,53,95,136,87,61,16,5,0,472,0,18,27,28,15,15,3,7,3,114,9,32,82,56,37,30,14,0,0,267,0,0,0,0,0,0,0,0,0,5,0,4,9,3,6,6,0,0,0,25,36,21,23,50,47,51,69,45,29,384,75,239,674,682,513,415,210,90,41,2933,0,4,24,36,23,12,3,0,0,100,0,0,20,15,19,8,4,0,0,63,0,3,10,15,18,15,7,8,0,74,0,5,6,12,4,0,0,0,0,31,0,8,9,16,9,0,0,0,0,36
211011449,0,0,10,10,8,4,0,0,0,29,0,0,6,0,4,0,0,0,0,15,0,0,0,4,4,3,0,0,0,17,0,0,4,0,0,0,0,0,0,5,0,3,8,0,3,0,0,0,0,18,0,10,27,43,26,26,9,0,0,141,0,3,18,24,22,21,3,0,0,92,0,13,41,37,42,24,9,0,0,163,3,8,41,45,34,17,0,0,0,150,0,7,19,13,3,3,0,0,0,48,0,13,20,17,11,9,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,10,19,18,16,12,13,7,94,8,61,200,218,168,124,45,23,7,852,0,0,7,7,11,5,0,0,0,40,0,0,5,3,3,5,0,0,0,16,0,0,3,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,3,3,4,0,4,0,0,18
211021261,0,15,18,44,33,24,11,0,0,152,0,4,14,34,16,5,3,0,0,81,0,4,13,24,13,13,11,7,4,89,0,0,6,9,6,3,0,0,0,27,0,0,4,14,17,4,0,0,0,45,0,31,90,143,166,114,66,37,14,663,0,16,47,98,129,145,80,23,13,553,9,57,169,244,197,117,56,23,10,890,3,24,80,99,103,81,35,17,5,451,0,19,39,33,28,11,8,5,3,145,6,27,44,46,44,23,17,12,0,221,0,3,0,0,3,0,0,0,0,4,0,4,4,18,15,8,3,0,0,49,38,16,28,42,50,73,69,49,31,406,63,228,569,842,829,613,356,177,87,3771,0,18,37,27,46,31,11,3,0,184,0,0,18,33,22,9,0,0,0,92,0,0,15,23,17,5,6,7,3,82,0,3,10,8,13,3,3,0,0,45,0,3,8,9,7,9,0,3,0,32
211021262,0,9,10,32,12,17,3,0,0,89,0,0,5,5,18,4,0,0,0,38,0,3,0,15,13,7,0,0,0,43,0,4,3,6,12,0,0,0,0,24,0,5,4,12,7,0,0,0,0,27,0,17,36,115,148,74,26,10,4,427,0,5,24,55,108,110,65,3,3,375,0,32,77,156,122,66,22,11,0,489,7,24,32,83,87,65,26,4,0,334,0,18,16,20,17,3,3,3,0,81,3,18,24,30,30,26,11,4,0,136,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,4,0,0,0,32,23,3,10,28,27,33,30,13,23,189,39,133,261,563,610,421,189,49,28,2290,0,3,8,22,30,23,3,3,0,97,0,0,0,11,13,6,3,3,0,35,0,0,3,14,12,6,0,3,0,48,0,5,9,4,5,0,3,0,0,34,0,4,4,8,8,0,3,0,0,27
211031263,0,8,19,12,3,3,4,0,0,57,0,0,16,11,7,0,0,0,0,36,0,6,11,15,14,11,0,3,0,48,0,4,5,0,0,0,0,0,0,19,0,3,11,10,0,0,0,0,0,22,0,21,91,73,73,41,24,5,0,328,0,17,78,55,43,43,12,8,0,250,12,41,147,153,87,60,19,5,3,520,5,47,116,70,74,57,16,0,0,375,0,9,27,17,9,6,3,0,0,73,13,30,59,50,32,19,6,3,0,213,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,0,0,0,0,15,27,13,28,43,40,37,33,84,112,415,55,201,614,515,369,267,123,114,119,2368,0,7,26,17,9,3,3,0,0,57,0,0,14,10,5,4,0,0,0,44,0,3,11,14,15,4,4,0,0,54,0,4,4,3,3,4,0,0,0,20,3,0,7,10,3,0,0,0,0,31
211031265,0,12,19,33,24,11,4,0,0,100,0,3,12,11,15,11,0,0,0,47,3,3,5,22,11,10,7,7,4,71,0,5,14,11,4,0,3,0,0,42,0,6,3,6,13,0,3,0,0,31,3,46,107,168,208,108,48,16,3,705,0,21,78,125,180,132,46,9,0,600,17,69,184,243,207,106,26,15,5,876,5,53,112,137,141,83,25,9,0,566,4,20,41,25,27,10,5,3,0,134,9,33,41,82,54,35,9,3,0,269,0,0,0,0,0,4,0,0,0,4,0,5,7,12,23,8,5,0,3,61,81,24,30,41,63,49,51,45,46,439,120,296,679,927,957,570,223,111,64,3943,0,13,24,33,32,18,8,0,0,127,0,0,10,13,21,9,3,0,0,61,0,4,9,24,13,6,6,5,6,81,0,4,13,13,8,0,9,0,0,47,0,5,8,10,5,6,3,0,0,37
211031266,0,12,44,34,10,16,5,0,0,123,0,3,32,14,14,7,0,0,0,72,0,4,27,15,11,9,4,15,5,88,0,4,9,11,3,3,0,0,0,25,0,0,18,13,0,4,0,0,0,41,4,51,156,128,93,70,42,35,13,590,0,9,81,94,77,89,46,27,5,432,3,50,287,225,108,73,38,24,18,825,7,52,183,129,116,89,45,7,6,634,6,22,57,31,15,13,12,4,0,149,16,35,78,58,31,15,14,3,0,252,0,0,0,0,0,0,0,0,0,0,0,3,15,7,3,0,5,6,0,47,33,35,46,53,41,59,69,101,88,518,65,276,1026,821,536,436,286,221,137,3801,0,13,59,34,23,12,16,0,0,152,0,3,40,34,9,12,0,0,0,97,0,10,36,26,13,8,4,6,3,110,0,8,19,9,6,0,0,0,0,45,0,7,16,9,3,0,0,0,0,39
211031267,0,5,49,43,18,11,9,0,0,133,0,0,34,18,12,7,0,0,0,73,0,3,18,16,8,14,7,8,3,83,0,3,9,13,7,7,0,0,0,42,0,10,15,16,9,3,0,3,0,48,4,42,164,182,154,122,60,30,8,759,0,11,113,146,125,162,89,26,3,676,7,69,271,224,159,110,47,29,11,933,8,42,152,180,140,91,49,12,3,674,0,27,58,68,24,13,7,5,0,210,11,41,76,60,51,32,18,13,4,300,0,0,0,0,0,0,0,0,0,3,3,0,16,18,10,4,7,0,0,65,41,25,43,71,55,68,98,112,81,587,77,278,1016,1068,776,627,390,243,116,4584,0,12,37,58,35,18,8,0,0,179,0,5,32,39,15,3,3,0,0,93,0,3,27,35,22,8,18,6,0,114,0,9,13,30,10,7,4,3,0,72,0,10,21,20,6,5,3,0,0,67
211031268,0,8,19,37,14,7,4,0,0,89,0,0,3,12,11,4,4,0,0,33,0,0,0,9,6,6,3,3,0,36,0,3,4,5,0,0,0,0,0,13,0,0,3,3,3,0,0,0,0,15,0,29,51,88,87,58,33,18,6,377,0,14,40,75,93,78,42,10,0,351,7,23,97,110,101,63,22,11,3,450,4,19,53,93,83,38,17,0,0,302,0,20,21,21,23,4,4,0,0,96,7,11,20,33,33,16,9,3,0,136,0,0,0,0,0,0,0,0,0,0,0,3,10,15,8,0,3,0,0,41,18,10,14,23,27,34,33,24,21,203,32,147,340,525,504,322,179,76,34,2147,0,9,15,28,19,13,4,4,0,93,0,0,11,7,5,7,0,0,0,32,0,0,12,10,5,9,8,3,3,54,0,3,5,4,4,0,0,0,0,21,0,0,3,7,8,3,0,0,0,25
211031450,0,8,32,23,14,9,0,0,0,87,0,4,10,11,5,5,0,0,0,38,0,0,19,19,3,11,12,6,3,72,0,5,3,7,3,0,3,0,0,28,0,8,20,11,3,0,0,0,0,38,0,32,123,70,91,83,55,12,8,479,0,11,95,68,63,77,42,21,0,379,6,45,199,157,82,77,28,20,4,621,14,42,174,112,105,65,28,3,0,542,3,20,52,30,19,13,6,6,0,144,8,40,94,47,29,18,13,3,0,255,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,9,4,4,0,41,32,22,59,39,50,49,69,93,86,505,68,245,878,606,478,419,254,167,107,3227,0,14,35,26,14,18,11,0,0,121,0,0,22,11,4,7,3,0,0,53,0,4,29,12,14,5,14,6,0,83,0,3,14,13,5,0,0,0,0,32,0,3,13,10,7,3,0,0,0,45
211031451,0,3,26,22,4,10,0,0,0,69,0,0,13,19,11,4,0,0,0,42,0,0,12,9,12,13,0,5,0,59,0,4,3,8,4,0,0,0,0,22,0,0,6,7,4,0,3,0,0,21,0,23,69,94,89,84,47,25,9,438,0,9,57,64,54,77,55,20,3,351,6,40,111,107,82,63,43,33,11,503,6,27,93,92,60,64,29,10,3,381,0,8,31,37,17,11,3,4,0,110,12,33,53,42,33,15,11,6,7,207,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,6,3,4,0,32,25,8,32,34,34,34,58,126,124,477,49,169,501,536,408,378,259,236,163,2708,0,9,30,35,15,8,7,0,0,100,0,3,11,18,12,3,4,0,0,54,0,0,18,27,8,8,3,3,4,74,0,8,13,9,5,0,0,0,0,32,3,4,9,14,8,7,0,0,0,38
211031452,0,0,13,11,0,3,0,0,0,32,0,0,7,3,0,4,0,0,0,16,0,3,12,6,3,0,5,0,0,29,0,0,0,3,0,0,0,0,0,4,0,0,3,4,3,0,0,0,0,15,0,17,43,32,36,14,17,3,0,168,0,8,20,21,25,22,18,6,0,125,3,18,79,48,20,26,12,4,0,209,0,18,41,35,24,30,5,0,0,150,0,4,21,11,0,0,0,0,0,39,3,10,16,10,18,14,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,15,17,3,10,14,8,19,14,13,9,109,20,77,267,212,147,138,74,34,9,974,0,0,3,13,11,0,5,0,0,33,0,0,13,6,0,3,0,0,0,21,0,4,11,6,6,3,3,0,0,35,0,0,0,3,3,0,0,0,0,11,0,0,3,3,3,0,0,0,0,14
211041269,0,4,35,31,12,7,6,0,3,101,0,0,32,22,11,3,0,0,0,67,0,3,16,16,12,5,9,7,3,80,0,6,4,8,3,0,0,0,0,25,0,3,9,10,5,0,0,0,0,32,0,16,64,77,55,40,37,26,3,325,0,4,49,71,50,63,55,25,6,317,4,45,172,147,94,54,24,24,10,576,3,16,71,85,64,43,31,8,5,334,3,11,31,33,13,9,0,0,0,104,6,14,23,25,19,15,10,11,0,120,0,0,3,0,0,0,0,0,0,3,0,0,3,9,5,3,0,0,0,26,15,3,11,27,32,36,46,90,107,377,32,127,525,564,383,286,223,206,137,2486,0,4,17,51,15,9,7,0,3,114,0,4,26,43,16,10,0,0,0,90,0,3,17,24,20,10,9,9,9,93,0,3,14,3,6,0,0,0,0,33,0,4,3,4,0,4,3,0,0,17
211041270,0,6,47,43,30,12,3,0,0,132,0,5,54,24,14,3,0,0,0,100,0,4,30,32,18,7,5,8,0,110,0,0,19,18,7,0,0,0,0,39,0,4,9,5,15,0,0,0,0,33,0,34,126,158,114,83,52,16,7,594,0,14,95,107,98,99,59,22,6,500,5,63,297,249,127,78,43,18,9,896,3,39,131,165,101,78,23,11,3,557,0,9,56,43,21,11,13,4,0,152,4,20,40,42,20,21,11,5,0,165,0,0,0,0,0,0,0,0,0,3,0,3,10,25,15,4,3,0,0,63,22,14,51,50,64,59,61,59,32,412,50,216,958,965,637,456,277,141,62,3757,0,15,45,65,31,18,7,0,0,178,0,0,64,50,22,7,3,0,0,145,0,0,42,40,15,12,9,7,3,138,0,3,22,14,15,0,0,0,0,50,0,4,4,6,5,3,0,0,0,26
211041271,0,9,22,32,17,8,3,0,0,98,0,0,33,27,11,0,0,0,0,70,0,3,25,26,18,5,10,11,0,103,0,0,3,7,0,0,0,0,0,13,0,0,0,3,9,0,0,0,0,19,3,29,92,101,83,48,31,13,6,402,0,6,75,81,50,53,35,18,4,322,3,45,207,151,87,51,28,14,8,592,3,25,107,110,90,47,16,9,0,406,0,16,35,31,22,10,3,3,0,119,3,8,40,35,24,12,3,9,0,141,0,3,0,0,0,0,0,0,0,6,0,0,13,18,9,3,3,0,0,53,17,21,45,45,47,30,45,76,99,412,26,167,697,672,465,274,175,153,121,2751,3,4,32,41,25,10,3,3,0,121,0,4,34,30,9,4,0,0,0,88,0,7,30,24,25,11,11,11,5,113,0,3,10,17,3,3,0,0,0,36,0,0,7,0,3,3,3,0,0,24
211041272,0,11,19,38,20,10,5,0,0,103,0,0,22,32,8,7,4,0,0,71,0,0,11,18,14,5,6,3,0,56,0,7,0,4,0,0,0,0,0,13,0,0,3,6,0,0,0,0,0,14,0,19,65,93,88,69,40,18,3,404,0,4,53,64,64,92,57,17,5,343,3,29,125,172,98,69,46,10,8,555,0,18,67,95,66,63,20,13,3,344,0,11,22,22,11,12,3,3,0,81,3,23,24,29,15,8,8,0,3,123,0,0,0,0,0,0,0,0,0,3,0,3,12,16,9,3,6,0,0,43,8,9,10,31,22,30,33,33,5,185,17,118,432,631,414,365,231,100,26,2327,0,11,22,42,25,21,8,3,0,123,0,0,16,39,8,4,0,0,0,66,0,3,5,38,15,7,3,7,0,79,0,0,9,9,3,4,3,0,0,24,0,3,7,6,7,0,0,0,0,23
211041273,0,5,21,35,27,11,6,4,0,114,0,0,14,24,17,5,0,0,0,69,0,3,11,20,16,17,7,5,0,76,0,3,5,10,7,0,0,0,0,21,0,0,3,6,4,0,0,0,0,9,0,23,41,55,106,97,36,9,3,380,0,16,36,58,95,105,54,13,4,373,3,45,129,160,141,122,54,25,3,678,3,26,61,69,69,73,23,9,3,334,3,19,20,18,13,17,10,0,0,98,5,13,16,38,19,30,17,3,0,139,0,3,0,0,0,0,0,0,0,6,0,3,11,15,12,12,3,4,0,52,17,15,8,27,38,46,56,62,57,334,39,179,367,536,573,537,270,130,68,2686,0,11,21,42,36,16,7,5,0,138,0,0,17,46,26,13,4,0,0,106,0,0,13,26,28,15,11,8,4,99,0,3,7,6,11,5,0,0,0,30,0,4,0,0,7,3,0,0,0,16
211051274,0,10,11,27,15,11,0,0,0,74,0,0,8,8,11,3,0,0,0,31,0,3,8,11,4,9,6,3,0,49,0,0,8,9,8,5,0,0,0,28,0,3,10,18,4,3,0,4,0,44,3,19,65,100,97,67,24,7,0,379,0,7,46,79,96,104,26,3,0,375,8,29,75,95,102,60,16,0,0,387,3,27,67,108,93,77,15,4,0,392,0,21,38,40,32,19,6,0,3,169,6,24,33,33,20,7,9,0,0,132,0,0,3,0,0,0,0,0,0,3,0,0,6,8,12,3,0,0,0,32,36,14,29,48,48,32,14,17,3,240,58,163,403,571,539,404,117,45,14,2318,0,7,15,32,29,12,6,0,0,103,0,0,0,11,3,9,0,0,0,25,0,4,4,9,8,3,5,3,0,47,0,3,3,7,8,5,0,0,0,28,0,9,10,25,7,3,4,0,0,53
211051275,0,4,15,12,9,5,4,0,0,48,0,0,3,6,3,4,0,0,0,21,0,0,4,3,10,3,9,7,0,40,0,0,7,4,4,0,0,0,0,16,0,0,9,3,0,0,0,0,0,16,0,20,34,59,57,52,23,9,4,262,0,5,31,47,52,58,29,0,0,219,6,39,98,98,86,70,28,7,3,438,6,32,62,71,64,48,9,0,0,290,0,5,20,9,5,9,7,3,0,63,10,29,43,30,32,27,17,0,0,177,0,0,0,0,0,0,0,0,0,0,0,6,3,5,8,7,0,0,0,33,21,21,17,30,32,35,48,37,15,249,47,157,355,381,354,311,173,71,21,1864,0,3,12,13,7,11,0,3,0,56,0,0,3,4,12,3,3,0,0,23,0,0,5,3,8,11,8,0,4,46,0,3,4,7,0,4,0,0,0,14,0,5,8,3,3,0,0,0,0,18
211051276,0,3,24,22,11,13,6,4,4,85,0,0,4,3,10,7,0,0,0,25,0,0,5,7,9,4,8,4,0,41,0,0,10,3,3,3,0,0,0,22,3,5,14,28,18,9,4,0,0,87,0,18,63,80,103,74,37,22,3,401,0,8,42,52,67,88,59,7,5,334,5,38,93,113,94,59,23,16,0,440,6,39,66,90,110,81,36,7,3,439,0,14,24,32,23,12,9,0,0,123,12,45,68,61,48,14,12,9,0,262,0,0,0,0,0,0,0,0,0,4,0,0,0,12,9,4,0,4,0,33,47,27,36,50,43,61,50,75,36,420,76,198,447,556,555,426,246,149,48,2710,0,9,16,31,25,11,4,8,5,111,0,0,0,3,7,6,0,0,0,21,0,4,10,6,4,9,6,10,3,58,0,0,4,5,3,0,3,0,0,27,0,9,18,25,16,17,10,0,0,88
211051277,0,5,13,4,0,3,0,0,0,28,0,0,3,5,3,3,0,0,0,14,0,0,0,5,6,4,4,9,5,37,0,3,6,0,0,0,0,0,0,16,0,0,8,10,3,0,0,0,0,20,0,17,56,47,50,62,24,12,11,280,0,3,40,28,39,36,12,7,3,181,14,30,100,73,64,38,18,7,5,350,5,28,79,54,57,48,15,3,0,301,0,9,29,16,10,11,3,3,0,77,11,23,48,30,12,32,7,4,0,177,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,3,0,0,19,12,15,18,20,34,38,48,74,120,377,44,144,411,307,285,278,138,119,148,1870,0,0,19,14,8,4,4,0,0,41,0,0,0,4,3,3,0,0,0,16,0,3,6,7,3,9,0,8,3,38,0,0,13,4,0,0,0,0,0,17,0,3,11,13,9,3,0,0,0,39
211051278,0,4,23,17,9,3,3,0,0,66,0,0,3,13,10,9,0,0,0,31,0,3,7,13,11,8,9,12,0,58,0,10,10,3,0,3,0,0,0,22,3,4,19,11,12,3,0,0,0,55,0,47,113,134,153,84,50,27,4,616,0,20,89,87,78,89,54,10,3,435,15,79,191,181,144,78,34,17,3,741,10,66,143,150,114,72,18,9,0,592,3,19,28,36,22,4,3,0,0,117,28,69,101,72,52,29,9,8,0,361,0,0,0,0,0,0,3,3,0,3,0,0,11,16,6,5,0,0,0,38,57,24,50,62,78,59,64,80,30,514,116,352,783,785,690,459,248,157,53,3655,0,12,31,23,17,9,4,0,0,96,0,3,8,19,6,10,0,0,0,49,0,8,11,20,16,9,13,7,0,82,0,0,16,4,13,0,4,0,0,42,0,3,18,22,13,6,4,0,0,68
211051279,0,0,9,4,5,8,0,0,0,34,0,0,4,4,3,0,0,0,0,15,0,0,3,8,3,8,3,3,0,24,0,0,0,3,6,3,0,0,0,5,3,7,6,15,18,4,0,0,0,49,0,23,34,44,51,51,22,7,0,230,0,12,15,31,36,41,16,3,0,158,0,10,29,53,32,35,15,5,0,187,0,8,38,50,44,28,12,3,0,183,0,4,13,18,9,4,3,0,0,55,8,6,15,15,12,8,5,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,17,14,6,9,22,21,16,12,16,6,135,25,82,190,275,241,207,86,48,15,1169,0,3,6,16,3,3,6,0,0,44,0,0,0,4,0,0,0,0,0,9,0,0,0,8,6,3,3,4,0,23,0,0,0,0,0,0,0,0,0,4,0,3,9,10,18,4,3,0,0,41
