SA2_MAINCODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
305011111,5,49,44,18,10,3,0,0,0,132,35,82,87,62,79,81,27,17,10,484,0,0,0,0,0,0,0,0,0,0,3,12,20,9,13,3,3,0,0,55,0,0,0,0,0,0,0,0,0,3,79,258,270,137,134,81,44,27,7,1032,0,3,3,0,0,0,0,0,0,8,3,3,10,11,0,0,0,0,0,31,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,10,15,4,6,10,3,3,0,55,0,0,0,0,0,0,0,0,0,3,0,4,4,6,3,3,0,0,0,20,12,14,11,7,3,4,0,0,0,48,7,13,28,11,20,23,10,0,0,111,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,24,30,24,27,18,12,6,0,142,3,11,17,5,10,7,0,0,0,50,0,0,0,0,3,0,0,0,0,4
305011112,62,60,56,66,49,27,16,7,0,346,59,65,102,96,87,76,50,49,19,604,0,0,0,0,0,0,0,0,0,0,0,6,6,3,6,8,7,0,0,39,0,0,0,0,0,0,0,0,0,0,117,162,196,166,136,89,40,39,21,973,0,0,3,0,0,0,0,0,0,4,62,46,68,72,73,94,108,86,12,619,3,3,3,4,3,3,0,0,0,14,0,4,4,0,0,0,0,3,0,9,5,11,18,5,10,3,9,3,3,62,0,7,0,0,0,0,0,0,0,12,0,7,0,3,3,0,3,0,0,22,0,22,11,3,7,4,0,3,0,47,3,21,10,17,28,13,11,8,0,113,0,0,0,0,3,4,0,0,0,6,0,3,3,0,0,0,0,0,0,7,7,34,30,19,22,20,12,7,3,162,4,21,21,15,12,0,4,0,0,81,0,3,0,3,0,0,0,0,0,6
305021113,5,3,10,4,8,8,0,0,0,41,139,58,127,127,126,75,32,37,17,739,0,0,0,0,0,0,0,0,0,0,10,3,14,9,3,3,7,3,0,49,3,5,7,0,5,4,4,3,0,42,215,137,173,197,147,93,50,40,11,1067,0,0,0,0,0,0,0,0,0,3,17,6,9,7,7,0,0,0,0,54,0,3,4,3,3,0,0,0,0,10,3,0,5,0,0,0,0,0,0,11,3,7,12,11,0,3,3,4,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,9,17,7,12,22,22,13,5,11,8,119,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,23,30,29,43,29,22,13,15,10,220,8,8,10,5,7,4,3,0,0,45,0,0,0,0,0,0,0,0,0,6
305021114,4,7,10,21,10,4,3,0,0,60,221,86,188,248,140,110,68,52,38,1145,0,0,0,0,0,0,0,0,0,0,12,9,14,16,12,9,5,7,3,72,10,13,0,3,3,4,0,3,0,37,310,170,210,278,175,90,66,40,18,1358,0,0,0,3,0,0,0,0,0,3,13,4,9,13,8,0,3,0,0,48,0,3,3,4,0,3,0,0,0,14,0,0,3,0,0,3,0,0,0,9,0,0,10,11,7,3,3,3,0,40,0,0,0,3,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,5,0,3,4,0,3,3,0,0,0,21,13,12,9,27,19,23,6,14,11,143,0,0,4,0,0,0,0,4,0,10,0,0,3,0,0,0,0,0,0,6,69,32,58,71,43,40,14,22,19,352,14,11,13,5,11,4,0,3,0,66,4,0,0,0,0,0,0,0,0,6
305021115,11,24,32,31,17,4,6,0,0,130,120,183,152,142,122,62,54,37,7,881,0,0,0,0,0,0,0,0,0,0,0,13,13,0,6,3,5,0,0,43,0,0,0,0,0,0,0,0,0,0,217,237,314,214,148,116,72,41,11,1369,0,0,0,0,0,0,0,0,0,3,8,16,18,16,21,22,13,10,3,131,0,0,0,0,4,3,0,0,0,6,0,17,9,0,6,0,3,0,0,34,5,17,10,12,9,6,9,7,0,67,0,0,4,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,12,3,4,13,8,3,0,0,0,0,32,12,13,32,23,26,25,13,11,0,160,0,7,0,0,3,0,0,0,0,11,0,5,3,0,0,0,0,0,0,11,27,30,58,40,25,23,9,8,0,221,12,16,14,9,4,5,0,0,0,65,0,0,0,0,0,0,0,0,0,3
305021116,8,14,16,16,12,4,0,0,0,65,128,101,121,154,113,93,46,31,17,803,0,0,0,0,0,0,0,0,0,0,11,11,10,5,9,3,0,0,0,41,3,0,0,0,3,0,0,0,0,9,308,215,228,216,175,87,42,40,8,1329,0,0,0,0,0,0,0,0,0,0,19,4,12,17,5,5,3,3,0,67,0,4,5,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,8,10,13,16,13,8,4,3,3,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,10,5,3,6,6,0,0,0,0,34,11,7,24,17,22,16,6,8,0,111,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,42,28,44,48,29,26,5,11,6,236,8,4,20,7,9,4,4,0,0,55,0,0,0,3,0,0,0,3,0,7
305021117,23,17,41,43,24,14,3,3,0,174,219,212,340,323,217,170,137,124,36,1778,0,0,0,0,0,0,0,0,0,0,12,13,33,22,10,13,9,8,0,120,6,14,5,8,4,0,3,0,0,42,556,407,600,483,326,223,159,119,32,2910,0,3,3,0,4,0,0,0,0,12,5,9,19,8,16,3,5,4,3,80,10,5,7,3,3,0,0,0,0,25,9,10,11,6,4,0,0,4,0,44,5,7,35,11,8,16,4,12,6,110,0,0,0,0,0,0,0,0,0,0,8,3,3,0,9,0,0,0,0,26,22,18,27,8,13,6,7,0,0,100,22,22,50,73,50,54,25,35,10,336,0,0,0,7,3,3,0,0,0,14,3,3,7,3,0,5,0,0,0,19,78,73,132,95,81,72,49,59,17,657,34,24,38,21,21,7,0,0,0,139,9,3,9,0,0,9,3,0,0,34
305021118,3,4,14,16,4,4,0,0,0,60,174,122,167,175,151,96,31,34,14,970,0,0,0,0,0,0,0,0,0,0,3,6,6,11,3,3,0,3,0,36,5,3,3,0,0,0,0,0,0,18,393,199,330,297,177,108,51,43,11,1601,0,0,4,0,0,0,0,0,0,8,16,9,10,10,3,8,5,0,0,66,0,0,7,6,0,0,0,0,0,15,0,5,8,0,0,0,0,0,0,19,3,9,16,4,19,3,9,3,0,68,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,9,9,3,3,8,0,0,0,0,34,20,11,40,21,31,17,11,15,5,170,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,49,37,38,69,38,18,8,22,3,283,15,6,13,12,3,9,0,0,0,60,0,0,3,3,0,0,0,0,0,8
305031119,0,3,6,6,4,8,0,0,0,38,69,107,81,61,58,39,36,45,18,508,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,113,124,129,110,76,56,48,52,12,720,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,14,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,6,5,5,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,0,0,0,0,18,5,6,12,7,7,10,3,6,0,63,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,9,17,17,12,12,11,12,10,0,88,5,3,3,4,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0
305031120,3,15,15,9,8,7,0,0,0,52,121,94,178,142,109,99,63,54,28,877,0,0,0,0,0,0,0,0,0,0,11,7,21,19,3,5,3,5,3,77,0,0,0,0,0,0,0,0,0,0,284,239,235,251,165,117,83,63,22,1444,0,0,0,0,0,0,0,3,0,4,10,0,7,6,3,4,3,4,0,28,3,7,7,0,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,5,4,13,9,8,7,3,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,10,4,0,0,0,0,0,24,6,15,15,20,19,19,19,18,4,136,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,53,29,24,78,44,41,21,39,13,341,11,23,15,8,8,5,5,3,0,81,0,0,0,0,0,0,0,0,0,0
305031121,8,5,3,11,3,3,0,0,0,34,207,170,129,181,200,207,112,75,25,1293,0,0,0,0,0,0,0,0,0,0,3,0,10,4,6,9,0,3,0,39,0,0,0,0,0,0,0,0,0,0,310,204,183,223,225,146,82,84,24,1482,0,0,0,4,0,0,0,0,0,4,29,15,13,22,18,4,5,4,0,101,0,0,0,0,4,5,0,0,0,15,0,3,0,0,0,3,0,0,0,4,4,7,3,12,4,4,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,7,0,7,0,3,0,0,0,0,0,17,11,8,24,24,31,35,7,17,6,165,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,22,21,46,25,35,30,9,4,218,5,4,10,5,3,7,3,0,0,33,0,0,3,3,0,3,0,0,0,12
305031122,11,31,40,21,20,8,8,0,0,141,320,268,298,313,321,272,148,121,48,2109,0,0,0,0,0,0,0,0,0,0,9,21,23,11,12,13,9,5,0,99,0,0,0,0,0,0,0,0,0,3,453,459,436,428,394,261,186,148,45,2806,0,0,0,4,0,0,0,0,0,5,28,15,10,21,16,3,3,3,0,99,0,4,3,3,0,0,5,0,0,16,7,3,8,0,4,0,0,0,0,20,13,19,15,14,12,6,4,3,0,82,0,0,0,0,0,0,0,0,0,3,0,5,0,4,3,0,4,0,0,12,9,8,17,4,7,7,0,0,0,52,35,39,44,51,59,60,29,33,13,371,0,0,0,3,0,4,0,0,0,12,0,7,4,0,0,0,0,0,0,10,96,72,88,83,93,60,38,22,10,558,13,21,23,14,12,17,0,6,0,104,0,3,6,3,4,3,0,0,0,19
305031123,0,5,11,9,6,0,4,0,0,31,150,57,108,173,94,59,49,44,31,764,0,0,0,0,0,0,0,0,0,0,11,7,9,11,9,4,0,0,3,52,0,0,0,4,0,0,0,0,0,4,374,139,175,260,159,94,83,37,21,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,9,5,12,16,5,3,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,3,0,3,3,0,0,28,23,10,17,27,26,15,3,14,5,142,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,52,22,45,59,32,20,9,17,12,256,9,3,14,3,8,3,7,0,0,49,0,3,0,3,5,0,0,0,0,13
305031124,8,4,14,21,5,4,3,0,0,55,170,133,91,143,135,161,94,52,17,991,0,0,0,0,0,0,0,0,0,0,12,7,4,8,7,3,3,3,0,44,0,0,0,0,0,0,0,0,0,0,215,162,169,178,185,164,87,77,24,1252,0,0,0,0,0,0,0,0,0,0,10,7,9,11,10,6,4,4,3,62,0,3,3,3,0,3,0,0,0,16,5,5,3,3,0,0,3,0,0,17,4,3,5,6,4,13,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,3,3,3,3,0,0,0,0,25,14,3,6,20,24,23,21,9,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,25,19,31,36,21,8,13,7,176,4,10,10,6,7,7,0,0,0,50,0,0,0,0,3,0,0,0,0,4
305031125,0,3,9,6,10,3,0,0,0,30,134,86,86,171,180,140,70,55,29,950,0,0,0,0,0,0,0,0,0,0,9,0,9,6,7,9,5,0,0,41,0,0,0,0,0,0,0,0,0,0,366,174,169,223,188,169,84,66,29,1458,0,0,0,0,0,3,0,0,0,3,9,0,7,6,0,4,3,0,0,33,0,3,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,4,6,9,10,5,3,3,3,0,48,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,3,3,4,3,0,0,0,14,5,10,15,25,28,32,12,19,9,146,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,27,14,26,33,18,33,14,19,5,182,3,3,9,5,0,3,0,0,3,29,0,0,3,0,0,0,0,0,0,3
305031126,5,51,45,16,13,9,0,0,0,142,87,142,164,133,87,77,28,37,14,760,0,0,0,0,0,0,0,0,0,0,3,25,17,16,7,4,3,3,4,87,0,0,0,0,0,0,0,0,0,0,215,364,330,225,147,96,86,79,23,1569,0,0,0,0,0,0,0,0,0,4,11,5,8,3,6,3,4,3,0,41,0,0,0,0,0,3,0,0,0,3,5,3,3,3,0,0,0,0,0,14,3,19,13,6,7,3,4,0,0,60,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,18,10,13,13,5,3,3,0,0,0,52,3,19,23,25,28,22,7,6,3,135,3,3,3,0,0,5,0,0,0,15,0,3,4,0,0,0,0,0,0,8,30,65,64,40,38,12,10,12,4,279,8,35,14,9,11,10,3,0,0,92,0,3,4,0,3,0,0,0,0,17
305031127,0,9,21,14,5,5,0,3,0,61,106,83,126,134,88,64,26,47,16,678,0,0,0,0,0,0,0,0,0,0,6,17,15,9,8,4,6,4,0,70,0,0,0,0,0,0,0,0,0,0,309,209,211,239,153,99,56,66,15,1357,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,4,3,0,26,0,0,3,0,0,3,0,0,0,5,0,3,0,0,0,0,4,0,0,10,3,7,19,3,4,0,3,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,10,4,4,3,0,0,4,0,32,10,13,20,22,25,20,15,9,0,142,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,29,31,31,29,39,25,11,18,16,233,5,15,13,3,9,7,0,0,0,52,0,0,0,3,0,0,0,0,0,10
305031128,4,18,38,17,11,13,3,0,0,102,55,148,338,154,137,131,66,45,13,1076,0,0,0,0,0,0,0,0,0,0,0,16,23,5,8,10,0,0,0,61,0,0,4,0,0,0,0,0,0,3,97,262,517,267,180,141,63,36,10,1579,3,0,0,3,0,3,0,0,0,8,8,10,25,14,7,9,0,0,0,77,0,6,12,0,3,0,0,0,0,22,0,3,3,0,0,0,0,0,0,4,3,18,30,9,6,6,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,16,0,15,23,9,8,8,3,0,0,60,3,18,54,23,30,21,9,0,4,164,0,0,0,0,3,0,0,0,0,3,0,3,6,0,0,0,0,0,0,6,13,49,91,40,32,26,11,6,4,275,5,20,32,11,10,0,0,0,0,73,0,4,3,0,3,0,0,0,0,6
305031129,3,0,14,5,13,0,3,0,0,45,156,67,93,155,70,65,39,28,11,678,0,0,0,0,0,0,0,0,0,0,5,4,10,3,7,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,341,174,169,240,145,83,72,45,9,1274,0,0,0,0,0,0,0,0,0,5,11,4,12,8,3,0,0,0,0,36,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,7,8,5,4,9,0,0,45,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,12,8,4,4,7,0,0,0,0,0,22,9,12,20,27,12,15,13,9,3,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,55,30,24,52,40,19,8,7,3,240,13,8,4,14,9,6,0,6,3,74,4,0,0,3,3,0,0,0,0,14
305031130,6,14,40,19,28,6,0,0,0,112,121,102,197,178,130,93,47,40,22,926,0,0,0,0,0,0,0,0,0,0,0,18,15,11,9,14,3,10,3,81,0,0,0,0,0,3,0,0,0,7,360,223,398,319,213,195,122,105,38,1977,0,0,0,0,0,3,0,0,0,3,9,9,14,17,4,9,8,3,0,75,8,3,5,0,3,0,0,0,0,21,0,0,0,0,0,3,0,0,0,3,5,7,13,9,6,3,4,3,0,59,0,0,3,0,4,0,0,0,0,5,0,4,4,0,0,0,0,0,0,13,0,14,10,3,5,0,0,0,0,34,15,8,29,23,43,19,20,5,8,176,0,0,0,0,3,0,3,3,0,9,0,0,3,6,0,0,0,0,0,11,51,22,60,68,31,32,19,22,14,312,16,20,26,17,9,9,5,0,0,104,0,0,3,0,0,0,0,0,0,7
305031131,6,18,19,16,17,8,0,3,0,91,183,142,225,230,170,161,92,88,39,1324,0,0,0,0,0,0,0,0,0,0,7,17,17,10,13,10,3,7,14,97,0,0,0,0,0,0,0,0,0,0,572,332,396,509,354,243,150,142,60,2758,3,0,0,0,4,0,0,0,0,4,0,3,20,3,7,4,0,3,0,44,0,3,6,3,4,0,3,4,0,18,0,7,5,0,4,0,0,0,0,14,3,3,14,10,10,9,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,12,7,17,15,9,7,3,0,0,0,65,36,21,31,43,40,26,18,18,16,235,0,3,3,7,3,8,0,0,0,24,3,0,0,3,3,0,0,0,0,16,59,58,87,73,67,46,25,25,23,462,22,28,22,14,12,7,7,3,0,117,0,3,5,0,4,0,0,0,0,16
305041132,13,25,19,25,18,11,3,0,0,114,336,181,226,383,297,200,107,118,73,1915,0,0,0,0,0,0,0,0,0,0,16,19,26,26,21,13,8,8,0,138,0,0,0,0,0,0,3,0,0,6,1250,837,503,740,638,333,230,153,47,4729,3,0,0,0,0,0,0,0,0,9,5,14,13,5,14,3,3,3,0,65,3,0,0,8,0,3,0,5,0,13,0,0,3,0,0,0,0,3,0,7,25,11,18,27,18,13,4,7,0,115,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,17,10,16,16,13,3,0,0,0,78,38,24,23,61,47,40,21,35,11,309,0,0,0,3,3,0,4,0,3,19,0,0,0,0,0,0,0,0,0,0,93,69,95,108,93,60,50,59,30,663,19,17,23,10,26,7,3,5,0,99,5,0,5,5,5,0,0,0,0,27
305041133,3,20,31,13,15,3,3,0,0,84,108,164,148,124,117,93,37,26,11,824,0,0,0,0,0,0,0,0,0,0,10,23,20,10,9,4,3,3,0,74,0,0,0,0,3,3,0,0,0,7,176,293,260,172,113,111,49,41,11,1236,0,0,0,0,0,0,0,0,0,3,4,0,9,3,3,0,3,3,0,27,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,12,19,12,3,9,3,3,0,63,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,7,0,14,12,0,7,3,4,0,0,33,7,23,34,10,21,11,16,5,3,123,0,3,4,0,0,0,3,0,0,13,0,3,0,0,0,0,0,0,0,11,21,68,55,32,40,36,9,16,3,273,7,14,18,8,9,7,0,0,0,62,3,0,8,0,0,6,0,0,0,18
305041134,10,9,24,23,6,10,3,0,0,94,289,153,172,314,229,205,88,79,40,1571,0,0,0,0,0,0,0,0,0,0,19,21,15,12,20,10,4,7,0,115,0,0,0,0,0,0,0,0,0,4,723,429,303,480,357,211,130,113,38,2785,4,0,0,3,0,4,0,0,0,9,23,8,10,12,12,5,7,7,0,82,4,0,5,3,3,0,3,3,0,20,0,0,3,0,0,0,0,0,0,7,22,4,26,20,16,8,0,3,0,98,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,5,0,14,7,13,6,5,4,10,3,0,0,58,25,25,20,51,43,39,24,29,14,263,0,0,0,0,0,7,0,0,0,12,3,0,0,0,3,0,0,3,0,10,94,46,49,88,65,69,38,29,22,507,36,25,25,31,19,11,10,9,0,171,8,0,7,10,0,5,0,0,0,29
305041135,10,30,38,22,20,11,0,0,0,124,135,277,349,207,178,135,65,49,27,1414,0,0,0,0,0,0,0,0,0,0,10,24,18,18,15,12,4,5,3,109,0,3,0,0,0,0,0,0,0,3,377,484,591,380,240,217,119,104,35,2549,0,0,0,0,0,3,0,0,0,3,12,15,20,22,9,7,9,9,3,112,4,7,13,3,3,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,20,17,29,22,11,12,8,5,0,119,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,17,9,15,13,10,0,0,3,0,0,52,12,25,44,29,39,36,17,21,11,226,0,4,3,3,3,3,0,3,0,22,8,0,8,0,0,0,0,0,0,18,38,57,82,62,65,39,19,21,11,394,20,25,35,12,11,7,7,0,0,113,0,0,0,3,3,0,0,0,0,8
305041136,4,24,27,15,11,5,0,3,0,84,129,105,184,145,100,79,35,27,11,809,0,0,0,0,0,0,0,0,0,0,8,10,19,10,7,4,0,4,0,61,0,0,0,0,0,0,0,3,0,3,217,221,280,241,146,100,65,45,13,1328,0,0,0,0,0,0,0,0,0,0,8,4,12,7,3,6,6,4,0,47,0,0,3,3,3,5,0,0,0,12,0,3,0,0,0,0,0,0,0,4,7,11,9,10,7,0,3,3,0,54,0,0,0,0,0,0,0,0,0,0,8,3,6,7,0,0,0,0,0,15,3,3,12,6,6,0,0,0,0,27,3,11,20,24,17,14,9,15,4,122,3,0,3,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,20,29,60,35,27,14,14,8,8,225,6,16,10,17,8,3,0,0,0,60,0,0,0,0,0,0,0,0,0,4
