SA2_MAINCODE_2016,C16_T_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_T_T
406011136,5531,2992,219,617,9362
406011137,0,0,0,0,0
406021138,367,114,10,111,610
406021139,351,329,16,229,922
406021140,539,339,13,143,1035
406021141,403,368,21,518,1311
406021142,3230,1533,138,568,5472
406021143,886,258,39,127,1307
407011144,3093,1581,93,282,5051
407011145,1169,595,49,245,2054
407011146,1980,656,59,135,2823
407011147,2020,582,51,211,2869
407011148,4048,2013,121,323,6507
407011149,1566,705,47,201,2519
407021150,1427,438,29,118,2016
407021151,989,491,22,150,1657
407021152,1355,724,34,136,2244
407021154,1548,651,95,124,2422
407021155,626,201,13,31,876
407021156,819,331,27,70,1250
407021157,1673,665,86,214,2637
407021158,895,291,17,81,1286
407021173,3808,1553,130,344,5833
407021174,3604,1915,145,260,5926
407031159,1760,703,59,189,2711
407031160,1027,597,56,190,1862
407031161,777,346,33,100,1248
407031162,1437,649,48,107,2236
407031163,463,146,19,48,677
407031164,1643,843,70,255,2806
407031165,4467,2057,239,375,7147
407031166,992,279,37,97,1393
407031167,1165,657,55,170,2042
407031168,1303,401,43,178,1929
407031169,1439,628,46,152,2262
407031170,1741,774,58,239,2813
497979799,0,0,0,0,0
499999499,0,0,0,0,0
501011001,1436,512,49,241,2242
501011002,6942,2301,235,649,10128
501011003,2711,629,117,346,3806
501011004,2242,666,132,368,3417
501021005,4780,1014,102,387,6275
501021007,1444,355,43,135,1978
501021008,1581,806,134,190,2716
501021009,2270,943,61,247,3519
501021010,855,198,19,83,1154
501021011,3,0,0,0,5
501021012,3173,800,100,257,4333
501021014,2265,750,67,294,3382
501021015,1877,704,88,179,2846
501021016,1056,370,26,148,1604
501021251,2345,413,68,158,2983
501021252,829,94,7,32,966
501021253,3129,1555,166,360,5213
501021254,1296,655,70,196,2218
501031017,1713,740,52,225,2741
501031018,1561,518,54,215,2343
501031019,1442,586,57,151,2235
501031020,1324,551,37,294,2204
502011021,2013,459,49,143,2666
502011022,2449,770,92,222,3541
502011023,2638,1107,101,167,4017
502011024,5135,1561,143,357,7197
502011025,2195,1707,187,393,4484
502011026,1637,505,50,167,2364
502011027,4826,1018,141,270,6256
502011028,2716,1180,130,267,4294
502011029,2539,776,70,335,3716
503011030,1792,398,36,88,2311
503011031,1984,1091,160,334,3568
503011032,1897,695,132,194,2910
503011033,2100,400,37,82,2614
503011034,2529,1148,142,296,4115
503011035,4249,1293,472,305,6312
503011036,2220,671,65,141,3092
503021037,5,3,0,0,8
503021038,2730,1040,289,189,4245
503021039,4018,1994,441,538,6993
503021040,2128,970,287,205,3584
503021041,6488,5195,1503,2792,15978
503021042,4034,2373,378,575,7355
503021043,4307,2277,398,550,7537
504011044,3963,1687,239,285,6172
504011045,5986,2251,501,439,9176
504011046,3034,2157,454,466,6115
504011047,5712,1857,410,392,8370
504011048,2231,523,57,116,2927
504021049,773,192,13,84,1062
504021050,2037,401,31,94,2572
504021051,1482,411,46,83,2019
504021052,5,3,0,0,5
504021053,3550,780,67,226,4625
504021054,3212,1181,138,250,4790
504031055,0,0,0,0,0
504031056,4947,918,152,189,6204
504031057,4444,1023,178,311,5951
504031058,1333,232,46,176,1790
504031059,9562,1690,266,613,12130
504031060,753,125,6,68,950
504031061,1141,375,53,88,1659
504031062,2770,751,122,220,3870
504031063,0,0,0,0,3
504031064,0,0,0,0,0
504031065,1384,481,70,173,2102
504031066,2413,1462,212,439,4523
504031067,1826,469,54,98,2448
504031068,2730,435,65,144,3371
504031069,0,0,0,0,0
505011070,2709,859,137,175,3876
505011071,3834,609,84,125,4651
505011072,4297,813,78,126,5317
505011073,3808,953,155,174,5096
505011074,2896,743,116,155,3905
505011075,3101,508,55,100,3767
505011076,2481,180,8,51,2715
505011077,3550,1096,278,232,5157
505011078,3621,929,69,138,4761
505011079,3108,610,77,196,3989
505011080,2219,312,44,78,2664
505011081,2317,624,93,101,3130
505011082,2758,586,53,112,3504
505011083,2674,443,27,67,3208
505021084,4055,1747,256,324,6382
505021085,4706,1763,351,555,7377
505021086,6345,2523,317,395,9575
505021087,0,0,0,0,0
505021088,4284,2050,450,456,7241
505021089,5556,1208,142,286,7197
505021090,4429,2150,440,548,7569
505021091,0,0,0,0,0
505021092,3848,2211,566,540,7166
505021093,3639,1408,203,281,5530
505021094,2040,738,89,128,2995
505021095,2918,2167,317,365,5756
505021096,3782,1086,113,167,5147
505021097,3951,2156,298,382,6791
505031098,2998,716,118,188,4018
505031099,5935,1504,202,626,8269
505031100,4428,641,137,225,5431
505031101,3468,829,161,254,4714
505031102,2091,805,145,158,3191
505031103,6700,906,132,291,8022
505031104,2660,657,98,155,3565
505031105,5136,752,104,261,6262
505031106,3,0,0,0,4
505031107,3543,659,83,127,4411
505031108,6977,1690,270,360,9299
505031255,2203,419,63,217,2896
505031256,166,39,10,27,243
505031257,777,228,29,105,1137
505031258,2319,510,74,220,3129
506011110,4725,1958,249,596,7539
506011111,0,0,0,0,0
506011112,1426,468,87,108,2100
506011113,5349,708,161,177,6390
506011114,2710,1064,119,277,4173
506011115,2221,477,59,149,2904
506011116,2018,385,29,111,2538
506011117,2601,542,96,169,3403
506021118,3367,1473,375,564,5774
506021119,3969,1826,578,568,6937
506021120,0,0,0,0,4
506021121,0,0,0,0,0
506021122,5875,2879,693,1112,10554
506021123,3586,1759,533,485,6365
506031124,3794,2317,977,546,7645
506031125,2723,282,57,87,3143
506031126,0,0,0,0,0
506031127,4223,1306,502,400,6425
506031128,3687,1313,203,188,5382
506031129,3607,938,128,129,4804
506031130,0,0,0,4,4
506031131,4912,834,120,127,5999
506041132,4728,1386,317,330,6752
506041133,5758,758,181,204,6894
506041134,4873,2061,290,527,7754
506041135,5028,790,124,183,6128
506041136,3286,1200,213,276,4969
506041137,6232,1535,247,296,8312
506051138,4935,1332,199,347,6809
506051139,3259,937,140,292,4629
506051140,4256,1129,107,237,5723
506051141,3075,656,53,148,3935
506061142,4332,667,99,236,5332
506061143,1707,206,42,106,2061
506061144,1109,234,26,112,1475
506071145,3525,2139,418,450,6528
506071146,2694,786,216,178,3875
506071147,4158,2026,387,629,7200
507011148,4666,576,131,188,5563
507011150,0,0,0,0,0
507011151,0,0,0,0,0
507011152,2437,554,61,178,3227
507011153,2086,931,145,193,3348
507011154,2557,1351,228,331,4471
507011155,0,6,0,3,14
507011158,663,170,27,133,995
507011159,3048,1093,193,233,4561
507011160,2677,1028,148,205,4065
507011161,3963,760,150,262,5145
507011163,1999,495,62,161,2713
507011259,2224,403,93,149,2864
507011260,715,96,12,44,870
507021164,1942,677,97,154,2865
507021165,3488,2077,361,832,6764
507021166,3701,1606,320,408,6030
507021167,0,0,0,3,6
507031169,3684,616,129,212,4646
507031170,1845,841,91,233,3016
507031172,17,3,0,3,23
507031173,7,0,0,9,18
507031174,2750,1026,143,381,4294
507031261,1468,217,53,88,1829
507041175,3047,901,111,175,4232
507041176,1007,198,38,40,1280
507041177,3602,1863,175,281,5923
507041178,3898,1326,171,261,5654
507041179,2076,616,61,83,2827
507041180,3121,506,66,79,3772
507041181,4315,1461,172,239,6179
507041182,3114,876,231,224,4447
507041183,1211,595,69,113,1986
507041184,1678,185,38,49,1950
507051185,8590,1517,284,772,11160
507051186,2263,774,111,195,3339
507051187,3568,586,90,248,4488
507051188,3788,2246,198,524,6753
507051189,0,0,0,3,3
507051190,3144,1336,108,235,4824
507051191,5160,683,106,270,6222
507051192,3317,824,116,237,4492
507051193,2820,749,111,258,3943
509011225,3494,2024,179,435,6127
509011226,920,224,17,96,1258
509011227,1340,323,38,68,1774
509011228,1538,600,53,262,2453
509011229,713,269,20,188,1192
509011230,1058,431,65,210,1761
509011231,1078,398,16,152,1638
509011232,919,244,14,61,1244
509011233,2709,865,109,245,3921
509011234,1330,506,31,187,2057
509011235,0,0,0,0,0
509021236,1466,273,32,153,1922
509021237,991,441,27,187,1653
509021238,1034,510,44,163,1753
509021239,2193,816,106,497,3604
509021240,1280,554,57,203,2097
509021241,1183,490,44,223,1938
509021242,767,347,19,182,1321
509021243,2666,1108,101,383,4257
509021244,1248,453,40,181,1920
509021245,1391,622,43,241,2304
509031246,967,416,30,147,1558
509031247,1083,503,38,181,1807
509031248,658,218,18,113,992
509031249,1110,522,44,169,1849
509031250,1286,534,40,204,2069
510011262,3126,1126,245,2146,6642
510011263,1482,507,50,938,2974
510011264,483,196,15,459,1156
510011265,1497,579,116,1338,3522
510011266,450,163,8,800,1414
510021267,335,120,3,378,833
510021268,942,267,30,332,1561
510021269,962,329,47,494,1832
510021270,2071,612,107,693,3476
510031271,1386,485,41,855,2763
510031272,3684,966,199,971,5816
510031273,1041,264,21,431,1764
511011274,2968,1155,113,566,4805
511011275,857,322,20,295,1491
511021276,1167,539,59,940,2698
511021277,947,465,70,2270,3758
511031278,1586,680,106,462,2838
511031279,3257,1136,183,629,5210
511031280,2238,616,114,252,3221
511031281,0,0,0,0,0
511031282,982,506,46,427,1949
511031283,651,266,13,363,1295
511031284,0,0,0,0,0
511041285,2756,1710,172,588,5227
511041286,1954,468,60,207,2690
511041287,2147,446,58,219,2873
511041288,2693,693,102,212,3696
511041289,987,389,29,181,1587
511041290,381,242,31,420,1075
511041291,972,488,19,270,1747
511041292,1543,617,47,832,3040
597979799,0,0,0,0,0
599999499,0,0,0,0,0
601011001,1812,678,77,219,2780
601011002,1517,379,42,88,2022
601011003,1243,259,30,46,1575
601021004,1570,924,66,115,2668
601021005,2196,478,43,95,2806
601021006,916,364,36,26,1340
601021007,2960,1078,89,107,4232
601021008,1878,916,69,104,2972
601021009,1190,588,81,88,1943
601021010,664,290,36,68,1059
601021011,1581,668,59,133,2448
601021012,1182,289,22,87,1585
601031013,1125,278,38,55,1500
601031014,1422,676,54,118,2278
601031015,1995,1055,93,143,3283
601031016,1034,607,79,101,1814
601031017,2668,1745,160,279,4844
601031018,1258,602,52,117,2030
601031019,1258,760,129,154,2299
601031020,1747,775,55,141,2723
601031021,952,508,63,90,1612
601041022,3003,1164,140,174,4478
601041023,2893,870,80,154,3996
601041024,2147,500,39,103,2786
601041025,0,0,0,0,0
601041026,969,296,29,43,1340
601051027,1561,1265,411,385,3630
601051028,2176,1002,129,177,3482
601051029,1090,448,112,87,1738
601051030,1336,952,126,192,2609
601051031,2788,1275,449,260,4770
601051032,1468,703,174,143,2485
601051033,1481,779,190,126,2576
601061034,1973,855,64,199,3084
601061035,2369,821,71,172,3438
602011036,639,602,131,149,1528
602011037,1080,579,52,96,1807
602011038,1139,837,133,251,2355
602011039,1111,309,29,58,1509
602011040,795,481,128,117,1520
602011041,2125,956,184,225,3492
602011042,1245,716,68,110,2137
602011043,1030,402,26,53,1514
602011044,1719,723,36,113,2590
602011045,905,490,47,122,1558
602011046,1722,664,54,105,2549
602011047,1052,712,120,144,2030
602011048,1257,597,51,85,1983
602011049,1194,500,75,74,1843
602011050,902,347,30,96,1375
602011051,1050,537,57,93,1737
602011052,1254,458,33,85,1833
602021053,1032,496,30,128,1676
602021054,1469,664,55,160,2341
602021055,1618,477,34,131,2253
602021056,914,268,21,60,1263
602021057,1099,432,26,97,1656
602031058,1097,298,32,106,1537
602031059,1785,780,57,245,2876
602031060,1067,484,42,102,1699
602031061,940,442,32,120,1532
602031062,1382,474,31,121,2011
602031064,1600,914,65,227,2811
602031099,243,140,13,51,446
602031100,1734,871,56,171,2832
603011065,515,303,37,99,959
603011066,820,286,20,98,1222
603011067,1640,583,43,132,2391
603011068,3,0,0,0,6
603021069,830,332,23,129,1314
603021070,1151,489,50,121,1806
603021071,978,438,49,126,1589
603021072,2254,750,72,174,3247
603031073,613,325,25,116,1076
603031074,1151,581,57,216,2002
604011075,828,538,38,60,1454
604011076,1405,354,24,152,1930
604011077,924,585,51,115,1671
604011078,1608,741,55,116,2523
604011079,1388,507,37,130,2063
604011080,961,354,30,42,1383
604011081,1030,496,34,84,1641
604011082,1824,998,64,99,2980
604011083,1106,490,28,72,1703
604011084,1646,804,45,140,2638
604021085,3479,2033,177,304,5987
604021086,1212,659,57,136,2066
604021087,1220,475,40,103,1840
604021088,957,270,30,51,1309
604021089,1599,533,46,135,2320
604021090,814,238,20,42,1114
604021091,1666,549,45,145,2406
604021092,888,272,19,52,1234
604031093,384,245,27,36,688
604031094,1039,372,20,140,1563
604031095,1001,447,44,88,1585
604031096,988,317,22,84,1413
604031097,1047,658,58,226,1988
604031098,0,0,0,0,0
697979799,0,0,0,0,0
699999499,0,0,0,0,0
701011001,0,4,0,5,3
701011002,1224,867,249,656,2994
701011003,3,0,0,13,16
701011004,797,358,101,146,1408
701011005,849,349,123,190,1512
701011006,552,179,51,107,882
701011007,664,264,73,154,1160
701011008,928,378,209,284,1804
701011009,677,203,116,294,1288
701021010,508,112,41,67,725
701021011,591,120,25,56,796
701021012,227,60,12,159,457
701021013,723,150,63,125,1063
701021014,0,0,0,0,0
701021015,0,0,0,0,0
701021016,686,379,81,176,1316
701021017,0,0,0,0,3
701021018,432,86,31,45,600
701021019,1114,278,63,192,1647
701021020,1163,319,63,121,1664
701021021,1239,82,41,245,1611
701021022,1080,343,67,241,1734
701021023,596,235,70,105,1005
701021024,474,94,24,66,662
701021025,900,417,109,186,1615
701021026,738,308,112,180,1333
701021027,574,167,43,79,861
701021028,484,81,46,73,681
701021029,422,101,33,45,604
701021030,631,93,34,55,817
701031031,859,175,38,539,1615
701031032,2110,383,107,337,2938
701031033,0,0,0,3,9
701031034,829,231,46,304,1417
701031035,992,295,40,418,1747
701041036,798,246,59,67,1165
701041037,716,147,40,112,1020
701041038,1130,147,55,112,1442
701041039,745,316,55,164,1278
701041040,696,233,37,126,1089
701041041,1074,142,51,109,1386
701041042,771,133,61,104,1070
701041043,1719,239,74,142,2170
701041044,798,232,43,112,1183
702011045,906,350,60,273,1593
702011046,1121,486,124,234,1956
702011047,993,299,91,224,1606
702011048,1153,377,73,244,1842
702011049,806,411,77,198,1496
702011050,325,310,77,566,1282
702011051,488,227,19,600,1333
702011052,519,124,10,284,937
702011053,403,86,3,233,729
702011054,333,57,6,55,451
702021055,379,103,23,354,861
702021056,560,282,26,201,1069
702031057,948,522,66,961,2493
702031058,268,117,10,240,632
702031059,309,23,7,63,414
702031060,501,79,13,31,616
702031061,635,68,10,119,834
702041062,467,73,5,56,605
702041063,896,105,12,128,1147
702041064,708,213,26,120,1071
702051065,349,110,5,477,942
702051066,561,121,5,393,1079
702051067,1899,626,100,1166,3788
702051068,357,102,11,227,701
797979799,0,0,0,0,0
799999499,0,0,0,0,0
801011001,638,172,40,30,878
801011002,1331,1060,359,298,3054
801011003,1368,725,332,111,2540
801011004,769,291,48,65,1185
801011005,754,366,47,54,1215
801011006,1908,371,69,69,2415
801011007,1432,341,67,129,1963
801011008,1292,428,64,72,1848
801011009,925,185,31,32,1171
801011010,565,101,16,35,714
801011011,872,213,56,48,1185
801011012,0,0,0,0,0
801011013,798,273,39,39,1152
801011014,807,255,36,52,1143
801011015,1171,680,66,108,2026
801011016,1899,454,156,94,2597
801011017,971,293,32,65,1359
801011018,34,0,0,0,42
801011019,1874,447,77,76,2473
801011020,672,332,59,50,1115
801011021,746,154,24,41,967
801011022,843,248,34,35,1159
801011023,687,384,74,61,1208
801011024,725,317,62,61,1162
801011025,694,164,29,38,932
801011026,692,151,18,25,884
801011111,3,0,0,0,3
801011112,4,0,0,0,3
801031031,0,0,0,0,0
801031032,7,0,0,5,13
801031113,146,243,13,109,512
801031114,26,8,4,4,47
801031115,44,10,0,13,63
801041034,1530,241,31,48,1844
801041035,1696,229,61,88,2065
801041036,1601,314,69,98,2072
801041037,1228,235,76,63,1599
801041038,1146,140,31,50,1367
801041039,1599,449,168,106,2318
801041040,1473,434,164,147,2220
801041043,78,19,0,8,102
801041044,1955,429,148,92,2629
801041045,0,0,0,0,0
801041046,2794,843,120,167,3926
801041047,1852,286,35,77,2249
801041048,1472,418,70,85,2041
801041116,0,0,0,0,0
801041117,0,0,0,0,0
801041118,176,40,13,5,234
801041119,3,0,0,0,3
801041120,23,0,0,4,26
801041121,0,0,0,0,0
801041122,0,0,0,0,0
801051049,0,0,0,0,0
801051050,1206,625,145,99,2080
801051051,976,1042,415,336,2767
801051053,519,453,145,272,1395
801051054,470,286,119,69,937
801051055,872,344,142,70,1422
801051056,793,301,48,36,1176
801051057,1146,801,221,200,2367
801051058,1258,565,251,126,2208
801051060,825,693,288,241,2050
801051061,1461,651,177,120,2415
801051123,0,0,0,0,0
801051124,754,361,85,68,1264
801051125,132,0,0,8,147
801051126,0,0,0,0,0
801051127,326,341,72,120,861
801051128,0,0,0,0,0
801061062,767,297,25,49,1147
801061063,414,172,32,72,693
801061064,1055,737,110,141,2034
801061066,0,0,0,0,0
801061067,1445,675,88,177,2383
801061068,0,0,0,9,9
801061069,759,240,31,94,1124
801061070,821,280,26,74,1198
801061129,342,300,44,81,767
801061130,3,3,0,3,6
801061131,1016,914,239,245,2407
801071071,1344,305,29,58,1743
801071072,1032,331,45,29,1446
801071073,1538,356,37,83,2013
801071074,1390,346,46,67,1856
801071075,1359,289,23,80,1752
801071076,851,145,11,19,1029
801071077,737,157,19,37,949
801071078,2088,559,56,90,2788
801071079,872,167,12,39,1086
801071080,503,318,46,57,921
801071081,1171,341,31,88,1634
801071082,4059,1204,139,246,5652
801071083,409,53,3,15,488
801071084,1454,499,45,79,2073
801071085,0,0,0,0,0
801071086,469,117,11,15,613
801071087,827,202,31,33,1098
801071088,1030,247,21,39,1341
801071089,3,3,0,4,11
801071090,2080,597,69,99,2848
801071132,0,0,0,0,0
801081091,760,141,7,26,938
801081092,860,255,23,41,1180
801081093,765,323,24,50,1168
801081094,736,262,16,30,1049
801081095,854,319,31,67,1269
801081096,553,165,19,41,771
801081097,691,311,29,39,1072
801081098,924,323,32,61,1335
801081133,0,0,0,0,0
801091099,644,296,41,44,1025
801091100,1380,453,56,83,1969
801091101,901,224,14,30,1170
801091102,831,294,41,56,1224
801091103,724,286,24,80,1115
801091104,679,188,7,20,897
801091105,741,471,55,139,1408
801091106,847,411,49,53,1365
801091107,259,42,0,25,327
801091108,660,303,27,55,1043
801091109,674,640,91,161,1571
801091110,589,178,24,23,819
801101134,0,0,0,0,0
801101135,477,127,17,44,662
801101136,0,0,0,0,0
801101137,0,0,0,0,0
801101138,0,0,0,0,3
801101139,712,301,78,112,1204
801111140,125,17,3,20,170
801111141,12,3,0,0,15
897979799,0,0,0,0,0
899999499,0,0,0,0,0
901011001,301,95,10,80,478
901021002,122,7,0,19,147
901031003,71,19,0,18,102
901041004,488,244,8,81,825
997979799,0,0,0,0,0
999999499,0,0,0,0,0
