SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
319041518,0,0,7,1214,2224,556,569,236,139,4944,1030,2161,608,487,273,136,4703,175,89,23,3,0,0,296,130,106,26,9,3,0,280,302,192,48,17,9,0,569,39,34,9,4,0,0,79,3,0,0,0,0,0,4,24,29,3,0,0,0,61,0,0,0,0,0,0,0,62,66,7,4,0,0,143,23,13,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,4,27,14,4,3,0,4,46,9,15,0,3,0,0,28,1434,2456,670,507,285,140,5492
319041519,0,0,0,463,986,292,268,103,59,2168,462,922,277,236,101,56,2051,40,15,3,3,0,0,60,7,4,3,0,0,0,19,50,23,3,8,0,0,76,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,28,12,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,14,0,0,0,0,47,0,0,0,0,0,0,0,539,965,282,238,102,58,2182
319041520,0,0,0,1816,2348,769,597,260,134,5919,933,1860,627,492,210,127,4259,318,181,25,4,7,3,531,335,162,39,18,3,0,562,650,347,62,23,10,0,1092,190,96,7,3,0,0,300,52,30,7,0,0,0,88,28,20,4,0,0,0,53,0,0,0,0,0,0,0,268,153,19,3,0,0,437,152,74,8,7,3,0,243,0,0,0,0,0,0,0,4,4,0,0,0,0,7,156,80,8,7,3,0,249,24,17,4,3,0,0,44,2027,2455,721,529,229,133,6084
319041521,0,0,3,1096,1848,617,551,214,120,4444,699,1594,570,526,217,116,3729,240,205,40,12,0,0,501,79,85,21,9,0,0,195,319,286,65,20,5,3,698,26,12,3,5,0,0,44,39,35,0,3,0,0,71,37,62,0,0,0,0,103,0,0,0,0,0,0,0,102,104,4,4,0,0,221,71,40,3,0,0,0,122,0,0,0,0,0,0,3,0,3,0,0,0,0,3,78,45,4,0,0,0,131,81,25,8,4,0,0,116,1277,2061,651,563,218,126,4891
319051522,0,0,3,765,1574,384,304,177,113,3315,763,1619,429,314,153,96,3373,30,13,0,0,0,0,44,0,3,0,0,0,0,5,26,19,0,0,0,0,45,30,16,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,15,0,0,0,0,50,74,49,0,3,3,0,127,3,10,3,7,5,0,31,0,3,0,0,3,0,5,82,69,3,8,4,0,162,8,8,0,3,3,0,16,906,1727,430,329,160,93,3650
319051523,0,0,0,274,454,159,144,78,45,1156,233,428,167,129,76,30,1063,78,17,3,6,0,0,104,0,3,0,0,0,0,5,82,20,4,5,0,0,112,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,317,450,173,133,76,31,1189
319051524,0,0,8,2120,2663,948,768,349,198,7037,1541,2399,871,703,329,190,6025,334,90,8,9,0,0,445,79,28,12,4,0,0,116,414,115,21,11,0,0,563,218,72,19,3,0,0,309,6,0,0,0,0,0,6,3,5,0,0,0,0,11,0,0,0,0,0,0,0,230,72,19,7,0,0,323,39,10,0,0,0,0,52,3,0,0,0,0,0,3,3,0,0,0,0,0,5,47,13,0,0,0,0,62,13,7,4,3,0,0,26,2247,2605,911,721,330,191,7002
319051525,0,0,0,700,1387,380,328,154,62,3007,785,1526,355,278,118,71,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,33,23,0,0,0,0,55,14,7,3,0,0,0,24,0,0,0,0,0,0,0,47,26,3,0,0,0,76,15,21,5,11,3,0,64,845,1581,368,291,121,77,3283
319051526,0,0,0,332,708,277,286,119,60,1775,317,815,282,264,116,62,1849,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,12,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,0,0,0,28,49,27,5,3,0,3,81,0,3,3,0,0,0,8,0,0,0,0,0,0,0,44,28,6,3,0,3,91,5,0,0,0,0,0,9,382,853,292,267,117,69,1977
397979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401011001,0,0,8,2426,2061,655,283,74,20,5523,105,151,53,27,12,5,353,293,241,77,37,7,0,656,393,494,214,83,23,7,1224,685,738,294,120,30,8,1882,195,81,32,19,3,0,329,304,217,86,41,12,0,654,1160,1081,298,108,15,5,2675,0,0,0,0,0,0,3,1656,1384,413,165,30,7,3663,0,0,0,0,0,0,0,11,0,0,0,0,0,11,20,18,8,3,0,0,50,23,18,7,3,0,0,55,36,17,4,7,0,0,60,2513,2305,770,326,76,23,6014
401011002,0,0,6,1021,1083,316,166,58,9,2653,184,295,110,81,30,12,703,199,110,36,15,4,0,368,285,327,92,66,18,4,790,478,443,128,77,21,4,1157,150,123,25,15,5,3,322,105,85,25,6,3,0,221,111,95,18,0,0,0,220,0,0,0,0,0,0,0,371,298,65,24,4,4,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,9,0,0,0,0,16,7,9,3,3,0,0,19,1042,1053,300,184,54,19,2667
401021003,0,0,0,360,892,389,454,181,87,2365,341,922,380,425,157,85,2304,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,7,28,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,32,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,4,0,0,4,5,8,0,4,0,0,17,8,3,4,0,0,3,21,383,940,384,431,157,88,2370
401021004,0,0,0,1150,2166,1050,1236,462,141,6202,1069,2202,982,1247,446,131,6073,57,9,3,4,0,0,73,10,9,3,3,0,0,25,72,19,7,9,0,0,95,9,3,0,0,0,0,11,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,33,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,3,10,3,0,0,4,0,16,3,3,3,5,0,0,18,1170,2235,986,1257,449,136,6236
401021005,0,0,0,325,571,201,262,119,41,1517,245,557,211,252,116,35,1410,54,25,3,3,0,0,79,0,0,0,0,0,0,0,54,25,3,3,0,0,79,9,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,10,21,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,32,0,0,0,0,3,0,3,322,588,218,262,122,30,1544
401021006,0,0,0,684,1163,491,519,234,73,3171,614,1140,471,492,228,87,3027,62,51,5,0,0,0,121,0,0,0,0,0,0,0,63,51,5,0,0,0,122,14,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,41,22,0,0,0,0,60,728,1217,480,495,226,87,3245
401021007,0,0,0,1305,1907,856,977,365,148,5557,1230,1966,987,1067,447,160,5857,237,106,27,10,5,0,378,5,0,0,3,0,0,12,244,104,27,12,5,0,387,16,17,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,3,0,0,0,39,19,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,5,0,3,0,0,23,3,0,0,3,0,0,10,1506,2093,1021,1082,449,162,6319
401021008,0,0,4,416,792,356,382,165,60,2167,438,844,353,382,142,54,2223,4,3,0,0,0,0,10,0,0,0,0,0,0,0,4,3,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,3,3,0,0,8,3,6,3,0,0,0,15,455,861,361,391,143,54,2258
401021009,0,0,0,314,537,265,291,140,34,1584,358,601,334,328,126,34,1787,14,5,5,0,0,0,30,0,0,0,0,0,0,0,14,5,5,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,612,343,326,129,34,1821
401021010,0,0,7,299,687,290,357,155,55,1838,284,634,287,361,124,52,1747,26,25,3,3,0,0,58,8,7,8,0,0,0,19,35,33,12,3,0,0,80,22,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,7,342,672,299,367,131,60,1866
401031011,0,0,0,1830,2388,1028,1143,435,129,6954,895,1658,875,1092,433,138,5099,402,328,107,65,17,3,919,72,102,50,38,10,0,266,471,428,149,106,28,3,1186,364,220,48,28,3,3,660,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,230,46,27,3,3,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,8,5,4,3,3,0,0,19,1737,2326,1084,1228,462,145,6980
401031012,0,0,0,809,1216,482,558,231,63,3357,435,901,403,578,239,80,2633,165,104,44,32,6,6,366,64,92,50,36,10,6,254,230,196,98,70,17,11,619,70,53,23,9,3,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,53,23,9,3,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,6,731,1151,521,659,256,90,3414
401031013,0,0,5,2244,2057,715,856,329,84,6280,646,1197,506,765,336,99,3535,754,386,135,86,18,4,1386,232,190,75,41,7,0,543,984,575,207,126,31,4,1928,366,144,70,43,10,0,634,81,14,3,0,0,0,101,91,52,13,10,0,0,162,0,0,0,0,0,0,0,539,211,89,56,9,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,3,0,0,0,8,2177,1981,803,946,370,100,6382
401041014,0,0,0,522,1110,586,721,274,63,3278,447,959,535,620,221,52,2829,141,129,58,52,18,3,403,0,16,9,9,0,0,44,140,147,69,64,21,3,450,21,9,11,8,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,11,8,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,619,1122,607,684,246,57,3338
401041015,0,0,0,2122,2483,1096,1110,391,156,7364,1159,1824,889,932,346,133,5280,573,397,179,156,46,14,1364,51,95,51,37,9,3,250,620,492,229,194,53,16,1611,417,175,73,37,3,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,175,73,37,3,0,713,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,7,5,6,0,0,0,3,21,2205,2502,1191,1176,410,151,7635
401041016,0,0,5,2329,2707,1335,1275,409,134,8179,1379,2106,1050,1196,376,157,6265,508,314,148,113,28,12,1130,37,60,47,52,17,11,222,546,374,194,164,47,23,1350,398,235,90,54,12,3,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,237,90,58,12,3,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,5,3,0,6,22,2330,2722,1338,1423,438,184,8435
401051017,0,0,7,1903,1594,580,358,97,15,4552,390,522,261,222,64,22,1482,433,291,105,57,3,0,882,453,461,178,94,17,3,1204,880,753,276,152,23,4,2088,374,192,53,23,7,0,646,91,42,14,0,0,0,154,30,36,7,3,0,0,78,0,0,0,0,0,0,0,497,270,75,29,4,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,0,0,13,8,5,4,3,0,0,13,8,14,7,0,0,0,26,1776,1562,623,405,95,27,4486
401051018,0,0,0,1897,1746,649,627,222,59,5210,812,1003,487,580,178,61,3124,536,336,128,62,13,4,1078,43,61,23,28,9,0,164,581,389,151,89,20,6,1239,372,210,92,28,3,0,710,11,7,6,3,0,0,24,7,5,0,0,0,0,13,0,0,0,0,0,0,0,384,225,97,28,3,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,3,6,0,0,0,0,9,8,11,0,0,3,0,19,1793,1629,734,702,208,65,5128
401051019,0,0,0,1639,1739,738,793,263,79,5240,599,1065,566,693,234,53,3209,387,271,91,43,19,0,815,146,101,37,29,12,3,321,536,374,131,71,29,4,1135,375,214,96,33,8,0,725,15,12,3,6,0,0,41,36,15,3,0,0,0,53,0,0,0,0,0,0,3,432,249,100,39,6,0,820,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,4,0,0,10,4,8,3,4,0,0,12,6,0,7,3,0,0,17,1567,1691,804,804,269,58,5194
401061020,0,0,3,821,728,354,384,138,32,2458,267,455,269,320,114,36,1452,271,146,39,28,0,0,494,52,36,11,6,3,0,111,322,185,51,35,4,0,606,170,98,58,19,7,3,357,4,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,107,58,19,7,3,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,757,750,381,376,130,39,2430
401061021,0,0,0,1467,1708,836,939,315,90,5358,789,1186,680,820,292,98,3871,277,198,71,36,14,4,608,69,84,35,36,8,3,241,345,281,112,79,22,7,844,231,154,86,57,11,4,543,8,6,0,0,0,0,12,4,0,0,0,0,0,0,0,0,3,0,0,0,8,242,161,93,52,11,4,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,8,0,0,23,4,8,0,8,0,0,20,10,4,3,3,0,0,26,1406,1641,885,959,329,110,5329
401061022,0,0,0,840,954,365,391,140,49,2740,381,674,275,355,137,59,1874,168,115,26,18,4,0,327,97,112,53,33,10,0,316,267,224,81,50,21,0,643,151,61,18,3,3,0,241,53,6,0,0,0,0,64,44,32,6,0,0,0,84,0,0,0,0,0,0,0,253,99,30,7,3,0,392,10,7,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,7,13,9,0,0,0,0,16,3,3,3,0,0,0,9,914,1009,385,418,155,58,2938
401071023,0,0,6,2131,2364,1011,987,330,102,6927,759,1387,721,907,322,84,4178,257,270,92,42,3,4,670,54,59,26,9,3,0,149,312,329,117,50,10,8,819,847,542,182,80,15,0,1665,49,53,23,9,0,0,142,14,20,12,8,0,0,47,0,0,0,0,0,0,0,911,616,211,102,21,0,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,13,4,7,0,0,0,0,12,6,3,0,3,0,0,14,1984,2343,1054,1064,347,86,6879
401071024,0,0,7,2495,2514,1084,1158,373,89,7710,853,1455,781,1001,373,78,4538,605,466,125,77,14,4,1281,257,222,85,44,9,3,612,856,689,208,117,18,3,1893,592,363,105,53,13,0,1129,82,25,7,8,0,0,119,91,67,9,0,0,0,163,0,0,0,0,0,0,0,762,454,115,55,13,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,15,2481,2606,1106,1175,413,84,7863
402011025,0,0,6,564,1031,513,644,233,98,3080,512,959,521,609,255,106,2954,110,55,24,4,3,0,199,0,4,0,0,0,0,4,110,57,27,4,3,0,204,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,7,3,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,3,0,3,0,0,14,4,3,0,5,0,0,11,639,1031,541,618,261,109,3200
402011026,0,0,3,1945,2468,1104,963,342,141,6959,1438,2350,1051,963,378,175,6366,627,294,80,41,16,7,1072,25,17,16,0,5,0,60,659,309,98,37,21,7,1134,93,18,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,18,0,0,0,0,113,30,15,0,0,3,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,3,32,12,0,0,3,0,49,11,7,0,3,0,0,19,2230,2703,1156,1010,408,183,7682
402011027,0,0,0,294,575,315,372,146,75,1763,309,595,300,360,167,84,1816,11,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,7,3,0,0,0,0,10,9,0,3,0,0,0,12,334,600,305,358,171,84,1855
402021028,0,0,0,887,1834,1039,1069,438,218,5488,1043,2011,1124,1113,425,278,5988,30,18,6,0,0,0,58,40,40,11,9,5,0,110,69,58,15,11,5,0,165,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,2064,1145,1130,433,278,6170
402021029,0,0,0,1250,1749,951,758,398,289,5402,947,1526,890,755,383,327,4831,327,224,121,79,37,29,812,42,42,25,12,4,4,132,373,263,152,86,40,36,947,108,14,3,3,3,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14,3,3,3,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,10,1426,1808,1042,847,429,365,5923
402021030,0,0,0,1684,1303,571,349,194,126,4226,603,621,282,241,143,140,2031,802,446,186,107,69,50,1660,60,16,12,3,3,0,99,862,465,197,111,68,50,1756,189,38,13,4,0,0,250,39,14,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,52,21,3,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1692,1138,503,364,211,191,4103
402021031,0,0,0,1314,1545,779,603,259,162,4660,881,1319,653,605,246,158,3864,447,201,84,49,15,18,820,44,11,0,0,0,0,58,497,216,86,49,20,18,879,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,5,0,19,1393,1537,741,656,268,173,4780
402021032,0,0,3,339,837,491,494,258,125,2544,537,1087,686,716,339,185,3554,43,72,23,9,10,0,164,52,66,31,19,5,0,176,95,138,56,31,15,3,341,20,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,3,3,0,19,654,1240,749,757,361,190,3942
402021033,0,0,0,98,290,134,171,75,27,801,100,306,139,157,67,28,802,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,100,311,142,161,72,28,814
402021034,0,0,0,1521,1625,760,524,242,172,4850,839,1087,521,419,192,159,3218,691,388,144,95,35,31,1375,22,21,9,4,0,3,65,715,415,153,99,35,33,1437,61,5,0,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,8,5,4,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1612,1507,682,526,227,186,4735
402021035,0,0,0,353,505,185,184,108,54,1391,348,500,215,194,110,61,1428,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,0,4,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,71,19,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,19,0,0,0,0,92,10,3,0,4,0,0,18,437,524,214,197,109,66,1548
402031036,0,0,0,2850,2473,1295,1071,445,316,8456,1538,1750,994,935,378,305,5902,766,479,251,198,75,63,1834,53,39,23,32,6,3,155,824,511,276,230,86,64,1990,243,164,104,52,16,5,583,23,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,167,104,52,16,6,608,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,3,4,3,0,5,14,5,3,4,3,0,5,18,12,7,5,7,3,4,38,2648,2451,1377,1228,477,386,8565
402031037,0,0,0,1858,2683,1270,1098,415,222,7546,1482,2314,1221,1180,442,208,6849,318,243,101,74,23,4,765,213,316,159,112,35,20,846,527,561,264,182,56,22,1611,195,77,26,12,4,3,312,0,0,0,0,0,0,0,15,20,3,0,0,0,43,0,0,0,0,0,0,0,210,103,29,11,4,3,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,28,2219,2989,1517,1380,496,237,8845
