SA2_MAINCODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
507011154,10,8,0,0,0,0,6,91,16,8,10,12,5,3,0,0,0,0,0,11,57,196,102,311,408,148,126,32,4,3,7,13,55,1403,3,0,3,0,4,5,0,0,0,0,0,4,19,4,5,4,0,0,3,0,4,0,0,0,0,27,23,24,26,3,4,0,6,3,0,0,0,4,95,29,42,24,14,3,11,9,3,0,0,0,9,147,7,8,28,19,14,24,32,22,0,0,0,0,148,3,5,16,6,10,6,10,7,0,0,0,4,69,7,3,16,13,11,20,32,22,0,0,5,6,132,0,3,12,16,6,24,43,19,3,0,0,8,133,4,3,4,3,7,41,55,20,0,0,0,0,139,3,0,3,3,5,20,33,27,0,0,0,4,101,0,0,3,3,8,22,38,45,9,0,0,4,134,3,0,0,0,3,5,28,30,3,3,0,3,76,0,0,0,3,3,5,6,30,5,0
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
507011159,13,9,4,0,0,0,0,60,4,3,0,8,0,0,0,0,0,0,0,4,23,61,42,66,195,140,157,39,7,0,0,8,34,748,4,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,3,0,0,3,3,8,0,0,0,0,30,5,7,9,3,3,6,3,3,0,0,0,0,43,0,4,8,3,3,3,11,22,0,0,0,0,57,3,0,10,3,0,3,5,11,0,0,0,3,40,3,0,4,6,3,3,14,26,4,0,0,4,72,3,0,8,0,0,7,19,22,0,0,3,0,61,0,0,4,8,3,6,20,32,0,0,0,0,73,0,0,0,3,0,4,21,30,5,0,0,0,63,0,0,0,6,5,8,31,63,3,0,0,0,121,4,0,0,0,0,10,26,35,5,0,0,5,78,0,0,0,0,0,0,3,35,3,0
507011160,6,0,0,0,0,3,5,75,3,0,3,10,3,0,0,0,0,0,0,3,27,64,28,162,280,126,109,30,3,3,3,5,24,835,3,0,0,0,3,0,0,4,3,0,0,0,16,3,0,3,0,0,0,0,0,0,0,0,3,12,9,4,7,7,0,3,5,4,0,0,0,0,38,13,14,3,9,9,11,10,3,0,0,0,0,72,3,3,7,16,9,13,18,11,0,0,0,0,79,0,0,6,3,5,5,3,0,0,0,0,0,25,4,0,7,8,4,21,32,10,0,0,3,3,99,3,0,7,10,9,11,22,18,0,0,0,0,85,0,0,0,3,6,10,35,33,4,0,0,0,92,3,0,0,7,3,10,23,22,0,0,0,0,66,6,0,0,4,5,17,36,44,3,0,0,4,118,0,0,0,3,3,8,27,39,0,0,0,3,87,0,0,0,0,0,5,14,25,3,0
507011161,10,13,0,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,0,4,12,4,12,22,48,95,87,6,0,0,0,9,294,3,0,0,0,0,0,0,7,3,0,4,0,8,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,6,0,4,5,0,0,0,0,16,0,0,3,4,3,3,10,16,4,0,0,0,47,0,0,3,0,3,0,3,4,7,0,0,0,22,3,0,0,0,0,0,3,32,8,0,0,0,48,4,0,0,3,0,3,13,30,4,0,0,0,54,0,0,0,4,0,3,11,38,4,0,0,3,66,3,0,0,0,0,0,14,43,4,0,0,0,61,3,0,0,0,0,0,12,64,18,0,0,0,98,0,0,0,0,0,0,7,73,15,0,3,0,97,0,0,0,0,0,0,7,57,16,0
507011163,11,0,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,0,0,0,11,62,28,44,131,74,77,10,6,0,3,4,6,446,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,0,3,0,0,0,0,12,4,3,6,3,0,0,3,3,0,0,0,4,27,10,19,8,0,0,0,3,0,0,0,0,0,38,0,4,3,7,0,4,7,6,0,0,0,0,40,0,0,5,5,0,0,3,3,0,0,0,0,23,0,3,3,3,3,8,11,13,0,0,0,0,42,3,0,0,3,3,10,11,15,0,0,0,3,49,0,0,0,3,5,3,13,19,3,0,0,0,51,3,0,0,0,3,0,10,28,0,0,0,0,49,0,0,0,0,0,5,27,30,3,0,0,0,65,0,0,0,0,0,3,10,18,0,0,0,0,41,3,0,0,0,0,3,7,15,3,0
507011259,13,4,0,0,0,0,0,53,3,0,0,3,4,0,0,0,0,0,0,0,11,47,15,61,61,38,87,22,3,0,0,3,17,357,3,0,0,4,0,0,0,3,0,0,0,0,8,3,4,3,0,0,0,0,0,0,0,0,0,14,9,4,3,0,5,0,0,3,0,0,0,3,27,3,5,3,3,0,0,4,0,0,0,0,0,28,0,3,3,5,0,0,4,9,0,0,0,3,24,0,0,4,4,0,0,0,3,0,0,0,0,15,0,0,4,3,5,0,3,12,0,0,0,0,23,0,0,3,4,6,0,3,19,10,0,0,0,43,0,0,0,0,0,7,4,16,3,0,0,3,33,0,0,0,0,0,0,0,15,4,0,0,0,20,3,0,3,5,0,0,4,22,13,0,0,0,55,0,0,0,0,0,3,0,23,4,0,0,0,35,0,0,0,0,0,0,4,7,9,0
507011260,5,5,3,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,3,7,3,3,6,6,26,26,4,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,6,4,4
507021164,17,11,3,8,3,0,0,59,0,0,3,0,0,0,3,0,0,0,0,3,12,55,23,90,121,65,105,81,40,20,8,11,13,625,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,3,3,3,3,0,0,0,3,21,3,16,3,3,0,0,4,0,3,0,0,3,39,3,0,3,7,0,3,5,5,0,0,0,0,33,3,3,4,0,0,0,0,3,0,0,0,0,12,7,0,4,3,5,0,5,4,0,0,0,0,38,3,4,0,0,0,3,12,9,3,4,0,0,41,3,0,0,5,0,8,17,12,3,0,0,0,46,0,0,0,0,0,7,9,15,12,0,0,0,44,0,0,0,3,3,11,14,24,3,0,10,0,63,3,0,0,0,0,6,8,20,14,3,5,0,59,3,0,0,0,0,0,3,16,16,9
507021165,32,27,16,3,0,7,9,162,21,3,15,14,4,5,3,3,0,0,7,17,92,404,103,291,378,198,311,255,119,49,16,57,93,2275,7,0,0,0,0,3,6,4,0,0,3,4,28,18,10,3,3,0,3,0,0,3,0,0,0,46,55,46,27,4,4,4,3,3,0,0,4,8,165,46,110,29,8,4,12,10,4,0,0,0,11,240,14,23,18,21,11,17,25,12,10,3,0,8,156,3,6,18,7,7,8,5,6,0,0,0,3,67,8,10,21,15,13,29,30,22,11,3,0,12,172,3,3,3,11,5,27,39,32,14,0,0,0,153,9,0,6,12,13,13,45,36,22,5,3,4,173,6,3,0,4,3,8,30,43,16,10,4,7,133,12,0,8,3,9,27,48,71,36,15,9,9,254,6,0,0,3,9,6,23,52,32,9,10,3,154,13,0,0,0,3,11,26,61,52,28
507021166,28,24,6,0,0,3,8,128,14,3,4,4,4,3,3,0,0,0,3,7,36,285,96,180,270,191,211,134,48,8,5,19,56,1514,6,0,4,0,0,4,3,0,0,0,4,0,26,7,7,5,0,0,0,0,3,0,0,0,8,38,30,39,20,7,0,3,9,8,0,0,0,10,126,40,76,28,12,3,6,3,10,0,0,0,10,190,3,15,29,15,7,6,23,14,3,0,0,3,121,0,3,15,8,3,6,3,3,0,0,0,3,49,7,9,14,14,11,13,23,23,9,0,0,6,126,0,0,9,14,9,7,23,28,8,0,0,3,113,3,0,0,7,13,14,29,27,12,3,0,8,118,3,0,3,6,3,7,31,26,4,0,7,5,101,4,0,5,5,4,12,41,43,13,6,5,3,143,3,0,0,4,7,3,12,39,12,3,0,3,87,3,0,0,0,0,3,13,23,23,11
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,75,10,0,0,0,0,4,142,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,4,6,3,0,4,3,0,0,0,0,0,0,0,0,14,4,0,14,3,3,0,5,3,0,0,0,0,29,0,0,7,8,0,0,5,6,0,0,0,0,36,0,3,5,3,0,0,4,6,0,0,0,0,27,0,0,4,3,4,0,18,16,0,0,0,0,47,0,0,3,0,5,3,14,21,0,0,0,0,49,0,0,0,0,0,0,29,22,4,0,0,0,59,0,0,3,0,0,0,15,21,0,0,0,0,47,0,0,0,0,3,0,17,57,0,0,0,0,81,0,0,0,0,0,3,9,43,3,0,0,4,57,0,0,0,3,0,0,9,31,0,0
507031170,0,0,0,0,0,0,0,36,3,6,9,3,0,0,0,0,0,0,0,3,28,90,91,241,237,30,3,0,0,0,3,3,25,723,0,0,0,5,0,5,0,0,0,0,0,3,8,3,0,0,6,0,3,3,0,0,0,0,0,16,3,8,10,5,6,5,0,0,0,0,0,4,45,12,24,23,10,6,13,8,0,0,0,0,7,109,3,8,15,9,5,27,12,3,3,0,0,3,84,0,0,10,13,9,8,10,0,0,0,0,3,57,3,7,5,15,16,25,17,0,0,0,0,0,83,3,0,9,12,20,24,23,3,0,0,0,4,99,0,0,8,0,10,33,25,4,0,0,0,3,86,0,0,0,3,6,18,24,0,0,0,0,0,53,0,0,0,3,3,21,19,5,0,0,0,0,58,0,0,0,0,4,8,13,5,0,0,0,3,39,0,0,0,3,3,3,13,5,0,0
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,5,0,0,0,0,0,7,58,8,6,13,8,0,0,0,0,0,0,0,5,43,140,47,312,370,78,36,0,0,0,0,6,32,1020,0,0,0,0,0,9,8,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,4,11,17,14,9,3,7,13,5,0,0,0,0,3,64,17,38,16,9,10,17,18,0,0,0,0,0,126,0,12,16,4,12,39,25,7,0,0,0,3,114,5,0,24,6,3,14,5,3,0,0,0,4,61,0,5,6,10,20,50,37,4,0,0,0,9,141,0,0,8,9,14,40,28,6,0,0,0,3,108,6,0,5,8,19,39,43,3,0,0,0,0,129,0,0,0,4,11,26,30,8,0,0,0,0,86,0,0,3,0,9,42,47,9,0,0,0,3,114,0,0,0,0,3,21,16,8,0,0,0,0,51,0,0,0,0,3,6,7,8,0,0
507031261,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,8,7,7,7,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,3,0,11,0,0,0,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,15,3,0,0,0,0,0,0,0,4,3,0,0,14,0,0,0,0,0,0,0,3,5,3
507041175,12,15,10,0,8,9,3,74,3,0,0,3,3,4,4,5,0,0,3,0,28,54,8,82,167,105,148,145,93,39,24,40,10,917,0,0,0,3,0,0,0,0,7,3,4,0,22,5,0,0,3,0,0,3,3,0,0,0,0,18,3,0,0,3,0,5,0,3,3,0,0,0,23,5,0,0,3,3,0,3,3,0,0,0,3,21,8,0,0,3,3,0,10,9,4,0,0,0,42,3,0,0,0,0,0,3,0,3,0,0,0,13,9,0,0,0,0,7,15,11,3,0,0,3,51,0,0,0,0,3,6,12,16,7,4,4,0,58,3,0,0,3,0,8,20,20,3,3,3,0,62,3,0,3,3,0,6,14,30,3,0,3,0,65,11,0,0,0,4,3,22,37,12,5,10,0,117,3,0,0,0,3,3,16,33,7,8,9,0,85,5,0,0,4,0,4,14,36,39,25
507041176,4,9,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,9,47,31,49,32,9,0,0,0,11,202,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,3,0,0,0,0,0,0,17,3,0,0,0,3,0,8,3,3,0,0,0,22,0,0,0,0,3,0,5,7,0,0,0,0,14,0,0,0,0,0,0,3,3,4,0,0,0,13,0,0,0,0,0,0,7,15,11,0,0,0,32,0,0,0,0,0,0,5,10,7,0,0,0,21,0,0,0,0,0,3,5,8,12,0
507041177,18,16,5,4,0,0,3,107,7,3,3,7,4,0,3,0,0,0,0,8,38,165,53,191,383,250,228,119,35,14,7,23,40,1515,0,0,0,0,0,4,3,5,3,0,0,4,24,3,4,0,0,0,3,5,4,0,0,0,0,24,19,16,8,4,5,10,5,0,0,0,0,4,71,35,26,15,10,3,3,10,3,0,0,0,0,110,6,15,18,7,9,18,27,16,7,0,0,3,125,3,3,16,6,0,3,11,7,0,0,0,0,48,3,3,10,13,15,16,44,26,3,0,0,0,126,5,0,3,11,9,19,35,32,7,0,3,0,130,5,0,9,7,9,16,38,40,5,0,3,0,128,6,0,0,4,4,12,47,39,3,7,0,5,131,7,0,0,6,8,7,55,63,10,3,3,0,164,3,0,0,3,4,10,38,50,4,3,3,0,121,3,0,0,0,0,3,19,56,25,7
507041178,31,19,14,3,0,3,6,118,4,0,3,4,0,3,4,0,0,0,0,6,25,120,30,97,286,162,194,175,72,21,10,17,37,1221,0,0,0,0,0,0,3,10,0,0,4,3,26,3,0,0,0,0,0,3,3,0,0,0,0,9,13,11,7,3,0,3,3,0,0,0,0,3,46,13,14,7,0,5,0,9,8,4,0,3,3,65,10,0,8,7,0,7,15,9,0,0,3,4,61,0,3,9,0,0,0,4,0,3,0,3,0,34,5,0,3,3,5,6,20,29,4,0,0,0,84,3,3,6,7,9,4,31,29,4,0,0,0,101,5,0,3,5,3,11,31,36,9,3,0,8,116,3,0,0,0,3,9,22,41,15,3,0,0,95,12,0,0,0,0,13,35,51,17,7,4,5,149,6,0,0,0,0,3,23,39,13,3,9,0,105,0,0,0,3,0,0,18,40,29,19
507041179,19,12,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,8,67,14,22,67,55,113,77,12,6,0,3,11,452,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,4,0,0,0,0,0,16,3,19,0,0,0,0,3,3,0,0,0,0,35,3,3,5,0,3,0,0,4,0,0,0,3,24,0,0,0,0,0,0,7,4,0,0,0,0,15,3,0,5,0,0,0,5,8,0,3,0,0,22,3,0,0,0,0,3,0,9,3,0,0,0,29,3,0,0,0,0,3,11,17,0,0,0,0,44,3,0,3,0,4,0,3,19,3,0,0,0,39,6,0,0,0,3,0,8,28,11,0,0,3,59,0,0,0,0,0,0,12,21,7,0,0,0,43,3,0,0,0,0,0,5,26,22,0
507041180,12,7,4,0,0,0,0,38,0,0,0,3,0,0,3,0,0,0,0,6,12,26,10,12,47,60,107,92,22,5,3,0,14,401,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,4,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,4,8,17,3,0,0,3,36,3,0,0,0,0,3,7,13,4,0,0,0,32,4,0,0,0,0,0,4,15,3,0,0,0,33,0,0,0,0,0,4,3,21,3,0,0,3,34,0,0,0,0,4,3,17,35,24,3,0,0,85,0,0,0,0,0,3,5,18,15,4,3,0,48,0,0,0,0,0,0,4,21,18,8
507041181,24,15,9,3,0,0,5,101,6,0,4,6,3,0,0,0,0,0,0,3,20,70,13,94,251,170,213,131,58,26,11,18,24,1084,0,0,0,0,0,4,6,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,7,7,3,0,0,0,0,30,8,3,7,4,3,0,3,8,0,0,0,3,45,3,3,5,5,4,3,25,14,3,0,0,6,71,0,0,0,0,0,0,3,3,0,3,0,0,18,8,0,8,4,13,5,22,30,4,0,3,0,86,5,0,0,0,4,7,31,29,11,0,0,5,94,5,0,3,0,3,14,31,34,3,0,0,3,95,0,0,0,3,5,7,21,25,5,6,4,4,86,10,0,0,3,5,8,30,58,23,4,9,3,152,3,0,3,6,3,4,17,36,14,5,3,0,95,8,0,0,0,12,3,12,43,28,5
507041182,20,20,10,0,0,0,3,70,0,0,3,0,0,3,4,0,0,0,0,3,11,43,8,29,122,92,157,121,45,12,3,7,27,669,0,0,0,16,0,0,8,12,4,5,3,5,55,3,0,3,4,0,0,0,3,0,0,3,0,17,0,3,3,10,0,3,3,3,0,0,3,3,36,5,0,5,10,3,0,0,4,0,0,0,3,35,3,7,3,7,0,4,6,11,3,0,0,3,49,0,0,0,4,0,0,9,3,0,0,8,3,30,3,0,3,6,3,7,16,21,3,0,3,3,65,0,4,3,4,6,0,10,25,8,0,6,3,71,0,0,3,8,4,4,14,27,12,3,3,0,87,0,0,0,0,3,9,13,19,8,3,4,6,66,0,0,0,4,0,5,16,39,16,8,3,0,94,3,0,0,0,0,4,11,27,19,5,0,3,86,0,0,0,0,0,0,5,25,16,5
507041183,3,3,0,0,0,0,3,52,7,0,5,5,0,0,0,0,0,0,0,13,35,187,101,118,133,81,50,10,3,0,0,9,34,730,0,0,0,0,0,0,3,3,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,15,19,31,5,0,0,0,0,0,0,0,0,3,69,38,51,23,12,0,0,6,0,0,0,0,6,138,4,11,20,3,0,8,6,5,0,3,0,3,61,4,3,24,8,3,0,3,3,0,0,0,3,46,3,5,10,15,3,0,11,5,0,0,0,3,54,0,3,11,14,4,8,11,6,0,0,0,0,63,3,0,0,8,0,0,10,16,0,0,0,0,40,0,0,3,0,3,4,10,7,3,0,0,0,38,0,0,0,0,0,3,13,17,3,0,0,0,45,0,0,0,0,0,0,13,13,3,0,0,0,30,0,0,0,3,0,0,3,5,4,0
