SA4_NAME16	Year	LabourForceStatus	Sex	adults
Sydney - Parramatta	2006	Not in the labour force	F	63051
Sydney - Parramatta	2006	Not in the labour force	M	41355
Sydney - Parramatta	2006	Unemployed (looking for work)	F	4880
Sydney - Parramatta	2006	Unemployed (looking for work)	M	6408
Sydney - Parramatta	2011		F	9563
Sydney - Parramatta	2011		M	10639
Sydney - Parramatta	2011	Employed (away from work)	F	4899
Sydney - Parramatta	2011	Employed (away from work)	M	5460
Sydney - Parramatta	2011	Employed (full-time)	F	41206
Sydney - Parramatta	2011	Employed (full-time)	M	69744
Sydney - Parramatta	2011	Employed (part-time)	F	26911
Sydney - Parramatta	2011	Employed (part-time)	M	18826
Sydney - Parramatta	2011	Not in the labour force	F	69655
Sydney - Parramatta	2011	Not in the labour force	M	46299
Sydney - Parramatta	2011	Unemployed (looking for work)	F	6182
Sydney - Parramatta	2011	Unemployed (looking for work)	M	6992
Sydney - Parramatta	2016		F	10761
Sydney - Parramatta	2016		M	11384
Sydney - Parramatta	2016	Employed (away from work)	F	4710
Sydney - Parramatta	2016	Employed (away from work)	M	5114
Sydney - Parramatta	2016	Employed (full-time)	F	46019
Sydney - Parramatta	2016	Employed (full-time)	M	79065
Sydney - Parramatta	2016	Employed (part-time)	F	32268
Sydney - Parramatta	2016	Employed (part-time)	M	24271
Sydney - Parramatta	2016	Not in the labour force	F	75936
Sydney - Parramatta	2016	Not in the labour force	M	53046
Sydney - Parramatta	2016	Unemployed (looking for work)	F	7948
Sydney - Parramatta	2016	Unemployed (looking for work)	M	9396
Sydney - Ryde	2006		F	3765
Sydney - Ryde	2006		M	3775
Sydney - Ryde	2006	Employed (away from work)	F	2191
Sydney - Ryde	2006	Employed (away from work)	M	1998
Sydney - Ryde	2006	Employed (full-time)	F	18912
Sydney - Ryde	2006	Employed (full-time)	M	29990
Sydney - Ryde	2006	Employed (part-time)	F	14412
Sydney - Ryde	2006	Employed (part-time)	M	6994
Sydney - Ryde	2006	Not in the labour force	F	26067
Sydney - Ryde	2006	Not in the labour force	M	16585
Sydney - Ryde	2006	Unemployed (looking for work)	F	1539
Sydney - Ryde	2006	Unemployed (looking for work)	M	1798
Sydney - Ryde	2011		F	2746
Sydney - Ryde	2011		M	2712
Sydney - Ryde	2011	Employed (away from work)	F	2152
Sydney - Ryde	2011	Employed (away from work)	M	1794
Sydney - Ryde	2011	Employed (full-time)	F	20208
Sydney - Ryde	2011	Employed (full-time)	M	31816
Sydney - Ryde	2011	Employed (part-time)	F	15287
Sydney - Ryde	2011	Employed (part-time)	M	7961
Sydney - Ryde	2011	Not in the labour force	F	27612
Sydney - Ryde	2011	Not in the labour force	M	18092
Sydney - Ryde	2011	Unemployed (looking for work)	F	2237
Sydney - Ryde	2011	Unemployed (looking for work)	M	2355
Sydney - Ryde	2016		F	3306
Sydney - Ryde	2016		M	3082
Sydney - Ryde	2016	Employed (away from work)	F	2223
Sydney - Ryde	2016	Employed (away from work)	M	1714
Sydney - Ryde	2016	Employed (full-time)	F	23004
Sydney - Ryde	2016	Employed (full-time)	M	34840
Sydney - Ryde	2016	Employed (part-time)	F	17238
Sydney - Ryde	2016	Employed (part-time)	M	9570
Sydney - Ryde	2016	Not in the labour force	F	29795
Sydney - Ryde	2016	Not in the labour force	M	20711
Sydney - Ryde	2016	Unemployed (looking for work)	F	2738
Sydney - Ryde	2016	Unemployed (looking for work)	M	2997
Sydney - South West	2006		F	9153
Sydney - South West	2006		M	9222
Sydney - South West	2006	Employed (away from work)	F	4252
Sydney - South West	2006	Employed (away from work)	M	5587
Sydney - South West	2006	Employed (full-time)	F	32104
Sydney - South West	2006	Employed (full-time)	M	58063
Sydney - South West	2006	Employed (part-time)	F	20233
Sydney - South West	2006	Employed (part-time)	M	11773
Sydney - South West	2006	Not in the labour force	F	60845
Sydney - South West	2006	Not in the labour force	M	35592
Sydney - South West	2006	Unemployed (looking for work)	F	5738
Sydney - South West	2006	Unemployed (looking for work)	M	6743
Sydney - South West	2011		F	8240
Sydney - South West	2011		M	8407
Sydney - South West	2011	Employed (away from work)	F	4574
Sydney - South West	2011	Employed (away from work)	M	5376
Sydney - South West	2011	Employed (full-time)	F	33954
Sydney - South West	2011	Employed (full-time)	M	60656
Sydney - South West	2011	Employed (part-time)	F	23675
Sydney - South West	2011	Employed (part-time)	M	13580
Sydney - South West	2011	Not in the labour force	F	67582
Sydney - South West	2011	Not in the labour force	M	42933
Sydney - South West	2011	Unemployed (looking for work)	F	5756
Sydney - South West	2011	Unemployed (looking for work)	M	6787
Sydney - South West	2016		F	9495
Sydney - South West	2016		M	9600
Sydney - South West	2016	Employed (away from work)	F	4293
Sydney - South West	2016	Employed (away from work)	M	4604
Sydney - South West	2016	Employed (full-time)	F	38418
Sydney - South West	2016	Employed (full-time)	M	65999
Sydney - South West	2016	Employed (part-time)	F	28995
Sydney - South West	2016	Employed (part-time)	M	17910
Sydney - South West	2016	Not in the labour force	F	75537
Sydney - South West	2016	Not in the labour force	M	50770
Sydney - South West	2016	Unemployed (looking for work)	F	7006
Sydney - South West	2016	Unemployed (looking for work)	M	7944
Sydney - Sutherland	2006		F	4042
Sydney - Sutherland	2006		M	4095
Sydney - Sutherland	2006	Employed (away from work)	F	3246
Sydney - Sutherland	2006	Employed (away from work)	M	3336
Sydney - Sutherland	2006	Employed (full-time)	F	24233
Sydney - Sutherland	2006	Employed (full-time)	M	44828
Sydney - Sutherland	2006	Employed (part-time)	F	22836
Sydney - Sutherland	2006	Employed (part-time)	M	8729
Sydney - Sutherland	2006	Not in the labour force	F	28994
Sydney - Sutherland	2006	Not in the labour force	M	17568
Sydney - Sutherland	2006	Unemployed (looking for work)	F	1475
Sydney - Sutherland	2006	Unemployed (looking for work)	M	1729
Sydney - Sutherland	2011		F	3173
Sydney - Sutherland	2011		M	3347
Sydney - Sutherland	2011	Employed (away from work)	F	3390
Sydney - Sutherland	2011	Employed (away from work)	M	2850
Sydney - Sutherland	2011	Employed (full-time)	F	24988
Sydney - Sutherland	2011	Employed (full-time)	M	45151
Sydney - Sutherland	2011	Employed (part-time)	F	24339
Sydney - Sutherland	2011	Employed (part-time)	M	9399
Sydney - Sutherland	2011	Not in the labour force	F	30078
Sydney - Sutherland	2011	Not in the labour force	M	19265
Sydney - Sutherland	2011	Unemployed (looking for work)	F	1909
Sydney - Sutherland	2011	Unemployed (looking for work)	M	2129
Sydney - Sutherland	2016		F	3600
Sydney - Sutherland	2016		M	3460
Sydney - Sutherland	2016	Employed (away from work)	F	2970
Sydney - Sutherland	2016	Employed (away from work)	M	2277
Sydney - Sutherland	2016	Employed (full-time)	F	26084
Sydney - Sutherland	2016	Employed (full-time)	M	45400
Sydney - Sutherland	2016	Employed (part-time)	F	25489
Sydney - Sutherland	2016	Employed (part-time)	M	10209
Sydney - Sutherland	2016	Not in the labour force	F	31124
Sydney - Sutherland	2016	Not in the labour force	M	21607
Sydney - Sutherland	2016	Unemployed (looking for work)	F	2045
Sydney - Sutherland	2016	Unemployed (looking for work)	M	2068
Migratory - Offshore - Shipping (NSW)	2006		F	2
Migratory - Offshore - Shipping (NSW)	2006		M	7
Migratory - Offshore - Shipping (NSW)	2006	Employed (away from work)	F	0
Migratory - Offshore - Shipping (NSW)	2006	Employed (away from work)	M	0
Migratory - Offshore - Shipping (NSW)	2006	Employed (full-time)	F	5
Migratory - Offshore - Shipping (NSW)	2006	Employed (full-time)	M	30
Migratory - Offshore - Shipping (NSW)	2006	Employed (part-time)	F	0
Migratory - Offshore - Shipping (NSW)	2006	Employed (part-time)	M	0
Migratory - Offshore - Shipping (NSW)	2006	Not in the labour force	F	0
Migratory - Offshore - Shipping (NSW)	2006	Not in the labour force	M	0
Migratory - Offshore - Shipping (NSW)	2006	Unemployed (looking for work)	F	0
Migratory - Offshore - Shipping (NSW)	2006	Unemployed (looking for work)	M	0
Migratory - Offshore - Shipping (NSW)	2011		F	12
Migratory - Offshore - Shipping (NSW)	2011		M	4
Migratory - Offshore - Shipping (NSW)	2011	Employed (away from work)	F	4
Migratory - Offshore - Shipping (NSW)	2011	Employed (away from work)	M	5
Migratory - Offshore - Shipping (NSW)	2011	Employed (full-time)	F	3
Migratory - Offshore - Shipping (NSW)	2011	Employed (full-time)	M	16
Migratory - Offshore - Shipping (NSW)	2011	Employed (part-time)	F	0
Migratory - Offshore - Shipping (NSW)	2011	Employed (part-time)	M	0
Migratory - Offshore - Shipping (NSW)	2011	Not in the labour force	F	36
Migratory - Offshore - Shipping (NSW)	2011	Not in the labour force	M	26
Migratory - Offshore - Shipping (NSW)	2011	Unemployed (looking for work)	F	0
Migratory - Offshore - Shipping (NSW)	2011	Unemployed (looking for work)	M	0
Migratory - Offshore - Shipping (NSW)	2016		F	38
Migratory - Offshore - Shipping (NSW)	2016		M	23
Migratory - Offshore - Shipping (NSW)	2016	Employed (away from work)	F	26
Migratory - Offshore - Shipping (NSW)	2016	Employed (away from work)	M	22
Migratory - Offshore - Shipping (NSW)	2016	Employed (full-time)	F	25
Migratory - Offshore - Shipping (NSW)	2016	Employed (full-time)	M	28
Migratory - Offshore - Shipping (NSW)	2016	Employed (part-time)	F	18
Migratory - Offshore - Shipping (NSW)	2016	Employed (part-time)	M	7
Migratory - Offshore - Shipping (NSW)	2016	Not in the labour force	F	110
Migratory - Offshore - Shipping (NSW)	2016	Not in the labour force	M	77
Migratory - Offshore - Shipping (NSW)	2016	Unemployed (looking for work)	F	3
Migratory - Offshore - Shipping (NSW)	2016	Unemployed (looking for work)	M	0
No usual address (NSW)	2006		F	360
No usual address (NSW)	2006		M	707
No usual address (NSW)	2006	Employed (away from work)	F	122
No usual address (NSW)	2006	Employed (away from work)	M	237
No usual address (NSW)	2006	Employed (full-time)	F	707
No usual address (NSW)	2006	Employed (full-time)	M	1508
No usual address (NSW)	2006	Employed (part-time)	F	455
No usual address (NSW)	2006	Employed (part-time)	M	469
No usual address (NSW)	2006	Not in the labour force	F	1803
No usual address (NSW)	2006	Not in the labour force	M	1924
No usual address (NSW)	2006	Unemployed (looking for work)	F	324
No usual address (NSW)	2006	Unemployed (looking for work)	M	601
No usual address (NSW)	2011		F	764
No usual address (NSW)	2011		M	1866
No usual address (NSW)	2011	Employed (away from work)	F	156
No usual address (NSW)	2011	Employed (away from work)	M	216
No usual address (NSW)	2011	Employed (full-time)	F	761
No usual address (NSW)	2011	Employed (full-time)	M	1523
No usual address (NSW)	2011	Employed (part-time)	F	530
No usual address (NSW)	2011	Employed (part-time)	M	471
No usual address (NSW)	2011	Not in the labour force	F	2148
No usual address (NSW)	2011	Not in the labour force	M	2239
No usual address (NSW)	2011	Unemployed (looking for work)	F	420
No usual address (NSW)	2011	Unemployed (looking for work)	M	640
No usual address (NSW)	2016		F	1067
No usual address (NSW)	2016		M	2155
No usual address (NSW)	2016	Employed (away from work)	F	116
No usual address (NSW)	2016	Employed (away from work)	M	189
No usual address (NSW)	2016	Employed (full-time)	F	653
No usual address (NSW)	2016	Employed (full-time)	M	1322
No usual address (NSW)	2016	Employed (part-time)	F	520
No usual address (NSW)	2016	Employed (part-time)	M	531
No usual address (NSW)	2016	Not in the labour force	F	1876
No usual address (NSW)	2016	Not in the labour force	M	2178
No usual address (NSW)	2016	Unemployed (looking for work)	F	358
No usual address (NSW)	2016	Unemployed (looking for work)	M	583
Ballarat	2006		F	3050
Ballarat	2006		M	2862
Ballarat	2006	Employed (away from work)	F	1813
Ballarat	2006	Employed (away from work)	M	2003
Ballarat	2006	Employed (full-time)	F	11584
Ballarat	2006	Employed (full-time)	M	23586
Ballarat	2006	Employed (part-time)	F	13508
Ballarat	2006	Employed (part-time)	M	5717
Ballarat	2006	Not in the labour force	F	24646
Ballarat	2006	Not in the labour force	M	16224
Ballarat	2006	Unemployed (looking for work)	F	1907
Ballarat	2006	Unemployed (looking for work)	M	2245
Ballarat	2011		F	2958
Ballarat	2011		M	2981
Ballarat	2011	Employed (away from work)	F	2261
Ballarat	2011	Employed (away from work)	M	1975
Ballarat	2011	Employed (full-time)	F	12586
Ballarat	2011	Employed (full-time)	M	25345
Ballarat	2011	Employed (part-time)	F	15830
Ballarat	2011	Employed (part-time)	M	6571
Ballarat	2011	Not in the labour force	F	25894
Ballarat	2011	Not in the labour force	M	18084
Ballarat	2011	Unemployed (looking for work)	F	1821
Ballarat	2011	Unemployed (looking for work)	M	2139
Ballarat	2016		F	4501
Ballarat	2016		M	4172
Ballarat	2016	Employed (away from work)	F	2323
Ballarat	2016	Employed (away from work)	M	1842
Ballarat	2016	Employed (full-time)	F	12929
Ballarat	2016	Employed (full-time)	M	25019
Ballarat	2016	Employed (part-time)	F	17470
Ballarat	2016	Employed (part-time)	M	7821
Ballarat	2016	Not in the labour force	F	27111
Ballarat	2016	Not in the labour force	M	20434
Ballarat	2016	Unemployed (looking for work)	F	2211
Ballarat	2016	Unemployed (looking for work)	M	2685
Bendigo	2006		F	2949
Bendigo	2006		M	2597
Bendigo	2006	Employed (away from work)	F	1884
Bendigo	2006	Employed (away from work)	M	1976
Bendigo	2006	Employed (full-time)	F	11434
Bendigo	2006	Employed (full-time)	M	22861
Bendigo	2006	Employed (part-time)	F	13664
Bendigo	2006	Employed (part-time)	M	5622
Bendigo	2006	Not in the labour force	F	23009
Bendigo	2006	Not in the labour force	M	15661
Bendigo	2006	Unemployed (looking for work)	F	1840
Bendigo	2006	Unemployed (looking for work)	M	2033
Bendigo	2011		F	2865
Bendigo	2011		M	2832
Bendigo	2011	Employed (away from work)	F	2206
Bendigo	2011	Employed (away from work)	M	1956
Bendigo	2011	Employed (full-time)	F	12446
Bendigo	2011	Employed (full-time)	M	24349
Bendigo	2011	Employed (part-time)	F	15499
Bendigo	2011	Employed (part-time)	M	6770
Bendigo	2011	Not in the labour force	F	24406
Bendigo	2011	Not in the labour force	M	17182
Bendigo	2011	Unemployed (looking for work)	F	1625
Bendigo	2011	Unemployed (looking for work)	M	1732
Bendigo	2016		F	4783
Bendigo	2016		M	4457
Bendigo	2016	Employed (away from work)	F	2276
Bendigo	2016	Employed (away from work)	M	1816
Bendigo	2016	Employed (full-time)	F	12921
Bendigo	2016	Employed (full-time)	M	24362
Bendigo	2016	Employed (part-time)	F	17199
Bendigo	2016	Employed (part-time)	M	7868
Bendigo	2016	Not in the labour force	F	25455
Bendigo	2016	Not in the labour force	M	19377
Bendigo	2016	Unemployed (looking for work)	F	1969
Bendigo	2016	Unemployed (looking for work)	M	2293
Geelong	2006		F	4803
Geelong	2006		M	4585
Geelong	2006	Employed (away from work)	F	3289
Geelong	2006	Employed (away from work)	M	3484
Geelong	2006	Employed (full-time)	F	19420
Geelong	2006	Employed (full-time)	M	41814
Geelong	2006	Employed (part-time)	F	24222
Geelong	2006	Employed (part-time)	M	9590
Geelong	2006	Not in the labour force	F	41834
Geelong	2006	Not in the labour force	M	26376
Geelong	2006	Unemployed (looking for work)	F	2911
Geelong	2006	Unemployed (looking for work)	M	3517
Geelong	2011		F	4482
Geelong	2011		M	4581
Geelong	2011	Employed (away from work)	F	3796
Geelong	2011	Employed (away from work)	M	3608
Geelong	2011	Employed (full-time)	F	22015
Geelong	2011	Employed (full-time)	M	45277
Geelong	2011	Employed (part-time)	F	28242
Geelong	2011	Employed (part-time)	M	11434
Geelong	2011	Not in the labour force	F	43912
Geelong	2011	Not in the labour force	M	29393
Geelong	2011	Unemployed (looking for work)	F	3019
Geelong	2011	Unemployed (looking for work)	M	3367
Geelong	2016		F	7003
Geelong	2016		M	6557
Geelong	2016	Employed (away from work)	F	4016
Geelong	2016	Employed (away from work)	M	3236
Geelong	2016	Employed (full-time)	F	24134
Geelong	2016	Employed (full-time)	M	46911
Geelong	2016	Employed (part-time)	F	32555
Geelong	2016	Employed (part-time)	M	14171
Geelong	2016	Not in the labour force	F	46601
Geelong	2016	Not in the labour force	M	34029
Geelong	2016	Unemployed (looking for work)	F	3661
Geelong	2016	Unemployed (looking for work)	M	4252
Hume	2006		F	3010
Hume	2006		M	2954
Hume	2006	Employed (away from work)	F	2337
Hume	2006	Employed (away from work)	M	2590
Hume	2006	Employed (full-time)	F	13913
Hume	2006	Employed (full-time)	M	29383
Hume	2006	Employed (part-time)	F	15741
Hume	2006	Employed (part-time)	M	6236
Hume	2006	Not in the labour force	F	25288
Hume	2006	Not in the labour force	M	16768
Hume	2006	Unemployed (looking for work)	F	1690
Hume	2006	Unemployed (looking for work)	M	1801
Hume	2011		F	2833
Hume	2011		M	2986
Hume	2011	Employed (away from work)	F	2556
Hume	2011	Employed (away from work)	M	2542
Hume	2011	Employed (full-time)	F	14493
Hume	2011	Employed (full-time)	M	29594
Hume	2011	Employed (part-time)	F	17130
Hume	2011	Employed (part-time)	M	7354
Hume	2011	Not in the labour force	F	26893
Hume	2011	Not in the labour force	M	18927
Hume	2011	Unemployed (looking for work)	F	1762
Hume	2011	Unemployed (looking for work)	M	1939
Hume	2016		F	5464
Hume	2016		M	5323
Hume	2016	Employed (away from work)	F	2549
Hume	2016	Employed (away from work)	M	2396
Hume	2016	Employed (full-time)	F	15012
Hume	2016	Employed (full-time)	M	29114
Hume	2016	Employed (part-time)	F	18379
Hume	2016	Employed (part-time)	M	8092
Hume	2016	Not in the labour force	F	28044
Hume	2016	Not in the labour force	M	21406
Hume	2016	Unemployed (looking for work)	F	1936
Hume	2016	Unemployed (looking for work)	M	2075
Latrobe - Gippsland	2006		F	5775
Latrobe - Gippsland	2006		M	5376
Latrobe - Gippsland	2006	Employed (away from work)	F	3396
Latrobe - Gippsland	2006	Employed (away from work)	M	3926
Latrobe - Gippsland	2006	Employed (full-time)	F	18368
Latrobe - Gippsland	2006	Employed (full-time)	M	40704
Latrobe - Gippsland	2006	Employed (part-time)	F	23746
Latrobe - Gippsland	2006	Employed (part-time)	M	9428
Latrobe - Gippsland	2006	Not in the labour force	F	43940
Latrobe - Gippsland	2006	Not in the labour force	M	30245
Latrobe - Gippsland	2006	Unemployed (looking for work)	F	3030
Latrobe - Gippsland	2006	Unemployed (looking for work)	M	3664
Latrobe - Gippsland	2011		F	5278
Latrobe - Gippsland	2011		M	5405
Latrobe - Gippsland	2011	Employed (away from work)	F	3879
Latrobe - Gippsland	2011	Employed (away from work)	M	4063
Latrobe - Gippsland	2011	Employed (full-time)	F	20158
Latrobe - Gippsland	2011	Employed (full-time)	M	43762
Latrobe - Gippsland	2011	Employed (part-time)	F	26859
Latrobe - Gippsland	2011	Employed (part-time)	M	10975
Latrobe - Gippsland	2011	Not in the labour force	F	47251
Latrobe - Gippsland	2011	Not in the labour force	M	33536
Latrobe - Gippsland	2011	Unemployed (looking for work)	F	3003
Latrobe - Gippsland	2011	Unemployed (looking for work)	M	3673
Latrobe - Gippsland	2016		F	9156
Latrobe - Gippsland	2016		M	8655
Latrobe - Gippsland	2016	Employed (away from work)	F	4020
Latrobe - Gippsland	2016	Employed (away from work)	M	3670
Latrobe - Gippsland	2016	Employed (full-time)	F	20090
Latrobe - Gippsland	2016	Employed (full-time)	M	41439
Latrobe - Gippsland	2016	Employed (part-time)	F	28799
Latrobe - Gippsland	2016	Employed (part-time)	M	12472
Latrobe - Gippsland	2016	Not in the labour force	F	49170
Latrobe - Gippsland	2016	Not in the labour force	M	37898
Latrobe - Gippsland	2016	Unemployed (looking for work)	F	3591
Latrobe - Gippsland	2016	Unemployed (looking for work)	M	4638
Melbourne - Inner	2006		F	19604
Melbourne - Inner	2006		M	23817
Melbourne - Inner	2006	Employed (away from work)	F	6993
Melbourne - Inner	2006	Employed (away from work)	M	6191
Melbourne - Inner	2006	Employed (full-time)	F	70605
Melbourne - Inner	2006	Employed (full-time)	M	92257
Melbourne - Inner	2006	Employed (part-time)	F	39778
Melbourne - Inner	2006	Employed (part-time)	M	23663
Melbourne - Inner	2006	Not in the labour force	F	63878
Melbourne - Inner	2006	Not in the labour force	M	44177
Melbourne - Inner	2006	Unemployed (looking for work)	F	6086
Melbourne - Inner	2006	Unemployed (looking for work)	M	7395
Melbourne - Inner	2011		F	15899
Melbourne - Inner	2011		M	18970
Melbourne - Inner	2011	Employed (away from work)	F	8086
Melbourne - Inner	2011	Employed (away from work)	M	6459
Melbourne - Inner	2011	Employed (full-time)	F	81138
Melbourne - Inner	2011	Employed (full-time)	M	106657
Melbourne - Inner	2011	Employed (part-time)	F	46800
Melbourne - Inner	2011	Employed (part-time)	M	27735
Melbourne - Inner	2011	Not in the labour force	F	66945
Melbourne - Inner	2011	Not in the labour force	M	46787
Melbourne - Inner	2011	Unemployed (looking for work)	F	7555
Melbourne - Inner	2011	Unemployed (looking for work)	M	8183
Melbourne - Inner	2016		F	23619
Melbourne - Inner	2016		M	23153
Melbourne - Inner	2016	Employed (away from work)	F	8112
Melbourne - Inner	2016	Employed (away from work)	M	6015
Melbourne - Inner	2016	Employed (full-time)	F	92903
Melbourne - Inner	2016	Employed (full-time)	M	119443
Melbourne - Inner	2016	Employed (part-time)	F	58323
Melbourne - Inner	2016	Employed (part-time)	M	35368
Melbourne - Inner	2016	Not in the labour force	F	78287
Melbourne - Inner	2016	Not in the labour force	M	56412
Melbourne - Inner	2016	Unemployed (looking for work)	F	11299
Melbourne - Inner	2016	Unemployed (looking for work)	M	11350
Melbourne - Inner East	2006		F	6989
Melbourne - Inner East	2006		M	6207
Melbourne - Inner East	2006	Employed (away from work)	F	4814
Melbourne - Inner East	2006	Employed (away from work)	M	4356
Melbourne - Inner East	2006	Employed (full-time)	F	36339
Melbourne - Inner East	2006	Employed (full-time)	M	61697
Melbourne - Inner East	2006	Employed (part-time)	F	34651
Melbourne - Inner East	2006	Employed (part-time)	M	16845
Melbourne - Inner East	2006	Not in the labour force	F	57585
Melbourne - Inner East	2006	Not in the labour force	M	35237
Melbourne - Inner East	2006	Unemployed (looking for work)	F	3399
Melbourne - Inner East	2006	Unemployed (looking for work)	M	3810
Melbourne - Inner East	2011		F	6157
Melbourne - Inner East	2011		M	6024
Melbourne - Inner East	2011	Employed (away from work)	F	4769
Melbourne - Inner East	2011	Employed (away from work)	M	3936
Melbourne - Inner East	2011	Employed (full-time)	F	37218
Melbourne - Inner East	2011	Employed (full-time)	M	62940
Melbourne - Inner East	2011	Employed (part-time)	F	36801
Melbourne - Inner East	2011	Employed (part-time)	M	18549
Melbourne - Inner East	2011	Not in the labour force	F	59745
Melbourne - Inner East	2011	Not in the labour force	M	38234
Melbourne - Inner East	2011	Unemployed (looking for work)	F	3962
Melbourne - Inner East	2011	Unemployed (looking for work)	M	4621
Melbourne - Inner East	2016		F	7312
Melbourne - Inner East	2016		M	6590
Melbourne - Inner East	2016	Employed (away from work)	F	4189
Melbourne - Inner East	2016	Employed (away from work)	M	3091
Melbourne - Inner East	2016	Employed (full-time)	F	38111
Melbourne - Inner East	2016	Employed (full-time)	M	62491
Melbourne - Inner East	2016	Employed (part-time)	F	39513
Melbourne - Inner East	2016	Employed (part-time)	M	21198
Melbourne - Inner East	2016	Not in the labour force	F	63493
Melbourne - Inner East	2016	Not in the labour force	M	42862
Melbourne - Inner East	2016	Unemployed (looking for work)	F	5395
Melbourne - Inner East	2016	Unemployed (looking for work)	M	6110
Melbourne - Inner South	2006		F	10242
Melbourne - Inner South	2006		M	9284
Melbourne - Inner South	2006	Employed (away from work)	F	5258
Melbourne - Inner South	2006	Employed (away from work)	M	4842
Melbourne - Inner South	2006	Employed (full-time)	F	39891
Melbourne - Inner South	2006	Employed (full-time)	M	69935
Melbourne - Inner South	2006	Employed (part-time)	F	37133
Melbourne - Inner South	2006	Employed (part-time)	M	16539
Melbourne - Inner South	2006	Not in the labour force	F	58691
Melbourne - Inner South	2006	Not in the labour force	M	34619
Melbourne - Inner South	2006	Unemployed (looking for work)	F	3241
Melbourne - Inner South	2006	Unemployed (looking for work)	M	3817
Melbourne - Inner South	2011		F	7423
Melbourne - Inner South	2011		M	7350
Melbourne - Inner South	2011	Employed (away from work)	F	5669
Melbourne - Inner South	2011	Employed (away from work)	M	4665
Melbourne - Inner South	2011	Employed (full-time)	F	42532
Melbourne - Inner South	2011	Employed (full-time)	M	74452
Melbourne - Inner South	2011	Employed (part-time)	F	41735
Melbourne - Inner South	2011	Employed (part-time)	M	18923
Melbourne - Inner South	2011	Not in the labour force	F	60192
Melbourne - Inner South	2011	Not in the labour force	M	37142
Melbourne - Inner South	2011	Unemployed (looking for work)	F	4071
Melbourne - Inner South	2011	Unemployed (looking for work)	M	4448
Melbourne - Inner South	2016		F	9124
Melbourne - Inner South	2016		M	8338
Melbourne - Inner South	2016	Employed (away from work)	F	5070
Melbourne - Inner South	2016	Employed (away from work)	M	3707
Melbourne - Inner South	2016	Employed (full-time)	F	45552
Melbourne - Inner South	2016	Employed (full-time)	M	76525
Melbourne - Inner South	2016	Employed (part-time)	F	45852
Melbourne - Inner South	2016	Employed (part-time)	M	21473
Melbourne - Inner South	2016	Not in the labour force	F	62452
Melbourne - Inner South	2016	Not in the labour force	M	40624
Melbourne - Inner South	2016	Unemployed (looking for work)	F	5341
Melbourne - Inner South	2016	Unemployed (looking for work)	M	5780
Melbourne - North East	2006		F	8931
Melbourne - North East	2006		M	9039
Melbourne - North East	2006	Employed (away from work)	F	5867
Melbourne - North East	2006	Employed (away from work)	M	6201
Melbourne - North East	2006	Employed (full-time)	F	40225
Melbourne - North East	2006	Employed (full-time)	M	76473
Melbourne - North East	2006	Employed (part-time)	F	38465
Melbourne - North East	2006	Employed (part-time)	M	16473
Melbourne - North East	2006	Not in the labour force	F	65552
Melbourne - North East	2006	Not in the labour force	M	40954
Melbourne - North East	2006	Unemployed (looking for work)	F	4496
Melbourne - North East	2006	Unemployed (looking for work)	M	5479
Melbourne - North East	2011		F	8494
Melbourne - North East	2011		M	8772
Melbourne - North East	2011	Employed (away from work)	F	6634
Melbourne - North East	2011	Employed (away from work)	M	6285
Melbourne - North East	2011	Employed (full-time)	F	45231
Melbourne - North East	2011	Employed (full-time)	M	85033
Melbourne - North East	2011	Employed (part-time)	F	45327
Melbourne - North East	2011	Employed (part-time)	M	20104
Melbourne - North East	2011	Not in the labour force	F	70111
Melbourne - North East	2011	Not in the labour force	M	45661
Melbourne - North East	2011	Unemployed (looking for work)	F	5480
Melbourne - North East	2011	Unemployed (looking for work)	M	6019
Melbourne - North East	2016		F	11396
Melbourne - North East	2016		M	10602
Melbourne - North East	2016	Employed (away from work)	F	6740
Melbourne - North East	2016	Employed (away from work)	M	5336
Melbourne - North East	2016	Employed (full-time)	F	49400
Melbourne - North East	2016	Employed (full-time)	M	91122
Melbourne - North East	2016	Employed (part-time)	F	53242
Melbourne - North East	2016	Employed (part-time)	M	25767
Melbourne - North East	2016	Not in the labour force	F	76794
Melbourne - North East	2016	Not in the labour force	M	52882
Melbourne - North East	2016	Unemployed (looking for work)	F	7710
Melbourne - North East	2016	Unemployed (looking for work)	M	8515
Melbourne - North West	2006		F	7036
Melbourne - North West	2006		M	6735
Melbourne - North West	2006	Employed (away from work)	F	3936
Melbourne - North West	2006	Employed (away from work)	M	4498
Melbourne - North West	2006	Employed (full-time)	F	27026
Melbourne - North West	2006	Employed (full-time)	M	52370
Melbourne - North West	2006	Employed (part-time)	F	23672
Melbourne - North West	2006	Employed (part-time)	M	10984
Melbourne - North West	2006	Not in the labour force	F	51631
Melbourne - North West	2006	Not in the labour force	M	31341
Melbourne - North West	2006	Unemployed (looking for work)	F	3514
Melbourne - North West	2006	Unemployed (looking for work)	M	4347
Melbourne - North West	2011		F	6979
Melbourne - North West	2011		M	6873
Melbourne - North West	2011	Employed (away from work)	F	4379
Melbourne - North West	2011	Employed (away from work)	M	4953
Melbourne - North West	2011	Employed (full-time)	F	30490
Melbourne - North West	2011	Employed (full-time)	M	57695
Melbourne - North West	2011	Employed (part-time)	F	27673
Melbourne - North West	2011	Employed (part-time)	M	13967
