SA4_NAME16	Year	Age5yr	LabourForceStatus	adults
Sydney - North Sydney and Hornsby	2006	65-69		795
Sydney - North Sydney and Hornsby	2006	65-69	Employed (away from work)	188
Sydney - North Sydney and Hornsby	2006	65-69	Employed (full-time)	1753
Sydney - North Sydney and Hornsby	2006	65-69	Employed (hours worked not stated)	86
Sydney - North Sydney and Hornsby	2006	65-69	Employed (part-time)	2119
Sydney - North Sydney and Hornsby	2006	65-69	Not in the labour force	7711
Sydney - North Sydney and Hornsby	2006	65-69	Unemployed (looking for full-time work)	25
Sydney - North Sydney and Hornsby	2006	65-69	Unemployed (looking for part-time work)	46
Sydney - North Sydney and Hornsby	2006	70-74		670
Sydney - North Sydney and Hornsby	2006	70-74	Employed (away from work)	99
Sydney - North Sydney and Hornsby	2006	70-74	Employed (full-time)	501
Sydney - North Sydney and Hornsby	2006	70-74	Employed (hours worked not stated)	39
Sydney - North Sydney and Hornsby	2006	70-74	Employed (part-time)	959
Sydney - North Sydney and Hornsby	2006	70-74	Not in the labour force	7698
Sydney - North Sydney and Hornsby	2006	70-74	Unemployed (looking for full-time work)	7
Sydney - North Sydney and Hornsby	2006	70-74	Unemployed (looking for part-time work)	18
Sydney - North Sydney and Hornsby	2006	75+		2705
Sydney - North Sydney and Hornsby	2006	75+	Employed (away from work)	74
Sydney - North Sydney and Hornsby	2006	75+	Employed (full-time)	337
Sydney - North Sydney and Hornsby	2006	75+	Employed (hours worked not stated)	72
Sydney - North Sydney and Hornsby	2006	75+	Employed (part-time)	753
Sydney - North Sydney and Hornsby	2006	75+	Not in the labour force	21955
Sydney - North Sydney and Hornsby	2006	75+	Unemployed (looking for full-time work)	0
Sydney - North Sydney and Hornsby	2006	75+	Unemployed (looking for part-time work)	19
Sydney - North Sydney and Hornsby	2011	15-19		806
Sydney - North Sydney and Hornsby	2011	15-19	Employed (away from work)	377
Sydney - North Sydney and Hornsby	2011	15-19	Employed (full-time)	889
Sydney - North Sydney and Hornsby	2011	15-19	Employed (hours worked not stated)	179
Sydney - North Sydney and Hornsby	2011	15-19	Employed (part-time)	5123
Sydney - North Sydney and Hornsby	2011	15-19	Not in the labour force	13395
Sydney - North Sydney and Hornsby	2011	15-19	Unemployed (looking for full-time work)	157
Sydney - North Sydney and Hornsby	2011	15-19	Unemployed (looking for part-time work)	1003
Sydney - North Sydney and Hornsby	2011	20-24		1128
Sydney - North Sydney and Hornsby	2011	20-24	Employed (away from work)	497
Sydney - North Sydney and Hornsby	2011	20-24	Employed (full-time)	7392
Sydney - North Sydney and Hornsby	2011	20-24	Employed (hours worked not stated)	342
Sydney - North Sydney and Hornsby	2011	20-24	Employed (part-time)	7154
Sydney - North Sydney and Hornsby	2011	20-24	Not in the labour force	3935
Sydney - North Sydney and Hornsby	2011	20-24	Unemployed (looking for full-time work)	516
Sydney - North Sydney and Hornsby	2011	20-24	Unemployed (looking for part-time work)	763
Sydney - North Sydney and Hornsby	2011	25-29		1614
Sydney - North Sydney and Hornsby	2011	25-29	Employed (away from work)	619
Sydney - North Sydney and Hornsby	2011	25-29	Employed (full-time)	16301
Sydney - North Sydney and Hornsby	2011	25-29	Employed (hours worked not stated)	288
Sydney - North Sydney and Hornsby	2011	25-29	Employed (part-time)	3346
Sydney - North Sydney and Hornsby	2011	25-29	Not in the labour force	2322
Sydney - North Sydney and Hornsby	2011	25-29	Unemployed (looking for full-time work)	588
Sydney - North Sydney and Hornsby	2011	25-29	Unemployed (looking for part-time work)	246
Sydney - North Sydney and Hornsby	2011	30-34		1586
Sydney - North Sydney and Hornsby	2011	30-34	Employed (away from work)	1149
Sydney - North Sydney and Hornsby	2011	30-34	Employed (full-time)	17415
Sydney - North Sydney and Hornsby	2011	30-34	Employed (hours worked not stated)	246
Sydney - North Sydney and Hornsby	2011	30-34	Employed (part-time)	3716
Sydney - North Sydney and Hornsby	2011	30-34	Not in the labour force	3163
Sydney - North Sydney and Hornsby	2011	30-34	Unemployed (looking for full-time work)	474
Sydney - North Sydney and Hornsby	2011	30-34	Unemployed (looking for part-time work)	235
Sydney - North Sydney and Hornsby	2011	35-39		1445
Sydney - North Sydney and Hornsby	2011	35-39	Employed (away from work)	1011
Sydney - North Sydney and Hornsby	2011	35-39	Employed (full-time)	16741
Sydney - North Sydney and Hornsby	2011	35-39	Employed (hours worked not stated)	268
Sydney - North Sydney and Hornsby	2011	35-39	Employed (part-time)	5050
Sydney - North Sydney and Hornsby	2011	35-39	Not in the labour force	4083
Sydney - North Sydney and Hornsby	2011	35-39	Unemployed (looking for full-time work)	516
Sydney - North Sydney and Hornsby	2011	35-39	Unemployed (looking for part-time work)	285
Sydney - North Sydney and Hornsby	2011	40-44		1257
Sydney - North Sydney and Hornsby	2011	40-44	Employed (away from work)	636
Sydney - North Sydney and Hornsby	2011	40-44	Employed (full-time)	16323
Sydney - North Sydney and Hornsby	2011	40-44	Employed (hours worked not stated)	288
Sydney - North Sydney and Hornsby	2011	40-44	Employed (part-time)	5821
Sydney - North Sydney and Hornsby	2011	40-44	Not in the labour force	4112
Sydney - North Sydney and Hornsby	2011	40-44	Unemployed (looking for full-time work)	535
Sydney - North Sydney and Hornsby	2011	40-44	Unemployed (looking for part-time work)	329
Sydney - North Sydney and Hornsby	2011	45-49		1122
Sydney - North Sydney and Hornsby	2011	45-49	Employed (away from work)	510
Sydney - North Sydney and Hornsby	2011	45-49	Employed (full-time)	15907
Sydney - North Sydney and Hornsby	2011	45-49	Employed (hours worked not stated)	312
Sydney - North Sydney and Hornsby	2011	45-49	Employed (part-time)	5478
Sydney - North Sydney and Hornsby	2011	45-49	Not in the labour force	3708
Sydney - North Sydney and Hornsby	2011	45-49	Unemployed (looking for full-time work)	591
Sydney - North Sydney and Hornsby	2011	45-49	Unemployed (looking for part-time work)	292
Sydney - North Sydney and Hornsby	2011	50-54		1038
Sydney - North Sydney and Hornsby	2011	50-54	Employed (away from work)	512
Sydney - North Sydney and Hornsby	2011	50-54	Employed (full-time)	14556
Sydney - North Sydney and Hornsby	2011	50-54	Employed (hours worked not stated)	268
Sydney - North Sydney and Hornsby	2011	50-54	Employed (part-time)	5007
Sydney - North Sydney and Hornsby	2011	50-54	Not in the labour force	3467
Sydney - North Sydney and Hornsby	2011	50-54	Unemployed (looking for full-time work)	511
Sydney - North Sydney and Hornsby	2011	50-54	Unemployed (looking for part-time work)	200
Sydney - North Sydney and Hornsby	2011	55-59		920
Sydney - North Sydney and Hornsby	2011	55-59	Employed (away from work)	511
Sydney - North Sydney and Hornsby	2011	55-59	Employed (full-time)	10791
Sydney - North Sydney and Hornsby	2011	55-59	Employed (hours worked not stated)	204
Sydney - North Sydney and Hornsby	2011	55-59	Employed (part-time)	4415
Sydney - North Sydney and Hornsby	2011	55-59	Not in the labour force	4349
Sydney - North Sydney and Hornsby	2011	55-59	Unemployed (looking for full-time work)	378
Sydney - North Sydney and Hornsby	2011	55-59	Unemployed (looking for part-time work)	183
Sydney - North Sydney and Hornsby	2011	60-64		894
Sydney - North Sydney and Hornsby	2011	60-64	Employed (away from work)	457
Sydney - North Sydney and Hornsby	2011	60-64	Employed (full-time)	6665
Sydney - North Sydney and Hornsby	2011	60-64	Employed (hours worked not stated)	136
Sydney - North Sydney and Hornsby	2011	60-64	Employed (part-time)	4732
Sydney - North Sydney and Hornsby	2011	60-64	Not in the labour force	7332
Sydney - North Sydney and Hornsby	2011	60-64	Unemployed (looking for full-time work)	256
Sydney - North Sydney and Hornsby	2011	60-64	Unemployed (looking for part-time work)	191
Sydney - North Sydney and Hornsby	2011	65-69		666
Sydney - North Sydney and Hornsby	2011	65-69	Employed (away from work)	259
Sydney - North Sydney and Hornsby	2011	65-69	Employed (full-time)	2664
Sydney - North Sydney and Hornsby	2011	65-69	Employed (hours worked not stated)	69
Sydney - North Sydney and Hornsby	2011	65-69	Employed (part-time)	2943
Sydney - North Sydney and Hornsby	2011	65-69	Not in the labour force	9257
Sydney - North Sydney and Hornsby	2011	65-69	Unemployed (looking for full-time work)	53
Sydney - North Sydney and Hornsby	2011	65-69	Unemployed (looking for part-time work)	96
Sydney - North Sydney and Hornsby	2011	70-74		610
Sydney - North Sydney and Hornsby	2011	70-74	Employed (away from work)	125
Sydney - North Sydney and Hornsby	2011	70-74	Employed (full-time)	694
Sydney - North Sydney and Hornsby	2011	70-74	Employed (hours worked not stated)	46
Sydney - North Sydney and Hornsby	2011	70-74	Employed (part-time)	1395
Sydney - North Sydney and Hornsby	2011	70-74	Not in the labour force	8882
Sydney - North Sydney and Hornsby	2011	70-74	Unemployed (looking for full-time work)	12
Sydney - North Sydney and Hornsby	2011	70-74	Unemployed (looking for part-time work)	34
Sydney - North Sydney and Hornsby	2011	75+		2131
Sydney - North Sydney and Hornsby	2011	75+	Employed (away from work)	96
Sydney - North Sydney and Hornsby	2011	75+	Employed (full-time)	296
Sydney - North Sydney and Hornsby	2011	75+	Employed (hours worked not stated)	68
Sydney - North Sydney and Hornsby	2011	75+	Employed (part-time)	864
Sydney - North Sydney and Hornsby	2011	75+	Not in the labour force	22824
Sydney - North Sydney and Hornsby	2011	75+	Unemployed (looking for full-time work)	5
Sydney - North Sydney and Hornsby	2011	75+	Unemployed (looking for part-time work)	19
Sydney - North Sydney and Hornsby	2016	15-19		822
Sydney - North Sydney and Hornsby	2016	15-19	Employed (away from work)	344
Sydney - North Sydney and Hornsby	2016	15-19	Employed (full-time)	754
Sydney - North Sydney and Hornsby	2016	15-19	Employed (hours worked not stated)	137
Sydney - North Sydney and Hornsby	2016	15-19	Employed (part-time)	5976
Sydney - North Sydney and Hornsby	2016	15-19	Not in the labour force	14227
Sydney - North Sydney and Hornsby	2016	15-19	Unemployed (looking for full-time work)	128
Sydney - North Sydney and Hornsby	2016	15-19	Unemployed (looking for part-time work)	1218
Sydney - North Sydney and Hornsby	2016	20-24		1097
Sydney - North Sydney and Hornsby	2016	20-24	Employed (away from work)	396
Sydney - North Sydney and Hornsby	2016	20-24	Employed (full-time)	6949
Sydney - North Sydney and Hornsby	2016	20-24	Employed (hours worked not stated)	310
Sydney - North Sydney and Hornsby	2016	20-24	Employed (part-time)	7988
Sydney - North Sydney and Hornsby	2016	20-24	Not in the labour force	4177
Sydney - North Sydney and Hornsby	2016	20-24	Unemployed (looking for full-time work)	431
Sydney - North Sydney and Hornsby	2016	20-24	Unemployed (looking for part-time work)	807
Sydney - North Sydney and Hornsby	2016	25-29		1645
Sydney - North Sydney and Hornsby	2016	25-29	Employed (away from work)	487
Sydney - North Sydney and Hornsby	2016	25-29	Employed (full-time)	16297
Sydney - North Sydney and Hornsby	2016	25-29	Employed (hours worked not stated)	315
Sydney - North Sydney and Hornsby	2016	25-29	Employed (part-time)	3767
Sydney - North Sydney and Hornsby	2016	25-29	Not in the labour force	2379
Sydney - North Sydney and Hornsby	2016	25-29	Unemployed (looking for full-time work)	569
Sydney - North Sydney and Hornsby	2016	25-29	Unemployed (looking for part-time work)	334
Sydney - North Sydney and Hornsby	2016	30-34		1845
Sydney - North Sydney and Hornsby	2016	30-34	Employed (away from work)	1166
Sydney - North Sydney and Hornsby	2016	30-34	Employed (full-time)	19326
Sydney - North Sydney and Hornsby	2016	30-34	Employed (hours worked not stated)	340
Sydney - North Sydney and Hornsby	2016	30-34	Employed (part-time)	4315
Sydney - North Sydney and Hornsby	2016	30-34	Not in the labour force	3212
Sydney - North Sydney and Hornsby	2016	30-34	Unemployed (looking for full-time work)	528
Sydney - North Sydney and Hornsby	2016	30-34	Unemployed (looking for part-time work)	295
Sydney - North Sydney and Hornsby	2016	35-39		1514
Sydney - North Sydney and Hornsby	2016	35-39	Employed (away from work)	971
Sydney - North Sydney and Hornsby	2016	35-39	Employed (full-time)	18739
Sydney - North Sydney and Hornsby	2016	35-39	Employed (hours worked not stated)	299
Sydney - North Sydney and Hornsby	2016	35-39	Employed (part-time)	5241
Sydney - North Sydney and Hornsby	2016	35-39	Not in the labour force	3745
Sydney - North Sydney and Hornsby	2016	35-39	Unemployed (looking for full-time work)	638
Sydney - North Sydney and Hornsby	2016	35-39	Unemployed (looking for part-time work)	356
Sydney - North Sydney and Hornsby	2016	40-44		1438
Sydney - North Sydney and Hornsby	2016	40-44	Employed (away from work)	466
Sydney - North Sydney and Hornsby	2016	40-44	Employed (full-time)	18469
Sydney - North Sydney and Hornsby	2016	40-44	Employed (hours worked not stated)	276
Sydney - North Sydney and Hornsby	2016	40-44	Employed (part-time)	5893
Sydney - North Sydney and Hornsby	2016	40-44	Not in the labour force	3807
Sydney - North Sydney and Hornsby	2016	40-44	Unemployed (looking for full-time work)	631
Sydney - North Sydney and Hornsby	2016	40-44	Unemployed (looking for part-time work)	375
Sydney - North Sydney and Hornsby	2016	45-49		1297
Sydney - North Sydney and Hornsby	2016	45-49	Employed (away from work)	362
Sydney - North Sydney and Hornsby	2016	45-49	Employed (full-time)	17511
Sydney - North Sydney and Hornsby	2016	45-49	Employed (hours worked not stated)	253
Sydney - North Sydney and Hornsby	2016	45-49	Employed (part-time)	5827
Sydney - North Sydney and Hornsby	2016	45-49	Not in the labour force	3829
Sydney - North Sydney and Hornsby	2016	45-49	Unemployed (looking for full-time work)	625
Sydney - North Sydney and Hornsby	2016	45-49	Unemployed (looking for part-time work)	313
Sydney - North Sydney and Hornsby	2016	50-54		1132
Sydney - North Sydney and Hornsby	2016	50-54	Employed (away from work)	383
Sydney - North Sydney and Hornsby	2016	50-54	Employed (full-time)	15603
Sydney - North Sydney and Hornsby	2016	50-54	Employed (hours worked not stated)	231
Sydney - North Sydney and Hornsby	2016	50-54	Employed (part-time)	5176
Sydney - North Sydney and Hornsby	2016	50-54	Not in the labour force	3785
Sydney - North Sydney and Hornsby	2016	50-54	Unemployed (looking for full-time work)	584
Sydney - North Sydney and Hornsby	2016	50-54	Unemployed (looking for part-time work)	284
Sydney - North Sydney and Hornsby	2016	55-59		1080
Sydney - North Sydney and Hornsby	2016	55-59	Employed (away from work)	361
Sydney - North Sydney and Hornsby	2016	55-59	Employed (full-time)	12274
Sydney - North Sydney and Hornsby	2016	55-59	Employed (hours worked not stated)	182
Sydney - North Sydney and Hornsby	2016	55-59	Employed (part-time)	4744
Sydney - North Sydney and Hornsby	2016	55-59	Not in the labour force	4620
Sydney - North Sydney and Hornsby	2016	55-59	Unemployed (looking for full-time work)	443
Sydney - North Sydney and Hornsby	2016	55-59	Unemployed (looking for part-time work)	282
Sydney - North Sydney and Hornsby	2016	60-64		938
Sydney - North Sydney and Hornsby	2016	60-64	Employed (away from work)	333
Sydney - North Sydney and Hornsby	2016	60-64	Employed (full-time)	6784
Sydney - North Sydney and Hornsby	2016	60-64	Employed (hours worked not stated)	136
Sydney - North Sydney and Hornsby	2016	60-64	Employed (part-time)	4450
Sydney - North Sydney and Hornsby	2016	60-64	Not in the labour force	7254
Sydney - North Sydney and Hornsby	2016	60-64	Unemployed (looking for full-time work)	314
Sydney - North Sydney and Hornsby	2016	60-64	Unemployed (looking for part-time work)	259
Sydney - North Sydney and Hornsby	2016	65-69		913
Sydney - North Sydney and Hornsby	2016	65-69	Employed (away from work)	235
Sydney - North Sydney and Hornsby	2016	65-69	Employed (full-time)	3088
Sydney - North Sydney and Hornsby	2016	65-69	Employed (hours worked not stated)	100
Sydney - North Sydney and Hornsby	2016	65-69	Employed (part-time)	3632
Sydney - North Sydney and Hornsby	2016	65-69	Not in the labour force	10966
Sydney - North Sydney and Hornsby	2016	65-69	Unemployed (looking for full-time work)	87
Sydney - North Sydney and Hornsby	2016	65-69	Unemployed (looking for part-time work)	127
Sydney - North Sydney and Hornsby	2016	70-74		801
Sydney - North Sydney and Hornsby	2016	70-74	Employed (away from work)	153
Sydney - North Sydney and Hornsby	2016	70-74	Employed (full-time)	975
Sydney - North Sydney and Hornsby	2016	70-74	Employed (hours worked not stated)	37
Sydney - North Sydney and Hornsby	2016	70-74	Employed (part-time)	1953
Sydney - North Sydney and Hornsby	2016	70-74	Not in the labour force	10898
Sydney - North Sydney and Hornsby	2016	70-74	Unemployed (looking for full-time work)	21
Sydney - North Sydney and Hornsby	2016	70-74	Unemployed (looking for part-time work)	67
Sydney - North Sydney and Hornsby	2016	75+		2348
Sydney - North Sydney and Hornsby	2016	75+	Employed (away from work)	84
Sydney - North Sydney and Hornsby	2016	75+	Employed (full-time)	418
Sydney - North Sydney and Hornsby	2016	75+	Employed (hours worked not stated)	57
Sydney - North Sydney and Hornsby	2016	75+	Employed (part-time)	1160
Sydney - North Sydney and Hornsby	2016	75+	Not in the labour force	25120
Sydney - North Sydney and Hornsby	2016	75+	Unemployed (looking for full-time work)	13
Sydney - North Sydney and Hornsby	2016	75+	Unemployed (looking for part-time work)	25
Sydney - Northern Beaches	2006	15-19		605
Sydney - Northern Beaches	2006	15-19	Employed (away from work)	310
Sydney - Northern Beaches	2006	15-19	Employed (full-time)	1373
Sydney - Northern Beaches	2006	15-19	Employed (hours worked not stated)	278
Sydney - Northern Beaches	2006	15-19	Employed (part-time)	3983
Sydney - Northern Beaches	2006	15-19	Not in the labour force	5857
Sydney - Northern Beaches	2006	15-19	Unemployed (looking for full-time work)	138
Sydney - Northern Beaches	2006	15-19	Unemployed (looking for part-time work)	391
Sydney - Northern Beaches	2006	20-24		842
Sydney - Northern Beaches	2006	20-24	Employed (away from work)	275
Sydney - Northern Beaches	2006	20-24	Employed (full-time)	5800
Sydney - Northern Beaches	2006	20-24	Employed (hours worked not stated)	360
Sydney - Northern Beaches	2006	20-24	Employed (part-time)	3033
Sydney - Northern Beaches	2006	20-24	Not in the labour force	1426
Sydney - Northern Beaches	2006	20-24	Unemployed (looking for full-time work)	243
Sydney - Northern Beaches	2006	20-24	Unemployed (looking for part-time work)	171
Sydney - Northern Beaches	2006	25-29		1081
Sydney - Northern Beaches	2006	25-29	Employed (away from work)	348
Sydney - Northern Beaches	2006	25-29	Employed (full-time)	8631
Sydney - Northern Beaches	2006	25-29	Employed (hours worked not stated)	239
Sydney - Northern Beaches	2006	25-29	Employed (part-time)	1952
Sydney - Northern Beaches	2006	25-29	Not in the labour force	1139
Sydney - Northern Beaches	2006	25-29	Unemployed (looking for full-time work)	184
Sydney - Northern Beaches	2006	25-29	Unemployed (looking for part-time work)	86
Sydney - Northern Beaches	2006	30-34		1078
Sydney - Northern Beaches	2006	30-34	Employed (away from work)	590
Sydney - Northern Beaches	2006	30-34	Employed (full-time)	10370
Sydney - Northern Beaches	2006	30-34	Employed (hours worked not stated)	275
Sydney - Northern Beaches	2006	30-34	Employed (part-time)	2857
Sydney - Northern Beaches	2006	30-34	Not in the labour force	2058
Sydney - Northern Beaches	2006	30-34	Unemployed (looking for full-time work)	186
Sydney - Northern Beaches	2006	30-34	Unemployed (looking for part-time work)	108
Sydney - Northern Beaches	2006	35-39		998
Sydney - Northern Beaches	2006	35-39	Employed (away from work)	615
Sydney - Northern Beaches	2006	35-39	Employed (full-time)	9713
Sydney - Northern Beaches	2006	35-39	Employed (hours worked not stated)	281
Sydney - Northern Beaches	2006	35-39	Employed (part-time)	3949
Sydney - Northern Beaches	2006	35-39	Not in the labour force	2477
Sydney - Northern Beaches	2006	35-39	Unemployed (looking for full-time work)	200
Sydney - Northern Beaches	2006	35-39	Unemployed (looking for part-time work)	143
Sydney - Northern Beaches	2006	40-44		927
Sydney - Northern Beaches	2006	40-44	Employed (away from work)	439
Sydney - Northern Beaches	2006	40-44	Employed (full-time)	9688
Sydney - Northern Beaches	2006	40-44	Employed (hours worked not stated)	295
Sydney - Northern Beaches	2006	40-44	Employed (part-time)	4337
Sydney - Northern Beaches	2006	40-44	Not in the labour force	2072
Sydney - Northern Beaches	2006	40-44	Unemployed (looking for full-time work)	203
Sydney - Northern Beaches	2006	40-44	Unemployed (looking for part-time work)	156
Sydney - Northern Beaches	2006	45-49		803
Sydney - Northern Beaches	2006	45-49	Employed (away from work)	349
Sydney - Northern Beaches	2006	45-49	Employed (full-time)	9187
Sydney - Northern Beaches	2006	45-49	Employed (hours worked not stated)	271
Sydney - Northern Beaches	2006	45-49	Employed (part-time)	3735
Sydney - Northern Beaches	2006	45-49	Not in the labour force	1625
Sydney - Northern Beaches	2006	45-49	Unemployed (looking for full-time work)	191
Sydney - Northern Beaches	2006	45-49	Unemployed (looking for part-time work)	109
Sydney - Northern Beaches	2006	50-54		719
Sydney - Northern Beaches	2006	50-54	Employed (away from work)	357
Sydney - Northern Beaches	2006	50-54	Employed (full-time)	7919
Sydney - Northern Beaches	2006	50-54	Employed (hours worked not stated)	255
Sydney - Northern Beaches	2006	50-54	Employed (part-time)	3148
Sydney - Northern Beaches	2006	50-54	Not in the labour force	1695
Sydney - Northern Beaches	2006	50-54	Unemployed (looking for full-time work)	159
Sydney - Northern Beaches	2006	50-54	Unemployed (looking for part-time work)	93
Sydney - Northern Beaches	2006	55-59		669
Sydney - Northern Beaches	2006	55-59	Employed (away from work)	302
Sydney - Northern Beaches	2006	55-59	Employed (full-time)	6257
Sydney - Northern Beaches	2006	55-59	Employed (hours worked not stated)	182
Sydney - Northern Beaches	2006	55-59	Employed (part-time)	3152
Sydney - Northern Beaches	2006	55-59	Not in the labour force	2895
Sydney - Northern Beaches	2006	55-59	Unemployed (looking for full-time work)	118
Sydney - Northern Beaches	2006	55-59	Unemployed (looking for part-time work)	91
Sydney - Northern Beaches	2006	60-64		601
Sydney - Northern Beaches	2006	60-64	Employed (away from work)	250
Sydney - Northern Beaches	2006	60-64	Employed (full-time)	3275
Sydney - Northern Beaches	2006	60-64	Employed (hours worked not stated)	110
Sydney - Northern Beaches	2006	60-64	Employed (part-time)	2618
Sydney - Northern Beaches	2006	60-64	Not in the labour force	4604
Sydney - Northern Beaches	2006	60-64	Unemployed (looking for full-time work)	67
Sydney - Northern Beaches	2006	60-64	Unemployed (looking for part-time work)	75
Sydney - Northern Beaches	2006	65-69		485
Sydney - Northern Beaches	2006	65-69	Employed (away from work)	131
Sydney - Northern Beaches	2006	65-69	Employed (full-time)	1032
Sydney - Northern Beaches	2006	65-69	Employed (hours worked not stated)	67
Sydney - Northern Beaches	2006	65-69	Employed (part-time)	1325
Sydney - Northern Beaches	2006	65-69	Not in the labour force	5716
Sydney - Northern Beaches	2006	65-69	Unemployed (looking for full-time work)	15
Sydney - Northern Beaches	2006	65-69	Unemployed (looking for part-time work)	40
Sydney - Northern Beaches	2006	70-74		474
Sydney - Northern Beaches	2006	70-74	Employed (away from work)	59
Sydney - Northern Beaches	2006	70-74	Employed (full-time)	254
Sydney - Northern Beaches	2006	70-74	Employed (hours worked not stated)	17
Sydney - Northern Beaches	2006	70-74	Employed (part-time)	537
Sydney - Northern Beaches	2006	70-74	Not in the labour force	5567
Sydney - Northern Beaches	2006	70-74	Unemployed (looking for full-time work)	5
Sydney - Northern Beaches	2006	70-74	Unemployed (looking for part-time work)	9
Sydney - Northern Beaches	2006	75+		2543
Sydney - Northern Beaches	2006	75+	Employed (away from work)	44
Sydney - Northern Beaches	2006	75+	Employed (full-time)	149
Sydney - Northern Beaches	2006	75+	Employed (hours worked not stated)	44
Sydney - Northern Beaches	2006	75+	Employed (part-time)	366
Sydney - Northern Beaches	2006	75+	Not in the labour force	14772
Sydney - Northern Beaches	2006	75+	Unemployed (looking for full-time work)	4
Sydney - Northern Beaches	2006	75+	Unemployed (looking for part-time work)	9
Sydney - Northern Beaches	2011	15-19		407
Sydney - Northern Beaches	2011	15-19	Employed (away from work)	289
Sydney - Northern Beaches	2011	15-19	Employed (full-time)	1011
Sydney - Northern Beaches	2011	15-19	Employed (hours worked not stated)	178
Sydney - Northern Beaches	2011	15-19	Employed (part-time)	3920
Sydney - Northern Beaches	2011	15-19	Not in the labour force	6587
Sydney - Northern Beaches	2011	15-19	Unemployed (looking for full-time work)	162
Sydney - Northern Beaches	2011	15-19	Unemployed (looking for part-time work)	529
Sydney - Northern Beaches	2011	20-24		580
Sydney - Northern Beaches	2011	20-24	Employed (away from work)	285
Sydney - Northern Beaches	2011	20-24	Employed (full-time)	5171
Sydney - Northern Beaches	2011	20-24	Employed (hours worked not stated)	240
Sydney - Northern Beaches	2011	20-24	Employed (part-time)	3621
Sydney - Northern Beaches	2011	20-24	Not in the labour force	1620
Sydney - Northern Beaches	2011	20-24	Unemployed (looking for full-time work)	310
Sydney - Northern Beaches	2011	20-24	Unemployed (looking for part-time work)	256
Sydney - Northern Beaches	2011	25-29		727
Sydney - Northern Beaches	2011	25-29	Employed (away from work)	365
Sydney - Northern Beaches	2011	25-29	Employed (full-time)	8504
Sydney - Northern Beaches	2011	25-29	Employed (hours worked not stated)	194
Sydney - Northern Beaches	2011	25-29	Employed (part-time)	2114
Sydney - Northern Beaches	2011	25-29	Not in the labour force	1159
Sydney - Northern Beaches	2011	25-29	Unemployed (looking for full-time work)	243
Sydney - Northern Beaches	2011	25-29	Unemployed (looking for part-time work)	137
Sydney - Northern Beaches	2011	30-34		801
Sydney - Northern Beaches	2011	30-34	Employed (away from work)	664
Sydney - Northern Beaches	2011	30-34	Employed (full-time)	9625
Sydney - Northern Beaches	2011	30-34	Employed (hours worked not stated)	205
Sydney - Northern Beaches	2011	30-34	Employed (part-time)	2773
Sydney - Northern Beaches	2011	30-34	Not in the labour force	1734
Sydney - Northern Beaches	2011	30-34	Unemployed (looking for full-time work)	206
Sydney - Northern Beaches	2011	30-34	Unemployed (looking for part-time work)	118
Sydney - Northern Beaches	2011	35-39		820
Sydney - Northern Beaches	2011	35-39	Employed (away from work)	693
Sydney - Northern Beaches	2011	35-39	Employed (full-time)	10667
Sydney - Northern Beaches	2011	35-39	Employed (hours worked not stated)	214
Sydney - Northern Beaches	2011	35-39	Employed (part-time)	4158
Sydney - Northern Beaches	2011	35-39	Not in the labour force	2424
Sydney - Northern Beaches	2011	35-39	Unemployed (looking for full-time work)	240
Sydney - Northern Beaches	2011	35-39	Unemployed (looking for part-time work)	199
Sydney - Northern Beaches	2011	40-44		733
Sydney - Northern Beaches	2011	40-44	Employed (away from work)	409
Sydney - Northern Beaches	2011	40-44	Employed (full-time)	10468
Sydney - Northern Beaches	2011	40-44	Employed (hours worked not stated)	212
Sydney - Northern Beaches	2011	40-44	Employed (part-time)	4561
Sydney - Northern Beaches	2011	40-44	Not in the labour force	2309
Sydney - Northern Beaches	2011	40-44	Unemployed (looking for full-time work)	245
Sydney - Northern Beaches	2011	40-44	Unemployed (looking for part-time work)	228
Sydney - Northern Beaches	2011	45-49		680
Sydney - Northern Beaches	2011	45-49	Employed (away from work)	361
Sydney - Northern Beaches	2011	45-49	Employed (full-time)	10241
Sydney - Northern Beaches	2011	45-49	Employed (hours worked not stated)	253
Sydney - Northern Beaches	2011	45-49	Employed (part-time)	4250
Sydney - Northern Beaches	2011	45-49	Not in the labour force	1854
Sydney - Northern Beaches	2011	45-49	Unemployed (looking for full-time work)	308
Sydney - Northern Beaches	2011	45-49	Unemployed (looking for part-time work)	161
Sydney - Northern Beaches	2011	50-54		598
Sydney - Northern Beaches	2011	50-54	Employed (away from work)	398
Sydney - Northern Beaches	2011	50-54	Employed (full-time)	8782
Sydney - Northern Beaches	2011	50-54	Employed (hours worked not stated)	180
Sydney - Northern Beaches	2011	50-54	Employed (part-time)	3599
Sydney - Northern Beaches	2011	50-54	Not in the labour force	1784
Sydney - Northern Beaches	2011	50-54	Unemployed (looking for full-time work)	270
Sydney - Northern Beaches	2011	50-54	Unemployed (looking for part-time work)	130
Sydney - Northern Beaches	2011	55-59		595
Sydney - Northern Beaches	2011	55-59	Employed (away from work)	369
Sydney - Northern Beaches	2011	55-59	Employed (full-time)	6606
Sydney - Northern Beaches	2011	55-59	Employed (hours worked not stated)	129
Sydney - Northern Beaches	2011	55-59	Employed (part-time)	3173
Sydney - Northern Beaches	2011	55-59	Not in the labour force	2499
