SA4_NAME16	Year	Age	adults
Brisbane - South	2016	15-19	20916
Brisbane - South	2016	20-24	30212
Brisbane - South	2016	25-34	61384
Brisbane - South	2016	35-44	49505
Brisbane - South	2016	45-54	42229
Brisbane - South	2016	55-64	33576
Brisbane - South	2016	65-74	22699
Brisbane - South	2016	75-84	12682
Brisbane - South	2016	85+	6313
Brisbane - West	2006	15-19	13448
Brisbane - West	2006	20-24	15578
Brisbane - West	2006	25-34	21203
Brisbane - West	2006	35-44	23009
Brisbane - West	2006	45-54	22212
Brisbane - West	2006	55-64	17586
Brisbane - West	2006	65-74	8685
Brisbane - West	2006	75-84	6355
Brisbane - West	2006	85+	2730
Brisbane - West	2011	15-19	13447
Brisbane - West	2011	20-24	16036
Brisbane - West	2011	25-34	21967
Brisbane - West	2011	35-44	24407
Brisbane - West	2011	45-54	22769
Brisbane - West	2011	55-64	18925
Brisbane - West	2011	65-74	11098
Brisbane - West	2011	75-84	6310
Brisbane - West	2011	85+	3295
Brisbane - West	2016	15-19	13755
Brisbane - West	2016	20-24	16427
Brisbane - West	2016	25-34	22084
Brisbane - West	2016	35-44	24914
Brisbane - West	2016	45-54	23908
Brisbane - West	2016	55-64	18916
Brisbane - West	2016	65-74	14470
Brisbane - West	2016	75-84	6968
Brisbane - West	2016	85+	3605
Brisbane Inner City	2006	15-19	11994
Brisbane Inner City	2006	20-24	25061
Brisbane Inner City	2006	25-34	44414
Brisbane Inner City	2006	35-44	32277
Brisbane Inner City	2006	45-54	25151
Brisbane Inner City	2006	55-64	18374
Brisbane Inner City	2006	65-74	9336
Brisbane Inner City	2006	75-84	7445
Brisbane Inner City	2006	85+	3116
Brisbane Inner City	2011	15-19	12291
Brisbane Inner City	2011	20-24	24821
Brisbane Inner City	2011	25-34	51759
Brisbane Inner City	2011	35-44	35641
Brisbane Inner City	2011	45-54	27422
Brisbane Inner City	2011	55-64	20693
Brisbane Inner City	2011	65-74	10645
Brisbane Inner City	2011	75-84	6268
Brisbane Inner City	2011	85+	3136
Brisbane Inner City	2016	15-19	13691
Brisbane Inner City	2016	20-24	27589
Brisbane Inner City	2016	25-34	57771
Brisbane Inner City	2016	35-44	37802
Brisbane Inner City	2016	45-54	31800
Brisbane Inner City	2016	55-64	22992
Brisbane Inner City	2016	65-74	14081
Brisbane Inner City	2016	75-84	6469
Brisbane Inner City	2016	85+	3291
Cairns	2006	15-19	13178
Cairns	2006	20-24	11627
Cairns	2006	25-34	27130
Cairns	2006	35-44	31782
Cairns	2006	45-54	30097
Cairns	2006	55-64	22832
Cairns	2006	65-74	12607
Cairns	2006	75-84	7201
Cairns	2006	85+	2321
Cairns	2011	15-19	14752
Cairns	2011	20-24	12270
Cairns	2011	25-34	28018
Cairns	2011	35-44	33224
Cairns	2011	45-54	33258
Cairns	2011	55-64	27525
Cairns	2011	65-74	16529
Cairns	2011	75-84	8075
Cairns	2011	85+	2871
Cairns	2016	15-19	14457
Cairns	2016	20-24	13106
Cairns	2016	25-34	30090
Cairns	2016	35-44	32035
Cairns	2016	45-54	34573
Cairns	2016	55-64	31700
Cairns	2016	65-74	22538
Cairns	2016	75-84	10311
Cairns	2016	85+	3722
Darling Downs - Maranoa	2006	15-19	7232
Darling Downs - Maranoa	2006	20-24	5722
Darling Downs - Maranoa	2006	25-34	12735
Darling Downs - Maranoa	2006	35-44	15928
Darling Downs - Maranoa	2006	45-54	16058
Darling Downs - Maranoa	2006	55-64	14237
Darling Downs - Maranoa	2006	65-74	9409
Darling Downs - Maranoa	2006	75-84	5417
Darling Downs - Maranoa	2006	85+	1879
Darling Downs - Maranoa	2011	15-19	7773
Darling Downs - Maranoa	2011	20-24	6043
Darling Downs - Maranoa	2011	25-34	13038
Darling Downs - Maranoa	2011	35-44	15981
Darling Downs - Maranoa	2011	45-54	16764
Darling Downs - Maranoa	2011	55-64	15806
Darling Downs - Maranoa	2011	65-74	11416
Darling Downs - Maranoa	2011	75-84	6120
Darling Downs - Maranoa	2011	85+	2230
Darling Downs - Maranoa	2016	15-19	7607
Darling Downs - Maranoa	2016	20-24	6530
Darling Downs - Maranoa	2016	25-34	13850
Darling Downs - Maranoa	2016	35-44	14588
Darling Downs - Maranoa	2016	45-54	16907
Darling Downs - Maranoa	2016	55-64	16900
Darling Downs - Maranoa	2016	65-74	14013
Darling Downs - Maranoa	2016	75-84	7311
Darling Downs - Maranoa	2016	85+	2685
Central Queensland	2006	15-19	13956
Central Queensland	2006	20-24	12550
Central Queensland	2006	25-34	25124
Central Queensland	2006	35-44	28865
Central Queensland	2006	45-54	27641
Central Queensland	2006	55-64	20102
Central Queensland	2006	65-74	12037
Central Queensland	2006	75-84	6885
Central Queensland	2006	85+	2225
Central Queensland	2011	15-19	14891
Central Queensland	2011	20-24	13276
Central Queensland	2011	25-34	28404
Central Queensland	2011	35-44	29626
Central Queensland	2011	45-54	30397
Central Queensland	2011	55-64	23689
Central Queensland	2011	65-74	14062
Central Queensland	2011	75-84	7588
Central Queensland	2011	85+	2529
Central Queensland	2016	15-19	14123
Central Queensland	2016	20-24	13476
Central Queensland	2016	25-34	30046
Central Queensland	2016	35-44	29052
Central Queensland	2016	45-54	30962
Central Queensland	2016	55-64	26615
Central Queensland	2016	65-74	16999
Central Queensland	2016	75-84	8700
Central Queensland	2016	85+	3161
Gold Coast	2006	15-19	29224
Gold Coast	2006	20-24	30743
Gold Coast	2006	25-34	61030
Gold Coast	2006	35-44	65254
Gold Coast	2006	45-54	60965
Gold Coast	2006	55-64	53547
Gold Coast	2006	65-74	33113
Gold Coast	2006	75-84	22740
Gold Coast	2006	85+	7405
Gold Coast	2011	15-19	32805
Gold Coast	2011	20-24	34900
Gold Coast	2011	25-34	69396
Gold Coast	2011	35-44	74040
Gold Coast	2011	45-54	68679
Gold Coast	2011	55-64	59934
Gold Coast	2011	65-74	41148
Gold Coast	2011	75-84	22895
Gold Coast	2011	85+	9466
Gold Coast	2016	15-19	35031
Gold Coast	2016	20-24	37774
Gold Coast	2016	25-34	77481
Gold Coast	2016	35-44	78423
Gold Coast	2016	45-54	77318
Gold Coast	2016	55-64	66311
Gold Coast	2016	65-74	54729
Gold Coast	2016	75-84	27614
Gold Coast	2016	85+	11859
Ipswich	2006	15-19	17537
Ipswich	2006	20-24	15906
Ipswich	2006	25-34	32472
Ipswich	2006	35-44	36863
Ipswich	2006	45-54	31887
Ipswich	2006	55-64	24503
Ipswich	2006	65-74	14296
Ipswich	2006	75-84	8386
Ipswich	2006	85+	2813
Ipswich	2011	15-19	20687
Ipswich	2011	20-24	19169
Ipswich	2011	25-34	39618
Ipswich	2011	35-44	40828
Ipswich	2011	45-54	37067
Ipswich	2011	55-64	28759
Ipswich	2011	65-74	17856
Ipswich	2011	75-84	9170
Ipswich	2011	85+	3383
Ipswich	2016	15-19	22040
Ipswich	2016	20-24	22352
Ipswich	2016	25-34	47373
Ipswich	2016	35-44	43836
Ipswich	2016	45-54	42017
Ipswich	2016	55-64	33882
Ipswich	2016	65-74	23230
Ipswich	2016	75-84	11449
Ipswich	2016	85+	4113
Logan - Beaudesert	2006	15-19	20931
Logan - Beaudesert	2006	20-24	18271
Logan - Beaudesert	2006	25-34	35717
Logan - Beaudesert	2006	35-44	38817
Logan - Beaudesert	2006	45-54	36082
Logan - Beaudesert	2006	55-64	27939
Logan - Beaudesert	2006	65-74	12745
Logan - Beaudesert	2006	75-84	6499
Logan - Beaudesert	2006	85+	2008
Logan - Beaudesert	2011	15-19	22528
Logan - Beaudesert	2011	20-24	20155
Logan - Beaudesert	2011	25-34	40116
Logan - Beaudesert	2011	35-44	41604
Logan - Beaudesert	2011	45-54	38249
Logan - Beaudesert	2011	55-64	32121
Logan - Beaudesert	2011	65-74	17788
Logan - Beaudesert	2011	75-84	7810
Logan - Beaudesert	2011	85+	2774
Logan - Beaudesert	2016	15-19	22321
Logan - Beaudesert	2016	20-24	21741
Logan - Beaudesert	2016	25-34	44097
Logan - Beaudesert	2016	35-44	42990
Logan - Beaudesert	2016	45-54	40948
Logan - Beaudesert	2016	55-64	34791
Logan - Beaudesert	2016	65-74	25090
Logan - Beaudesert	2016	75-84	10337
Logan - Beaudesert	2016	85+	3680
Mackay - Isaac - Whitsunday	2006	15-19	9873
Mackay - Isaac - Whitsunday	2006	20-24	9896
Mackay - Isaac - Whitsunday	2006	25-34	20829
Mackay - Isaac - Whitsunday	2006	35-44	23833
Mackay - Isaac - Whitsunday	2006	45-54	22350
Mackay - Isaac - Whitsunday	2006	55-64	15772
Mackay - Isaac - Whitsunday	2006	65-74	8422
Mackay - Isaac - Whitsunday	2006	75-84	4881
Mackay - Isaac - Whitsunday	2006	85+	1485
Mackay - Isaac - Whitsunday	2011	15-19	10696
Mackay - Isaac - Whitsunday	2011	20-24	10929
Mackay - Isaac - Whitsunday	2011	25-34	24506
Mackay - Isaac - Whitsunday	2011	35-44	25050
Mackay - Isaac - Whitsunday	2011	45-54	25001
Mackay - Isaac - Whitsunday	2011	55-64	18337
Mackay - Isaac - Whitsunday	2011	65-74	9890
Mackay - Isaac - Whitsunday	2011	75-84	5159
Mackay - Isaac - Whitsunday	2011	85+	1690
Mackay - Isaac - Whitsunday	2016	15-19	9955
Mackay - Isaac - Whitsunday	2016	20-24	10115
Mackay - Isaac - Whitsunday	2016	25-34	24705
Mackay - Isaac - Whitsunday	2016	35-44	23252
Mackay - Isaac - Whitsunday	2016	45-54	24347
Mackay - Isaac - Whitsunday	2016	55-64	20965
Mackay - Isaac - Whitsunday	2016	65-74	12926
Mackay - Isaac - Whitsunday	2016	75-84	6078
Mackay - Isaac - Whitsunday	2016	85+	2162
Moreton Bay - North	2006	15-19	13056
Moreton Bay - North	2006	20-24	10345
Moreton Bay - North	2006	25-34	20776
Moreton Bay - North	2006	35-44	26297
Moreton Bay - North	2006	45-54	25323
Moreton Bay - North	2006	55-64	23383
Moreton Bay - North	2006	65-74	15496
Moreton Bay - North	2006	75-84	10079
Moreton Bay - North	2006	85+	3195
Moreton Bay - North	2011	15-19	15064
Moreton Bay - North	2011	20-24	12275
Moreton Bay - North	2011	25-34	24336
Moreton Bay - North	2011	35-44	29144
Moreton Bay - North	2011	45-54	28480
Moreton Bay - North	2011	55-64	27027
Moreton Bay - North	2011	65-74	19636
Moreton Bay - North	2011	75-84	10881
Moreton Bay - North	2011	85+	4001
Moreton Bay - North	2016	15-19	14947
Moreton Bay - North	2016	20-24	13644
Moreton Bay - North	2016	25-34	26424
Moreton Bay - North	2016	35-44	28922
Moreton Bay - North	2016	45-54	31653
Moreton Bay - North	2016	55-64	29763
Moreton Bay - North	2016	65-74	26616
Moreton Bay - North	2016	75-84	13265
Moreton Bay - North	2016	85+	5282
Moreton Bay - South	2006	15-19	10407
Moreton Bay - South	2006	20-24	8071
Moreton Bay - South	2006	25-34	19358
Moreton Bay - South	2006	35-44	23359
Moreton Bay - South	2006	45-54	19950
Moreton Bay - South	2006	55-64	15284
Moreton Bay - South	2006	65-74	6288
Moreton Bay - South	2006	75-84	3328
Moreton Bay - South	2006	85+	1145
Moreton Bay - South	2011	15-19	12227
Moreton Bay - South	2011	20-24	10162
Moreton Bay - South	2011	25-34	21952
Moreton Bay - South	2011	35-44	27330
Moreton Bay - South	2011	45-54	23214
Moreton Bay - South	2011	55-64	18059
Moreton Bay - South	2011	65-74	9694
Moreton Bay - South	2011	75-84	4084
Moreton Bay - South	2011	85+	1653
Moreton Bay - South	2016	15-19	12975
Moreton Bay - South	2016	20-24	12320
Moreton Bay - South	2016	25-34	26275
Moreton Bay - South	2016	35-44	29382
Moreton Bay - South	2016	45-54	26944
Moreton Bay - South	2016	55-64	20170
Moreton Bay - South	2016	65-74	14554
Moreton Bay - South	2016	75-84	5577
Moreton Bay - South	2016	85+	2169
Queensland - Outback	2006	15-19	5067
Queensland - Outback	2006	20-24	5608
Queensland - Outback	2006	25-34	11704
Queensland - Outback	2006	35-44	11833
Queensland - Outback	2006	45-54	10280
Queensland - Outback	2006	55-64	7496
Queensland - Outback	2006	65-74	3808
Queensland - Outback	2006	75-84	1952
Queensland - Outback	2006	85+	510
Queensland - Outback	2011	15-19	5250
Queensland - Outback	2011	20-24	5934
Queensland - Outback	2011	25-34	12543
Queensland - Outback	2011	35-44	11854
Queensland - Outback	2011	45-54	11351
Queensland - Outback	2011	55-64	8552
Queensland - Outback	2011	65-74	4659
Queensland - Outback	2011	75-84	2073
Queensland - Outback	2011	85+	547
Queensland - Outback	2016	15-19	4799
Queensland - Outback	2016	20-24	5607
Queensland - Outback	2016	25-34	12140
Queensland - Outback	2016	35-44	10202
Queensland - Outback	2016	45-54	10707
Queensland - Outback	2016	55-64	9231
Queensland - Outback	2016	65-74	5489
Queensland - Outback	2016	75-84	2197
Queensland - Outback	2016	85+	663
Sunshine Coast	2006	15-19	18043
Sunshine Coast	2006	20-24	13910
Sunshine Coast	2006	25-34	29132
Sunshine Coast	2006	35-44	39293
Sunshine Coast	2006	45-54	40488
Sunshine Coast	2006	55-64	35777
Sunshine Coast	2006	65-74	24668
Sunshine Coast	2006	75-84	15935
Sunshine Coast	2006	85+	5103
Sunshine Coast	2011	15-19	19491
Sunshine Coast	2011	20-24	14797
Sunshine Coast	2011	25-34	30475
Sunshine Coast	2011	35-44	42046
Sunshine Coast	2011	45-54	44664
Sunshine Coast	2011	55-64	41535
Sunshine Coast	2011	65-74	31096
Sunshine Coast	2011	75-84	17703
Sunshine Coast	2011	85+	7030
Sunshine Coast	2016	15-19	20537
Sunshine Coast	2016	20-24	17161
Sunshine Coast	2016	25-34	35083
Sunshine Coast	2016	35-44	43230
Sunshine Coast	2016	45-54	49081
Sunshine Coast	2016	55-64	47115
Sunshine Coast	2016	65-74	41517
Sunshine Coast	2016	75-84	21891
Sunshine Coast	2016	85+	9082
Toowoomba	2006	15-19	10370
Toowoomba	2006	20-24	9499
Toowoomba	2006	25-34	15678
Toowoomba	2006	35-44	17556
Toowoomba	2006	45-54	17210
Toowoomba	2006	55-64	13693
Toowoomba	2006	65-74	9024
Toowoomba	2006	75-84	6338
Toowoomba	2006	85+	2239
Toowoomba	2011	15-19	10621
Toowoomba	2011	20-24	9267
Toowoomba	2011	25-34	17217
Toowoomba	2011	35-44	18168
Toowoomba	2011	45-54	18464
Toowoomba	2011	55-64	15684
Toowoomba	2011	65-74	11024
Toowoomba	2011	75-84	6891
Toowoomba	2011	85+	2757
Toowoomba	2016	15-19	10243
Toowoomba	2016	20-24	10112
Toowoomba	2016	25-34	19438
Toowoomba	2016	35-44	17921
Toowoomba	2016	45-54	18886
Toowoomba	2016	55-64	17456
Toowoomba	2016	65-74	13880
Toowoomba	2016	75-84	7870
Toowoomba	2016	85+	3431
Townsville	2006	15-19	14902
Townsville	2006	20-24	15096
Townsville	2006	25-34	27519
Townsville	2006	35-44	28620
Townsville	2006	45-54	26524
Townsville	2006	55-64	19926
Townsville	2006	65-74	11632
Townsville	2006	75-84	7197
Townsville	2006	85+	2294
Townsville	2011	15-19	16595
Townsville	2011	20-24	16599
Townsville	2011	25-34	30134
Townsville	2011	35-44	30746
Townsville	2011	45-54	29511
Townsville	2011	55-64	23659
Townsville	2011	65-74	14196
Townsville	2011	75-84	7722
Townsville	2011	85+	2758
Townsville	2016	15-19	16050
Townsville	2016	20-24	17890
Townsville	2016	25-34	31772
Townsville	2016	35-44	29533
Townsville	2016	45-54	30186
Townsville	2016	55-64	26487
Townsville	2016	65-74	18684
Townsville	2016	75-84	9253
Townsville	2016	85+	3396
Wide Bay	2006	15-19	15645
Wide Bay	2006	20-24	11402
Wide Bay	2006	25-34	23898
Wide Bay	2006	35-44	32606
Wide Bay	2006	45-54	35306
Wide Bay	2006	55-64	35603
Wide Bay	2006	65-74	24925
Wide Bay	2006	75-84	14213
Wide Bay	2006	85+	4500
Wide Bay	2011	15-19	17172
Wide Bay	2011	20-24	12054
Wide Bay	2011	25-34	25000
Wide Bay	2011	35-44	32829
Wide Bay	2011	45-54	37875
Wide Bay	2011	55-64	40100
Wide Bay	2011	65-74	32190
Wide Bay	2011	75-84	16371
Wide Bay	2011	85+	5573
Wide Bay	2016	15-19	16492
Wide Bay	2016	20-24	13195
Wide Bay	2016	25-34	26563
Wide Bay	2016	35-44	30467
Wide Bay	2016	45-54	37987
Wide Bay	2016	55-64	42907
Wide Bay	2016	65-74	41675
Wide Bay	2016	75-84	20703
Wide Bay	2016	85+	6953
Migratory - Offshore - Shipping (Qld)	2006	15-19	3
Migratory - Offshore - Shipping (Qld)	2006	20-24	12
Migratory - Offshore - Shipping (Qld)	2006	25-34	16
Migratory - Offshore - Shipping (Qld)	2006	35-44	15
Migratory - Offshore - Shipping (Qld)	2006	45-54	24
Migratory - Offshore - Shipping (Qld)	2006	55-64	23
Migratory - Offshore - Shipping (Qld)	2006	65-74	8
Migratory - Offshore - Shipping (Qld)	2006	75-84	0
Migratory - Offshore - Shipping (Qld)	2006	85+	0
Migratory - Offshore - Shipping (Qld)	2011	15-19	18
Migratory - Offshore - Shipping (Qld)	2011	20-24	56
Migratory - Offshore - Shipping (Qld)	2011	25-34	66
Migratory - Offshore - Shipping (Qld)	2011	35-44	59
Migratory - Offshore - Shipping (Qld)	2011	45-54	79
Migratory - Offshore - Shipping (Qld)	2011	55-64	70
Migratory - Offshore - Shipping (Qld)	2011	65-74	57
Migratory - Offshore - Shipping (Qld)	2011	75-84	42
Migratory - Offshore - Shipping (Qld)	2011	85+	6
Migratory - Offshore - Shipping (Qld)	2016	15-19	11
Migratory - Offshore - Shipping (Qld)	2016	20-24	11
Migratory - Offshore - Shipping (Qld)	2016	25-34	11
Migratory - Offshore - Shipping (Qld)	2016	35-44	14
Migratory - Offshore - Shipping (Qld)	2016	45-54	24
Migratory - Offshore - Shipping (Qld)	2016	55-64	30
Migratory - Offshore - Shipping (Qld)	2016	65-74	33
Migratory - Offshore - Shipping (Qld)	2016	75-84	16
Migratory - Offshore - Shipping (Qld)	2016	85+	4
No usual address (Qld)	2006	15-19	535
No usual address (Qld)	2006	20-24	1295
No usual address (Qld)	2006	25-34	2209
No usual address (Qld)	2006	35-44	1706
No usual address (Qld)	2006	45-54	1918
No usual address (Qld)	2006	55-64	2473
No usual address (Qld)	2006	65-74	1162
No usual address (Qld)	2006	75-84	209
No usual address (Qld)	2006	85+	67
No usual address (Qld)	2011	15-19	520
No usual address (Qld)	2011	20-24	1119
No usual address (Qld)	2011	25-34	2100
No usual address (Qld)	2011	35-44	1555
No usual address (Qld)	2011	45-54	1711
No usual address (Qld)	2011	55-64	2644
No usual address (Qld)	2011	65-74	1483
No usual address (Qld)	2011	75-84	292
No usual address (Qld)	2011	85+	51
No usual address (Qld)	2016	15-19	408
No usual address (Qld)	2016	20-24	1133
No usual address (Qld)	2016	25-34	2293
No usual address (Qld)	2016	35-44	1485
No usual address (Qld)	2016	45-54	1663
No usual address (Qld)	2016	55-64	2373
No usual address (Qld)	2016	65-74	1916
No usual address (Qld)	2016	75-84	381
No usual address (Qld)	2016	85+	44
Adelaide - Central and Hills	2006	15-19	18362
Adelaide - Central and Hills	2006	20-24	20642
Adelaide - Central and Hills	2006	25-34	33307
Adelaide - Central and Hills	2006	35-44	38209
Adelaide - Central and Hills	2006	45-54	38250
Adelaide - Central and Hills	2006	55-64	31052
Adelaide - Central and Hills	2006	65-74	19179
Adelaide - Central and Hills	2006	75-84	15474
Adelaide - Central and Hills	2006	85+	6890
Adelaide - Central and Hills	2011	15-19	17978
Adelaide - Central and Hills	2011	20-24	21938
Adelaide - Central and Hills	2011	25-34	34953
Adelaide - Central and Hills	2011	35-44	37999
Adelaide - Central and Hills	2011	45-54	39198
Adelaide - Central and Hills	2011	55-64	34525
Adelaide - Central and Hills	2011	65-74	22498
Adelaide - Central and Hills	2011	75-84	14961
Adelaide - Central and Hills	2011	85+	7832
Adelaide - Central and Hills	2016	15-19	18457
Adelaide - Central and Hills	2016	20-24	21737
Adelaide - Central and Hills	2016	25-34	37009
Adelaide - Central and Hills	2016	35-44	36493
Adelaide - Central and Hills	2016	45-54	39720
Adelaide - Central and Hills	2016	55-64	36035
Adelaide - Central and Hills	2016	65-74	28522
Adelaide - Central and Hills	2016	75-84	16278
Adelaide - Central and Hills	2016	85+	8740
Adelaide - North	2006	15-19	25481
Adelaide - North	2006	20-24	25908
Adelaide - North	2006	25-34	48636
Adelaide - North	2006	35-44	54611
Adelaide - North	2006	45-54	49474
Adelaide - North	2006	55-64	39192
Adelaide - North	2006	65-74	24779
Adelaide - North	2006	75-84	16130
Adelaide - North	2006	85+	4635
Adelaide - North	2011	15-19	27233
Adelaide - North	2011	20-24	27585
Adelaide - North	2011	25-34	55692
Adelaide - North	2011	35-44	54683
Adelaide - North	2011	45-54	53372
Adelaide - North	2011	55-64	43639
Adelaide - North	2011	65-74	28435
Adelaide - North	2011	75-84	17412
Adelaide - North	2011	85+	6288
Adelaide - North	2016	15-19	26529
Adelaide - North	2016	20-24	29231
Adelaide - North	2016	25-34	62668
Adelaide - North	2016	35-44	55594
Adelaide - North	2016	45-54	55481
Adelaide - North	2016	55-64	47656
Adelaide - North	2016	65-74	35537
Adelaide - North	2016	75-84	19694
Adelaide - North	2016	85+	7927
Adelaide - South	2006	15-19	22443
Adelaide - South	2006	20-24	21872
Adelaide - South	2006	25-34	39075
Adelaide - South	2006	35-44	45297
Adelaide - South	2006	45-54	48291
Adelaide - South	2006	55-64	38761
Adelaide - South	2006	65-74	23005
Adelaide - South	2006	75-84	19714
Adelaide - South	2006	85+	7058
Adelaide - South	2011	15-19	22373
Adelaide - South	2011	20-24	22326
Adelaide - South	2011	25-34	42605
Adelaide - South	2011	35-44	45749
Adelaide - South	2011	45-54	48246
Adelaide - South	2011	55-64	44264
Adelaide - South	2011	65-74	27270
Adelaide - South	2011	75-84	18241
Adelaide - South	2011	85+	8918
Adelaide - South	2016	15-19	21523
Adelaide - South	2016	20-24	22584
Adelaide - South	2016	25-34	44796
Adelaide - South	2016	35-44	45692
Adelaide - South	2016	45-54	47463
Adelaide - South	2016	55-64	46124
Adelaide - South	2016	65-74	36251
Adelaide - South	2016	75-84	19050
Adelaide - South	2016	85+	10136
Adelaide - West	2006	15-19	12116
Adelaide - West	2006	20-24	14214
Adelaide - West	2006	25-34	26844
Adelaide - West	2006	35-44	30274
Adelaide - West	2006	45-54	28535
Adelaide - West	2006	55-64	22607
Adelaide - West	2006	65-74	17022
Adelaide - West	2006	75-84	15493
Adelaide - West	2006	85+	5245
Adelaide - West	2011	15-19	12742
Adelaide - West	2011	20-24	15452
Adelaide - West	2011	25-34	30663
Adelaide - West	2011	35-44	30502
Adelaide - West	2011	45-54	30238
Adelaide - West	2011	55-64	24973
Adelaide - West	2011	65-74	17348
Adelaide - West	2011	75-84	13840
Adelaide - West	2011	85+	6625
Adelaide - West	2016	15-19	12870
Adelaide - West	2016	20-24	15981
Adelaide - West	2016	25-34	33822
Adelaide - West	2016	35-44	29477
Adelaide - West	2016	45-54	31408
Adelaide - West	2016	55-64	27905
Adelaide - West	2016	65-74	20509
Adelaide - West	2016	75-84	13477
Adelaide - West	2016	85+	7369
Barossa - Yorke - Mid North	2006	15-19	6401
Barossa - Yorke - Mid North	2006	20-24	4270
Barossa - Yorke - Mid North	2006	25-34	9518
Barossa - Yorke - Mid North	2006	35-44	14109
Barossa - Yorke - Mid North	2006	45-54	15549
Barossa - Yorke - Mid North	2006	55-64	14126
Barossa - Yorke - Mid North	2006	65-74	9776
Barossa - Yorke - Mid North	2006	75-84	6601
Barossa - Yorke - Mid North	2006	85+	2313
Barossa - Yorke - Mid North	2011	15-19	6439
Barossa - Yorke - Mid North	2011	20-24	4623
Barossa - Yorke - Mid North	2011	25-34	9723
Barossa - Yorke - Mid North	2011	35-44	12915
Barossa - Yorke - Mid North	2011	45-54	15808
Barossa - Yorke - Mid North	2011	55-64	15843
Barossa - Yorke - Mid North	2011	65-74	11626
Barossa - Yorke - Mid North	2011	75-84	6824
Barossa - Yorke - Mid North	2011	85+	2772
Barossa - Yorke - Mid North	2016	15-19	6253
Barossa - Yorke - Mid North	2016	20-24	4809
Barossa - Yorke - Mid North	2016	25-34	10316
Barossa - Yorke - Mid North	2016	35-44	11700
Barossa - Yorke - Mid North	2016	45-54	15377
Barossa - Yorke - Mid North	2016	55-64	17408
Barossa - Yorke - Mid North	2016	65-74	14729
Barossa - Yorke - Mid North	2016	75-84	7528
Barossa - Yorke - Mid North	2016	85+	3207
South Australia - Outback	2006	15-19	5327
South Australia - Outback	2006	20-24	4787
South Australia - Outback	2006	25-34	10204
South Australia - Outback	2006	35-44	12229
South Australia - Outback	2006	45-54	11658
South Australia - Outback	2006	55-64	9391
South Australia - Outback	2006	65-74	5799
South Australia - Outback	2006	75-84	3527
South Australia - Outback	2006	85+	1117
South Australia - Outback	2011	15-19	5406
South Australia - Outback	2011	20-24	5169
South Australia - Outback	2011	25-34	10586
South Australia - Outback	2011	35-44	11773
South Australia - Outback	2011	45-54	12327
South Australia - Outback	2011	55-64	10244
South Australia - Outback	2011	65-74	6788
South Australia - Outback	2011	75-84	3700
South Australia - Outback	2011	85+	1324
South Australia - Outback	2016	15-19	4551
South Australia - Outback	2016	20-24	4653
South Australia - Outback	2016	25-34	10728
South Australia - Outback	2016	35-44	9941
South Australia - Outback	2016	45-54	11794
South Australia - Outback	2016	55-64	11181
South Australia - Outback	2016	65-74	8114
South Australia - Outback	2016	75-84	4128
South Australia - Outback	2016	85+	1644
South Australia - South East	2006	15-19	10465
South Australia - South East	2006	20-24	8115
South Australia - South East	2006	25-34	17633
South Australia - South East	2006	35-44	23894
South Australia - South East	2006	45-54	24786
South Australia - South East	2006	55-64	22335
South Australia - South East	2006	65-74	15391
South Australia - South East	2006	75-84	10454
South Australia - South East	2006	85+	3312
South Australia - South East	2011	15-19	10943
South Australia - South East	2011	20-24	8200
South Australia - South East	2011	25-34	17509
South Australia - South East	2011	35-44	22273
South Australia - South East	2011	45-54	25299
South Australia - South East	2011	55-64	25689
South Australia - South East	2011	65-74	19005
South Australia - South East	2011	75-84	11125
South Australia - South East	2011	85+	4322
South Australia - South East	2016	15-19	10326
South Australia - South East	2016	20-24	8728
South Australia - South East	2016	25-34	18205
South Australia - South East	2016	35-44	20150
South Australia - South East	2016	45-54	25158
South Australia - South East	2016	55-64	27200
South Australia - South East	2016	65-74	24917
South Australia - South East	2016	75-84	13044
South Australia - South East	2016	85+	5433
Migratory - Offshore - Shipping (SA)	2006	15-19	0
Migratory - Offshore - Shipping (SA)	2006	20-24	0
Migratory - Offshore - Shipping (SA)	2006	25-34	4
Migratory - Offshore - Shipping (SA)	2006	35-44	0
Migratory - Offshore - Shipping (SA)	2006	45-54	0
Migratory - Offshore - Shipping (SA)	2006	55-64	0
Migratory - Offshore - Shipping (SA)	2006	65-74	0
Migratory - Offshore - Shipping (SA)	2006	75-84	0
Migratory - Offshore - Shipping (SA)	2006	85+	0
Migratory - Offshore - Shipping (SA)	2011	15-19	0
Migratory - Offshore - Shipping (SA)	2011	20-24	0
Migratory - Offshore - Shipping (SA)	2011	25-34	3
Migratory - Offshore - Shipping (SA)	2011	35-44	3
Migratory - Offshore - Shipping (SA)	2011	45-54	0
Migratory - Offshore - Shipping (SA)	2011	55-64	0
Migratory - Offshore - Shipping (SA)	2011	65-74	0
Migratory - Offshore - Shipping (SA)	2011	75-84	0
Migratory - Offshore - Shipping (SA)	2011	85+	0
Migratory - Offshore - Shipping (SA)	2016	15-19	0
Migratory - Offshore - Shipping (SA)	2016	20-24	0
Migratory - Offshore - Shipping (SA)	2016	25-34	0
Migratory - Offshore - Shipping (SA)	2016	35-44	0
Migratory - Offshore - Shipping (SA)	2016	45-54	0
Migratory - Offshore - Shipping (SA)	2016	55-64	3
Migratory - Offshore - Shipping (SA)	2016	65-74	0
