SA4_NAME16	Year	Age5yr	MaritalStatus	Sex	persons
Sydney - Outer West and Blue Mountains	2011	85+	Separated	M	15
Sydney - Outer West and Blue Mountains	2011	85+	Widowed	F	2125
Sydney - Outer West and Blue Mountains	2011	85+	Widowed	M	495
Sydney - Outer West and Blue Mountains	2016	15-19	Divorced	F	10
Sydney - Outer West and Blue Mountains	2016	15-19	Divorced	M	4
Sydney - Outer West and Blue Mountains	2016	15-19	Married	F	19
Sydney - Outer West and Blue Mountains	2016	15-19	Married	M	27
Sydney - Outer West and Blue Mountains	2016	15-19	Never married	F	9782
Sydney - Outer West and Blue Mountains	2016	15-19	Never married	M	10333
Sydney - Outer West and Blue Mountains	2016	15-19	Separated	F	0
Sydney - Outer West and Blue Mountains	2016	15-19	Separated	M	4
Sydney - Outer West and Blue Mountains	2016	15-19	Widowed	F	0
Sydney - Outer West and Blue Mountains	2016	15-19	Widowed	M	0
Sydney - Outer West and Blue Mountains	2016	20-24	Divorced	F	12
Sydney - Outer West and Blue Mountains	2016	20-24	Divorced	M	8
Sydney - Outer West and Blue Mountains	2016	20-24	Married	F	713
Sydney - Outer West and Blue Mountains	2016	20-24	Married	M	368
Sydney - Outer West and Blue Mountains	2016	20-24	Never married	F	9239
Sydney - Outer West and Blue Mountains	2016	20-24	Never married	M	9880
Sydney - Outer West and Blue Mountains	2016	20-24	Separated	F	43
Sydney - Outer West and Blue Mountains	2016	20-24	Separated	M	15
Sydney - Outer West and Blue Mountains	2016	20-24	Widowed	F	9
Sydney - Outer West and Blue Mountains	2016	20-24	Widowed	M	7
Sydney - Outer West and Blue Mountains	2016	25-29	Divorced	F	171
Sydney - Outer West and Blue Mountains	2016	25-29	Divorced	M	97
Sydney - Outer West and Blue Mountains	2016	25-29	Married	F	3687
Sydney - Outer West and Blue Mountains	2016	25-29	Married	M	2541
Sydney - Outer West and Blue Mountains	2016	25-29	Never married	F	6512
Sydney - Outer West and Blue Mountains	2016	25-29	Never married	M	7410
Sydney - Outer West and Blue Mountains	2016	25-29	Separated	F	237
Sydney - Outer West and Blue Mountains	2016	25-29	Separated	M	123
Sydney - Outer West and Blue Mountains	2016	25-29	Widowed	F	15
Sydney - Outer West and Blue Mountains	2016	25-29	Widowed	M	11
Sydney - Outer West and Blue Mountains	2016	30-34	Divorced	F	437
Sydney - Outer West and Blue Mountains	2016	30-34	Divorced	M	266
Sydney - Outer West and Blue Mountains	2016	30-34	Married	F	6094
Sydney - Outer West and Blue Mountains	2016	30-34	Married	M	5291
Sydney - Outer West and Blue Mountains	2016	30-34	Never married	F	3909
Sydney - Outer West and Blue Mountains	2016	30-34	Never married	M	4569
Sydney - Outer West and Blue Mountains	2016	30-34	Separated	F	439
Sydney - Outer West and Blue Mountains	2016	30-34	Separated	M	254
Sydney - Outer West and Blue Mountains	2016	30-34	Widowed	F	31
Sydney - Outer West and Blue Mountains	2016	30-34	Widowed	M	8
Sydney - Outer West and Blue Mountains	2016	35-39	Divorced	F	734
Sydney - Outer West and Blue Mountains	2016	35-39	Divorced	M	476
Sydney - Outer West and Blue Mountains	2016	35-39	Married	F	6314
Sydney - Outer West and Blue Mountains	2016	35-39	Married	M	5952
Sydney - Outer West and Blue Mountains	2016	35-39	Never married	F	2751
Sydney - Outer West and Blue Mountains	2016	35-39	Never married	M	3195
Sydney - Outer West and Blue Mountains	2016	35-39	Separated	F	537
Sydney - Outer West and Blue Mountains	2016	35-39	Separated	M	371
Sydney - Outer West and Blue Mountains	2016	35-39	Widowed	F	46
Sydney - Outer West and Blue Mountains	2016	35-39	Widowed	M	21
Sydney - Outer West and Blue Mountains	2016	40-44	Divorced	F	1255
Sydney - Outer West and Blue Mountains	2016	40-44	Divorced	M	849
Sydney - Outer West and Blue Mountains	2016	40-44	Married	F	6393
Sydney - Outer West and Blue Mountains	2016	40-44	Married	M	6275
Sydney - Outer West and Blue Mountains	2016	40-44	Never married	F	2341
Sydney - Outer West and Blue Mountains	2016	40-44	Never married	M	2622
Sydney - Outer West and Blue Mountains	2016	40-44	Separated	F	640
Sydney - Outer West and Blue Mountains	2016	40-44	Separated	M	485
Sydney - Outer West and Blue Mountains	2016	40-44	Widowed	F	84
Sydney - Outer West and Blue Mountains	2016	40-44	Widowed	M	29
Sydney - Outer West and Blue Mountains	2016	45-49	Divorced	F	1634
Sydney - Outer West and Blue Mountains	2016	45-49	Divorced	M	1095
Sydney - Outer West and Blue Mountains	2016	45-49	Married	F	6288
Sydney - Outer West and Blue Mountains	2016	45-49	Married	M	6047
Sydney - Outer West and Blue Mountains	2016	45-49	Never married	F	1765
Sydney - Outer West and Blue Mountains	2016	45-49	Never married	M	2195
Sydney - Outer West and Blue Mountains	2016	45-49	Separated	F	727
Sydney - Outer West and Blue Mountains	2016	45-49	Separated	M	546
Sydney - Outer West and Blue Mountains	2016	45-49	Widowed	F	188
Sydney - Outer West and Blue Mountains	2016	45-49	Widowed	M	54
Sydney - Outer West and Blue Mountains	2016	50-54	Divorced	F	1903
Sydney - Outer West and Blue Mountains	2016	50-54	Divorced	M	1234
Sydney - Outer West and Blue Mountains	2016	50-54	Married	F	6127
Sydney - Outer West and Blue Mountains	2016	50-54	Married	M	6022
Sydney - Outer West and Blue Mountains	2016	50-54	Never married	F	1425
Sydney - Outer West and Blue Mountains	2016	50-54	Never married	M	1721
Sydney - Outer West and Blue Mountains	2016	50-54	Separated	F	574
Sydney - Outer West and Blue Mountains	2016	50-54	Separated	M	500
Sydney - Outer West and Blue Mountains	2016	50-54	Widowed	F	267
Sydney - Outer West and Blue Mountains	2016	50-54	Widowed	M	85
Sydney - Outer West and Blue Mountains	2016	55-59	Divorced	F	2024
Sydney - Outer West and Blue Mountains	2016	55-59	Divorced	M	1377
Sydney - Outer West and Blue Mountains	2016	55-59	Married	F	6469
Sydney - Outer West and Blue Mountains	2016	55-59	Married	M	6199
Sydney - Outer West and Blue Mountains	2016	55-59	Never married	F	1053
Sydney - Outer West and Blue Mountains	2016	55-59	Never married	M	1253
Sydney - Outer West and Blue Mountains	2016	55-59	Separated	F	562
Sydney - Outer West and Blue Mountains	2016	55-59	Separated	M	501
Sydney - Outer West and Blue Mountains	2016	55-59	Widowed	F	471
Sydney - Outer West and Blue Mountains	2016	55-59	Widowed	M	153
Sydney - Outer West and Blue Mountains	2016	60-64	Divorced	F	1804
Sydney - Outer West and Blue Mountains	2016	60-64	Divorced	M	1248
Sydney - Outer West and Blue Mountains	2016	60-64	Married	F	5472
Sydney - Outer West and Blue Mountains	2016	60-64	Married	M	5950
Sydney - Outer West and Blue Mountains	2016	60-64	Never married	F	654
Sydney - Outer West and Blue Mountains	2016	60-64	Never married	M	838
Sydney - Outer West and Blue Mountains	2016	60-64	Separated	F	446
Sydney - Outer West and Blue Mountains	2016	60-64	Separated	M	387
Sydney - Outer West and Blue Mountains	2016	60-64	Widowed	F	719
Sydney - Outer West and Blue Mountains	2016	60-64	Widowed	M	218
Sydney - Outer West and Blue Mountains	2016	65-69	Divorced	F	1614
Sydney - Outer West and Blue Mountains	2016	65-69	Divorced	M	1088
Sydney - Outer West and Blue Mountains	2016	65-69	Married	F	4660
Sydney - Outer West and Blue Mountains	2016	65-69	Married	M	5375
Sydney - Outer West and Blue Mountains	2016	65-69	Never married	F	468
Sydney - Outer West and Blue Mountains	2016	65-69	Never married	M	552
Sydney - Outer West and Blue Mountains	2016	65-69	Separated	F	325
Sydney - Outer West and Blue Mountains	2016	65-69	Separated	M	337
Sydney - Outer West and Blue Mountains	2016	65-69	Widowed	F	1029
Sydney - Outer West and Blue Mountains	2016	65-69	Widowed	M	323
Sydney - Outer West and Blue Mountains	2016	70-74	Divorced	F	1031
Sydney - Outer West and Blue Mountains	2016	70-74	Divorced	M	640
Sydney - Outer West and Blue Mountains	2016	70-74	Married	F	2826
Sydney - Outer West and Blue Mountains	2016	70-74	Married	M	3576
Sydney - Outer West and Blue Mountains	2016	70-74	Never married	F	248
Sydney - Outer West and Blue Mountains	2016	70-74	Never married	M	331
Sydney - Outer West and Blue Mountains	2016	70-74	Separated	F	206
Sydney - Outer West and Blue Mountains	2016	70-74	Separated	M	202
Sydney - Outer West and Blue Mountains	2016	70-74	Widowed	F	1180
Sydney - Outer West and Blue Mountains	2016	70-74	Widowed	M	356
Sydney - Outer West and Blue Mountains	2016	75-79	Divorced	F	559
Sydney - Outer West and Blue Mountains	2016	75-79	Divorced	M	325
Sydney - Outer West and Blue Mountains	2016	75-79	Married	F	1645
Sydney - Outer West and Blue Mountains	2016	75-79	Married	M	2238
Sydney - Outer West and Blue Mountains	2016	75-79	Never married	F	188
Sydney - Outer West and Blue Mountains	2016	75-79	Never married	M	182
Sydney - Outer West and Blue Mountains	2016	75-79	Separated	F	88
Sydney - Outer West and Blue Mountains	2016	75-79	Separated	M	104
Sydney - Outer West and Blue Mountains	2016	75-79	Widowed	F	1334
Sydney - Outer West and Blue Mountains	2016	75-79	Widowed	M	358
Sydney - Outer West and Blue Mountains	2016	80-84	Divorced	F	322
Sydney - Outer West and Blue Mountains	2016	80-84	Divorced	M	171
Sydney - Outer West and Blue Mountains	2016	80-84	Married	F	817
Sydney - Outer West and Blue Mountains	2016	80-84	Married	M	1335
Sydney - Outer West and Blue Mountains	2016	80-84	Never married	F	101
Sydney - Outer West and Blue Mountains	2016	80-84	Never married	M	102
Sydney - Outer West and Blue Mountains	2016	80-84	Separated	F	50
Sydney - Outer West and Blue Mountains	2016	80-84	Separated	M	52
Sydney - Outer West and Blue Mountains	2016	80-84	Widowed	F	1428
Sydney - Outer West and Blue Mountains	2016	80-84	Widowed	M	335
Sydney - Outer West and Blue Mountains	2016	85+	Divorced	F	196
Sydney - Outer West and Blue Mountains	2016	85+	Divorced	M	81
Sydney - Outer West and Blue Mountains	2016	85+	Married	F	394
Sydney - Outer West and Blue Mountains	2016	85+	Married	M	765
Sydney - Outer West and Blue Mountains	2016	85+	Never married	F	122
Sydney - Outer West and Blue Mountains	2016	85+	Never married	M	75
Sydney - Outer West and Blue Mountains	2016	85+	Separated	F	18
Sydney - Outer West and Blue Mountains	2016	85+	Separated	M	29
Sydney - Outer West and Blue Mountains	2016	85+	Widowed	F	2287
Sydney - Outer West and Blue Mountains	2016	85+	Widowed	M	603
Sydney - Parramatta	2006	15-19	Divorced	F	9
Sydney - Parramatta	2006	15-19	Divorced	M	4
Sydney - Parramatta	2006	15-19	Married	F	222
Sydney - Parramatta	2006	15-19	Married	M	41
Sydney - Parramatta	2006	15-19	Never married	F	11250
Sydney - Parramatta	2006	15-19	Never married	M	12509
Sydney - Parramatta	2006	15-19	Separated	F	7
Sydney - Parramatta	2006	15-19	Separated	M	3
Sydney - Parramatta	2006	15-19	Widowed	F	4
Sydney - Parramatta	2006	15-19	Widowed	M	0
Sydney - Parramatta	2006	20-24	Divorced	F	62
Sydney - Parramatta	2006	20-24	Divorced	M	32
Sydney - Parramatta	2006	20-24	Married	F	2810
Sydney - Parramatta	2006	20-24	Married	M	1072
Sydney - Parramatta	2006	20-24	Never married	F	10441
Sydney - Parramatta	2006	20-24	Never married	M	13129
Sydney - Parramatta	2006	20-24	Separated	F	157
Sydney - Parramatta	2006	20-24	Separated	M	42
Sydney - Parramatta	2006	20-24	Widowed	F	14
Sydney - Parramatta	2006	20-24	Widowed	M	5
Sydney - Parramatta	2006	25-29	Divorced	F	319
Sydney - Parramatta	2006	25-29	Divorced	M	178
Sydney - Parramatta	2006	25-29	Married	F	7034
Sydney - Parramatta	2006	25-29	Married	M	5041
Sydney - Parramatta	2006	25-29	Never married	F	6528
Sydney - Parramatta	2006	25-29	Never married	M	9769
Sydney - Parramatta	2006	25-29	Separated	F	355
Sydney - Parramatta	2006	25-29	Separated	M	212
Sydney - Parramatta	2006	25-29	Widowed	F	28
Sydney - Parramatta	2006	25-29	Widowed	M	16
Sydney - Parramatta	2006	30-34	Divorced	F	770
Sydney - Parramatta	2006	30-34	Divorced	M	457
Sydney - Parramatta	2006	30-34	Married	F	9092
Sydney - Parramatta	2006	30-34	Married	M	8428
Sydney - Parramatta	2006	30-34	Never married	F	3640
Sydney - Parramatta	2006	30-34	Never married	M	5377
Sydney - Parramatta	2006	30-34	Separated	F	596
Sydney - Parramatta	2006	30-34	Separated	M	365
Sydney - Parramatta	2006	30-34	Widowed	F	58
Sydney - Parramatta	2006	30-34	Widowed	M	17
Sydney - Parramatta	2006	35-39	Divorced	F	1229
Sydney - Parramatta	2006	35-39	Divorced	M	797
Sydney - Parramatta	2006	35-39	Married	F	8963
Sydney - Parramatta	2006	35-39	Married	M	8632
Sydney - Parramatta	2006	35-39	Never married	F	2371
Sydney - Parramatta	2006	35-39	Never married	M	3568
Sydney - Parramatta	2006	35-39	Separated	F	736
Sydney - Parramatta	2006	35-39	Separated	M	497
Sydney - Parramatta	2006	35-39	Widowed	F	114
Sydney - Parramatta	2006	35-39	Widowed	M	28
Sydney - Parramatta	2006	40-44	Divorced	F	1513
Sydney - Parramatta	2006	40-44	Divorced	M	1056
Sydney - Parramatta	2006	40-44	Married	F	8790
Sydney - Parramatta	2006	40-44	Married	M	9162
Sydney - Parramatta	2006	40-44	Never married	F	1781
Sydney - Parramatta	2006	40-44	Never married	M	2613
Sydney - Parramatta	2006	40-44	Separated	F	677
Sydney - Parramatta	2006	40-44	Separated	M	516
Sydney - Parramatta	2006	40-44	Widowed	F	179
Sydney - Parramatta	2006	40-44	Widowed	M	49
Sydney - Parramatta	2006	45-49	Divorced	F	1691
Sydney - Parramatta	2006	45-49	Divorced	M	1353
Sydney - Parramatta	2006	45-49	Married	F	7861
Sydney - Parramatta	2006	45-49	Married	M	8321
Sydney - Parramatta	2006	45-49	Never married	F	1356
Sydney - Parramatta	2006	45-49	Never married	M	1893
Sydney - Parramatta	2006	45-49	Separated	F	620
Sydney - Parramatta	2006	45-49	Separated	M	562
Sydney - Parramatta	2006	45-49	Widowed	F	293
Sydney - Parramatta	2006	45-49	Widowed	M	50
Sydney - Parramatta	2006	50-54	Divorced	F	1604
Sydney - Parramatta	2006	50-54	Divorced	M	1228
Sydney - Parramatta	2006	50-54	Married	F	6971
Sydney - Parramatta	2006	50-54	Married	M	7312
Sydney - Parramatta	2006	50-54	Never married	F	932
Sydney - Parramatta	2006	50-54	Never married	M	1300
Sydney - Parramatta	2006	50-54	Separated	F	524
Sydney - Parramatta	2006	50-54	Separated	M	469
Sydney - Parramatta	2006	50-54	Widowed	F	452
Sydney - Parramatta	2006	50-54	Widowed	M	101
Sydney - Parramatta	2006	55-59	Divorced	F	1443
Sydney - Parramatta	2006	55-59	Divorced	M	1207
Sydney - Parramatta	2006	55-59	Married	F	6238
Sydney - Parramatta	2006	55-59	Married	M	6780
Sydney - Parramatta	2006	55-59	Never married	F	671
Sydney - Parramatta	2006	55-59	Never married	M	905
Sydney - Parramatta	2006	55-59	Separated	F	398
Sydney - Parramatta	2006	55-59	Separated	M	444
Sydney - Parramatta	2006	55-59	Widowed	F	657
Sydney - Parramatta	2006	55-59	Widowed	M	159
Sydney - Parramatta	2006	60-64	Divorced	F	941
Sydney - Parramatta	2006	60-64	Divorced	M	882
Sydney - Parramatta	2006	60-64	Married	F	4788
Sydney - Parramatta	2006	60-64	Married	M	5729
Sydney - Parramatta	2006	60-64	Never married	F	366
Sydney - Parramatta	2006	60-64	Never married	M	577
Sydney - Parramatta	2006	60-64	Separated	F	251
Sydney - Parramatta	2006	60-64	Separated	M	290
Sydney - Parramatta	2006	60-64	Widowed	F	879
Sydney - Parramatta	2006	60-64	Widowed	M	195
Sydney - Parramatta	2006	65-69	Divorced	F	647
Sydney - Parramatta	2006	65-69	Divorced	M	567
Sydney - Parramatta	2006	65-69	Married	F	3644
Sydney - Parramatta	2006	65-69	Married	M	4422
Sydney - Parramatta	2006	65-69	Never married	F	235
Sydney - Parramatta	2006	65-69	Never married	M	443
Sydney - Parramatta	2006	65-69	Separated	F	169
Sydney - Parramatta	2006	65-69	Separated	M	212
Sydney - Parramatta	2006	65-69	Widowed	F	1249
Sydney - Parramatta	2006	65-69	Widowed	M	303
Sydney - Parramatta	2006	70-74	Divorced	F	430
Sydney - Parramatta	2006	70-74	Divorced	M	361
Sydney - Parramatta	2006	70-74	Married	F	2670
Sydney - Parramatta	2006	70-74	Married	M	3463
Sydney - Parramatta	2006	70-74	Never married	F	194
Sydney - Parramatta	2006	70-74	Never married	M	306
Sydney - Parramatta	2006	70-74	Separated	F	120
Sydney - Parramatta	2006	70-74	Separated	M	143
Sydney - Parramatta	2006	70-74	Widowed	F	1763
Sydney - Parramatta	2006	70-74	Widowed	M	396
Sydney - Parramatta	2006	75-79	Divorced	F	307
Sydney - Parramatta	2006	75-79	Divorced	M	207
Sydney - Parramatta	2006	75-79	Married	F	1944
Sydney - Parramatta	2006	75-79	Married	M	2731
Sydney - Parramatta	2006	75-79	Never married	F	204
Sydney - Parramatta	2006	75-79	Never married	M	238
Sydney - Parramatta	2006	75-79	Separated	F	75
Sydney - Parramatta	2006	75-79	Separated	M	91
Sydney - Parramatta	2006	75-79	Widowed	F	2383
Sydney - Parramatta	2006	75-79	Widowed	M	547
Sydney - Parramatta	2006	80-84	Divorced	F	221
Sydney - Parramatta	2006	80-84	Divorced	M	122
Sydney - Parramatta	2006	80-84	Married	F	1080
Sydney - Parramatta	2006	80-84	Married	M	1641
Sydney - Parramatta	2006	80-84	Never married	F	143
Sydney - Parramatta	2006	80-84	Never married	M	111
Sydney - Parramatta	2006	80-84	Separated	F	39
Sydney - Parramatta	2006	80-84	Separated	M	56
Sydney - Parramatta	2006	80-84	Widowed	F	2662
Sydney - Parramatta	2006	80-84	Widowed	M	624
Sydney - Parramatta	2006	85+	Divorced	F	98
Sydney - Parramatta	2006	85+	Divorced	M	48
Sydney - Parramatta	2006	85+	Married	F	418
Sydney - Parramatta	2006	85+	Married	M	836
Sydney - Parramatta	2006	85+	Never married	F	169
Sydney - Parramatta	2006	85+	Never married	M	73
Sydney - Parramatta	2006	85+	Separated	F	18
Sydney - Parramatta	2006	85+	Separated	M	33
Sydney - Parramatta	2006	85+	Widowed	F	2845
Sydney - Parramatta	2006	85+	Widowed	M	610
Sydney - Parramatta	2011	15-19	Divorced	F	7
Sydney - Parramatta	2011	15-19	Divorced	M	3
Sydney - Parramatta	2011	15-19	Married	F	149
Sydney - Parramatta	2011	15-19	Married	M	48
Sydney - Parramatta	2011	15-19	Never married	F	11391
Sydney - Parramatta	2011	15-19	Never married	M	12726
Sydney - Parramatta	2011	15-19	Separated	F	3
Sydney - Parramatta	2011	15-19	Separated	M	7
Sydney - Parramatta	2011	15-19	Widowed	F	13
Sydney - Parramatta	2011	15-19	Widowed	M	6
Sydney - Parramatta	2011	20-24	Divorced	F	76
Sydney - Parramatta	2011	20-24	Divorced	M	22
Sydney - Parramatta	2011	20-24	Married	F	3052
Sydney - Parramatta	2011	20-24	Married	M	1202
Sydney - Parramatta	2011	20-24	Never married	F	11185
Sydney - Parramatta	2011	20-24	Never married	M	14148
Sydney - Parramatta	2011	20-24	Separated	F	114
Sydney - Parramatta	2011	20-24	Separated	M	29
Sydney - Parramatta	2011	20-24	Widowed	F	16
Sydney - Parramatta	2011	20-24	Widowed	M	9
Sydney - Parramatta	2011	25-29	Divorced	F	318
Sydney - Parramatta	2011	25-29	Divorced	M	218
Sydney - Parramatta	2011	25-29	Married	F	10134
Sydney - Parramatta	2011	25-29	Married	M	6872
Sydney - Parramatta	2011	25-29	Never married	F	7669
Sydney - Parramatta	2011	25-29	Never married	M	11411
Sydney - Parramatta	2011	25-29	Separated	F	431
Sydney - Parramatta	2011	25-29	Separated	M	196
Sydney - Parramatta	2011	25-29	Widowed	F	23
Sydney - Parramatta	2011	25-29	Widowed	M	6
Sydney - Parramatta	2011	30-34	Divorced	F	670
Sydney - Parramatta	2011	30-34	Divorced	M	447
Sydney - Parramatta	2011	30-34	Married	F	11468
Sydney - Parramatta	2011	30-34	Married	M	11376
Sydney - Parramatta	2011	30-34	Never married	F	3991
Sydney - Parramatta	2011	30-34	Never married	M	5683
Sydney - Parramatta	2011	30-34	Separated	F	499
Sydney - Parramatta	2011	30-34	Separated	M	379
Sydney - Parramatta	2011	30-34	Widowed	F	37
Sydney - Parramatta	2011	30-34	Widowed	M	18
Sydney - Parramatta	2011	35-39	Divorced	F	1067
Sydney - Parramatta	2011	35-39	Divorced	M	670
Sydney - Parramatta	2011	35-39	Married	F	9996
Sydney - Parramatta	2011	35-39	Married	M	10339
Sydney - Parramatta	2011	35-39	Never married	F	2656
Sydney - Parramatta	2011	35-39	Never married	M	3673
Sydney - Parramatta	2011	35-39	Separated	F	654
Sydney - Parramatta	2011	35-39	Separated	M	456
Sydney - Parramatta	2011	35-39	Widowed	F	96
Sydney - Parramatta	2011	35-39	Widowed	M	23
Sydney - Parramatta	2011	40-44	Divorced	F	1575
Sydney - Parramatta	2011	40-44	Divorced	M	935
Sydney - Parramatta	2011	40-44	Married	F	8899
Sydney - Parramatta	2011	40-44	Married	M	9254
Sydney - Parramatta	2011	40-44	Never married	F	2051
Sydney - Parramatta	2011	40-44	Never married	M	2675
Sydney - Parramatta	2011	40-44	Separated	F	725
Sydney - Parramatta	2011	40-44	Separated	M	454
Sydney - Parramatta	2011	40-44	Widowed	F	191
Sydney - Parramatta	2011	40-44	Widowed	M	46
Sydney - Parramatta	2011	45-49	Divorced	F	1819
Sydney - Parramatta	2011	45-49	Divorced	M	1266
Sydney - Parramatta	2011	45-49	Married	F	8510
Sydney - Parramatta	2011	45-49	Married	M	8882
Sydney - Parramatta	2011	45-49	Never married	F	1534
Sydney - Parramatta	2011	45-49	Never married	M	2117
Sydney - Parramatta	2011	45-49	Separated	F	688
Sydney - Parramatta	2011	45-49	Separated	M	555
Sydney - Parramatta	2011	45-49	Widowed	F	257
Sydney - Parramatta	2011	45-49	Widowed	M	64
Sydney - Parramatta	2011	50-54	Divorced	F	1975
Sydney - Parramatta	2011	50-54	Divorced	M	1413
Sydney - Parramatta	2011	50-54	Married	F	7590
Sydney - Parramatta	2011	50-54	Married	M	8167
Sydney - Parramatta	2011	50-54	Never married	F	1271
Sydney - Parramatta	2011	50-54	Never married	M	1643
Sydney - Parramatta	2011	50-54	Separated	F	615
Sydney - Parramatta	2011	50-54	Separated	M	577
Sydney - Parramatta	2011	50-54	Widowed	F	456
Sydney - Parramatta	2011	50-54	Widowed	M	92
Sydney - Parramatta	2011	55-59	Divorced	F	1722
Sydney - Parramatta	2011	55-59	Divorced	M	1329
Sydney - Parramatta	2011	55-59	Married	F	6654
Sydney - Parramatta	2011	55-59	Married	M	7008
Sydney - Parramatta	2011	55-59	Never married	F	833
Sydney - Parramatta	2011	55-59	Never married	M	1128
Sydney - Parramatta	2011	55-59	Separated	F	533
Sydney - Parramatta	2011	55-59	Separated	M	458
Sydney - Parramatta	2011	55-59	Widowed	F	667
Sydney - Parramatta	2011	55-59	Widowed	M	149
Sydney - Parramatta	2011	60-64	Divorced	F	1392
Sydney - Parramatta	2011	60-64	Divorced	M	1183
Sydney - Parramatta	2011	60-64	Married	F	5577
Sydney - Parramatta	2011	60-64	Married	M	6319
Sydney - Parramatta	2011	60-64	Never married	F	605
Sydney - Parramatta	2011	60-64	Never married	M	790
Sydney - Parramatta	2011	60-64	Separated	F	376
Sydney - Parramatta	2011	60-64	Separated	M	368
Sydney - Parramatta	2011	60-64	Widowed	F	966
Sydney - Parramatta	2011	60-64	Widowed	M	217
Sydney - Parramatta	2011	65-69	Divorced	F	863
Sydney - Parramatta	2011	65-69	Divorced	M	730
Sydney - Parramatta	2011	65-69	Married	F	4145
Sydney - Parramatta	2011	65-69	Married	M	5040
Sydney - Parramatta	2011	65-69	Never married	F	325
Sydney - Parramatta	2011	65-69	Never married	M	453
Sydney - Parramatta	2011	65-69	Separated	F	208
Sydney - Parramatta	2011	65-69	Separated	M	280
Sydney - Parramatta	2011	65-69	Widowed	F	1175
Sydney - Parramatta	2011	65-69	Widowed	M	258
Sydney - Parramatta	2011	70-74	Divorced	F	560
Sydney - Parramatta	2011	70-74	Divorced	M	466
Sydney - Parramatta	2011	70-74	Married	F	3064
Sydney - Parramatta	2011	70-74	Married	M	3804
Sydney - Parramatta	2011	70-74	Never married	F	213
Sydney - Parramatta	2011	70-74	Never married	M	357
Sydney - Parramatta	2011	70-74	Separated	F	131
Sydney - Parramatta	2011	70-74	Separated	M	177
Sydney - Parramatta	2011	70-74	Widowed	F	1558
Sydney - Parramatta	2011	70-74	Widowed	M	368
Sydney - Parramatta	2011	75-79	Divorced	F	361
Sydney - Parramatta	2011	75-79	Divorced	M	320
Sydney - Parramatta	2011	75-79	Married	F	1983
Sydney - Parramatta	2011	75-79	Married	M	2886
Sydney - Parramatta	2011	75-79	Never married	F	158
Sydney - Parramatta	2011	75-79	Never married	M	234
Sydney - Parramatta	2011	75-79	Separated	F	76
Sydney - Parramatta	2011	75-79	Separated	M	86
Sydney - Parramatta	2011	75-79	Widowed	F	1932
Sydney - Parramatta	2011	75-79	Widowed	M	469
Sydney - Parramatta	2011	80-84	Divorced	F	226
Sydney - Parramatta	2011	80-84	Divorced	M	158
Sydney - Parramatta	2011	80-84	Married	F	1198
Sydney - Parramatta	2011	80-84	Married	M	1932
Sydney - Parramatta	2011	80-84	Never married	F	168
Sydney - Parramatta	2011	80-84	Never married	M	149
Sydney - Parramatta	2011	80-84	Separated	F	43
Sydney - Parramatta	2011	80-84	Separated	M	63
Sydney - Parramatta	2011	80-84	Widowed	F	2424
Sydney - Parramatta	2011	80-84	Widowed	M	597
Sydney - Parramatta	2011	85+	Divorced	F	177
Sydney - Parramatta	2011	85+	Divorced	M	78
Sydney - Parramatta	2011	85+	Married	F	585
Sydney - Parramatta	2011	85+	Married	M	1101
Sydney - Parramatta	2011	85+	Never married	F	151
Sydney - Parramatta	2011	85+	Never married	M	88
Sydney - Parramatta	2011	85+	Separated	F	25
Sydney - Parramatta	2011	85+	Separated	M	27
Sydney - Parramatta	2011	85+	Widowed	F	3449
Sydney - Parramatta	2011	85+	Widowed	M	795
Sydney - Parramatta	2016	15-19	Divorced	F	5
Sydney - Parramatta	2016	15-19	Divorced	M	3
Sydney - Parramatta	2016	15-19	Married	F	135
Sydney - Parramatta	2016	15-19	Married	M	59
Sydney - Parramatta	2016	15-19	Never married	F	11700
Sydney - Parramatta	2016	15-19	Never married	M	12737
Sydney - Parramatta	2016	15-19	Separated	F	9
Sydney - Parramatta	2016	15-19	Separated	M	0
Sydney - Parramatta	2016	15-19	Widowed	F	8
Sydney - Parramatta	2016	15-19	Widowed	M	4
Sydney - Parramatta	2016	20-24	Divorced	F	72
Sydney - Parramatta	2016	20-24	Divorced	M	25
Sydney - Parramatta	2016	20-24	Married	F	2677
Sydney - Parramatta	2016	20-24	Married	M	1154
Sydney - Parramatta	2016	20-24	Never married	F	11975
Sydney - Parramatta	2016	20-24	Never married	M	16122
Sydney - Parramatta	2016	20-24	Separated	F	89
Sydney - Parramatta	2016	20-24	Separated	M	37
Sydney - Parramatta	2016	20-24	Widowed	F	9
Sydney - Parramatta	2016	20-24	Widowed	M	15
Sydney - Parramatta	2016	25-29	Divorced	F	339
Sydney - Parramatta	2016	25-29	Divorced	M	251
Sydney - Parramatta	2016	25-29	Married	F	10715
Sydney - Parramatta	2016	25-29	Married	M	7003
Sydney - Parramatta	2016	25-29	Never married	F	9114
Sydney - Parramatta	2016	25-29	Never married	M	14095
Sydney - Parramatta	2016	25-29	Separated	F	370
Sydney - Parramatta	2016	25-29	Separated	M	193
Sydney - Parramatta	2016	25-29	Widowed	F	18
Sydney - Parramatta	2016	25-29	Widowed	M	23
Sydney - Parramatta	2016	30-34	Divorced	F	831
Sydney - Parramatta	2016	30-34	Divorced	M	580
Sydney - Parramatta	2016	30-34	Married	F	15778
