SA4_NAME16	Year	IndigenousStatus	persons
Mornington Peninsula	2011	Both Aboriginal & Torres Strait Islander	53
Mornington Peninsula	2011	Non-indigenous	269083
Mornington Peninsula	2011	Torres Strait Islander	137
Mornington Peninsula	2016	Aboriginal	2442
Mornington Peninsula	2016	Both Aboriginal & Torres Strait Islander	66
Mornington Peninsula	2016	Non-indigenous	286499
Mornington Peninsula	2016	Torres Strait Islander	135
North West	2006	Aboriginal	2702
North West	2006	Both Aboriginal & Torres Strait Islander	91
North West	2006	Non-indigenous	145038
North West	2006	Torres Strait Islander	157
North West	2011	Aboriginal	3407
North West	2011	Both Aboriginal & Torres Strait Islander	90
North West	2011	Non-indigenous	143786
North West	2011	Torres Strait Islander	144
North West	2016	Aboriginal	3753
North West	2016	Both Aboriginal & Torres Strait Islander	84
North West	2016	Non-indigenous	146038
North West	2016	Torres Strait Islander	160
Shepparton	2006	Aboriginal	2617
Shepparton	2006	Both Aboriginal & Torres Strait Islander	67
Shepparton	2006	Non-indigenous	117602
Shepparton	2006	Torres Strait Islander	98
Shepparton	2011	Aboriginal	3134
Shepparton	2011	Both Aboriginal & Torres Strait Islander	63
Shepparton	2011	Non-indigenous	121596
Shepparton	2011	Torres Strait Islander	100
Shepparton	2016	Aboriginal	3353
Shepparton	2016	Both Aboriginal & Torres Strait Islander	100
Shepparton	2016	Non-indigenous	126409
Shepparton	2016	Torres Strait Islander	109
Warrnambool and South West	2006	Aboriginal	1138
Warrnambool and South West	2006	Both Aboriginal & Torres Strait Islander	35
Warrnambool and South West	2006	Non-indigenous	117902
Warrnambool and South West	2006	Torres Strait Islander	78
Warrnambool and South West	2011	Aboriginal	1480
Warrnambool and South West	2011	Both Aboriginal & Torres Strait Islander	43
Warrnambool and South West	2011	Non-indigenous	119072
Warrnambool and South West	2011	Torres Strait Islander	64
Warrnambool and South West	2016	Aboriginal	1779
Warrnambool and South West	2016	Both Aboriginal & Torres Strait Islander	44
Warrnambool and South West	2016	Non-indigenous	120831
Warrnambool and South West	2016	Torres Strait Islander	47
Migratory - Offshore - Shipping (Vic.)	2006	Aboriginal	0
Migratory - Offshore - Shipping (Vic.)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2006	Non-indigenous	51
Migratory - Offshore - Shipping (Vic.)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2011	Aboriginal	0
Migratory - Offshore - Shipping (Vic.)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2011	Non-indigenous	36
Migratory - Offshore - Shipping (Vic.)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2016	Aboriginal	0
Migratory - Offshore - Shipping (Vic.)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2016	Non-indigenous	29
Migratory - Offshore - Shipping (Vic.)	2016	Torres Strait Islander	0
No usual address (Vic.)	2006	Aboriginal	83
No usual address (Vic.)	2006	Both Aboriginal & Torres Strait Islander	5
No usual address (Vic.)	2006	Non-indigenous	6299
No usual address (Vic.)	2006	Torres Strait Islander	7
No usual address (Vic.)	2011	Aboriginal	271
No usual address (Vic.)	2011	Both Aboriginal & Torres Strait Islander	3
No usual address (Vic.)	2011	Non-indigenous	8028
No usual address (Vic.)	2011	Torres Strait Islander	5
No usual address (Vic.)	2016	Aboriginal	247
No usual address (Vic.)	2016	Both Aboriginal & Torres Strait Islander	11
No usual address (Vic.)	2016	Non-indigenous	7291
No usual address (Vic.)	2016	Torres Strait Islander	16
Brisbane - East	2006	Aboriginal	2797
Brisbane - East	2006	Both Aboriginal & Torres Strait Islander	164
Brisbane - East	2006	Non-indigenous	188616
Brisbane - East	2006	Torres Strait Islander	229
Brisbane - East	2011	Aboriginal	3641
Brisbane - East	2011	Both Aboriginal & Torres Strait Islander	197
Brisbane - East	2011	Non-indigenous	207040
Brisbane - East	2011	Torres Strait Islander	254
Brisbane - East	2016	Aboriginal	4541
Brisbane - East	2016	Both Aboriginal & Torres Strait Islander	247
Brisbane - East	2016	Non-indigenous	217996
Brisbane - East	2016	Torres Strait Islander	311
Brisbane - North	2006	Aboriginal	2592
Brisbane - North	2006	Both Aboriginal & Torres Strait Islander	152
Brisbane - North	2006	Non-indigenous	171390
Brisbane - North	2006	Torres Strait Islander	278
Brisbane - North	2011	Aboriginal	3088
Brisbane - North	2011	Both Aboriginal & Torres Strait Islander	209
Brisbane - North	2011	Non-indigenous	187475
Brisbane - North	2011	Torres Strait Islander	279
Brisbane - North	2016	Aboriginal	3744
Brisbane - North	2016	Both Aboriginal & Torres Strait Islander	284
Brisbane - North	2016	Non-indigenous	202194
Brisbane - North	2016	Torres Strait Islander	300
Brisbane - South	2006	Aboriginal	2882
Brisbane - South	2006	Both Aboriginal & Torres Strait Islander	263
Brisbane - South	2006	Non-indigenous	284107
Brisbane - South	2006	Torres Strait Islander	354
Brisbane - South	2011	Aboriginal	3258
Brisbane - South	2011	Both Aboriginal & Torres Strait Islander	260
Brisbane - South	2011	Non-indigenous	310218
Brisbane - South	2011	Torres Strait Islander	350
Brisbane - South	2016	Aboriginal	3533
Brisbane - South	2016	Both Aboriginal & Torres Strait Islander	297
Brisbane - South	2016	Non-indigenous	336398
Brisbane - South	2016	Torres Strait Islander	341
Brisbane - West	2006	Aboriginal	909
Brisbane - West	2006	Both Aboriginal & Torres Strait Islander	47
Brisbane - West	2006	Non-indigenous	160151
Brisbane - West	2006	Torres Strait Islander	114
Brisbane - West	2011	Aboriginal	1096
Brisbane - West	2011	Both Aboriginal & Torres Strait Islander	58
Brisbane - West	2011	Non-indigenous	169068
Brisbane - West	2011	Torres Strait Islander	131
Brisbane - West	2016	Aboriginal	1459
Brisbane - West	2016	Both Aboriginal & Torres Strait Islander	79
Brisbane - West	2016	Non-indigenous	177295
Brisbane - West	2016	Torres Strait Islander	158
Brisbane Inner City	2006	Aboriginal	1718
Brisbane Inner City	2006	Both Aboriginal & Torres Strait Islander	121
Brisbane Inner City	2006	Non-indigenous	202974
Brisbane Inner City	2006	Torres Strait Islander	200
Brisbane Inner City	2011	Aboriginal	1773
Brisbane Inner City	2011	Both Aboriginal & Torres Strait Islander	120
Brisbane Inner City	2011	Non-indigenous	221906
Brisbane Inner City	2011	Torres Strait Islander	181
Brisbane Inner City	2016	Aboriginal	2231
Brisbane Inner City	2016	Both Aboriginal & Torres Strait Islander	157
Brisbane Inner City	2016	Non-indigenous	247638
Brisbane Inner City	2016	Torres Strait Islander	181
Cairns	2006	Aboriginal	12118
Cairns	2006	Both Aboriginal & Torres Strait Islander	2362
Cairns	2006	Non-indigenous	184830
Cairns	2006	Torres Strait Islander	3802
Cairns	2011	Aboriginal	14983
Cairns	2011	Both Aboriginal & Torres Strait Islander	3162
Cairns	2011	Non-indigenous	201326
Cairns	2011	Torres Strait Islander	4967
Cairns	2016	Aboriginal	15343
Cairns	2016	Both Aboriginal & Torres Strait Islander	3809
Cairns	2016	Non-indigenous	216229
Cairns	2016	Torres Strait Islander	4809
Darling Downs - Maranoa	2006	Aboriginal	4547
Darling Downs - Maranoa	2006	Both Aboriginal & Torres Strait Islander	121
Darling Downs - Maranoa	2006	Non-indigenous	110070
Darling Downs - Maranoa	2006	Torres Strait Islander	129
Darling Downs - Maranoa	2011	Aboriginal	5471
Darling Downs - Maranoa	2011	Both Aboriginal & Torres Strait Islander	127
Darling Downs - Maranoa	2011	Non-indigenous	116520
Darling Downs - Maranoa	2011	Torres Strait Islander	156
Darling Downs - Maranoa	2016	Aboriginal	6521
Darling Downs - Maranoa	2016	Both Aboriginal & Torres Strait Islander	164
Darling Downs - Maranoa	2016	Non-indigenous	119447
Darling Downs - Maranoa	2016	Torres Strait Islander	157
Central Queensland	2006	Aboriginal	7850
Central Queensland	2006	Both Aboriginal & Torres Strait Islander	570
Central Queensland	2006	Non-indigenous	184893
Central Queensland	2006	Torres Strait Islander	587
Central Queensland	2011	Aboriginal	9185
Central Queensland	2011	Both Aboriginal & Torres Strait Islander	688
Central Queensland	2011	Non-indigenous	200810
Central Queensland	2011	Torres Strait Islander	660
Central Queensland	2016	Aboriginal	11215
Central Queensland	2016	Both Aboriginal & Torres Strait Islander	862
Central Queensland	2016	Non-indigenous	208236
Central Queensland	2016	Torres Strait Islander	599
Gold Coast	2006	Aboriginal	4087
Gold Coast	2006	Both Aboriginal & Torres Strait Islander	189
Gold Coast	2006	Non-indigenous	441518
Gold Coast	2006	Torres Strait Islander	391
Gold Coast	2011	Aboriginal	5658
Gold Coast	2011	Both Aboriginal & Torres Strait Islander	259
Gold Coast	2011	Non-indigenous	501294
Gold Coast	2011	Torres Strait Islander	430
Gold Coast	2016	Aboriginal	8687
Gold Coast	2016	Both Aboriginal & Torres Strait Islander	357
Gold Coast	2016	Non-indigenous	560493
Gold Coast	2016	Torres Strait Islander	460
Ipswich	2006	Aboriginal	6711
Ipswich	2006	Both Aboriginal & Torres Strait Islander	393
Ipswich	2006	Non-indigenous	234087
Ipswich	2006	Torres Strait Islander	516
Ipswich	2011	Aboriginal	8986
Ipswich	2011	Both Aboriginal & Torres Strait Islander	458
Ipswich	2011	Non-indigenous	271790
Ipswich	2011	Torres Strait Islander	554
Ipswich	2016	Aboriginal	11747
Ipswich	2016	Both Aboriginal & Torres Strait Islander	608
Ipswich	2016	Non-indigenous	310089
Ipswich	2016	Torres Strait Islander	625
Logan - Beaudesert	2006	Aboriginal	5604
Logan - Beaudesert	2006	Both Aboriginal & Torres Strait Islander	354
Logan - Beaudesert	2006	Non-indigenous	255206
Logan - Beaudesert	2006	Torres Strait Islander	575
Logan - Beaudesert	2011	Aboriginal	7225
Logan - Beaudesert	2011	Both Aboriginal & Torres Strait Islander	478
Logan - Beaudesert	2011	Non-indigenous	282045
Logan - Beaudesert	2011	Torres Strait Islander	680
Logan - Beaudesert	2016	Aboriginal	9284
Logan - Beaudesert	2016	Both Aboriginal & Torres Strait Islander	591
Logan - Beaudesert	2016	Non-indigenous	306757
Logan - Beaudesert	2016	Torres Strait Islander	664
Mackay - Isaac - Whitsunday	2006	Aboriginal	3489
Mackay - Isaac - Whitsunday	2006	Both Aboriginal & Torres Strait Islander	665
Mackay - Isaac - Whitsunday	2006	Non-indigenous	144694
Mackay - Isaac - Whitsunday	2006	Torres Strait Islander	1323
Mackay - Isaac - Whitsunday	2011	Aboriginal	4463
Mackay - Isaac - Whitsunday	2011	Both Aboriginal & Torres Strait Islander	897
Mackay - Isaac - Whitsunday	2011	Non-indigenous	159968
Mackay - Isaac - Whitsunday	2011	Torres Strait Islander	1485
Mackay - Isaac - Whitsunday	2016	Aboriginal	5622
Mackay - Isaac - Whitsunday	2016	Both Aboriginal & Torres Strait Islander	1148
Mackay - Isaac - Whitsunday	2016	Non-indigenous	161403
Mackay - Isaac - Whitsunday	2016	Torres Strait Islander	1515
Moreton Bay - North	2006	Aboriginal	3647
Moreton Bay - North	2006	Both Aboriginal & Torres Strait Islander	193
Moreton Bay - North	2006	Non-indigenous	183711
Moreton Bay - North	2006	Torres Strait Islander	299
Moreton Bay - North	2011	Aboriginal	5318
Moreton Bay - North	2011	Both Aboriginal & Torres Strait Islander	310
Moreton Bay - North	2011	Non-indigenous	209736
Moreton Bay - North	2011	Torres Strait Islander	387
Moreton Bay - North	2016	Aboriginal	7805
Moreton Bay - North	2016	Both Aboriginal & Torres Strait Islander	415
Moreton Bay - North	2016	Non-indigenous	227446
Moreton Bay - North	2016	Torres Strait Islander	425
Moreton Bay - South	2006	Aboriginal	1667
Moreton Bay - South	2006	Both Aboriginal & Torres Strait Islander	81
Moreton Bay - South	2006	Non-indigenous	139249
Moreton Bay - South	2006	Torres Strait Islander	146
Moreton Bay - South	2011	Aboriginal	2305
Moreton Bay - South	2011	Both Aboriginal & Torres Strait Islander	140
Moreton Bay - South	2011	Non-indigenous	164824
Moreton Bay - South	2011	Torres Strait Islander	161
Moreton Bay - South	2016	Aboriginal	3691
Moreton Bay - South	2016	Both Aboriginal & Torres Strait Islander	205
Moreton Bay - South	2016	Non-indigenous	190867
Moreton Bay - South	2016	Torres Strait Islander	206
Queensland - Outback	2006	Aboriginal	14453
Queensland - Outback	2006	Both Aboriginal & Torres Strait Islander	2641
Queensland - Outback	2006	Non-indigenous	54774
Queensland - Outback	2006	Torres Strait Islander	6652
Queensland - Outback	2011	Aboriginal	15675
Queensland - Outback	2011	Both Aboriginal & Torres Strait Islander	2853
Queensland - Outback	2011	Non-indigenous	57914
Queensland - Outback	2011	Torres Strait Islander	6484
Queensland - Outback	2016	Aboriginal	15634
Queensland - Outback	2016	Both Aboriginal & Torres Strait Islander	3904
Queensland - Outback	2016	Non-indigenous	53137
Queensland - Outback	2016	Torres Strait Islander	7025
Sunshine Coast	2006	Aboriginal	2939
Sunshine Coast	2006	Both Aboriginal & Torres Strait Islander	172
Sunshine Coast	2006	Non-indigenous	272910
Sunshine Coast	2006	Torres Strait Islander	242
Sunshine Coast	2011	Aboriginal	4143
Sunshine Coast	2011	Both Aboriginal & Torres Strait Islander	196
Sunshine Coast	2011	Non-indigenous	302317
Sunshine Coast	2011	Torres Strait Islander	253
Sunshine Coast	2016	Aboriginal	5901
Sunshine Coast	2016	Both Aboriginal & Torres Strait Islander	257
Sunshine Coast	2016	Non-indigenous	340024
Sunshine Coast	2016	Torres Strait Islander	340
Toowoomba	2006	Aboriginal	3347
Toowoomba	2006	Both Aboriginal & Torres Strait Islander	133
Toowoomba	2006	Non-indigenous	126262
Toowoomba	2006	Torres Strait Islander	169
Toowoomba	2011	Aboriginal	4443
Toowoomba	2011	Both Aboriginal & Torres Strait Islander	127
Toowoomba	2011	Non-indigenous	135487
Toowoomba	2011	Torres Strait Islander	163
Toowoomba	2016	Aboriginal	5419
Toowoomba	2016	Both Aboriginal & Torres Strait Islander	177
Toowoomba	2016	Non-indigenous	143737
Toowoomba	2016	Torres Strait Islander	179
Townsville	2006	Aboriginal	9683
Townsville	2006	Both Aboriginal & Torres Strait Islander	1385
Townsville	2006	Non-indigenous	183772
Townsville	2006	Torres Strait Islander	1832
Townsville	2011	Aboriginal	11719
Townsville	2011	Both Aboriginal & Torres Strait Islander	1743
Townsville	2011	Non-indigenous	202488
Townsville	2011	Torres Strait Islander	1946
Townsville	2016	Aboriginal	13665
Townsville	2016	Both Aboriginal & Torres Strait Islander	2209
Townsville	2016	Non-indigenous	211023
Townsville	2016	Torres Strait Islander	2134
Wide Bay	2006	Aboriginal	7269
Wide Bay	2006	Both Aboriginal & Torres Strait Islander	458
Wide Bay	2006	Non-indigenous	241341
Wide Bay	2006	Torres Strait Islander	462
Wide Bay	2011	Aboriginal	9859
Wide Bay	2011	Both Aboriginal & Torres Strait Islander	492
Wide Bay	2011	Non-indigenous	262428
Wide Bay	2011	Torres Strait Islander	487
Wide Bay	2016	Aboriginal	12205
Wide Bay	2016	Both Aboriginal & Torres Strait Islander	653
Wide Bay	2016	Non-indigenous	274490
Wide Bay	2016	Torres Strait Islander	535
Migratory - Offshore - Shipping (Qld)	2006	Aboriginal	0
Migratory - Offshore - Shipping (Qld)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Qld)	2006	Non-indigenous	93
Migratory - Offshore - Shipping (Qld)	2006	Torres Strait Islander	6
Migratory - Offshore - Shipping (Qld)	2011	Aboriginal	6
Migratory - Offshore - Shipping (Qld)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Qld)	2011	Non-indigenous	461
Migratory - Offshore - Shipping (Qld)	2011	Torres Strait Islander	6
Migratory - Offshore - Shipping (Qld)	2016	Aboriginal	6
Migratory - Offshore - Shipping (Qld)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Qld)	2016	Non-indigenous	144
Migratory - Offshore - Shipping (Qld)	2016	Torres Strait Islander	0
No usual address (Qld)	2006	Aboriginal	409
No usual address (Qld)	2006	Both Aboriginal & Torres Strait Islander	33
No usual address (Qld)	2006	Non-indigenous	12306
No usual address (Qld)	2006	Torres Strait Islander	58
No usual address (Qld)	2011	Aboriginal	601
No usual address (Qld)	2011	Both Aboriginal & Torres Strait Islander	49
No usual address (Qld)	2011	Non-indigenous	11822
No usual address (Qld)	2011	Torres Strait Islander	71
No usual address (Qld)	2016	Aboriginal	678
No usual address (Qld)	2016	Both Aboriginal & Torres Strait Islander	51
No usual address (Qld)	2016	Non-indigenous	11714
No usual address (Qld)	2016	Torres Strait Islander	67
Adelaide - Central and Hills	2006	Aboriginal	1154
Adelaide - Central and Hills	2006	Both Aboriginal & Torres Strait Islander	41
Adelaide - Central and Hills	2006	Non-indigenous	263719
Adelaide - Central and Hills	2006	Torres Strait Islander	142
Adelaide - Central and Hills	2011	Aboriginal	1404
Adelaide - Central and Hills	2011	Both Aboriginal & Torres Strait Islander	35
Adelaide - Central and Hills	2011	Non-indigenous	275523
Adelaide - Central and Hills	2011	Torres Strait Islander	101
Adelaide - Central and Hills	2016	Aboriginal	1697
Adelaide - Central and Hills	2016	Both Aboriginal & Torres Strait Islander	58
Adelaide - Central and Hills	2016	Non-indigenous	287696
Adelaide - Central and Hills	2016	Torres Strait Islander	95
Adelaide - North	2006	Aboriginal	5553
Adelaide - North	2006	Both Aboriginal & Torres Strait Islander	76
Adelaide - North	2006	Non-indigenous	357193
Adelaide - North	2006	Torres Strait Islander	250
Adelaide - North	2011	Aboriginal	6883
Adelaide - North	2011	Both Aboriginal & Torres Strait Islander	139
Adelaide - North	2011	Non-indigenous	384352
Adelaide - North	2011	Torres Strait Islander	270
Adelaide - North	2016	Aboriginal	8207
Adelaide - North	2016	Both Aboriginal & Torres Strait Islander	166
Adelaide - North	2016	Non-indigenous	414454
Adelaide - North	2016	Torres Strait Islander	259
Adelaide - South	2006	Aboriginal	2449
Adelaide - South	2006	Both Aboriginal & Torres Strait Islander	70
Adelaide - South	2006	Non-indigenous	320913
Adelaide - South	2006	Torres Strait Islander	162
Adelaide - South	2011	Aboriginal	3183
Adelaide - South	2011	Both Aboriginal & Torres Strait Islander	96
Adelaide - South	2011	Non-indigenous	336400
Adelaide - South	2011	Torres Strait Islander	194
Adelaide - South	2016	Aboriginal	3937
Adelaide - South	2016	Both Aboriginal & Torres Strait Islander	119
Adelaide - South	2016	Non-indigenous	351125
Adelaide - South	2016	Torres Strait Islander	160
Adelaide - West	2006	Aboriginal	2694
Adelaide - West	2006	Both Aboriginal & Torres Strait Islander	84
Adelaide - West	2006	Non-indigenous	202296
Adelaide - West	2006	Torres Strait Islander	164
Adelaide - West	2011	Aboriginal	3083
Adelaide - West	2011	Both Aboriginal & Torres Strait Islander	89
Adelaide - West	2011	Non-indigenous	213351
Adelaide - West	2011	Torres Strait Islander	131
Adelaide - West	2016	Aboriginal	3508
Adelaide - West	2016	Both Aboriginal & Torres Strait Islander	69
Adelaide - West	2016	Non-indigenous	224037
Adelaide - West	2016	Torres Strait Islander	131
Barossa - Yorke - Mid North	2006	Aboriginal	1408
Barossa - Yorke - Mid North	2006	Both Aboriginal & Torres Strait Islander	29
Barossa - Yorke - Mid North	2006	Non-indigenous	101231
Barossa - Yorke - Mid North	2006	Torres Strait Islander	121
Barossa - Yorke - Mid North	2011	Aboriginal	1810
Barossa - Yorke - Mid North	2011	Both Aboriginal & Torres Strait Islander	37
Barossa - Yorke - Mid North	2011	Non-indigenous	104541
Barossa - Yorke - Mid North	2011	Torres Strait Islander	133
Barossa - Yorke - Mid North	2016	Aboriginal	2254
Barossa - Yorke - Mid North	2016	Both Aboriginal & Torres Strait Islander	34
Barossa - Yorke - Mid North	2016	Non-indigenous	108138
Barossa - Yorke - Mid North	2016	Torres Strait Islander	89
South Australia - Outback	2006	Aboriginal	7704
South Australia - Outback	2006	Both Aboriginal & Torres Strait Islander	85
South Australia - Outback	2006	Non-indigenous	73989
South Australia - Outback	2006	Torres Strait Islander	67
South Australia - Outback	2011	Aboriginal	8517
South Australia - Outback	2011	Both Aboriginal & Torres Strait Islander	87
South Australia - Outback	2011	Non-indigenous	75917
South Australia - Outback	2011	Torres Strait Islander	69
South Australia - Outback	2016	Aboriginal	8474
South Australia - Outback	2016	Both Aboriginal & Torres Strait Islander	99
South Australia - Outback	2016	Non-indigenous	74170
South Australia - Outback	2016	Torres Strait Islander	77
South Australia - South East	2006	Aboriginal	3038
South Australia - South East	2006	Both Aboriginal & Torres Strait Islander	55
South Australia - South East	2006	Non-indigenous	166898
South Australia - South East	2006	Torres Strait Islander	135
South Australia - South East	2011	Aboriginal	3803
South Australia - South East	2011	Both Aboriginal & Torres Strait Islander	76
South Australia - South East	2011	Non-indigenous	173132
South Australia - South East	2011	Torres Strait Islander	140
South Australia - South East	2016	Aboriginal	4305
South Australia - South East	2016	Both Aboriginal & Torres Strait Islander	78
South Australia - South East	2016	Non-indigenous	180235
South Australia - South East	2016	Torres Strait Islander	124
Migratory - Offshore - Shipping (SA)	2006	Aboriginal	0
Migratory - Offshore - Shipping (SA)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2006	Non-indigenous	6
Migratory - Offshore - Shipping (SA)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2011	Aboriginal	0
Migratory - Offshore - Shipping (SA)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2011	Non-indigenous	5
Migratory - Offshore - Shipping (SA)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2016	Aboriginal	0
Migratory - Offshore - Shipping (SA)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2016	Non-indigenous	3
Migratory - Offshore - Shipping (SA)	2016	Torres Strait Islander	0
No usual address (SA)	2006	Aboriginal	83
No usual address (SA)	2006	Both Aboriginal & Torres Strait Islander	0
No usual address (SA)	2006	Non-indigenous	2532
No usual address (SA)	2006	Torres Strait Islander	3
No usual address (SA)	2011	Aboriginal	157
No usual address (SA)	2011	Both Aboriginal & Torres Strait Islander	6
No usual address (SA)	2011	Non-indigenous	2903
No usual address (SA)	2011	Torres Strait Islander	3
No usual address (SA)	2016	Aboriginal	246
No usual address (SA)	2016	Both Aboriginal & Torres Strait Islander	4
No usual address (SA)	2016	Non-indigenous	2609
No usual address (SA)	2016	Torres Strait Islander	4
Bunbury	2006	Aboriginal	2574
Bunbury	2006	Both Aboriginal & Torres Strait Islander	42
Bunbury	2006	Non-indigenous	135481
Bunbury	2006	Torres Strait Islander	85
Bunbury	2011	Aboriginal	3316
Bunbury	2011	Both Aboriginal & Torres Strait Islander	52
Bunbury	2011	Non-indigenous	154657
Bunbury	2011	Torres Strait Islander	81
Bunbury	2016	Aboriginal	3956
Bunbury	2016	Both Aboriginal & Torres Strait Islander	76
Bunbury	2016	Non-indigenous	172201
Bunbury	2016	Torres Strait Islander	97
Mandurah	2006	Aboriginal	904
Mandurah	2006	Both Aboriginal & Torres Strait Islander	20
Mandurah	2006	Non-indigenous	65885
Mandurah	2006	Torres Strait Islander	45
Mandurah	2011	Aboriginal	1493
Mandurah	2011	Both Aboriginal & Torres Strait Islander	19
Mandurah	2011	Non-indigenous	81728
Mandurah	2011	Torres Strait Islander	55
Mandurah	2016	Aboriginal	2004
Mandurah	2016	Both Aboriginal & Torres Strait Islander	38
Mandurah	2016	Non-indigenous	94641
Mandurah	2016	Torres Strait Islander	53
Perth - Inner	2006	Aboriginal	638
Perth - Inner	2006	Both Aboriginal & Torres Strait Islander	11
Perth - Inner	2006	Non-indigenous	141456
Perth - Inner	2006	Torres Strait Islander	41
Perth - Inner	2011	Aboriginal	691
Perth - Inner	2011	Both Aboriginal & Torres Strait Islander	28
Perth - Inner	2011	Non-indigenous	155599
Perth - Inner	2011	Torres Strait Islander	33
Perth - Inner	2016	Aboriginal	960
Perth - Inner	2016	Both Aboriginal & Torres Strait Islander	35
Perth - Inner	2016	Non-indigenous	168268
Perth - Inner	2016	Torres Strait Islander	38
Perth - North East	2006	Aboriginal	4197
Perth - North East	2006	Both Aboriginal & Torres Strait Islander	71
Perth - North East	2006	Non-indigenous	192470
Perth - North East	2006	Torres Strait Islander	119
Perth - North East	2011	Aboriginal	5217
Perth - North East	2011	Both Aboriginal & Torres Strait Islander	113
Perth - North East	2011	Non-indigenous	214451
Perth - North East	2011	Torres Strait Islander	117
Perth - North East	2016	Aboriginal	5927
Perth - North East	2016	Both Aboriginal & Torres Strait Islander	169
Perth - North East	2016	Non-indigenous	244771
Perth - North East	2016	Torres Strait Islander	150
Perth - North West	2006	Aboriginal	4286
Perth - North West	2006	Both Aboriginal & Torres Strait Islander	91
Perth - North West	2006	Non-indigenous	416546
Perth - North West	2006	Torres Strait Islander	149
Perth - North West	2011	Aboriginal	5131
Perth - North West	2011	Both Aboriginal & Torres Strait Islander	112
Perth - North West	2011	Non-indigenous	477535
Perth - North West	2011	Torres Strait Islander	175
Perth - North West	2016	Aboriginal	5488
Perth - North West	2016	Both Aboriginal & Torres Strait Islander	113
Perth - North West	2016	Non-indigenous	529324
Perth - North West	2016	Torres Strait Islander	189
Perth - South East	2006	Aboriginal	7150
Perth - South East	2006	Both Aboriginal & Torres Strait Islander	141
Perth - South East	2006	Non-indigenous	370928
Perth - South East	2006	Torres Strait Islander	149
Perth - South East	2011	Aboriginal	8083
Perth - South East	2011	Both Aboriginal & Torres Strait Islander	152
Perth - South East	2011	Non-indigenous	425223
Perth - South East	2011	Torres Strait Islander	169
Perth - South East	2016	Aboriginal	8972
Perth - South East	2016	Both Aboriginal & Torres Strait Islander	165
Perth - South East	2016	Non-indigenous	479051
Perth - South East	2016	Torres Strait Islander	166
Perth - South West	2006	Aboriginal	4114
Perth - South West	2006	Both Aboriginal & Torres Strait Islander	75
Perth - South West	2006	Non-indigenous	302522
Perth - South West	2006	Torres Strait Islander	102
Perth - South West	2011	Aboriginal	5298
Perth - South West	2011	Both Aboriginal & Torres Strait Islander	92
Perth - South West	2011	Non-indigenous	347238
Perth - South West	2011	Torres Strait Islander	120
Perth - South West	2016	Aboriginal	6467
Perth - South West	2016	Both Aboriginal & Torres Strait Islander	144
Perth - South West	2016	Non-indigenous	396592
Perth - South West	2016	Torres Strait Islander	131
Western Australia - Wheat Belt	2006	Aboriginal	4667
Western Australia - Wheat Belt	2006	Both Aboriginal & Torres Strait Islander	70
Western Australia - Wheat Belt	2006	Non-indigenous	118067
Western Australia - Wheat Belt	2006	Torres Strait Islander	52
Western Australia - Wheat Belt	2011	Aboriginal	5399
Western Australia - Wheat Belt	2011	Both Aboriginal & Torres Strait Islander	55
Western Australia - Wheat Belt	2011	Non-indigenous	123915
Western Australia - Wheat Belt	2011	Torres Strait Islander	68
Western Australia - Wheat Belt	2016	Aboriginal	5416
Western Australia - Wheat Belt	2016	Both Aboriginal & Torres Strait Islander	76
Western Australia - Wheat Belt	2016	Non-indigenous	129786
Western Australia - Wheat Belt	2016	Torres Strait Islander	76
Western Australia - Outback (North)	2006	Aboriginal	17397
Western Australia - Outback (North)	2006	Both Aboriginal & Torres Strait Islander	347
Western Australia - Outback (North)	2006	Non-indigenous	52341
Western Australia - Outback (North)	2006	Torres Strait Islander	215
Western Australia - Outback (North)	2011	Aboriginal	20279
Western Australia - Outback (North)	2011	Both Aboriginal & Torres Strait Islander	518
Western Australia - Outback (North)	2011	Non-indigenous	73555
Western Australia - Outback (North)	2011	Torres Strait Islander	334
Western Australia - Outback (North)	2016	Aboriginal	21572
Western Australia - Outback (North)	2016	Both Aboriginal & Torres Strait Islander	617
Western Australia - Outback (North)	2016	Non-indigenous	71313
Western Australia - Outback (North)	2016	Torres Strait Islander	418
Western Australia - Outback (South)	2006	Aboriginal	10497
Western Australia - Outback (South)	2006	Both Aboriginal & Torres Strait Islander	139
