SA4_NAME16	Year	IndustryOfEmployment	Sex	workers
Sydney - Outer West and Blue Mountains	2006	Information media and telecommunications	F	848
Sydney - Outer West and Blue Mountains	2006	Information media and telecommunications	M	1485
Sydney - Outer West and Blue Mountains	2006	Manufacturing	F	4001
Sydney - Outer West and Blue Mountains	2006	Manufacturing	M	11438
Sydney - Outer West and Blue Mountains	2006	Mining	F	46
Sydney - Outer West and Blue Mountains	2006	Mining	M	289
Sydney - Outer West and Blue Mountains	2006	Other services	F	2176
Sydney - Outer West and Blue Mountains	2006	Other services	M	3196
Sydney - Outer West and Blue Mountains	2006	Professional scientific and technical services	F	3052
Sydney - Outer West and Blue Mountains	2006	Professional scientific and technical services	M	3255
Sydney - Outer West and Blue Mountains	2006	Public administration and safety	F	4420
Sydney - Outer West and Blue Mountains	2006	Public administration and safety	M	6319
Sydney - Outer West and Blue Mountains	2006	Rental hiring and real estate services	F	1144
Sydney - Outer West and Blue Mountains	2006	Rental hiring and real estate services	M	1003
Sydney - Outer West and Blue Mountains	2006	Retail trade	F	8985
Sydney - Outer West and Blue Mountains	2006	Retail trade	M	6426
Sydney - Outer West and Blue Mountains	2006	Transport postal and warehousing	F	1643
Sydney - Outer West and Blue Mountains	2006	Transport postal and warehousing	M	6570
Sydney - Outer West and Blue Mountains	2006	Wholesale trade	F	2160
Sydney - Outer West and Blue Mountains	2006	Wholesale trade	M	4326
Sydney - Outer West and Blue Mountains	2011		F	1349
Sydney - Outer West and Blue Mountains	2011		M	2008
Sydney - Outer West and Blue Mountains	2011	Accommodation and food services	F	4780
Sydney - Outer West and Blue Mountains	2011	Accommodation and food services	M	3280
Sydney - Outer West and Blue Mountains	2011	Administrative and support services	F	2075
Sydney - Outer West and Blue Mountains	2011	Administrative and support services	M	2063
Sydney - Outer West and Blue Mountains	2011	Agriculture forestry and fishing	F	436
Sydney - Outer West and Blue Mountains	2011	Agriculture forestry and fishing	M	563
Sydney - Outer West and Blue Mountains	2011	Arts and recreation services	F	1029
Sydney - Outer West and Blue Mountains	2011	Arts and recreation services	M	1103
Sydney - Outer West and Blue Mountains	2011	Construction	F	1594
Sydney - Outer West and Blue Mountains	2011	Construction	M	10741
Sydney - Outer West and Blue Mountains	2011	Education and training	F	8615
Sydney - Outer West and Blue Mountains	2011	Education and training	M	3595
Sydney - Outer West and Blue Mountains	2011	Electricity gas water and waste services	F	479
Sydney - Outer West and Blue Mountains	2011	Electricity gas water and waste services	M	1558
Sydney - Outer West and Blue Mountains	2011	Financial and insurance services	F	3143
Sydney - Outer West and Blue Mountains	2011	Financial and insurance services	M	2082
Sydney - Outer West and Blue Mountains	2011	Health care and social assistance	F	12734
Sydney - Outer West and Blue Mountains	2011	Health care and social assistance	M	3020
Sydney - Outer West and Blue Mountains	2011	Information media and telecommunications	F	781
Sydney - Outer West and Blue Mountains	2011	Information media and telecommunications	M	1408
Sydney - Outer West and Blue Mountains	2011	Manufacturing	F	3669
Sydney - Outer West and Blue Mountains	2011	Manufacturing	M	10813
Sydney - Outer West and Blue Mountains	2011	Mining	F	38
Sydney - Outer West and Blue Mountains	2011	Mining	M	327
Sydney - Outer West and Blue Mountains	2011	Other services	F	2290
Sydney - Outer West and Blue Mountains	2011	Other services	M	3334
Sydney - Outer West and Blue Mountains	2011	Professional scientific and technical services	F	3281
Sydney - Outer West and Blue Mountains	2011	Professional scientific and technical services	M	3255
Sydney - Outer West and Blue Mountains	2011	Public administration and safety	F	4956
Sydney - Outer West and Blue Mountains	2011	Public administration and safety	M	6430
Sydney - Outer West and Blue Mountains	2011	Rental hiring and real estate services	F	1103
Sydney - Outer West and Blue Mountains	2011	Rental hiring and real estate services	M	947
Sydney - Outer West and Blue Mountains	2011	Retail trade	F	8802
Sydney - Outer West and Blue Mountains	2011	Retail trade	M	6141
Sydney - Outer West and Blue Mountains	2011	Transport postal and warehousing	F	1756
Sydney - Outer West and Blue Mountains	2011	Transport postal and warehousing	M	6947
Sydney - Outer West and Blue Mountains	2011	Wholesale trade	F	2326
Sydney - Outer West and Blue Mountains	2011	Wholesale trade	M	4371
Sydney - Outer West and Blue Mountains	2016		F	2515
Sydney - Outer West and Blue Mountains	2016		M	4660
Sydney - Outer West and Blue Mountains	2016	Accommodation and food services	F	5519
Sydney - Outer West and Blue Mountains	2016	Accommodation and food services	M	3692
Sydney - Outer West and Blue Mountains	2016	Administrative and support services	F	2436
Sydney - Outer West and Blue Mountains	2016	Administrative and support services	M	2245
Sydney - Outer West and Blue Mountains	2016	Agriculture forestry and fishing	F	536
Sydney - Outer West and Blue Mountains	2016	Agriculture forestry and fishing	M	785
Sydney - Outer West and Blue Mountains	2016	Arts and recreation services	F	1163
Sydney - Outer West and Blue Mountains	2016	Arts and recreation services	M	1230
Sydney - Outer West and Blue Mountains	2016	Construction	F	2283
Sydney - Outer West and Blue Mountains	2016	Construction	M	13855
Sydney - Outer West and Blue Mountains	2016	Education and training	F	9706
Sydney - Outer West and Blue Mountains	2016	Education and training	M	3755
Sydney - Outer West and Blue Mountains	2016	Electricity gas water and waste services	F	438
Sydney - Outer West and Blue Mountains	2016	Electricity gas water and waste services	M	1586
Sydney - Outer West and Blue Mountains	2016	Financial and insurance services	F	3080
Sydney - Outer West and Blue Mountains	2016	Financial and insurance services	M	2357
Sydney - Outer West and Blue Mountains	2016	Health care and social assistance	F	14056
Sydney - Outer West and Blue Mountains	2016	Health care and social assistance	M	3356
Sydney - Outer West and Blue Mountains	2016	Information media and telecommunications	F	729
Sydney - Outer West and Blue Mountains	2016	Information media and telecommunications	M	1314
Sydney - Outer West and Blue Mountains	2016	Manufacturing	F	2928
Sydney - Outer West and Blue Mountains	2016	Manufacturing	M	7672
Sydney - Outer West and Blue Mountains	2016	Mining	F	37
Sydney - Outer West and Blue Mountains	2016	Mining	M	327
Sydney - Outer West and Blue Mountains	2016	Other services	F	2384
Sydney - Outer West and Blue Mountains	2016	Other services	M	3296
Sydney - Outer West and Blue Mountains	2016	Professional scientific and technical services	F	3525
Sydney - Outer West and Blue Mountains	2016	Professional scientific and technical services	M	3552
Sydney - Outer West and Blue Mountains	2016	Public administration and safety	F	5299
Sydney - Outer West and Blue Mountains	2016	Public administration and safety	M	6066
Sydney - Outer West and Blue Mountains	2016	Rental hiring and real estate services	F	1269
Sydney - Outer West and Blue Mountains	2016	Rental hiring and real estate services	M	1098
Sydney - Outer West and Blue Mountains	2016	Retail trade	F	8455
Sydney - Outer West and Blue Mountains	2016	Retail trade	M	6240
Sydney - Outer West and Blue Mountains	2016	Transport postal and warehousing	F	1933
Sydney - Outer West and Blue Mountains	2016	Transport postal and warehousing	M	6963
Sydney - Outer West and Blue Mountains	2016	Wholesale trade	F	1729
Sydney - Outer West and Blue Mountains	2016	Wholesale trade	M	3252
Sydney - Parramatta	2006		F	1824
Sydney - Parramatta	2006		M	3114
Sydney - Parramatta	2006	Accommodation and food services	F	4210
Sydney - Parramatta	2006	Accommodation and food services	M	4938
Sydney - Parramatta	2006	Administrative and support services	F	2421
Sydney - Parramatta	2006	Administrative and support services	M	2646
Sydney - Parramatta	2006	Agriculture forestry and fishing	F	99
Sydney - Parramatta	2006	Agriculture forestry and fishing	M	189
Sydney - Parramatta	2006	Arts and recreation services	F	716
Sydney - Parramatta	2006	Arts and recreation services	M	906
Sydney - Parramatta	2006	Construction	F	1423
Sydney - Parramatta	2006	Construction	M	9589
Sydney - Parramatta	2006	Education and training	F	6149
Sydney - Parramatta	2006	Education and training	M	2812
Sydney - Parramatta	2006	Electricity gas water and waste services	F	299
Sydney - Parramatta	2006	Electricity gas water and waste services	M	933
Sydney - Parramatta	2006	Financial and insurance services	F	5088
Sydney - Parramatta	2006	Financial and insurance services	M	3947
Sydney - Parramatta	2006	Health care and social assistance	F	11142
Sydney - Parramatta	2006	Health care and social assistance	M	3715
Sydney - Parramatta	2006	Information media and telecommunications	F	1352
Sydney - Parramatta	2006	Information media and telecommunications	M	2269
Sydney - Parramatta	2006	Manufacturing	F	5321
Sydney - Parramatta	2006	Manufacturing	M	12384
Sydney - Parramatta	2006	Mining	F	48
Sydney - Parramatta	2006	Mining	M	89
Sydney - Parramatta	2006	Other services	F	2199
Sydney - Parramatta	2006	Other services	M	3571
Sydney - Parramatta	2006	Professional scientific and technical services	F	4313
Sydney - Parramatta	2006	Professional scientific and technical services	M	5682
Sydney - Parramatta	2006	Public administration and safety	F	3346
Sydney - Parramatta	2006	Public administration and safety	M	4457
Sydney - Parramatta	2006	Rental hiring and real estate services	F	1040
Sydney - Parramatta	2006	Rental hiring and real estate services	M	1189
Sydney - Parramatta	2006	Retail trade	F	8117
Sydney - Parramatta	2006	Retail trade	M	7698
Sydney - Parramatta	2006	Transport postal and warehousing	F	1771
Sydney - Parramatta	2006	Transport postal and warehousing	M	6579
Sydney - Parramatta	2006	Wholesale trade	F	3532
Sydney - Parramatta	2006	Wholesale trade	M	6144
Sydney - Parramatta	2011		F	2112
Sydney - Parramatta	2011		M	3338
Sydney - Parramatta	2011	Accommodation and food services	F	4864
Sydney - Parramatta	2011	Accommodation and food services	M	5987
Sydney - Parramatta	2011	Administrative and support services	F	2802
Sydney - Parramatta	2011	Administrative and support services	M	3301
Sydney - Parramatta	2011	Agriculture forestry and fishing	F	104
Sydney - Parramatta	2011	Agriculture forestry and fishing	M	163
Sydney - Parramatta	2011	Arts and recreation services	F	832
Sydney - Parramatta	2011	Arts and recreation services	M	1134
Sydney - Parramatta	2011	Construction	F	1579
Sydney - Parramatta	2011	Construction	M	10658
Sydney - Parramatta	2011	Education and training	F	7052
Sydney - Parramatta	2011	Education and training	M	3422
Sydney - Parramatta	2011	Electricity gas water and waste services	F	375
Sydney - Parramatta	2011	Electricity gas water and waste services	M	1133
Sydney - Parramatta	2011	Financial and insurance services	F	5594
Sydney - Parramatta	2011	Financial and insurance services	M	5017
Sydney - Parramatta	2011	Health care and social assistance	F	14141
Sydney - Parramatta	2011	Health care and social assistance	M	4719
Sydney - Parramatta	2011	Information media and telecommunications	F	1510
Sydney - Parramatta	2011	Information media and telecommunications	M	2717
Sydney - Parramatta	2011	Manufacturing	F	5346
Sydney - Parramatta	2011	Manufacturing	M	11870
Sydney - Parramatta	2011	Mining	F	55
Sydney - Parramatta	2011	Mining	M	108
Sydney - Parramatta	2011	Other services	F	2365
Sydney - Parramatta	2011	Other services	M	3813
Sydney - Parramatta	2011	Professional scientific and technical services	F	5130
Sydney - Parramatta	2011	Professional scientific and technical services	M	7603
Sydney - Parramatta	2011	Public administration and safety	F	3863
Sydney - Parramatta	2011	Public administration and safety	M	5037
Sydney - Parramatta	2011	Rental hiring and real estate services	F	1076
Sydney - Parramatta	2011	Rental hiring and real estate services	M	1209
Sydney - Parramatta	2011	Retail trade	F	8636
Sydney - Parramatta	2011	Retail trade	M	8636
Sydney - Parramatta	2011	Transport postal and warehousing	F	1869
Sydney - Parramatta	2011	Transport postal and warehousing	M	7606
Sydney - Parramatta	2011	Wholesale trade	F	3717
Sydney - Parramatta	2011	Wholesale trade	M	6557
Sydney - Parramatta	2016		F	4293
Sydney - Parramatta	2016		M	8155
Sydney - Parramatta	2016	Accommodation and food services	F	5758
Sydney - Parramatta	2016	Accommodation and food services	M	6964
Sydney - Parramatta	2016	Administrative and support services	F	3290
Sydney - Parramatta	2016	Administrative and support services	M	4059
Sydney - Parramatta	2016	Agriculture forestry and fishing	F	130
Sydney - Parramatta	2016	Agriculture forestry and fishing	M	278
Sydney - Parramatta	2016	Arts and recreation services	F	954
Sydney - Parramatta	2016	Arts and recreation services	M	1353
Sydney - Parramatta	2016	Construction	F	2145
Sydney - Parramatta	2016	Construction	M	14926
Sydney - Parramatta	2016	Education and training	F	8755
Sydney - Parramatta	2016	Education and training	M	3947
Sydney - Parramatta	2016	Electricity gas water and waste services	F	335
Sydney - Parramatta	2016	Electricity gas water and waste services	M	1075
Sydney - Parramatta	2016	Financial and insurance services	F	5639
Sydney - Parramatta	2016	Financial and insurance services	M	6119
Sydney - Parramatta	2016	Health care and social assistance	F	17405
Sydney - Parramatta	2016	Health care and social assistance	M	5777
Sydney - Parramatta	2016	Information media and telecommunications	F	1462
Sydney - Parramatta	2016	Information media and telecommunications	M	3000
Sydney - Parramatta	2016	Manufacturing	F	4243
Sydney - Parramatta	2016	Manufacturing	M	8720
Sydney - Parramatta	2016	Mining	F	53
Sydney - Parramatta	2016	Mining	M	144
Sydney - Parramatta	2016	Other services	F	2689
Sydney - Parramatta	2016	Other services	M	3864
Sydney - Parramatta	2016	Professional scientific and technical services	F	6188
Sydney - Parramatta	2016	Professional scientific and technical services	M	10219
Sydney - Parramatta	2016	Public administration and safety	F	4306
Sydney - Parramatta	2016	Public administration and safety	M	5440
Sydney - Parramatta	2016	Rental hiring and real estate services	F	1320
Sydney - Parramatta	2016	Rental hiring and real estate services	M	1567
Sydney - Parramatta	2016	Retail trade	F	9037
Sydney - Parramatta	2016	Retail trade	M	9421
Sydney - Parramatta	2016	Transport postal and warehousing	F	2064
Sydney - Parramatta	2016	Transport postal and warehousing	M	8466
Sydney - Parramatta	2016	Wholesale trade	F	2926
Sydney - Parramatta	2016	Wholesale trade	M	4951
Sydney - Ryde	2006		F	824
Sydney - Ryde	2006		M	998
Sydney - Ryde	2006	Accommodation and food services	F	1982
Sydney - Ryde	2006	Accommodation and food services	M	2213
Sydney - Ryde	2006	Administrative and support services	F	1234
Sydney - Ryde	2006	Administrative and support services	M	1277
Sydney - Ryde	2006	Agriculture forestry and fishing	F	77
Sydney - Ryde	2006	Agriculture forestry and fishing	M	94
Sydney - Ryde	2006	Arts and recreation services	F	427
Sydney - Ryde	2006	Arts and recreation services	M	530
Sydney - Ryde	2006	Construction	F	723
Sydney - Ryde	2006	Construction	M	3349
Sydney - Ryde	2006	Education and training	F	4624
Sydney - Ryde	2006	Education and training	M	2221
Sydney - Ryde	2006	Electricity gas water and waste services	F	151
Sydney - Ryde	2006	Electricity gas water and waste services	M	447
Sydney - Ryde	2006	Financial and insurance services	F	2468
Sydney - Ryde	2006	Financial and insurance services	M	2872
Sydney - Ryde	2006	Health care and social assistance	F	6294
Sydney - Ryde	2006	Health care and social assistance	M	2222
Sydney - Ryde	2006	Information media and telecommunications	F	1078
Sydney - Ryde	2006	Information media and telecommunications	M	1588
Sydney - Ryde	2006	Manufacturing	F	1912
Sydney - Ryde	2006	Manufacturing	M	3506
Sydney - Ryde	2006	Mining	F	31
Sydney - Ryde	2006	Mining	M	61
Sydney - Ryde	2006	Other services	F	1189
Sydney - Ryde	2006	Other services	M	1508
Sydney - Ryde	2006	Professional scientific and technical services	F	3866
Sydney - Ryde	2006	Professional scientific and technical services	M	5161
Sydney - Ryde	2006	Public administration and safety	F	1469
Sydney - Ryde	2006	Public administration and safety	M	2165
Sydney - Ryde	2006	Rental hiring and real estate services	F	660
Sydney - Ryde	2006	Rental hiring and real estate services	M	758
Sydney - Ryde	2006	Retail trade	F	3948
Sydney - Ryde	2006	Retail trade	M	3413
Sydney - Ryde	2006	Transport postal and warehousing	F	614
Sydney - Ryde	2006	Transport postal and warehousing	M	1804
Sydney - Ryde	2006	Wholesale trade	F	1932
Sydney - Ryde	2006	Wholesale trade	M	2806
Sydney - Ryde	2011		F	756
Sydney - Ryde	2011		M	1032
Sydney - Ryde	2011	Accommodation and food services	F	2031
Sydney - Ryde	2011	Accommodation and food services	M	2390
Sydney - Ryde	2011	Administrative and support services	F	1261
Sydney - Ryde	2011	Administrative and support services	M	1353
Sydney - Ryde	2011	Agriculture forestry and fishing	F	49
Sydney - Ryde	2011	Agriculture forestry and fishing	M	73
Sydney - Ryde	2011	Arts and recreation services	F	509
Sydney - Ryde	2011	Arts and recreation services	M	633
Sydney - Ryde	2011	Construction	F	776
Sydney - Ryde	2011	Construction	M	3542
Sydney - Ryde	2011	Education and training	F	5036
Sydney - Ryde	2011	Education and training	M	2514
Sydney - Ryde	2011	Electricity gas water and waste services	F	131
Sydney - Ryde	2011	Electricity gas water and waste services	M	461
Sydney - Ryde	2011	Financial and insurance services	F	2703
Sydney - Ryde	2011	Financial and insurance services	M	3343
Sydney - Ryde	2011	Health care and social assistance	F	7018
Sydney - Ryde	2011	Health care and social assistance	M	2472
Sydney - Ryde	2011	Information media and telecommunications	F	1265
Sydney - Ryde	2011	Information media and telecommunications	M	1926
Sydney - Ryde	2011	Manufacturing	F	1863
Sydney - Ryde	2011	Manufacturing	M	3353
Sydney - Ryde	2011	Mining	F	38
Sydney - Ryde	2011	Mining	M	82
Sydney - Ryde	2011	Other services	F	1287
Sydney - Ryde	2011	Other services	M	1498
Sydney - Ryde	2011	Professional scientific and technical services	F	4307
Sydney - Ryde	2011	Professional scientific and technical services	M	5988
Sydney - Ryde	2011	Public administration and safety	F	1584
Sydney - Ryde	2011	Public administration and safety	M	2082
Sydney - Ryde	2011	Rental hiring and real estate services	F	653
Sydney - Ryde	2011	Rental hiring and real estate services	M	796
Sydney - Ryde	2011	Retail trade	F	3770
Sydney - Ryde	2011	Retail trade	M	3282
Sydney - Ryde	2011	Transport postal and warehousing	F	643
Sydney - Ryde	2011	Transport postal and warehousing	M	1870
Sydney - Ryde	2011	Wholesale trade	F	1971
Sydney - Ryde	2011	Wholesale trade	M	2899
Sydney - Ryde	2016		F	1742
Sydney - Ryde	2016		M	2288
Sydney - Ryde	2016	Accommodation and food services	F	2576
Sydney - Ryde	2016	Accommodation and food services	M	2933
Sydney - Ryde	2016	Administrative and support services	F	1414
Sydney - Ryde	2016	Administrative and support services	M	1434
Sydney - Ryde	2016	Agriculture forestry and fishing	F	77
Sydney - Ryde	2016	Agriculture forestry and fishing	M	127
Sydney - Ryde	2016	Arts and recreation services	F	557
Sydney - Ryde	2016	Arts and recreation services	M	712
Sydney - Ryde	2016	Construction	F	913
Sydney - Ryde	2016	Construction	M	4282
Sydney - Ryde	2016	Education and training	F	5649
Sydney - Ryde	2016	Education and training	M	2781
Sydney - Ryde	2016	Electricity gas water and waste services	F	174
Sydney - Ryde	2016	Electricity gas water and waste services	M	407
Sydney - Ryde	2016	Financial and insurance services	F	3030
Sydney - Ryde	2016	Financial and insurance services	M	3792
Sydney - Ryde	2016	Health care and social assistance	F	7904
Sydney - Ryde	2016	Health care and social assistance	M	3000
Sydney - Ryde	2016	Information media and telecommunications	F	1351
Sydney - Ryde	2016	Information media and telecommunications	M	2183
Sydney - Ryde	2016	Manufacturing	F	1623
Sydney - Ryde	2016	Manufacturing	M	2524
Sydney - Ryde	2016	Mining	F	44
Sydney - Ryde	2016	Mining	M	92
Sydney - Ryde	2016	Other services	F	1402
Sydney - Ryde	2016	Other services	M	1469
Sydney - Ryde	2016	Professional scientific and technical services	F	4904
Sydney - Ryde	2016	Professional scientific and technical services	M	6810
Sydney - Ryde	2016	Public administration and safety	F	1762
Sydney - Ryde	2016	Public administration and safety	M	2223
Sydney - Ryde	2016	Rental hiring and real estate services	F	926
Sydney - Ryde	2016	Rental hiring and real estate services	M	1074
Sydney - Ryde	2016	Retail trade	F	4015
Sydney - Ryde	2016	Retail trade	M	3649
Sydney - Ryde	2016	Transport postal and warehousing	F	662
Sydney - Ryde	2016	Transport postal and warehousing	M	1993
Sydney - Ryde	2016	Wholesale trade	F	1755
Sydney - Ryde	2016	Wholesale trade	M	2351
Sydney - South West	2006		F	1979
Sydney - South West	2006		M	3336
Sydney - South West	2006	Accommodation and food services	F	3639
Sydney - South West	2006	Accommodation and food services	M	3209
Sydney - South West	2006	Administrative and support services	F	2351
Sydney - South West	2006	Administrative and support services	M	2133
Sydney - South West	2006	Agriculture forestry and fishing	F	417
Sydney - South West	2006	Agriculture forestry and fishing	M	683
Sydney - South West	2006	Arts and recreation services	F	607
Sydney - South West	2006	Arts and recreation services	M	703
Sydney - South West	2006	Construction	F	1479
Sydney - South West	2006	Construction	M	10397
Sydney - South West	2006	Education and training	F	4350
Sydney - South West	2006	Education and training	M	1573
Sydney - South West	2006	Electricity gas water and waste services	F	230
Sydney - South West	2006	Electricity gas water and waste services	M	732
Sydney - South West	2006	Financial and insurance services	F	3640
Sydney - South West	2006	Financial and insurance services	M	2207
Sydney - South West	2006	Health care and social assistance	F	8442
Sydney - South West	2006	Health care and social assistance	M	2147
Sydney - South West	2006	Information media and telecommunications	F	835
Sydney - South West	2006	Information media and telecommunications	M	1457
Sydney - South West	2006	Manufacturing	F	7077
Sydney - South West	2006	Manufacturing	M	16279
Sydney - South West	2006	Mining	F	30
Sydney - South West	2006	Mining	M	84
Sydney - South West	2006	Other services	F	2042
Sydney - South West	2006	Other services	M	3415
Sydney - South West	2006	Professional scientific and technical services	F	2865
Sydney - South West	2006	Professional scientific and technical services	M	3035
Sydney - South West	2006	Public administration and safety	F	2720
Sydney - South West	2006	Public administration and safety	M	4287
Sydney - South West	2006	Rental hiring and real estate services	F	843
Sydney - South West	2006	Rental hiring and real estate services	M	933
Sydney - South West	2006	Retail trade	F	8115
Sydney - South West	2006	Retail trade	M	6627
Sydney - South West	2006	Transport postal and warehousing	F	2078
Sydney - South West	2006	Transport postal and warehousing	M	7258
Sydney - South West	2006	Wholesale trade	F	2849
Sydney - South West	2006	Wholesale trade	M	4927
Sydney - South West	2011		F	2144
Sydney - South West	2011		M	3287
Sydney - South West	2011	Accommodation and food services	F	4309
Sydney - South West	2011	Accommodation and food services	M	3716
Sydney - South West	2011	Administrative and support services	F	2512
Sydney - South West	2011	Administrative and support services	M	2258
Sydney - South West	2011	Agriculture forestry and fishing	F	467
Sydney - South West	2011	Agriculture forestry and fishing	M	643
Sydney - South West	2011	Arts and recreation services	F	719
Sydney - South West	2011	Arts and recreation services	M	852
Sydney - South West	2011	Construction	F	1447
Sydney - South West	2011	Construction	M	10916
Sydney - South West	2011	Education and training	F	5296
Sydney - South West	2011	Education and training	M	1959
Sydney - South West	2011	Electricity gas water and waste services	F	316
Sydney - South West	2011	Electricity gas water and waste services	M	896
Sydney - South West	2011	Financial and insurance services	F	3928
Sydney - South West	2011	Financial and insurance services	M	2614
Sydney - South West	2011	Health care and social assistance	F	10609
Sydney - South West	2011	Health care and social assistance	M	2629
Sydney - South West	2011	Information media and telecommunications	F	819
Sydney - South West	2011	Information media and telecommunications	M	1451
Sydney - South West	2011	Manufacturing	F	6767
Sydney - South West	2011	Manufacturing	M	15379
Sydney - South West	2011	Mining	F	30
Sydney - South West	2011	Mining	M	90
Sydney - South West	2011	Other services	F	2355
Sydney - South West	2011	Other services	M	3632
Sydney - South West	2011	Professional scientific and technical services	F	2996
Sydney - South West	2011	Professional scientific and technical services	M	3461
Sydney - South West	2011	Public administration and safety	F	3077
Sydney - South West	2011	Public administration and safety	M	4719
Sydney - South West	2011	Rental hiring and real estate services	F	842
Sydney - South West	2011	Rental hiring and real estate services	M	948
Sydney - South West	2011	Retail trade	F	8589
Sydney - South West	2011	Retail trade	M	6976
Sydney - South West	2011	Transport postal and warehousing	F	2158
Sydney - South West	2011	Transport postal and warehousing	M	8158
Sydney - South West	2011	Wholesale trade	F	2816
Sydney - South West	2011	Wholesale trade	M	5026
Sydney - South West	2016		F	4155
Sydney - South West	2016		M	7464
Sydney - South West	2016	Accommodation and food services	F	5168
Sydney - South West	2016	Accommodation and food services	M	4385
Sydney - South West	2016	Administrative and support services	F	2923
Sydney - South West	2016	Administrative and support services	M	2610
Sydney - South West	2016	Agriculture forestry and fishing	F	602
Sydney - South West	2016	Agriculture forestry and fishing	M	791
Sydney - South West	2016	Arts and recreation services	F	871
Sydney - South West	2016	Arts and recreation services	M	984
Sydney - South West	2016	Construction	F	1957
Sydney - South West	2016	Construction	M	14547
Sydney - South West	2016	Education and training	F	7378
Sydney - South West	2016	Education and training	M	2551
Sydney - South West	2016	Electricity gas water and waste services	F	308
Sydney - South West	2016	Electricity gas water and waste services	M	963
Sydney - South West	2016	Financial and insurance services	F	3990
Sydney - South West	2016	Financial and insurance services	M	3112
Sydney - South West	2016	Health care and social assistance	F	13168
Sydney - South West	2016	Health care and social assistance	M	3436
Sydney - South West	2016	Information media and telecommunications	F	796
Sydney - South West	2016	Information media and telecommunications	M	1548
Sydney - South West	2016	Manufacturing	F	5228
Sydney - South West	2016	Manufacturing	M	11244
Sydney - South West	2016	Mining	F	38
Sydney - South West	2016	Mining	M	213
Sydney - South West	2016	Other services	F	2979
Sydney - South West	2016	Other services	M	3886
Sydney - South West	2016	Professional scientific and technical services	F	3617
Sydney - South West	2016	Professional scientific and technical services	M	4045
Sydney - South West	2016	Public administration and safety	F	3595
Sydney - South West	2016	Public administration and safety	M	4867
Sydney - South West	2016	Rental hiring and real estate services	F	1061
Sydney - South West	2016	Rental hiring and real estate services	M	1176
Sydney - South West	2016	Retail trade	F	9102
Sydney - South West	2016	Retail trade	M	7722
Sydney - South West	2016	Transport postal and warehousing	F	2550
Sydney - South West	2016	Transport postal and warehousing	M	9093
Sydney - South West	2016	Wholesale trade	F	2243
Sydney - South West	2016	Wholesale trade	M	3885
Sydney - Sutherland	2006		F	942
Sydney - Sutherland	2006		M	1322
Sydney - Sutherland	2006	Accommodation and food services	F	3094
Sydney - Sutherland	2006	Accommodation and food services	M	2725
Sydney - Sutherland	2006	Administrative and support services	F	1725
Sydney - Sutherland	2006	Administrative and support services	M	1365
Sydney - Sutherland	2006	Agriculture forestry and fishing	F	56
Sydney - Sutherland	2006	Agriculture forestry and fishing	M	122
Sydney - Sutherland	2006	Arts and recreation services	F	724
Sydney - Sutherland	2006	Arts and recreation services	M	803
Sydney - Sutherland	2006	Construction	F	1222
Sydney - Sutherland	2006	Construction	M	7645
Sydney - Sutherland	2006	Education and training	F	6411
Sydney - Sutherland	2006	Education and training	M	2334
Sydney - Sutherland	2006	Electricity gas water and waste services	F	219
Sydney - Sutherland	2006	Electricity gas water and waste services	M	924
Sydney - Sutherland	2006	Financial and insurance services	F	3344
Sydney - Sutherland	2006	Financial and insurance services	M	2983
Sydney - Sutherland	2006	Health care and social assistance	F	8130
Sydney - Sutherland	2006	Health care and social assistance	M	1930
Sydney - Sutherland	2006	Information media and telecommunications	F	806
Sydney - Sutherland	2006	Information media and telecommunications	M	1334
Sydney - Sutherland	2006	Manufacturing	F	2746
Sydney - Sutherland	2006	Manufacturing	M	7216
Sydney - Sutherland	2006	Mining	F	21
Sydney - Sutherland	2006	Mining	M	85
Sydney - Sutherland	2006	Other services	F	1853
Sydney - Sutherland	2006	Other services	M	2438
Sydney - Sutherland	2006	Professional scientific and technical services	F	4129
Sydney - Sutherland	2006	Professional scientific and technical services	M	4408
Sydney - Sutherland	2006	Public administration and safety	F	2742
Sydney - Sutherland	2006	Public administration and safety	M	4217
Sydney - Sutherland	2006	Rental hiring and real estate services	F	1122
Sydney - Sutherland	2006	Rental hiring and real estate services	M	1133
Sydney - Sutherland	2006	Retail trade	F	6679
Sydney - Sutherland	2006	Retail trade	M	4829
Sydney - Sutherland	2006	Transport postal and warehousing	F	2192
Sydney - Sutherland	2006	Transport postal and warehousing	M	5689
Sydney - Sutherland	2006	Wholesale trade	F	2138
Sydney - Sutherland	2006	Wholesale trade	M	3382
Sydney - Sutherland	2011		F	1016
Sydney - Sutherland	2011		M	1274
Sydney - Sutherland	2011	Accommodation and food services	F	3108
Sydney - Sutherland	2011	Accommodation and food services	M	2674
Sydney - Sutherland	2011	Administrative and support services	F	1827
Sydney - Sutherland	2011	Administrative and support services	M	1488
Sydney - Sutherland	2011	Agriculture forestry and fishing	F	51
Sydney - Sutherland	2011	Agriculture forestry and fishing	M	77
Sydney - Sutherland	2011	Arts and recreation services	F	810
Sydney - Sutherland	2011	Arts and recreation services	M	933
Sydney - Sutherland	2011	Construction	F	1257
Sydney - Sutherland	2011	Construction	M	8382
Sydney - Sutherland	2011	Education and training	F	7160
Sydney - Sutherland	2011	Education and training	M	2547
